osmid,name,highway,junction,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes
49876660,Avenue Henri Aubanel,tertiary,,True,False,25.652,"LINESTRING (4.2139488 43.6822651, 4.2137865 43.6822566, 4.2136779 43.6822777, 4.2136341 43.6822788)",,,,
22918968,,primary,roundabout,True,False,25.727,"LINESTRING (4.2137984 43.6819714, 4.2138306 43.6819184, 4.2138783 43.681872, 4.2139391 43.6818344, 4.21401 43.6818077)",,,,
22918968,,primary,roundabout,True,False,26.433999999999997,"LINESTRING (4.2143136 43.6818241, 4.2143675 43.6818513, 4.2144136 43.6818852, 4.2144502 43.6819247, 4.2144761 43.6819684, 4.2144905 43.6820148)",,,,
77218422,,unclassified,,True,False,25.222999999999995,"LINESTRING (4.2143136 43.6818241, 4.2144424 43.6818287, 4.2145484 43.6818167, 4.2145805 43.6818112, 4.2146249 43.6818104)",,,,
22918968,,primary,roundabout,True,False,25.251,"LINESTRING (4.21401 43.6818077, 4.2140859 43.6817932, 4.2141644 43.6817912, 4.2142415 43.6818016, 4.2143136 43.6818241)",,,,
49881064,Impasse des Arènes,residential,,False,False,126.804,"LINESTRING (4.2112694 43.6875175, 4.2113048 43.6875048, 4.2113264 43.687497, 4.2113612 43.6874858, 4.2114474 43.6874206, 4.2114948 43.6874046, 4.2115658 43.687411, 4.2118768 43.6875546, 4.2123006 43.6870154)",,,,
"[49876112, 1052414783]",Route de Vauvert,secondary,,False,False,86.491,"LINESTRING (4.2112694 43.6875175, 4.2113134 43.6875802, 4.2116972 43.6881208, 4.2117914 43.6881938)",D 6572,"['30', '50']",,
"[803111752, 614446202, 1052414783]","['Route de Vauvert', 'Boulevard Jean Moulin']",secondary,,False,True,150.13,"LINESTRING (4.2112694 43.6875175, 4.211194 43.6873902, 4.2111036 43.6872641, 4.211017 43.687175, 4.2109682 43.6871289, 4.2109257 43.6870888, 4.2107907 43.6869982, 4.2105927 43.6869262, 4.2103962 43.6868799, 4.2103497 43.6868698, 4.2102384 43.6868456, 4.2101354 43.6868248, 4.2100289 43.6868038, 4.2098525 43.6867664)",D 6572,30,yes,
49876112,Route de Vauvert,secondary,,False,False,133.955,"LINESTRING (4.2120236 43.6882953, 4.2121582 43.6883228, 4.2122798 43.6883267, 4.212949 43.6882164, 4.2136351 43.6880633)",D 6572,50,,
49876112,Route de Vauvert,secondary,,False,True,21.986,"LINESTRING (4.2120236 43.6882953, 4.2118232 43.6882184, 4.2117914 43.6881938)",D 6572,50,,
803111758,Chemin du Mas d'Andron,residential,,True,False,29.604,"LINESTRING (4.2120236 43.6882953, 4.211875 43.6883512, 4.2116898 43.6884071)",,30,,
9508313,Rond-Point des Plages,primary,roundabout,True,False,24.906,"LINESTRING (4.2145955 43.6879809, 4.214573 43.6878701, 4.214599 43.6877597)",,,,
26325346,Route de Vauvert,secondary,,True,False,28.746000000000002,"LINESTRING (4.2145955 43.6879809, 4.2145364 43.6879647, 4.2144665 43.6879434, 4.214251 43.6879175)",D 6572,,,
49876112,Route de Vauvert,secondary,,False,True,52.109,"LINESTRING (4.214251 43.6879175, 4.2136351 43.6880633)",D 6572,50,,
151559543,Route de Vauvert,secondary,,True,False,33.028999999999996,"LINESTRING (4.214251 43.6879175, 4.2145437 43.6877843, 4.214599 43.6877597)",D 6572,,,
928905759,Avenue des Anciens Combattants,tertiary,,False,True,11.475,"LINESTRING (4.2077206 43.6842707, 4.2076964 43.6843724)",,,,
49876114,Avenue des Anciens Combattants,tertiary,,False,False,46.54,"LINESTRING (4.2077206 43.6842707, 4.2077392 43.68418, 4.207798 43.6838992, 4.2078055 43.6838567)",,,,
49876206,,unclassified,,False,False,18.928,"LINESTRING (4.2077206 43.6842707, 4.2077816 43.6842779, 4.2078366 43.6842844, 4.207885 43.6842901, 4.2079529 43.6842982)",,,,
761806208,Boulevard Saint-Louis,residential,,False,False,6.703,"LINESTRING (4.2076885 43.6857534, 4.2076979 43.6856935)",,,,
614446203,,secondary,roundabout,True,False,3.525,"LINESTRING (4.2074399 43.6860677, 4.2074725 43.6860465)",,,,
614446203,,secondary,roundabout,True,False,4.042,"LINESTRING (4.2076371 43.6860519, 4.2076554 43.6860644, 4.2076703 43.686079)",,,,
614446206,Route de Lunel,secondary,,True,False,13.152,"LINESTRING (4.207409 43.6861423, 4.2072607 43.6860924)",,,,
614446203,,secondary,roundabout,True,False,8.858,"LINESTRING (4.207409 43.6861423, 4.2074101 43.6861157, 4.2074207 43.6860903, 4.2074399 43.6860677)",,,,
614446203,,secondary,roundabout,True,False,12.182,"LINESTRING (4.2075442 43.6862341, 4.2075069 43.6862294, 4.2074726 43.6862177, 4.2074439 43.6861998, 4.2074228 43.6861771)",,,,
614446208,Avenue du Général de Gaulle,tertiary,,True,False,20.997,"LINESTRING (4.2075442 43.6862341, 4.2075084 43.6862617, 4.2074722 43.6863031, 4.2074489 43.6863546, 4.207429 43.6864002)",,,,
338986274,Avenue du Général de Gaulle,tertiary,,False,False,7.102,"LINESTRING (4.2074195 43.6864637, 4.207429 43.6864002)",,50,,2
49876111,Boulevard Jules Ferry,residential,,False,False,141.119,"LINESTRING (4.2074195 43.6864637, 4.2074638 43.6864719, 4.2079757 43.6866056, 4.2088744 43.6868402, 4.2090715 43.6868917)",,,,
338986274,Avenue du Général de Gaulle,tertiary,,False,True,70.757,"LINESTRING (4.2074195 43.6864637, 4.2074094 43.6865307, 4.2073979 43.6866773, 4.2073162 43.6870404, 4.2073024 43.6870937)",,50,,2
334692073,Chemin du Mas d'Andron,residential,,False,False,144.337,"LINESTRING (4.2070313 43.6886732, 4.2070718 43.6886792, 4.2070898 43.6886819, 4.208597 43.6889742, 4.2087658 43.6890074)",,30,,
338986274,Avenue du Général de Gaulle,tertiary,,False,False,104.93399999999998,"LINESTRING (4.2070313 43.6886732, 4.2070329 43.6886627, 4.2070717 43.6884081, 4.207083 43.6883343, 4.2070975 43.6881846, 4.2071047 43.6881105, 4.2071142 43.6880197, 4.2071771 43.687736)",,50,,2
338986274,Avenue du Général de Gaulle,tertiary,,False,True,46.903,"LINESTRING (4.2070313 43.6886732, 4.2070286 43.6886983, 4.2069853 43.6890937)",,50,,2
49876892,Avenue de la Gare,residential,,False,False,42.375,"LINESTRING (4.2080763 43.6825073, 4.2081578 43.6821308)",,,,
49876114,Avenue des Anciens Combattants,tertiary,,False,True,64.699,"LINESTRING (4.2080763 43.6825073, 4.2080626 43.682576, 4.2080527 43.6826259, 4.2079615 43.6830832)",,,,
338986924,Boulevard des Candinières,tertiary,,False,True,221.73199999999997,"LINESTRING (4.2080763 43.6825073, 4.2082027 43.682518, 4.209223 43.6825858, 4.2093165 43.6825906, 4.2104158 43.68269, 4.21058 43.6827015, 4.2107517 43.6827122, 4.2107879 43.6827202, 4.2108154 43.6827263)",,,,
"[49876123, 49876124]","['Boulevard du Midi', 'Boulevard Pasteur']",residential,,False,False,125.958,"LINESTRING (4.2091839 43.6828, 4.209197 43.6828009, 4.2099322 43.6828499, 4.2104005 43.6828838, 4.2104742 43.6828977, 4.2105221 43.6829167, 4.2105343 43.6830098, 4.2105306 43.6830706)",,,,
"[49876123, 49876116]","['Boulevard Saint-Louis', 'Boulevard du Midi']",residential,,False,True,97.722,"LINESTRING (4.2091839 43.6828, 4.2085987 43.6827577, 4.2084836 43.6827925, 4.208415 43.6828274, 4.2083739 43.6828761, 4.2083408 43.683007, 4.2083129 43.6831177)",,,,
49876116,Boulevard Saint-Louis,residential,,False,False,23.957,"LINESTRING (4.2079529 43.6842982, 4.208017 43.6840878)",,,,
49876116,Boulevard Saint-Louis,residential,,False,True,140.381,"LINESTRING (4.2079529 43.6842982, 4.2078634 43.6845868, 4.2078331 43.6847784, 4.207721 43.685548)",,,,
49876206,,unclassified,,False,True,18.928,"LINESTRING (4.2079529 43.6842982, 4.207885 43.6842901, 4.2078366 43.6842844, 4.2077816 43.6842779, 4.2077206 43.6842707)",,,,
334688123,Rue de l'Hôtel de Ville,residential,,False,False,29.319,"LINESTRING (4.2079529 43.6842982, 4.2080652 43.6843384, 4.2082535 43.6844452)",,,,
49876124,Boulevard Pasteur,residential,,False,True,54.743,"LINESTRING (4.2104999 43.6838229, 4.2105144 43.6833307)",,,,
49876661,Rue Jeanne d'Arc,residential,,True,False,67.083,"LINESTRING (4.2104999 43.6838229, 4.2096732 43.683742)",,,,
49876124,Boulevard Pasteur,residential,,False,False,29.074,"LINESTRING (4.2104999 43.6838229, 4.2105129 43.6839898, 4.2105123 43.6840841)",,,,
761806232,Boulevard Pasteur,residential,,False,True,27.156,"LINESTRING (4.2104999 43.6838229, 4.2106508 43.683837, 4.2108354 43.6838506)",,,,
49876119,Boulevard du Temple,tertiary,,False,False,41.607000000000006,"LINESTRING (4.2120194 43.684249, 4.2121145 43.6840656, 4.2122136 43.6839274, 4.212228 43.6839073)",,,,
49876119,Boulevard du Temple,tertiary,,False,True,122.91,"LINESTRING (4.2120194 43.684249, 4.2118978 43.6844715, 4.2117282 43.6848448, 4.2116452 43.6850324, 4.2115608 43.685243, 4.2115389 43.6852977)",,,,
49876663,Boulevard Sallebardine,residential,,False,True,109.918,"LINESTRING (4.2120194 43.684249, 4.2118185 43.6842048, 4.210934 43.6839971, 4.2108629 43.6839138, 4.2108354 43.6838506)",,,,
49876119,Boulevard du Temple,tertiary,,False,True,41.607,"LINESTRING (4.212228 43.6839073, 4.2122136 43.6839274, 4.2121145 43.6840656, 4.2120194 43.684249)",,,,
49881060,Chemin de l'Abrivado,residential,,False,True,180.157,"LINESTRING (4.212228 43.6839073, 4.2122698 43.6839176, 4.212289 43.6839224, 4.2127767 43.6840428, 4.2142786 43.6843787, 4.2143609 43.6844023)",,,,
49883781,Chemin de Naudel,tertiary,,False,True,136.333,"LINESTRING (4.212228 43.6839073, 4.2122724 43.683845, 4.2122997 43.6837866, 4.2123263 43.6837206, 4.2123437 43.6836574, 4.2123535 43.6835569, 4.2123394 43.6834254, 4.2123337 43.6833727, 4.2122039 43.6827036)",,,,
49876124,Boulevard Pasteur,residential,,False,True,29.074,"LINESTRING (4.2105123 43.6840841, 4.2105129 43.6839898, 4.2104999 43.6838229)",,,,
49876125,Boulevard Sallebardine,residential,,False,False,60.549,"LINESTRING (4.2105123 43.6840841, 4.2106117 43.6841529, 4.2108622 43.6842344, 4.2110934 43.684298, 4.2111815 43.6843203)",,,,
505803123,Rue Roger Bernard,residential,,True,False,66.335,"LINESTRING (4.2105123 43.6840841, 4.210289 43.6844232, 4.2102037 43.6846354)",,,,
282017272,Boulevard Fanfonne Guillierme,tertiary,,False,True,68.953,"LINESTRING (4.2098525 43.6867664, 4.2099275 43.6867401, 4.2100291 43.6867045, 4.2101168 43.6866737, 4.2101629 43.6866475, 4.2103509 43.6865404, 4.2104824 43.6864251, 4.2105067 43.6863861)",,,,
"[803111752, 614446202, 1052414783]","['Route de Vauvert', 'Boulevard Jean Moulin']",secondary,,False,False,150.13,"LINESTRING (4.2098525 43.6867664, 4.2100289 43.6868038, 4.2101354 43.6868248, 4.2102384 43.6868456, 4.2103497 43.6868698, 4.2103962 43.6868799, 4.2105927 43.6869262, 4.2107907 43.6869982, 4.2109257 43.6870888, 4.2109682 43.6871289, 4.211017 43.687175, 4.2111036 43.6872641, 4.211194 43.6873902, 4.2112694 43.6875175)",D 6572,30,yes,
614446202,Boulevard Jean Moulin,secondary,,False,True,27.985,"LINESTRING (4.2098525 43.6867664, 4.2095712 43.6867075, 4.2095182 43.6866964)",D 6572,30,,
49876119,Boulevard du Temple,tertiary,,False,False,122.91,"LINESTRING (4.2115389 43.6852977, 4.2115608 43.685243, 4.2116452 43.6850324, 4.2117282 43.6848448, 4.2118978 43.6844715, 4.2120194 43.684249)",,,,
49881065,Rue Bella Vista,residential,,True,False,207.225,"LINESTRING (4.2115389 43.6852977, 4.2122523 43.6854754, 4.2124504 43.6855252, 4.2139386 43.685899, 4.213974 43.6859078)",,,,
282017271,Boulevard Fanfonne Guillierme,residential,,False,False,160.647,"LINESTRING (4.2115389 43.6852977, 4.2113949 43.6856499, 4.2111526 43.6860844, 4.2110151 43.6862797, 4.2109455 43.6863763, 4.2108255 43.6863376, 4.2107409 43.6863083, 4.2106006 43.686248)",,,,
282017273,Rue Bella Vista,tertiary,,False,False,28.959999999999997,"LINESTRING (4.2115389 43.6852977, 4.2114119 43.6852642, 4.21133 43.685243, 4.2112643 43.6852241, 4.2112017 43.6852063)",,,,
282017272,Boulevard Fanfonne Guillierme,tertiary,,False,True,23.016,"LINESTRING (4.2111019 43.6854003, 4.2112017 43.6852063)",,,,
282017272,Boulevard Fanfonne Guillierme,tertiary,,False,False,41.317,"LINESTRING (4.2111019 43.6854003, 4.2110897 43.6854236, 4.2109203 43.6857479)",,,,
282017272,Boulevard Fanfonne Guillierme,tertiary,,False,False,17.112,"LINESTRING (4.2106006 43.686248, 4.2105067 43.6863861)",,,,
282017271,Boulevard Fanfonne Guillierme,residential,,False,True,160.647,"LINESTRING (4.2106006 43.686248, 4.2107409 43.6863083, 4.2108255 43.6863376, 4.2109455 43.6863763, 4.2110151 43.6862797, 4.2111526 43.6860844, 4.2113949 43.6856499, 4.2115389 43.6852977)",,,,
282017272,Boulevard Fanfonne Guillierme,tertiary,,False,True,61.263000000000005,"LINESTRING (4.2106006 43.686248, 4.2106481 43.6861736, 4.2108962 43.6857856, 4.2109203 43.6857479)",,,,
49876623,Rue de la Clastre,residential,,True,False,14.08,"LINESTRING (4.2082535 43.6844452, 4.2084286 43.6844449)",,,,
334688123,Rue de l'Hôtel de Ville,residential,,False,True,29.319,"LINESTRING (4.2082535 43.6844452, 4.2080652 43.6843384, 4.2079529 43.6842982)",,,,
761806207,Rue de la Croix,residential,,True,False,29.793,"LINESTRING (4.2084908 43.684695, 4.2084041 43.6849555)",,,,
334688124,Rue de l'Hôtel de Ville,residential,,True,False,35.613,"LINESTRING (4.2084908 43.684695, 4.2084911 43.6846292, 4.208403 43.6845859, 4.2082535 43.6844452)",,,,
618355206,,residential,,False,False,2.971,"LINESTRING (4.20905 43.6848098, 4.2090853 43.6848177)",,,,
334688124,Rue de l'Hôtel de Ville,residential,,True,False,46.743,"LINESTRING (4.20905 43.6848098, 4.2089783 43.6847944, 4.2084908 43.684695)",,,,
618355206,,residential,,False,True,2.971,"LINESTRING (4.2090853 43.6848177, 4.20905 43.6848098)",,,,
450617052,Place Mont-Redon,residential,,False,True,41.622,"LINESTRING (4.2091219 43.6853292, 4.2089048 43.685669)",,,,
49876211,Rue de l'Église,residential,,True,False,49.288,"LINESTRING (4.2091219 43.6853292, 4.209053 43.6852769, 4.2089496 43.6851983, 4.2089602 43.6851564, 4.2090634 43.6849495)",,,,
49876116,Boulevard Saint-Louis,residential,,False,True,16.285,"LINESTRING (4.207721 43.685548, 4.2076979 43.6856935)",,,,
49876116,Boulevard Saint-Louis,residential,,False,False,140.381,"LINESTRING (4.207721 43.685548, 4.2078331 43.6847784, 4.2078634 43.6845868, 4.2079529 43.6842982)",,,,
49876554,Rue du Château,residential,,True,False,86.079,"LINESTRING (4.2084041 43.6849555, 4.2083534 43.6849831, 4.2078867 43.6854304, 4.207721 43.685548)",,,,
49876561,Rue de l'Horloge,residential,,False,False,35.757999999999996,"LINESTRING (4.2090634 43.6849495, 4.2091529 43.6849634, 4.2091957 43.684963, 4.2095013 43.6850021)",,,,
620855922,Rue de l'Église,residential,,True,False,14.846,"LINESTRING (4.2090634 43.6849495, 4.2090625 43.6848963, 4.2090853 43.6848177)",,,,
49876561,Rue de l'Horloge,residential,,False,False,7.083,"LINESTRING (4.2095013 43.6850021, 4.2095872 43.6850162)",,,,
49876561,Rue de l'Horloge,residential,,False,True,35.757999999999996,"LINESTRING (4.2095013 43.6850021, 4.2091957 43.684963, 4.2091529 43.6849634, 4.2090634 43.6849495)",,,,
761813965,Place Albert Fontanieu,residential,,False,True,46.497,"LINESTRING (4.2095013 43.6850021, 4.2095081 43.6849855, 4.2095168 43.6849644, 4.2095938 43.6847696, 4.2096003 43.6847542, 4.2096643 43.6846009)",,,,
49876561,Rue de l'Horloge,residential,,False,True,7.083,"LINESTRING (4.2095872 43.6850162, 4.2095013 43.6850021)",,,,
49876561,Rue de l'Horloge,residential,,False,False,38.423,"LINESTRING (4.2095872 43.6850162, 4.2097592 43.6850576, 4.2098488 43.6850792, 4.2100466 43.6851092)",,,,
49876566,Rue Roger Bernard,residential,,False,False,5.884,"LINESTRING (4.2100774 43.6850612, 4.2100466 43.6851092)",,,,
49876556,Rue Paul Perrier,residential,,True,False,90.824,"LINESTRING (4.2100774 43.6850612, 4.2103275 43.6851267, 4.2106183 43.6852503, 4.2111019 43.6854003)",,,,
49876566,Rue Roger Bernard,residential,,False,True,32.388999999999996,"LINESTRING (4.2100774 43.6850612, 4.2101014 43.6849837, 4.2101111 43.6848784, 4.2101182 43.6847722)",,,,
49876563,Rue du Figaro,residential,,True,False,21.616,"LINESTRING (4.209378 43.6853883, 4.2091977 43.6853467, 4.2091219 43.6853292)",,,,
49876732,Rue Saint-Jean,residential,,True,False,46.828,"LINESTRING (4.209378 43.6853883, 4.2093939 43.6853428, 4.2094681 43.6853009, 4.2095326 43.6852314, 4.209577 43.685142, 4.2095722 43.6850529, 4.2095872 43.6850162)",,,,
49876558,Rue de la Gendarmerie,residential,,True,False,37.465,"LINESTRING (4.2095895 43.6856955, 4.2095736 43.6857117, 4.2094868 43.6858378, 4.2094295 43.6858549, 4.2092626 43.685803)",,,,
49876732,Rue Saint-Jean,residential,,True,False,42.962999999999994,"LINESTRING (4.2095895 43.6856955, 4.2095085 43.6856553, 4.2094059 43.685596, 4.2093603 43.6855509, 4.2093522 43.6855, 4.209378 43.6853883)",,,,
49876566,Rue Roger Bernard,residential,,False,True,5.884,"LINESTRING (4.2100466 43.6851092, 4.2100774 43.6850612)",,,,
49876561,Rue de l'Horloge,residential,,False,True,38.423,"LINESTRING (4.2100466 43.6851092, 4.2098488 43.6850792, 4.2097592 43.6850576, 4.2095872 43.6850162)",,,,
505803124,Rue Roger Bernard,residential,,True,False,75.28299999999999,"LINESTRING (4.2100466 43.6851092, 4.2098921 43.6854129, 4.2097471 43.6856096, 4.2097047 43.6856632, 4.2096525 43.6857207)",,,,
761806211,Boulevard Saint-Louis,residential,,False,True,13.861,"LINESTRING (4.2082976 43.6857907, 4.2083476 43.68591)",,,,
49876557,Rue Mont Redon,residential,,False,False,50.671,"LINESTRING (4.2082976 43.6857907, 4.2087609 43.6856948, 4.2089048 43.685669)",,,,
761806211,Boulevard Saint-Louis,residential,,False,False,25.836,"LINESTRING (4.2082976 43.6857907, 4.208129 43.6857767, 4.2079938 43.6857271)",,,,
761806211,Boulevard Saint-Louis,residential,,False,False,13.861,"LINESTRING (4.2083476 43.68591, 4.2082976 43.6857907)",,,,
49876735,Rue de Baroncelli,residential,,True,False,63.635000000000005,"LINESTRING (4.2083476 43.68591, 4.2086341 43.6859803, 4.2086417 43.6859822, 4.2090997 43.686088)",,,,
761806211,Boulevard Saint-Louis,residential,,False,True,52.357,"LINESTRING (4.2083476 43.68591, 4.2083169 43.6860326, 4.2082455 43.6861486, 4.2081588 43.6862874, 4.2081418 43.6863171, 4.2081206 43.6863484)",,,,
614446202,Boulevard Jean Moulin,secondary,,False,False,118.94999999999999,"LINESTRING (4.2081206 43.6863484, 4.2082733 43.686398, 4.2084316 43.6864398, 4.208677 43.6865056, 4.2088454 43.6865465, 4.2089918 43.6865793, 4.209252 43.6866378, 4.2094743 43.6866877, 4.2095182 43.6866964)",D 6572,30,,
614446202,Boulevard Jean Moulin,secondary,,False,True,17.069,"LINESTRING (4.2081206 43.6863484, 4.2080652 43.686324, 4.207934 43.6862754)",D 6572,30,,
761806211,Boulevard Saint-Louis,residential,,False,False,52.357,"LINESTRING (4.2081206 43.6863484, 4.2081418 43.6863171, 4.2081588 43.6862874, 4.2082455 43.6861486, 4.2083169 43.6860326, 4.2083476 43.68591)",,,,
49876560,Rue du Rhony,residential,,True,False,120.48400000000001,"LINESTRING (4.2109203 43.6857479, 4.2105514 43.685624, 4.2102923 43.6855885, 4.2102067 43.6855903, 4.2101455 43.6856245, 4.2100756 43.6856874, 4.209998 43.6857813, 4.2099564 43.6858176, 4.2098799 43.6858118, 4.2096525 43.6857207)",,,,
282017272,Boulevard Fanfonne Guillierme,tertiary,,False,False,61.263000000000005,"LINESTRING (4.2109203 43.6857479, 4.2108962 43.6857856, 4.2106481 43.6861736, 4.2106006 43.686248)",,,,
282017272,Boulevard Fanfonne Guillierme,tertiary,,False,True,41.317,"LINESTRING (4.2109203 43.6857479, 4.2110897 43.6854236, 4.2111019 43.6854003)",,,,
49876623,Rue de la Clastre,residential,,True,False,50.049,"LINESTRING (4.2084286 43.6844449, 4.2085924 43.6844602, 4.2088498 43.6844834, 4.2089512 43.6844759, 4.2090463 43.6844668)",,,,
354699107,Rue de la Violette,residential,,False,False,67.658,"LINESTRING (4.2084286 43.6844449, 4.2084632 43.6842966, 4.2084743 43.6842015, 4.2084583 43.6841712, 4.2083354 43.684141, 4.208017 43.6840878)",,,,
49876623,Rue de la Clastre,residential,,True,False,12.836,"LINESTRING (4.2090463 43.6844668, 4.2092038 43.6844856)",,,,
49876725,Impasse du Prophète,residential,,False,True,32.901,"LINESTRING (4.2090463 43.6844668, 4.2090872 43.6841724)",,,,
49876623,Rue de la Clastre,residential,,True,False,39.273,"LINESTRING (4.2092038 43.6844856, 4.2092367 43.6844936, 4.2095465 43.6845605, 4.2096643 43.6846009)",,,,
49876726,Impasse des Arceaux,residential,,False,True,38.909,"LINESTRING (4.2092038 43.6844856, 4.2092928 43.6842246, 4.2092922 43.6841435)",,,,
505803123,Rue Roger Bernard,residential,,True,False,16.693,"LINESTRING (4.2102037 43.6846354, 4.2101182 43.6847722)",,,,
49876727,Rue de la Bombe,residential,,False,False,54.042,"LINESTRING (4.2102037 43.6846354, 4.2105194 43.6847162, 4.2106366 43.6847241, 4.2107961 43.6847897, 4.210825 43.6848052)",,,,
49876624,Impasse de Cray,residential,,False,False,30.509,"LINESTRING (4.2099907 43.6844144, 4.2099647 43.6844939, 4.209838 43.6846634)",,,,
49876623,Rue de la Clastre,residential,,True,False,25.619999999999997,"LINESTRING (4.209838 43.6846634, 4.2099523 43.6847156, 4.2101182 43.6847722)",,,,
49876624,Impasse de Cray,residential,,False,True,30.509,"LINESTRING (4.209838 43.6846634, 4.2099647 43.6844939, 4.2099907 43.6844144)",,,,
49876566,Rue Roger Bernard,residential,,False,False,32.388999999999996,"LINESTRING (4.2101182 43.6847722, 4.2101111 43.6848784, 4.2101014 43.6849837, 4.2100774 43.6850612)",,,,
49876116,Boulevard Saint-Louis,residential,,False,False,35.253,"LINESTRING (4.2080741 43.6839006, 4.2081685 43.683591)",,,,
49876659,Rue de l'Hôpital,residential,,False,False,72.146,"LINESTRING (4.2080741 43.6839006, 4.2089629 43.6839892)",,,,
49876116,Boulevard Saint-Louis,residential,,False,True,21.316,"LINESTRING (4.2080741 43.6839006, 4.2080634 43.6839356, 4.208017 43.6840878)",,,,
49876659,Rue de l'Hôpital,residential,,False,True,22.144,"LINESTRING (4.2080741 43.6839006, 4.2079458 43.6838796, 4.2078055 43.6838567)",,,,
868451501,Rue de l'Hôpital,residential,,False,True,25.35,"LINESTRING (4.2099658 43.6840891, 4.2096535 43.684058)",,,,
868451501,Rue de l'Hôpital,residential,,False,False,25.35,"LINESTRING (4.2096535 43.684058, 4.2099658 43.6840891)",,,,
49876658,Rue Pasteur,residential,,True,False,67.37,"LINESTRING (4.2096535 43.684058, 4.2096205 43.6842841, 4.2097466 43.6843318, 4.2096643 43.6846009)",,,,
49876661,Rue Jeanne d'Arc,residential,,True,False,52.413,"LINESTRING (4.2096732 43.683742, 4.209069 43.6836803, 4.2090293 43.6836713)",,,,
868451500,Rue Pasteur,residential,,True,False,35.249,"LINESTRING (4.2096732 43.683742, 4.2096478 43.6839215, 4.2096535 43.684058)",,,,
49876116,Boulevard Saint-Louis,residential,,False,False,53.894,"LINESTRING (4.2081685 43.683591, 4.2083129 43.6831177)",,,,
49876116,Boulevard Saint-Louis,residential,,False,True,35.253,"LINESTRING (4.2081685 43.683591, 4.2080741 43.6839006)",,,,
505612310,Rue Jeanne d'Arc,residential,,False,False,24.621000000000002,"LINESTRING (4.2081685 43.683591, 4.2080177 43.6835659, 4.2078701 43.6835414)",,,,
49879121,Chemin de Naudel,unclassified,,False,True,228.26599999999996,"LINESTRING (4.2122039 43.6827036, 4.2120592 43.681839, 4.2120593 43.6815527, 4.2120681 43.681342, 4.2121395 43.6810958, 4.2122932 43.680898, 4.2124799 43.6807419)",,,,
