osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,bridge,ref,width,tunnel
"[94237635, 94237636, 94237637]",False,"['Route de Vicaria', 'Pont Neuf']",tertiary,,False,160.581,,"LINESTRING (1.6057893 43.1135583, 1.6056981 43.113521, 1.6041241 43.1129892, 1.6039987 43.1129449)",yes,D 10,,
775327500,False,Boulevard de la Libération,tertiary,30,False,108.97500000000002,2,"LINESTRING (1.6057893 43.1135583, 1.6057239 43.1136403, 1.6054984 43.1139258, 1.6054603 43.1140349, 1.6054194 43.1141521, 1.6054084 43.1143781, 1.6054252 43.1144403, 1.6054339 43.1144722)",,,,
41041415,False,Pont Neuf,tertiary,,True,16.918,,"LINESTRING (1.6059909 43.1135969, 1.6057893 43.1135583)",yes,D 10,,
135719050,True,Grande Rue du Pont Neuf,residential,,False,6.568,,"LINESTRING (1.6059909 43.1135969, 1.6060246 43.1136506)",,,,
86922931,False,Rue Saint-Vincent,tertiary,,False,72.12,,"LINESTRING (1.6059909 43.1135969, 1.6064306 43.1131409, 1.6065108 43.1130713)",,D 10,,
897619587,False,Rue Saint-Antonin,residential,,True,39.61,,"LINESTRING (1.6102208 43.1126536, 1.6101135 43.1130011)",,,,
"[86922928, 135876276, 135876278]",False,Rue Saint-Antonin,tertiary,,False,16.977,,"LINESTRING (1.6102208 43.1126536, 1.6102472 43.1125821, 1.6102713 43.112517, 1.6102748 43.1125061)",yes,D 10,,
86922945,False,Cours Joseph Rambaud,tertiary,,True,96.639,,"LINESTRING (1.6102208 43.1126536, 1.6101869 43.1126539, 1.6090304 43.1126417)",,D 10,,
135604574,True,Rue de Loumet,tertiary,,False,52.336,,"LINESTRING (1.6104345 43.1121029, 1.6105245 43.1120605, 1.6105969 43.1120329, 1.6110011 43.1118789)",,D 10,,
135876278,False,Rue Saint-Antonin,tertiary,,True,46.955,,"LINESTRING (1.6104345 43.1121029, 1.6103858 43.1121638, 1.6103811 43.1121783, 1.6102748 43.1125061)",,D 10,,
142063321,False,Rue de l'Hospice,residential,,False,60.595,,"LINESTRING (1.6104345 43.1121029, 1.6103485 43.1120905, 1.6102757 43.11208, 1.6096956 43.1120271)",,,,
41041413,False,Avenue Irénée Cros,tertiary,,False,55.071,,"LINESTRING (1.6118092 43.1116644, 1.6119432 43.1116122, 1.6123946 43.1114143)",,D 10,,
135604522,True,Place du Marché au Bois,residential,,False,38.501999999999995,,"LINESTRING (1.6118092 43.1116644, 1.611844 43.111718, 1.6119883 43.1119849)",,,,
142063318,False,Place du Marche aux Boeufs,residential,,False,143.722,,"LINESTRING (1.6118092 43.1116644, 1.611781 43.1115858, 1.611634 43.1113612, 1.6114931 43.1111727, 1.6114352 43.1111063, 1.6114194 43.1110882, 1.6113472 43.111065, 1.6112399 43.1110601, 1.6111309 43.1110858, 1.6110106 43.111118, 1.6109665 43.1111298, 1.6109045 43.111147, 1.6108709 43.1111447, 1.6108492 43.1111433, 1.6107385 43.1111127, 1.610584 43.1110599)",,,,
86722493,False,Rue des Carmes,residential,30,False,50.884,,"LINESTRING (1.6102616 43.1162093, 1.6096536 43.1163208)",,,,
86926329,True,Rue Charles de Gaulle,residential,30,False,31.112000000000002,,"LINESTRING (1.6102616 43.1162093, 1.6102129 43.1161868, 1.6101784 43.1161506, 1.6101349 43.1160912, 1.6101395 43.116027, 1.6101744 43.1159705)",,,,
135548150,True,Rue du Bastion,residential,30,False,81.341,,"LINESTRING (1.6141022 43.1165206, 1.6143088 43.1172364)",,,,
135604572,True,Rue Taillancier,residential,30,False,43.415,,"LINESTRING (1.6141022 43.1165206, 1.6135684 43.1165453)",,,,
585951867,True,Rue Gabriel Péri,living_street,20,False,35.123,1,"LINESTRING (1.61105 43.1163461, 1.6108321 43.1160732)",,,8,
86722459,True,Rue du Portail Rouge,residential,30,False,37.429,,"LINESTRING (1.6131696 43.1171553, 1.6136286 43.1171876)",,,,
135604565,True,Rue Pédémas,residential,30,False,41.179,,"LINESTRING (1.6131696 43.1171553, 1.6131671 43.1169, 1.6131472 43.1167859)",,,,
86722463,True,Rue Sainte-Claire,residential,30,False,31.818,,"LINESTRING (1.6111852 43.1188621, 1.6107951 43.1188903)",,,,
721155803,True,Rue Gabriel Péri,living_street,20,False,60.803,1,"LINESTRING (1.6111852 43.1188621, 1.6111641 43.1183155)",,,,
"[234612243, 41041419]",True,Rue Jean Durroux,residential,30,False,154.80999999999997,,"LINESTRING (1.6103124 43.1176268, 1.6098626 43.1167873, 1.6096674 43.1163515, 1.6096536 43.1163208)",,,,
86724858,True,Rue du Rempart des Carmes,residential,30,False,62.873999999999995,,"LINESTRING (1.609326 43.1177571, 1.6094458 43.1179364, 1.60952 43.1181075, 1.6095847 43.1182879)",,,,
234559316,True,Rue du Four Viguier,residential,30,False,35.651,,"LINESTRING (1.609326 43.1177571, 1.6097264 43.1176767, 1.6097502 43.1176747)",,,,
86722459,True,Rue du Portail Rouge,residential,30,False,73.47,,"LINESTRING (1.6122722 43.1170885, 1.612459 43.1171145, 1.612598 43.1171338, 1.6126973 43.1171476, 1.6131696 43.1171553)",,,,
1170388584,True,Rue des Cordeliers,residential,30,False,59.15,,"LINESTRING (1.6122722 43.1170885, 1.6122956 43.1175662, 1.6122985 43.1176201)",,,,
86722479,True,Rue d'Emparis,residential,30,False,29.787,,"LINESTRING (1.6095847 43.1182879, 1.6099505 43.1182664)",,,,
135717422,True,Pont de Notre-Dame,residential,,False,42.106,,"LINESTRING (1.6095847 43.1182879, 1.6090661 43.1182975)",yes,,,
86814053,True,Rue de la Papeterie,residential,30,False,76.467,,"LINESTRING (1.6095847 43.1182879, 1.6096587 43.1188099, 1.6097053 43.1189692)",,,,
721155803,True,Rue Gabriel Péri,living_street,20,False,45.107,1,"LINESTRING (1.6111595 43.1181953, 1.6111439 43.1177898)",,,,
1170388583,True,Rue Malbec,residential,30,False,34.161,,"LINESTRING (1.6118583 43.1171442, 1.6122722 43.1170885)",,,,
1170388582,True,Rue Lakanal,residential,30,False,78.088,,"LINESTRING (1.6118583 43.1171442, 1.6118534 43.1167997, 1.61185 43.1166185, 1.6117962 43.1164464)",,,,
86722466,True,Rue Malbec,residential,30,False,61.667,,"LINESTRING (1.6111164 43.1172637, 1.6118583 43.1171442)",,,,
234612241,True,Rue Gabriel Péri,living_street,20,False,102.321,,"LINESTRING (1.6111164 43.1172637, 1.6110835 43.1164793, 1.61105 43.1163461)",,,,
86722453,True,Rue de la République,residential,30,False,16.876,1,"LINESTRING (1.6121542 43.1155524, 1.6119766 43.1156313)",,,,
86722491,True,Rue des Vékisses,residential,30,False,62.015,,"LINESTRING (1.611943 43.1187909, 1.6111852 43.1188621)",,,,
"[1170388585, 97089543]",False,Rue Lakanal,residential,30,False,63.592,,"LINESTRING (1.611943 43.1187909, 1.611941 43.1187431, 1.6119258 43.1183891, 1.6119146 43.1182194)",,,,
86724858,True,Rue du Rempart des Carmes,residential,30,False,152.78199999999998,,"LINESTRING (1.6082614 43.116624, 1.6083179 43.1166847, 1.6089377 43.1173511, 1.609326 43.1177571)",,,,
86724876,False,Pont des Carmes,residential,,False,22.750999999999998,,"LINESTRING (1.6082614 43.116624, 1.6081197 43.1166711, 1.608017 43.1167226)",yes,,,
135719047,False,Grande Rue du Pont Neuf,residential,30,True,22.614,,"LINESTRING (1.6082614 43.116624, 1.6082265 43.1165524, 1.608168 43.1164324)",,,,
234612246,False,Rue des Carmes,residential,30,True,68.032,,"LINESTRING (1.6082614 43.116624, 1.6083451 43.1166034, 1.6090558 43.1164289)",,,,
86922915,True,Rue du Marronnier,residential,30,False,40.957,,"LINESTRING (1.6112588 43.1150315, 1.6109674 43.1147308)",,,,
86922923,True,Rue d'Enrouge,residential,30,False,127.411,,"LINESTRING (1.6112588 43.1150315, 1.6097868 43.1154294)",,,,
135604452,True,Rue Jules Amouroux,residential,30,False,33.777,,"LINESTRING (1.6121984 43.1137712, 1.612414 43.1136134, 1.6125137 43.1135781)",,,,
86922915,True,Rue du Marronnier,residential,30,False,100.80199999999999,,"LINESTRING (1.6109674 43.1147308, 1.6106415 43.1144237, 1.6110958 43.1140257)",,,,
86922927,True,Rue des Jacobins,residential,30,False,96.682,,"LINESTRING (1.6117956 43.1147254, 1.6118607 43.1148131, 1.6120356 43.1152637, 1.6121542 43.1155524)",,,,
86922940,True,Rue de la Colombe,residential,30,False,56.891,,"LINESTRING (1.6117956 43.1147254, 1.6114461 43.1149605, 1.6113067 43.1150395, 1.6112588 43.1150315)",,,,
86922925,False,Impasse Boulbonne,residential,30,True,41.863,,"LINESTRING (1.6096892 43.1161127, 1.60918 43.1161725)",,,,
86922911,True,Rue de l'Écho,residential,30,False,119.88900000000001,1,"LINESTRING (1.6110958 43.1140257, 1.6112428 43.113906, 1.6116811 43.1135491, 1.6121845 43.1137652, 1.6121984 43.1137712)",,,,
86922919,False,Rue Saint-Antonin,residential,30,False,42.54899999999999,,"LINESTRING (1.6110958 43.1140257, 1.6110771 43.1140067, 1.6109505 43.113878, 1.61079 43.1137149)",,,,
663138141,True,Rue des Jacobins,residential,30,False,57.160000000000004,,"LINESTRING (1.6110958 43.1140257, 1.6113558 43.114303, 1.6115154 43.1144376)",,,,
831184511,True,Rue Piconnières,living_street,,False,4.725,,"LINESTRING (1.6107445 43.1126936, 1.6107484 43.1126512)",,,,
86922943,True,Rue de la Tannerie,residential,,False,43.678999999999995,,"LINESTRING (1.6107445 43.1126936, 1.6103084 43.11263, 1.6102208 43.1126536)",,,,
86922939,True,Rue Rempart du Touronc,residential,30,False,250.965,1,"LINESTRING (1.6142832 43.1155402, 1.6139839 43.1151133, 1.6134568 43.1146527, 1.6129297 43.1142914, 1.6123263 43.11385, 1.6123013 43.1138317)",,,,
135604457,True,Rue Victor Hugo,residential,30,False,32.495000000000005,1,"LINESTRING (1.6142832 43.1155402, 1.6141211 43.1155313, 1.6138834 43.115527)",,,,
326097394,False,Boulevard Delcasse,secondary,,False,8.676,,"LINESTRING (1.6125137 43.1135781, 1.6125786 43.1136401)",,D 624,,
326097394,False,Boulevard Delcasse,secondary,,True,20.519,,"LINESTRING (1.6125137 43.1135781, 1.6124623 43.1135086, 1.6124313 43.1134055)",,D 624,,
86922945,False,Cours Joseph Rambaud,tertiary,,False,96.639,,"LINESTRING (1.6090304 43.1126417, 1.6101869 43.1126539, 1.6102208 43.1126536)",,D 10,,
135719072,True,Rue Robert,residential,,False,36.53699999999999,,"LINESTRING (1.6090304 43.1126417, 1.6090298 43.1126686, 1.609027 43.1127974, 1.609033 43.1129437, 1.609021 43.1129687)",,,,
"[1170874634, 585957291]",False,Rue Saint-Vincent,tertiary,,True,184.678,,"LINESTRING (1.6090304 43.1126417, 1.6089367 43.1126417, 1.6086002 43.1126416, 1.6078416 43.1126473, 1.6075103 43.1126727, 1.6073565 43.1126845, 1.6070958 43.1127551, 1.6068167 43.11287)",,D 10,,
86922910,True,Rue des 4 Sergents de la Rochelle,residential,30,False,112.114,,"LINESTRING (1.6109589 43.1156692, 1.6116123 43.1154298, 1.6112588 43.1150315)",,,,
"[86926329, 135719045]",True,Rue Charles de Gaulle,residential,30,False,51.606,,"LINESTRING (1.6097868 43.1154294, 1.6096065 43.1151334, 1.6095247 43.1150066)",,,,
135717441,True,Rue Boulbonne,residential,30,False,42.545,,"LINESTRING (1.6097868 43.1154294, 1.6096164 43.1154561, 1.6094964 43.1155046, 1.6094649 43.1155693, 1.60948 43.1156552)",,,,
135604452,True,Rue Jules Amouroux,residential,30,False,10.725,,"LINESTRING (1.6123013 43.1138317, 1.6121984 43.1137712)",,,,
86922918,True,Rue Jules Amouroux,residential,30,False,92.972,,"LINESTRING (1.6123013 43.1138317, 1.6119787 43.114115, 1.6116924 43.114326, 1.6115154 43.1144376)",,,,
86922927,True,Rue des Jacobins,residential,30,False,39.342999999999996,,"LINESTRING (1.6115154 43.1144376, 1.6117474 43.1146598, 1.6117956 43.1147254)",,,,
135719066,False,Place du Mercadal,residential,30,False,37.538,,"LINESTRING (1.6091719 43.1144081, 1.608773 43.1145789)",,,,
1039386387,True,Rue Monseigneur de Caulet,residential,30,False,13.389,,"LINESTRING (1.6091719 43.1144081, 1.609321 43.1143566)",,,,
326097394,False,Boulevard Delcasse,secondary,,True,130.04,,"LINESTRING (1.6137914 43.1144042, 1.613307 43.1140997, 1.6125786 43.1136401)",,D 624,,
86922925,False,Impasse Boulbonne,residential,30,False,41.863,,"LINESTRING (1.60918 43.1161725, 1.6096892 43.1161127)",,,,
831184518,True,Rue Boulbonne,residential,30,False,75.235,,"LINESTRING (1.60918 43.1161725, 1.609209 43.1161565, 1.6092337 43.1161071, 1.6092156 43.1160602, 1.6091925 43.1160121, 1.6092502 43.1159447, 1.6094101 43.1158722, 1.60955 43.1157973, 1.6095488 43.115753, 1.60948 43.1156552)",,,,
86922919,False,Rue Saint-Antonin,residential,30,False,34.626,,"LINESTRING (1.61079 43.1137149, 1.61055 43.1134985, 1.6105052 43.1134943)",,,,
86922919,False,Rue Saint-Antonin,residential,30,True,42.54899999999999,,"LINESTRING (1.61079 43.1137149, 1.6109505 43.113878, 1.6110771 43.1140067, 1.6110958 43.1140257)",,,,
86926328,False,Rue de la Brasserie,residential,,False,31.515,,"LINESTRING (1.6065195 43.1154991, 1.6068912 43.1154172)",,,,
"[86926328, 303878251]",False,"['Rue de la Brasserie', 'Rue de la Minoterie']",residential,,True,196.51500000000001,,"LINESTRING (1.6065195 43.1154991, 1.6057271 43.1156736, 1.6056091 43.1157009, 1.6054935 43.1156417, 1.6054185 43.1155854, 1.6053961 43.115538, 1.6053961 43.1154478, 1.6053961 43.1149738, 1.6053515 43.1148361, 1.6052591 43.1147188)",,,,
86926332,False,Rue des Pas Perdus,residential,,True,144.946,,"LINESTRING (1.6065195 43.1154991, 1.6067994 43.1160949, 1.6068961 43.116246, 1.6070559 43.116401, 1.6074378 43.1162589)",,,,
86926328,False,Rue de la Brasserie,residential,,True,31.515,,"LINESTRING (1.6068912 43.1154172, 1.6065195 43.1154991)",,,,
86724872,False,Boulevard de la Libération,residential,30,False,103.92200000000001,2,"LINESTRING (1.6068912 43.1154172, 1.6070943 43.1156726, 1.60716 43.1157654, 1.6072903 43.1159494, 1.6074378 43.1162589)",,,,
86724872,False,Boulevard de la Libération,residential,30,True,150.381,2,"LINESTRING (1.6068912 43.1154172, 1.6067256 43.1152104, 1.606458 43.1149934, 1.6063122 43.114907, 1.6056541 43.114563, 1.605587 43.1145441, 1.6055353 43.1145296)",,,,
86724872,False,Boulevard de la Libération,residential,30,False,77.476,2,"LINESTRING (1.6074378 43.1162589, 1.6074853 43.1164059, 1.6075264 43.1165334, 1.607577 43.1165737, 1.6078888 43.1167109, 1.608017 43.1167226)",,,,
86724872,False,Boulevard de la Libération,residential,30,True,103.922,2,"LINESTRING (1.6074378 43.1162589, 1.6072903 43.1159494, 1.60716 43.1157654, 1.6070943 43.1156726, 1.6068912 43.1154172)",,,,
86926332,False,Rue des Pas Perdus,residential,,False,144.94600000000003,,"LINESTRING (1.6074378 43.1162589, 1.6070559 43.116401, 1.6068961 43.116246, 1.6067994 43.1160949, 1.6065195 43.1154991)",,,,
234612223,False,Route de Vicaria,tertiary,80,True,29.444,2,"LINESTRING (1.603668 43.1128361, 1.6039987 43.1129449)",,D 10,,
137063153,False,Impasse des Ailes,residential,,False,131.51999999999998,,"LINESTRING (1.603668 43.1128361, 1.6036293 43.1128562, 1.6035774 43.1128727, 1.6034775 43.1128595, 1.6032281 43.1128272, 1.6031101 43.1128101, 1.6029605 43.1128067, 1.6027853 43.1127712, 1.6026684 43.1127455, 1.6025497 43.112736, 1.6023846 43.1127495, 1.602086 43.112782)",,,,
585957292,False,Route de Vicaria,tertiary,80,False,73.307,2,"LINESTRING (1.603668 43.1128361, 1.6029873 43.1126128, 1.6028412 43.1125712)",,D 10,,
"[149566307, 585957293]",False,"['Chemin de Bares', 'Impasse des Saules']",residential,,True,607.861,,"LINESTRING (1.603668 43.1128361, 1.6036968 43.1128106, 1.6037652 43.1126539, 1.6037907 43.1125501, 1.6037612 43.1124571, 1.6036928 43.1122809, 1.6036364 43.1121576, 1.6035533 43.1120616, 1.6034715 43.1119735, 1.6034205 43.1118717, 1.6034004 43.1117601, 1.6034353 43.111623, 1.6034017 43.1115271, 1.6032743 43.1114321, 1.6031255 43.1113166, 1.6029954 43.1112333, 1.6028278 43.1111726, 1.6024978 43.1110405, 1.6023517 43.110967, 1.6022336 43.1108339, 1.6020781 43.1106851, 1.6019078 43.1105754, 1.6017952 43.1105306, 1.6017192 43.1105191, 1.601657 43.1105534, 1.6016275 43.110594, 1.6016221 43.110641, 1.6016315 43.110689, 1.6017053 43.1108163, 1.6018535 43.1111645, 1.6019849 43.1115236, 1.6020325 43.111623, 1.6021579 43.1117968, 1.6022008 43.1118594, 1.6022196 43.1119304, 1.6022142 43.1119897, 1.6021554 43.1121534, 1.6021481 43.1121898, 1.6021585 43.112219, 1.6021793 43.1122367, 1.6027294 43.1124314, 1.6028182 43.112496, 1.6028485 43.1125364, 1.6028412 43.1125712)",,,,
135604513,False,Place du Camp,residential,30,True,33.479,,"LINESTRING (1.6117962 43.1164464, 1.6121901 43.1163571)",,,,
"[585951866, 135604595]",True,"['Place du Camp', 'Rue du Camp']","['residential', 'living_street']","['20', '30']",False,88.345,1,"LINESTRING (1.6117962 43.1164464, 1.6115152 43.1165057, 1.6113776 43.1162145, 1.61105 43.1163461)",,,5,
97089539,False,Rue Courteline,residential,,True,41.522,,"LINESTRING (1.6090661 43.1182975, 1.6089196 43.1182918, 1.6087189 43.1182728, 1.6085569 43.1182637)",,,,
511362741,False,Boulevard de la Libération,residential,30,True,87.089,2,"LINESTRING (1.6090661 43.1182975, 1.6090724 43.1181102, 1.6090677 43.1180878, 1.6090456 43.1179829, 1.6087317 43.1175759)",,,,
97089539,False,Rue Courteline,residential,,False,41.522,,"LINESTRING (1.6085569 43.1182637, 1.6087189 43.1182728, 1.6089196 43.1182918, 1.6090661 43.1182975)",,,,
97089539,False,Rue Courteline,residential,,True,52.924,,"LINESTRING (1.6085569 43.1182637, 1.6083839 43.1182476, 1.6081975 43.1182215, 1.6080862 43.1181835, 1.6079372 43.1181318)",,,,
41041413,False,Avenue Irénée Cros,tertiary,,False,50.32899999999999,,"LINESTRING (1.6123946 43.1114143, 1.6124715 43.1113814, 1.6125663 43.1113409, 1.6129157 43.1111694)",,D 10,,
41041413,False,Avenue Irénée Cros,tertiary,,True,55.071,,"LINESTRING (1.6123946 43.1114143, 1.6119432 43.1116122, 1.6118092 43.1116644)",,D 10,,
97089536,False,Rue du Foulon,residential,,False,112.572,,"LINESTRING (1.6123946 43.1114143, 1.6120713 43.1109761, 1.6119808 43.1108534, 1.6117747 43.1105497, 1.6117526 43.1105171)",,,,
97089539,False,Rue Courteline,residential,,True,58.108,,"LINESTRING (1.6079372 43.1181318, 1.6073069 43.117884)",,,,
97089539,False,Rue Courteline,residential,,False,52.924,,"LINESTRING (1.6079372 43.1181318, 1.6080862 43.1181835, 1.6081975 43.1182215, 1.6083839 43.1182476, 1.6085569 43.1182637)",,,,
97858294,True,Rue du Maréchal Clauzel,residential,30,False,87.678,,"LINESTRING (1.613685 43.1113981, 1.6138624 43.1115721, 1.6140375 43.1117797, 1.6142615 43.1120638)",,,,
831184507,False,Rue du Maréchal Clauzel,residential,,False,35.806999999999995,,"LINESTRING (1.613685 43.1113981, 1.6135849 43.1112667, 1.6134079 43.1111945, 1.6133796 43.111183)",,,,
455843966,True,Rue du Four Sainte-Hélène,residential,30,False,55.966,,"LINESTRING (1.6131859 43.1155146, 1.6134051 43.1159918)",,,,
135604457,True,Rue Victor Hugo,residential,30,False,41.445,1,"LINESTRING (1.6131859 43.1155146, 1.613005 43.1155152, 1.6126759 43.1155296)",,,,
135604457,True,Rue Victor Hugo,residential,30,False,56.633,1,"LINESTRING (1.6138834 43.115527, 1.6131859 43.1155146)",,,,
135548152,True,Rue du Clocher,residential,30,False,91.849,,"LINESTRING (1.6134051 43.1159918, 1.6140234 43.1158709, 1.6138834 43.115527)",,,,
455843966,True,Rue du Four Sainte-Hélène,residential,30,False,62.969,,"LINESTRING (1.6134051 43.1159918, 1.6134891 43.1162507, 1.6135085 43.1163227, 1.6135343 43.1164185, 1.6135684 43.1165453)",,,,
135604587,True,Rue des Cordeliers,residential,30,False,13.974,,"LINESTRING (1.6121568 43.1162338, 1.6121901 43.1163571)",,,,
135548152,True,Rue du Clocher,residential,30,False,63.634,,"LINESTRING (1.6121568 43.1162338, 1.6126838 43.1161316, 1.6129145 43.1160869)",,,,
135548153,True,Rue du Millet,residential,30,False,71.588,,"LINESTRING (1.6135684 43.1165453, 1.6136286 43.1171876)",,,,
135604572,True,Rue Taillancier,residential,30,False,38.325,,"LINESTRING (1.6135684 43.1165453, 1.6130972 43.1165674)",,,,
135604572,True,Rue Taillancier,residential,30,False,69.83,,"LINESTRING (1.6130972 43.1165674, 1.6123783 43.1166189, 1.612241 43.1166287)",,,,
135604587,True,Rue des Cordeliers,residential,30,False,18.238,,"LINESTRING (1.612241 43.1166287, 1.6122526 43.1167925)",,,,
86722459,True,Rue du Portail Rouge,residential,30,False,55.476,,"LINESTRING (1.6136286 43.1171876, 1.6143088 43.1172364)",,,,
97858294,True,Rue du Maréchal Clauzel,residential,30,False,3.502,,"LINESTRING (1.6142615 43.1120638, 1.614283 43.1120911)",,,,
135604591,False,Rue des Jardins,residential,,False,169.176,,"LINESTRING (1.6142615 43.1120638, 1.6125431 43.1127768, 1.6124361 43.1127847)",,,,
135604560,True,Rue Piconnières,living_street,,False,43.458,,"LINESTRING (1.6108005 43.1123721, 1.6106907 43.1122977, 1.6105434 43.1121335, 1.6104345 43.1121029)",,,,
"[326097396, 135604558]",False,Rue Piconnières,residential,,False,31.363999999999997,,"LINESTRING (1.6108005 43.1123721, 1.6107905 43.1124579, 1.6107852 43.1125013, 1.6107622 43.1126087, 1.6107484 43.1126512)",yes,,,
135604576,True,Rue de l'Agasse,living_street,,False,36.485,,"LINESTRING (1.6114279 43.112578, 1.6110193 43.1124413)",,,,
"[326097395, 135604606]",False,"['Rue du Marché au Bois', 'Place du Marché au Bois']",residential,,"[False, True]",96.175,,"LINESTRING (1.6114279 43.112578, 1.6114261 43.1126065, 1.6114618 43.112652, 1.6121258 43.1130105, 1.6123706 43.1129814)",,,,
"[326097396, 135604558]",False,Rue Piconnières,residential,,True,31.363999999999997,,"LINESTRING (1.6107484 43.1126512, 1.6107622 43.1126087, 1.6107852 43.1125013, 1.6107905 43.1124579, 1.6108005 43.1123721)",yes,,,
135604424,False,Boulevard Delcasse,secondary,,False,22.537,,"LINESTRING (1.6124361 43.1127847, 1.6123906 43.1129005, 1.6123706 43.1129814)",,D 624,,
135604424,False,Boulevard Delcasse,secondary,,True,137.347,,"LINESTRING (1.6124361 43.1127847, 1.6124839 43.1126628, 1.612983 43.111616)",,D 624,,
135604591,False,Rue des Jardins,residential,,True,169.176,,"LINESTRING (1.6124361 43.1127847, 1.6125431 43.1127768, 1.6142615 43.1120638)",,,,
135604424,False,Boulevard Delcasse,secondary,,True,22.537,,"LINESTRING (1.6123706 43.1129814, 1.6123906 43.1129005, 1.6124361 43.1127847)",,D 624,,
"[326097395, 135604606]",False,"['Place du Marché au Bois', 'Rue du Marché au Bois']",residential,,"[False, True]",96.175,,"LINESTRING (1.6123706 43.1129814, 1.6121258 43.1130105, 1.6114618 43.112652, 1.6114261 43.1126065, 1.6114279 43.112578)",,,,
326097394,False,Boulevard Delcasse,secondary,,False,24.656,,"LINESTRING (1.6123706 43.1129814, 1.6123523 43.113056, 1.6123685 43.1131653, 1.6123738 43.1132011)",,D 624,,
135604581,True,Rue de la Caussade,residential,,False,92.24199999999999,,"LINESTRING (1.609021 43.1129687, 1.6091839 43.1129819, 1.6094702 43.1129765, 1.6097244 43.1130064, 1.609823 43.1130304, 1.6099396 43.1130661, 1.6099872 43.1130592, 1.6100623 43.1130201, 1.6101135 43.1130011)",,,,
897619587,False,Rue Saint-Antonin,residential,,False,39.61,,"LINESTRING (1.6101135 43.1130011, 1.6102208 43.1126536)",,,,
897619587,False,Rue Saint-Antonin,residential,,True,30.450000000000003,,"LINESTRING (1.6101135 43.1130011, 1.6101883 43.113113, 1.6103043 43.113236)",,,,
135604568,False,Rue Serpente,residential,30,True,174.73499999999999,,"LINESTRING (1.6084979 43.1131474, 1.6087467 43.1131292, 1.6088218 43.1131111, 1.6089707 43.1130832, 1.6090049 43.1130778, 1.6090451 43.1130729, 1.6091423 43.1130842, 1.6092952 43.1131033, 1.609412 43.1131213, 1.6095769 43.1132109, 1.609846 43.1132636, 1.610003 43.1133084, 1.610063 43.1133403, 1.6102231 43.1133892, 1.6102751 43.1134209, 1.6103692 43.1134626, 1.6105052 43.1134943)",,,,
135604494,False,Impasse Piconnières,residential,,False,50.992,,"LINESTRING (1.6103555 43.113167, 1.6109108 43.1133814)",,,,
135604564,True,Rue Piconnières,living_street,,False,62.199999999999996,,"LINESTRING (1.6103555 43.113167, 1.6104727 43.1130091, 1.6105891 43.1128794, 1.610727 43.1127642, 1.6107445 43.1126936)",,,,
326097394,False,Boulevard Delcasse,secondary,,False,23.203,,"LINESTRING (1.6123738 43.1132011, 1.6124313 43.1134055)",,D 624,,
831184509,True,Rue Jean Gauthier,residential,,False,23.368,,"LINESTRING (1.6123738 43.1132011, 1.612645 43.1132716)",,,,
326097394,False,Boulevard Delcasse,secondary,,True,24.656,,"LINESTRING (1.6123738 43.1132011, 1.6123685 43.1131653, 1.6123523 43.113056, 1.6123706 43.1129814)",,D 624,,
135604564,True,Rue Piconnières,living_street,,False,8.726,,"LINESTRING (1.6103043 43.113236, 1.6103555 43.113167)",,,,
