osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,access,junction,tunnel
8765113,False,,Place des Lices,living_street,20,False,68.26899999999999,"LINESTRING (-1.6847915 48.1125684, -1.6846941 48.1125978, -1.6841318 48.1128283, -1.6840024 48.1128826)",,,,
9362241,False,,Rue de Juillet,living_street,20,False,46.266,"LINESTRING (-1.6847915 48.1125684, -1.6848521 48.1126136, -1.6849069 48.1126848, -1.6850554 48.1128766, -1.6850822 48.1129333)",,,,
9362241,False,,Rue de Juillet,living_street,20,True,60.585,"LINESTRING (-1.6847915 48.1125684, -1.6847497 48.1125403, -1.6846636 48.1124672, -1.6845506 48.112373, -1.6844636 48.1122961, -1.6842873 48.1121404)",,,,
235815058,False,,Place du Bas des Lices,living_street,20,True,51.063,"LINESTRING (-1.6847915 48.1125684, -1.6850021 48.1125296, -1.6852286 48.112505, -1.685465 48.112478)",,,,
9897187,False,,,living_street,20,True,41.48,"LINESTRING (-1.683123 48.11266, -1.683593 48.1124583)",,,,
162875870,False,,Carrefour de la Cathédrale,living_street,20,True,34.281,"LINESTRING (-1.6844572 48.1115277, -1.6843672 48.1115132, -1.684158 48.1115049, -1.6839987 48.1114985)",,no,,
"[476157619, 23801021]",True,,Rue de la Monnaie,living_street,20,False,52.111999999999995,"LINESTRING (-1.6844572 48.1115277, -1.6843064 48.1116449, -1.6840136 48.1118908)",,,,
"[544531131, 544531132]",True,1,Rue de La Chalotais,living_street,20,False,60.504,"LINESTRING (-1.6811824 48.1093463, -1.6812436 48.1093465, -1.6813458 48.109347, -1.6818911 48.1093485, -1.6819973 48.1093488)",,yes,,
266132243,True,2,,primary_link,,False,43.768,"LINESTRING (-1.6845561 48.1096044, -1.684532 48.1095703, -1.684514 48.1095158, -1.6844906 48.1094519, -1.6844668 48.1093997, -1.6844482 48.1093737, -1.684411 48.1093557, -1.6843666 48.1093452, -1.6843532 48.1093451, -1.6842336 48.1093446)",,,,
391686089,True,3,Place de Bretagne,primary,,False,47.515,"LINESTRING (-1.6845561 48.1096044, -1.6845513 48.1094743, -1.6845453 48.1093143, -1.6845449 48.109301, -1.6845416 48.1091772)",,,,
925476287,True,,Rue au Duc,residential,30,False,9.005,"LINESTRING (-1.6754279 48.1074313, -1.6754198 48.1075121)",,,,
"[50472529, 1006954324, 601985119]",True,"['2', '3']",Boulevard de la Liberté,primary,30,False,66.57000000000001,"LINESTRING (-1.6754279 48.1074313, -1.6753393 48.1074325, -1.6749699 48.1074432, -1.674933 48.1074435, -1.6747763 48.1074428, -1.6747161 48.1074425, -1.6746712 48.1074424, -1.6745317 48.1074416)",,,,
"[44498818, 273012999]",True,,"['Place Sainte-Anne', ""Rue d'Échange""]",living_street,20,False,263.765,"LINESTRING (-1.6811687 48.1146605, -1.6811635 48.1146924, -1.6811602 48.1147321, -1.6811673 48.1147635, -1.681177 48.1147806, -1.681207 48.1148024, -1.6812343 48.1148083, -1.6812717 48.1148114, -1.6814806 48.1148082, -1.6815466 48.1148072, -1.6816149 48.1148124, -1.6817348 48.1148293, -1.6822909 48.1149179, -1.6824103 48.1149349, -1.6825539 48.1149548, -1.6826496 48.114968, -1.6826818 48.1149732, -1.683671 48.1151206, -1.6837911 48.1151395, -1.6838822 48.1151543, -1.684387 48.1152229, -1.6844616 48.1152336)",,yes,,
8749032,False,1,Rue du Capitaine Alfred Dreyfus,living_street,20,True,39.603,"LINESTRING (-1.6763567 48.109721, -1.6763211 48.1094108, -1.6763157 48.1093659)",,,,
"[448751529, 617645988]",False,2,Rue Kléber,residential,30,False,73.661,"LINESTRING (-1.6733478 48.1106651, -1.6735081 48.110666, -1.6737728 48.1106679, -1.6738688 48.1106686, -1.6740465 48.1106673, -1.6741549 48.1106638, -1.6742509 48.1106614, -1.6743389 48.1106534)",,,,
268638534,False,,Rue du Champ-Dolent,living_street,,True,35.251999999999995,"LINESTRING (-1.6820932 48.1088996, -1.6821328 48.1088866, -1.682417 48.1087931, -1.6825308 48.1087909)",,,,
782469273,True,1,Boulevard de la Liberté,primary,30,False,79.759,"LINESTRING (-1.6829799 48.1081827, -1.6821954 48.1079566, -1.6821727 48.1079503, -1.6819966 48.1078941)",,,,
10273926,True,,Place Honoré Commeurec,living_street,20,False,29.983,"LINESTRING (-1.6795497 48.1082128, -1.6794469 48.1082027, -1.6793764 48.1081971, -1.6792238 48.1081923, -1.6791477 48.1081942)",,,,
10273928,True,,Place Honoré Commeurec,living_street,20,False,17.194,"LINESTRING (-1.6795497 48.1082128, -1.6795289 48.108242, -1.6795393 48.1082822, -1.6795814 48.1083117, -1.679641 48.1083205)",,,,
10273926,True,,Place Honoré Commeurec,living_street,20,False,13.048,"LINESTRING (-1.6797253 48.1082175, -1.6795497 48.1082128)",,,,
1006954324,True,3,Boulevard de la Liberté,primary,30,False,11.147,"LINESTRING (-1.675578 48.1074294, -1.6754279 48.1074313)",,,,
"[476157619, 298643341]",True,,Rue de la Monnaie,living_street,20,False,127.441,"LINESTRING (-1.6846063 48.1103987, -1.6846133 48.1106037, -1.6846074 48.1107832, -1.6845934 48.1109403, -1.684583 48.1110826, -1.6845706 48.1111936, -1.6845687 48.1112904, -1.684558 48.1113714, -1.6845477 48.1114054, -1.6845337 48.1114356, -1.6844997 48.1114882, -1.6844572 48.1115277)",,,,
1019250033,False,1,Allée Jean Guihery,living_street,20,True,26.861,"LINESTRING (-1.6851831 48.1147154, -1.6848399 48.1146389)",,,,
