osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,access,junction,tunnel
"[8765121, 5147851, 5097967]",False,,"['Rue Hoche', 'Rue Saint-Melaine', 'Place Hoche']",living_street,20,False,241.281,"LINESTRING (-1.6773061 48.1136602, -1.6772903 48.114182, -1.6772701 48.1149042, -1.6769245 48.1148933, -1.6769179 48.1155432, -1.6768998 48.1155863)",,,,
"[5097972, 5147845, 16733582]",True,,"['Rue Salomon de Brosse', 'Place du Parlement de Bretagne']",living_street,20,False,264.14200000000005,"LINESTRING (-1.677318 48.1131318, -1.6782969 48.1131445, -1.6782925 48.1124141, -1.6782915 48.1121847, -1.6782951 48.1119805, -1.6782992 48.1117425, -1.6778204 48.1117365)",,,,
5147847,False,,Rue Martenot,residential,30,False,157.18499999999997,"LINESTRING (-1.6735193 48.112691, -1.6735885 48.1127325, -1.6736453 48.1127786, -1.673989 48.1131224, -1.6742069 48.1133192, -1.6742521 48.1133513, -1.6742974 48.1133767, -1.6743954 48.1134093, -1.6744979 48.1134364, -1.6746042 48.1134646, -1.6747587 48.1135007, -1.6748052 48.113508, -1.6749248 48.1135268, -1.6749705 48.1135294, -1.6750802 48.11353)",,,,
5147849,True,,Rue Martenot,residential,30,False,30.607,"LINESTRING (-1.6735193 48.112691, -1.6734972 48.1126483, -1.6734823 48.1125968, -1.6734822 48.1124577, -1.6734808 48.1124349, -1.6734798 48.1124192)",,,,
"[8065173, 8044374]",True,,"['Rue des Francs-Bourgeois', 'Place Saint-Germain']",living_street,20,False,194.60599999999994,"LINESTRING (-1.6743389 48.1106534, -1.6744429 48.1106209, -1.6748419 48.1105293, -1.6753397 48.1104413, -1.6758194 48.1104155, -1.6758793 48.1104127, -1.6759262 48.1104278, -1.6759372 48.1104495, -1.6759436 48.1104749, -1.6759536 48.1105728, -1.6759713 48.1107454, -1.6759801 48.1107571, -1.6759951 48.1107688, -1.6760205 48.1107743, -1.6761552 48.1107666, -1.6761767 48.1107682, -1.6762045 48.1107757, -1.6762224 48.1107895, -1.6762311 48.1108061, -1.6762425 48.1109309)",,,,
355305352,False,2,Rue Gambetta,residential,30,False,84.924,"LINESTRING (-1.6743389 48.1106534, -1.6743716 48.1107122, -1.6745812 48.111068, -1.6747527 48.1113654)",,,,
"[448751529, 617645988]",False,2,Rue Kléber,residential,30,True,73.661,"LINESTRING (-1.6743389 48.1106534, -1.6742509 48.1106614, -1.6741549 48.1106638, -1.6740465 48.1106673, -1.6738688 48.1106686, -1.6737728 48.1106679, -1.6735081 48.110666, -1.6733478 48.1106651)",,,,
22905665,True,2,Boulevard de Chézy,secondary,30,False,3.43,"LINESTRING (-1.6866271 48.1123208, -1.686642 48.11235)",,,,
9362241,False,,Rue de Juillet,living_street,20,True,39.976,"LINESTRING (-1.6854953 48.1131521, -1.6854251 48.1131352, -1.685345 48.1131148, -1.6850822 48.1129333)",,,,
"[730913446, 46654599]",True,1,Place du Parlement de Bretagne,living_street,20,False,108.89399999999999,"LINESTRING (-1.6778204 48.1117365, -1.6773705 48.111738, -1.6773678 48.1119732, -1.6773642 48.1121774, -1.6773635 48.112317, -1.6773632 48.1123736, -1.6773526 48.1124163)",,permissive,,
8582376,True,,Rue Toullier,living_street,20,False,116.78800000000001,"LINESTRING (-1.67392 48.1093794, -1.6740688 48.1093776, -1.6741821 48.1093765, -1.6747882 48.109371, -1.67544 48.109365, -1.6754928 48.109364)",,,,
25681868,False,2,Avenue Jean Janvier,primary,30,True,55.08,"LINESTRING (-1.67392 48.1093794, -1.6739039 48.1093167, -1.6738937 48.1092803, -1.6737853 48.1088923)",,,,
49275050,False,2,Avenue Jean Janvier,primary,,False,34.968,"LINESTRING (-1.67392 48.1093794, -1.6739346 48.109437, -1.6739467 48.1094804, -1.674005 48.1096887)",,,,
9363031,True,,Rue Jean Jaurès,living_street,20,False,91.408,"LINESTRING (-1.6778321 48.1101814, -1.6778305 48.1102459, -1.6778268 48.110486, -1.6778211 48.110852, -1.6778236 48.1110034)",,,,
"[23162202, 1202814478, 1202814535]",True,,Quai Lamartine,living_street,20,False,175.879,"LINESTRING (-1.6778321 48.1101814, -1.6779259 48.1101818, -1.6790572 48.1101748, -1.6791984 48.1101739, -1.6793262 48.1101743, -1.6801047 48.1101765, -1.6802009 48.1101782)",,yes,,
8065176,True,,Rue du Vau Saint-Germain,living_street,20,False,73.14600000000002,"LINESTRING (-1.6771691 48.1109524, -1.6769771 48.110895, -1.6769015 48.1108747, -1.6768236 48.1108591, -1.6767584 48.1108522, -1.6767416 48.1108504, -1.6766588 48.1108481, -1.6765791 48.1108484, -1.6765217 48.1108522, -1.676466 48.1108619, -1.6763254 48.1108901, -1.6762783 48.1109063, -1.6762425 48.1109309)",,,,
"[9362251, 23065367]",True,,"['Contour Saint-Germain', 'Rue Derval']",living_street,20,False,126.94800000000002,"LINESTRING (-1.6771691 48.1109524, -1.6771391 48.1109592, -1.6771176 48.1109785, -1.6771124 48.1109986, -1.6771125 48.1110188, -1.6771331 48.1112072, -1.6771265 48.1112264, -1.6771109 48.1112432, -1.6770839 48.1112557, -1.676908 48.1112857, -1.6768598 48.1112901, -1.6768107 48.1112883, -1.6767838 48.1112794, -1.6767743 48.1112653, -1.6767583 48.1112263, -1.6767373 48.1112146, -1.6767112 48.1112117, -1.6766653 48.111217, -1.6766443 48.1112264, -1.6766253 48.1112398, -1.6766146 48.1112602, -1.6766009 48.1112898, -1.6765647 48.1112958, -1.6765213 48.1113012, -1.6764884 48.1112996, -1.6764637 48.1112944, -1.6764344 48.1112853, -1.6764106 48.1112732, -1.6763936 48.1112588, -1.6763795 48.1112437, -1.6763089 48.111097, -1.6762913 48.1110818, -1.6762646 48.1110741, -1.6762286 48.1110736)",,,,
7979548,True,,Rue Edith Cavell,living_street,20,False,81.517,"LINESTRING (-1.6778236 48.1110034, -1.6778212 48.1115498, -1.6778204 48.1117365)",,,,
8065176,True,,Rue du Vau Saint-Germain,living_street,20,False,49.173,"LINESTRING (-1.6778236 48.1110034, -1.6777482 48.1110036, -1.6775824 48.1110038, -1.6774184 48.1109907, -1.6772585 48.1109688, -1.6771691 48.1109524)",,,,
8101374,True,,Rue Saint-Louis,living_street,20,False,91.69800000000001,"LINESTRING (-1.6850822 48.1129333, -1.685019 48.1129657, -1.6848976 48.1129952, -1.6844981 48.1130666, -1.6842004 48.1131562, -1.683959 48.1132588)",,,,
9362241,False,,Rue de Juillet,living_street,20,False,39.976,"LINESTRING (-1.6850822 48.1129333, -1.685345 48.1131148, -1.6854251 48.1131352, -1.6854953 48.1131521)",,,,
9362241,False,,Rue de Juillet,living_street,20,True,46.266,"LINESTRING (-1.6850822 48.1129333, -1.6850554 48.1128766, -1.6849069 48.1126848, -1.6848521 48.1126136, -1.6847915 48.1125684)",,,,
8581925,False,,Rue du Capitaine Alfred Dreyfus,living_street,20,False,34.997,"LINESTRING (-1.6761988 48.1084919, -1.6762091 48.1085599, -1.6762284 48.1087883, -1.6762299 48.1088059)",,,,
8749029,True,,Rue des Carmes,living_street,20,False,110.97,"LINESTRING (-1.6761988 48.1084919, -1.6761934 48.1084395, -1.6761282 48.1078931, -1.6760685 48.1075656, -1.6760679 48.1075389, -1.6760669 48.1074982)",,,,
25324740,True,2,Quai Émile Zola,living_street,20,False,60.992000000000004,"LINESTRING (-1.6763159 48.1098716, -1.6761156 48.1098714, -1.6754944 48.1098708)",,,,
8749031,True,,Rue du Capitaine Alfred Dreyfus,living_street,20,False,62.594,"LINESTRING (-1.6763157 48.1093659, -1.6763092 48.1093234, -1.6762299 48.1088059)",,,,
8749032,False,1,Rue du Capitaine Alfred Dreyfus,living_street,20,False,39.603,"LINESTRING (-1.6763157 48.1093659, -1.6763211 48.1094108, -1.6763567 48.109721)",,,,
8749033,True,,Rue du Pré Botté,living_street,20,False,79.509,"LINESTRING (-1.6763157 48.1093659, -1.676384 48.109365, -1.6773865 48.1093574)",,,,
925476286,True,,Rue des Carmes,residential,30,False,8.365,"LINESTRING (-1.6760669 48.1074982, -1.6760604 48.1074231)",,,,
"[42872856, 1006954323]",True,2,Boulevard de la Liberté,primary,30,False,73.527,"LINESTRING (-1.6760669 48.1074982, -1.6761304 48.1074949, -1.6770569 48.1074862)",,,,
"[8581930, 10273925]",False,2,Rue de Nemours,living_street,20,"[False, True]",91.104,"LINESTRING (-1.6802009 48.1101782, -1.6801974 48.1101187, -1.6801929 48.109966, -1.6801925 48.1099449, -1.6801912 48.1099189, -1.680187 48.1098484, -1.6801839 48.1097831, -1.6801833 48.1097699, -1.6801759 48.1095531, -1.6801684 48.1094059, -1.6801682 48.1093592)",,"['no', 'destination']",,
"[23162201, 520507277]",True,1,Quai Duguay Trouin,living_street,20,False,218.56300000000002,"LINESTRING (-1.6802009 48.1101782, -1.6803059 48.1101797, -1.6803542 48.1101796, -1.681119 48.1101788, -1.681522 48.1101771, -1.6820656 48.1101755, -1.682447 48.1101734, -1.6830506 48.1101683, -1.6831446 48.1101677)",,yes,,
8581929,True,2,Rue de l'Horloge,living_street,20,False,91.046,"LINESTRING (-1.680262 48.1117606, -1.6802605 48.1117225, -1.6802583 48.1116669, -1.6802347 48.1110728, -1.6802313 48.1109853, -1.6802294 48.1109421)",,,,
"[257752035, 147166534, 315309608, 8573353, 8581931, 8586380, 8765119]",True,"['1', '2']","['Rue de Penhoët', 'Place Sainte-Anne', 'Rue Châteaurenault', 'Rue du Champ Jacquet', 'Rue Leperdit']",living_street,20,False,394.64000000000004,"LINESTRING (-1.680262 48.1117606, -1.6802634 48.111808, -1.6802645 48.1118274, -1.6802868 48.1124117, -1.68029 48.1126805, -1.6802902 48.1126957, -1.6802823 48.1127664, -1.6802806 48.1127817, -1.6803385 48.1128264, -1.680345 48.1128314, -1.6804828 48.1129352, -1.6805238 48.1129692, -1.6809708 48.1133358, -1.6811702 48.1135016, -1.6812058 48.1135432, -1.6811998 48.1135709, -1.6811672 48.1135841, -1.6811049 48.1135854, -1.6809447 48.1135883, -1.6809159 48.1135938, -1.6808883 48.1136103, -1.6808709 48.1136347, -1.6808545 48.1136736, -1.6808317 48.1137362, -1.6808156 48.1138876, -1.6808099 48.1139156, -1.6807999 48.1140424, -1.6807918 48.1141564, -1.6807741 48.114227, -1.6807606 48.1143071, -1.6812435 48.1144116, -1.6811888 48.1145365, -1.6811693 48.1146095, -1.6811687 48.1146605)",,,,
"[1032960548, 5020886]",False,2,Boulevard Magenta,secondary,30,True,63.3,"LINESTRING (-1.6743585 48.1068847, -1.6743736 48.1069283, -1.6744781 48.1072284, -1.6744906 48.1072699, -1.6744971 48.1072833, -1.6745219 48.1073895, -1.6745317 48.1074416)",,,,
9362241,False,,Rue de Juillet,living_street,20,False,34.402,"LINESTRING (-1.6840136 48.1118908, -1.684045 48.1119204, -1.6842638 48.112117, -1.6842873 48.1121404)",,,,
841805116,True,,Rue de la Monnaie,living_street,20,False,60.923,"LINESTRING (-1.6840136 48.1118908, -1.6835003 48.1121217, -1.6833157 48.1121759)",,,,
8586378,False,,Rue Nantaise,living_street,20,False,39.037,"LINESTRING (-1.685465 48.112478, -1.6854688 48.1124464, -1.6854726 48.1124148, -1.6855115 48.1122616, -1.685543 48.112131)",,,,
235815058,False,,Place du Bas des Lices,living_street,20,False,51.063,"LINESTRING (-1.685465 48.112478, -1.6852286 48.112505, -1.6850021 48.1125296, -1.6847915 48.1125684)",,,,
235815058,False,,Place du Bas des Lices,living_street,20,True,42.91,"LINESTRING (-1.685465 48.112478, -1.6859744 48.1124246, -1.6860356 48.1124167)",,,,
"[396783073, 396783075]",True,1,Quai Saint-Cast,secondary,30,False,86.358,"LINESTRING (-1.686194 48.1116002, -1.6862833 48.111745, -1.6864116 48.111953, -1.6865696 48.1122092, -1.6865998 48.1122678, -1.6866271 48.1123208)",,,,
8586378,False,,Rue Nantaise,living_street,20,True,39.037,"LINESTRING (-1.685543 48.112131, -1.6855115 48.1122616, -1.6854726 48.1124148, -1.6854688 48.1124464, -1.685465 48.112478)",,,,
"[8617044, 8765109]",True,1,"['Rue de la Cordelière', 'Rue de la Salle Verte']",living_street,20,False,102.805,"LINESTRING (-1.685543 48.112131, -1.6856056 48.1121384, -1.6859654 48.1121821, -1.6860803 48.1116317, -1.6861371 48.1116152, -1.686194 48.1116002)",,,,
8609627,True,,Rue de la Motte-Picquet,tertiary,30,False,197.05699999999996,"LINESTRING (-1.6847622 48.1083187, -1.6858422 48.1074756, -1.6863624 48.1070695, -1.6864557 48.1070175, -1.6865219 48.107001)",,,,
926308846,True,,Place de la Rotonde,tertiary,,False,6.245,"LINESTRING (-1.6865219 48.107001, -1.6865996 48.1070225)",,,roundabout,
"[68686628, 8609630]",True,1,Rue de la Santé,residential,30,False,113.987,"LINESTRING (-1.6861455 48.1082226, -1.6860595 48.1082357, -1.6849445 48.1084221, -1.6849271 48.1084233, -1.6848891 48.1084267, -1.6848327 48.1084221, -1.6848191 48.1084188, -1.6847923 48.1084051, -1.6847678 48.108378, -1.6847614 48.1083512, -1.6847622 48.1083187)",,,,
8609632,True,1,Rue Jacques Gabriel,residential,30,False,98.82300000000001,"LINESTRING (-1.6861455 48.1082226, -1.6861648 48.1082634, -1.6861732 48.1082811, -1.6864267 48.1088162, -1.6865271 48.1090281, -1.6865481 48.1090697)",,,,
8581925,False,,Rue du Capitaine Alfred Dreyfus,living_street,20,True,34.997,"LINESTRING (-1.6762299 48.1088059, -1.6762284 48.1087883, -1.6762091 48.1085599, -1.6761988 48.1084919)",,,,
10273920,True,,Rue du Capitaine Alfred Dreyfus,living_street,20,False,64.763,"LINESTRING (-1.6762299 48.1088059, -1.676013 48.1093103, -1.6760023 48.1093675)",,,,
8059466,False,,Rue de Bertrand,living_street,20,True,21.97,"LINESTRING (-1.6776008 48.1136782, -1.6773061 48.1136602)",,,,
"[49681464, 11951525, 9362214]",True,1,"[""Rue d'Antrain"", 'Rue de la Motte Fablet', 'Rue de Bertrand']",living_street,20,False,278.558,"LINESTRING (-1.6776008 48.1136782, -1.6779612 48.1137091, -1.6781421 48.113723, -1.678319 48.1137256, -1.6790384 48.1137051, -1.679275 48.1136983, -1.6793818 48.1136939, -1.6793828 48.1138121, -1.6793923 48.1140075, -1.6794037 48.1142342, -1.6794207 48.1144813, -1.6794002 48.1145346, -1.679272 48.1148429, -1.6792525 48.1148899, -1.6792392 48.1149242, -1.6792053 48.1149856)",,no,,
494691786,True,,Rue de Dinan,living_street,20,False,47.557,"LINESTRING (-1.6845968 48.1150346, -1.6848399 48.1146389)",,,,
9362222,False,,Rue d'Échange,living_street,20,False,93.508,"LINESTRING (-1.6854435 48.1153853, -1.6866729 48.1155683)",,,,
9362222,False,,Rue d'Échange,living_street,20,True,74.882,"LINESTRING (-1.6854435 48.1153853, -1.6847209 48.1152807, -1.6846302 48.1152663, -1.6845391 48.1152472, -1.6845043 48.1152382, -1.6844616 48.1152336)",,,,
9362222,False,,Rue d'Échange,living_street,20,True,93.508,"LINESTRING (-1.6866729 48.1155683, -1.6854435 48.1153853)",,,,
"[9362235, 9362229]",True,1,"['Rue Saint-Yves', 'Rue Le Bouteiller']",living_street,20,False,196.80100000000002,"LINESTRING (-1.6812616 48.1109237, -1.6813775 48.1108291, -1.6819237 48.1106553, -1.6831343 48.1106012, -1.6831434 48.1102163, -1.6831439 48.1101945, -1.6831446 48.1101677)",,permissive,,
"[9362244, 9362245, 9567855]",True,,"['Place Saint-Sauveur', 'Rue de Montfort', 'Place du Calvaire']",living_street,20,False,96.114,"LINESTRING (-1.6812616 48.1109237, -1.6812835 48.1109437, -1.6812955 48.110969, -1.6813503 48.1116282, -1.68136 48.1117809)",,,,
9362241,False,,Rue de Juillet,living_street,20,False,60.58500000000001,"LINESTRING (-1.6842873 48.1121404, -1.6844636 48.1122961, -1.6845506 48.112373, -1.6846636 48.1124672, -1.6847497 48.1125403, -1.6847915 48.1125684)",,,,
9362241,False,,Rue de Juillet,living_street,20,True,34.402,"LINESTRING (-1.6842873 48.1121404, -1.6842638 48.112117, -1.684045 48.1119204, -1.6840136 48.1118908)",,,,
383353090,False,2,Place des Lices,living_street,20,True,62.513,"LINESTRING (-1.6842873 48.1121404, -1.6842233 48.1121699, -1.6837107 48.1123997, -1.683593 48.1124583)",,,,
8765113,False,,Place des Lices,living_street,20,True,68.269,"LINESTRING (-1.6840024 48.1128826, -1.6841318 48.1128283, -1.6846941 48.1125978, -1.6847915 48.1125684)",,,,
9362238,False,,Place des Lices,living_street,20,False,56.125,"LINESTRING (-1.6840024 48.1128826, -1.683979 48.1128592, -1.6839476 48.1128255, -1.6839061 48.1127809, -1.683593 48.1124583)",,,,
"[30435960, 698798290]",False,,"['Rue des Minimes', 'Place des Lices']",living_street,20,"[False, True]",57.348,"LINESTRING (-1.6840024 48.1128826, -1.6837319 48.1129994, -1.6837695 48.1130474, -1.6838071 48.1130955, -1.6839146 48.1132126, -1.6839368 48.1132357, -1.683959 48.1132588)",,,,
9897187,False,,,living_street,20,False,41.48,"LINESTRING (-1.683593 48.1124583, -1.683123 48.11266)",,,,
9362238,False,,Place des Lices,living_street,20,True,56.12499999999999,"LINESTRING (-1.683593 48.1124583, -1.6839061 48.1127809, -1.6839476 48.1128255, -1.683979 48.1128592, -1.6840024 48.1128826)",,,,
383353090,False,2,Place des Lices,living_street,20,False,62.513,"LINESTRING (-1.683593 48.1124583, -1.6837107 48.1123997, -1.6842233 48.1121699, -1.6842873 48.1121404)",,,,
9363033,True,2,Rue de Rohan,living_street,20,False,84.969,"LINESTRING (-1.6802294 48.1109421, -1.6802288 48.1108967, -1.6802243 48.1107711, -1.680205 48.1102442, -1.6802009 48.1101782)",,,,
23289822,True,,Rue Beaumanoir,living_street,20,False,54.4,"LINESTRING (-1.6802294 48.1109421, -1.6802965 48.1109413, -1.6809614 48.1109208)",,,,
8582376,True,,Rue Toullier,living_street,20,False,37.83,"LINESTRING (-1.6754928 48.109364, -1.6760023 48.1093675)",,,,
9897188,True,1,Rue Léonard de Vinci,living_street,20,False,56.355000000000004,"LINESTRING (-1.6754928 48.109364, -1.6754936 48.1094233, -1.6754933 48.1098196, -1.6754939 48.1098412, -1.6754944 48.1098708)",,yes,,
25324740,True,2,Quai Émile Zola,living_street,20,False,103.82000000000001,"LINESTRING (-1.6754944 48.1098708, -1.675328 48.109872, -1.6751469 48.1098735, -1.674481 48.1098786, -1.6744597 48.1098779, -1.67421 48.1098808, -1.6740962 48.1098816)",,,,
26718454,True,,Rue Saint-Thomas,living_street,20,False,79.937,"LINESTRING (-1.6751953 48.1082388, -1.6752701 48.1082618, -1.6756986 48.1083746, -1.6760745 48.1084811, -1.6761988 48.1084919)",,,,
1006954323,True,2,Boulevard de la Liberté,primary,30,False,48.071,"LINESTRING (-1.6754198 48.1075121, -1.6760669 48.1074982)",,,,
9928870,True,,Rue au Duc,living_street,20,False,82.66099999999999,"LINESTRING (-1.6754198 48.1075121, -1.6754206 48.1075688, -1.6752104 48.1081937, -1.6751953 48.1082388)",,,,
"[10273924, 601985118]",True,1,Rue du Pré Botté,living_street,20,False,73.879,"LINESTRING (-1.6791801 48.1093456, -1.6792628 48.1093454, -1.6797033 48.1093443, -1.6800918 48.1093403, -1.680113 48.1093402, -1.6801682 48.1093592)",,permissive,,
8582376,True,,Rue Toullier,living_street,20,False,23.269,"LINESTRING (-1.6760023 48.1093675, -1.6763157 48.1093659)",,,,
"[10273922, 10275133]",True,,"['Rue Vasselot', 'Rue Paul-Louis Courier']",living_street,20,False,172.301,"LINESTRING (-1.6773865 48.1093574, -1.6773856 48.109319, -1.6773693 48.1086009, -1.6769967 48.1085905, -1.6766639 48.1085264, -1.6763894 48.1085005, -1.6761988 48.1084919)",,,,
"[50557252, 50557253, 461100011, 461100012, 601985165, 324501490, 601985116, 42872861, 42872863]",True,,Rue du Pré Botté,living_street,20,False,133.19500000000002,"LINESTRING (-1.6773865 48.1093574, -1.6776273 48.1093543, -1.6777514 48.1093535, -1.677782 48.1093525, -1.6778326 48.109349, -1.6779313 48.1093488, -1.6779843 48.1093486, -1.6780921 48.1093484, -1.6781934 48.1093481, -1.6787943 48.1093466, -1.6790911 48.1093459, -1.6791801 48.1093456)",,,,
"[544531130, 43134676, 10273933, 10273934]",True,"['1', '2']","[""Rue d'Argentré"", 'Quai Lamennais', 'Rue Lanjuinais']",living_street,20,False,170.85,"LINESTRING (-1.6819973 48.1093488, -1.6819996 48.1094039, -1.6819959 48.1097908, -1.6819954 48.1098195, -1.6819953 48.1098496, -1.6812094 48.10985, -1.6811884 48.1098388, -1.6811829 48.1098244, -1.6811824 48.1097955, -1.6811837 48.1094055, -1.6811824 48.1093463)",,yes,,
"[10273936, 153045793]",False,2,Rue Lanjuinais,living_street,20,False,85.20299999999999,"LINESTRING (-1.6819973 48.1093488, -1.6819989 48.1092962, -1.6819845 48.1089657, -1.6819815 48.1088731, -1.6819729 48.108647, -1.6819719 48.1085828)",,permissive,,
"[8581930, 10273925]",False,2,Rue de Nemours,living_street,20,"[False, True]",91.104,"LINESTRING (-1.6801682 48.1093592, -1.6801684 48.1094059, -1.6801759 48.1095531, -1.6801833 48.1097699, -1.6801839 48.1097831, -1.680187 48.1098484, -1.6801912 48.1099189, -1.6801925 48.1099449, -1.6801929 48.109966, -1.6801974 48.1101187, -1.6802009 48.1101782)",,"['no', 'destination']",,
43134667,True,1,Rue de La Chalotais,living_street,20,False,75.316,"LINESTRING (-1.6801682 48.1093592, -1.6802427 48.1093587, -1.6811093 48.1093461, -1.6811824 48.1093463)",,yes,,
49275048,False,,Rue de Nemours,living_street,20,False,84.27,"LINESTRING (-1.6801682 48.1093592, -1.6801644 48.1092718, -1.6801476 48.1088223, -1.6801431 48.1087018, -1.6801407 48.1086362, -1.6801392 48.1086016)",,no,,
