osmid,name,highway,oneway,reversed,length,ref,lanes,maxspeed,geometry,junction,tunnel,width,bridge,access
254318993,Rue Fauconnet,living_street,False,False,42.235,,,20,"LINESTRING (0.1662791 44.4965565, 0.166741 44.4963675)",,,,,
254325771,Rue Fortassié,living_street,False,True,46.658,,,20,"LINESTRING (0.1641 44.4989176, 0.1637406 44.4992498)",,,,,
105155367,Rue Leopold Faye,living_street,True,False,33.925,D 933,,20,"LINESTRING (0.1641 44.4989176, 0.164114 44.4989277, 0.1642998 44.4990203, 0.1644644 44.4990743)",,,,,
30648949,Rue Neuvil,living_street,True,False,7.666,,,20,"LINESTRING (0.1637406 44.4992498, 0.1638064 44.4993003)",,,,,
254325771,Rue Fortassié,living_street,False,False,46.658,,,20,"LINESTRING (0.1637406 44.4992498, 0.1641 44.4989176)",,,,,
30648836,Rue Pasteur,residential,True,False,12.77,,,30,"LINESTRING (0.1629353 44.5022894, 0.162785 44.5022482)",,,,,
908369972,Rue Pasteur,residential,False,False,61.803999999999995,,,30,"LINESTRING (0.1629353 44.5022894, 0.1635729 44.5024323, 0.16362 44.502444, 0.1636729 44.5024658)",,,,,
"[474784528, 254340154, 987383158]",Boulevard Ulysse Casse,primary,True,False,290.072,D 813,2,,"LINESTRING (0.1672258 44.5029108, 0.1670646 44.5031129, 0.1669328 44.5032338, 0.166855 44.5032583, 0.1666987 44.5033076, 0.1654153 44.5036798, 0.1653765 44.503691, 0.1652529 44.5037334, 0.1649036 44.5038532, 0.1644295 44.5040227, 0.164241 44.5040919, 0.1641632 44.5041157, 0.1640919 44.5041445)",,,,,
474762223,,primary,True,False,8.888,,,,"LINESTRING (0.1594024 44.5019159, 0.1594905 44.5018665)",,,,,
"[474762224, 474762232, 105180718]","['Boulevard Meyniel', 'Avenue Paul Gabarra']",primary,True,False,70.07,D 813,"['2', '3']",,"LINESTRING (0.1594024 44.5019159, 0.1592761 44.5017885, 0.1590518 44.5015621, 0.1590198 44.5015298, 0.1588982 44.5013985)",,,,,
404097626,Rue Lozes,living_street,False,False,27.456,,,20,"LINESTRING (0.1656695 44.4982009, 0.1655768 44.4984388)",,,,,
908369969,Rue Leopold Faye,living_street,False,True,5.711,D 933,,20,"LINESTRING (0.1656182 44.4995266, 0.1655566 44.4995)",,,,,
"[254318176, 105177745, 150907956]","['Rue Abel Boyé', 'Rue du Palais']","['living_street', 'residential']",True,False,191.099,,,"['20', '30']","LINESTRING (0.1656182 44.4995266, 0.165914 44.4991848, 0.1662545 44.4987782, 0.1663079 44.4988031, 0.1672488 44.4992345)",,,,,
30648829,,living_street,True,False,8.384,,,20,"LINESTRING (0.1649487 44.5001625, 0.1649418 44.5002034, 0.1649415 44.5002376)",roundabout,,,,
30648829,,living_street,True,False,26.619,,,20,"LINESTRING (0.1649415 44.5002376, 0.1647873 44.5002359, 0.1646606 44.5002336, 0.164625 44.500204)",roundabout,,,,
30648830,Place des 9 Fontaines,living_street,True,False,15.343,,,20,"LINESTRING (0.1649415 44.5002376, 0.1649878 44.5002813, 0.1650581 44.5003477)",,,,,
105155364,Place Clemenceau,living_street,True,False,28.335,,,20,"LINESTRING (0.1659089 44.4996742, 0.1658899 44.4996605, 0.1656182 44.4995266)",,,,,
474762229,Boulevard Meyniel,primary,True,False,6.155,D 813,2,,"LINESTRING (0.1594905 44.5018665, 0.1595357 44.5019115)",,,,,
474764978,Rue de la Cale,residential,True,False,36.915,,2,30,"LINESTRING (0.158654 44.5007817, 0.1586779 44.500818, 0.1586937 44.5008705, 0.1587064 44.5009128, 0.1586768 44.5009717, 0.1586696 44.5009859, 0.1585806 44.5010845)",,,,,
"[105155361, 474764981]",Rue de la Cale,residential,False,True,82.186,,3,30,"LINESTRING (0.158654 44.5007817, 0.1584394 44.5004379, 0.1582128 44.5001131)",,,,,
30648808,,residential,True,False,19.615000000000002,,,,"LINESTRING (0.1641172 44.5039816, 0.1641449 44.5040893, 0.1640919 44.5041445)",,,,,
"[989370296, 985193252, 474777094]","['Boulevard Ulysse Casse', 'Place du Fougard']",primary,True,False,276.67,"['N 113', 'D 813']",2,,"LINESTRING (0.1641172 44.5039816, 0.1641676 44.5039634, 0.1643429 44.5039191, 0.164652 44.5038278, 0.1653199 44.5036305, 0.1653756 44.5036144, 0.1666096 44.5032571, 0.1667926 44.5031978, 0.1668301 44.5031857, 0.1669999 44.5030693, 0.1671204 44.5029171, 0.1671568 44.5028711)",,,,,
989330002,Place du Fougard,primary,True,False,10.428,D 813,2,,"LINESTRING (0.1639934 44.5040132, 0.1641172 44.5039816)",,,,,
474777095,,residential,True,False,18.497999999999998,,,,"LINESTRING (0.1639934 44.5040132, 0.1640096 44.5039238, 0.1640421 44.5038512)",,,,,
30648856,,residential,False,False,15.457,,,,"LINESTRING (0.1637699 44.5040341, 0.1637517 44.5041725)",,,,,
254340002,Place du Fougard,primary,True,False,18.183,D 813,2,,"LINESTRING (0.1637699 44.5040341, 0.1638505 44.5040409, 0.163967 44.5040191, 0.1639934 44.5040132)",,,,,
474762229,Boulevard Meyniel,primary,True,False,76.28899999999999,D 813,2,,"LINESTRING (0.1629279 44.5037464, 0.1631407 44.5038893, 0.1633453 44.5039703, 0.1635763 44.5040177, 0.1636318 44.5040224, 0.1636756 44.5040295, 0.1637699 44.5040341)",,,,,
474777096,Place du 14 Juillet,residential,True,False,41.481,,,30,"LINESTRING (0.1629279 44.5037464, 0.1629987 44.5037034, 0.1633172 44.5034973)",,,,,
27311897,Allées Gambetta,residential,False,False,15.717,,,,"LINESTRING (0.1689111 44.5014976, 0.1688241 44.5016246)",,,,,
474791731,Place de la Couronne,residential,True,False,129.121,,,,"LINESTRING (0.1689111 44.5014976, 0.1689704 44.5015308, 0.1690373 44.5015682, 0.1690501 44.5015753, 0.1690763 44.501596, 0.1694267 44.5018726, 0.1694 44.5019394, 0.1693681 44.5019586, 0.1692787 44.5019664, 0.1688241 44.5016246)",,,,,
27311897,Allées Gambetta,residential,False,True,33.62,,,,"LINESTRING (0.1689111 44.5014976, 0.1689744 44.501405, 0.1689935 44.5013773, 0.1690638 44.5012745, 0.1690971 44.5012259)",,,,,
474791739,Boulevard du Docteur Raymond Fourcade,primary,True,False,12.645,,2,,"LINESTRING (0.1688554 44.5008816, 0.168827 44.5009254, 0.1687797 44.5009815)",,,,,
474791741,Boulevard du Docteur Raymond Fourcade,secondary,True,False,34.853,,1,50,"LINESTRING (0.1688554 44.5008816, 0.1689557 44.5009211, 0.168978 44.5009294, 0.1691269 44.5010356, 0.1691772 44.5010881)",,,,,
989330019,Avenue du Commandant Christian Baylac,tertiary_link,False,False,10.044,,,,"LINESTRING (0.1691264 44.5000089, 0.1690042 44.4999852)",,,,,
30648770,Avenue du Commandant Christian Baylac,tertiary_link,False,True,63.361999999999995,,,,"LINESTRING (0.1691264 44.5000089, 0.169237 44.5000405, 0.169854 44.500244)",,,,,
989330018,Boulevard du Docteur Raymond Fourcade,primary,True,False,99.626,D 813,3,,"LINESTRING (0.1691264 44.5000089, 0.1690674 44.5002293, 0.1690249 44.5003784, 0.1690015 44.5004661, 0.1689709 44.5005876, 0.168919 44.5007722, 0.1689033 44.5007993, 0.1688554 44.5008816)",,,,,
474801567,Boulevard du Docteur Raymond Fourcade,primary,True,False,24.321,D 813,2,,"LINESTRING (0.1692252 44.4987107, 0.1692113 44.4989292)",,,,,
30648904,Impasse Langeot,residential,False,True,76.051,,,,"LINESTRING (0.1692252 44.4987107, 0.1696013 44.4986391, 0.1701541 44.4985411)",,,,,
474801567,Boulevard du Docteur Raymond Fourcade,primary,True,False,63.166000000000004,D 813,2,,"LINESTRING (0.1692113 44.4989292, 0.1691933 44.4991416, 0.1691674 44.4994964)",,,,,
30648893,Rue Sallefranque,residential,True,False,7.879,,,,"LINESTRING (0.1690682 44.4994926, 0.1691674 44.4994964)",,,,,
474801570,Boulevard du Docteur Raymond Fourcade,primary,True,False,53.867000000000004,D 813,2,,"LINESTRING (0.1690682 44.4994926, 0.1690806 44.4991464, 0.1690958 44.4990087)",,,,,
474801572,Boulevard de Maré,primary,True,False,177.79900000000004,D 813,2,,"LINESTRING (0.1689824 44.4979979, 0.1689179 44.4978925, 0.1688222 44.4977407, 0.1686202 44.4975275, 0.1679777 44.4969378, 0.1679324 44.4968963, 0.1679119 44.4968774, 0.1677102 44.4966892)",,,,,
617854216,,unclassified,True,False,17.69,,,,"LINESTRING (0.1689824 44.4979979, 0.1690491 44.4979412, 0.1691468 44.4978924)",,,,,
989330019,Avenue du Commandant Christian Baylac,tertiary_link,False,True,10.044,,,,"LINESTRING (0.1690042 44.4999852, 0.1691264 44.5000089)",,,,,
"[474801570, 989330004]",Boulevard du Docteur Raymond Fourcade,primary,True,False,55.057,D 813,"['2', '3']",,"LINESTRING (0.1690042 44.4999852, 0.1690297 44.4998783, 0.1690526 44.499679, 0.1690682 44.4994926)",,,,,
985193253,Boulevard de Maré,primary,True,False,15.918,D 813,2,,"LINESTRING (0.1690298 44.498137, 0.1689824 44.4979979)",,,,,
474801571,Rue Bayle de Seyches,residential,True,False,19.814,,,30,"LINESTRING (0.1690298 44.498137, 0.1689447 44.4981548, 0.1687848 44.498169)",,,,,
474801573,,unclassified,True,False,17.099,,,,"LINESTRING (0.169236 44.4980921, 0.1690298 44.498137)",,,,,
474801574,Boulevard de Maré,primary,True,False,68.905,D 813,2,,"LINESTRING (0.169236 44.4980921, 0.1692546 44.4982349, 0.1692472 44.498365, 0.1692252 44.4987107)",,,,,
474801577,Boulevard de Maré,primary,True,False,23.389,D 813,2,,"LINESTRING (0.1691468 44.4978924, 0.1692099 44.4980048, 0.169236 44.4980921)",,,,,
474801578,Avenue du Maréchal Joffre,tertiary,True,False,31.944000000000003,D 299,,30,"LINESTRING (0.1691468 44.4978924, 0.1691993 44.4978846, 0.1693322 44.4978954, 0.1695462 44.4979127)",,,,,
105155749,Rue de la République,primary,False,True,8.51,D 813,3,,"LINESTRING (0.1677102 44.4966892, 0.1677952 44.4966425)",,,,,
499159590,Rue de la République,living_street,False,False,45.913000000000004,,3,20,"LINESTRING (0.1677102 44.4966892, 0.1676332 44.4967257, 0.1676015 44.4967438, 0.1672394 44.4969293)",,,,,
30648809,Rue du Fougard,residential,False,True,73.33699999999999,,,30,"LINESTRING (0.1637591 44.502554, 0.1637867 44.5026262, 0.1638284 44.5027356, 0.1639103 44.5032033)",,,,,
821951226,,residential,False,False,7.673,,,30,"LINESTRING (0.1637591 44.502554, 0.1638054 44.5025356, 0.1638229 44.502507)",,,,,
821951227,,residential,False,False,15.206,,,30,"LINESTRING (0.1637591 44.502554, 0.16372 44.5025533, 0.1636844 44.5025413, 0.1636646 44.5025191, 0.1636623 44.5024911, 0.1636729 44.5024658)",,,,,
821951227,,residential,False,False,8.003,,,30,"LINESTRING (0.1636729 44.5024658, 0.1636771 44.50246, 0.1637164 44.502444, 0.1637612 44.5024351)",,,,,
821951227,,residential,False,True,15.206,,,30,"LINESTRING (0.1636729 44.5024658, 0.1636623 44.5024911, 0.1636646 44.5025191, 0.1636844 44.5025413, 0.16372 44.5025533, 0.1637591 44.502554)",,,,,
908369972,Rue Pasteur,residential,False,True,61.804,,,30,"LINESTRING (0.1636729 44.5024658, 0.16362 44.502444, 0.1635729 44.5024323, 0.1629353 44.5022894)",,,,,
908369971,Passage Saint-Georges,residential,False,True,31.046,,,30,"LINESTRING (0.1623372 44.5011643, 0.1627051 44.5012597)",,,,,
105142739,Rue Leris-Lhermitte,residential,False,False,67.767,,,30,"LINESTRING (0.1617578 44.4987008, 0.1614726 44.4985067, 0.1614191 44.4984703, 0.1612757 44.4983727, 0.1611396 44.4982801)",,,,,
474762229,Boulevard Meyniel,primary,True,False,12.779,D 813,2,,"LINESTRING (0.1624761 44.5034428, 0.1625934 44.5035216)",,,,,
1236513847,,primary_link,False,True,8.168,,,,"LINESTRING (0.1624761 44.5034428, 0.1624035 44.5034949)",,,,,
1236513847,,primary_link,False,False,8.168,,,,"LINESTRING (0.1624035 44.5034949, 0.1624761 44.5034428)",,,,,
254340001,Boulevard Meyniel,primary,True,False,34.473,D 813,2,50,"LINESTRING (0.1624035 44.5034949, 0.1622454 44.5033848, 0.1620925 44.5032783)",,,,,
474762229,Boulevard Meyniel,primary,True,False,36.449,D 813,2,,"LINESTRING (0.1625934 44.5035216, 0.1629279 44.5037464)",,,,,
1236507025,,primary_link,False,True,8.397,,,,"LINESTRING (0.1625934 44.5035216, 0.1625213 44.5035769)",,,,,
254340001,Boulevard Meyniel,primary,True,False,13.054,D 813,2,50,"LINESTRING (0.1625213 44.5035769, 0.1624035 44.5034949)",,,,,
1236507025,,primary_link,False,False,8.397,,,,"LINESTRING (0.1625213 44.5035769, 0.1625934 44.5035216)",,,,,
