osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,width,access
"[914648131, 727281860, 22158805]",Boulevard du Théâtre,unclassified,,False,True,53.87200000000001,"LINESTRING (5.923523 45.5656893, 5.9236674 45.5657525, 5.9237133 45.5657739, 5.923731 45.5657887, 5.9237416 45.565806, 5.9237466 45.5658248, 5.923744 45.5658448, 5.9237359 45.5658629, 5.923678 45.5659305, 5.9235608 45.5660579)",2,30,,,,
21839669,Place Caffe,primary,roundabout,True,False,16.759,"LINESTRING (5.919364 45.5637916, 5.9193478 45.5637637, 5.9193435 45.5637337, 5.9193515 45.5637041, 5.9193712 45.5636773, 5.919401 45.5636555)",,30,,,,
"[25800418, 82747101, 1185785054]",Avenue de Lyon,primary,,True,False,43.638,"LINESTRING (5.919364 45.5637916, 5.9191043 45.5637274, 5.9189529 45.563693, 5.9188301 45.5636734)",2,30,,,,
"[1143066968, 21807436, 1143066966]",Place Monge,primary,roundabout,True,False,55.917,"LINESTRING (5.9225626 45.5632947, 5.9225895 45.5633183, 5.9226056 45.5633435, 5.922617 45.5633743, 5.9226197 45.5633998, 5.9226114 45.5634287, 5.9225986 45.5634516, 5.9225703 45.5634762, 5.9225396 45.5634958, 5.9225118 45.5635094, 5.9224733 45.5635185, 5.9224283 45.5635201, 5.9223793 45.5635139, 5.9223387 45.5635028, 5.9223094 45.5634871, 5.9222824 45.5634619, 5.9222675 45.5634384, 5.922256 45.5633984)",,30,,,,
22158801,Rue Salteur,residential,,True,False,42.508,"LINESTRING (5.9241631 45.5663079, 5.9241216 45.5663546, 5.9238629 45.5666272)",,30,,,,
24385243,Rue Victor Hugo,residential,,False,False,54.508,"LINESTRING (5.9241631 45.5663079, 5.9236231 45.5660846, 5.9235608 45.5660579)",,30,,,,
24385243,Rue Victor Hugo,residential,,False,True,52.968,"LINESTRING (5.9241631 45.5663079, 5.9243076 45.5663653, 5.9246808 45.5665183, 5.9247515 45.5665471)",,30,,,,
358895836,Boulevard du Théâtre,unclassified,,True,False,40.255,"LINESTRING (5.9232895 45.5663661, 5.9235138 45.5661106, 5.9235608 45.5660579)",1,30,,,,
"[22158801, 39068149, 39068143]","['Rue Claude Martin', 'Rue François Charvet', 'Rue Salteur']",residential,,True,False,182.38700000000003,"LINESTRING (5.9238629 45.5666272, 5.9236293 45.5668856, 5.9235784 45.5669415, 5.9240738 45.5671848, 5.924097 45.5671972, 5.9241161 45.5672066, 5.9241544 45.5672053, 5.9241709 45.5671956, 5.9241866 45.5671849, 5.9247003 45.5666033, 5.9247515 45.5665471)",,30,,,,
22158804,Rue Jean Moulin,residential,,True,False,53.251999999999995,"LINESTRING (5.9238629 45.5666272, 5.9238145 45.5666046, 5.9233342 45.5663848, 5.9232895 45.5663661)",,30,,,,
"[22174273, 1221805698, 482492452]","['Rue du Général Ferrié', 'Boulevard de la Colonne']","['residential', 'living_street']",,True,False,127.47699999999999,"LINESTRING (5.9232303 45.5675105, 5.9231924 45.5674832, 5.9231679 45.5674656, 5.9226148 45.5671314, 5.9225653 45.5671006, 5.9223704 45.5672618, 5.9223224 45.5672671, 5.9222765 45.5673054, 5.922284 45.5673279, 5.9220851 45.5674819)",,20,,,,
"[39594821, 727281863, 22158799, 297906386, 928801146]",Avenue des Ducs de Savoie,primary,,True,False,114.80500000000004,"LINESTRING (5.9232303 45.5675105, 5.9232992 45.567486, 5.9233851 45.5674555, 5.9235311 45.5674056, 5.9236492 45.5673755, 5.9237534 45.5673568, 5.9239866 45.5673209, 5.9240573 45.56731, 5.9241513 45.567309, 5.9242011 45.5673052, 5.9243543 45.5673095, 5.9243836 45.5673096, 5.9245684 45.567319, 5.9246505 45.5673229)","['2', '3']",,,,,
579318895,Avenue du Maréchal Leclerc,secondary,,False,False,3.669,"LINESTRING (5.9166942 45.5702824, 5.9166504 45.5702702)",2,50,,,,
"[487220458, 21837484]",Avenue du Maréchal Leclerc,secondary,,False,True,71.48100000000001,"LINESTRING (5.9166942 45.5702824, 5.9174112 45.5704927, 5.9174522 45.5705053, 5.9175047 45.570521, 5.9175431 45.570526)",2,50,,,,
"[927696360, 927696361, 28493258, 177624844, 22466385, 37236861, 257033629]","['Rue Favre', 'Rue de Boigne', 'Rue du Château']",tertiary,,False,True,431.08099999999996,"LINESTRING (5.9195304 45.5638404, 5.9195203 45.5639376, 5.9194165 45.564203, 5.9193514 45.564352, 5.9192705 45.5645239, 5.9192093 45.5646634, 5.9192315 45.564702, 5.9195968 45.5648902, 5.9196122 45.5648983, 5.9197441 45.5649682, 5.9198792 45.5650348, 5.9201605 45.5651826, 5.9202734 45.5652361, 5.9203181 45.5652573, 5.9203583 45.5652764, 5.9209134 45.5655605, 5.9210521 45.5656338, 5.9215885 45.5659119, 5.9216063 45.5659212, 5.9217104 45.5659758, 5.9216595 45.5660327, 5.9216273 45.5660687, 5.9215877 45.5661258, 5.9215113 45.5662158, 5.9213736 45.5663111, 5.9211482 45.566453, 5.921076 45.5665027, 5.9209497 45.5665986)",2,"['20', '30']",,,,
927032378,Place Caffe,primary,roundabout,True,False,14.999,"LINESTRING (5.9195304 45.5638404, 5.9194824 45.5638433, 5.9194356 45.5638354, 5.9193947 45.5638176, 5.919364 45.5637916)",2,30,,,,
"[92161842, 939103052]",Place Saint-Pierre de Maché,secondary,,False,False,34.125,"LINESTRING (5.9147551 45.5645535, 5.9147955 45.5644629, 5.9148315 45.5643565, 5.9148501 45.5642547)",4,50,,,,
92161844,Place Saint-Pierre de Maché,secondary,,True,False,25.697,"LINESTRING (5.9147551 45.5645535, 5.914754 45.5647104, 5.9147517 45.5647395, 5.9147488 45.5647845)",2,50,,,,
1143066962,Place Lucien Biset,primary,roundabout,True,False,6.621,"LINESTRING (5.9148443 45.5640195, 5.9148227 45.5640003, 5.9148124 45.5639839, 5.9148072 45.5639671)",1,50,,,,
22476647,Avenue Général de Gaulle,residential,,True,False,20.393,"LINESTRING (5.9208364 45.5666771, 5.9210258 45.5668038)",,30,,,,
257033628,Rue Favre,tertiary,,False,False,12.409,"LINESTRING (5.9208364 45.5666771, 5.9209497 45.5665986)",,30,,,,
"[37236860, 297906380, 24662646]",Rue Favre,tertiary,,False,True,100.32600000000001,"LINESTRING (5.9208364 45.5666771, 5.9206989 45.5667716, 5.920626 45.5668189, 5.9204294 45.5669487, 5.9200518 45.5671977, 5.9199776 45.5672473, 5.9199015 45.5672981)",2,30,,,,
257033628,Rue Favre,tertiary,,False,True,12.409,"LINESTRING (5.9209497 45.5665986, 5.9208364 45.5666771)",,30,,,,
"[927696360, 927696361, 28493258, 177624844, 22466385, 37236861, 257033629]","['Rue Favre', 'Rue de Boigne', 'Rue du Château']",tertiary,,False,False,431.081,"LINESTRING (5.9209497 45.5665986, 5.921076 45.5665027, 5.9211482 45.566453, 5.9213736 45.5663111, 5.9215113 45.5662158, 5.9215877 45.5661258, 5.9216273 45.5660687, 5.9216595 45.5660327, 5.9217104 45.5659758, 5.9216063 45.5659212, 5.9215885 45.5659119, 5.9210521 45.5656338, 5.9209134 45.5655605, 5.9203583 45.5652764, 5.9203181 45.5652573, 5.9202734 45.5652361, 5.9201605 45.5651826, 5.9198792 45.5650348, 5.9197441 45.5649682, 5.9196122 45.5648983, 5.9195968 45.5648902, 5.9192315 45.564702, 5.9192093 45.5646634, 5.9192705 45.5645239, 5.9193514 45.564352, 5.9194165 45.564203, 5.9195203 45.5639376, 5.9195304 45.5638404)",2,"['20', '30']",,,,
21835214,Rue Saint-Antoine,tertiary,,True,False,51.052,"LINESTRING (5.9199015 45.5672981, 5.9199905 45.5673603, 5.9203595 45.5676267)",2,30,,,,
"[297906380, 37236860, 24662646]",Rue Favre,tertiary,,False,False,100.326,"LINESTRING (5.9199015 45.5672981, 5.9199776 45.5672473, 5.9200518 45.5671977, 5.9204294 45.5669487, 5.920626 45.5668189, 5.9206989 45.5667716, 5.9208364 45.5666771)",2,30,,,,
24629920,Rue Favre,tertiary,,True,False,59.485,"LINESTRING (5.9193377 45.5676591, 5.9193936 45.5676238, 5.9197319 45.5674088, 5.9197897 45.5673736, 5.9198489 45.5673336, 5.9199015 45.5672981)",1,30,,,,
130989201,Rue Doppet,residential,,True,False,108.835,"LINESTRING (5.9193377 45.5676591, 5.9194021 45.567711, 5.9195733 45.567876, 5.9201128 45.568388, 5.920166 45.5684471)",,30,,,,
37236871,Avenue Général de Gaulle,residential,,True,False,31.127,"LINESTRING (5.9215224 45.5671528, 5.9212386 45.5669556)",,30,,,,
22476651,Rue Notre-Dame,residential,,True,False,102.407,"LINESTRING (5.9206455 45.567839, 5.9207073 45.5677821, 5.9214791 45.5671862, 5.9215224 45.5671528)",,30,,,,
1031726602,Rue Saint-Antoine,tertiary,,True,False,30.448,"LINESTRING (5.9206455 45.567839, 5.9208564 45.5679738, 5.9208784 45.5679879, 5.9209349 45.5680232)",3,30,,,,
37236871,Avenue Général de Gaulle,residential,,True,False,23.65,"LINESTRING (5.9212386 45.5669556, 5.9210258 45.5668038)",,30,,,,
22476652,Rue Macornet,residential,,True,False,101.254,"LINESTRING (5.9212386 45.5669556, 5.9212085 45.56698, 5.9211915 45.5669926, 5.9210766 45.5670781, 5.9205469 45.5674821, 5.9204067 45.5675915, 5.9203595 45.5676267)",,30,,,,
"[1031726602, 21835214]",Rue Saint-Antoine,tertiary,,True,False,32.469,"LINESTRING (5.9203595 45.5676267, 5.920514 45.5677488, 5.9206455 45.567839)","['2', '3']",30,,,,
22476659,Rue Marcoz,residential,,True,False,209.582,"LINESTRING (5.9179579 45.5666048, 5.9178983 45.5666494, 5.9175122 45.5669267, 5.9174863 45.5669462, 5.9161467 45.5679147, 5.9160859 45.5679594)",,30,,,,
319300810,Rue Jean-Pierre Veyrat,tertiary,,False,False,72.579,"LINESTRING (5.9179579 45.5666048, 5.917938 45.5665793, 5.9179077 45.5665432, 5.917807 45.5664006, 5.9175857 45.5660683, 5.9175518 45.5660175)",2,30,,,,
"[319300810, 319300807]",Rue Jean-Pierre Veyrat,tertiary,,False,True,92.922,"LINESTRING (5.9179579 45.5666048, 5.9181507 45.5668313, 5.9182101 45.5668985, 5.9183272 45.5670441, 5.9185059 45.5672433, 5.9185767 45.5673192)",2,"['20', '30']",,,,
23084099,Rue des Écoles,residential,,False,False,76.618,"LINESTRING (5.9160859 45.5679594, 5.9155384 45.5673868)",,30,,,,
1031726601,Rue Marcoz,residential,,True,False,143.74,"LINESTRING (5.9160859 45.5679594, 5.9158038 45.5681556, 5.9156341 45.5681978, 5.9152635 45.5683692, 5.9152015 45.5684428, 5.9146278 45.5687267)",,30,,,,
22476667,Avenue Pierre Lanfrey,tertiary,,False,False,141.71699999999998,"LINESTRING (5.9146278 45.5687267, 5.9151708 45.5692942, 5.9151933 45.5693176, 5.915661 45.5697759)",2,,,,,
139314664,Rue Sainte-Barbe,residential,,True,False,27.772,"LINESTRING (5.9161481 45.5658381, 5.916423 45.5657399, 5.9164683 45.5657285)",,30,,,,
139314671,Rue Sainte-Barbe,residential,,True,False,48.282,"LINESTRING (5.9161481 45.5658381, 5.9160439 45.5658779, 5.9157566 45.566033, 5.9156414 45.5660871)",,30,,,,
22476663,Rue Paul Bert,residential,,True,False,21.192999999999998,"LINESTRING (5.9170045 45.5664818, 5.9169228 45.5665415, 5.9168098 45.5666149)",,30,,,,
319300810,Rue Jean-Pierre Veyrat,tertiary,,False,False,46.266,"LINESTRING (5.9175518 45.5660175, 5.9172967 45.5656417)",2,30,,,,
22476663,Rue Paul Bert,residential,,True,False,66.956,"LINESTRING (5.9175518 45.5660175, 5.9175104 45.5660505, 5.9173392 45.5661873, 5.9170045 45.5664818)",,30,,,,
319300810,Rue Jean-Pierre Veyrat,tertiary,,False,True,72.579,"LINESTRING (5.9175518 45.5660175, 5.9175857 45.5660683, 5.917807 45.5664006, 5.9179077 45.5665432, 5.917938 45.5665793, 5.9179579 45.5666048)",2,30,,,,
23084099,Rue des Écoles,residential,,False,True,76.618,"LINESTRING (5.9155384 45.5673868, 5.9160859 45.5679594)",,30,,,,
23084099,Rue des Écoles,residential,,False,False,81.04200000000002,"LINESTRING (5.9155384 45.5673868, 5.9153296 45.5671937, 5.9150263 45.566914, 5.9149609 45.5668669, 5.9148639 45.5668508)",,30,,,,
445619738,Rue Paul Bert,residential,,True,False,131.014,"LINESTRING (5.9155384 45.5673868, 5.9158086 45.5672301, 5.9166201 45.5667329, 5.9168098 45.5666149)",,30,,,,
22476664,Rue de la Ronce,residential,,True,False,76.97800000000001,"LINESTRING (5.9168098 45.5666149, 5.916777 45.5665746, 5.9163492 45.5660491, 5.9163092 45.5660191)",,30,,,,
22476664,Rue de la Ronce,residential,,True,False,23.715000000000003,"LINESTRING (5.9163092 45.5660191, 5.9161836 45.5658764, 5.9161481 45.5658381)",,30,,,,
22476665,Rue des Tanneurs,residential,,True,False,70.525,"LINESTRING (5.9163092 45.5660191, 5.9158294 45.5662626, 5.9156414 45.5660871)",,30,,,,
139314671,Rue Sainte-Barbe,residential,,True,False,23.663,"LINESTRING (5.9156414 45.5660871, 5.9155421 45.5661349, 5.9154893 45.5661622, 5.9154173 45.5661712, 5.9153728 45.5661684)",,30,,,,
51167322,Quai Charles Roissard,primary,,True,False,65.634,"LINESTRING (5.9185004 45.570073, 5.9184305 45.5701396, 5.918099 45.5704804, 5.9179761 45.5705214)",1,,,,,
215841895,Rue du Commandant Joseph Perceval,residential,,False,True,75.013,"LINESTRING (5.9185004 45.570073, 5.9185789 45.5701049, 5.9188446 45.5702128, 5.9190786 45.5703078, 5.9192326 45.570366, 5.9192893 45.5703802, 5.9193466 45.5703927)",,,,,,
216241783,Boulevard de Lémenc,secondary,,False,True,95.97099999999999,"LINESTRING (5.9247638 45.569315, 5.9246546 45.569455, 5.9245351 45.5695759, 5.9244745 45.5696576, 5.9244246 45.5697496, 5.9243973 45.5698335, 5.924384 45.5699667, 5.9243619 45.5701124)",2,50,D 991,,,
233678943,Boulevard de Lémenc,secondary,,False,False,52.581999999999994,"LINESTRING (5.9247638 45.569315, 5.9247345 45.5691601, 5.9246431 45.56885)",2,50,D 991,,,
"[584465277, 1021489359]",Avenue de Mérande,secondary,,False,True,61.927,"LINESTRING (5.9247638 45.569315, 5.9249101 45.5694686, 5.9250236 45.5695878, 5.9250935 45.5696544, 5.9252014 45.5697573, 5.9252173 45.5697724)","['2', '3']",,,,,
"[761486915, 51176763]",Avenue des Ducs de Savoie,primary,,True,False,162.27999999999997,"LINESTRING (5.9231798 45.5677573, 5.9226282 45.5680033, 5.9221996 45.5681845, 5.9220272 45.5682514, 5.9219517 45.5682819, 5.9216119 45.568408, 5.9215958 45.568414, 5.9215707 45.5684233, 5.9215487 45.5684315, 5.9215017 45.5684514, 5.921393 45.568507)",3,,,,,
