osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width,tunnel
94255656,True,,,Rond-Point du Cèdre,primary,50,False,20.264,"LINESTRING (6.0839794 44.5618248, 6.0840196 44.561791, 6.0840591 44.5617766, 6.0841032 44.5617696, 6.0841577 44.5617713, 6.0842033 44.561785)",roundabout,,,
"[94255650, 1148581428]",True,1,N 85,Boulevard Pierre et Marie Curie,primary,50,False,78.733,"LINESTRING (6.0839794 44.5618248, 6.0840034 44.5617534, 6.0840448 44.561674, 6.084168 44.5614802, 6.0842914 44.5612742, 6.0843846 44.5611825)",,,,
"[303281489, 310383812, 303281493]",False,3,N 85,Boulevard Pierre et Marie Curie,primary,50,False,79.69500000000001,"LINESTRING (6.0843846 44.5611825, 6.0844208 44.5611194, 6.0845157 44.5609411, 6.0845481 44.5608447, 6.0845713 44.5607497, 6.0845844 44.5606621, 6.0845899 44.5605562, 6.0845904 44.5605255, 6.0845883 44.560488)",,yes,,
321323073,True,,,,primary_link,50,False,178.414,"LINESTRING (6.0843846 44.5611825, 6.0843665 44.5612986, 6.0843028 44.5614223, 6.084249 44.5615274, 6.0842332 44.5615871, 6.0842415 44.5616461, 6.0843129 44.5617592, 6.0843844 44.561868, 6.0844993 44.5620348, 6.0845172 44.5620548, 6.0846029 44.562146, 6.0846951 44.5622138, 6.0848108 44.562281, 6.0849074 44.5623381, 6.0852102 44.5625011)",,,,
"[1148581431, 377871055]",True,2,N 85,Boulevard Pierre et Marie Curie,primary,50,False,70.856,"LINESTRING (6.0843846 44.5611825, 6.0841781 44.5615571, 6.084158 44.5616072, 6.0841553 44.5616615, 6.0841647 44.5616956, 6.0841856 44.5617392, 6.0842033 44.561785)",,,,
180609042,True,,,,residential,50,False,60.634,"LINESTRING (6.0845883 44.560488, 6.0844865 44.5602351, 6.0844658 44.5601892, 6.0844309 44.560139, 6.0843694 44.5600818, 6.0843052 44.5600315, 6.08428 44.5599981)",,,,
"[303281489, 310383812, 303281493]",False,3,N 85,Boulevard Pierre et Marie Curie,primary,50,True,79.69500000000001,"LINESTRING (6.0845883 44.560488, 6.0845904 44.5605255, 6.0845899 44.5605562, 6.0845844 44.5606621, 6.0845713 44.5607497, 6.0845481 44.5608447, 6.0845157 44.5609411, 6.0844208 44.5611194, 6.0843846 44.5611825)",,yes,,
377871624,False,3,N 85,Boulevard Pierre et Marie Curie,primary,50,True,58.298,"LINESTRING (6.0845883 44.560488, 6.0845675 44.5602244, 6.0845491 44.5601348, 6.0845344 44.5600763, 6.0845133 44.5600183, 6.0844932 44.55997)",,,,
321324842,True,,D 91,Boulevard Général Charles de Gaulle,primary,50,False,49.323,"LINESTRING (6.076409 44.560169, 6.0762716 44.5600989, 6.076231 44.5600707, 6.076175 44.5600294, 6.0760955 44.5599565, 6.0760423 44.5599062, 6.0759848 44.5598494)",,,,
490117896,True,,,Rond-Point du Cèdre,primary,50,False,21.744,"LINESTRING (6.0842033 44.561785, 6.0842391 44.5618074, 6.0842705 44.561835, 6.0843025 44.5618766, 6.0843236 44.5619149, 6.0843336 44.5619517)",roundabout,,,
495838122,True,,,Rue Jean Macé,secondary,50,False,26.716,"LINESTRING (6.0762364 44.5627424, 6.0765595 44.5628112)",,,,
619191151,True,,,,tertiary,,False,2.367,"LINESTRING (6.0776506 44.5620264, 6.0776449 44.5620055)",roundabout,,,
41379188,True,,,Rue Bayard,residential,50,False,105.243,"LINESTRING (6.0778236 44.5619948, 6.0779395 44.561997, 6.0787566 44.5620317, 6.0790777 44.5620445, 6.0791486 44.5620546)",,,,
"[1009264776, 1225836584]",True,,,,tertiary,,False,6.260999999999999,"LINESTRING (6.0778236 44.5619948, 6.0778237 44.562013, 6.0778198 44.5620247, 6.0778129 44.5620352, 6.0778013 44.5620471)",roundabout,,,
179836978,False,,,Rue des Jardins,residential,50,False,50.721,"LINESTRING (6.0803717 44.5621091, 6.0803928 44.5622016, 6.0804253 44.5622652, 6.0805408 44.5624503, 6.0806048 44.5625304)",,,,
"[116713429, 310383813]",True,,,Rue des Jardins,residential,50,False,112.846,"LINESTRING (6.0803717 44.5621091, 6.0803781 44.5620372, 6.0803838 44.5619672, 6.0803893 44.5618488, 6.0803968 44.5617189, 6.0803926 44.5615629, 6.0803832 44.5614169, 6.0803508 44.5611927, 6.0803463 44.5611597, 6.0803354 44.5610967)",,,,
112191073,True,2,D 994,Boulevard de la Libération,primary,50,False,57.285999999999994,"LINESTRING (6.0803354 44.5610967, 6.0799182 44.5611956, 6.0798421 44.5612106, 6.079782 44.5612158, 6.079738 44.5612146, 6.0796884 44.5612129, 6.0796393 44.5612055)",,,,
112191074,True,,,,living_street,20,False,22.301000000000002,"LINESTRING (6.0803354 44.5610967, 6.0803104 44.5610371, 6.0802637 44.5609646, 6.08025 44.5609386, 6.0802489 44.5609078)",,,,
73043119,True,,,Rue Jean Eymar,living_street,20,False,64.513,"LINESTRING (6.0802489 44.5609078, 6.0802032 44.560894, 6.0801333 44.5608751, 6.0801072 44.5608677, 6.0799191 44.5608147, 6.0795309 44.5607059, 6.0795108 44.5606996, 6.0794921 44.5606938)",,,,
481462287,True,,,Rue du 4e Régiment de Chasseurs,living_street,20,False,83.56,"LINESTRING (6.0802489 44.5609078, 6.0802897 44.5608195, 6.0806888 44.5603171, 6.0807267 44.560277, 6.0807524 44.5602497)",,,,
"[948273947, 1010040413]",True,,,Rue Louis Balmens,residential,50,False,15.518999999999998,"LINESTRING (6.0762165 44.5584075, 6.076309 44.5583723, 6.0763937 44.5583486)",,,,
116694980,True,,,Rue de la Gendarmerie,residential,50,False,15.370000000000001,"LINESTRING (6.0761136 44.5597482, 6.0760842 44.5597848, 6.0760503 44.5598109, 6.0759848 44.5598494)",,,,
617657119,True,1,,Place Ladoucette,primary,50,False,9.017,"LINESTRING (6.082238 44.5612462, 6.0822639 44.5612546, 6.0822859 44.5612675, 6.0823026 44.5612839, 6.0823128 44.5613028)",roundabout,,,
618576024,True,1,,,primary,50,False,10.694,"LINESTRING (6.0840438 44.5638801, 6.0840204 44.5638997, 6.0839909 44.5639146, 6.0839618 44.563923, 6.0839309 44.5639266)",roundabout,,,
490117897,True,,,Rond-Point du Cèdre,primary,50,False,8.848,"LINESTRING (6.0839353 44.5618975, 6.0839449 44.5618739, 6.083958 44.5618517, 6.0839794 44.5618248)",roundabout,,,
"[490118029, 490118031]",True,1,,Place Ladoucette,primary,50,False,14.102,"LINESTRING (6.0822793 44.56138, 6.0822432 44.5613954, 6.0822016 44.5614001, 6.0821561 44.5613918, 6.0821196 44.5613709)",roundabout,,,
618542574,True,1,,,primary,50,False,11.933000000000002,"LINESTRING (6.083818 44.5637537, 6.0838471 44.5637367, 6.0838814 44.5637257, 6.0839186 44.5637214, 6.0839561 44.5637241)",roundabout,,,
668773137,True,2,N 85,Avenue du Commandant Dumont,primary,50,False,51.885,"LINESTRING (6.083818 44.5637537, 6.0838126 44.5636745, 6.0838333 44.5635088, 6.0838453 44.5633739, 6.0838534 44.5632883)",,,,
94255655,True,,N 94,Avenue du Maréchal Foch,primary,50,False,94.261,"LINESTRING (6.0843336 44.5619517, 6.0844398 44.5620832, 6.0844833 44.5621307, 6.0845335 44.562171, 6.0845925 44.5622101, 6.0848875 44.5623607, 6.0852102 44.5625011)",,,,
490161017,True,,,Rond-Point du Cèdre,primary,50,False,20.428,"LINESTRING (6.0843336 44.5619517, 6.0843266 44.5619866, 6.0843108 44.5620211, 6.0842792 44.5620493, 6.0842474 44.5620718, 6.0841932 44.5620932)",roundabout,,,
94255649,True,1,,Place Ladoucette,primary,50,False,22.185000000000002,"LINESTRING (6.0821196 44.5613709, 6.0821005 44.5613458, 6.0820952 44.5613176, 6.0821043 44.5612898, 6.0821268 44.5612662, 6.0821595 44.5612499, 6.0821983 44.5612429, 6.082238 44.5612462)",roundabout,,,
"[619495361, 1010040419, 94255660, 321323791]",True,2,D 994,"['Rue du Faure de Serre', 'Boulevard de la Libération']",primary,50,False,150.701,"LINESTRING (6.0821196 44.5613709, 6.0820133 44.5613887, 6.081972 44.5613951, 6.0818302 44.5614164, 6.0817227 44.5614248, 6.0816737 44.5614241, 6.0815902 44.5614199, 6.0815097 44.5614094, 6.0814261 44.5613922, 6.0813234 44.5613622, 6.0811353 44.5612967, 6.0808553 44.5611877, 6.0807127 44.5611314, 6.0806061 44.5610942, 6.0805564 44.5610865, 6.080507 44.5610811, 6.0804475 44.5610805, 6.0803925 44.5610862, 6.0803354 44.5610967)",,,,
618542567,True,1,,,primary,50,False,6.407,"LINESTRING (6.0839561 44.5637241, 6.0839937 44.5637346, 6.0840259 44.5637521)",roundabout,,,
490118030,True,1,,Place Ladoucette,primary,50,False,9.386999999999999,"LINESTRING (6.0823128 44.5613028, 6.0823152 44.5613309, 6.0823035 44.5613578, 6.0822793 44.56138)",roundabout,,,
"[1211891601, 94255659]",True,1,N 85,Cours Ladoucette,primary,50,False,147.48299999999998,"LINESTRING (6.0823128 44.5613028, 6.082386 44.5613408, 6.0824317 44.5613655, 6.0825162 44.5614116, 6.0831246 44.5616577, 6.0834829 44.5618026, 6.0835761 44.5618403, 6.0836186 44.5618575, 6.0837174 44.5618982, 6.0837722 44.5619136, 6.0838258 44.5619158, 6.0838814 44.5619097, 6.0839353 44.5618975)",,,,
24351245,True,1,N 85,Avenue du Commandant Dumont,primary,50,False,16.984,"LINESTRING (6.0839309 44.5639266, 6.0838693 44.563997, 6.083813 44.5640541)",,,,
618542571,True,1,,,primary,50,False,10.376000000000001,"LINESTRING (6.0839309 44.5639266, 6.0838874 44.5639236, 6.0838472 44.5639114, 6.083814 44.5638913)",roundabout,,,
254534111,True,1,,,primary,50,False,16.19,"LINESTRING (6.083814 44.5638913, 6.0837949 44.5638567, 6.0837876 44.5638184, 6.0837926 44.5637848, 6.083818 44.5637537)",roundabout,,,
94257302,True,1,N 85,Boulevard Georges Pompidou,primary,50,False,175.717,"LINESTRING (6.0827534 44.5582207, 6.0826027 44.5581398, 6.0823038 44.557975, 6.0821575 44.5578982, 6.0819511 44.5577931, 6.0811156 44.5573671, 6.080962 44.5572894)",,,,
200400771,False,3,N 85,Boulevard Georges Pompidou,primary,50,True,204.74499999999998,"LINESTRING (6.0827534 44.5582207, 6.0828504 44.5582977, 6.0829619 44.5583916, 6.0830381 44.5584611, 6.0831863 44.5585963, 6.0839178 44.5592658, 6.0840947 44.5594426, 6.0842135 44.5595703, 6.0842602 44.5596206, 6.0843033 44.5596707, 6.0843159 44.5596854)",,,,
187524430,False,,,Rue de Camargue,secondary,30,False,193.87999999999997,"LINESTRING (6.0811868 44.5636744, 6.0810963 44.5636679, 6.0809271 44.5636753, 6.0799429 44.5637271, 6.0798929 44.5637294, 6.0798592 44.5637309, 6.0798224 44.5637326, 6.0796733 44.563737, 6.0795474 44.5637407, 6.0789136 44.5637514, 6.0787437 44.563754)",,,,
"[100146240, 564076279]",False,,,Rue Aubanel,residential,"['50', '30']",False,209.141,"LINESTRING (6.0811868 44.5636744, 6.0811666 44.5637108, 6.0811513 44.5637377, 6.0810317 44.5639507, 6.0810156 44.5639794, 6.0809727 44.5640845, 6.0809083 44.5642871, 6.0809076 44.5643, 6.0808869 44.5643731, 6.0808708 44.5644992, 6.0808628 44.5646349, 6.0808681 44.564803, 6.0808493 44.5649062, 6.0807125 44.5653419, 6.0806732 44.5655061)",,,,
1151175976,False,2,,Rue des Jardins,secondary,30,True,4.835000000000001,"LINESTRING (6.0811868 44.5636744, 6.0812184 44.5636812, 6.0812432 44.5636905)",,,,
886635322,False,,,Rue des Pins,residential,50,False,5.779,"LINESTRING (6.076154 44.565422, 6.0761305 44.5653728)",,,,
1010051983,True,,,Chemin de Crève Coeur,tertiary,30,False,29.555,"LINESTRING (6.076154 44.565422, 6.0760992 44.5654402, 6.0760408 44.5654655, 6.0759594 44.5655082, 6.0758477 44.565572)",,,,
208764151,True,,,Rue des Pins,residential,,False,9.64,"LINESTRING (6.0769509 44.5629853, 6.0769775 44.5629007)",,,,
208762079,False,,,Rue des Pins,residential,30,True,106.287,"LINESTRING (6.0769509 44.5629853, 6.0769388 44.563014, 6.0769294 44.5630687, 6.076916 44.5632111, 6.0768744 44.5636697, 6.0768783 44.5639382)",,,,
399593680,True,,,Rue Jean Macé,secondary,50,False,23.455,"LINESTRING (6.0769509 44.5629853, 6.0768421 44.562952, 6.0766809 44.5628988)",,,,
1010051981,True,,,Chemin de Crève Coeur,tertiary,30,False,32.211,"LINESTRING (6.0758477 44.565572, 6.0759088 44.5654961, 6.0759638 44.5654531, 6.0760322 44.565413, 6.0760959 44.5653843, 6.0761305 44.5653728)",,,,
208762079,False,,,Rue des Pins,residential,30,False,106.28699999999999,"LINESTRING (6.0768783 44.5639382, 6.0768744 44.5636697, 6.076916 44.5632111, 6.0769294 44.5630687, 6.0769388 44.563014, 6.0769509 44.5629853)",,,,
1000224697,False,,,Chemin de Crève Coeur,residential,30,False,58.072,"LINESTRING (6.0768783 44.5639382, 6.0768771 44.5640032, 6.0768403 44.5644597)",,,,
1010051982,True,,,Rue Colonel Piddington,tertiary,30,False,31.164,"LINESTRING (6.076543 44.5654172, 6.0764077 44.5654058, 6.0763048 44.5654007, 6.076226 44.5654087, 6.076154 44.565422)",,,,
100136872,True,,,Rue des Pins,residential,30,False,229.83900000000003,"LINESTRING (6.0760898 44.565274, 6.0760953 44.5652358, 6.0761462 44.5651445, 6.0762386 44.5649921, 6.0762386 44.564952, 6.0762279 44.564908, 6.076185 44.5648564, 6.0761448 44.5648144, 6.0760911 44.5647857, 6.0759082 44.5647595, 6.0758168 44.5647465, 6.0757504 44.564725, 6.0756955 44.564693, 6.075672 44.5646496, 6.0756721 44.5646032, 6.0756861 44.5645497, 6.0757136 44.5645009, 6.0757619 44.564445, 6.0758874 44.5643443, 6.0760126 44.5642678, 6.0766329 44.5640098, 6.0768146 44.5639492, 6.0768783 44.5639382)",,,,
886635322,False,,,Rue des Pins,residential,50,True,11.464,"LINESTRING (6.0760898 44.565274, 6.0760992 44.5653055, 6.0761227 44.5653566, 6.0761305 44.5653728)",,,,
495844911,True,2,,Rue du Parc Saint-Joseph,secondary,50,False,67.233,"LINESTRING (6.0780898 44.5631749, 6.0779157 44.5631424, 6.0772615 44.5630438)",,,,
235829524,False,,,Traverse de Camargue,residential,50,True,70.95700000000001,"LINESTRING (6.0788515 44.5644514, 6.0789237 44.5644435, 6.0797402 44.5643721)",,,,
495844916,False,,,Rue Charles Aurouze,tertiary,,False,101.11599999999999,"LINESTRING (6.0788515 44.5644514, 6.0788862 44.5645228, 6.0789015 44.5645523, 6.0789234 44.5645944, 6.0789971 44.5646821, 6.0790625 44.5648129, 6.0792689 44.5653079)",,,,
495844916,False,,,Rue Charles Aurouze,tertiary,,True,57.6,"LINESTRING (6.0788515 44.5644514, 6.0788007 44.5643368, 6.0786678 44.5640614, 6.078613 44.5639622)",,,,
100146234,True,,,Route du Forest d'Entrais,tertiary,50,False,37.159,"LINESTRING (6.0840259 44.5637521, 6.0841097 44.563761, 6.0842028 44.5637838, 6.0844371 44.5639005)",,,,
618576023,True,1,,,primary,50,False,14.715,"LINESTRING (6.0840259 44.5637521, 6.084046 44.5637832, 6.0840546 44.5638129, 6.0840524 44.5638452, 6.0840438 44.5638801)",roundabout,,,
224636539,True,1,,Route du Forest d'Entrais,tertiary,50,False,32.008,"LINESTRING (6.0844371 44.5639005, 6.0843152 44.5638691, 6.0842324 44.5638645, 6.0841625 44.5638622, 6.0840923 44.5638718, 6.0840438 44.5638801)",,,,
100146238,False,,,Rue David Meyer,residential,50,True,61.681000000000004,"LINESTRING (6.0806732 44.5655061, 6.0800005 44.5655272, 6.079897 44.5655408)",,,,
"[100146240, 564076279]",False,,,Rue Aubanel,residential,"['30', '50']",True,209.141,"LINESTRING (6.0806732 44.5655061, 6.0807125 44.5653419, 6.0808493 44.5649062, 6.0808681 44.564803, 6.0808628 44.5646349, 6.0808708 44.5644992, 6.0808869 44.5643731, 6.0809076 44.5643, 6.0809083 44.5642871, 6.0809727 44.5640845, 6.0810156 44.5639794, 6.0810317 44.5639507, 6.0811513 44.5637377, 6.0811666 44.5637108, 6.0811868 44.5636744)",,,,
100146241,True,,,Chemin de Bonne,residential,30,False,179.273,"LINESTRING (6.0821074 44.5644649, 6.0822428 44.5644089, 6.0823755 44.5643482, 6.0825043 44.5642794, 6.0826035 44.564224, 6.0827162 44.5641495, 6.0827913 44.5640845, 6.082808 44.5640559, 6.0829121 44.5638779, 6.0832399 44.5632092, 6.0832506 44.563185, 6.0832654 44.5631541)",,,,
"[211927808, 211927809, 187524431]",False,2,,Rue des Jardins,secondary,30,False,111.74100000000001,"LINESTRING (6.0821074 44.5644649, 6.0820774 44.5644332, 6.0820311 44.5643964, 6.0819543 44.5643442, 6.0818583 44.5642795, 6.0816064 44.5641108, 6.0815569 44.5640744, 6.0815101 44.5640305, 6.0814777 44.563998, 6.081445 44.5639569, 6.0813914 44.5638686, 6.0813586 44.5638084, 6.0813243 44.5637539, 6.0812997 44.5637228, 6.0812736 44.5637036, 6.0812432 44.5636905)",,yes,,
564076280,False,,,Traverse de Camargue,residential,10,True,50.3,"LINESTRING (6.0797402 44.5643721, 6.0803719 44.5643266)",,,,
100146239,False,,,Rue Albert Blanc,residential,50,False,130.576,"LINESTRING (6.0797402 44.5643721, 6.0797457 44.5644198, 6.0797779 44.5647466, 6.0798798 44.5654632, 6.079897 44.5655408)",,,,
235829524,False,,,Traverse de Camargue,residential,50,False,70.95700000000001,"LINESTRING (6.0797402 44.5643721, 6.0789237 44.5644435, 6.0788515 44.5644514)",,,,
100146238,False,,,Rue David Meyer,residential,50,False,61.681000000000004,"LINESTRING (6.079897 44.5655408, 6.0800005 44.5655272, 6.0806732 44.5655061)",,,,
100146239,False,,,Rue Albert Blanc,residential,50,True,130.576,"LINESTRING (6.079897 44.5655408, 6.0798798 44.5654632, 6.0797779 44.5647466, 6.0797457 44.5644198, 6.0797402 44.5643721)",,,,
200400772,False,,,Rue de Saint-Mens,residential,30,False,71.172,"LINESTRING (6.0857141 44.5594147, 6.0857096 44.5593813, 6.0857127 44.5593391, 6.0858758 44.5588462, 6.0858966 44.5587903)",,,,
774602722,False,2,,Rue de Saint-Mens,tertiary,30,True,32.818,"LINESTRING (6.0857141 44.5594147, 6.0856493 44.5594229, 6.085577 44.559442, 6.0853273 44.5595176)",,,,
200400772,False,,,Rue de Saint-Mens,residential,30,True,71.172,"LINESTRING (6.0858966 44.5587903, 6.0858758 44.5588462, 6.0857127 44.5593391, 6.0857096 44.5593813, 6.0857141 44.5594147)",,,,
410744974,False,,,Rue de Saint-Mens,residential,30,False,254.102,"LINESTRING (6.0858966 44.5587903, 6.08589 44.5587545, 6.0858665 44.5587301, 6.0858222 44.5587019, 6.0856258 44.5585953, 6.085601 44.5585815, 6.0854588 44.5585069, 6.0852799 44.5584103, 6.08496 44.5582346, 6.0848165 44.5581572, 6.0846247 44.5580511, 6.0840496 44.5577375, 6.0839952 44.5576821, 6.0839856 44.5576448, 6.0839849 44.5576097, 6.0840746 44.5572036, 6.0840771 44.5571674)",,,,
"[110882649, 410745164]",False,,,Allée Raoul Vanderbecq,residential,30,True,346.87000000000006,"LINESTRING (6.0858966 44.5587903, 6.0860234 44.5587737, 6.0861199 44.5587221, 6.0862607 44.5586189, 6.0865024 44.5584294, 6.086614 44.5582963, 6.0866239 44.558231, 6.0866216 44.5581524, 6.0865572 44.5580014, 6.0864228 44.5577643, 6.0863546 44.5576677, 6.0862584 44.5575813, 6.0858611 44.55752, 6.0855601 44.557464, 6.0853972 44.5574252, 6.0851556 44.5573671, 6.0848325 44.5572945, 6.0844999 44.5572333, 6.0843021 44.5572021, 6.0841439 44.557183, 6.0840771 44.5571674)",,,,
100287389,False,,,,residential,30,True,81.991,"LINESTRING (6.0853273 44.5595176, 6.0852999 44.5594869, 6.0850585 44.5592279, 6.0848123 44.5589685, 6.0848795 44.5589083)",,,,
774602722,False,2,,Rue de Saint-Mens,tertiary,30,False,32.818,"LINESTRING (6.0853273 44.5595176, 6.085577 44.559442, 6.0856493 44.5594229, 6.0857141 44.5594147)",,,,
774602722,False,2,,Rue de Saint-Mens,tertiary,30,True,12.756,"LINESTRING (6.0853273 44.5595176, 6.085264 44.5595384, 6.0851802 44.5595642)",,,,
"[110882649, 410745164]",False,,,Allée Raoul Vanderbecq,residential,30,False,346.87000000000006,"LINESTRING (6.0840771 44.5571674, 6.0841439 44.557183, 6.0843021 44.5572021, 6.0844999 44.5572333, 6.0848325 44.5572945, 6.0851556 44.5573671, 6.0853972 44.5574252, 6.0855601 44.557464, 6.0858611 44.55752, 6.0862584 44.5575813, 6.0863546 44.5576677, 6.0864228 44.5577643, 6.0865572 44.5580014, 6.0866216 44.5581524, 6.0866239 44.558231, 6.086614 44.5582963, 6.0865024 44.5584294, 6.0862607 44.5586189, 6.0861199 44.5587221, 6.0860234 44.5587737, 6.0858966 44.5587903)",,,,
410744974,False,,,Rue de Saint-Mens,residential,30,True,254.10199999999995,"LINESTRING (6.0840771 44.5571674, 6.0840746 44.5572036, 6.0839849 44.5576097, 6.0839856 44.5576448, 6.0839952 44.5576821, 6.0840496 44.5577375, 6.0846247 44.5580511, 6.0848165 44.5581572, 6.08496 44.5582346, 6.0852799 44.5584103, 6.0854588 44.5585069, 6.085601 44.5585815, 6.0856258 44.5585953, 6.0858222 44.5587019, 6.0858665 44.5587301, 6.08589 44.5587545, 6.0858966 44.5587903)",,,,
310576784,False,,,Rue du Clair Logis,residential,30,True,61.56300000000001,"LINESTRING (6.0840771 44.5571674, 6.0840051 44.5571629, 6.0837505 44.5571497, 6.0834968 44.5571376, 6.083464 44.5571376, 6.0833017 44.5571343)",,,,
1010325322,False,,,Rue de Saint-Mens,residential,30,False,78.769,"LINESTRING (6.0840771 44.5571674, 6.0840802 44.5571462, 6.0840949 44.5569885, 6.0840734 44.5569561, 6.0840251 44.5569178, 6.0834732 44.5567167)",,,,
100287390,False,,,,residential,30,True,48.538,"LINESTRING (6.0833017 44.5571343, 6.0833084 44.5570769, 6.0833345 44.5570143, 6.0834525 44.5567563, 6.0834732 44.5567167)",,,,
310576784,False,,,Rue du Clair Logis,residential,30,False,61.563,"LINESTRING (6.0833017 44.5571343, 6.083464 44.5571376, 6.0834968 44.5571376, 6.0837505 44.5571497, 6.0840051 44.5571629, 6.0840771 44.5571674)",,,,
100287390,False,,,,residential,30,False,48.538000000000004,"LINESTRING (6.0834732 44.5567167, 6.0834525 44.5567563, 6.0833345 44.5570143, 6.0833084 44.5570769, 6.0833017 44.5571343)",,,,
1010325322,False,,,Rue de Saint-Mens,residential,30,True,78.769,"LINESTRING (6.0834732 44.5567167, 6.0840251 44.5569178, 6.0840734 44.5569561, 6.0840949 44.5569885, 6.0840802 44.5571462, 6.0840771 44.5571674)",,,,
"[1126475339, 100288428, 617657118]",True,,N 85,,residential,30,False,130.79500000000002,"LINESTRING (6.08118 44.5603875, 6.0812526 44.5604324, 6.0813123 44.5604697, 6.0813826 44.5605092, 6.0816943 44.5606689, 6.0817481 44.560698, 6.0817899 44.5607261, 6.0818977 44.5607986, 6.0820082 44.560873, 6.0820632 44.5609236, 6.0821067 44.560981, 6.0821594 44.5610682, 6.0821853 44.5611251, 6.0822174 44.5611935, 6.082238 44.5612462)",,,,
112191079,True,,,Rue d'Abon,residential,30,False,172.921,"LINESTRING (6.08118 44.5603875, 6.0812007 44.5603664, 6.0812553 44.5603108, 6.0813309 44.5602393, 6.0821369 44.5595208, 6.0823277 44.5593451, 6.0825143 44.5591574)",,,,
405847342,True,,,Rue Pasteur,living_street,20,False,25.557,"LINESTRING (6.0788557 44.559902, 6.0791683 44.5599587)",,,,
564073962,True,,,Rue de l'Imprimerie,living_street,20,False,64.839,"LINESTRING (6.0788557 44.559902, 6.0787079 44.5603687, 6.0786755 44.5604708)",,,,
73043119,True,,,Rue Jean Eymar,living_street,20,False,37.515,"LINESTRING (6.0786755 44.5604708, 6.0784097 44.5604013, 6.078229 44.5603586)",,,,
200400771,False,3,N 85,Boulevard Georges Pompidou,primary,50,False,16.786,"LINESTRING (6.084411 44.5598203, 6.0843159 44.5596854)",,,,
377871624,False,3,N 85,Boulevard Pierre et Marie Curie,primary,50,False,17.875,"LINESTRING (6.084411 44.5598203, 6.0844932 44.55997)",,,,
"[100287393, 774602722, 774602723]",False,2,,Rue de Saint-Mens,tertiary,30,False,67.275,"LINESTRING (6.084411 44.5598203, 6.0845052 44.5597866, 6.0845191 44.5597822, 6.0846576 44.5597341, 6.0847112 44.5597167, 6.0851802 44.5595642)",,yes,,
1010325330,False,,,Rue du Capitaine de Bresson,residential,50,True,16.633000000000003,"LINESTRING (6.084411 44.5598203, 6.0842972 44.5598555, 6.08422 44.5598823)",,,,
116713433,True,,,Avenue Lesdiguières,residential,50,False,102.11600000000001,"LINESTRING (6.0796393 44.5612055, 6.0796012 44.5612812, 6.0791486 44.5620546)",,,,
200400770,True,2,D 994,Boulevard de la Libération,primary,50,False,109.501,"LINESTRING (6.0796393 44.5612055, 6.0795593 44.5611868, 6.0789528 44.5610057, 6.0783678 44.5608202)",,,,
321324842,True,,D 91,Boulevard Général Charles de Gaulle,primary,50,False,15.202,"LINESTRING (6.0759848 44.5598494, 6.075877 44.5597363)",,,,
112165542,True,,,Rue Juvénis,residential,50,False,107.392,"LINESTRING (6.086033 44.5632782, 6.0872076 44.5637603)",,,,
"[1253966426, 608983268]",True,,,Avenue de la Gare,residential,50,False,35.459,"LINESTRING (6.086033 44.5632782, 6.086105 44.5631775, 6.0861716 44.5630845, 6.0862208 44.5630158, 6.0862363 44.5629941)",,,,
