osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,access,tunnel
25828504,Rue du Jura,tertiary,50,False,True,164.939,"LINESTRING (6.0828229 46.1456047, 6.0827123 46.145643, 6.0826657 46.1456603, 6.0821149 46.1458606, 6.0820989 46.1458665, 6.0820434 46.1458868, 6.0816577 46.1460269, 6.0814507 46.1461022, 6.0814234 46.1461121, 6.0813558 46.1461361, 6.0810941 46.146231, 6.0810345 46.1462501, 6.0809905 46.1462582, 6.0809514 46.1462566, 6.0809128 46.1462501)",,,,,
1134335564,,primary,,True,False,12.861999999999998,"LINESTRING (6.0828229 46.1456047, 6.0828116 46.1455827, 6.0828114 46.1455593, 6.0828195 46.1455386, 6.0828421 46.1455193, 6.0828691 46.1455066)",,,roundabout,,
8463062,Promenade du Crêt,tertiary,,False,True,209.30599999999998,"LINESTRING (6.0855519 46.1439507, 6.0854919 46.1439486, 6.0853799 46.1439562, 6.0847235 46.1440301, 6.0846071 46.1440411, 6.0845415 46.1440407, 6.0844912 46.1440374, 6.0844341 46.1440302, 6.0843552 46.1440168, 6.0836642 46.143912, 6.0834599 46.1438925, 6.0832575 46.1438775, 6.0830669 46.1438641, 6.082872 46.1438417)",2,,,,
25444096,,tertiary,,True,False,15.534,"LINESTRING (6.0855519 46.1439507, 6.0855601 46.1439366, 6.0855718 46.1439272, 6.0855909 46.1439194, 6.0856118 46.1439143, 6.0856382 46.1439104, 6.0856594 46.1439104, 6.0856786 46.1439131, 6.0856929 46.1439178, 6.0857025 46.1439223, 6.0857178 46.1439335)",,,roundabout,,
39996896,Rue Amédée VIII de Savoie,tertiary,30,False,False,76.85000000000001,"LINESTRING (6.0806547 46.1443994, 6.0806515 46.1447077, 6.0806514 46.1447297, 6.0806508 46.1450113, 6.080649 46.1450546, 6.0806487 46.1450905)",,,,,
"[39996896, 1126082988, 1126082989]",Rue Amédée VIII de Savoie,tertiary,30,False,True,74.58,"LINESTRING (6.0806547 46.1443994, 6.0806403 46.1443185, 6.0806003 46.1441562, 6.0805894 46.1441121, 6.0805825 46.1440817, 6.0805219 46.1438858, 6.0805139 46.14386, 6.0804947 46.1438, 6.0804691 46.1437418)",,,,,
302018828,Place du Maquis des Glières,residential,30,False,True,54.014,"LINESTRING (6.0806547 46.1443994, 6.0807112 46.144395, 6.0808266 46.1443528, 6.0808616 46.1443391, 6.0812756 46.1441798)",,,,,
25828123,,residential,30,True,False,58.235,"LINESTRING (6.0806573 46.1455475, 6.0805792 46.1454808, 6.080495 46.1453899, 6.0803759 46.1452445, 6.0803334 46.1451857, 6.0803238 46.14516, 6.0803246 46.1451246, 6.0803341 46.1450903)",,,,,
39996896,Rue Amédée VIII de Savoie,tertiary,30,False,False,32.652,"LINESTRING (6.0806573 46.1455475, 6.0806657 46.1455641, 6.080694 46.1456056, 6.0807019 46.1456207, 6.0807066 46.1456375, 6.0807086 46.1456513, 6.080709 46.1456626, 6.0807073 46.1456749, 6.0807038 46.1456955, 6.0807091 46.1457261, 6.080734 46.1458326)",,,,,
39996896,Rue Amédée VIII de Savoie,tertiary,30,False,True,50.918,"LINESTRING (6.0806573 46.1455475, 6.0806456 46.1455088, 6.0806436 46.1454618, 6.0806506 46.1451439, 6.0806487 46.1450905)",,,,,
"[1126067724, 303911231]",Grande Rue,residential,30,True,False,95.58699999999999,"LINESTRING (6.0804338 46.1428013, 6.0804043 46.1427846, 6.0803792 46.1427711, 6.0803658 46.1427639, 6.080323 46.1427384, 6.0802772 46.1426925, 6.0801683 46.1425421, 6.0800927 46.1424302, 6.0800675 46.1423805, 6.0799683 46.1421901, 6.0799553 46.1421662, 6.0799432 46.1421432, 6.0799324 46.1421171, 6.0799356 46.1420899, 6.0799506 46.142065, 6.0799745 46.1420447)",,,,,
825174773,Avenue de Ternier,residential,30,True,False,102.465,"LINESTRING (6.0804338 46.1428013, 6.080466 46.1427882, 6.080832 46.1426283, 6.0808648 46.1426145, 6.0810846 46.1425179, 6.0815088 46.1423325, 6.0815593 46.1423104)",,,,,
825185120,Avenue Louis Armand,primary,50,False,False,6.797,"LINESTRING (6.0836251 46.1414264, 6.0836923 46.141466)",3,D 1201,,,
"[115029419, 26307965]",Avenue de Ternier,tertiary,30,False,False,39.521,"LINESTRING (6.0836251 46.1414264, 6.0837468 46.1413591, 6.0838183 46.1413202, 6.0838656 46.1412978, 6.0839826 46.1412432, 6.0840389 46.1412168)",,,,,
115029428,Avenue de Ternier,residential,,False,True,32.44,"LINESTRING (6.0836251 46.1414264, 6.0835232 46.1414787, 6.0834554 46.1415126, 6.0833704 46.1415457, 6.0832684 46.1415796)",,,,,
"[825185120, 338000636]",Avenue Louis Armand,primary,50,False,True,239.79500000000002,"LINESTRING (6.0836251 46.1414264, 6.0828018 46.1409784, 6.0822624 46.140668, 6.0818598 46.1404406, 6.0817024 46.1403554, 6.0815498 46.1402762, 6.0813672 46.1401918, 6.0813034 46.1401682, 6.0812236 46.1401426, 6.0811542 46.1401233)","['2', '3']",D 1201,,,
"[312921170, 25460829, 1126064797]",Le Mail,residential,30,True,False,108.152,"LINESTRING (6.0799745 46.1420447, 6.0800466 46.1420145, 6.0800564 46.1420106, 6.080078 46.1420017, 6.0802344 46.1419373, 6.0803871 46.1418714, 6.0804295 46.1418527, 6.0804941 46.1418242, 6.0805202 46.1418127, 6.0805564 46.141797, 6.0806173 46.1417692, 6.0810696 46.1415663, 6.0810898 46.1415586, 6.0811257 46.1415421, 6.0811502 46.1415177)",,,,,
"[302019184, 1126064798]",Grande Rue,residential,,True,False,101.45400000000001,"LINESTRING (6.0799745 46.1420447, 6.0799167 46.1420127, 6.0798899 46.1419992, 6.0798743 46.1419747, 6.0798 46.1417933, 6.0797516 46.141683, 6.0797152 46.1415976, 6.0796802 46.1415124, 6.079671 46.1414921, 6.0795607 46.1412303, 6.0795436 46.1411964)",,,,,
26308630,,primary,50,True,False,9.301,"LINESTRING (6.0859851 46.148046, 6.085994 46.1480615, 6.0859991 46.1480779, 6.0860001 46.1480946, 6.085997 46.1481112, 6.0859899 46.1481272)",,,roundabout,,
"[726003815, 766885871]",Avenue de Mössingen,tertiary,"['50', '30']",False,False,66.265,"LINESTRING (6.0859851 46.148046, 6.0860396 46.1480182, 6.0861469 46.1479584, 6.08625 46.1479018, 6.086653 46.1476706)",,,,,
25444001,Rue du Léman,tertiary,,False,True,14.816,"LINESTRING (6.0872018 46.1452341, 6.0873245 46.1453367)",,,,,
25444268,Rue du Léman,tertiary,,False,True,177.88600000000002,"LINESTRING (6.0872018 46.1452341, 6.0868841 46.1449838, 6.0867851 46.1449041, 6.0866601 46.1448027, 6.0865803 46.1447382, 6.0864379 46.144623, 6.0863781 46.1445746, 6.0862154 46.1444431, 6.0862067 46.1444361, 6.0860873 46.1443398, 6.0860559 46.1443145, 6.0860085 46.1442763, 6.0859574 46.1442351, 6.0859102 46.144197, 6.0857314 46.1440525, 6.0856937 46.1440227)",,,,,
25444096,,tertiary,,True,False,10.668000000000001,"LINESTRING (6.0856159 46.1440265, 6.0855943 46.1440189, 6.0855746 46.1440079, 6.0855641 46.1439984, 6.0855568 46.1439886, 6.0855514 46.1439757, 6.0855494 46.1439626, 6.0855519 46.1439507)",,,roundabout,,
25444096,,tertiary,,True,False,6.2540000000000004,"LINESTRING (6.0856937 46.1440227, 6.0856718 46.1440298, 6.0856491 46.1440315, 6.0856295 46.1440298, 6.0856159 46.1440265)",,,roundabout,,
25444268,Rue du Léman,tertiary,,False,False,177.88600000000002,"LINESTRING (6.0856937 46.1440227, 6.0857314 46.1440525, 6.0859102 46.144197, 6.0859574 46.1442351, 6.0860085 46.1442763, 6.0860559 46.1443145, 6.0860873 46.1443398, 6.0862067 46.1444361, 6.0862154 46.1444431, 6.0863781 46.1445746, 6.0864379 46.144623, 6.0865803 46.1447382, 6.0866601 46.1448027, 6.0867851 46.1449041, 6.0868841 46.1449838, 6.0872018 46.1452341)",,,,,
25444096,,tertiary,,True,False,11.065999999999999,"LINESTRING (6.0857178 46.1439335, 6.0857224 46.1439401, 6.0857276 46.1439484, 6.0857297 46.1439554, 6.0857312 46.1439645, 6.0857314 46.1439775, 6.0857283 46.1439907, 6.085718 46.1440045, 6.0857059 46.1440154, 6.0856937 46.1440227)",,,roundabout,,
1101337479,Route d'Annemasse,primary,50,False,True,7.979,"LINESTRING (6.0872599 46.1433128, 6.0871577 46.1433244)",2,D 1201,,,
1095705373,Route d'Annemasse,primary,50,True,False,18.439,"LINESTRING (6.0872599 46.1433128, 6.08717 46.1433669, 6.0870718 46.143415)",2,D 1201,,,
1265784962,,tertiary,50,True,False,13.933,"LINESTRING (6.0872599 46.1433128, 6.087223 46.143346, 6.0872003 46.1433768, 6.0872126 46.1433995, 6.0872385 46.1434163)",,Descente du Crêt,,,
25444514,Allée des Cèdres,residential,30,False,True,206.74699999999999,"LINESTRING (6.0828905 46.1429174, 6.0828988 46.1429148, 6.0830549 46.142865, 6.0832298 46.142806, 6.0833338 46.1427709, 6.083456 46.1427297, 6.0838045 46.1426078, 6.0838801 46.1425873, 6.083932 46.1425925, 6.0839947 46.142621, 6.0840936 46.142741, 6.0843536 46.1430564, 6.0844432 46.1430772, 6.0845751 46.1431078, 6.0849475 46.1431941, 6.0850511 46.143214)",,,,,
1125740710,Place du Crêt,residential,,False,True,30.333,"LINESTRING (6.0817492 46.1437465, 6.0821357 46.1437985)",,,,,
728213689,Rue Fernand David,residential,30,True,False,41.035000000000004,"LINESTRING (6.0817492 46.1437465, 6.0814981 46.1437584, 6.0813092 46.1437775, 6.0812192 46.1437798)",,,,,
25452495,Chemin de Certoux,residential,30,False,False,56.239999999999995,"LINESTRING (6.0813821 46.1476852, 6.081526 46.1479041, 6.0815479 46.1479336, 6.081632 46.1480667, 6.0816505 46.1480928, 6.0816872 46.1481446)",,,,,
295810950,Rue Amédée VIII de Savoie,residential,30,False,False,104.607,"LINESTRING (6.0813821 46.1476852, 6.0813289 46.1476027, 6.0811911 46.1473729, 6.0810497 46.1471378, 6.0810168 46.1470697, 6.080999 46.14701, 6.0809549 46.1467981)",,,,,
295810951,Rue des Hutins,residential,30,False,True,187.994,"LINESTRING (6.0813821 46.1476852, 6.081452 46.1476612, 6.0817663 46.1475522, 6.0819009 46.1475055, 6.0819207 46.1474986, 6.0821358 46.147424, 6.0821417 46.147422, 6.082377 46.1473403, 6.0824822 46.1473038, 6.0827144 46.1472232, 6.082797 46.1471946, 6.0830813 46.147096, 6.0831794 46.147062, 6.0835022 46.14695, 6.0835567 46.1469202)",,,,destination,
"[25452568, 826462691]",Rue Amédée VIII de Savoie,residential,30,False,True,304.78600000000006,"LINESTRING (6.0809549 46.1467981, 6.0808783 46.1468323, 6.0806999 46.1469154, 6.080587 46.146968, 6.0805148 46.1470016, 6.0804926 46.1470126, 6.0804314 46.1470414, 6.0799235 46.1472804, 6.0798202 46.147329, 6.0796177 46.1474184, 6.0794441 46.1475193, 6.0794109 46.1475397, 6.0792974 46.1476095, 6.079267 46.1476282, 6.0791225 46.147707, 6.0790014 46.1477731, 6.078948 46.1477901, 6.0788935 46.1477971, 6.0788299 46.1478003, 6.0787544 46.1477945, 6.0787383 46.1477933, 6.078647 46.1477849, 6.0783658 46.1477429, 6.0783969 46.1478141, 6.0784105 46.1478301, 6.0784284 46.1478515, 6.0784951 46.1479312, 6.0785568 46.148004, 6.078787 46.1482757, 6.0787952 46.1482854)",,,,,
295417718,Rue Amédée VIII de Savoie,residential,30,False,False,62.064,"LINESTRING (6.0809549 46.1467981, 6.0809431 46.1467218, 6.0808878 46.1464144, 6.0808706 46.1463328, 6.0808763 46.1462982, 6.0809128 46.1462501)",,,,,
295810950,Rue Amédée VIII de Savoie,residential,30,False,True,104.607,"LINESTRING (6.0809549 46.1467981, 6.080999 46.14701, 6.0810168 46.1470697, 6.0810497 46.1471378, 6.0811911 46.1473729, 6.0813289 46.1476027, 6.0813821 46.1476852)",,,,,
25452495,Chemin de Certoux,residential,30,False,True,56.239999999999995,"LINESTRING (6.0816872 46.1481446, 6.0816505 46.1480928, 6.081632 46.1480667, 6.0815479 46.1479336, 6.081526 46.1479041, 6.0813821 46.1476852)",,,,,
"[113435313, 25450447, 26308351]",Rue Favernay,residential,30,False,"[False, True]",293.97299999999996,"LINESTRING (6.0816872 46.1481446, 6.0816275 46.148172, 6.080828 46.1485503, 6.0808213 46.1485763, 6.0808131 46.1485969, 6.0807968 46.1486225, 6.0807684 46.1486413, 6.0807358 46.1486561, 6.0806955 46.1486743, 6.080464 46.1487819, 6.0802426 46.1488902, 6.0801708 46.1489215, 6.0801093 46.1489502, 6.0799455 46.1490309, 6.0798588 46.1490736, 6.0798376 46.149085, 6.0797907 46.1490987, 6.079714 46.1491137, 6.0796736 46.14911, 6.0796298 46.1491015, 6.0795939 46.1490899, 6.0795648 46.1490772, 6.0795324 46.1490568, 6.0795009 46.1490231, 6.0794139 46.1489352, 6.0793392 46.1488595, 6.0793111 46.1488327, 6.0792914 46.1488101, 6.0792781 46.1487953, 6.0791106 46.148639, 6.0790924 46.1486242, 6.0789948 46.1485319, 6.078971 46.1485091, 6.0789456 46.1484855, 6.0789206 46.1484607, 6.0788914 46.1484318, 6.0788592 46.1484002)",,,,,
295810943,Chemin de Certoux,residential,30,False,False,51.57,"LINESTRING (6.0816872 46.1481446, 6.0817232 46.1481871, 6.0817512 46.1482331, 6.0819122 46.1485802)",,,,,
"[113435313, 26308351, 25450447]",Rue Favernay,residential,30,False,"[False, True]",293.973,"LINESTRING (6.0788592 46.1484002, 6.0788914 46.1484318, 6.0789206 46.1484607, 6.0789456 46.1484855, 6.078971 46.1485091, 6.0789948 46.1485319, 6.0790924 46.1486242, 6.0791106 46.148639, 6.0792781 46.1487953, 6.0792914 46.1488101, 6.0793111 46.1488327, 6.0793392 46.1488595, 6.0794139 46.1489352, 6.0795009 46.1490231, 6.0795324 46.1490568, 6.0795648 46.1490772, 6.0795939 46.1490899, 6.0796298 46.1491015, 6.0796736 46.14911, 6.079714 46.1491137, 6.0797907 46.1490987, 6.0798376 46.149085, 6.0798588 46.1490736, 6.0799455 46.1490309, 6.0801093 46.1489502, 6.0801708 46.1489215, 6.0802426 46.1488902, 6.080464 46.1487819, 6.0806955 46.1486743, 6.0807358 46.1486561, 6.0807684 46.1486413, 6.0807968 46.1486225, 6.0808131 46.1485969, 6.0808213 46.1485763, 6.080828 46.1485503, 6.0816275 46.148172, 6.0816872 46.1481446)",,,,,
25452548,Chemin du Loup,tertiary,30,False,True,75.199,"LINESTRING (6.0798725 46.1461352, 6.0800961 46.1460356, 6.0802379 46.1459724, 6.0802949 46.1459472, 6.0804503 46.1458839, 6.0804881 46.1458731, 6.0805306 46.1458636, 6.0805665 46.1458577, 6.080734 46.1458326)",,,,,
25452717,Avenue du Docteur Palluel,tertiary,30,False,False,231.078,"LINESTRING (6.0798725 46.1461352, 6.0797771 46.1460436, 6.0796513 46.1458994, 6.0795599 46.1457947, 6.0792581 46.1454695, 6.0792079 46.1454154, 6.0790476 46.1452387, 6.0788616 46.1450338, 6.078742 46.144902, 6.0783816 46.1445048, 6.0782723 46.1443779)",,,,,
85796636,Chemin du Loup,residential,30,False,False,313.27400000000006,"LINESTRING (6.0798725 46.1461352, 6.0797644 46.146205, 6.0797178 46.1462244, 6.0792671 46.1464204, 6.0792569 46.1464251, 6.079208 46.1464457, 6.0791135 46.1464892, 6.0787732 46.1466398, 6.078711 46.1466688, 6.078646 46.1467037, 6.0785608 46.1467541, 6.0784975 46.1467923, 6.0783538 46.146895, 6.0782164 46.1469903, 6.0780819 46.1470794, 6.0779766 46.1471474, 6.0779378 46.1471742, 6.0778004 46.1472552, 6.077654 46.1473452, 6.0773649 46.1475064, 6.0772927 46.1475412, 6.077157 46.1476102, 6.076891 46.1477326, 6.0767829 46.1477835, 6.0767269 46.1478098, 6.0766599 46.1478465)",,,,,
25452554,Chemin du Loup,residential,30,False,False,46.601,"LINESTRING (6.0772202 46.1483569, 6.0771563 46.1484589, 6.077115 46.1485437, 6.077103 46.1485593, 6.0770865 46.1485766, 6.077064 46.1485938, 6.0770422 46.1486048, 6.0770136 46.1486168, 6.0769763 46.1486299, 6.0769331 46.1486405, 6.0768585 46.1486568)",,,,,
25452554,Chemin du Loup,residential,30,False,True,71.369,"LINESTRING (6.0772202 46.1483569, 6.0767581 46.1479194, 6.0766599 46.1478465)",,,,,
25452557,Chemin du Loup,residential,30,False,True,89.342,"LINESTRING (6.0772202 46.1483569, 6.0774567 46.1485749, 6.0774985 46.1486027, 6.0775723 46.1486365, 6.0777901 46.1487407, 6.0778592 46.1487983, 6.0779199 46.1488557, 6.0780078 46.1489349)",,,,,
25452554,Chemin du Loup,residential,30,False,True,46.601,"LINESTRING (6.0768585 46.1486568, 6.0769331 46.1486405, 6.0769763 46.1486299, 6.0770136 46.1486168, 6.0770422 46.1486048, 6.077064 46.1485938, 6.0770865 46.1485766, 6.077103 46.1485593, 6.077115 46.1485437, 6.0771563 46.1484589, 6.0772202 46.1483569)",,,,,
25452557,Chemin du Loup,residential,30,False,False,89.342,"LINESTRING (6.0780078 46.1489349, 6.0779199 46.1488557, 6.0778592 46.1487983, 6.0777901 46.1487407, 6.0775723 46.1486365, 6.0774985 46.1486027, 6.0774567 46.1485749, 6.0772202 46.1483569)",,,,,
"[678038169, 678038170]",Rue des Chênes,residential,30,False,False,100.827,"LINESTRING (6.0762918 46.1470956, 6.0761969 46.146864, 6.0761625 46.1467652, 6.0760185 46.1463781, 6.0759992 46.1463263, 6.0759488 46.1462208)",,,,,
"[678038170, 25452579]",Rue des Chênes,residential,30,False,True,88.659,"LINESTRING (6.0762918 46.1470956, 6.0763258 46.1471853, 6.0763747 46.1472919, 6.076398 46.1473415, 6.0764546 46.1474657, 6.076522 46.1476227, 6.076586 46.1477717, 6.0766091 46.1478028, 6.0766599 46.1478465)",,,,,
694502719,Allée des Écureuils,residential,,False,True,55.102999999999994,"LINESTRING (6.0762918 46.1470956, 6.0762228 46.1471199, 6.075931 46.1472875, 6.0757935 46.1473665, 6.0757318 46.147402)",,,,,
25452612,Chemin des Sources,residential,,False,False,12.651,"LINESTRING (6.0759488 46.1462208, 6.0758725 46.146236, 6.075791 46.1462523)",,,,,
678038169,Rue des Chênes,residential,30,False,False,137.448,"LINESTRING (6.0759488 46.1462208, 6.0758867 46.1460798, 6.0758546 46.1459631, 6.0758337 46.1458916, 6.0758021 46.1458245, 6.0757341 46.1457293, 6.0756715 46.1456422, 6.0756252 46.1455648, 6.0755989 46.1455014, 6.075574 46.1454313, 6.0755627 46.1453372, 6.0755717 46.1452609, 6.075591 46.1452039, 6.0756173 46.1451461, 6.0756584 46.1450964, 6.0757064 46.1450545)",,,,,
"[678038169, 678038170]",Rue des Chênes,residential,30,False,True,100.827,"LINESTRING (6.0759488 46.1462208, 6.0759992 46.1463263, 6.0760185 46.1463781, 6.0761625 46.1467652, 6.0761969 46.146864, 6.0762918 46.1470956)",,,,,
25452605,Allée des Écureuils,residential,,False,False,46.101,"LINESTRING (6.0757318 46.147402, 6.0756959 46.147399, 6.0756134 46.1473747, 6.0755556 46.147406, 6.0755284 46.1474214, 6.0755256 46.1474505, 6.075634 46.1474812, 6.0756944 46.1474924, 6.0757252 46.1474683, 6.0757318 46.147402)",,,,,
25452605,Allée des Écureuils,residential,,False,True,46.101,"LINESTRING (6.0757318 46.147402, 6.0757252 46.1474683, 6.0756944 46.1474924, 6.075634 46.1474812, 6.0755256 46.1474505, 6.0755284 46.1474214, 6.0755556 46.147406, 6.0756134 46.1473747, 6.0756959 46.147399, 6.0757318 46.147402)",,,,,
694502719,Allée des Écureuils,residential,,False,False,55.103,"LINESTRING (6.0757318 46.147402, 6.0757935 46.1473665, 6.075931 46.1472875, 6.0762228 46.1471199, 6.0762918 46.1470956)",,,,,
25452612,Chemin des Sources,residential,,False,True,104.85700000000001,"LINESTRING (6.0748038 46.1468971, 6.0750347 46.1467258, 6.0752345 46.1465776, 6.0752504 46.1465658, 6.075325 46.146521, 6.07533 46.1465182, 6.0754787 46.1464342, 6.0757619 46.1462805, 6.075791 46.1462523)",,,,,
25452620,Chemin des Noisetiers,residential,,False,True,81.043,"LINESTRING (6.074971 46.1457969, 6.0750042 46.1458141, 6.0753205 46.145978, 6.0755081 46.1460752, 6.075791 46.1462523)",,,,,
25452654,Chemin du Crêt Millet,residential,30,False,False,54.837,"LINESTRING (6.0757064 46.1450545, 6.0757553 46.1450221, 6.0758588 46.144976, 6.0759611 46.1449208, 6.0759862 46.1449073, 6.0760636 46.1448302, 6.0761688 46.1446931)",,,,,
678038169,Rue des Chênes,residential,30,False,True,137.44799999999998,"LINESTRING (6.0757064 46.1450545, 6.0756584 46.1450964, 6.0756173 46.1451461, 6.075591 46.1452039, 6.0755717 46.1452609, 6.0755627 46.1453372, 6.075574 46.1454313, 6.0755989 46.1455014, 6.0756252 46.1455648, 6.0756715 46.1456422, 6.0757341 46.1457293, 6.0758021 46.1458245, 6.0758337 46.1458916, 6.0758546 46.1459631, 6.0758867 46.1460798, 6.0759488 46.1462208)",,,,,
25452654,Chemin du Crêt Millet,residential,30,False,False,79.729,"LINESTRING (6.0761688 46.1446931, 6.0762051 46.1446347, 6.0762592 46.1445519, 6.0764208 46.144259, 6.0765238 46.1440661, 6.0765375 46.1440423, 6.0765455 46.1440255)",,,,,
25452654,Chemin du Crêt Millet,residential,30,False,True,54.836999999999996,"LINESTRING (6.0761688 46.1446931, 6.0760636 46.1448302, 6.0759862 46.1449073, 6.0759611 46.1449208, 6.0758588 46.144976, 6.0757553 46.1450221, 6.0757064 46.1450545)",,,,,
25452660,Allée du Crêt Millet,residential,30,False,False,84.02699999999999,"LINESTRING (6.0761688 46.1446931, 6.076098 46.1446598, 6.0760686 46.1446428, 6.0759571 46.1445564, 6.0757408 46.1443887, 6.0754593 46.1445075, 6.0753277 46.1445502)",,,,,
25452654,Chemin du Crêt Millet,residential,30,False,True,79.72899999999998,"LINESTRING (6.0765455 46.1440255, 6.0765375 46.1440423, 6.0765238 46.1440661, 6.0764208 46.144259, 6.0762592 46.1445519, 6.0762051 46.1446347, 6.0761688 46.1446931)",,,,,
25452694,Rue de la Platière,residential,30,False,False,22.143,"LINESTRING (6.0765455 46.1440255, 6.0766532 46.1439366, 6.0767379 46.1438778)",,,,,
824823725,Chemin du Crêt Millet,residential,30,False,False,21.989,"LINESTRING (6.0765455 46.1440255, 6.0765205 46.1438862, 6.0765124 46.1438291)",,,,,
25452717,Avenue du Docteur Palluel,tertiary,30,False,True,131.749,"LINESTRING (6.076655 46.1424772, 6.0766747 46.1424947, 6.0767966 46.1426149, 6.0769904 46.1428059, 6.0770343 46.1428543, 6.0770861 46.1429114, 6.0771605 46.1429883, 6.0773368 46.1431706, 6.0774186 46.1432567, 6.077531 46.143375, 6.0776098 46.1434599)",,,,,
345781122,Carrefour des Acacias,tertiary,30,True,False,9.606,"LINESTRING (6.076655 46.1424772, 6.0765954 46.142456, 6.0765496 46.1424317)",,,,,
25452694,Rue de la Platière,residential,30,False,False,64.225,"LINESTRING (6.0769324 46.1437959, 6.0771105 46.1436964, 6.0773184 46.1436001, 6.0775256 46.143501, 6.0776098 46.1434599)",,,,,
25452694,Rue de la Platière,residential,30,False,True,17.622,"LINESTRING (6.0769324 46.1437959, 6.0768158 46.1438539, 6.0767379 46.1438778)",,,,,
25828461,Chemin de Chabloux,residential,30,False,False,109.821,"LINESTRING (6.0769324 46.1437959, 6.0770046 46.1438483, 6.0770538 46.1438839, 6.0771312 46.1439423, 6.0772431 46.1440236, 6.0773319 46.1440947, 6.0775467 46.1442526, 6.0775792 46.1442851, 6.0776213 46.1443286, 6.0777367 46.1444508, 6.0777979 46.1445204, 6.0778297 46.1445583)",,,,,
25452694,Rue de la Platière,residential,30,False,True,64.225,"LINESTRING (6.0776098 46.1434599, 6.0775256 46.143501, 6.0773184 46.1436001, 6.0771105 46.1436964, 6.0769324 46.1437959)",,,,,
