osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,junction,name
550120694,primary,True,False,37.539,2,40,"LINESTRING (3.0268809 35.0763426, 3.0267751 35.0766689)",RN 1,,
266315240,residential,False,False,6.863,,,"LINESTRING (3.0267751 35.0766689, 3.0267271 35.0766213)",,,
550120694,primary,True,False,132.328,2,40,"LINESTRING (3.0267751 35.0766689, 3.026343 35.0778052)",RN 1,,
266241944,primary,True,False,17.331,,30,"LINESTRING (3.026343 35.0778052, 3.0263543 35.077835, 3.0263533 35.0778662, 3.0263401 35.0778954, 3.0263163 35.0779197, 3.0262842 35.0779365)",,roundabout,
266241941,primary,True,False,133.71699999999998,2,40,"LINESTRING (3.0262425 35.0777519, 3.026332 35.0776385, 3.0264884 35.0772682, 3.0267271 35.0766213)",RN 1,,
266241944,primary,True,False,11.403,,30,"LINESTRING (3.0262425 35.0777519, 3.0262734 35.0777563, 3.0263017 35.0777673, 3.0263255 35.077784, 3.026343 35.0778052)",,roundabout,
266241942,primary,True,False,36.732,2,40,"LINESTRING (3.0262842 35.0779365, 3.0262529 35.0780198, 3.0261807 35.0782557)",RN 1,,
266241944,primary,True,False,14.502,,30,"LINESTRING (3.0262842 35.0779365, 3.0262454 35.0779441, 3.0262058 35.0779408, 3.0261699 35.0779268, 3.0261417 35.0779037)",,roundabout,
266241943,secondary,True,False,19.738,,30,"LINESTRING (3.0261251 35.0778203, 3.0260892 35.0777721, 3.0260277 35.077662)",,,
266241944,primary,True,False,10.539,,30,"LINESTRING (3.0261251 35.0778203, 3.0261421 35.077792, 3.0261695 35.0777697, 3.0262042 35.0777558)",,roundabout,
266241944,primary,True,False,3.512,,30,"LINESTRING (3.0262042 35.0777558, 3.0262425 35.0777519)",,roundabout,
266241945,residential,False,False,16.091,,,"LINESTRING (3.0261807 35.0782557, 3.0262956 35.0783657)",,,
266241936,residential,False,False,91.842,,,"LINESTRING (3.0259317 35.0791361, 3.0262956 35.0783657)",,,
266241945,residential,False,True,396.127,,,"LINESTRING (3.0259317 35.0791361, 3.0275514 35.0794393, 3.02888 35.0793876, 3.0288088 35.0785591, 3.0285127 35.0784116)",,,
266241945,residential,False,False,396.12699999999995,,,"LINESTRING (3.0285127 35.0784116, 3.0288088 35.0785591, 3.02888 35.0793876, 3.0275514 35.0794393, 3.0259317 35.0791361)",,,
266241945,residential,False,True,202.373,,,"LINESTRING (3.0285127 35.0784116, 3.0280022 35.0783585, 3.0275672 35.0783261, 3.0262956 35.0783657)",,,
266241946,residential,False,False,111.58099999999999,,,"LINESTRING (3.0285127 35.0784116, 3.0286784 35.0780887, 3.0289477 35.077564, 3.0289508 35.0774799)",,,
266241946,residential,False,False,8.188,,,"LINESTRING (3.0289508 35.0774799, 3.0290319 35.077448)",,,
130209507,secondary,True,False,147.085,,,"LINESTRING (3.0289508 35.0774799, 3.0281624 35.0767735, 3.0280454 35.0766856, 3.027795 35.0765684)",CW 166,,
266241946,residential,False,True,111.58099999999999,,,"LINESTRING (3.0289508 35.0774799, 3.0289477 35.077564, 3.0286784 35.0780887, 3.0285127 35.0784116)",,,
130210291,secondary,True,False,120.388,,,"LINESTRING (3.0290319 35.077448, 3.0299412 35.0782344)",CW 166,,
266241946,residential,False,True,8.188,,,"LINESTRING (3.0290319 35.077448, 3.0289508 35.0774799)",,,
266241948,residential,False,False,18.016,,,"LINESTRING (3.0278318 35.076518, 3.0279161 35.0763714)",,,
266241948,residential,False,True,6.529,,,"LINESTRING (3.0278318 35.076518, 3.027795 35.0765684)",,,
130210291,secondary,True,False,32.168,,,"LINESTRING (3.0278318 35.076518, 3.0279633 35.0765569, 3.0281277 35.0766686)",CW 166,,
266241948,residential,False,False,50.723,,,"LINESTRING (3.0279161 35.0763714, 3.0281512 35.0759578)",,,
266241948,residential,False,True,18.016,,,"LINESTRING (3.0279161 35.0763714, 3.0278318 35.076518)",,,
550120693,tertiary,False,True,69.719,,,"LINESTRING (3.0279161 35.0763714, 3.0275809 35.0758076)",,,
550120693,tertiary,False,False,39.051,,,"LINESTRING (3.0279161 35.0763714, 3.0281055 35.0765752, 3.0281277 35.0766686)",,,
266241948,residential,False,False,16.101,,,"LINESTRING (3.0296881 35.0732541, 3.0297627 35.0731228)",,,
266241973,residential,False,False,154.763,,,"LINESTRING (3.0296881 35.0732541, 3.0297181 35.0746457)",,,
266241948,residential,False,True,169.135,,,"LINESTRING (3.0296881 35.0732541, 3.0295127 35.0735627, 3.0288745 35.0746216)",,,
266241948,residential,False,False,33.389,,,"LINESTRING (3.0309068 35.0708824, 3.0310756 35.0706158)",,,
266241948,residential,False,True,51.587,,,"LINESTRING (3.0309068 35.0708824, 3.0307361 35.0713248)",,,
266241950,residential,False,True,48.535000000000004,,,"LINESTRING (3.0309068 35.0708824, 3.0310666 35.0709224, 3.0313417 35.070935, 3.0314306 35.0709204)",,,
266241950,residential,False,True,19.424,,,"LINESTRING (3.0314306 35.0709204, 3.0314736 35.0707493)",,,
266241950,residential,False,False,48.535,,,"LINESTRING (3.0314306 35.0709204, 3.0313417 35.070935, 3.0310666 35.0709224, 3.0309068 35.0708824)",,,
266241972,residential,False,False,54.598,,,"LINESTRING (3.0314306 35.0709204, 3.0316201 35.0709248, 3.031875 35.071188)",,,
266315213,residential,False,True,39.727,,,"LINESTRING (3.0320132 35.0706908, 3.0315877 35.070611)",,,
266241971,residential,False,True,46.067,,,"LINESTRING (3.0297181 35.0746457, 3.0302239 35.0746288)",,,
266241973,residential,False,False,32.565,,,"LINESTRING (3.0297181 35.0746457, 3.0297383 35.0749381)",,,
266241973,residential,False,True,154.763,,,"LINESTRING (3.0297181 35.0746457, 3.0296881 35.0732541)",,,
266241973,residential,False,True,27.861,,,"LINESTRING (3.0299412 35.0782344, 3.0299987 35.0779883)",,,
130210291,secondary,True,False,40.391,,,"LINESTRING (3.0299412 35.0782344, 3.0300164 35.0782994, 3.0302453 35.078499)",CW 166,,
130210291,secondary,True,False,14.59,,,"LINESTRING (3.0286118 35.0770847, 3.028722 35.07718)",CW 166,,
266241974,residential,False,False,71.985,,,"LINESTRING (3.0286118 35.0770847, 3.0288474 35.0764667)",,,
266241974,residential,False,False,46.791,,,"LINESTRING (3.0290427 35.0761266, 3.0292721 35.07575)",,,
266241974,residential,False,True,41.785,,,"LINESTRING (3.0290427 35.0761266, 3.0288474 35.0764667)",,,
266242003,residential,False,False,85.206,,,"LINESTRING (3.0290427 35.0761266, 3.02993 35.0763713)",,,
266242003,residential,False,True,83.27,,,"LINESTRING (3.0290427 35.0761266, 3.0281512 35.0759578)",,,
266241974,residential,False,True,51.885,,,"LINESTRING (3.0295416 35.0748786, 3.0293255 35.0753104)",,,
266241975,residential,False,False,67.098,,,"LINESTRING (3.0295416 35.0748786, 3.0288745 35.0746216)",,,
266241975,residential,False,True,19.084,,,"LINESTRING (3.0295416 35.0748786, 3.0297383 35.0749381)",,,
266241973,residential,False,False,58.584,,,"LINESTRING (3.0297383 35.0749381, 3.0297539 35.0754648)",,,
266241973,residential,False,True,32.565,,,"LINESTRING (3.0297383 35.0749381, 3.0297181 35.0746457)",,,
266241975,residential,False,False,19.084,,,"LINESTRING (3.0297383 35.0749381, 3.0295416 35.0748786)",,,
266241948,residential,False,True,58.445,,,"LINESTRING (3.0288745 35.0746216, 3.0286338 35.0751089)",,,
266241975,residential,False,False,30.343,,,"LINESTRING (3.0288745 35.0746216, 3.0285738 35.0745037)",,,
266241975,residential,False,True,67.098,,,"LINESTRING (3.0288745 35.0746216, 3.0295416 35.0748786)",,,
266241948,residential,False,False,169.135,,,"LINESTRING (3.0288745 35.0746216, 3.0295127 35.0735627, 3.0296881 35.0732541)",,,
266241975,residential,False,False,54.126,,,"LINESTRING (3.0277677 35.0742368, 3.0272242 35.0740391)",,,
266241975,residential,False,True,7.366,,,"LINESTRING (3.0277677 35.0742368, 3.0278429 35.0742613)",,,
266241938,primary,True,False,144.41,2,50,"LINESTRING (3.0277677 35.0742368, 3.0283777 35.0731361, 3.0284251 35.0730548)",RN 1,,
266241948,residential,False,False,58.445,,,"LINESTRING (3.0286338 35.0751089, 3.0288745 35.0746216)",,,
266241948,residential,False,True,46.287,,,"LINESTRING (3.0286338 35.0751089, 3.0284192 35.0754863)",,,
266241976,residential,False,False,66.815,,,"LINESTRING (3.0286338 35.0751089, 3.0293255 35.0753104)",,,
266241974,residential,False,False,51.885,,,"LINESTRING (3.0293255 35.0753104, 3.0295416 35.0748786)",,,
266241974,residential,False,True,49.122,,,"LINESTRING (3.0293255 35.0753104, 3.0292721 35.07575)",,,
266241976,residential,False,False,42.598,,,"LINESTRING (3.0293255 35.0753104, 3.0297539 35.0754648)",,,
266241976,residential,False,True,66.815,,,"LINESTRING (3.0293255 35.0753104, 3.0286338 35.0751089)",,,
266241973,residential,False,False,57.151,,,"LINESTRING (3.0297539 35.0754648, 3.0298818 35.075968)",,,
266241973,residential,False,True,58.584,,,"LINESTRING (3.0297539 35.0754648, 3.0297383 35.0749381)",,,
266241976,residential,False,True,42.598,,,"LINESTRING (3.0297539 35.0754648, 3.0293255 35.0753104)",,,
266241976,residential,False,False,61.289,,,"LINESTRING (3.0297539 35.0754648, 3.0300047 35.0756372, 3.0303499 35.075656)",,,
266241982,residential,False,False,72.555,,,"LINESTRING (3.0323878 35.0777854, 3.0324159 35.0784375)",,,
266241999,residential,False,False,20.194,,,"LINESTRING (3.0323878 35.0777854, 3.0321659 35.0777872)",,,
130210291,secondary,True,False,68.209,,,"LINESTRING (3.0304178 35.0786495, 3.0309306 35.0790969)",CW 166,,
266241984,residential,False,False,10.798,,,"LINESTRING (3.0304178 35.0786495, 3.0303274 35.0787124)",,,
130209507,secondary,True,False,185.673,,,"LINESTRING (3.0303274 35.0787124, 3.0289508 35.0774799)",CW 166,,
266241984,residential,False,True,10.798,,,"LINESTRING (3.0303274 35.0787124, 3.0304178 35.0786495)",,,
266241985,residential,False,True,23.734,,,"LINESTRING (3.0317179 35.0791691, 3.0314681 35.0792305)",,,
266241987,residential,False,False,16.591,,,"LINESTRING (3.0317179 35.0791691, 3.0317907 35.0790323)",,,
266241985,residential,False,False,65.547,,,"LINESTRING (3.0317179 35.0791691, 3.0318614 35.0792086, 3.0324301 35.0792215)",,,
266241982,residential,False,True,87.187,,,"LINESTRING (3.0324301 35.0792215, 3.0324159 35.0784375)",,,
266241985,residential,False,True,65.547,,,"LINESTRING (3.0324301 35.0792215, 3.0318614 35.0792086, 3.0317179 35.0791691)",,,
266241987,residential,False,False,53.793,,,"LINESTRING (3.0318256 35.0784633, 3.0324159 35.0784375)",,,
549569561,residential,False,False,75.253,,,"LINESTRING (3.0318256 35.0784633, 3.0318527 35.0777869)",,,
266241987,residential,False,True,67.69,,,"LINESTRING (3.0318256 35.0784633, 3.0318987 35.0785982, 3.0319218 35.0788266, 3.0317907 35.0790323)",,,
549569561,residential,False,True,111.606,,,"LINESTRING (3.0318256 35.0784633, 3.0316805 35.0784594, 3.0309306 35.0790969)",,,
266241982,residential,False,False,87.187,,,"LINESTRING (3.0324159 35.0784375, 3.0324301 35.0792215)",,,
266241982,residential,False,True,72.555,,,"LINESTRING (3.0324159 35.0784375, 3.0323878 35.0777854)",,,
266241987,residential,False,True,53.793,,,"LINESTRING (3.0324159 35.0784375, 3.0318256 35.0784633)",,,
266241997,residential,False,False,42.869,,,"LINESTRING (3.0323318 35.0760691, 3.0322448 35.0756902)",,,
266315234,residential,False,True,66.118,,,"LINESTRING (3.0323318 35.0760691, 3.0324789 35.0766514)",,,
266241976,residential,False,True,32.716,,,"LINESTRING (3.0322448 35.0756902, 3.0318853 35.0756882)",,,
266241997,residential,False,True,42.869,,,"LINESTRING (3.0322448 35.0756902, 3.0323318 35.0760691)",,,
266242007,residential,False,False,46.476,,,"LINESTRING (3.0304692 35.077759, 3.0304116 35.0773437)",,,
549569556,residential,False,False,44.051,,,"LINESTRING (3.0304692 35.077759, 3.0299852 35.0777518)",,,
549569566,residential,False,False,49.897999999999996,,,"LINESTRING (3.0304692 35.077759, 3.0303251 35.0778418, 3.0299987 35.0779883)",,,
549569566,residential,False,True,39.842,,,"LINESTRING (3.0304692 35.077759, 3.0305855 35.0777453, 3.0309027 35.0777087)",,,
266241973,residential,False,False,27.861,,,"LINESTRING (3.0299987 35.0779883, 3.0299412 35.0782344)",,,
266241973,residential,False,True,26.326,,,"LINESTRING (3.0299987 35.0779883, 3.0299852 35.0777518)",,,
549569566,residential,False,True,49.897999999999996,,,"LINESTRING (3.0299987 35.0779883, 3.0303251 35.0778418, 3.0304692 35.077759)",,,
266241975,residential,False,False,55.417,,,"LINESTRING (3.0284085 35.074446, 3.0278429 35.0742613)",,,
266241975,residential,False,True,16.354,,,"LINESTRING (3.0284085 35.074446, 3.0285738 35.0745037)",,,
266242001,residential,False,False,169.101,,,"LINESTRING (3.0284085 35.074446, 3.0275809 35.0758076)",,,
266242001,residential,False,True,169.101,,,"LINESTRING (3.0275809 35.0758076, 3.0284085 35.074446)",,,
550120693,tertiary,False,False,69.719,,,"LINESTRING (3.0275809 35.0758076, 3.0279161 35.0763714)",,,
550120693,tertiary,False,True,56.601,,,"LINESTRING (3.0275809 35.0758076, 3.0272113 35.0753982)",,,
266241948,residential,False,False,57.823,,,"LINESTRING (3.0281512 35.0759578, 3.0284192 35.0754863)",,,
266241948,residential,False,True,50.723,,,"LINESTRING (3.0281512 35.0759578, 3.0279161 35.0763714)",,,
266242003,residential,False,False,83.27,,,"LINESTRING (3.0281512 35.0759578, 3.0290427 35.0761266)",,,
266241973,residential,False,False,23.748,,,"LINESTRING (3.02993 35.0763713, 3.0299403 35.0765847)",,,
266241973,residential,False,True,45.059,,,"LINESTRING (3.02993 35.0763713, 3.0298818 35.075968)",,,
266242003,residential,False,True,85.206,,,"LINESTRING (3.02993 35.0763713, 3.0290427 35.0761266)",,,
266241973,residential,False,False,21.459,,,"LINESTRING (3.0299403 35.0765847, 3.0299507 35.0767775)",,,
266241973,residential,False,True,23.748,,,"LINESTRING (3.0299403 35.0765847, 3.02993 35.0763713)",,,
266242005,residential,False,False,42.222,,,"LINESTRING (3.0299403 35.0765847, 3.0304032 35.0766106)",,,
266242005,residential,False,False,18.443,,,"LINESTRING (3.0319093 35.0767011, 3.0321113 35.0766876)",,,
266242005,residential,False,True,26.797,,,"LINESTRING (3.0319093 35.0767011, 3.0316154 35.0766861)",,,
266315233,residential,False,False,113.969,,,"LINESTRING (3.0319093 35.0767011, 3.0317056 35.0756898)",,,
266242005,residential,False,False,43.003,,,"LINESTRING (3.0304032 35.0766106, 3.0308743 35.076641)",,,
266242005,residential,False,True,42.222,,,"LINESTRING (3.0304032 35.0766106, 3.0299403 35.0765847)",,,
266242007,residential,False,False,106.258,,,"LINESTRING (3.0304032 35.0766106, 3.0303499 35.075656)",,,
266242007,residential,False,True,81.521,,,"LINESTRING (3.0304032 35.0766106, 3.0304116 35.0773437)",,,
266241976,residential,False,False,44.432,,,"LINESTRING (3.0303499 35.075656, 3.0308377 35.0756732)",,,
266242007,residential,False,True,106.258,,,"LINESTRING (3.0303499 35.075656, 3.0304032 35.0766106)",,,
266241976,residential,False,True,61.289,,,"LINESTRING (3.0303499 35.075656, 3.0300047 35.0756372, 3.0297539 35.0754648)",,,
266307148,residential,False,False,11.409,,,"LINESTRING (3.0220607 35.0752467, 3.0221647 35.075304)",,,
364948252,residential,True,False,44.759,2,,"LINESTRING (3.0220607 35.0752467, 3.0223189 35.0749041)",,,
266307149,residential,False,False,45.921,,,"LINESTRING (3.0223189 35.0749041, 3.0225021 35.0745193)",,,
364948252,residential,True,False,46.629,2,,"LINESTRING (3.0223189 35.0749041, 3.0221647 35.075304)",,,
266307147,residential,False,False,10.214,,,"LINESTRING (3.0215893 35.0766996, 3.0216956 35.0767291)",,,
364948252,residential,True,False,43.453,2,,"LINESTRING (3.0215893 35.0766996, 3.0217118 35.0763219)",,,
266307147,residential,False,False,55.578,,,"LINESTRING (3.0216956 35.0767291, 3.0222825 35.0768674)",,,
266307147,residential,False,True,10.214,,,"LINESTRING (3.0216956 35.0767291, 3.0215893 35.0766996)",,,
56012992,secondary,False,False,19.398,,40,"LINESTRING (3.0259356 35.0774184, 3.0258616 35.0772548)",,,
56012992,secondary,False,True,28.354,,40,"LINESTRING (3.0259356 35.0774184, 3.0260277 35.077662)",,,
266307147,residential,False,True,160.78,,,"LINESTRING (3.0259356 35.0774184, 3.0243654 35.0773582, 3.0241781 35.0773141)",,,
266307148,residential,False,False,52.973,,,"LINESTRING (3.0221647 35.075304, 3.0227372 35.0753902)",,,
266307148,residential,False,True,11.409,,,"LINESTRING (3.0221647 35.075304, 3.0220607 35.0752467)",,,
364948252,residential,True,False,30.9,2,,"LINESTRING (3.0221647 35.075304, 3.0221039 35.0754629, 3.0220692 35.0755706)",,,
266307149,residential,False,False,21.804,,,"LINESTRING (3.0228627 35.073779, 3.0231022 35.0737846)",,,
266307149,residential,False,True,39.429,,,"LINESTRING (3.0228627 35.073779, 3.0227023 35.0741084)",,,
266307150,residential,True,False,215.214,2,,"LINESTRING (3.0228627 35.073779, 3.0229621 35.0733279, 3.0231314 35.072411, 3.0233138 35.0721445, 3.0235516 35.0719968)",,,
266307155,secondary,True,False,13.407,1,30,"LINESTRING (3.0235516 35.0719968, 3.0235623 35.0719576, 3.0235883 35.0719235, 3.0236267 35.0718984)",,roundabout,
463771683,residential,True,False,210.145,2,,"LINESTRING (3.0235516 35.0719968, 3.0233919 35.0721978, 3.0232486 35.0724643, 3.0230663 35.0733599, 3.0228627 35.073779)",,,
266307156,residential,False,False,94.716,,,"LINESTRING (3.0238492 35.0715023, 3.0247866 35.0718724)",,,
266307151,secondary,False,False,113.48799999999999,2,50,"LINESTRING (3.0238492 35.0715023, 3.0241766 35.0707935, 3.024194 35.0707594, 3.0242155 35.0707238, 3.0242539 35.0706737, 3.0243546 35.070577)",,,
272243338,secondary,True,False,50.272999999999996,,30,"LINESTRING (3.0238492 35.0715023, 3.0239065 35.0716621, 3.0238197 35.0719387)",,,
266307155,secondary,True,False,20.794999999999998,1,30,"LINESTRING (3.0236904 35.0721218, 3.0236457 35.0721143, 3.0236059 35.0720958, 3.0235752 35.0720681, 3.0235564 35.072034, 3.0235516 35.0719968)",,roundabout,
266307153,secondary,True,False,86.496,2,50,"LINESTRING (3.0237938 35.0720918, 3.0240909 35.0728307)",,,
266315235,residential,False,False,71.81,,,"LINESTRING (3.0237938 35.0720918, 3.0245059 35.07237)",,,
266307155,secondary,True,False,10.209,1,30,"LINESTRING (3.0237938 35.0720918, 3.0237629 35.072109, 3.0237277 35.0721193, 3.0236904 35.0721218)",,roundabout,
56012992,secondary,False,True,94.833,,40,"LINESTRING (3.02515 35.0756465, 3.0254931 35.0764518)",,,
266307148,residential,False,True,35.897,,,"LINESTRING (3.02515 35.0756465, 3.0247571 35.0756178)",,,
266307152,secondary,True,False,43.005,2,50,"LINESTRING (3.02515 35.0756465, 3.0249927 35.0752818)",,,
266307154,secondary,True,False,48.476,,40,"LINESTRING (3.0236267 35.0718984, 3.0238492 35.0715023)",,,
266307155,secondary,True,False,19.884,1,30,"LINESTRING (3.0236267 35.0718984, 3.0236677 35.0718861, 3.0237114 35.0718842, 3.0237537 35.0718931, 3.023791 35.0719118, 3.0238197 35.0719387)",,roundabout,
266307155,secondary,True,False,18.639,1,30,"LINESTRING (3.0238197 35.0719387, 3.0238367 35.0719692, 3.0238426 35.0720024, 3.0238369 35.0720356, 3.0238202 35.0720662, 3.0237938 35.0720918)",,roundabout,
266307156,residential,False,False,31.748,,,"LINESTRING (3.0271768 35.0724805, 3.0275213 35.0725255)",,,
266307156,residential,False,True,45.606,,,"LINESTRING (3.0271768 35.0724805, 3.0266758 35.072471)",,,
274283580,residential,False,True,160.251,,,"LINESTRING (3.0271768 35.0724805, 3.0268818 35.0739013)",,,
266307156,residential,False,False,7.853,,,"LINESTRING (3.0286132 35.0727055, 3.0286921 35.0727341)",,,
266241938,primary,True,False,112.661,2,50,"LINESTRING (3.0286132 35.0727055, 3.029029 35.071994, 3.0291543 35.0717943)",RN 1,,
266307156,residential,False,True,38.348,,,"LINESTRING (3.0286132 35.0727055, 3.028431 35.0726544, 3.0282055 35.0726228)",,,
266241948,residential,False,False,23.177,,,"LINESTRING (3.0297627 35.0731228, 3.0298701 35.0729338)",,,
266241948,residential,False,True,16.101,,,"LINESTRING (3.0297627 35.0731228, 3.0296881 35.0732541)",,,
266307156,residential,False,True,106.586,,,"LINESTRING (3.0297627 35.0731228, 3.0286921 35.0727341)",,,
266315214,residential,False,False,60.645,,,"LINESTRING (3.0297627 35.0731228, 3.0303483 35.0733831)",,,
266307174,residential,False,True,9.659,,,"LINESTRING (3.0261989 35.0703344, 3.0261646 35.0704166)",,,
497499302,residential,True,False,39.986000000000004,,,"LINESTRING (3.0261989 35.0703344, 3.0264329 35.0704053, 3.0264581 35.070419, 3.0264809 35.0704352, 3.0264996 35.0704521, 3.0265602 35.0705188)",,,
266307157,residential,True,False,37.753,,,"LINESTRING (3.0265602 35.0705188, 3.0261646 35.0704166)",,,
266307158,residential,False,False,8.077,,,"LINESTRING (3.0265602 35.0705188, 3.0266443 35.070542)",,,
266307158,residential,False,False,12.584,,,"LINESTRING (3.0275874 35.070826, 3.0277157 35.0708682)",,,
266307158,residential,False,True,20.516,,,"LINESTRING (3.0275874 35.070826, 3.0273774 35.0707589)",,,
266307160,residential,False,True,84.181,,,"LINESTRING (3.0275874 35.070826, 3.0272375 35.0715268)",,,Rue Talbi
266307158,residential,False,True,50.686,,,"LINESTRING (3.0282289 35.0710453, 3.0277157 35.0708682)",,,
266307169,residential,False,True,65.933,,,"LINESTRING (3.0282289 35.0710453, 3.0285094 35.0704986)",,,
266307169,residential,False,False,73.723,,,"LINESTRING (3.0282289 35.0710453, 3.0282168 35.0710754, 3.0282096 35.0711064, 3.0282071 35.0711379, 3.0282065 35.0717061)",,,
266307156,residential,False,True,17.089,,,"LINESTRING (3.0282055 35.0726228, 3.0280204 35.0725969)",,,
266307169,residential,False,True,101.933,,,"LINESTRING (3.0282055 35.0726228, 3.0282065 35.0717061)",,,
266307156,residential,False,False,38.348,,,"LINESTRING (3.0282055 35.0726228, 3.028431 35.0726544, 3.0286132 35.0727055)",,,
266307156,residential,False,False,29.408,,,"LINESTRING (3.0277019 35.0725522, 3.0280204 35.0725969)",,,
266307156,residential,False,True,16.701,,,"LINESTRING (3.0277019 35.0725522, 3.0275213 35.0725255)",,,
266307159,residential,False,False,187.257,,,"LINESTRING (3.0277019 35.0725522, 3.0277157 35.0708682)",,,
266307158,residential,False,False,50.686,,,"LINESTRING (3.0277157 35.0708682, 3.0282289 35.0710453)",,,
266307158,residential,False,True,12.584,,,"LINESTRING (3.0277157 35.0708682, 3.0275874 35.070826)",,,
266307159,residential,False,True,187.257,,,"LINESTRING (3.0277157 35.0708682, 3.0277019 35.0725522)",,,
266307153,secondary,True,False,43.495,2,50,"LINESTRING (3.0250577 35.0752627, 3.02515 35.0756465)",,,
266307160,residential,False,False,19.49,,,"LINESTRING (3.0250577 35.0752627, 3.0251836 35.0751209)",,,Rue Talbi
1153494707,residential,False,False,6.285,,,"LINESTRING (3.0250577 35.0752627, 3.0249927 35.0752818)",,,
266307160,residential,False,False,88.386,,,"LINESTRING (3.0251836 35.0751209, 3.0256021 35.0744036)",,,Rue Talbi
266307160,residential,False,True,19.49,,,"LINESTRING (3.0251836 35.0751209, 3.0250577 35.0752627)",,,Rue Talbi
266315239,residential,False,True,18.803,,,"LINESTRING (3.0251836 35.0751209, 3.0249889 35.0750643)",,,
266315239,residential,False,False,71.104,,,"LINESTRING (3.0251836 35.0751209, 3.0252698 35.0751202, 3.0253229 35.0751353, 3.0254598 35.0751744, 3.0259029 35.075353)",,,
266307156,residential,False,False,45.606,,,"LINESTRING (3.0266758 35.072471, 3.0271768 35.0724805)",,,
266307156,residential,False,True,35.495,,,"LINESTRING (3.0266758 35.072471, 3.0262974 35.0723936)",,,
266307160,residential,False,False,116.773,,,"LINESTRING (3.0266758 35.072471, 3.0272375 35.0715268)",,,Rue Talbi
266307160,residential,False,True,74.972,,,"LINESTRING (3.0266758 35.072471, 3.0263395 35.0730865)",,,Rue Talbi
266307160,residential,False,False,84.181,,,"LINESTRING (3.0272375 35.0715268, 3.0275874 35.070826)",,,Rue Talbi
266307160,residential,False,True,116.773,,,"LINESTRING (3.0272375 35.0715268, 3.0266758 35.072471)",,,Rue Talbi
266307161,residential,False,False,51.842,,,"LINESTRING (3.0272375 35.0715268, 3.026709 35.0713528)",,,
266307161,residential,False,True,73.578,,,"LINESTRING (3.0243546 35.070577, 3.0251044 35.0708245)",,,
266307151,secondary,False,True,113.488,2,50,"LINESTRING (3.0243546 35.070577, 3.0242539 35.0706737, 3.0242155 35.0707238, 3.024194 35.0707594, 3.0241766 35.0707935, 3.0238492 35.0715023)",,,
266307161,residential,False,False,73.578,,,"LINESTRING (3.0251044 35.0708245, 3.0243546 35.070577)",,,
266307161,residential,False,True,40.514,,,"LINESTRING (3.0251044 35.0708245, 3.0255174 35.0709605)",,,
266307161,residential,False,False,40.514,,,"LINESTRING (3.0255174 35.0709605, 3.0251044 35.0708245)",,,
266307161,residential,False,True,38.893,,,"LINESTRING (3.0255174 35.0709605, 3.0259139 35.071091)",,,
266307163,residential,False,False,76.153,,,"LINESTRING (3.0255174 35.0709605, 3.0257553 35.0703039)",,,
266307163,residential,False,True,76.153,,,"LINESTRING (3.0257553 35.0703039, 3.0255174 35.0709605)",,,
266307161,residential,False,False,38.893,,,"LINESTRING (3.0259139 35.071091, 3.0255174 35.0709605)",,,
