osmid,name,highway,oneway,reversed,length,junction,geometry,lanes,ref,maxspeed,bridge,tunnel
"[353707610, 353707611, 353707612]",,primary_link,False,False,76.064,,"LINESTRING (0.095236 35.9300784, 0.0952146 35.9302727, 0.0951819 35.9306622, 0.0951726 35.9307605)",2,,30,,yes
353941198,Avenue Amara Hmida,primary,False,False,151.752,,"LINESTRING (0.095236 35.9300784, 0.0951142 35.9300508, 0.0949248 35.9300283, 0.0947475 35.9300354, 0.0946054 35.9300406, 0.0944121 35.9300129, 0.0942699 35.9299402, 0.0939901 35.9297348, 0.093936 35.9297137, 0.0937148 35.9296274)",2,RN 90A,40,,
170470256,Rue Amara Boudali,residential,False,False,117.747,,"LINESTRING (0.0937148 35.9296274, 0.0940083 35.9293729, 0.0946369 35.9288769)",,,,,
353941198,Avenue Amara Hmida,primary,False,False,46.05,,"LINESTRING (0.0937148 35.9296274, 0.0933826 35.9295218, 0.0933539 35.9295127, 0.0932387 35.9294761)",2,RN 90A,40,,
353941198,Avenue Amara Hmida,primary,False,True,151.752,,"LINESTRING (0.0937148 35.9296274, 0.093936 35.9297137, 0.0939901 35.9297348, 0.0942699 35.9299402, 0.0944121 35.9300129, 0.0946054 35.9300406, 0.0947475 35.9300354, 0.0949248 35.9300283, 0.0951142 35.9300508, 0.095236 35.9300784)",2,RN 90A,40,,
108738367,Rue Benanteur Charef,secondary,False,False,27.713,,"LINESTRING (0.0932387 35.9294761, 0.0929555 35.9293785)",2,,50,,
313164045,نهج بن يحيى بلقاسم,primary,False,False,52.497,,"LINESTRING (0.0932387 35.9294761, 0.0933662 35.9293795, 0.0934086 35.9293473, 0.0936644 35.9291535)",,RN 23,,,
313164045,نهج بن يحيى بلقاسم,primary,False,True,85.11800000000001,,"LINESTRING (0.0932387 35.9294761, 0.0930922 35.9295819, 0.093035 35.9296232, 0.0930026 35.9296466, 0.0929399 35.9296919, 0.0928631 35.9297474, 0.092836 35.9297645, 0.0925643 35.9299743, 0.0925413 35.9299926)",,RN 23,,,
353941198,Avenue Amara Hmida,primary,False,True,46.050000000000004,,"LINESTRING (0.0932387 35.9294761, 0.0933539 35.9295127, 0.0933826 35.9295218, 0.0937148 35.9296274)",2,RN 90A,40,,
108738367,Rue Benanteur Charef,secondary,False,False,100.204,,"LINESTRING (0.0924432 35.9291882, 0.0926162 35.928298)",2,,50,,
108738367,Rue Benanteur Charef,secondary,False,True,50.749,,"LINESTRING (0.0924432 35.9291882, 0.0929555 35.9293785)",2,,50,,
189197446,,residential,False,False,21.597,,"LINESTRING (0.0924432 35.9291882, 0.0922311 35.9290975)",,,,,
189197356,Rue Kerbiche Duar,residential,False,True,56.211,,"LINESTRING (0.0924432 35.9291882, 0.092879 35.9290277, 0.0929777 35.9289411)",,,,,
108738367,Rue Benanteur Charef,secondary,False,False,59.925,,"LINESTRING (0.0928812 35.9264303, 0.0931739 35.9259463)",2,,50,,
178115517,Rue Chergui Abdelkader,residential,False,False,73.11,,"LINESTRING (0.0928812 35.9264303, 0.0933446 35.9269702)",,,,,
108738367,Rue Benanteur Charef,secondary,False,True,70.021,,"LINESTRING (0.0928812 35.9264303, 0.0927673 35.9267529, 0.0927267 35.9268945, 0.0927226 35.9269669, 0.0927348 35.9270426)",2,,50,,
353944811,Rue Tahtati Othmane,secondary,False,True,131.849,,"LINESTRING (0.0928812 35.9264303, 0.0924971 35.9259948, 0.0922714 35.9257389, 0.0921169 35.9255677, 0.09206 35.9254525)",,,,,
108738367,Rue Benanteur Charef,secondary,False,False,34.405,,"LINESTRING (0.0939707 35.9246591, 0.0941049 35.9243694)",2,,50,,
108738367,Rue Benanteur Charef,secondary,False,True,7.96,,"LINESTRING (0.0939707 35.9246591, 0.0939383 35.9247257)",2,,50,,
313164044,نهج بن يحيى بلقاسم,primary,True,False,25.704,,"LINESTRING (0.0917681 35.9306151, 0.0919745 35.9304554)",,RN 23,,,
315150808,Avenue Benyahia Belkacem,primary,False,True,49.956,,"LINESTRING (0.0917681 35.9306151, 0.0913708 35.9309287)",,RN 23,,,
313164045,نهج بن يحيى بلقاسم,primary,False,True,91.604,,"LINESTRING (0.0955267 35.9276557, 0.0953921 35.9277651, 0.0948046 35.928236)",,RN 23,,,
170470262,Rue Meghalet Bendhiba,residential,False,True,44.962,,"LINESTRING (0.0948046 35.928236, 0.0951428 35.9285335)",,,,,
313164045,نهج بن يحيى بلقاسم,primary,False,True,25.484,,"LINESTRING (0.0948046 35.928236, 0.0945968 35.9283916)",,RN 23,,,
313164045,نهج بن يحيى بلقاسم,primary,False,False,91.604,,"LINESTRING (0.0948046 35.928236, 0.0953921 35.9277651, 0.0955267 35.9276557)",,RN 23,,,
170470262,Rue Meghalet Bendhiba,residential,False,False,44.962,,"LINESTRING (0.0951428 35.9285335, 0.0948046 35.928236)",,,,,
170470262,Rue Meghalet Bendhiba,residential,False,True,36.171,,"LINESTRING (0.0951428 35.9285335, 0.0954207 35.9287684)",,,,,
170470256,Rue Amara Boudali,residential,False,True,59.45399999999999,,"LINESTRING (0.0951428 35.9285335, 0.0949087 35.9286968, 0.0946997 35.9288393, 0.0946369 35.9288769)",,,,,
170470260,Rue Emeziane Kada,residential,False,True,40.334,,"LINESTRING (0.0943219 35.928619, 0.0946369 35.9288769)",,,,,
313164045,نهج بن يحيى بلقاسم,primary,False,False,35.384,,"LINESTRING (0.0943219 35.928619, 0.0945968 35.9283916)",,RN 23,,,
313164045,نهج بن يحيى بلقاسم,primary,False,True,27.881,,"LINESTRING (0.0943219 35.928619, 0.0941022 35.9287957)",,RN 23,,,
170470257,Rue Atrache Med Larbi,residential,False,True,59.853,,"LINESTRING (0.0954207 35.9287684, 0.0949827 35.9291733)",,,,,
170470262,Rue Meghalet Bendhiba,residential,False,False,36.171,,"LINESTRING (0.0954207 35.9287684, 0.0951428 35.9285335)",,,,,
170470260,Rue Emeziane Kada,residential,False,False,40.334,,"LINESTRING (0.0946369 35.9288769, 0.0943219 35.928619)",,,,,
170470256,Rue Amara Boudali,residential,False,False,59.454,,"LINESTRING (0.0946369 35.9288769, 0.0946997 35.9288393, 0.0949087 35.9286968, 0.0951428 35.9285335)",,,,,
170470256,Rue Amara Boudali,residential,False,True,117.747,,"LINESTRING (0.0946369 35.9288769, 0.0940083 35.9293729, 0.0937148 35.9296274)",,,,,
170470260,Rue Emeziane Kada,residential,False,True,45.34,,"LINESTRING (0.0946369 35.9288769, 0.0946491 35.928888, 0.0949827 35.9291733)",,,,,
170470257,Rue Atrache Med Larbi,residential,False,False,59.853,,"LINESTRING (0.0949827 35.9291733, 0.0954207 35.9287684)",,,,,
170470260,Rue Emeziane Kada,residential,False,True,36.898,,"LINESTRING (0.0949827 35.9291733, 0.0952644 35.9294143)",,,,,
170470260,Rue Emeziane Kada,residential,False,False,45.34,,"LINESTRING (0.0949827 35.9291733, 0.0946491 35.928888, 0.0946369 35.9288769)",,,,,
170470260,Rue Emeziane Kada,residential,False,False,36.898,,"LINESTRING (0.0952644 35.9294143, 0.0949827 35.9291733)",,,,,
313164045,نهج بن يحيى بلقاسم,primary,False,False,25.484,,"LINESTRING (0.0945968 35.9283916, 0.0948046 35.928236)",,RN 23,,,
313164045,نهج بن يحيى بلقاسم,primary,False,True,35.384,,"LINESTRING (0.0945968 35.9283916, 0.0943219 35.928619)",,RN 23,,,
178115517,Rue Chergui Abdelkader,residential,False,True,82.527,,"LINESTRING (0.0945968 35.9283916, 0.0943116 35.9280484, 0.0940641 35.9277881)",,,,,
178115516,,residential,False,True,55.455,,"LINESTRING (0.0933446 35.9269702, 0.0938488 35.9266838)",,,,,
178115517,Rue Chergui Abdelkader,residential,False,False,11.792,,"LINESTRING (0.0933446 35.9269702, 0.0934219 35.9270558)",,,,,
178115517,Rue Chergui Abdelkader,residential,False,True,73.11,,"LINESTRING (0.0933446 35.9269702, 0.0928812 35.9264303)",,,,,
188328641,Avenue Mohamed Khemisti,primary,False,False,24.298,,"LINESTRING (0.0886984 35.9291422, 0.088535 35.9289683)",2,RN 17,40,,
188328641,Avenue Mohamed Khemisti,primary,False,True,11.692,,"LINESTRING (0.0886984 35.9291422, 0.0887778 35.9292254)",2,RN 17,40,,
193336853,Rue SNP Ahmed Ibn Cheikh,residential,False,True,86.729,,"LINESTRING (0.0886984 35.9291422, 0.0879362 35.9296191)",,,,,
188328641,Avenue Mohamed Khemisti,primary,False,False,12.692,,"LINESTRING (0.084811 35.9246421, 0.0847757 35.9245316)",2,RN 17,40,,
188328641,Avenue Mohamed Khemisti,primary,False,True,17.751,,"LINESTRING (0.084811 35.9246421, 0.0848824 35.9247909)",2,RN 17,40,,
36438785,Avenue Ould Aissa,secondary,False,False,14.864,,"LINESTRING (0.0847904 35.9321977, 0.0848698 35.9323149)",,,,,
188329079,,residential,False,False,46.499,,"LINESTRING (0.0902026 35.9324672, 0.090184 35.9328851)",,,,,
188329079,,residential,False,True,41.673,,"LINESTRING (0.0902026 35.9324672, 0.09037 35.9321178)",,,,,
189335899,Rue Kerbadi Mansour,residential,False,False,45.171,,"LINESTRING (0.0902026 35.9324672, 0.0907034 35.9324915)",,,,,
189335899,Rue Kerbadi Mansour,residential,False,True,34.974,,"LINESTRING (0.0902026 35.9324672, 0.0898146 35.9324522)",,,,,
188329079,,residential,False,False,37.4,,"LINESTRING (0.0906692 35.931551, 0.0904984 35.9318576)",,,,,
189197348,Rue Cheikh Ibn Eddine,primary,True,False,31.649,,"LINESTRING (0.0906692 35.931551, 0.090345 35.931441)",2,RN 17,30,,
909802595,,residential,False,False,60.67,,"LINESTRING (0.0877669 35.9243428, 0.0877282 35.9248009, 0.0877035 35.924885)",,,,,
189197432,,residential,False,False,57.071,,"LINESTRING (0.088239 35.9243602, 0.0882483 35.9248734)",,,,,
189197326,Rue Belameche Mohamed,residential,False,False,28.048,,"LINESTRING (0.0925315 35.9244744, 0.0922313 35.9245417)",,,,,
189197421,,residential,False,True,36.433,,"LINESTRING (0.0851646 35.9244412, 0.0847757 35.9245316)",,,,,
189197361,Rue Madan Amour,residential,False,True,37.703,,"LINESTRING (0.0916331 35.9244287, 0.0912364 35.9245372)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,False,29.751,,"LINESTRING (0.0916331 35.9244287, 0.0917388 35.9246822)",,,,,
188328641,Avenue Mohamed Khemisti,primary,False,True,12.692,,"LINESTRING (0.0847757 35.9245316, 0.084811 35.9246421)",2,RN 17,40,,
189197421,,residential,False,False,36.433,,"LINESTRING (0.0847757 35.9245316, 0.0851646 35.9244412)",,,,,
189197361,Rue Madan Amour,residential,False,False,37.703,,"LINESTRING (0.0912364 35.9245372, 0.0916331 35.9244287)",,,,,
189197361,Rue Madan Amour,residential,False,True,10.241,,"LINESTRING (0.0912364 35.9245372, 0.0911287 35.9245668)",,,,,
189197390,,residential,False,False,30.492,,"LINESTRING (0.0912364 35.9245372, 0.0913501 35.9247955)",,,,,
189197326,Rue Belameche Mohamed,residential,False,False,47.018,,"LINESTRING (0.0922313 35.9245417, 0.0917388 35.9246822)",,,,,
189197326,Rue Belameche Mohamed,residential,False,True,28.048,,"LINESTRING (0.0922313 35.9245417, 0.0925315 35.9244744)",,,,,
189197384,,residential,False,True,30.563,,"LINESTRING (0.0922313 35.9245417, 0.0923381 35.9248026)",,,,,
189197361,Rue Madan Amour,residential,False,False,10.241,,"LINESTRING (0.0911287 35.9245668, 0.0912364 35.9245372)",,,,,
189197361,Rue Madan Amour,residential,False,True,26.745,,"LINESTRING (0.0911287 35.9245668, 0.0908474 35.924644)",,,,,
189197447,,residential,False,False,21.742,,"LINESTRING (0.0857093 35.9246091, 0.0859507 35.9246135)",,,,,
189197447,,residential,False,True,42.875,,"LINESTRING (0.0857093 35.9246091, 0.0852484 35.9247059)",,,,,
189197447,,residential,False,True,21.742,,"LINESTRING (0.0859507 35.9246135, 0.0857093 35.9246091)",,,,,
189197355,Rue Kedroussi mohamed,residential,False,False,33.084,,"LINESTRING (0.0908474 35.924644, 0.09083 35.9249412)",,,,,
189197361,Rue Madan Amour,residential,False,False,26.745,,"LINESTRING (0.0908474 35.924644, 0.0911287 35.9245668)",,,,,
189197326,Rue Belameche Mohamed,residential,False,False,37.199,,"LINESTRING (0.0917388 35.9246822, 0.0913501 35.9247955)",,,,,
189197326,Rue Belameche Mohamed,residential,False,True,47.018,,"LINESTRING (0.0917388 35.9246822, 0.0922313 35.9245417)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,False,31.247,,"LINESTRING (0.0917388 35.9246822, 0.0918485 35.9249488)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,True,29.751,,"LINESTRING (0.0917388 35.9246822, 0.0916331 35.9244287)",,,,,
189197447,,residential,False,False,42.875,,"LINESTRING (0.0852484 35.9247059, 0.0857093 35.9246091)",,,,,
189197447,,residential,False,True,34.285,,"LINESTRING (0.0852484 35.9247059, 0.0848824 35.9247909)",,,,,
189197472,,residential,False,False,161.782,,"LINESTRING (0.0852484 35.9247059, 0.0854357 35.9250957, 0.0856235 35.9252781, 0.0858541 35.9254736, 0.0860902 35.9256256, 0.0863906 35.9257733)",,,,,
189197353,Rue Guerraoui Mohamed,residential,False,False,22.248,,"LINESTRING (0.0896972 35.9247168, 0.0896902 35.9249168)",,,,,
189197419,,residential,False,False,58.272,,"LINESTRING (0.0896972 35.9247168, 0.0903434 35.9247451)",,,,,
189197376,Rue Toumi Med et Fils,residential,False,False,21.441,,"LINESTRING (0.0925644 35.9247426, 0.0923381 35.9248026)",,,,,
189197379,Rue ayache Brahim,residential,False,False,22.17,,"LINESTRING (0.0903434 35.9247451, 0.090333 35.9249443)",,,,,
189197419,,residential,False,True,58.272,,"LINESTRING (0.0903434 35.9247451, 0.0896972 35.9247168)",,,,,
188328641,Avenue Mohamed Khemisti,primary,False,False,17.751,,"LINESTRING (0.0848824 35.9247909, 0.084811 35.9246421)",2,RN 17,40,,
189197447,,residential,False,False,34.285,,"LINESTRING (0.0848824 35.9247909, 0.0852484 35.9247059)",,,,,
188328641,Avenue Mohamed Khemisti,primary,False,True,126.259,,"LINESTRING (0.0848824 35.9247909, 0.0850436 35.925088, 0.085649 35.925734)",2,RN 17,40,,
189197376,Rue Toumi Med et Fils,residential,False,False,46.988,,"LINESTRING (0.0923381 35.9248026, 0.0918485 35.9249488)",,,,,
189197376,Rue Toumi Med et Fils,residential,False,True,21.441,,"LINESTRING (0.0923381 35.9248026, 0.0925644 35.9247426)",,,,,
189197384,,residential,False,False,30.563,,"LINESTRING (0.0923381 35.9248026, 0.0922313 35.9245417)",,,,,
189197384,,residential,False,True,28.103,,"LINESTRING (0.0923381 35.9248026, 0.0924363 35.9250425)",,,,,
189197460,,residential,False,False,49.073,,"LINESTRING (0.0877035 35.924885, 0.0882483 35.9248734)",,,,,
909802596,,residential,False,True,75.488,,"LINESTRING (0.0877035 35.924885, 0.0882332 35.9254112)",,,,,
909802595,,residential,False,True,60.67,,"LINESTRING (0.0877035 35.924885, 0.0877282 35.9248009, 0.0877669 35.9243428)",,,,,
189197432,,residential,False,False,44.386,,"LINESTRING (0.0882483 35.9248734, 0.088239 35.9252725)",,,,,
189197432,,residential,False,True,57.071,,"LINESTRING (0.0882483 35.9248734, 0.088239 35.9243602)",,,,,
189197460,,residential,False,False,43.551,,"LINESTRING (0.0882483 35.9248734, 0.0887315 35.9248906)",,,,,
189197460,,residential,False,True,49.073,,"LINESTRING (0.0882483 35.9248734, 0.0877035 35.924885)",,,,,
189197343,Rue Boudja Amar,residential,False,False,44.438,,"LINESTRING (0.0887315 35.9248906, 0.0887111 35.9252899)",,,,,
189197460,,residential,False,False,43.732,,"LINESTRING (0.0887315 35.9248906, 0.0892167 35.924908)",,,,,
189197460,,residential,False,True,43.551,,"LINESTRING (0.0887315 35.9248906, 0.0882483 35.9248734)",,,,,
189197351,Rue Emeziane Abdelkader,residential,False,False,44.001,,"LINESTRING (0.0892167 35.924908, 0.0891974 35.9253034)",,,,,
189197460,,residential,False,False,42.647,,"LINESTRING (0.0892167 35.924908, 0.0896902 35.9249168)",,,,,
189197460,,residential,False,True,43.732,,"LINESTRING (0.0892167 35.924908, 0.0887315 35.9248906)",,,,,
189197353,Rue Guerraoui Mohamed,residential,False,False,23.539,,"LINESTRING (0.0896902 35.9249168, 0.0896827 35.9251284)",,,,,
189197353,Rue Guerraoui Mohamed,residential,False,True,22.248,,"LINESTRING (0.0896902 35.9249168, 0.0896972 35.9247168)",,,,,
189197460,,residential,False,True,42.647,,"LINESTRING (0.0896902 35.9249168, 0.0892167 35.924908)",,,,,
189197376,Rue Toumi Med et Fils,residential,False,False,36.635,,"LINESTRING (0.0918485 35.9249488, 0.0914573 35.9250393)",,,,,
189197376,Rue Toumi Med et Fils,residential,False,True,46.988,,"LINESTRING (0.0918485 35.9249488, 0.0923381 35.9248026)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,False,26.981,,"LINESTRING (0.0918485 35.9249488, 0.0919421 35.9251793)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,True,31.247,,"LINESTRING (0.0918485 35.9249488, 0.0917388 35.9246822)",,,,,
189197326,Rue Belameche Mohamed,residential,False,True,49.555,,"LINESTRING (0.09083 35.9249412, 0.0913501 35.9247955)",,,,,
189197355,Rue Kedroussi mohamed,residential,False,False,28.765,,"LINESTRING (0.09083 35.9249412, 0.0908148 35.9251996)",,,,,
189197355,Rue Kedroussi mohamed,residential,False,True,33.084,,"LINESTRING (0.09083 35.9249412, 0.0908474 35.924644)",,,,,
189197400,,residential,False,True,44.753,,"LINESTRING (0.09083 35.9249412, 0.090333 35.9249443)",,,,,
189197379,Rue ayache Brahim,residential,False,False,22.515,,"LINESTRING (0.090333 35.9249443, 0.0903224 35.9251466)",,,,,
189197379,Rue ayache Brahim,residential,False,True,22.17,,"LINESTRING (0.090333 35.9249443, 0.0903434 35.9247451)",,,,,
189197400,,residential,False,False,44.753,,"LINESTRING (0.090333 35.9249443, 0.09083 35.9249412)",,,,,
189197384,,residential,False,False,28.103,,"LINESTRING (0.0924363 35.9250425, 0.0923381 35.9248026)",,,,,
189197402,,residential,False,True,47.028,,"LINESTRING (0.0924363 35.9250425, 0.0919421 35.9251793)",,,,,
"[189197384, 189197410]",,residential,False,True,74.465,,"LINESTRING (0.0924363 35.9250425, 0.0925158 35.9252878, 0.0925064 35.9253154, 0.092476 35.9253319, 0.09206 35.9254525)",,,,,
189197353,Rue Guerraoui Mohamed,residential,False,False,20.935,,"LINESTRING (0.0896827 35.9251284, 0.0896761 35.9253166)",,,,,
189197353,Rue Guerraoui Mohamed,residential,False,True,23.539,,"LINESTRING (0.0896827 35.9251284, 0.0896902 35.9249168)",,,,,
189197389,,residential,False,False,57.637,,"LINESTRING (0.0896827 35.9251284, 0.0903224 35.9251466)",,,,,
189197379,Rue ayache Brahim,residential,False,False,48.903,,"LINESTRING (0.0903224 35.9251466, 0.0902995 35.925586)",,,,,
189197379,Rue ayache Brahim,residential,False,True,22.515,,"LINESTRING (0.0903224 35.9251466, 0.090333 35.9249443)",,,,,
189197389,,residential,False,True,57.637,,"LINESTRING (0.0903224 35.9251466, 0.0896827 35.9251284)",,,,,
189197402,,residential,False,False,47.028,,"LINESTRING (0.0919421 35.9251793, 0.0924363 35.9250425)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,False,32.18,,"LINESTRING (0.0919421 35.9251793, 0.09206 35.9254525)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,True,26.981,,"LINESTRING (0.0919421 35.9251793, 0.0918485 35.9249488)",,,,,
189197355,Rue Kedroussi mohamed,residential,False,False,44.027,,"LINESTRING (0.0908148 35.9251996, 0.0907916 35.9255951)",,,,,
189197355,Rue Kedroussi mohamed,residential,False,True,28.765,,"LINESTRING (0.0908148 35.9251996, 0.09083 35.9249412)",,,,,
189197376,Rue Toumi Med et Fils,residential,False,True,60.537,,"LINESTRING (0.0908148 35.9251996, 0.0914573 35.9250393)",,,,,
189197363,Rue Moussa Abdallah,residential,False,False,42.554,,"LINESTRING (0.088239 35.9252725, 0.0887111 35.9252899)",,,,,
189197425,,residential,False,True,15.432,,"LINESTRING (0.088239 35.9252725, 0.0882332 35.9254112)",,,,,
189197432,,residential,False,True,44.386,,"LINESTRING (0.088239 35.9252725, 0.0882483 35.9248734)",,,,,
189197343,Rue Boudja Amar,residential,False,True,44.438,,"LINESTRING (0.0887111 35.9252899, 0.0887315 35.9248906)",,,,,
189197363,Rue Moussa Abdallah,residential,False,False,43.814,,"LINESTRING (0.0887111 35.9252899, 0.0891974 35.9253034)",,,,,
189197363,Rue Moussa Abdallah,residential,False,True,42.554,,"LINESTRING (0.0887111 35.9252899, 0.088239 35.9252725)",,,,,
189197390,,residential,False,True,29.747,,"LINESTRING (0.0915682 35.9252913, 0.0914573 35.9250393)",,,,,
189197353,Rue Guerraoui Mohamed,residential,False,False,28.945,,"LINESTRING (0.0896761 35.9253166, 0.089667 35.9255768)",,,,,
189197353,Rue Guerraoui Mohamed,residential,False,True,20.935,,"LINESTRING (0.0896761 35.9253166, 0.0896827 35.9251284)",,,,,
189197363,Rue Moussa Abdallah,residential,False,True,43.129,,"LINESTRING (0.0896761 35.9253166, 0.0891974 35.9253034)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,True,32.18,,"LINESTRING (0.09206 35.9254525, 0.0919421 35.9251793)",,,,,
"[189197384, 189197410]",,residential,False,False,74.465,,"LINESTRING (0.09206 35.9254525, 0.092476 35.9253319, 0.0925064 35.9253154, 0.0925158 35.9252878, 0.0924363 35.9250425)",,,,,
353944811,Rue Tahtati Othmane,secondary,False,False,131.849,,"LINESTRING (0.09206 35.9254525, 0.0921169 35.9255677, 0.0922714 35.9257389, 0.0924971 35.9259948, 0.0928812 35.9264303)",,,,,
108738367,Rue Benanteur Charef,secondary,False,False,90.133,,"LINESTRING (0.0934951 35.9254525, 0.0939383 35.9247257)",2,,50,,
108738367,Rue Benanteur Charef,secondary,False,True,24.238,,"LINESTRING (0.0934951 35.9254525, 0.0933731 35.9256468)",2,,50,,
189197323,Rue Amour Ahmed,residential,False,False,129.459,,"LINESTRING (0.0934951 35.9254525, 0.0943407 35.9263941)",,,,,
189197353,Rue Guerraoui Mohamed,residential,False,True,28.945,,"LINESTRING (0.089667 35.9255768, 0.0896761 35.9253166)",,,,,
189197438,,residential,False,False,56.962,,"LINESTRING (0.089667 35.9255768, 0.0902995 35.925586)",,,,,
"[189197353, 189197366]","['Rue Ouafi Madani', 'Rue Guerraoui Mohamed']",residential,False,False,56.629000000000005,,"LINESTRING (0.089667 35.9255768, 0.0896594 35.9256386, 0.0896607 35.9256575, 0.0896701 35.9256744, 0.0899736 35.9260022)",,,,,
189197379,Rue ayache Brahim,residential,False,True,48.903,,"LINESTRING (0.0902995 35.925586, 0.0903224 35.9251466)",,,,,
189197438,,residential,False,False,44.322,,"LINESTRING (0.0902995 35.925586, 0.0907916 35.9255951)",,,,,
189197438,,residential,False,True,56.962,,"LINESTRING (0.0902995 35.925586, 0.089667 35.9255768)",,,,,
189197379,Rue ayache Brahim,residential,False,False,71.923,,"LINESTRING (0.0902995 35.925586, 0.0902882 35.9258024, 0.0901782 35.9262233)",,,,,
189197355,Rue Kedroussi mohamed,residential,False,True,44.027,,"LINESTRING (0.0907916 35.9255951, 0.0908148 35.9251996)",,,,,
189197438,,residential,False,True,44.322,,"LINESTRING (0.0907916 35.9255951, 0.0902995 35.925586)",,,,,
189197355,Rue Kedroussi mohamed,residential,False,False,118.505,,"LINESTRING (0.0907916 35.9255951, 0.0907638 35.9260697, 0.090522 35.9266269)",,,,,
108738367,Rue Benanteur Charef,secondary,False,False,24.238,,"LINESTRING (0.0933731 35.9256468, 0.0934951 35.9254525)",2,,50,,
108738367,Rue Benanteur Charef,secondary,False,True,37.826,,"LINESTRING (0.0933731 35.9256468, 0.0931739 35.9259463)",2,,50,,
189197414,,residential,False,False,91.062,,"LINESTRING (0.0933731 35.9256468, 0.092794 35.9253958, 0.0927671 35.9253705, 0.0927429 35.9251176)",,,,,
188328641,Avenue Mohamed Khemisti,primary,False,True,25.691,,"LINESTRING (0.085649 35.925734, 0.0858214 35.9259181)",2,RN 17,40,,
189197368,Rue Rezgui Amar,residential,False,True,118.025,,"LINESTRING (0.085649 35.925734, 0.0845941 35.926364)",,,,,
188328641,Avenue Mohamed Khemisti,primary,False,False,126.259,,"LINESTRING (0.085649 35.925734, 0.0850436 35.925088, 0.0848824 35.9247909)",2,RN 17,40,,
189197396,,residential,False,True,50.604,,"LINESTRING (0.0863906 35.9257733, 0.0859583 35.9260641)",,,,,
189197472,,residential,False,False,58.337,,"LINESTRING (0.0863906 35.9257733, 0.0869646 35.9260166)",,,,,
