osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,ref,tunnel
4845803,True,2,Bay Street North,secondary,50,False,101.99,"LINESTRING (-79.8737289 43.2579826, -79.8736687 43.2580877, -79.8735505 43.2584462, -79.8735101 43.2585477, -79.8734363 43.2587306, -79.8734324 43.2587387, -79.8733813 43.258863)",,,
311356207,True,4,King Street West,primary,50,False,169.82699999999997,"LINESTRING (-79.8737289 43.2579826, -79.8738033 43.2580021, -79.8738722 43.2580201, -79.8747404 43.2582574, -79.8747942 43.2582722, -79.8750053 43.2583302, -79.8751758 43.2583766, -79.8753403 43.2584213, -79.8755697 43.2584854, -79.8756051 43.2584953, -79.8756921 43.2585196)",14,8,
"[248502242, 248502246]",True,"['2', '3']",Bay Street North,secondary,50,False,132.526,"LINESTRING (-79.8733813 43.258863, -79.8730656 43.2595983, -79.8730285 43.2596922, -79.8729793 43.2598168, -79.8729126 43.2600047)",,,
509699126,False,2,Market Street,residential,,False,166.323,"LINESTRING (-79.8733813 43.258863, -79.8734438 43.2588797, -79.8735418 43.2589059, -79.8738157 43.2589821, -79.8744682 43.2591625, -79.8745874 43.2591955, -79.8746259 43.2592062, -79.8749272 43.2592888, -79.8752099 43.2593692, -79.8753017 43.2593934)",,,
913340112,True,3,Queen Street North,secondary,50,False,9.551,"LINESTRING (-79.8783614 43.2602596, -79.8783956 43.2601774)",,,
428782357,False,,Market Street,residential,,True,123.292,"LINESTRING (-79.8783614 43.2602596, -79.8782895 43.2602395, -79.8782609 43.2602308, -79.8770414 43.2598818, -79.8770194 43.2598755, -79.8769444 43.259854)",,,
4873570,False,1,George Street,residential,,False,169.55200000000002,"LINESTRING (-79.8760765 43.257643, -79.8759742 43.2576157, -79.8754933 43.2574873, -79.8742774 43.2571426, -79.8741976 43.2571294, -79.8741161 43.2571095)",,,
"[374039600, 374039601, 5173998]",False,3,Caroline Street South,tertiary,40,True,102.33200000000001,"LINESTRING (-79.8760765 43.257643, -79.8760141 43.2577791, -79.8759459 43.2579279, -79.875894 43.2580412, -79.8758783 43.2580771, -79.8758431 43.2581577, -79.8758303 43.2581889, -79.8757507 43.2583795, -79.8757296 43.2584299, -79.8757196 43.2584537, -79.8756921 43.2585196)",,,
"[833555664, 374039602]",False,3,Caroline Street South,tertiary,40,False,75.72800000000001,"LINESTRING (-79.8760765 43.257643, -79.876177 43.2573996, -79.876284 43.2571405, -79.8763055 43.2570906, -79.876348 43.2569913)",,,
5115463,False,2,Hughson Street South,unclassified,,True,85.62,"LINESTRING (-79.8687384 43.2541656, -79.8687621 43.25411, -79.8689236 43.2537303, -79.8690182 43.2535079, -79.8690513 43.2534301)",,,
9666756,False,2,Jackson Street East,tertiary,40,True,112.47300000000001,"LINESTRING (-79.8687384 43.2541656, -79.8688005 43.2541803, -79.8690505 43.2542396, -79.869332 43.2543064, -79.8695492 43.254358, -79.8696795 43.2543889, -79.8699354 43.2544496, -79.8700589 43.2544789)",,,
147487238,False,2,Hughson Street South,unclassified,,False,102.926,"LINESTRING (-79.8687384 43.2541656, -79.8687185 43.2542187, -79.8685589 43.2545897, -79.8685003 43.2547262, -79.868449 43.2548454, -79.8683799 43.2549612, -79.8683402 43.2550439)",,,
147487243,False,2,Jackson Street East,tertiary,40,False,112.291,"LINESTRING (-79.8687384 43.2541656, -79.8686631 43.2541474, -79.8685521 43.2541206, -79.8683914 43.2540819, -79.8680782 43.2540063, -79.867799 43.2539389, -79.8677674 43.2539313, -79.8675481 43.2538784, -79.8674222 43.253848)",,,
1015690542,True,2,Hughson Street North,tertiary,40,False,99.009,"LINESTRING (-79.8673838 43.257191, -79.8673589 43.2572457, -79.8672289 43.2575427, -79.8670314 43.2579915, -79.8670119 43.2580392)",,,
"[465283616, 691109723]",True,2,Rebecca Street,unclassified,,False,112.65999999999998,"LINESTRING (-79.8670119 43.2580392, -79.8670653 43.2580592, -79.8673012 43.2581424, -79.867511 43.2582164, -79.8676793 43.2582703, -79.8678494 43.2583247, -79.8678837 43.2583357, -79.8681455 43.2584129, -79.8681765 43.258422, -79.8682828 43.2584498)",,,
5174009,False,2,Market Street,residential,,True,142.54399999999998,"LINESTRING (-79.8769444 43.259854, -79.8768744 43.2598344, -79.8768345 43.2598232, -79.876718 43.2597914, -79.8764611 43.2597183, -79.8763221 43.2596793, -79.876314 43.259677, -79.8762528 43.2596599, -79.8754017 43.2594225, -79.8753763 43.2594154, -79.8753017 43.2593934)",,,
428782357,False,,Market Street,residential,,False,123.292,"LINESTRING (-79.8769444 43.259854, -79.8770194 43.2598755, -79.8770414 43.2598818, -79.8782609 43.2602308, -79.8782895 43.2602395, -79.8783614 43.2602596)",,,
374039599,False,2,Caroline Street South,residential,40,False,42.951,"LINESTRING (-79.8767455 43.2561095, -79.8769045 43.255741)",,,
5173986,False,2,Jackson Street West,tertiary,40,False,167.727,"LINESTRING (-79.8767455 43.2561095, -79.8761811 43.2559743, -79.8757715 43.255876, -79.8749163 43.2556689, -79.8748851 43.2556613, -79.8748382 43.25565, -79.8747792 43.2556357)",,,
5173986,False,2,Jackson Street West,tertiary,40,True,142.269,"LINESTRING (-79.8767455 43.2561095, -79.8769728 43.2561649, -79.8770923 43.2561936, -79.8773084 43.2562454, -79.8775154 43.2562951, -79.877595 43.2563142, -79.877857 43.2563737, -79.8784179 43.2565011)",,,
374039603,False,2,Caroline Street South,unclassified,40,True,103.2,"LINESTRING (-79.8767455 43.2561095, -79.8766706 43.2562753, -79.8765502 43.2565419, -79.8763919 43.2568922, -79.8763834 43.2569111, -79.876348 43.2569913)",,,
"[861241779, 11031175]",False,2,Bold Street,residential,"['40', '30']",False,172.979,"LINESTRING (-79.8775493 43.2543312, -79.8774663 43.2543108, -79.8767929 43.2541455, -79.8761531 43.2539884, -79.8760171 43.2539554, -79.8756623 43.2538694, -79.8756382 43.2538534, -79.8755981 43.2538271, -79.875555 43.2537981)",,,
374039599,False,2,Caroline Street South,residential,40,False,123.066,"LINESTRING (-79.8775493 43.2543312, -79.8775741 43.2542705, -79.8777641 43.2538063, -79.8779939 43.2532729)",,,
374039599,False,2,Caroline Street South,residential,40,True,101.702,"LINESTRING (-79.8775493 43.2543312, -79.8775245 43.2543862, -79.8771822 43.2551455, -79.8771734 43.2551651, -79.8771576 43.2552002)",,,
11033326,False,2,Duke Street,residential,40,True,171.40300000000002,"LINESTRING (-79.8779939 43.2532729, -79.8778878 43.2532474, -79.8774342 43.2531379, -79.8768996 43.2530089, -79.8765979 43.2529438, -79.8765045 43.2529218, -79.8760931 43.2528259, -79.8760261 43.2528172, -79.8759761 43.2528106)",,,
374039599,False,2,Caroline Street South,residential,40,False,106.88499999999999,"LINESTRING (-79.8779939 43.2532729, -79.8781833 43.2528196, -79.8783852 43.2523549)",,,
374039599,False,2,Caroline Street South,residential,40,True,123.066,"LINESTRING (-79.8779939 43.2532729, -79.8777641 43.2538063, -79.8775741 43.2542705, -79.8775493 43.2543312)",,,
11033394,True,1,Robinson Street,residential,40,False,172.03599999999997,"LINESTRING (-79.8783852 43.2523549, -79.8778974 43.2522407, -79.8769803 43.2520221, -79.8768424 43.2519892, -79.8765069 43.251909, -79.8764793 43.2519025, -79.8764203 43.2518884, -79.8763656 43.2518754)",,,
374039599,False,2,Caroline Street South,residential,40,True,106.88499999999999,"LINESTRING (-79.8783852 43.2523549, -79.8781833 43.2528196, -79.8779939 43.2532729)",,,
"[311356206, 465318766]",True,5,King Street West,primary,50,False,153.996,"LINESTRING (-79.8719452 43.2575025, -79.8725017 43.2576529, -79.8730619 43.2578038, -79.8732089 43.257844, -79.8733642 43.2578859, -79.8736079 43.2579507, -79.8736394 43.2579591, -79.8737289 43.2579826)",17,8,
10619141,False,2,MacNab Street South,unclassified,40,True,91.31700000000001,"LINESTRING (-79.8715835 43.2548416, -79.8716078 43.2547854, -79.8717981 43.2543283, -79.8718876 43.2541287, -79.871895 43.2541121, -79.8719194 43.2540577)",,,
54778029,False,2,Jackson Street West,unclassified,40,False,127.87699999999998,"LINESTRING (-79.8715835 43.2548416, -79.8716584 43.2548613, -79.8718655 43.2549146, -79.8719254 43.25493, -79.8723414 43.2550372, -79.8725088 43.2550803, -79.8725272 43.2550849, -79.8725466 43.2550889, -79.872565 43.2550921, -79.8725845 43.2550952, -79.8727015 43.2551002, -79.8727722 43.2551029, -79.8729794 43.2551107, -79.8731027 43.2551154)",,,
54778030,False,2,Jackson Street West,unclassified,40,True,129.89499999999998,"LINESTRING (-79.8715835 43.2548416, -79.8715101 43.2548254, -79.8713667 43.2547913, -79.8710479 43.2547172, -79.870999 43.2547059, -79.8708441 43.2546699, -79.8706611 43.2546247, -79.8701705 43.2545072, -79.8700589 43.2544789)",,,
"[506147616, 374039604]",False,2,MacNab Street South,unclassified,40,False,103.69400000000002,"LINESTRING (-79.8715835 43.2548416, -79.8715568 43.2549035, -79.871383 43.2552982, -79.8712503 43.255609, -79.8712417 43.2556345, -79.8712069 43.2557327)",,,
9666903,False,2,Wesanford Place,residential,,False,74.771,"LINESTRING (-79.8769045 43.255741, -79.8760243 43.255538)",,,
374039599,False,2,Caroline Street South,residential,40,True,42.951,"LINESTRING (-79.8769045 43.255741, -79.8767455 43.2561095)",,,
374039599,False,2,Caroline Street South,residential,40,False,63.532000000000004,"LINESTRING (-79.8769045 43.255741, -79.8771297 43.2552598, -79.8771576 43.2552002)",,,
9666903,False,2,Wesanford Place,residential,,True,74.771,"LINESTRING (-79.8760243 43.255538, -79.8769045 43.255741)",,,
10066181,False,2,Vine Street,residential,40,False,132.42700000000002,"LINESTRING (-79.8692572 43.2601534, -79.8687761 43.2600407, -79.8686482 43.2600109, -79.8686104 43.260002, -79.8684529 43.2599652, -79.8683899 43.2599505, -79.8683139 43.2599328, -79.8682374 43.2599149, -79.8678264 43.2598189, -79.8677001 43.2597894)",,,
10066181,False,2,Vine Street,residential,40,True,136.218,"LINESTRING (-79.8692572 43.2601534, -79.8694723 43.2602034, -79.8698734 43.260297, -79.8703301 43.2604037, -79.8708591 43.2605273)",,,
10066252,False,2,MacNab Street North,unclassified,,True,117.28699999999999,"LINESTRING (-79.8692572 43.2601534, -79.8694854 43.2596177, -79.8696318 43.2592606, -79.8696371 43.2592276, -79.8696512 43.2591402)",,,
"[149507931, 833555663]",True,4,Main Street West,primary,50,False,166.93300000000002,"LINESTRING (-79.876348 43.2569913, -79.876271 43.2569722, -79.8755865 43.256802, -79.8753811 43.256751, -79.8753051 43.2567321, -79.8748934 43.2566298, -79.874568 43.2565502, -79.8745165 43.2565376, -79.8744635 43.2565245, -79.8743964 43.256508)",15,8,
"[833555664, 374039602]",False,3,Caroline Street South,tertiary,40,True,75.72800000000001,"LINESTRING (-79.876348 43.2569913, -79.8763055 43.2570906, -79.876284 43.2571405, -79.876177 43.2573996, -79.8760765 43.257643)",,,
374039603,False,2,Caroline Street South,unclassified,40,False,103.2,"LINESTRING (-79.876348 43.2569913, -79.8763834 43.2569111, -79.8763919 43.2568922, -79.8765502 43.2565419, -79.8766706 43.2562753, -79.8767455 43.2561095)",,,
32971816,False,4,James Street South,secondary,50,False,104.12899999999999,"LINESTRING (-79.8696629 43.2553698, -79.8697038 43.2552753, -79.8697157 43.2552477, -79.8698748 43.2548993, -79.8700329 43.2545363, -79.8700589 43.2544789)",14,,
"[316267752, 149507929]",True,4,Main Street East,primary,50,False,113.082,"LINESTRING (-79.8696629 43.2553698, -79.8695385 43.2553397, -79.8690857 43.2552273, -79.868798 43.2551565, -79.8684214 43.2550639, -79.8683402 43.2550439)",15,8,
"[1037270377, 11302161, 1050023085, 147487249]",False,4,James Street South,secondary,50,True,154.56500000000003,"LINESTRING (-79.8696629 43.2553698, -79.8696271 43.2554532, -79.8696139 43.2554839, -79.8694698 43.2558224, -79.8693234 43.2561515, -79.8693105 43.2561858, -79.8692495 43.2563015, -79.8692221 43.2563605, -79.8691888 43.2564154, -79.8691269 43.2565577, -79.8691063 43.2566051, -79.8690697 43.2566904)","['14', '12']",,
"[147487252, 317589405]",False,"['4', '3']",John Street South,secondary,50,True,103.02699999999999,"LINESTRING (-79.867038 43.2547311, -79.8670659 43.2546505, -79.8671862 43.2543765, -79.8673955 43.2539077, -79.8674222 43.253848)",,,
"[24206659, 277053205]",True,1,Hughson Street South,tertiary,"['40', '50']",False,142.954,"LINESTRING (-79.8683402 43.2550439, -79.8682992 43.2551333, -79.8682161 43.2553372, -79.8681445 43.2555091, -79.8679553 43.255922, -79.867922 43.2559853, -79.8678906 43.2560368, -79.8678268 43.2561837, -79.8677912 43.2562652)",,,
147487238,False,2,Hughson Street South,unclassified,,True,102.926,"LINESTRING (-79.8683402 43.2550439, -79.8683799 43.2549612, -79.868449 43.2548454, -79.8685003 43.2547262, -79.8685589 43.2545897, -79.8687185 43.2542187, -79.8687384 43.2541656)",,,
"[149507928, 1088053280]",True,4,Main Street East,primary,50,False,111.04700000000001,"LINESTRING (-79.8683402 43.2550439, -79.8682633 43.2550254, -79.8679706 43.2549549, -79.8674606 43.2548318, -79.8671599 43.2547592, -79.867038 43.2547311)",,8,
465283612,False,2,Augusta Street,unclassified,,True,108.58099999999999,"LINESTRING (-79.8710399 43.2521959, -79.8709393 43.2521729, -79.8709128 43.2521669, -79.870747 43.2521237, -79.8705427 43.2520733, -79.8703918 43.2520358, -79.8697684 43.2518864)",,,
1017290209,False,4,James Street South,secondary,50,True,49.729,"LINESTRING (-79.8710399 43.2521959, -79.870883 43.2525417, -79.8708742 43.2525626, -79.8708497 43.2526211)",12,,
1017290210,False,4,James Street South,secondary,50,False,61.376000000000005,"LINESTRING (-79.8710399 43.2521959, -79.8711985 43.2518167, -79.8712643 43.2516687)",12,,
277052745,False,4,John Street South,secondary,50,False,22.086,"LINESTRING (-79.8680712 43.2522284, -79.8680434 43.2523048, -79.8680014 43.2524204)",12,,
"[26739569, 165929277, 476919375]",False,2,"['Haymarket Street', 'Hughson Street South']","['unclassified', 'residential']",40,True,190.86899999999997,"LINESTRING (-79.8680712 43.2522284, -79.8682143 43.252262, -79.8684873 43.2523261, -79.8689983 43.2524462, -79.8692987 43.2525168, -79.8693588 43.2525247, -79.8694132 43.2525217, -79.8694474 43.2525061, -79.86947 43.2524774, -79.8695107 43.2523882, -79.869547 43.2523086, -79.8696522 43.2520778, -79.869715 43.2519667, -79.8697684 43.2518864)",,,
37722669,False,4,James Street North,secondary,50,True,69.774,"LINESTRING (-79.8679611 43.2591914, -79.867914 43.2592971, -79.8679031 43.2593223, -79.8678637 43.2594128, -79.8677796 43.2596064, -79.8677001 43.2597894)",,,
373848101,False,4,James Street North,secondary,50,False,86.47999999999999,"LINESTRING (-79.8679611 43.2591914, -79.8680177 43.25906, -79.8680335 43.2590236, -79.868243 43.25854, -79.8682533 43.2585163, -79.8682828 43.2584498)",,,
"[90191923, 373848116, 1050942391, 1050942392, 1050942393]",False,"['4', '5']",York Boulevard,secondary,50,True,138.227,"LINESTRING (-79.8679611 43.2591914, -79.8681022 43.2591767, -79.8681767 43.2591679, -79.8683912 43.2591425, -79.8686062 43.2591185, -79.8687255 43.259106, -79.8688566 43.2590945, -79.8689862 43.2590874, -79.8691041 43.2590858, -79.8692668 43.2590933, -79.869527 43.259116, -79.8696512 43.2591402)",,,
"[1025718888, 476922251, 476922252, 147487254]",True,4,King Street East,primary,50,False,113.82,"LINESTRING (-79.8677912 43.2562652, -79.8678801 43.2562945, -79.8686374 43.2565468, -79.8689053 43.2566361, -79.8689543 43.2566524, -79.8690697 43.2566904)",,8,
10066181,False,2,Vine Street,residential,40,True,132.427,"LINESTRING (-79.8677001 43.2597894, -79.8678264 43.2598189, -79.8682374 43.2599149, -79.8683139 43.2599328, -79.8683899 43.2599505, -79.8684529 43.2599652, -79.8686104 43.260002, -79.8686482 43.2600109, -79.8687761 43.2600407, -79.8692572 43.2601534)",,,
37722669,False,4,James Street North,secondary,50,False,69.774,"LINESTRING (-79.8677001 43.2597894, -79.8677796 43.2596064, -79.8678637 43.2594128, -79.8679031 43.2593223, -79.867914 43.2592971, -79.8679611 43.2591914)",,,
10619064,True,2,Hunter Street West,tertiary,40,False,131.401,"LINESTRING (-79.8704055 43.2536375, -79.8705293 43.2536541, -79.8705941 43.2536699, -79.870935 43.2537704, -79.8710539 43.2538054, -79.8714067 43.2539078, -79.8718252 43.254032, -79.8719194 43.2540577)",,,
"[147487248, 32971814]",False,4,James Street South,secondary,50,False,118.66899999999998,"LINESTRING (-79.8704055 43.2536375, -79.8704181 43.2535877, -79.8704293 43.2535599, -79.8704506 43.2535072, -79.8706088 43.2531488, -79.8706422 43.2530731, -79.8706651 43.2530218, -79.8706843 43.2529789, -79.8707486 43.2528351, -79.8708168 43.2526997, -79.8708271 43.252675, -79.8708497 43.2526211)",12,,
"[147487250, 1050023084]",False,4,James Street South,secondary,50,True,97.779,"LINESTRING (-79.8704055 43.2536375, -79.8703899 43.2537123, -79.8703791 43.2537398, -79.8703239 43.2538802, -79.8702851 43.2539698, -79.8702289 43.2540967, -79.870087 43.2544167, -79.8700589 43.2544789)","['15', '14']",,
10619141,False,2,MacNab Street South,unclassified,40,False,91.31700000000001,"LINESTRING (-79.8719194 43.2540577, -79.871895 43.2541121, -79.8718876 43.2541287, -79.8717981 43.2543283, -79.8716078 43.2547854, -79.8715835 43.2548416)",,,
"[147487242, 835904071]",True,2,Hunter Street West,tertiary,40,False,137.666,"LINESTRING (-79.8719194 43.2540577, -79.8732278 43.2543714, -79.8732856 43.2543814, -79.8733538 43.2543932, -79.873546 43.2544053)",,,
5115463,False,2,Hughson Street South,unclassified,,False,85.62,"LINESTRING (-79.8690513 43.2534301, -79.8690182 43.2535079, -79.8689236 43.2537303, -79.8687621 43.25411, -79.8687384 43.2541656)",,,
"[147487240, 221052392]",True,"['2', '3']",Hunter Street East,tertiary,40,False,112.152,"LINESTRING (-79.8690513 43.2534301, -79.8691189 43.2534441, -79.8692302 43.2534672, -79.8693183 43.2534832, -79.8695444 43.2535235, -79.8698078 43.2535606, -79.8698472 43.2535662, -79.8700908 43.2535972, -79.8702585 43.2536181, -79.870285 43.2536214, -79.8704055 43.2536375)",,,
"[27369880, 317589479]",False,4,John Street South,secondary,50,False,99.511,"LINESTRING (-79.8678033 43.2529972, -79.867767 43.2530782, -79.8677554 43.2531041, -79.8676929 43.2532437, -79.8676152 43.2534172, -79.8674883 43.2537006, -79.867447 43.2537927, -79.8674222 43.253848)",,,
27370146,True,2,Hunter Street East,tertiary,40,False,112.13499999999999,"LINESTRING (-79.8678033 43.2529972, -79.8679054 43.2530273, -79.8682347 43.2531582, -79.8683099 43.2531879, -79.8685067 43.2532666, -79.8687134 43.2533325, -79.8688099 43.2533633, -79.8689894 43.253413, -79.8690513 43.2534301)",,,
"[765296428, 765296430, 32971815]",True,2,John Street South,secondary,50,False,67.724,"LINESTRING (-79.8678033 43.2529972, -79.8678512 43.252945, -79.8678814 43.252912, -79.8678922 43.2528881, -79.8680062 43.2525686, -79.8680247 43.2525116, -79.8680014 43.2524204)",5,,yes
23733831,True,1,MacNab Street South,unclassified,,False,163.262,"LINESTRING (-79.8712069 43.2557327, -79.8711914 43.2558421, -79.8711916 43.2559, -79.8711143 43.2560735, -79.8709648 43.2564094, -79.8706866 43.2570276, -79.8706763 43.2570504, -79.8706377 43.2571362)",,,
"[506147616, 374039604]",False,2,MacNab Street South,unclassified,40,True,103.694,"LINESTRING (-79.8712069 43.2557327, -79.8712417 43.2556345, -79.8712503 43.255609, -79.871383 43.2552982, -79.8715568 43.2549035, -79.8715835 43.2548416)",,,
"[465318768, 1088053281, 404613198, 465316815]",True,"['4', '5']",Main Street West,primary,50,False,131.435,"LINESTRING (-79.8712069 43.2557327, -79.8711399 43.255719, -79.8710899 43.2557097, -79.8710205 43.2556969, -79.8709376 43.2556815, -79.8706125 43.2556027, -79.869829 43.2554108, -79.8697827 43.2553994, -79.8696629 43.2553698)",15,8,
"[10619209, 1003287577, 476406495]",True,1,Summers Lane,unclassified,,False,168.20799999999997,"LINESTRING (-79.8725776 43.2560655, -79.872537 43.2561583, -79.8725199 43.2561975, -79.8724164 43.2563873, -79.872001 43.257308, -79.8720013 43.2573742, -79.8719875 43.2574066, -79.8719452 43.2575025)",,,yes
465285043,True,5,Main Street West,primary,50,False,117.04699999999998,"LINESTRING (-79.8725776 43.2560655, -79.872515 43.2560491, -79.8722622 43.2559868, -79.8716769 43.2558426, -79.8714089 43.2557766, -79.8713605 43.255764, -79.8713059 43.2557498, -79.8712069 43.2557327)",15,8,
"[913340112, 1038825145]",True,3,Queen Street North,secondary,50,False,93.46399999999998,"LINESTRING (-79.8783956 43.2601774, -79.8785321 43.2598372, -79.8785544 43.2597876, -79.8786927 43.2594801, -79.8787032 43.2594567, -79.8787367 43.2593745)",,,
"[1068801960, 10815393, 1068801958, 1068801959]",True,1,Hess Street South,unclassified,40,False,102.265,"LINESTRING (-79.8777121 43.2581101, -79.8776952 43.2581433, -79.8776469 43.2582239, -79.8774513 43.2586932, -79.8774133 43.2587842, -79.8774025 43.2588127, -79.8773771 43.2588794, -79.8773648 43.2589118, -79.8773408 43.2589882)",,,
"[1068801948, 1068801949, 1068801950]",True,1,George Street,residential,,False,142.27200000000002,"LINESTRING (-79.8777121 43.2581101, -79.8776559 43.2580934, -79.8772299 43.2579719, -79.8767999 43.2578493, -79.8762209 43.2576841, -79.8761759 43.2576713, -79.8760765 43.257643)",,,
10815393,True,1,Hess Street South,unclassified,40,False,82.40499999999999,"LINESTRING (-79.8780286 43.2574091, -79.8780052 43.2574993, -79.8778835 43.2577924, -79.8777916 43.2580035, -79.8777461 43.2580732, -79.8777377 43.2580824, -79.8777121 43.2581101)",,,
"[405403866, 833555666]",True,4,Main Street West,primary,50,False,143.80900000000003,"LINESTRING (-79.8780286 43.2574091, -79.8779341 43.2573861, -79.8778128 43.2573559, -79.8776122 43.2573058, -79.8771952 43.2572017, -79.8771392 43.2571877, -79.8767571 43.2570924, -79.8764691 43.2570213, -79.8764306 43.2570118, -79.876348 43.2569913)","['16', '15']",8,
"[374039600, 374039601, 5173998]",False,3,Caroline Street South,tertiary,40,False,102.33200000000001,"LINESTRING (-79.8756921 43.2585196, -79.8757196 43.2584537, -79.8757296 43.2584299, -79.8757507 43.2583795, -79.8758303 43.2581889, -79.8758431 43.2581577, -79.8758783 43.2580771, -79.875894 43.2580412, -79.8759459 43.2579279, -79.8760141 43.2577791, -79.8760765 43.257643)",,,
"[392700045, 1051093110]",True,4,King Street West,primary,50,False,143.32,"LINESTRING (-79.8756921 43.2585196, -79.8757655 43.2585401, -79.8760263 43.2586151, -79.8762255 43.2586718, -79.876589 43.2587753, -79.8770091 43.258895, -79.8772215 43.2589555, -79.8772593 43.2589663, -79.8773408 43.2589882)","['13', '14']",8,
