osmid,oneway,highway,maxspeed,reversed,length,lanes,name,geometry,junction,bridge,width
1179913679,True,secondary,,False,42.368,,,"LINESTRING (50.001732 37.257129, 50.0016804 37.2567502)",,,
1179913677,True,secondary,,False,34.786,,,"LINESTRING (50.0019775 37.2563549, 50.0019019 37.2566619)",,,
1179913681,False,secondary,,True,16.04,,انبارسر - لاهیجان,"LINESTRING (50.0019775 37.2563549, 50.0020121 37.2562133)",,,
254385442,False,residential,,False,16.691,,گلستان,"LINESTRING (50.0041313 37.2533824, 50.0041656 37.25353)",,,
254385442,False,residential,,True,132.36599999999999,,گلستان,"LINESTRING (50.0041313 37.2533824, 50.0038092 37.2525199, 50.0037354 37.2522353)",,,
949659511,True,secondary,85,False,219.98199999999997,,لاهیجان - رودبنه,"LINESTRING (50.0036671 37.2522286, 50.0032422 37.2526855, 50.0030958 37.2528818, 50.0030126 37.2530318, 50.0029101 37.2533395, 50.0027233 37.2540228)",,,
997627105,True,secondary,30,False,9.762,,,"LINESTRING (50.0036671 37.2522286, 50.0036361 37.252213, 50.0036124 37.2521905, 50.0035983 37.2521635)",roundabout,,
254385442,False,residential,,True,30.282,,گلستان,"LINESTRING (50.0046573 37.2548993, 50.0045547 37.2546395)",,,
254385442,False,residential,,False,104.914,,گلستان,"LINESTRING (50.0046573 37.2548993, 50.0047186 37.2549648, 50.0048157 37.2550519, 50.0048511 37.2550997, 50.0048481 37.2552002, 50.0048249 37.2553829, 50.0048024 37.2556674, 50.0047863 37.2557874)",,,
254385445,False,residential,,True,91.399,,,"LINESTRING (50.0046573 37.2548993, 50.0046197 37.2549871, 50.0045384 37.2552468, 50.0044133 37.2556975)",,,
270566633,False,residential,,False,123.406,,جاده رودبنه,"LINESTRING (50.0046573 37.2548993, 50.0048474 37.2548459, 50.0049699 37.2548152, 50.0051147 37.2548324, 50.0055214 37.2549722, 50.0059653 37.2551065)",,,
748912325,True,secondary,50,False,32.893,2,بلوار حشمت,"LINESTRING (50.0044133 37.2556975, 50.0047682 37.2557853)",,,
254385445,False,residential,,False,91.399,,,"LINESTRING (50.0044133 37.2556975, 50.0045384 37.2552468, 50.0046197 37.2549871, 50.0046573 37.2548993)",,,
254007581,False,tertiary,85,True,78.7,,,"LINESTRING (50.0034289 37.2513737, 50.0035841 37.2518683, 50.0036535 37.2520584)",,,
270566073,False,residential,,False,20.525,,,"LINESTRING (50.0027233 37.2540228, 50.0029501 37.2540613)",,,
949659511,True,secondary,85,False,99.264,,لاهیجان - رودبنه,"LINESTRING (50.0027233 37.2540228, 50.0025835 37.2545339, 50.0024826 37.2548947)",,,
270566073,False,residential,,True,20.525,,,"LINESTRING (50.0029501 37.2540613, 50.0027233 37.2540228)",,,
270566073,False,residential,,False,123.798,,,"LINESTRING (50.0029501 37.2540613, 50.0033814 37.2538259, 50.0036156 37.2537351, 50.003782 37.2536321, 50.0041656 37.25353)",,,
270566075,False,residential,,False,158.82399999999998,,شهید سید جعفر میری‌نژاد,"LINESTRING (50.0029501 37.2540613, 50.0031627 37.2541717, 50.0034616 37.2542207, 50.0036958 37.2542625, 50.0039399 37.2543138, 50.0041115 37.2543757, 50.0043234 37.2544867, 50.0044441 37.2545593, 50.0045547 37.2546395)",,,
254385442,False,residential,,True,16.691,,گلستان,"LINESTRING (50.0041656 37.25353, 50.0041313 37.2533824)",,,
254385442,False,residential,,False,128.166,,گلستان,"LINESTRING (50.0041656 37.25353, 50.0041867 37.2536207, 50.004325 37.2540349, 50.0044752 37.2544535, 50.0045547 37.2546395)",,,
270566073,False,residential,,True,123.798,,,"LINESTRING (50.0041656 37.25353, 50.003782 37.2536321, 50.0036156 37.2537351, 50.0033814 37.2538259, 50.0029501 37.2540613)",,,
270566633,False,residential,,True,94.83200000000001,,جاده رودبنه,"LINESTRING (50.0069572 37.2553474, 50.0068186 37.2553792, 50.0066337 37.2553547, 50.0063317 37.2552174, 50.0059653 37.2551065)",,,
748912362,False,residential,,False,116.559,,,"LINESTRING (50.0069572 37.2553474, 50.0070405 37.2558103, 50.0077111 37.2560388)",,,
233785328,True,secondary,50,False,28.58,2,بلوار حشمت,"LINESTRING (50.0092284 37.256923, 50.0095363 37.2570005)",,,
831327601,False,secondary,30,True,26.388,,انبارسر - لاهیجان,"LINESTRING (50.0022 37.2556212, 50.0022944 37.2553961)",,,
"[831327601, 1179913681, 233785295]",False,secondary,30,False,67.94300000000001,,انبارسر - لاهیجان,"LINESTRING (50.0022 37.2556212, 50.0021573 37.2557509, 50.0020683 37.2560299, 50.0020172 37.2561789, 50.0020121 37.2562133)",,yes,
292269428,False,residential,,True,15.864,,بوستان,"LINESTRING (50.0062149 37.2575175, 50.0062391 37.2574549, 50.0062861 37.2573874)",,,
521516057,False,residential,,False,408.73199999999997,,,"LINESTRING (50.0062149 37.2575175, 50.0056871 37.2572054, 50.0051512 37.2569178, 50.0044783 37.2566004, 50.0039923 37.2564318, 50.0031858 37.2563001, 50.0020121 37.2562133)",,,
1179913681,False,secondary,,False,16.04,,انبارسر - لاهیجان,"LINESTRING (50.0020121 37.2562133, 50.0019775 37.2563549)",,,
521516057,False,residential,,True,408.73199999999997,,,"LINESTRING (50.0020121 37.2562133, 50.0031858 37.2563001, 50.0039923 37.2564318, 50.0044783 37.2566004, 50.0051512 37.2569178, 50.0056871 37.2572054, 50.0062149 37.2575175)",,,
"[831327601, 1179913681, 233785295]",False,secondary,30,True,67.94300000000001,,انبارسر - لاهیجان,"LINESTRING (50.0020121 37.2562133, 50.0020172 37.2561789, 50.0020683 37.2560299, 50.0021573 37.2557509, 50.0022 37.2556212)",,yes,
292269428,False,residential,,False,15.864,,بوستان,"LINESTRING (50.0062861 37.2573874, 50.0062391 37.2574549, 50.0062149 37.2575175)",,,
"[292269427, 292269428, 292269429]",False,residential,,True,118.643,,بوستان,"LINESTRING (50.0062861 37.2573874, 50.0063519 37.2572927, 50.0065026 37.2570885, 50.0065626 37.2569834, 50.0068854 37.256434)",,yes,3
521516058,False,residential,30,False,181.159,2,,"LINESTRING (50.0062861 37.2573874, 50.0067858 37.2575459, 50.0072848 37.2576841, 50.0078869 37.2579129, 50.0081618 37.2580328)",,,
233785328,True,secondary,50,False,197.272,2,بلوار حشمت,"LINESTRING (50.0048026 37.2557938, 50.0069221 37.2563429)",,,
748912324,True,secondary,,False,12.992999999999999,,میدان شهدا,"LINESTRING (50.0048026 37.2557938, 50.0048063 37.255796, 50.0048097 37.2557984, 50.0048128 37.2558011, 50.0048157 37.2558039, 50.0048183 37.2558069, 50.0048206 37.2558101, 50.0048226 37.2558134, 50.0048243 37.2558168, 50.0048256 37.2558203, 50.0048266 37.2558238, 50.0048272 37.2558275, 50.0048274 37.2558311, 50.0048273 37.2558348, 50.0048268 37.2558384, 50.004826 37.255842, 50.0048248 37.2558455, 50.0048233 37.2558489, 50.0048215 37.2558523, 50.0048193 37.2558555, 50.0048168 37.2558586, 50.004814 37.2558615, 50.0048109 37.2558642, 50.0048076 37.2558667, 50.0048041 37.255869, 50.0048003 37.2558711, 50.0047963 37.2558729, 50.0047922 37.2558745, 50.0047879 37.2558758, 50.0047835 37.2558768, 50.004779 37.2558776, 50.0047745 37.2558781, 50.0047699 37.2558783)",roundabout,,
748912324,True,secondary,,False,3.2479999999999998,,میدان شهدا,"LINESTRING (50.0047699 37.2558783, 50.0047653 37.2558782, 50.0047607 37.2558778, 50.0047562 37.2558772, 50.0047518 37.2558762, 50.0047475 37.255875, 50.0047433 37.2558735, 50.0047392 37.2558718, 50.0047354 37.2558698)",roundabout,,
254385442,False,residential,,True,104.91399999999999,,گلستان,"LINESTRING (50.0047863 37.2557874, 50.0048024 37.2556674, 50.0048249 37.2553829, 50.0048481 37.2552002, 50.0048511 37.2550997, 50.0048157 37.2550519, 50.0047186 37.2549648, 50.0046573 37.2548993)",,,
748912324,True,secondary,,False,1.614,,میدان شهدا,"LINESTRING (50.0047863 37.2557874, 50.0047906 37.2557886, 50.0047948 37.2557901, 50.0047988 37.2557918, 50.0048026 37.2557938)",roundabout,,
748912361,False,residential,,True,54.238,,,"LINESTRING (50.0080544 37.2556481, 50.0077674 37.2558915, 50.0077111 37.2560388)",,,
233785328,True,secondary,50,False,45.268,2,بلوار حشمت,"LINESTRING (50.007574 37.2565069, 50.0080617 37.2566296)",,,
748912361,False,residential,,False,53.446,,,"LINESTRING (50.007574 37.2565069, 50.0077111 37.2560388)",,,
748912361,False,residential,,True,53.446,,,"LINESTRING (50.0077111 37.2560388, 50.007574 37.2565069)",,,
748912361,False,residential,,False,54.238,,,"LINESTRING (50.0077111 37.2560388, 50.0077674 37.2558915, 50.0080544 37.2556481)",,,
748912362,False,residential,,True,116.559,,,"LINESTRING (50.0077111 37.2560388, 50.0070405 37.2558103, 50.0069572 37.2553474)",,,
748912363,False,residential,,True,66.703,,کوچه بهار,"LINESTRING (50.0057048 37.2556694, 50.0059653 37.2551065)",,,
748912363,False,residential,,False,66.703,,کوچه بهار,"LINESTRING (50.0059653 37.2551065, 50.0057048 37.2556694)",,,
270566633,False,residential,,False,94.83200000000001,,جاده رودبنه,"LINESTRING (50.0059653 37.2551065, 50.0063317 37.2552174, 50.0066337 37.2553547, 50.0068186 37.2553792, 50.0069572 37.2553474)",,,
270566633,False,residential,,True,123.406,,جاده رودبنه,"LINESTRING (50.0059653 37.2551065, 50.0055214 37.2549722, 50.0051147 37.2548324, 50.0049699 37.2548152, 50.0048474 37.2548459, 50.0046573 37.2548993)",,,
254385442,False,residential,,False,30.282,,گلستان,"LINESTRING (50.0045547 37.2546395, 50.0046573 37.2548993)",,,
254385442,False,residential,,True,128.166,,گلستان,"LINESTRING (50.0045547 37.2546395, 50.0044752 37.2544535, 50.004325 37.2540349, 50.0041867 37.2536207, 50.0041656 37.25353)",,,
270566075,False,residential,,True,158.824,,شهید سید جعفر میری‌نژاد,"LINESTRING (50.0045547 37.2546395, 50.0044441 37.2545593, 50.0043234 37.2544867, 50.0041115 37.2543757, 50.0039399 37.2543138, 50.0036958 37.2542625, 50.0034616 37.2542207, 50.0031627 37.2541717, 50.0029501 37.2540613)",,,
831327606,True,secondary,30,False,34.445,,لاهیجان - رودبنه,"LINESTRING (50.0024826 37.2548947, 50.0024085 37.2551988)",,,
831327599,True,secondary_link,30,False,11.998999999999999,,,"LINESTRING (50.0024826 37.2548947, 50.0024668 37.2549073, 50.0024549 37.2549121, 50.0024412 37.2549142, 50.0024269 37.2549137, 50.0024137 37.2549102, 50.0024031 37.2549058, 50.002395 37.2548985, 50.0023898 37.2548896, 50.002384 37.2548734)",,,
949659512,True,secondary,85,False,325.711,,رودبنه - لاهیجان,"LINESTRING (50.002384 37.2548734, 50.0024618 37.2545128, 50.0025214 37.2542949, 50.002789 37.2533163, 50.0028612 37.2530998, 50.0028948 37.2529989, 50.002985 37.2528363, 50.0031387 37.2526301, 50.0035983 37.2521635)",,,
831327598,True,secondary,,False,7.882,,لاهیجان - رودبنه,"LINESTRING (50.0023227 37.2551798, 50.0024085 37.2551988)",,,
831327600,True,secondary,30,False,34.499,,رودبنه - لاهیجان,"LINESTRING (50.0023227 37.2551798, 50.002384 37.2548734)",,,
831327601,False,secondary,30,False,26.388,,انبارسر - لاهیجان,"LINESTRING (50.0022944 37.2553961, 50.0022 37.2556212)",,,
831327602,True,secondary,30,False,13.745,,,"LINESTRING (50.0022944 37.2553961, 50.0022968 37.2552725)",,,
831327603,True,secondary,30,False,13.736,,,"LINESTRING (50.0023795 37.2552928, 50.0022944 37.2553961)",,,
831327605,True,secondary,50,False,7.66,2,بلوار حشمت,"LINESTRING (50.0023795 37.2552928, 50.0022968 37.2552725)",,,
997627105,True,secondary,30,False,10.747,,,"LINESTRING (50.0037318 37.2520457, 50.0037611 37.252052, 50.0037875 37.2520639, 50.0038094 37.2520807, 50.0038252 37.2521013)",roundabout,,
997627105,True,secondary,30,False,19.383,,,"LINESTRING (50.0038252 37.2521013, 50.0038357 37.2521352, 50.0038302 37.2521698, 50.0038096 37.2522005, 50.0037765 37.2522234, 50.0037354 37.2522353)",roundabout,,
997627105,True,secondary,30,False,13.506,,,"LINESTRING (50.0035983 37.2521635, 50.0035952 37.2521332, 50.0036042 37.2521037, 50.0036243 37.2520779, 50.0036535 37.2520584)",roundabout,,
254007581,False,tertiary,85,False,78.7,,,"LINESTRING (50.0036535 37.2520584, 50.0035841 37.2518683, 50.0034289 37.2513737)",,,
997627105,True,secondary,30,False,7.176,,,"LINESTRING (50.0036535 37.2520584, 50.0036913 37.2520467, 50.0037318 37.2520457)",roundabout,,
254385442,False,residential,,False,132.36599999999999,,گلستان,"LINESTRING (50.0037354 37.2522353, 50.0038092 37.2525199, 50.0041313 37.2533824)",,,
997627105,True,secondary,30,False,6.1579999999999995,,,"LINESTRING (50.0037354 37.2522353, 50.0037007 37.252236, 50.0036671 37.2522286)",roundabout,,
233785328,True,secondary,50,False,108.288,2,بلوار حشمت,"LINESTRING (50.0080617 37.2566296, 50.0092284 37.256923)",,,
1132133596,False,unclassified,,False,119.609,,,"LINESTRING (50.0080617 37.2566296, 50.008195 37.2563483, 50.0085127 37.2562138, 50.0088033 37.2557834)",,,
1132133596,False,unclassified,,True,119.60900000000001,,,"LINESTRING (50.0088033 37.2557834, 50.0085127 37.2562138, 50.008195 37.2563483, 50.0080617 37.2566296)",,,
521516058,False,residential,30,True,181.159,2,,"LINESTRING (50.0081618 37.2580328, 50.0078869 37.2579129, 50.0072848 37.2576841, 50.0067858 37.2575459, 50.0062861 37.2573874)",,,
1179913678,True,secondary,,False,28.192,,,"LINESTRING (50.0017934 37.2565618, 50.0019775 37.2563549)",,,
1179913676,True,secondary,,False,15.756000000000002,,,"LINESTRING (50.0017934 37.2565618, 50.001835 37.2565744, 50.0018693 37.2565971, 50.0018924 37.2566273, 50.0019019 37.2566619)",roundabout,,
1179913676,True,secondary,,False,11.828,,,"LINESTRING (50.0016703 37.256592, 50.0017063 37.2565711, 50.0017489 37.2565607, 50.0017934 37.2565618)",roundabout,,
1179913676,True,secondary,,False,15.75,,,"LINESTRING (50.0016513 37.2567233, 50.0016348 37.2566904, 50.0016325 37.2566551, 50.0016448 37.256621, 50.0016703 37.256592)",roundabout,,
1179913676,True,secondary,,False,3.947,,,"LINESTRING (50.0016804 37.2567502, 50.0016513 37.2567233)",roundabout,,
1179913680,True,secondary,,False,42.869,,,"LINESTRING (50.0018465 37.2567544, 50.001732 37.257129)",,,
1179913676,True,secondary,,False,15.764,,,"LINESTRING (50.0018465 37.2567544, 50.0018066 37.2567703, 50.0017625 37.256775, 50.0017189 37.256768, 50.0016804 37.2567502)",roundabout,,
1179913676,True,secondary,,False,11.818999999999999,,,"LINESTRING (50.0019019 37.2566619, 50.0018968 37.2566971, 50.0018776 37.2567291, 50.0018465 37.2567544)",roundabout,,
