osmid,ref,name,highway,oneway,reversed,length,junction,geometry,tunnel
"[1188313101, 1188313102, 1188313103]",,,residential,False,False,101.848,,"LINESTRING (47.7945358 37.3937732, 47.7941913 37.3937533, 47.7937444 37.3936977, 47.7933935 37.3936543)",yes
397448224,,شهید باهنر,tertiary,False,True,75.303,,"LINESTRING (47.7932559 37.3975943, 47.7940671 37.3978024)",
413736974,32,زنجان - میانه,primary,False,False,56.781,,"LINESTRING (47.7932559 37.3975943, 47.7932292 37.3981045)",
413736974,32,زنجان - میانه,primary,False,True,43.94,,"LINESTRING (47.7932559 37.3975943, 47.7932971 37.3972005)",
450238475,,,residential,False,False,58.444,,"LINESTRING (47.7947368 37.399538, 47.7949392 37.3990376)",
450238475,,,residential,False,False,45.625,,"LINESTRING (47.7951286 37.3985437, 47.7952501 37.3981449)",
819759775,,,residential,False,True,108.455,,"LINESTRING (47.7951286 37.3985437, 47.7939638 37.3982354)",
450238475,,,residential,False,True,57.464,,"LINESTRING (47.7951286 37.3985437, 47.7950409 37.3988104, 47.7949392 37.3990376)",
"[819759754, 819759775]",,,residential,False,False,200.637,,"LINESTRING (47.7951286 37.3985437, 47.7959167 37.3990402, 47.795621 37.3993432, 47.7949392 37.3990376)",
397448224,,شهید باهنر,tertiary,False,True,20.209,,"LINESTRING (47.7952984 37.3978242, 47.7954948 37.397731)",
450238475,,,residential,False,True,35.915,,"LINESTRING (47.7952984 37.3978242, 47.7952501 37.3981449)",
397448224,,شهید باهنر,tertiary,False,False,114.41199999999999,,"LINESTRING (47.7952984 37.3978242, 47.7949439 37.3979538, 47.7947903 37.3979614, 47.7944542 37.3979004, 47.7940671 37.3978024)",
450238476,,سردار رفیع غفاری,residential,False,True,21.253,,"LINESTRING (47.7995915 37.3960068, 47.7993595 37.3960574)",
450238477,,ورزش,residential,False,False,18.404,,"LINESTRING (47.793587 37.3958341, 47.793381 37.3958094)",
413736974,32,زنجان - میانه,primary,False,False,154.123,,"LINESTRING (47.793587 37.3958341, 47.7934864 37.3962202, 47.7932971 37.3972005)",
413736974,32,زنجان - میانه,primary,False,True,206.72799999999998,,"LINESTRING (47.793587 37.3958341, 47.7938129 37.3949667, 47.7939609 37.3943981, 47.7940326 37.3940095)",
450238477,,ورزش,residential,False,True,216.075,,"LINESTRING (47.7896559 37.3955044, 47.7903346 37.3956025, 47.7908916 37.3956407, 47.7920862 37.3957013)",
669534509,,,residential,False,True,237.70999999999998,,"LINESTRING (47.7896559 37.3955044, 47.7896665 37.3955571, 47.7898623 37.3958427, 47.790085 37.3960004, 47.7902432 37.3960344, 47.7919781 37.3962291)",
450238477,,ورزش,residential,False,False,45.606,,"LINESTRING (47.7926014 37.3957275, 47.7920862 37.3957013)",
669534508,,,residential,False,False,63.19,,"LINESTRING (47.7926014 37.3957275, 47.7925664 37.3962951)",
450238477,,ورزش,residential,False,True,69.512,,"LINESTRING (47.7926014 37.3957275, 47.7927689 37.395736, 47.793381 37.3958094)",
413736974,32,زنجان - میانه,primary,False,False,43.94,,"LINESTRING (47.7932971 37.3972005, 47.7932559 37.3975943)",
669534508,,,residential,False,True,12.059,,"LINESTRING (47.7932971 37.3972005, 47.793163 37.3971802)",
413736974,32,زنجان - میانه,primary,False,True,154.123,,"LINESTRING (47.7932971 37.3972005, 47.7934864 37.3962202, 47.793587 37.3958341)",
669534508,,,residential,False,True,63.19,,"LINESTRING (47.7925664 37.3962951, 47.7926014 37.3957275)",
669534509,,,residential,False,False,52.486,,"LINESTRING (47.7925664 37.3962951, 47.7919781 37.3962291)",
669534508,,,residential,False,False,145.71800000000002,,"LINESTRING (47.7925664 37.3962951, 47.7925177 37.3970828, 47.793163 37.3971802)",
787864214,,,residential,False,True,13.601,,"LINESTRING (47.7993619 37.3959351, 47.7993595 37.3960574)",
787864205,,,residential,False,True,193.627,,"LINESTRING (47.7993619 37.3959351, 47.7991533 37.3958837, 47.7981636 37.3959114, 47.7972951 37.3955454)",
787864214,,,residential,False,False,108.851,,"LINESTRING (47.7993619 37.3959351, 47.7993679 37.3956344, 47.7991748 37.3949738)",
397448223,,شهید رجایی,tertiary,False,False,47.465,,"LINESTRING (47.7972951 37.3955454, 47.7970122 37.3951825)",
397448223,,شهید رجایی,tertiary,False,True,25.556,,"LINESTRING (47.7972951 37.3955454, 47.7974474 37.3957408)",
787864205,,,residential,False,False,193.627,,"LINESTRING (47.7972951 37.3955454, 47.7981636 37.3959114, 47.7991533 37.3958837, 47.7993619 37.3959351)",
787864206,,,residential,False,True,49.383,,"LINESTRING (47.7983594 37.3941193, 47.7985257 37.3936953)",
787864206,,,residential,False,False,123.076,,"LINESTRING (47.7983594 37.3941193, 47.7987027 37.3943005, 47.7989629 37.394554, 47.7991748 37.3949738)",
839070155,,,residential,False,False,51.407,,"LINESTRING (47.7983594 37.3941193, 47.7980158 37.3941334, 47.7977881 37.3940788)",
787864207,,,residential,False,True,33.109,,"LINESTRING (47.7988958 37.3936484, 47.7985257 37.3936953)",
787864206,,,residential,False,False,49.383,,"LINESTRING (47.7985257 37.3936953, 47.7983594 37.3941193)",
787864207,,,residential,False,False,33.109,,"LINESTRING (47.7985257 37.3936953, 47.7988958 37.3936484)",
787864207,,,residential,False,True,134.551,,"LINESTRING (47.7985257 37.3936953, 47.7983084 37.3936377, 47.7982521 37.3934268, 47.7979141 37.3932158, 47.7978176 37.3932073, 47.7973536 37.3933458)",
819759768,,,residential,False,True,43.62,,"LINESTRING (47.7973536 37.3933458, 47.7972656 37.3929598)",
787864207,,,residential,False,False,134.55100000000002,,"LINESTRING (47.7973536 37.3933458, 47.7978176 37.3932073, 47.7979141 37.3932158, 47.7982521 37.3934268, 47.7983084 37.3936377, 47.7985257 37.3936953)",
787864207,,,residential,False,True,28.867,,"LINESTRING (47.7973536 37.3933458, 47.7973214 37.3934033, 47.7973402 37.3935994)",
787864208,,,residential,False,True,51.591,,"LINESTRING (47.7969146 37.3938059, 47.7970129 37.3941278, 47.7970961 37.3942429)",
787864209,,شهید فتحی,residential,False,False,90.999,,"LINESTRING (47.7969146 37.3938059, 47.7966723 37.3938785, 47.7963424 37.3939531, 47.7960254 37.3941817)",
787864209,,شهید فتحی,residential,False,True,44.555,,"LINESTRING (47.7969146 37.3938059, 47.7970988 37.3937507, 47.7973402 37.3935994)",
397448223,,شهید رجایی,tertiary,False,False,15.844,,"LINESTRING (47.7966178 37.3947025, 47.7965158 37.3945853)",
1118303772,,,residential,False,False,66.311,,"LINESTRING (47.7966178 37.3947025, 47.7970961 37.3942429)",
397448223,,شهید رجایی,tertiary,False,True,63.760000000000005,,"LINESTRING (47.7966178 37.3947025, 47.7968116 37.3949251, 47.7970122 37.3951825)",
1118303772,,,residential,False,False,55.168,,"LINESTRING (47.7970961 37.3942429, 47.7976945 37.394101)",
1118303772,,,residential,False,True,66.311,,"LINESTRING (47.7970961 37.3942429, 47.7966178 37.3947025)",
787864208,,,residential,False,False,51.591,,"LINESTRING (47.7970961 37.3942429, 47.7970129 37.3941278, 47.7969146 37.3938059)",
1118303772,,,residential,False,True,8.629,,"LINESTRING (47.7977881 37.3940788, 47.7976945 37.394101)",
839070155,,,residential,False,True,51.407,,"LINESTRING (47.7977881 37.3940788, 47.7980158 37.3941334, 47.7983594 37.3941193)",
1177493475,,شهید سعیدی,residential,False,False,87.65599999999999,,"LINESTRING (47.7977881 37.3940788, 47.7978149 37.3938785, 47.7976701 37.3935759, 47.7973402 37.3935994)",
397448223,,شهید رجایی,tertiary,False,False,79.359,,"LINESTRING (47.7960254 37.3941817, 47.7959906 37.3941546, 47.7956017 37.3939181, 47.7952608 37.3938266)",
397448223,,شهید رجایی,tertiary,False,True,62.519000000000005,,"LINESTRING (47.7960254 37.3941817, 47.7964563 37.394517, 47.7965158 37.3945853)",
787864209,,شهید فتحی,residential,False,True,90.999,,"LINESTRING (47.7960254 37.3941817, 47.7963424 37.3939531, 47.7966723 37.3938785, 47.7969146 37.3938059)",
787864207,,,residential,False,False,28.867,,"LINESTRING (47.7973402 37.3935994, 47.7973214 37.3934033, 47.7973536 37.3933458)",
787864209,,شهید فتحی,residential,False,False,44.555,,"LINESTRING (47.7973402 37.3935994, 47.7970988 37.3937507, 47.7969146 37.3938059)",
1177493475,,شهید سعیدی,residential,False,True,87.65599999999999,,"LINESTRING (47.7973402 37.3935994, 47.7976701 37.3935759, 47.7978149 37.3938785, 47.7977881 37.3940788)",
450238476,,سردار رفیع غفاری,residential,False,False,21.253,,"LINESTRING (47.7993595 37.3960574, 47.7995915 37.3960068)",
450238476,,سردار رفیع غفاری,residential,False,True,124.102,,"LINESTRING (47.7993595 37.3960574, 47.7980047 37.3963526)",
787864214,,,residential,False,False,13.601,,"LINESTRING (47.7993595 37.3960574, 47.7993619 37.3959351)",
819759762,,,residential,False,True,158.102,,"LINESTRING (47.7993595 37.3960574, 47.7995533 37.3965597, 47.7997016 37.3974484)",
787864206,,,residential,False,True,123.076,,"LINESTRING (47.7991748 37.3949738, 47.7989629 37.394554, 47.7987027 37.3943005, 47.7983594 37.3941193)",
787864214,,,residential,False,False,68.37899999999999,,"LINESTRING (47.7991748 37.3949738, 47.7987376 37.3951038, 47.7985659 37.3949014)",
787864214,,,residential,False,True,108.851,,"LINESTRING (47.7991748 37.3949738, 47.7993679 37.3956344, 47.7993619 37.3959351)",
787864214,,,residential,False,False,146.56,,"LINESTRING (47.7985659 37.3949014, 47.7982306 37.3951081, 47.7974448 37.3952231, 47.7970122 37.3951825)",
787864214,,,residential,False,True,68.37899999999999,,"LINESTRING (47.7985659 37.3949014, 47.7987376 37.3951038, 47.7991748 37.3949738)",
839720804,,,residential,False,False,146.53300000000002,,"LINESTRING (47.7985659 37.3949014, 47.7981341 37.3943942, 47.797882 37.3945349, 47.7977371 37.3942621, 47.7976945 37.394101)",
397448224,,شهید باهنر,tertiary,False,False,8.687,,"LINESTRING (47.7955824 37.3976955, 47.7954948 37.397731)",
397448224,,شهید باهنر,tertiary,False,True,21.203,,"LINESTRING (47.7955824 37.3976955, 47.7957963 37.397609)",
787864210,,,residential,False,True,140.326,,"LINESTRING (47.7955824 37.3976955, 47.7952614 37.3974521, 47.7949154 37.3972262, 47.7942405 37.3970881)",
787864210,,,residential,False,False,140.326,,"LINESTRING (47.7942405 37.3970881, 47.7949154 37.3972262, 47.7952614 37.3974521, 47.7955824 37.3976955)",
787864215,,,residential,False,False,25.278000000000002,,"LINESTRING (47.7942405 37.3970881, 47.7942288 37.3971644, 47.7941914 37.3973119)",
787864215,,,residential,False,True,154.711,,"LINESTRING (47.7942405 37.3970881, 47.7943073 37.396652, 47.7943699 37.396283, 47.7945131 37.3959285, 47.7946557 37.3957548)",
397448224,,شهید باهنر,tertiary,False,False,20.209,,"LINESTRING (47.7954948 37.397731, 47.7952984 37.3978242)",
397448224,,شهید باهنر,tertiary,False,True,8.687,,"LINESTRING (47.7954948 37.397731, 47.7955824 37.3976955)",
787864211,,,residential,False,True,124.213,,"LINESTRING (47.7954948 37.397731, 47.7941914 37.3973119)",
787864211,,,residential,False,False,124.213,,"LINESTRING (47.7941914 37.3973119, 47.7954948 37.397731)",
787864215,,,residential,False,False,55.636,,"LINESTRING (47.7941914 37.3973119, 47.7940671 37.3978024)",
787864215,,,residential,False,True,25.278000000000002,,"LINESTRING (47.7941914 37.3973119, 47.7942288 37.3971644, 47.7942405 37.3970881)",
397448224,,شهید باهنر,tertiary,False,False,21.203,,"LINESTRING (47.7957963 37.397609, 47.7955824 37.3976955)",
397448224,,شهید باهنر,tertiary,False,True,40.654,,"LINESTRING (47.7957963 37.397609, 47.7962064 37.3974431)",
787864212,,,residential,False,True,175.94899999999998,,"LINESTRING (47.7957963 37.397609, 47.7953795 37.3969151, 47.7951512 37.3962814, 47.7950978 37.396133)",
787864213,,,residential,False,True,57.392,,"LINESTRING (47.7946557 37.3957548, 47.7950978 37.396133)",
787864215,,,residential,False,False,154.711,,"LINESTRING (47.7946557 37.3957548, 47.7945131 37.3959285, 47.7943699 37.396283, 47.7943073 37.396652, 47.7942405 37.3970881)",
787864215,,,residential,False,True,249.062,,"LINESTRING (47.7946557 37.3957548, 47.794674 37.3957324, 47.7949047 37.3954256, 47.7951086 37.3952381, 47.7949315 37.3949951, 47.7956021 37.3948715, 47.7965158 37.3945853)",
787864213,,,residential,False,False,57.392,,"LINESTRING (47.7950978 37.396133, 47.7946557 37.3957548)",
787864213,,,residential,False,True,35.644,,"LINESTRING (47.7950978 37.396133, 47.795473 37.3960151)",
787864212,,,residential,False,False,175.94899999999998,,"LINESTRING (47.7950978 37.396133, 47.7951512 37.3962814, 47.7953795 37.3969151, 47.7957963 37.397609)",
787864213,,,residential,False,False,35.644,,"LINESTRING (47.795473 37.3960151, 47.7950978 37.396133)",
787864214,,,residential,False,False,211.067,,"LINESTRING (47.795473 37.3960151, 47.7955162 37.3960649, 47.7958676 37.3961714, 47.795991 37.3961671, 47.7960822 37.3960862, 47.7960715 37.3960009, 47.796101 37.3959434, 47.7963316 37.3958667, 47.7964523 37.3959413, 47.7969941 37.3959796, 47.7974474 37.3957408)",
787864214,,,residential,False,True,239.133,,"LINESTRING (47.795473 37.3960151, 47.7952346 37.395741, 47.7952239 37.3956919, 47.7952775 37.3954597, 47.796388 37.3954789, 47.7965543 37.3952295, 47.7970122 37.3951825)",
397448223,,شهید رجایی,tertiary,False,False,25.556,,"LINESTRING (47.7974474 37.3957408, 47.7972951 37.3955454)",
397448223,,شهید رجایی,tertiary,False,True,60.974,,"LINESTRING (47.7974474 37.3957408, 47.7978108 37.396207)",
787864214,,,residential,False,True,211.06699999999998,,"LINESTRING (47.7974474 37.3957408, 47.7969941 37.3959796, 47.7964523 37.3959413, 47.7963316 37.3958667, 47.796101 37.3959434, 47.7960715 37.3960009, 47.7960822 37.3960862, 47.795991 37.3961671, 47.7958676 37.3961714, 47.7955162 37.3960649, 47.795473 37.3960151)",
397448223,,شهید رجایی,tertiary,False,True,47.465,,"LINESTRING (47.7970122 37.3951825, 47.7972951 37.3955454)",
397448223,,شهید رجایی,tertiary,False,False,63.760000000000005,,"LINESTRING (47.7970122 37.3951825, 47.7968116 37.3949251, 47.7966178 37.3947025)",
787864214,,,residential,False,False,239.133,,"LINESTRING (47.7970122 37.3951825, 47.7965543 37.3952295, 47.796388 37.3954789, 47.7952775 37.3954597, 47.7952239 37.3956919, 47.7952346 37.395741, 47.795473 37.3960151)",
787864214,,,residential,False,True,146.56,,"LINESTRING (47.7970122 37.3951825, 47.7974448 37.3952231, 47.7982306 37.3951081, 47.7985659 37.3949014)",
397448224,,شهید باهنر,tertiary,False,False,75.303,,"LINESTRING (47.7940671 37.3978024, 47.7932559 37.3975943)",
787864215,,,residential,False,True,55.636,,"LINESTRING (47.7940671 37.3978024, 47.7941914 37.3973119)",
819759777,,,residential,False,False,49.005,,"LINESTRING (47.7940671 37.3978024, 47.7939638 37.3982354)",
397448224,,شهید باهنر,tertiary,False,True,114.412,,"LINESTRING (47.7940671 37.3978024, 47.7944542 37.3979004, 47.7947903 37.3979614, 47.7949439 37.3979538, 47.7952984 37.3978242)",
397448223,,شهید رجایی,tertiary,False,True,15.844,,"LINESTRING (47.7965158 37.3945853, 47.7966178 37.3947025)",
397448223,,شهید رجایی,tertiary,False,False,62.519000000000005,,"LINESTRING (47.7965158 37.3945853, 47.7964563 37.394517, 47.7960254 37.3941817)",
787864215,,,residential,False,False,249.062,,"LINESTRING (47.7965158 37.3945853, 47.7956021 37.3948715, 47.7949315 37.3949951, 47.7951086 37.3952381, 47.7949047 37.3954256, 47.794674 37.3957324, 47.7946557 37.3957548)",
413736974,32,زنجان - میانه,primary,False,True,75.737,,"LINESTRING (47.7932235 37.3987856, 47.7932292 37.3981045)",
819759764,,,residential,False,False,180.264,,"LINESTRING (47.7932235 37.3987856, 47.79311 37.3985238, 47.793163 37.3971802)",
819759762,,,residential,False,False,101.566,,"LINESTRING (47.7993542 37.3981621, 47.7998642 37.3977825, 47.7997016 37.3974484)",
839070152,,باهنر ۹,residential,False,True,288.88,,"LINESTRING (47.7993542 37.3981621, 47.7987537 37.3984891, 47.7985202 37.3982924, 47.7980719 37.3980031, 47.796863 37.3971413)",
1154320339,,باهنر ۱۰,residential,False,True,236.627,,"LINESTRING (47.7993542 37.3981621, 47.7984092 37.3973272, 47.7982143 37.3970007, 47.7978531 37.3964243)",
819759777,,,residential,False,False,34.586,,"LINESTRING (47.7938187 37.3988434, 47.7937458 37.399149)",
819759777,,,residential,False,True,68.811,,"LINESTRING (47.7938187 37.3988434, 47.7939638 37.3982354)",
819759754,,,residential,False,True,102.388,,"LINESTRING (47.7938187 37.3988434, 47.7942734 37.3989896, 47.7949392 37.3990376)",
819759759,,,residential,False,False,52.010999999999996,,"LINESTRING (47.7956138 37.3925851, 47.7957763 37.3924975, 47.7960658 37.3922871)",
819759759,,,residential,False,True,146.09900000000002,,"LINESTRING (47.7956138 37.3925851, 47.7948525 37.3929957, 47.7951788 37.3934435, 47.7951926 37.393508)",
819759769,,,residential,False,False,179.72199999999998,,"LINESTRING (47.7956138 37.3925851, 47.7953681 37.3922496, 47.7954317 37.3920981, 47.795241 37.3917799, 47.7948818 37.3915526, 47.7948691 37.3912016)",
819759759,,,residential,False,False,30.786,,"LINESTRING (47.7960658 37.3922871, 47.7963229 37.3921002)",
819759759,,,residential,False,True,52.010999999999996,,"LINESTRING (47.7960658 37.3922871, 47.7957763 37.3924975, 47.7956138 37.3925851)",
819759768,,,residential,False,False,139.154,,"LINESTRING (47.7960658 37.3922871, 47.7962262 37.3926113, 47.7964614 37.3926416, 47.7972656 37.3929598)",
450238475,,,residential,False,False,35.915,,"LINESTRING (47.7952501 37.3981449, 47.7952984 37.3978242)",
450238475,,,residential,False,True,45.625,,"LINESTRING (47.7952501 37.3981449, 47.7951286 37.3985437)",
819759763,,,residential,False,True,100.593,,"LINESTRING (47.7952501 37.3981449, 47.7961805 37.3986665)",
819759753,,,residential,False,True,125.887,,"LINESTRING (47.7901336 37.3942678, 47.7906046 37.3931993)",
819759767,,,residential,False,True,211.719,,"LINESTRING (47.7901336 37.3942678, 47.790695 37.3941132, 47.7914818 37.3938965, 47.7920491 37.3937403, 47.7923983 37.3936449)",
669534508,,,residential,False,False,12.059,,"LINESTRING (47.793163 37.3971802, 47.7932971 37.3972005)",
669534508,,,residential,False,True,145.71800000000002,,"LINESTRING (47.793163 37.3971802, 47.7925177 37.3970828, 47.7925664 37.3962951)",
819759764,,,residential,False,False,153.70499999999998,,"LINESTRING (47.793163 37.3971802, 47.7933258 37.3960352, 47.793381 37.3958094)",
819759764,,,residential,False,True,180.264,,"LINESTRING (47.793163 37.3971802, 47.79311 37.3985238, 47.7932235 37.3987856)",
819759774,,,residential,False,True,116.275,,"LINESTRING (47.7985829 37.3969871, 47.7991083 37.3970376, 47.7997016 37.3974484)",
"[1188313105, 819759766]",,,residential,False,"[False, True]",134.012,,"LINESTRING (47.7923983 37.3936449, 47.7930835 37.3940606, 47.7931571 37.393931, 47.7933677 37.3938415, 47.7933935 37.3936543)",
819759772,,,residential,False,True,87.94,,"LINESTRING (47.7923983 37.3936449, 47.792825 37.3936563, 47.7933935 37.3936543)",
819759767,,,residential,False,False,211.719,,"LINESTRING (47.7923983 37.3936449, 47.7920491 37.3937403, 47.7914818 37.3938965, 47.790695 37.3941132, 47.7901336 37.3942678)",
819759772,,,residential,False,False,166.45100000000002,,"LINESTRING (47.7923983 37.3936449, 47.7916235 37.3933968, 47.7906046 37.3931993)",
819759763,,,residential,False,False,100.593,,"LINESTRING (47.7961805 37.3986665, 47.7952501 37.3981449)",
"[819759776, 819759757]",,,residential,False,True,231.754,,"LINESTRING (47.7899504 37.3953524, 47.7912555 37.3953569, 47.7919643 37.3950632, 47.7923738 37.3949845, 47.7924475 37.3950353)",
819759762,,,residential,False,False,158.102,,"LINESTRING (47.7997016 37.3974484, 47.7995533 37.3965597, 47.7993595 37.3960574)",
819759762,,,residential,False,True,101.566,,"LINESTRING (47.7997016 37.3974484, 47.7998642 37.3977825, 47.7993542 37.3981621)",
819759774,,,residential,False,False,116.275,,"LINESTRING (47.7997016 37.3974484, 47.7991083 37.3970376, 47.7985829 37.3969871)",
450238475,,,residential,False,True,58.444,,"LINESTRING (47.7949392 37.3990376, 47.7947368 37.399538)",
450238475,,,residential,False,False,57.464,,"LINESTRING (47.7949392 37.3990376, 47.7950409 37.3988104, 47.7951286 37.3985437)",
"[819759754, 819759775]",,,residential,False,True,200.637,,"LINESTRING (47.7949392 37.3990376, 47.795621 37.3993432, 47.7959167 37.3990402, 47.7951286 37.3985437)",
819759754,,,residential,False,False,102.388,,"LINESTRING (47.7949392 37.3990376, 47.7942734 37.3989896, 47.7938187 37.3988434)",
819759769,,,residential,False,False,55.962,,"LINESTRING (47.7948691 37.3912016, 47.7945131 37.3911511, 47.7942476 37.3911974)",
819759769,,,residential,False,True,179.722,,"LINESTRING (47.7948691 37.3912016, 47.7948818 37.3915526, 47.795241 37.3917799, 47.7954317 37.3920981, 47.7953681 37.3922496, 47.7956138 37.3925851)",
819759770,,,residential,False,False,131.902,,"LINESTRING (47.7948691 37.3912016, 47.7956446 37.391348, 47.7961849 37.3916965)",
819759759,,,residential,False,True,30.786,,"LINESTRING (47.7963229 37.3921002, 47.7960658 37.3922871)",
450238477,,ورزش,residential,False,True,18.404,,"LINESTRING (47.793381 37.3958094, 47.793587 37.3958341)",
819759764,,,residential,False,False,26.657,,"LINESTRING (47.793381 37.3958094, 47.7934394 37.3955742)",
450238477,,ورزش,residential,False,False,69.512,,"LINESTRING (47.793381 37.3958094, 47.7927689 37.395736, 47.7926014 37.3957275)",
819759764,,,residential,False,True,153.70499999999998,,"LINESTRING (47.793381 37.3958094, 47.7933258 37.3960352, 47.793163 37.3971802)",
"[819759776, 819759757]",,,residential,False,False,231.754,,"LINESTRING (47.7924475 37.3950353, 47.7923738 37.3949845, 47.7919643 37.3950632, 47.7912555 37.3953569, 47.7899504 37.3953524)",
819759757,,,residential,False,True,108.87,,"LINESTRING (47.7924475 37.3950353, 47.7928607 37.3953914, 47.7934394 37.3955742)",
819759758,,,residential,False,True,109.0,,"LINESTRING (47.7924475 37.3950353, 47.7932898 37.394803, 47.793632 37.3947985)",
819759771,,,residential,False,True,90.467,,"LINESTRING (47.7917877 37.3970285, 47.7919781 37.3962291)",
819759764,,,residential,False,False,87.916,,"LINESTRING (47.7934394 37.3955742, 47.793632 37.3947985)",
819759764,,,residential,False,True,26.657,,"LINESTRING (47.7934394 37.3955742, 47.793381 37.3958094)",
819759757,,,residential,False,False,108.87,,"LINESTRING (47.7934394 37.3955742, 47.7928607 37.3953914, 47.7924475 37.3950353)",
819759775,,,residential,False,False,108.455,,"LINESTRING (47.7939638 37.3982354, 47.7951286 37.3985437)",
819759775,,,residential,False,True,66.505,,"LINESTRING (47.7939638 37.3982354, 47.7932292 37.3981045)",
819759777,,,residential,False,False,68.811,,"LINESTRING (47.7939638 37.3982354, 47.7938187 37.3988434)",
819759777,,,residential,False,True,49.005,,"LINESTRING (47.7939638 37.3982354, 47.7940671 37.3978024)",
450238477,,ورزش,residential,False,True,45.606,,"LINESTRING (47.7920862 37.3957013, 47.7926014 37.3957275)",
819759771,,,residential,False,False,59.461,,"LINESTRING (47.7920862 37.3957013, 47.7919781 37.3962291)",
450238477,,ورزش,residential,False,False,216.075,,"LINESTRING (47.7920862 37.3957013, 47.7908916 37.3956407, 47.7903346 37.3956025, 47.7896559 37.3955044)",
819759777,,,residential,False,True,34.586,,"LINESTRING (47.7937458 37.399149, 47.7938187 37.3988434)",
669534509,,,residential,False,True,52.486,,"LINESTRING (47.7919781 37.3962291, 47.7925664 37.3962951)",
819759771,,,residential,False,False,90.467,,"LINESTRING (47.7919781 37.3962291, 47.7917877 37.3970285)",
819759771,,,residential,False,True,59.461,,"LINESTRING (47.7919781 37.3962291, 47.7920862 37.3957013)",
669534509,,,residential,False,False,237.71000000000004,,"LINESTRING (47.7919781 37.3962291, 47.7902432 37.3960344, 47.790085 37.3960004, 47.7898623 37.3958427, 47.7896665 37.3955571, 47.7896559 37.3955044)",
413736974,32,زنجان - میانه,primary,False,False,104.767,,"LINESTRING (47.7942476 37.3911974, 47.7941932 37.3921386)",
819759769,,,residential,False,True,55.962,,"LINESTRING (47.7942476 37.3911974, 47.7945131 37.3911511, 47.7948691 37.3912016)",
819759753,,,residential,False,False,125.887,,"LINESTRING (47.7906046 37.3931993, 47.7901336 37.3942678)",
819759753,,,residential,False,True,99.705,,"LINESTRING (47.7906046 37.3931993, 47.7909189 37.3923381)",
819759772,,,residential,False,True,166.45100000000002,,"LINESTRING (47.7906046 37.3931993, 47.7916235 37.3933968, 47.7923983 37.3936449)",
819759768,,,residential,False,False,43.62,,"LINESTRING (47.7972656 37.3929598, 47.7973536 37.3933458)",
839070156,,,residential,False,False,45.937,,"LINESTRING (47.7972656 37.3929598, 47.7974974 37.39259)",
819759768,,,residential,False,True,139.154,,"LINESTRING (47.7972656 37.3929598, 47.7964614 37.3926416, 47.7962262 37.3926113, 47.7960658 37.3922871)",
819759753,,,residential,False,False,99.705,,"LINESTRING (47.7909189 37.3923381, 47.7906046 37.3931993)",
