osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction,bridge,lanes,access,tunnel
30337277,False,D 2,Rue Ledru Rollin,secondary,False,131.76600000000002,"LINESTRING (0.3709216 48.3487854, 0.3709141 48.3486825, 0.3708348 48.3476018)",,,,,,
100090876,True,D 2,Rue Ledru Rollin,secondary,False,115.17599999999999,"LINESTRING (0.3709216 48.3487854, 0.3708927 48.3489339, 0.3707453 48.3493785, 0.3707154 48.3494268, 0.3706789 48.3494566, 0.3702315 48.3496218)",,,,,,
102442149,True,,Rue Anatole France,residential,False,186.911,"LINESTRING (0.3709216 48.3487854, 0.3710133 48.3487554, 0.3717007 48.3486495, 0.3731838 48.3484661, 0.3733336 48.3484471, 0.3733922 48.3484375)",,,,,,
32062681,True,,,secondary,False,19.329,"LINESTRING (0.3743697 48.3539488, 0.3744069 48.3539506, 0.3744418 48.3539596, 0.3744712 48.3539749, 0.3744926 48.3539952, 0.3745043 48.3540188, 0.374505 48.3540437, 0.3744949 48.3540676)",,roundabout,,,,
"[231918500, 102454069]",False,D 300,"['Quai Alphonse Adet', 'Rue Hupry']",secondary,False,153.381,"LINESTRING (0.3743697 48.3539488, 0.3743703 48.3539061, 0.374373 48.3537014, 0.3746174 48.3527147, 0.374628 48.3526664, 0.3746461 48.3525841)",,,,,,
32062680,False,,Rue Marceau,tertiary,False,221.262,"LINESTRING (0.3749363 48.3505568, 0.3749444 48.3504347, 0.3749262 48.3502549, 0.3748952 48.350007, 0.3748229 48.3497559, 0.3744344 48.3486014)",,,,,,
231918500,False,D 300,Rue Hupry,secondary,True,97.086,"LINESTRING (0.3749363 48.3505568, 0.3748693 48.3505976, 0.3748617 48.3506693, 0.3748346 48.3509572, 0.3748216 48.3510246, 0.374802 48.3510716, 0.3747006 48.3512487, 0.3746674 48.3513932)",,,,,,
489601422,False,D 311,Rue du Fort,secondary,True,95.689,"LINESTRING (0.3749363 48.3505568, 0.374687 48.3505606, 0.3737455 48.3505677, 0.3736416 48.3505703)",,,,,,
"[489601423, 38755057, 366171543]",False,,"['Rue du 115e Ri', ""Rue du 115e Régiment d'Infanterie""]",residential,False,141.27800000000002,"LINESTRING (0.3746674 48.3513932, 0.3745444 48.3514008, 0.3744238 48.3514082, 0.3742807 48.351417, 0.374107 48.3514276, 0.3739613 48.3514366, 0.3735964 48.3514598, 0.3727632 48.3515065)",,,yes,,,
231918500,False,D 300,Rue Hupry,secondary,False,97.086,"LINESTRING (0.3746674 48.3513932, 0.3747006 48.3512487, 0.374802 48.3510716, 0.3748216 48.3510246, 0.3748346 48.3509572, 0.3748617 48.3506693, 0.3748693 48.3505976, 0.3749363 48.3505568)",,,,,,
231918500,False,D 300,Rue Hupry,secondary,True,70.476,"LINESTRING (0.3746674 48.3513932, 0.3746717 48.3515434, 0.3747373 48.352025)",,,,,,
231918504,False,,Rue de la Cure,residential,True,85.763,"LINESTRING (0.3727632 48.3515065, 0.3727639 48.3512342, 0.3727697 48.3510439, 0.3730549 48.3508003)",,,,,,
489601423,False,,Rue du 115e Ri,residential,False,55.347,"LINESTRING (0.3727632 48.3515065, 0.3725742 48.3515156, 0.372017 48.351482)",,,,,,
"[366171543, 38755057, 489601423]",False,,"['Rue du 115e Ri', ""Rue du 115e Régiment d'Infanterie""]",residential,True,141.27800000000002,"LINESTRING (0.3727632 48.3515065, 0.3735964 48.3514598, 0.3739613 48.3514366, 0.374107 48.3514276, 0.3742807 48.351417, 0.3744238 48.3514082, 0.3745444 48.3514008, 0.3746674 48.3513932)",,,yes,,,
895925171,False,,Rue du 115e Régiment d'Infanterie,residential,True,55.901,"LINESTRING (0.3708513 48.3514207, 0.3716037 48.3514729)",,,,,,
931077968,False,,Rue Château Gaillard,residential,False,26.161,"LINESTRING (0.3708513 48.3514207, 0.3709237 48.351651)",30,,,,,
102454064,False,,Rue Château Gaillard,residential,True,141.82000000000002,"LINESTRING (0.3708206 48.3528463, 0.3708626 48.3528016, 0.3709002 48.3527688, 0.3709997 48.3526724, 0.3710963 48.3525432, 0.3711728 48.3523053, 0.3711538 48.3521684, 0.3709767 48.3517814, 0.3709237 48.351651)",,,,,,
102454071,False,,Rue des Jeux Brillants,residential,False,207.94199999999998,"LINESTRING (0.3708206 48.3528463, 0.3707513 48.352848, 0.3705581 48.3528943, 0.370441 48.3529445, 0.3703768 48.352972, 0.3694119 48.3533858, 0.3685965 48.3537534, 0.3684633 48.353773, 0.3684102 48.3537774)",,,,,,
945139488,False,,Rue de la Piscine,residential,False,230.311,"LINESTRING (0.3708206 48.3528463, 0.370938 48.3528718, 0.3710461 48.3529106, 0.371115 48.3529322, 0.3712412 48.3530057, 0.3713963 48.353167, 0.3714864 48.3533781, 0.3715459 48.3536485, 0.3716132 48.3546089, 0.3716202 48.3547086)",,,,,,
102454071,False,,Rue des Jeux Brillants,residential,True,207.94199999999998,"LINESTRING (0.3684102 48.3537774, 0.3684633 48.353773, 0.3685965 48.3537534, 0.3694119 48.3533858, 0.3703768 48.352972, 0.370441 48.3529445, 0.3705581 48.3528943, 0.3707513 48.352848, 0.3708206 48.3528463)",,,,,,
102593132,False,D 3,Rue Charles Granger,secondary,False,123.574,"LINESTRING (0.3684102 48.3537774, 0.3684358 48.3536202, 0.3684332 48.3533582, 0.3684168 48.3529918, 0.3683725 48.3526685)",,,,,,
343781360,False,D 3,Rue Charles Granger,secondary,True,85.454,"LINESTRING (0.3681606 48.3513411, 0.3682842 48.3521052)",50,,,,,
53631033,False,,Rue Châtelaine,residential,False,114.29100000000003,"LINESTRING (0.3681606 48.3513411, 0.3689732 48.3512642, 0.3690624 48.3512647, 0.3693467 48.3513559, 0.3693822 48.3513756, 0.3695641 48.3515124)",,,,,,
343781360,False,D 3,Rue Charles Granger,secondary,False,65.432,"LINESTRING (0.3681606 48.3513411, 0.3681123 48.3508656, 0.3681009 48.350754)",50,,,,,
32062634,False,D 300,Route de Suré,secondary,True,43.498999999999995,"LINESTRING (0.3744949 48.3540676, 0.3745718 48.3541129, 0.3748821 48.3543614)",,,,,,
32062681,True,,,secondary,False,14.041,"LINESTRING (0.3744949 48.3540676, 0.3744744 48.3540888, 0.3744453 48.3541051, 0.3744103 48.3541149, 0.3743724 48.3541174, 0.3743352 48.3541123)",,roundabout,,,,
102442145,True,,Rue Georges Le Chevalier,residential,False,80.321,"LINESTRING (0.3680465 48.348203, 0.3681131 48.3482001, 0.3690878 48.348)",,,,,,
102454066,True,,Rue Rosette,residential,False,124.495,"LINESTRING (0.3680465 48.348203, 0.3679883 48.3481972, 0.3679001 48.3481491, 0.3677739 48.3480092, 0.3676685 48.3479279, 0.3675203 48.3478861, 0.3665998 48.3477477)",,,,,,
231918485,False,D 38,Boulevard Victor Hugo,tertiary,False,168.27399999999997,"LINESTRING (0.3680465 48.348203, 0.3680515 48.3480843, 0.3680442 48.3479134, 0.3680199 48.3477455, 0.3679352 48.3470076, 0.3679213 48.3468005, 0.3679149 48.346693)",,,,,,
"[404101748, 231918485]",False,D 38,"['Place de la République', 'Boulevard Victor Hugo']",tertiary,True,38.532,"LINESTRING (0.3680465 48.348203, 0.3680447 48.3482948, 0.3680617 48.3484065, 0.3680637 48.3484444, 0.3680648 48.3484668, 0.368042 48.3485475)",,,,,,
102444207,False,,Rue Dolly,residential,True,59.370000000000005,"LINESTRING (0.3679535 48.3461236, 0.3680482 48.3461512, 0.3685217 48.3464938)",30,,,1,,
231918485,False,D 38,Boulevard Victor Hugo,tertiary,True,63.483999999999995,"LINESTRING (0.3679535 48.3461236, 0.3679205 48.3462932, 0.3679109 48.3465869, 0.3679149 48.346693)",,,,,,
102441149,True,,Rue Ledru Rollin,living_street,False,38.106,"LINESTRING (0.3700945 48.3506045, 0.3701192 48.3509468)",,,,,,
231918489,False,D 311,Rue du Fort,secondary,False,154.58999999999997,"LINESTRING (0.3700945 48.3506045, 0.3702344 48.350606, 0.3710404 48.3506056, 0.3715462 48.3506054, 0.3721858 48.3505863)",,,,,,
231918493,False,D 311,Rue du Fort,living_street,True,37.23,"LINESTRING (0.3700945 48.3506045, 0.3699872 48.350605, 0.3696851 48.3506067, 0.3695907 48.3506072)",20,,,2,,
231918485,False,D 38,Boulevard Victor Hugo,tertiary,False,63.483999999999995,"LINESTRING (0.3679149 48.346693, 0.3679109 48.3465869, 0.3679205 48.3462932, 0.3679535 48.3461236)",,,,,,
231918485,False,D 38,Boulevard Victor Hugo,tertiary,True,168.274,"LINESTRING (0.3679149 48.346693, 0.3679213 48.3468005, 0.3679352 48.3470076, 0.3680199 48.3477455, 0.3680442 48.3479134, 0.3680515 48.3480843, 0.3680465 48.348203)",,,,,,
231918498,False,,Rue Edmond Rottier,residential,False,50.017,"LINESTRING (0.3679149 48.346693, 0.3679498 48.3466811, 0.3680709 48.3466414, 0.3685217 48.3464938)",,,,,,
231918498,False,,Rue Edmond Rottier,residential,True,174.171,"LINESTRING (0.3679149 48.346693, 0.3678673 48.346707, 0.3668805 48.3470358, 0.3659751 48.3473376, 0.3658301 48.3474171)",,,,,,
102444267,True,,Place Carnot,living_street,False,29.363,"LINESTRING (0.3700588 48.3501101, 0.3698287 48.3501135, 0.3696761 48.3501589)",,,,,,
231918491,True,D 2,Rue Ledru Rollin,living_street,False,55.038999999999994,"LINESTRING (0.3700588 48.3501101, 0.3700714 48.3502845, 0.370092 48.3505699, 0.3700945 48.3506045)",20,,,,,
32062681,True,,,secondary,False,25.408,"LINESTRING (0.3743352 48.3541123, 0.3742979 48.3540981, 0.3742699 48.3540765, 0.3742543 48.3540498, 0.374253 48.3540213, 0.3742661 48.3539941, 0.3742921 48.3539713, 0.374328 48.3539556, 0.3743697 48.3539488)",,roundabout,,,,
23981115,False,D 311,,secondary,True,20.517,"LINESTRING (0.3683705 48.3507099, 0.3681009 48.350754)",50,,,,,
"[231918497, 231918493]",False,D 311,"['Rue du Fort', 'Rue Chevallier']","['secondary', 'living_street']",False,52.93600000000001,"LINESTRING (0.3683705 48.3507099, 0.3684264 48.3507009, 0.3688542 48.3506322, 0.3690704 48.3506102)","['20', '50']",,,2,,
"[231918499, 231918495]",False,D 300,"['Place de la République', 'Rue Gambetta']",secondary,True,77.42099999999999,"LINESTRING (0.3683705 48.3507099, 0.3683425 48.3506307, 0.3683224 48.350574, 0.3682953 48.3504732, 0.3682675 48.3503239, 0.3682458 48.3502392, 0.3682154 48.3500481, 0.3682114 48.3500225)",50,,,,,
"[1005303360, 102440614]",False,,Rue des Lilas,residential,True,142.15800000000002,"LINESTRING (0.3760589 48.3528676, 0.3759903 48.3539304, 0.3759897 48.3540104, 0.3758192 48.3540832)",,,,,,
"[521781971, 231918503]",False,,Rue de Normandie,residential,False,107.602,"LINESTRING (0.3760589 48.3528676, 0.3758201 48.3528632, 0.3757488 48.3528428, 0.3757269 48.3528092, 0.3756905 48.3522909, 0.3755495 48.3521121)",,,,,,
103128924,True,,Rue Eugène Dubouillon,residential,False,76.26299999999999,"LINESTRING (0.3721858 48.3505863, 0.3722164 48.3508707, 0.372149 48.3510403, 0.3720675 48.351259)",,,,,,
231918489,False,D 311,Rue du Fort,secondary,False,82.966,"LINESTRING (0.3721858 48.3505863, 0.3722304 48.3505849, 0.3723306 48.3505819, 0.3724237 48.3505806, 0.3733083 48.3505734)",,,,,,
231918489,False,D 311,Rue du Fort,secondary,True,154.59,"LINESTRING (0.3721858 48.3505863, 0.3715462 48.3506054, 0.3710404 48.3506056, 0.3702344 48.350606, 0.3700945 48.3506045)",,,,,,
102440598,False,,Rue Eugène Dubouillon,residential,True,25.076,"LINESTRING (0.3720675 48.351259, 0.372017 48.351482)",,,,,,
"[394142161, 102440625, 1005303389]",False,,"['Place des 3 Frères Busson', 'Rue de la Chasse']",residential,False,89.61,"LINESTRING (0.3720675 48.351259, 0.3721984 48.3512224, 0.3723274 48.3511654, 0.3727174 48.3509931, 0.3728363 48.3509055, 0.3730549 48.3508003)",,,,,,
32062634,False,D 300,Route de Suré,secondary,False,43.498999999999995,"LINESTRING (0.3748821 48.3543614, 0.3745718 48.3541129, 0.3744949 48.3540676)",,,,,,
231918508,False,,Rue des Cytises,residential,True,63.597,"LINESTRING (0.3748821 48.3543614, 0.374939 48.3543306, 0.3754613 48.3540478, 0.3755687 48.3540233)",,,,,,
895925171,False,,Rue du 115e Régiment d'Infanterie,residential,False,55.901,"LINESTRING (0.3716037 48.3514729, 0.3708513 48.3514207)",,,,,,
102440610,True,,Rue de Cinq Ans,residential,False,281.462,"LINESTRING (0.3716037 48.3514729, 0.3715913 48.3516146, 0.3716479 48.3517454, 0.3717737 48.3519221, 0.3718837 48.3520244, 0.3719856 48.3520834, 0.3721905 48.3521566, 0.3727942 48.3522827, 0.3746461 48.3525841)",,,,1,,
895925171,False,,Rue du 115e Régiment d'Infanterie,residential,True,30.558,"LINESTRING (0.3716037 48.3514729, 0.371935 48.3514802, 0.372017 48.351482)",,,,,,
102440625,False,,Rue de la Chasse,residential,True,31.835,"LINESTRING (0.3733083 48.3505734, 0.3732379 48.3506741, 0.3730549 48.3508003)",,,,,,
231918489,False,D 311,Rue du Fort,secondary,True,82.96600000000001,"LINESTRING (0.3733083 48.3505734, 0.3724237 48.3505806, 0.3723306 48.3505819, 0.3722304 48.3505849, 0.3721858 48.3505863)",,,,,,
489601422,False,D 311,Rue du Fort,secondary,False,24.637,"LINESTRING (0.3733083 48.3505734, 0.3735003 48.3505694, 0.3736416 48.3505703)",,,,,,
102440586,False,,Rue des Lauriers,residential,False,83.45599999999999,"LINESTRING (0.3755687 48.3540233, 0.3756501 48.3538731, 0.3756899 48.3537112, 0.3756946 48.3535901, 0.3756117 48.3532894)",,,,,,
231918508,False,,Rue des Cytises,residential,False,63.597,"LINESTRING (0.3755687 48.3540233, 0.3754613 48.3540478, 0.374939 48.3543306, 0.3748821 48.3543614)",,,,,,
231918508,False,,Rue des Cytises,residential,True,20.543,"LINESTRING (0.3755687 48.3540233, 0.375745 48.3540384, 0.3758192 48.3540832)",,,,,,
945139488,False,,Rue de la Piscine,residential,True,230.311,"LINESTRING (0.3716202 48.3547086, 0.3716132 48.3546089, 0.3715459 48.3536485, 0.3714864 48.3533781, 0.3713963 48.353167, 0.3712412 48.3530057, 0.371115 48.3529322, 0.3710461 48.3529106, 0.370938 48.3528718, 0.3708206 48.3528463)",,,,,,
102440586,False,,Rue des Lauriers,residential,True,83.456,"LINESTRING (0.3756117 48.3532894, 0.3756946 48.3535901, 0.3756899 48.3537112, 0.3756501 48.3538731, 0.3755687 48.3540233)",,,,,,
231918500,False,D 300,Rue Hupry,secondary,False,52.471999999999994,"LINESTRING (0.3746461 48.3525841, 0.3747345 48.3522325, 0.3747474 48.3521174)",,,,,,
"[231918500, 102454069]",False,D 300,"['Quai Alphonse Adet', 'Rue Hupry']",secondary,True,153.381,"LINESTRING (0.3746461 48.3525841, 0.374628 48.3526664, 0.3746174 48.3527147, 0.374373 48.3537014, 0.3743703 48.3539061, 0.3743697 48.3539488)",,,,,,
931077968,False,,Rue Château Gaillard,residential,True,26.161,"LINESTRING (0.3709237 48.351651, 0.3708513 48.3514207)",30,,,,,
53631033,False,,Rue Châtelaine,residential,True,105.881,"LINESTRING (0.3709237 48.351651, 0.3708498 48.3516516, 0.3702545 48.3516483, 0.3701167 48.3516475, 0.3698962 48.3516463, 0.3697381 48.3516237, 0.3697153 48.3516134, 0.3696614 48.3515889, 0.3695641 48.3515124)",,,,,,
102454064,False,,Rue Château Gaillard,residential,False,141.82000000000002,"LINESTRING (0.3709237 48.351651, 0.3709767 48.3517814, 0.3711538 48.3521684, 0.3711728 48.3523053, 0.3710963 48.3525432, 0.3709997 48.3526724, 0.3709002 48.3527688, 0.3708626 48.3528016, 0.3708206 48.3528463)",,,,,,
102440625,False,,Rue de la Chasse,residential,False,31.835,"LINESTRING (0.3730549 48.3508003, 0.3732379 48.3506741, 0.3733083 48.3505734)",,,,,,
"[102440625, 394142161, 1005303389]",False,,"['Rue de la Chasse', 'Place des 3 Frères Busson']",residential,True,89.61,"LINESTRING (0.3730549 48.3508003, 0.3728363 48.3509055, 0.3727174 48.3509931, 0.3723274 48.3511654, 0.3721984 48.3512224, 0.3720675 48.351259)",,,,,,
231918504,False,,Rue de la Cure,residential,False,85.763,"LINESTRING (0.3730549 48.3508003, 0.3727697 48.3510439, 0.3727639 48.3512342, 0.3727632 48.3515065)",,,,,,
102440598,False,,Rue Eugène Dubouillon,residential,False,25.076,"LINESTRING (0.372017 48.351482, 0.3720675 48.351259)",,,,,,
489601423,False,,Rue du 115e Ri,residential,True,55.347,"LINESTRING (0.372017 48.351482, 0.3725742 48.3515156, 0.3727632 48.3515065)",,,,,,
895925171,False,,Rue du 115e Régiment d'Infanterie,residential,False,30.558,"LINESTRING (0.372017 48.351482, 0.371935 48.3514802, 0.3716037 48.3514729)",,,,,,
231918508,False,,Rue des Cytises,residential,False,38.198,"LINESTRING (0.3761501 48.3543471, 0.375988 48.3542154, 0.3758192 48.3540832)",,,,,,
102440602,False,,Rue de Navarre,residential,True,26.445,"LINESTRING (0.3757834 48.3519321, 0.3755495 48.3521121)",,,,,,
102440592,False,,Allée de Provence,residential,False,43.841,"LINESTRING (0.3757834 48.3519321, 0.3758435 48.3516087, 0.3757413 48.3516005)",,,,,,
102441143,False,,Rue Denfert Rochereau,residential,True,176.307,"LINESTRING (0.3654017 48.3512539, 0.3654074 48.3512852, 0.3654162 48.3513275, 0.3654791 48.3516277, 0.3659595 48.352793)",,,,,,
"[640640456, 640640458]",False,D 2,Rue du Docteur Godard,secondary,False,122.737,"LINESTRING (0.3654017 48.3512539, 0.3646596 48.3513571, 0.3637878 48.3515129)",,,,,,
"[640640458, 640640459]",False,D 2,Rue du Docteur Godard,secondary,True,207.13299999999998,"LINESTRING (0.3654017 48.3512539, 0.3656583 48.3511966, 0.3660015 48.351122, 0.3674919 48.3508631, 0.3679306 48.3507845, 0.3681009 48.350754)",,,,,,
102441143,False,,Rue Denfert Rochereau,residential,False,176.307,"LINESTRING (0.3659595 48.352793, 0.3654791 48.3516277, 0.3654162 48.3513275, 0.3654074 48.3512852, 0.3654017 48.3512539)",,,,,,
102441148,False,,Rue aux Cordiers,residential,False,229.574,"LINESTRING (0.3659595 48.352793, 0.3659017 48.3528051, 0.36542 48.352865, 0.364665 48.3529895, 0.3634124 48.353219, 0.3629507 48.3533036)",,,,,,
102441148,False,,Rue aux Cordiers,residential,True,173.639,"LINESTRING (0.3659595 48.352793, 0.3660116 48.3527907, 0.3666021 48.3527412, 0.367426 48.3527051, 0.3682954 48.3526297)",,,,,,
231918492,True,,Place Carnot,living_street,False,65.274,"LINESTRING (0.3701192 48.3509468, 0.3700377 48.35092, 0.3696109 48.3507805, 0.3695482 48.3507569, 0.3694954 48.3507034, 0.3694697 48.350651, 0.3694595 48.350608)",20,,,,,
"[489601421, 366171542]",True,,"['Place Carnot', ""Rue du 115e Régiment d'Infanterie""]",living_street,False,81.53900000000002,"LINESTRING (0.3701192 48.3509468, 0.370193 48.3509729, 0.3704492 48.3510558, 0.3705182 48.3511103, 0.3705592 48.3511713, 0.3706585 48.3513651, 0.3706856 48.3513899, 0.3707288 48.3514034, 0.3708513 48.3514207)",20,,,1,,
102441148,False,,Rue aux Cordiers,residential,True,229.574,"LINESTRING (0.3629507 48.3533036, 0.3634124 48.353219, 0.364665 48.3529895, 0.36542 48.352865, 0.3659017 48.3528051, 0.3659595 48.352793)",,,,,,
30337277,False,D 2,Rue Ledru Rollin,secondary,True,150.75,"LINESTRING (0.3708307 48.3461993, 0.37083 48.3463678, 0.3708282 48.3467766, 0.370829 48.3468411, 0.3708381 48.347555)",,,,,,
102442151,False,,Rue des Bains,residential,True,99.416,"LINESTRING (0.3708307 48.3461993, 0.3708787 48.3462182, 0.3718252 48.3465799, 0.3718412 48.3465957, 0.3719359 48.3466887)",,,,,,
102442151,False,,Rue des Bains,residential,False,52.86000000000001,"LINESTRING (0.371873 48.3471477, 0.3718387 48.3468517, 0.371873 48.3467494, 0.3719359 48.3466887)",,,,,,
103128923,True,,Rue du Fort-Manoir,residential,False,97.89999999999999,"LINESTRING (0.371873 48.3471477, 0.3711392 48.3472612, 0.3710341 48.3472876, 0.3709777 48.3473245, 0.3708776 48.3475307, 0.3708381 48.347555)",,,,,,
"[102442129, 750112620, 750112621]",False,,Rue Saint-Roch,residential,True,204.26600000000002,"LINESTRING (0.371873 48.3471477, 0.3721605 48.3471539, 0.3722946 48.3471557, 0.3723775 48.3471552, 0.3724729 48.3471654, 0.3725208 48.3471857, 0.3725505 48.3471983, 0.3726356 48.3472746, 0.3726566 48.3473548, 0.3727191 48.3475934, 0.3727734 48.3476866, 0.3728053 48.3477412, 0.3728162 48.34776, 0.3728705 48.3478175, 0.3731723 48.3481438, 0.3733922 48.3484375)",,,yes,,,
30337156,False,,Rue Albert Roullée,secondary,True,55.594,"LINESTRING (0.3702385 48.3489217, 0.3695195 48.3490688)",,,,,,
102442152,False,,Rue du Pavillon,residential,False,124.689,"LINESTRING (0.3702385 48.3489217, 0.3698118 48.3478368)",,,,,,
30337156,False,,Rue Albert Roullée,secondary,False,52.845,"LINESTRING (0.3702385 48.3489217, 0.3708059 48.3488222, 0.3709216 48.3487854)",,,,,,
102442153,False,,Rue Jean Jaurès,residential,True,89.582,"LINESTRING (0.3633834 48.3505956, 0.363729 48.3513678)",,,,,,
102442153,False,,Rue Jean Jaurès,residential,False,74.86,"LINESTRING (0.3633834 48.3505956, 0.3631802 48.3501239, 0.3631029 48.3499487)",,,,,,
1221509708,False,,Rue des Balais,residential,False,56.978,"LINESTRING (0.3633834 48.3505956, 0.3633426 48.3506143, 0.3631852 48.3506792, 0.363141 48.3507408, 0.363266 48.3510167)",,,,,,
1221509705,False,,Rue Rosette,residential,False,67.727,"LINESTRING (0.3665998 48.3477477, 0.366217 48.3475833, 0.3658883 48.3474421, 0.3658301 48.3474171)",,,,,,
1005792868,False,,Rue Marceau,tertiary,True,12.123,"LINESTRING (0.3742295 48.3484228, 0.3742013 48.3485302)",,,,,,
102454067,True,,Rue de la Carrière,residential,False,83.11,"LINESTRING (0.3742295 48.3484228, 0.3744888 48.3483756, 0.3747852 48.3483465, 0.3753408 48.34833)",,,,1,,
102454079,False,,Rue du Stade,tertiary,True,168.215,"LINESTRING (0.3742295 48.3484228, 0.3741932 48.3483464, 0.3740362 48.3478973, 0.3739733 48.3475202, 0.374009 48.3471649, 0.3740162 48.3471374, 0.3740699 48.3469323)",30,,,,,
1005792869,True,,Rue Marceau,tertiary,False,26.695999999999998,"LINESTRING (0.3742295 48.3484228, 0.3743479 48.3484704, 0.3744069 48.3485132, 0.3744344 48.3486014)",,,,,,
30337277,False,D 2,Rue Ledru Rollin,secondary,False,5.21,"LINESTRING (0.3708348 48.3476018, 0.3708381 48.347555)",,,,,,
30337277,False,D 2,Rue Ledru Rollin,secondary,True,131.76600000000002,"LINESTRING (0.3708348 48.3476018, 0.3709141 48.3486825, 0.3709216 48.3487854)",,,,,,
489601422,False,D 311,Rue du Fort,secondary,False,95.689,"LINESTRING (0.3736416 48.3505703, 0.3737455 48.3505677, 0.374687 48.3505606, 0.3749363 48.3505568)",,,,,,
489601422,False,D 311,Rue du Fort,secondary,True,24.637,"LINESTRING (0.3736416 48.3505703, 0.3735003 48.3505694, 0.3733083 48.3505734)",,,,,,
1005792867,False,,Rue des Tanneries,residential,False,61.166,"LINESTRING (0.3736416 48.3505703, 0.3736289 48.3505137, 0.3735522 48.3501708, 0.3735633 48.3500248)",,,,,,
102442152,False,,Rue du Pavillon,residential,True,124.689,"LINESTRING (0.3698118 48.3478368, 0.3702385 48.3489217)",,,,,,
102442145,True,,Rue Georges Le Chevalier,residential,False,79.989,"LINESTRING (0.3698118 48.3478368, 0.3707799 48.3476144, 0.3708348 48.3476018)",,,,,,
102442145,True,,Rue Georges Le Chevalier,residential,False,56.498,"LINESTRING (0.3690878 48.348, 0.3698118 48.3478368)",,,,,,
565871114,False,,Rue de la Carrière,residential,False,79.319,"LINESTRING (0.3753408 48.34833, 0.3753349 48.3488287, 0.3753993 48.349039)",,,,,,
1221509706,False,,Rue des Balais,residential,True,101.40299999999999,"LINESTRING (0.3649366 48.3501869, 0.3649736 48.349335, 0.3649982 48.3492776)",,,,,,
102442153,False,,Rue Jean Jaurès,residential,True,74.86,"LINESTRING (0.3631029 48.3499487, 0.3631802 48.3501239, 0.3633834 48.3505956)",,,,,,
102442153,False,,Rue Jean Jaurès,residential,False,89.582,"LINESTRING (0.363729 48.3513678, 0.3633834 48.3505956)",,,,,,
102442153,False,,Rue Jean Jaurès,residential,True,16.71,"LINESTRING (0.363729 48.3513678, 0.3637568 48.3514363, 0.3637634 48.3514527, 0.3637878 48.3515129)",,,,,,
1238277169,False,D 300,Place de la République,secondary,False,9.963,"LINESTRING (0.3681795 48.3498217, 0.3681937 48.3499108)",,,,,,
1238277169,False,D 300,Place de la République,secondary,True,9.996,"LINESTRING (0.3681795 48.3498217, 0.3681653 48.3497323)",,,,,,
"[231918502, 102442150]",True,,"['Place de la République', 'Rue Paul Bert']",residential,False,120.151,"LINESTRING (0.3681795 48.3498217, 0.3685547 48.3497481, 0.3687043 48.3497164, 0.3690976 48.3496379, 0.3695275 48.3495918, 0.3697582 48.3495786)",,,,,,
102442153,False,,Rue Jean Jaurès,residential,False,16.71,"LINESTRING (0.3637878 48.3515129, 0.3637634 48.3514527, 0.3637568 48.3514363, 0.363729 48.3513678)",,,,,,
"[640640456, 640640458]",False,D 2,Rue du Docteur Godard,secondary,True,122.737,"LINESTRING (0.3637878 48.3515129, 0.3646596 48.3513571, 0.3654017 48.3512539)",,,,,,
