osmid,name,highway,oneway,reversed,length,geometry,junction,ref,maxspeed,lanes
598212704,Place de la République,tertiary,True,False,152.162,"LINESTRING (-0.7150727 44.8945968, -0.7150901 44.8945555, -0.7156264 44.8932858)",,,30,
26446313,Rue Maurice Cayrou,residential,True,False,80.20600000000002,"LINESTRING (-0.7149404 44.893135, -0.7147842 44.8930936, -0.7146753 44.8930676, -0.7145917 44.893059, -0.7145234 44.8930622, -0.714452 44.8930719, -0.7142736 44.8931184, -0.7142331 44.8931307, -0.7142086 44.8931382, -0.7140772 44.8931782, -0.7140577 44.8931842, -0.7140363 44.8931907, -0.7139825 44.8932132)",,,30,
598212705,Place de la République,tertiary,True,False,78.315,"LINESTRING (-0.7149404 44.893135, -0.7147694 44.8935167, -0.714646 44.8938077)",,,30,
598212705,Place de la République,tertiary,True,False,54.206,"LINESTRING (-0.714646 44.8938077, -0.7144298 44.8942705)",,,30,
26319198,Rue Antonin Larroque,residential,False,False,43.352,"LINESTRING (-0.7214383 44.8945399, -0.7213024 44.8949177)",,,,
26319210,Rue Geneste,residential,False,False,122.962,"LINESTRING (-0.7214383 44.8945399, -0.7229855 44.8943932)",,,,
26446335,Rue François Fourcade,residential,False,False,135.681,"LINESTRING (-0.7214383 44.8945399, -0.7197281 44.8946853)",,,,
26319198,Rue Antonin Larroque,residential,False,True,95.671,"LINESTRING (-0.7214383 44.8945399, -0.7215786 44.8941439, -0.7215875 44.8941172, -0.7217087 44.8937697, -0.7217328 44.8937052)",,,,
26319210,Rue Geneste,residential,False,True,122.962,"LINESTRING (-0.7229855 44.8943932, -0.7214383 44.8945399)",,,,
26319198,Rue Antonin Larroque,residential,False,True,43.352,"LINESTRING (-0.7213024 44.8949177, -0.7214383 44.8945399)",,,,
26319213,Impasse Étienne Fournier,residential,False,False,152.724,"LINESTRING (-0.7213024 44.8949177, -0.7232202 44.8947159)",,,,
26319198,Rue Antonin Larroque,residential,False,False,100.512,"LINESTRING (-0.7213024 44.8949177, -0.7210324 44.8957161, -0.7210031 44.8957964)",,,,
26319213,Impasse Étienne Fournier,residential,False,True,152.724,"LINESTRING (-0.7232202 44.8947159, -0.7213024 44.8949177)",,,,
26319483,,tertiary,True,False,14.498,"LINESTRING (-0.7204267 44.8980809, -0.7204608 44.8980591, -0.7204845 44.8980311, -0.7204955 44.8979995, -0.7204929 44.8979669)",roundabout,,50,
26319504,Route de Saint-Aubin,tertiary,False,False,127.66999999999999,"LINESTRING (-0.7204267 44.8980809, -0.7205199 44.898185, -0.7212946 44.8990506)",,D 212,50,2
26319483,,tertiary,True,False,12.918,"LINESTRING (-0.7202017 44.8979414, -0.7201901 44.8979648, -0.7201862 44.8979881, -0.720193 44.8980217, -0.7202141 44.8980522)",roundabout,,50,
"[26319508, 598212710]",Route de Saint-Aubin,tertiary,False,False,189.23399999999998,"LINESTRING (-0.7202017 44.8979414, -0.7201731 44.8979332, -0.7200867 44.8978964, -0.7200657 44.8978866, -0.7197832 44.8977542, -0.7195795 44.8976547, -0.7192347 44.897488, -0.7191545 44.897457, -0.7183822 44.8971588, -0.718289 44.8971149, -0.7181692 44.8970407)",,D 212,"['50', '30']",2
26319483,,tertiary,True,False,30.19,"LINESTRING (-0.7204929 44.8979669, -0.7204748 44.8979337, -0.7204425 44.8979063, -0.7203995 44.8978877, -0.7203504 44.8978798, -0.7203002 44.8978835, -0.7202543 44.8978984, -0.7202177 44.897923, -0.7202017 44.8979414)",roundabout,,50,
26319484,Rue Marcel Proust,residential,False,True,15.131,"LINESTRING (-0.7204929 44.8979669, -0.7206322 44.8979513, -0.7206832 44.8979532)",,,,
26319484,Rue Marcel Proust,residential,False,False,62.211000000000006,"LINESTRING (-0.7214663 44.8979258, -0.7209513 44.8979744, -0.7208866 44.8979736, -0.720721 44.897955, -0.7206832 44.8979532)",,,,
26319484,Rue Marcel Proust,residential,False,True,110.284,"LINESTRING (-0.7214663 44.8979258, -0.7223655 44.8977223, -0.7226137 44.8976567, -0.7227125 44.8976338, -0.7227913 44.8976072)",,,,
26319512,Rue Saint-Exupéry,residential,False,False,86.806,"LINESTRING (-0.7214663 44.8979258, -0.7210972 44.8975002, -0.7207005 44.8974906)",,,,
26319511,Rue Jean Giraudoux,residential,False,True,51.457,"LINESTRING (-0.7206832 44.8979532, -0.7207005 44.8974906)",,,,
26319484,Rue Marcel Proust,residential,False,False,15.131,"LINESTRING (-0.7206832 44.8979532, -0.7206322 44.8979513, -0.7204929 44.8979669)",,,,
26319484,Rue Marcel Proust,residential,False,True,62.211000000000006,"LINESTRING (-0.7206832 44.8979532, -0.720721 44.897955, -0.7208866 44.8979736, -0.7209513 44.8979744, -0.7214663 44.8979258)",,,,
26319483,,tertiary,True,False,18.797,"LINESTRING (-0.7202141 44.8980522, -0.7202485 44.8980773, -0.7202924 44.8980936, -0.7203383 44.8980991, -0.7203845 44.8980948, -0.7204267 44.8980809)",roundabout,,50,
26319604,Rue Alexandre Dumas,residential,False,False,100.16799999999999,"LINESTRING (-0.7202141 44.8980522, -0.7200535 44.898086, -0.7189952 44.8983091)",,,30,
26319504,Route de Saint-Aubin,tertiary,False,True,127.66999999999999,"LINESTRING (-0.7212946 44.8990506, -0.7205199 44.898185, -0.7204267 44.8980809)",,D 212,50,2
26319556,Rue George Sand,residential,False,True,76.974,"LINESTRING (-0.7212946 44.8990506, -0.721251 44.8990525, -0.7212103 44.8990543, -0.7204816 44.8990894, -0.7203196 44.8990812)",,,30,
26319511,Rue Jean Giraudoux,residential,False,False,173.018,"LINESTRING (-0.7214112 44.8961779, -0.7213548 44.8962084, -0.7209164 44.8964412, -0.7208104 44.8964975, -0.7207005 44.8965811, -0.7206981 44.8968075, -0.7206997 44.8971527, -0.7207005 44.8974906)",,,,
"[1180366317, 598212773]",Avenue du Général de Gaulle,secondary,False,False,40.046,"LINESTRING (-0.7214112 44.8961779, -0.7212259 44.8959713, -0.7212069 44.8959348, -0.7211694 44.8958631)",,D 6,50,
1180366317,Avenue du Général de Gaulle,secondary,False,True,193.06500000000003,"LINESTRING (-0.7214112 44.8961779, -0.7217311 44.8965468, -0.7218354 44.896667, -0.7218937 44.8967389, -0.7219588 44.8968159, -0.7220235 44.896894, -0.7222488 44.897135, -0.7222552 44.8971412, -0.7225087 44.897387, -0.7226614 44.8975154, -0.7227913 44.8976072)",,D 6,50,
26319511,Rue Jean Giraudoux,residential,False,False,51.457,"LINESTRING (-0.7207005 44.8974906, -0.7206832 44.8979532)",,,,
26319511,Rue Jean Giraudoux,residential,False,True,173.01799999999997,"LINESTRING (-0.7207005 44.8974906, -0.7206997 44.8971527, -0.7206981 44.8968075, -0.7207005 44.8965811, -0.7208104 44.8964975, -0.7209164 44.8964412, -0.7213548 44.8962084, -0.7214112 44.8961779)",,,,
26319512,Rue Saint-Exupéry,residential,False,True,86.806,"LINESTRING (-0.7207005 44.8974906, -0.7210972 44.8975002, -0.7214663 44.8979258)",,,,
26319508,Route de Saint-Aubin,tertiary,False,False,175.224,"LINESTRING (-0.7181692 44.8970407, -0.7181139 44.8969827, -0.7180626 44.8969248, -0.7180175 44.896806, -0.7179889 44.8967188, -0.7179623 44.8966157, -0.7179451 44.8965493, -0.7179369 44.8965178, -0.7178724 44.8962689, -0.7177738 44.8958806, -0.7177665 44.8958519, -0.7177508 44.8955842, -0.7177811 44.8955114)",,D 212,30,2
"[26319508, 598212710]",Route de Saint-Aubin,tertiary,False,True,189.234,"LINESTRING (-0.7181692 44.8970407, -0.718289 44.8971149, -0.7183822 44.8971588, -0.7191545 44.897457, -0.7192347 44.897488, -0.7195795 44.8976547, -0.7197832 44.8977542, -0.7200657 44.8978866, -0.7200867 44.8978964, -0.7201731 44.8979332, -0.7202017 44.8979414)",,D 212,"['30', '50']",2
61726390,Rue Frédéric Thévenard,residential,False,True,87.289,"LINESTRING (-0.7181692 44.8970407, -0.7181233 44.897058, -0.718094 44.8970691, -0.7179925 44.8970911, -0.7177395 44.897074, -0.7170803 44.897026)",,,30,
49612837,Rue Guy de Maupassant,residential,False,False,77.725,"LINESTRING (-0.7189952 44.8983091, -0.7190115 44.899008)",,,30,
26319604,Rue Alexandre Dumas,residential,False,False,193.332,"LINESTRING (-0.7189952 44.8983091, -0.7186433 44.8983334, -0.7179223 44.8984489, -0.7175103 44.8984064, -0.7172442 44.898455, -0.7169181 44.8986496, -0.7166777 44.89868)",,,30,
26319604,Rue Alexandre Dumas,residential,False,True,100.16799999999999,"LINESTRING (-0.7189952 44.8983091, -0.7200535 44.898086, -0.7202141 44.8980522)",,,30,
26319556,Rue George Sand,residential,False,False,103.354,"LINESTRING (-0.7190115 44.899008, -0.7203196 44.8990812)",,,30,
49612837,Rue Guy de Maupassant,residential,False,False,68.029,"LINESTRING (-0.7190115 44.899008, -0.7190095 44.8996198)",,,30,
49612837,Rue Guy de Maupassant,residential,False,True,77.725,"LINESTRING (-0.7190115 44.899008, -0.7189952 44.8983091)",,,30,
26319599,Rue Guy de Maupassant,residential,False,False,52.682,"LINESTRING (-0.7190095 44.8996198, -0.7196724 44.8996829)",,,30,
49612837,Rue Guy de Maupassant,residential,False,True,68.029,"LINESTRING (-0.7190095 44.8996198, -0.7190115 44.899008)",,,30,
26319556,Rue George Sand,residential,False,True,103.354,"LINESTRING (-0.7203196 44.8990812, -0.7190115 44.899008)",,,30,
26319556,Rue George Sand,residential,False,False,76.974,"LINESTRING (-0.7203196 44.8990812, -0.7204816 44.8990894, -0.7212103 44.8990543, -0.721251 44.8990525, -0.7212946 44.8990506)",,,30,
26319599,Rue Guy de Maupassant,residential,False,True,52.682,"LINESTRING (-0.7196724 44.8996829, -0.7190095 44.8996198)",,,30,
26319604,Rue Alexandre Dumas,residential,False,True,193.332,"LINESTRING (-0.7166777 44.89868, -0.7169181 44.8986496, -0.7172442 44.898455, -0.7175103 44.8984064, -0.7179223 44.8984489, -0.7186433 44.8983334, -0.7189952 44.8983091)",,,30,
49709325,Chemin de Cassy Vigney,residential,True,False,186.67399999999998,"LINESTRING (-0.7170803 44.897026, -0.7168061 44.898097, -0.7168006 44.898157, -0.7166777 44.89868)",,,,
61726295,Rue Frédéric Thévenard,residential,False,False,21.414,"LINESTRING (-0.7170803 44.897026, -0.7170859 44.8969418, -0.7170988 44.8968339)",,,30,
61726390,Rue Frédéric Thévenard,residential,False,False,87.28900000000002,"LINESTRING (-0.7170803 44.897026, -0.7177395 44.897074, -0.7179925 44.8970911, -0.718094 44.8970691, -0.7181233 44.897058, -0.7181692 44.8970407)",,,30,
61726295,Rue Frédéric Thévenard,residential,False,False,44.309,"LINESTRING (-0.7170988 44.8968339, -0.71711 44.8964355)",,,30,
49641954,Rue Eugène Le Roy,residential,False,False,149.77800000000002,"LINESTRING (-0.7170988 44.8968339, -0.71666 44.8966873, -0.716198 44.8965306, -0.7160665 44.8964846, -0.7160271 44.8964681, -0.7159936 44.8964221, -0.7160175 44.8963354, -0.7160558 44.8961949, -0.7161048 44.8959767)",,,30,
61726295,Rue Frédéric Thévenard,residential,False,True,21.414,"LINESTRING (-0.7170988 44.8968339, -0.7170859 44.8969418, -0.7170803 44.897026)",,,30,
26319632,Rue du Chanoine Montfort,residential,True,False,122.588,"LINESTRING (-0.7161048 44.8959767, -0.7167593 44.8959444, -0.7167647 44.8963263, -0.7171254 44.8963377)",,,30,
49641954,Rue Eugène Le Roy,residential,False,True,149.77800000000002,"LINESTRING (-0.7161048 44.8959767, -0.7160558 44.8961949, -0.7160175 44.8963354, -0.7159936 44.8964221, -0.7160271 44.8964681, -0.7160665 44.8964846, -0.716198 44.8965306, -0.71666 44.8966873, -0.7170988 44.8968339)",,,30,
26319632,Rue du Chanoine Montfort,residential,True,False,58.386,"LINESTRING (-0.7162311 44.8954593, -0.7161048 44.8959767)",,,30,
772920849,Avenue Montesquieu,secondary,False,False,10.045,"LINESTRING (-0.7162311 44.8954593, -0.7161054 44.8954441)",,D 6,30,
772920849,Avenue Montesquieu,secondary,False,True,86.057,"LINESTRING (-0.7162311 44.8954593, -0.716375 44.8954793, -0.7168557 44.895546, -0.7169311 44.8955448, -0.7169918 44.8955439, -0.7173112 44.8955311)",,D 6,30,
49106484,Rue François Mitterrand,residential,False,True,65.127,"LINESTRING (-0.7173112 44.8955311, -0.7173068 44.8954748, -0.7172655 44.8949463)",,,30,
772920849,Avenue Montesquieu,secondary,False,False,86.057,"LINESTRING (-0.7173112 44.8955311, -0.7169918 44.8955439, -0.7169311 44.8955448, -0.7168557 44.895546, -0.716375 44.8954793, -0.7162311 44.8954593)",,D 6,30,
772920849,Avenue Montesquieu,secondary,False,True,37.079,"LINESTRING (-0.7173112 44.8955311, -0.7175474 44.8955212, -0.7176207 44.8955181, -0.7177811 44.8955114)",,D 6,30,
49106481,Chemin des Vergers,residential,False,True,105.75,"LINESTRING (-0.716016 44.8947871, -0.7163657 44.8938689)",,,30,
49106483,Rue François Mitterrand,residential,False,False,100.605,"LINESTRING (-0.716016 44.8947871, -0.7161435 44.8948098, -0.7164234 44.8948598, -0.7166225 44.894885, -0.71676 44.8948724, -0.7172655 44.8949463)",,,30,
49106483,Rue François Mitterrand,residential,False,True,77.259,"LINESTRING (-0.716016 44.8947871, -0.7157312 44.8947296, -0.7150727 44.8945968)",,,30,
1203922827,Rue Jean Dupérier,tertiary,False,True,5.646,"LINESTRING (-0.7128817 44.8915927, -0.7128198 44.8915671)",,,50,2
26446308,Allée Joseph Cruchon,residential,False,False,116.01100000000001,"LINESTRING (-0.7128817 44.8915927, -0.7128694 44.8916367, -0.7128628 44.8916605, -0.7126538 44.8922608, -0.7127032 44.8922914, -0.7128212 44.8924064, -0.7128359 44.892436, -0.7127871 44.8925674)",,,,
"[1203922827, 693971756, 693971757]",Rue Jean Dupérier,tertiary,False,False,187.08700000000002,"LINESTRING (-0.7128817 44.8915927, -0.7130171 44.8916516, -0.7137704 44.8919666, -0.7140922 44.8920806, -0.714869 44.8923003, -0.71492 44.8923147, -0.7150033 44.8923393)",,,50,2
26446311,Rue Henri Martin,residential,True,False,37.584,"LINESTRING (-0.7139825 44.8932132, -0.7140808 44.8932927, -0.7141463 44.8933536, -0.7142346 44.8934359, -0.7142443 44.8934455, -0.7142778 44.8934784)",,,30,
72787624,Rue Henri Martin,residential,False,False,219.787,"LINESTRING (-0.7139825 44.8932132, -0.71389 44.8931697, -0.7132435 44.8930044, -0.7127709 44.8930046, -0.7125615 44.8930059, -0.7121386 44.8930002, -0.7120688 44.8930059, -0.7120247 44.8930287, -0.7115418 44.8933716, -0.7114861 44.8934105)",,,30,
26446316,Rue René Dongey,residential,False,False,47.849,"LINESTRING (-0.7142778 44.8934784, -0.7137707 44.8937153)",,,30,
26446311,Rue Henri Martin,residential,True,False,46.849,"LINESTRING (-0.7142778 44.8934784, -0.7146095 44.8937887, -0.714646 44.8938077)",,,30,
72787624,Rue Henri Martin,residential,False,True,219.787,"LINESTRING (-0.7114861 44.8934105, -0.7115418 44.8933716, -0.7120247 44.8930287, -0.7120688 44.8930059, -0.7121386 44.8930002, -0.7125615 44.8930059, -0.7127709 44.8930046, -0.7132435 44.8930044, -0.71389 44.8931697, -0.7139825 44.8932132)",,,30,
598212708,Avenue Montaigne,secondary,False,False,142.659,"LINESTRING (-0.7114861 44.8934105, -0.712037 44.8937924, -0.7126985 44.894251, -0.7127805 44.8943078)",,D 6,30,2
26446316,Rue René Dongey,residential,False,True,47.849,"LINESTRING (-0.7137707 44.8937153, -0.7142778 44.8934784)",,,30,
26446318,Rue Maurice François,residential,False,False,80.665,"LINESTRING (-0.7137707 44.8937153, -0.7144298 44.8942705)",,,30,
26446316,Rue René Dongey,residential,False,False,102.777,"LINESTRING (-0.7137707 44.8937153, -0.7132785 44.8939409, -0.7127805 44.8943078)",,,30,
26446316,Rue René Dongey,residential,False,True,102.777,"LINESTRING (-0.7127805 44.8943078, -0.7132785 44.8939409, -0.7137707 44.8937153)",,,30,
"[221251408, 598212708]",Avenue Montaigne,secondary,False,False,105.201,"LINESTRING (-0.7127805 44.8943078, -0.7131223 44.8945412, -0.7135392 44.8948576, -0.7136582 44.8950132)",,D 6,30,2
598212708,Avenue Montaigne,secondary,False,True,142.659,"LINESTRING (-0.7127805 44.8943078, -0.7126985 44.894251, -0.712037 44.8937924, -0.7114861 44.8934105)",,D 6,30,2
26446318,Rue Maurice François,residential,False,True,80.665,"LINESTRING (-0.7144298 44.8942705, -0.7137707 44.8937153)",,,30,
598212705,Place de la République,tertiary,True,False,98.27,"LINESTRING (-0.7144298 44.8942705, -0.714345 44.894428, -0.7139814 44.8950952)",,,30,
49258574,,tertiary,True,False,3.608,"LINESTRING (-0.717797 44.8929903, -0.7178181 44.8930191)",roundabout,,,
25738171,Rue Serge Noailles,residential,True,False,49.992000000000004,"LINESTRING (-0.7200503 44.8950726, -0.7197929 44.8947588, -0.7197281 44.8946853)",,,30,
26446334,Rue Pierre Lasserre,living_street,True,False,100.12100000000001,"LINESTRING (-0.7200503 44.8950726, -0.720128 44.895063, -0.7205803 44.895007, -0.7212216 44.8949276, -0.7212594 44.894923, -0.7213024 44.8949177)",,,,
26446335,Rue François Fourcade,residential,False,True,135.681,"LINESTRING (-0.7197281 44.8946853, -0.7214383 44.8945399)",,,,
25738171,Rue Serge Noailles,residential,True,False,82.172,"LINESTRING (-0.7197281 44.8946853, -0.7192781 44.8941535, -0.7192498 44.8940913, -0.7192522 44.8940645, -0.7192546 44.8940378)",,,30,
26446347,Rue Paul Berninet,residential,False,False,221.07599999999996,"LINESTRING (-0.7222643 44.8919099, -0.7237063 44.8927004, -0.7236815 44.892755, -0.7235089 44.8928402, -0.7231954 44.8930145, -0.723133 44.8930852, -0.7231105 44.8931082, -0.7230257 44.8931836)",,,,
49396602,Allée Georges Clemenceau,residential,False,True,146.496,"LINESTRING (-0.7222643 44.8919099, -0.7213728 44.8927614, -0.7212429 44.8928662, -0.7212245 44.8928894, -0.7212068 44.8929322, -0.7212118 44.8929787)",,,,
25738161,Rue Jean Jaurès,residential,False,True,30.563,"LINESTRING (-0.7179259 44.895053, -0.7180728 44.8947986)",,,30,
49106483,Rue François Mitterrand,residential,False,True,53.356,"LINESTRING (-0.7179259 44.895053, -0.7172655 44.8949463)",,,30,
49930282,Place de la Pompe,residential,False,True,21.686,"LINESTRING (-0.7179259 44.895053, -0.7181887 44.8951111)",,,30,
49106479,Rue Jean Jaurès,residential,True,False,52.87700000000001,"LINESTRING (-0.7179259 44.895053, -0.7178052 44.8952658, -0.7177859 44.8954624, -0.7177811 44.8955114)",,,30,
49106481,Chemin des Vergers,residential,False,False,105.75,"LINESTRING (-0.7163657 44.8938689, -0.716016 44.8947871)",,,30,
49106483,Rue François Mitterrand,residential,False,False,53.356,"LINESTRING (-0.7172655 44.8949463, -0.7179259 44.895053)",,,30,
49106484,Rue François Mitterrand,residential,False,True,43.734,"LINESTRING (-0.7172655 44.8949463, -0.7172109 44.8945549)",,,30,
49106483,Rue François Mitterrand,residential,False,True,100.60499999999999,"LINESTRING (-0.7172655 44.8949463, -0.71676 44.8948724, -0.7166225 44.894885, -0.7164234 44.8948598, -0.7161435 44.8948098, -0.716016 44.8947871)",,,30,
49106484,Rue François Mitterrand,residential,False,False,65.127,"LINESTRING (-0.7172655 44.8949463, -0.7173068 44.8954748, -0.7173112 44.8955311)",,,30,
61726295,Rue Frédéric Thévenard,residential,False,True,44.309,"LINESTRING (-0.71711 44.8964355, -0.7170988 44.8968339)",,,30,
598212709,Rue François Thévenard,residential,True,False,10.942,"LINESTRING (-0.71711 44.8964355, -0.7171254 44.8963377)",,,30,
