osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,maxspeed,access
108344951,False,,,Rue Fon de l'Hospital,residential,True,65.029,"LINESTRING (3.8303565 43.5777801, 3.8296379 43.5776259, 3.8295882 43.5776045)",,,
21756404,False,,,Rue Guillaume d'Autignac,residential,True,70.128,"LINESTRING (3.8294282 43.5790605, 3.8297472 43.5788282, 3.8299887 43.5786446, 3.8300139 43.5785987)",,,
437559536,True,,,Esplanade de l'Ortet,residential,False,19.149,"LINESTRING (3.8306241 43.5762333, 3.8306546 43.5761901, 3.8306891 43.5761647, 3.8307408 43.5761461, 3.8308043 43.5761415)",,30,
1133404398,False,,,Rue Georges Brassens,residential,True,34.209,"LINESTRING (3.8306241 43.5762333, 3.8305678 43.5762167, 3.8303994 43.576167, 3.8302931 43.5761356, 3.83023 43.5761188)",,,
22746741,True,,,Rue Francis Ponge,residential,False,30.990000000000002,"LINESTRING (3.8293724 43.5769301, 3.8294461 43.5771469, 3.8294542 43.5771717, 3.8294633 43.5772009)",,,
108344966,False,,,Impasse Albertine Sarrazin,residential,False,40.78,"LINESTRING (3.8293724 43.5769301, 3.8295838 43.5768903, 3.8296164 43.5768682, 3.8296997 43.5767027)",,,
21751184,False,,,Allée Jean Vilar,residential,False,75.48899999999999,"LINESTRING (3.8294633 43.5772009, 3.8293638 43.5772175, 3.8289404 43.577288, 3.8288469 43.5773036, 3.8287209 43.5773245, 3.8285977 43.577345, 3.8285498 43.5773523)",,30,
21751184,False,,,Allée Jean Vilar,residential,True,57.141999999999996,"LINESTRING (3.8294633 43.5772009, 3.8295245 43.5771908, 3.830006 43.5771106, 3.8300753 43.577102, 3.8301575 43.5771034)",,30,
22746741,True,,,Rue Francis Ponge,residential,False,45.994,"LINESTRING (3.8294633 43.5772009, 3.8294832 43.5772622, 3.8295556 43.5774993, 3.8295682 43.5775433, 3.8295882 43.5776045)",,,
21758487,True,,,Rue de la Mairie,residential,False,35.582,"LINESTRING (3.826794 43.5764097, 3.8267837 43.5762775, 3.8267571 43.5760909)",,,
524638903,False,,M 613,Rue Gratien Boyer,primary,True,8.92,"LINESTRING (3.8266471 43.5754061, 3.8266015 43.575333)",,,
171640428,True,,,Rue de la Mairie,residential,False,56.089,"LINESTRING (3.8266471 43.5754061, 3.8266533 43.5754482, 3.8266895 43.5756922, 3.8267009 43.5757623, 3.8267243 43.5759074)",,30,
"[479628488, 524638897]",True,,M 613,Route de Béziers,primary,False,109.15299999999999,"LINESTRING (3.8266471 43.5754061, 3.8262012 43.5753189, 3.8259332 43.5752643, 3.8257299 43.5752174, 3.8255797 43.5751815, 3.8253488 43.5751262)",,,
21759610,False,,,Rue de la Calade,residential,False,7.372,"LINESTRING (3.8263373 43.5780904, 3.8263027 43.5780631, 3.8262919 43.5780553, 3.8262775 43.5780404)",,,
"[924907104, 103965761, 446743620]",False,2,M 132,"['Avenue Georges Clemenceau', ""Rue Fon de l'Hospital""]","['living_street', 'tertiary']",False,186.37699999999998,"LINESTRING (3.8263373 43.5780904, 3.8263925 43.5780472, 3.8266401 43.5778531, 3.826712 43.577793, 3.8267181 43.5777883, 3.8269235 43.5776279, 3.8269594 43.5775999, 3.8270249 43.5775488, 3.8270929 43.5775113, 3.8271578 43.5774979, 3.8273428 43.5774773, 3.8277605 43.5774324, 3.8278069 43.5774274, 3.8280769 43.5774052, 3.8281471 43.5774007, 3.8282615 43.5773926, 3.8282928 43.5773904)",,30,
103965761,False,2,M 132,Avenue Georges Clemenceau,tertiary,True,41.929,"LINESTRING (3.8263373 43.5780904, 3.8262672 43.5781266, 3.8260223 43.5782564, 3.8259083 43.5783031)",,,
95313945,True,,,Grand Rue,residential,False,72.081,"LINESTRING (3.8232862 43.577534, 3.8233123 43.5775362, 3.8234189 43.5775451, 3.8241749 43.5776096)",,,
"[524624413, 592066670]",True,,,Grand Rue,"['residential', 'living_street']",False,123.62199999999999,"LINESTRING (3.8232862 43.577534, 3.8230973 43.5775064, 3.8221712 43.577338, 3.8220452 43.5773307, 3.8220117 43.5773287, 3.821787 43.5773049)",,20,
21759610,False,,,Rue de la Calade,residential,True,39.312,"LINESTRING (3.8257093 43.5775266, 3.8257163 43.5775614, 3.8257331 43.5775936, 3.8258141 43.5776696, 3.8258971 43.5777475, 3.8259838 43.5778113)",,,
26164382,False,,,Grand Rue,residential,False,13.067,"LINESTRING (3.8257093 43.5775266, 3.8257647 43.5775048, 3.8258519 43.5774706)",,,
25579658,False,,,Plan de Bosc,living_street,False,25.19,"LINESTRING (3.8263718 43.5773081, 3.8262741 43.5770929)",,,
26164383,True,,,Grand Rue,residential,False,45.701,"LINESTRING (3.8263718 43.5773081, 3.8261589 43.5773742, 3.8260774 43.5773905, 3.8258519 43.5774706)",,,
22746776,True,,,Rue de la Treille,residential,False,48.814,"LINESTRING (3.8257272 43.5779686, 3.8255928 43.577821, 3.8254449 43.5776694, 3.8253975 43.577601)",,,
25580016,False,,,Rue de la Treille,residential,False,18.095000000000002,"LINESTRING (3.8257272 43.5779686, 3.8257067 43.5779918, 3.8256135 43.5780518, 3.8256404 43.5780922)",,,
95313945,True,,,Grand Rue,residential,False,26.639,"LINESTRING (3.8253975 43.577601, 3.8255766 43.5775734, 3.8257093 43.5775266)",,,
21759610,False,,,Rue de la Calade,residential,False,34.817,"LINESTRING (3.8262775 43.5780404, 3.8262446 43.5780171, 3.8261491 43.5779496, 3.8260473 43.5778584, 3.8259838 43.5778113)",,,
21759610,False,,,Rue de la Calade,residential,True,7.372000000000001,"LINESTRING (3.8262775 43.5780404, 3.8262919 43.5780553, 3.8263027 43.5780631, 3.8263373 43.5780904)",,,
25579981,False,1,,Rue de l'Église,residential,True,46.564,"LINESTRING (3.8262775 43.5780404, 3.8262721 43.5780076, 3.8262668 43.5779752, 3.8262498 43.5779062, 3.8262327 43.5778069, 3.8261745 43.5776817, 3.8261633 43.5776588, 3.8261589 43.5776497, 3.8261493 43.5776343)",,10,
95313945,True,,,Grand Rue,residential,False,57.873,"LINESTRING (3.8241749 43.5776096, 3.824429 43.5776202, 3.8248219 43.5776383, 3.8248921 43.5776391)",,,
103965759,False,,M 132,Avenue Georges Clemenceau,tertiary,True,66.446,"LINESTRING (3.8235953 43.5791553, 3.823439 43.5792784, 3.8231546 43.5794984, 3.8230925 43.5795464, 3.823033 43.5795925)",,,
103965761,False,2,M 132,Avenue Georges Clemenceau,tertiary,False,159.84099999999998,"LINESTRING (3.8235953 43.5791553, 3.8238153 43.5789958, 3.8239518 43.5789045, 3.8241018 43.5788189, 3.8244071 43.5786897, 3.8244896 43.5786589, 3.8245535 43.5786363, 3.8247224 43.5785955, 3.8247881 43.5785787, 3.8249534 43.5785372, 3.8250218 43.5785265, 3.8251331 43.578509, 3.8253021 43.5784847)",,,
"[524624418, 26164188]",False,,,Rue Federico Garcia Lorca,"['residential', 'living_street']",True,144.749,"LINESTRING (3.8235953 43.5791553, 3.823559 43.5791307, 3.8234474 43.5790578, 3.8233797 43.5790067, 3.8233131 43.5789663, 3.8232033 43.5788821, 3.8230782 43.5788057, 3.8229872 43.5787525, 3.822824 43.578657, 3.8227218 43.5786052, 3.8226847 43.5785848, 3.8225357 43.5785028, 3.8224335 43.578442, 3.8223356 43.5783769, 3.8222422 43.5783028)",,20,
103965759,False,,M 132,Avenue Georges Clemenceau,tertiary,False,66.446,"LINESTRING (3.823033 43.5795925, 3.8230925 43.5795464, 3.8231546 43.5794984, 3.823439 43.5792784, 3.8235953 43.5791553)",,,
108344951,False,,,Rue Fon de l'Hospital,residential,False,79.46600000000001,"LINESTRING (3.8308521 43.5778918, 3.8311298 43.5779575, 3.8312026 43.5779747, 3.8316643 43.5780038, 3.8318184 43.5780101)",,,
108344951,False,,,Rue Fon de l'Hospital,residential,True,41.81,"LINESTRING (3.8308521 43.5778918, 3.8304392 43.5777983, 3.8303565 43.5777801)",,,
21762103,False,,,Impasse Gaston Baissette,residential,True,64.213,"LINESTRING (3.8319571 43.5772347, 3.8320108 43.5773949, 3.8318431 43.5776319, 3.8316863 43.5777241)",,,
680553673,True,,,Rue André Chamson,residential,False,60.769000000000005,"LINESTRING (3.8319571 43.5772347, 3.8318412 43.5772666, 3.8317167 43.5772838, 3.8315968 43.5772897, 3.8314562 43.5772731, 3.8312312 43.5772105)",,,
22746738,True,,,Rue des Écoles,residential,False,32.623,"LINESTRING (3.8267571 43.5760909, 3.8271604 43.5761175)",,,
139883337,False,,M 132,Avenue de la Libération,tertiary,False,78.045,"LINESTRING (3.8284759 43.5762726, 3.8291737 43.5757857)",,,
139883337,False,,M 132,Avenue de la Libération,tertiary,True,11.882,"LINESTRING (3.8284759 43.5762726, 3.8283891 43.576359)",,,
26335768,False,,,Rue Guy Pigoullié,residential,False,75.338,"LINESTRING (3.8282778 43.5761919, 3.8283617 43.5755171)",,20,
22746738,True,,,Rue des Écoles,residential,False,18.961,"LINESTRING (3.8282778 43.5761919, 3.8284269 43.5762288, 3.8284759 43.5762726)",,,
26335768,False,,,Rue Guy Pigoullié,residential,True,75.338,"LINESTRING (3.8283617 43.5755171, 3.8282778 43.5761919)",,20,
104365731,True,,M 613,Route de Montpellier,primary,False,48.367000000000004,"LINESTRING (3.8283617 43.5755171, 3.8281574 43.5755109, 3.8277623 43.5754924)",,,
104365731,True,,M 613,Route de Montpellier,primary,False,48.147999999999996,"LINESTRING (3.8272413 43.5754528, 3.8268083 43.5754188, 3.8267717 43.5754159, 3.8266471 43.5754061)",,,
22746738,True,,,Rue des Écoles,residential,False,42.407,"LINESTRING (3.8271604 43.5761175, 3.8276843 43.5761548)",,,
21762577,True,,,Passage de la Mairie,residential,False,74.211,"LINESTRING (3.8271604 43.5761175, 3.8271917 43.5758601, 3.8272062 43.5757413, 3.8272347 43.5754797, 3.8272413 43.5754528)",,,
171640428,True,,,Rue de la Mairie,residential,False,20.575,"LINESTRING (3.8267243 43.5759074, 3.8267571 43.5760909)",,30,
21762617,False,,,Impasse des Jardins de Saint-Jean,residential,True,165.034,"LINESTRING (3.8267243 43.5759074, 3.8262228 43.5759256, 3.8261592 43.5759423, 3.8261352 43.5759881, 3.8262009 43.5766821, 3.8261897 43.57673, 3.8261225 43.5767533, 3.8258155 43.5767818)",,,yes
44143152,False,,,Rue Paul Cézanne,residential,False,13.698,"LINESTRING (3.8251712 43.5760384, 3.8253387 43.5760172)",,,
21762783,True,,,Rue du Pradet,residential,False,92.474,"LINESTRING (3.8251712 43.5760384, 3.8250953 43.5756646, 3.8250444 43.5753809, 3.8250524 43.5753595, 3.8250846 43.575344, 3.8251184 43.575335, 3.8251493 43.5753341, 3.8251841 43.5753409, 3.8252383 43.5753583)",,,
44143152,False,,,Rue Paul Cézanne,residential,True,71.10900000000001,"LINESTRING (3.8251712 43.5760384, 3.8250871 43.576049, 3.8247861 43.5760735, 3.8244763 43.5761012, 3.8242956 43.5761187)",,,
21762783,True,,,Rue du Pradet,residential,False,159.444,"LINESTRING (3.825662 43.5772007, 3.8255953 43.5772224, 3.8254083 43.5772581, 3.8253751 43.5772402, 3.8253101 43.5768698, 3.8251774 43.5760685, 3.8251712 43.5760384)",,,
26164382,False,,,Grand Rue,residential,True,13.067,"LINESTRING (3.8258519 43.5774706, 3.8257647 43.5775048, 3.8257093 43.5775266)",,,
26164384,True,,,Rue du Pradet,residential,False,33.685,"LINESTRING (3.8258519 43.5774706, 3.8257678 43.5773514, 3.825662 43.5772007)",,,
22746771,True,,,Rue du Petit Pradet,residential,False,30.562,"LINESTRING (3.8253488 43.5751262, 3.8252856 43.5751529, 3.8252589 43.5751679, 3.8252291 43.5752017, 3.8252238 43.5752397, 3.8252383 43.5753583)",,,
524638900,True,,M 613,Route de Béziers,primary,False,32.480999999999995,"LINESTRING (3.8253488 43.5751262, 3.8252807 43.5751115, 3.8251858 43.5750898, 3.8249633 43.5750406)",,,
524638903,False,,M 613,Rue Gratien Boyer,primary,False,8.92,"LINESTRING (3.8266015 43.575333, 3.8266471 43.5754061)",,,
21763040,False,,,Rue Gratien Boyer,residential,True,49.814,"LINESTRING (3.8266015 43.575333, 3.826607 43.5752659, 3.826613 43.5752557, 3.8266245 43.5752317, 3.826636 43.5752124, 3.8268128 43.5749156)",,30,
823275351,True,,M 613,Route de Montpellier,primary,False,215.243,"LINESTRING (3.8266015 43.575333, 3.826778 43.5753539, 3.8271933 43.5753833, 3.8275151 43.5753995, 3.8277951 43.5753999, 3.8279844 43.5753889, 3.8285858 43.5753166, 3.8289773 43.5752396, 3.8290046 43.5752347, 3.8290431 43.5752272, 3.8292375 43.5751931)",,,
21763395,False,,,Rue des Saules,residential,False,42.65,"LINESTRING (3.8247423 43.5736813, 3.8251605 43.5739165)",,,
21763395,False,,,Rue des Saules,residential,True,38.632,"LINESTRING (3.8247423 43.5736813, 3.8243732 43.5734595)",,,
21763091,False,,,Rue des Peupliers,residential,False,64.444,"LINESTRING (3.8247423 43.5736813, 3.8247473 43.5738058, 3.8248089 43.5739442, 3.8249653 43.5742323)",,,
21763363,False,,,Rue des Catalpas,residential,False,76.947,"LINESTRING (3.8247423 43.5736813, 3.8241096 43.5738639, 3.8238963 43.5739252, 3.8238548 43.5739371)",,,
21763040,False,,,Rue Gratien Boyer,residential,True,37.892,"LINESTRING (3.8268128 43.5749156, 3.8270123 43.574607)",,30,
21763040,False,,,Rue Gratien Boyer,residential,False,49.81400000000001,"LINESTRING (3.8268128 43.5749156, 3.826636 43.5752124, 3.8266245 43.5752317, 3.826613 43.5752557, 3.826607 43.5752659, 3.8266015 43.575333)",,30,
21763091,False,,,Rue des Peupliers,residential,True,184.436,"LINESTRING (3.8268128 43.5749156, 3.8267586 43.5749035, 3.8262704 43.5745938, 3.8262183 43.5745755, 3.8261674 43.5745768, 3.8261101 43.5745917, 3.8253746 43.5748028, 3.8253083 43.5748022, 3.825257 43.5747709, 3.8250798 43.5744402)",,,
21763145,False,,,Rue des Ormeaux,residential,False,75.565,"LINESTRING (3.8274901 43.5737404, 3.8273567 43.5737745, 3.8266202 43.5739943)",,,
823275352,False,,,Rue des Roudères,residential,False,53.416,"LINESTRING (3.8274901 43.5737404, 3.8274469 43.5736575, 3.8273862 43.5735569, 3.827325 43.5734405, 3.8272752 43.5733458, 3.8272476 43.5732934)",,,
823275352,False,,,Rue des Roudères,residential,True,14.119,"LINESTRING (3.8274901 43.5737404, 3.8275153 43.5737983, 3.8275419 43.5738617)",,,
21763091,False,,,Rue des Peupliers,residential,True,24.89,"LINESTRING (3.8250798 43.5744402, 3.8249653 43.5742323)",,,
21763091,False,,,Rue des Peupliers,residential,False,184.43599999999998,"LINESTRING (3.8250798 43.5744402, 3.825257 43.5747709, 3.8253083 43.5748022, 3.8253746 43.5748028, 3.8261101 43.5745917, 3.8261674 43.5745768, 3.8262183 43.5745755, 3.8262704 43.5745938, 3.8267586 43.5749035, 3.8268128 43.5749156)",,,
21763145,False,,,Rue des Ormeaux,residential,True,53.262,"LINESTRING (3.8250798 43.5744402, 3.8251546 43.5744181, 3.8255009 43.5743159, 3.8256921 43.5742595)",,,
21763395,False,,,Rue des Saules,residential,True,42.65,"LINESTRING (3.8251605 43.5739165, 3.8247423 43.5736813)",,,
21763395,False,,,Rue des Saules,residential,False,57.857,"LINESTRING (3.8251605 43.5739165, 3.8256454 43.5741982, 3.8256921 43.5742595)",,,
108332924,False,,,Rue des Acacias,residential,True,14.852999999999998,"LINESTRING (3.8251605 43.5739165, 3.8252136 43.5738795, 3.8253138 43.5738454)",,,
21763240,False,,,Rue des Albizias,residential,True,54.022,"LINESTRING (3.8266202 43.5739943, 3.826374 43.5735424)",,,
21763145,False,,,Rue des Ormeaux,residential,False,80.374,"LINESTRING (3.8266202 43.5739943, 3.8258929 43.5742001, 3.8256921 43.5742595)",,,
21763145,False,,,Rue des Ormeaux,residential,True,75.565,"LINESTRING (3.8266202 43.5739943, 3.8273567 43.5737745, 3.8274901 43.5737404)",,,
21763240,False,,,Rue des Albizias,residential,False,75.88799999999999,"LINESTRING (3.8266202 43.5739943, 3.8269222 43.574544, 3.8269684 43.5745795, 3.8270123 43.574607)",,,
21763240,False,,,Rue des Albizias,residential,False,54.022,"LINESTRING (3.826374 43.5735424, 3.8266202 43.5739943)",,,
108332924,False,,,Rue des Acacias,residential,False,29.803,"LINESTRING (3.826374 43.5735424, 3.8260294 43.5736399)",,,
108332924,False,,,Rue des Acacias,residential,True,75.628,"LINESTRING (3.826374 43.5735424, 3.8272476 43.5732934)",,,
21763040,False,,,Rue Gratien Boyer,residential,False,37.892,"LINESTRING (3.8270123 43.574607, 3.8268128 43.5749156)",,30,
21763040,False,,,Rue Gratien Boyer,residential,True,9.088,"LINESTRING (3.8270123 43.574607, 3.8270649 43.5745347)",,30,
21763240,False,,,Rue des Albizias,residential,True,75.88799999999999,"LINESTRING (3.8270123 43.574607, 3.8269684 43.5745795, 3.8269222 43.574544, 3.8266202 43.5739943)",,,
21763262,False,,,Impasse des Mélias,residential,False,42.858000000000004,"LINESTRING (3.8257495 43.5733533, 3.8258724 43.5733674, 3.8260294 43.5736399)",,,
108332924,False,,,Rue des Acacias,residential,False,62.012,"LINESTRING (3.8260294 43.5736399, 3.8253138 43.5738454)",,,
108332924,False,,,Rue des Acacias,residential,True,29.803,"LINESTRING (3.8260294 43.5736399, 3.826374 43.5735424)",,,
21763262,False,,,Impasse des Mélias,residential,True,42.858000000000004,"LINESTRING (3.8260294 43.5736399, 3.8258724 43.5733674, 3.8257495 43.5733533)",,,
21763395,False,,,Rue des Saules,residential,False,38.632,"LINESTRING (3.8243732 43.5734595, 3.8247423 43.5736813)",,,
21763395,False,,,Rue des Saules,residential,True,49.917,"LINESTRING (3.8243732 43.5734595, 3.823893 43.5731758)",,,
21763296,False,,,Rue des Noyers,residential,False,119.482,"LINESTRING (3.8243732 43.5734595, 3.8249125 43.5732986, 3.8249822 43.5733005, 3.8250381 43.5733345, 3.8253138 43.5738454)",,,
108332924,False,,,Rue des Acacias,residential,True,62.012,"LINESTRING (3.8253138 43.5738454, 3.8260294 43.5736399)",,,
21763296,False,,,Rue des Noyers,residential,True,119.482,"LINESTRING (3.8253138 43.5738454, 3.8250381 43.5733345, 3.8249822 43.5733005, 3.8249125 43.5732986, 3.8243732 43.5734595)",,,
108332924,False,,,Rue des Acacias,residential,False,14.852999999999998,"LINESTRING (3.8253138 43.5738454, 3.8252136 43.5738795, 3.8251605 43.5739165)",,,
924907096,False,,,Rue de la Gare,residential,False,56.206,"LINESTRING (3.8232699 43.5736634, 3.8237451 43.5732933)",,,
108332922,False,,,Rue des Catalpas,residential,True,45.743,"LINESTRING (3.8232699 43.5736634, 3.8233627 43.5737895, 3.8235023 43.5740382)",,,
924907096,False,,,Rue de la Gare,residential,True,121.59700000000001,"LINESTRING (3.8232699 43.5736634, 3.8231272 43.5737579, 3.8229952 43.5738166, 3.8223186 43.5740579, 3.8221649 43.5740865, 3.8220509 43.5740884, 3.8219181 43.5740737)",,,
108332919,True,,,Rue des Catalpas,residential,False,30.541,"LINESTRING (3.8235023 43.5740382, 3.8235764 43.5740169, 3.8237784 43.5739588, 3.8238548 43.5739371)",,,
108332922,False,,,Rue des Catalpas,residential,False,45.743,"LINESTRING (3.8235023 43.5740382, 3.8233627 43.5737895, 3.8232699 43.5736634)",,,
108332919,True,,,Rue des Catalpas,residential,False,14.507,"LINESTRING (3.8238548 43.5739371, 3.8239204 43.5740586)",,,
21763363,False,,,Rue des Catalpas,residential,True,76.947,"LINESTRING (3.8238548 43.5739371, 3.8238963 43.5739252, 3.8241096 43.5738639, 3.8247423 43.5736813)",,,
21763091,False,,,Rue des Peupliers,residential,False,24.89,"LINESTRING (3.8249653 43.5742323, 3.8250798 43.5744402)",,,
21763091,False,,,Rue des Peupliers,residential,True,64.444,"LINESTRING (3.8249653 43.5742323, 3.8248089 43.5739442, 3.8247473 43.5738058, 3.8247423 43.5736813)",,,
22746768,False,,,Rue des Sophoras,residential,True,116.924,"LINESTRING (3.8249653 43.5742323, 3.8242524 43.5744432, 3.8242096 43.574449, 3.8241605 43.5744438, 3.824128 43.5744244, 3.8241067 43.5743942, 3.8239204 43.5740586)",,,
21763395,False,,,Rue des Saules,residential,False,49.917,"LINESTRING (3.823893 43.5731758, 3.8243732 43.5734595)",,,
21763895,False,,,Rue de la Gare,residential,True,17.682,"LINESTRING (3.823893 43.5731758, 3.8237451 43.5732933)",,,
21763895,False,,,Rue de la Gare,residential,False,92.65,"LINESTRING (3.823893 43.5731758, 3.8241597 43.5729826, 3.8244577 43.5727667, 3.824724 43.5726005)",,,
21763145,False,,,Rue des Ormeaux,residential,False,53.26200000000001,"LINESTRING (3.8256921 43.5742595, 3.8255009 43.5743159, 3.8251546 43.5744181, 3.8250798 43.5744402)",,,
21763145,False,,,Rue des Ormeaux,residential,True,80.374,"LINESTRING (3.8256921 43.5742595, 3.8258929 43.5742001, 3.8266202 43.5739943)",,,
21763395,False,,,Rue des Saules,residential,True,57.857,"LINESTRING (3.8256921 43.5742595, 3.8256454 43.5741982, 3.8251605 43.5739165)",,,
21763578,True,,,Rue des Roudères,residential,False,45.805,"LINESTRING (3.8292375 43.5751931, 3.8291415 43.5751056, 3.8291249 43.5750908, 3.8290881 43.5750582, 3.8288574 43.5748874)",,,
22900327,True,3,M 613,Carrefour Paul Bernard,primary,False,40.296,"LINESTRING (3.8292375 43.5751931, 3.8295336 43.5754083, 3.8295947 43.5754466)",,,
