osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,lanes,bridge,width,access
8475569,Rue du Stade,living_street,20,False,True,269.436,"LINESTRING (2.0298811 44.6115614, 2.0303492 44.6114677, 2.0307971 44.6117909, 2.0310541 44.6119264, 2.0313587 44.6120077, 2.0322245 44.6121431, 2.0329496 44.6122745)",,,,,,
981287958,Avenue Casimir Marcenac,primary,30,False,True,192.29999999999998,"LINESTRING (2.0298811 44.6115614, 2.0302224 44.611948, 2.0305167 44.6122871, 2.0308408 44.6126499, 2.0309892 44.6127444, 2.0311921 44.612805, 2.0313353 44.612822, 2.0313942 44.612829)",D 19,,,,,
8475557,Rue de Colomb,living_street,20,True,False,85.19799999999998,"LINESTRING (2.0347159 44.6111706, 2.0347678 44.6112, 2.0350279 44.6113, 2.0351161 44.6113213, 2.0352419 44.6113206, 2.0353711 44.6112989, 2.0355145 44.6112687, 2.0357128 44.6112131)",,,,,,
41435053,Rue du Puits Sainte-Marie,living_street,20,False,True,35.126000000000005,"LINESTRING (2.0347159 44.6111706, 2.034588 44.611304, 2.0345254 44.6112919, 2.0344516 44.6113865)",,,,,,
8475513,Avenue du Maréchal Foch,primary,30,False,False,32.378,"LINESTRING (2.0338647 44.6070848, 2.0339943 44.6070928, 2.0342727 44.6071049)",D 13,,,,,
"[241508128, 41209960, 41476604]",Pont Gambetta,primary,30,False,True,54.239000000000004,"LINESTRING (2.0338647 44.6070848, 2.0338762 44.6070347, 2.0339646 44.6066495, 2.0339752 44.6066034)",D 840,,,yes,,
1088031094,Quai Albert Bessières,primary,30,False,True,184.004,"LINESTRING (2.0338647 44.6070848, 2.0337832 44.6070906, 2.0337038 44.6070942, 2.0334081 44.6070781, 2.0333619 44.607079, 2.0332681 44.6070904, 2.0329674 44.6071332, 2.0323938 44.6072157, 2.0322863 44.6072301, 2.0321806 44.6072439, 2.0315754 44.6073266)",D 840,,,,,
173066478,Avenue Émile Bouyssou,primary,30,False,False,29.451,"LINESTRING (2.0341102 44.6062347, 2.0340889 44.6062559, 2.0340675 44.6062771, 2.0340352 44.6063386, 2.0340027 44.6064838)",D 840,,,,,
"[1239884962, 75531587]",Allée Victor Hugo,primary,50,False,True,45.191,"LINESTRING (2.0341102 44.6062347, 2.0342037 44.6062538, 2.0343367 44.6062732, 2.0345038 44.6062881, 2.0346719 44.606303)",D 840,,,,,
"[1239884963, 23077237]",Avenue Émile Bouyssou,primary,30,False,True,141.713,"LINESTRING (2.0341102 44.6062347, 2.0340774 44.6061636, 2.0340682 44.606104, 2.034078 44.6060487, 2.0340873 44.605996, 2.0340997 44.6059258, 2.0341478 44.6056719, 2.0342403 44.6051842, 2.0342542 44.6051101, 2.0342718 44.6049737)",D 822,,,,,
552848001,Avenue Jean Jaurès,unclassified,,False,False,37.452,"LINESTRING (2.0329635 44.6065185, 2.032977 44.6064956, 2.0330819 44.6061927)",,,,,,
"[41484488, 1152563180, 1152563181, 267233427, 1243254394]",Avenue Jean Jaurès,unclassified,30,False,True,213.989,"LINESTRING (2.0329635 44.6065185, 2.0328654 44.6065419, 2.0327517 44.6065615, 2.0326818 44.606574, 2.0322249 44.6066567, 2.0321692 44.6066658, 2.0319733 44.6066978, 2.0317754 44.6067301, 2.0316231 44.606755, 2.0314471 44.6068087, 2.0313395 44.6068232, 2.0312291 44.6067777, 2.0311915 44.6067332, 2.0311868 44.6065823, 2.0310419 44.6062567, 2.0309594 44.6061866)",,,"['1', '2']",,,
981302780,Chemin de Bataillé,residential,,False,False,28.515,"LINESTRING (2.0364485 44.6110768, 2.0365024 44.6110977, 2.0365883 44.611131, 2.0367648 44.6111995)",,,,,,
981533342,Boulevard du Colonel Teulié,primary,30,False,False,38.592,"LINESTRING (2.0364485 44.6110768, 2.0362407 44.611256, 2.0361313 44.6113402)",,,,,,
981533342,Boulevard du Colonel Teulié,primary,30,False,True,95.45100000000001,"LINESTRING (2.0364485 44.6110768, 2.0367007 44.6107788, 2.0368856 44.6105159, 2.0369379 44.6104444, 2.037003 44.6103526, 2.0370239 44.6103231)",,,,,,
981302788,Rue du Monastère,living_street,20,False,True,45.698,"LINESTRING (2.0349845 44.6075272, 2.03496 44.6071166)",,,,,,
8475669,Rue Ferrer,living_street,20,True,False,107.435,"LINESTRING (2.0349845 44.6075272, 2.0351055 44.6075675, 2.0353491 44.6076837, 2.0360213 44.6080043, 2.0360941 44.6080733)",,,,,,
8475513,Avenue du Maréchal Foch,primary,30,False,True,32.378,"LINESTRING (2.0342727 44.6071049, 2.0339943 44.6070928, 2.0338647 44.6070848)",D 13,,,,,
8477082,Rue du Chapitre,living_street,20,False,False,11.98,"LINESTRING (2.0342727 44.6071049, 2.0342752 44.6071388, 2.0342776 44.6071728, 2.0342747 44.6072125)",,,,,,
41476603,Avenue du Maréchal Foch,primary,30,False,False,54.438,"LINESTRING (2.0342727 44.6071049, 2.0343967 44.6071111, 2.03496 44.6071166)",D 13,,2,,,
8475681,Rond-Point des Carmes,primary,30,True,False,14.91,"LINESTRING (2.0281734 44.6106954, 2.0281908 44.6107358, 2.0281877 44.610778, 2.0281585 44.610823)",,roundabout,,,,
267034681,Rue des Maquisards,primary,30,True,False,22.397,"LINESTRING (2.0281734 44.6106954, 2.0282779 44.6107307, 2.0284232 44.6107897)",D 19,,,,,
8475576,Rue Victor Delbos,living_street,20,False,True,66.719,"LINESTRING (2.0356133 44.6106173, 2.0356557 44.6108909, 2.0357015 44.6111491, 2.0357128 44.6112131)",,,,,,
"[313942561, 313942558]",Place du Puy,living_street,20,True,False,139.631,"LINESTRING (2.0356133 44.6106173, 2.0354161 44.6105149, 2.0353996 44.6104862, 2.0353826 44.6104408, 2.0354523 44.6103265, 2.0354926 44.6102689, 2.0355016 44.6102473, 2.0355385 44.6101582, 2.0355883 44.6100382, 2.0357604 44.6099912, 2.0359046 44.6099518, 2.0361332 44.6099136, 2.0362257 44.6098981, 2.0363616 44.6099164)",,,,,,
8475512,Rue des Maquisards,living_street,20,True,False,124.50500000000001,"LINESTRING (2.0292089 44.6106567, 2.0293785 44.6105462, 2.0295095 44.6104555, 2.0296036 44.6104094, 2.0297357 44.6103472, 2.0298011 44.6103164, 2.0300255 44.6102158, 2.0301078 44.6101869, 2.0302602 44.6101333, 2.0304405 44.6100965, 2.0305315 44.6100779)",,,,,,
23049473,Place du Douze Mai,primary,30,False,False,47.724000000000004,"LINESTRING (2.0292089 44.6106567, 2.0290824 44.6106775, 2.0288374 44.6107623, 2.0287283 44.6107752, 2.0286397 44.6107866)",D 19,,,,,
511513273,Avenue Casimir Marcenac,primary,30,False,True,21.082,"LINESTRING (2.0292089 44.6106567, 2.0293401 44.6106932, 2.0294093 44.6107677)",D 19,,,,,
8475681,Rond-Point des Carmes,primary,30,True,False,9.387,"LINESTRING (2.0281585 44.610823, 2.0281155 44.610852, 2.0280611 44.6108689)",,roundabout,,,,
225849121,,unclassified,,False,False,40.43,"LINESTRING (2.0296257 44.6062723, 2.0296329 44.6062913, 2.0296717 44.6063782, 2.0297838 44.606618)",,,,,,
273292252,Avenue Jean Jaurès,unclassified,,False,False,107.932,"LINESTRING (2.0296257 44.6062723, 2.0299825 44.6062535, 2.0302677 44.6061729, 2.0308757 44.606162, 2.0309594 44.6061866)",,,,,,
273292252,Avenue Jean Jaurès,unclassified,,False,True,48.716,"LINESTRING (2.0296257 44.6062723, 2.0295672 44.6062735, 2.0292265 44.6062567, 2.0290113 44.6062622)",,,,,,
8475424,Avenue de Toulouse,primary,30,False,False,26.39,"LINESTRING (2.0342718 44.6049737, 2.0343131 44.6047382)",D 822,,,,7,
"[1239884963, 23077237]",Avenue Émile Bouyssou,primary,30,False,False,141.71300000000002,"LINESTRING (2.0342718 44.6049737, 2.0342542 44.6051101, 2.0342403 44.6051842, 2.0341478 44.6056719, 2.0340997 44.6059258, 2.0340873 44.605996, 2.034078 44.6060487, 2.0340682 44.606104, 2.0340774 44.6061636, 2.0341102 44.6062347)",D 822,,,,,
"[41484488, 1152563180, 1152563181, 267233427, 1243254394]",Avenue Jean Jaurès,unclassified,30,False,False,213.98899999999998,"LINESTRING (2.0309594 44.6061866, 2.0310419 44.6062567, 2.0311868 44.6065823, 2.0311915 44.6067332, 2.0312291 44.6067777, 2.0313395 44.6068232, 2.0314471 44.6068087, 2.0316231 44.606755, 2.0317754 44.6067301, 2.0319733 44.6066978, 2.0321692 44.6066658, 2.0322249 44.6066567, 2.0326818 44.606574, 2.0327517 44.6065615, 2.0328654 44.6065419, 2.0329635 44.6065185)",,,"['1', '2']",,,
41484489,,unclassified,30,False,True,100.346,"LINESTRING (2.0309594 44.6061866, 2.0309289 44.6061345, 2.0308955 44.6060834, 2.0308449 44.6060419, 2.0307077 44.6059985, 2.0299775 44.6059997, 2.0298349 44.6059631)",,,,,,
273292252,Avenue Jean Jaurès,unclassified,,False,True,107.93200000000002,"LINESTRING (2.0309594 44.6061866, 2.0308757 44.606162, 2.0302677 44.6061729, 2.0299825 44.6062535, 2.0296257 44.6062723)",,,,,,
8475576,Rue Victor Delbos,living_street,20,False,False,66.719,"LINESTRING (2.0357128 44.6112131, 2.0357015 44.6111491, 2.0356557 44.6108909, 2.0356133 44.6106173)",,,,,,
686680619,Rue de Colomb,living_street,20,False,False,20.634,"LINESTRING (2.0357128 44.6112131, 2.0357572 44.6112303, 2.0357903 44.6112572, 2.0358432 44.6112855, 2.0359294 44.6113117)",,,,,,
8475474,Avenue Jean Jaurès,unclassified,30,True,False,13.217,"LINESTRING (2.0262074 44.6066889, 2.0261196 44.60679)",,,,,,
"[1152563182, 1152563183]",Avenue Jean Jaurès,unclassified,30,False,False,220.927,"LINESTRING (2.0262074 44.6066889, 2.0263784 44.6066497, 2.0265568 44.6066204, 2.0269118 44.606567, 2.0270888 44.6065353, 2.02716 44.6065248, 2.0272376 44.6065153, 2.0280179 44.6063999, 2.0280743 44.6063908, 2.0288462 44.6062664, 2.0289311 44.6062642)",,,,,,
8475551,Avenue Casimir Marcenac,primary,30,False,False,45.477999999999994,"LINESTRING (2.0338545 44.61234, 2.0336678 44.6122881, 2.0334727 44.6122472, 2.0333036 44.6122305)",D 19,,,,,
8475627,Boulevard du Colonel Teulié,primary,30,True,False,11.672999999999998,"LINESTRING (2.0338545 44.61234, 2.0338745 44.6123084, 2.0339036 44.6122861, 2.0339536 44.6122681)",,,,,,
8475485,Boulevard du Colonel Teulié,primary,30,False,False,11.144,"LINESTRING (2.0379171 44.608424, 2.0378897 44.6085223)",,,,,,
981533343,Boulevard du Colonel Teulié,primary,30,False,True,16.901,"LINESTRING (2.0379171 44.608424, 2.0380009 44.6082842)",,,,,,
981302783,,living_street,20,True,False,19.02,"LINESTRING (2.0379171 44.608424, 2.037879 44.6083653, 2.037844 44.6083263, 2.0377738 44.6082929)",,,,,,
8475627,Boulevard du Colonel Teulié,primary,30,True,False,25.03,"LINESTRING (2.0341019 44.6123034, 2.0341246 44.6123342, 2.0341312 44.6123667, 2.0341217 44.6124008, 2.0340967 44.6124303, 2.0340587 44.6124521, 2.0340345 44.6124596, 2.0339862 44.6124645)",,,,,,
23050057,Allées Pierre Bérégovoy,primary,30,False,False,167.64,"LINESTRING (2.0341019 44.6123034, 2.0342502 44.6122338, 2.0347117 44.6120149, 2.0349699 44.6118916, 2.0351865 44.6117882, 2.0355739 44.6116033, 2.0356501 44.6115669, 2.0357201 44.6115342, 2.0358637 44.6114668)",D 19,,,,,
8475681,Rond-Point des Carmes,primary,30,True,False,12.639999999999999,"LINESTRING (2.0280485 44.6106306, 2.0281045 44.6106445, 2.0281505 44.6106711, 2.0281734 44.6106954)",,roundabout,,,,
41476603,Avenue du Maréchal Foch,primary,30,False,True,74.55199999999999,"LINESTRING (2.0380147 44.6081482, 2.0379473 44.6080085, 2.037896 44.6078903, 2.0378081 44.6077861, 2.0376837 44.607701, 2.0376324 44.6076791, 2.0374975 44.6076213)",D 13,,2,,,
981302784,,primary,30,True,False,13.094000000000001,"LINESTRING (2.0380147 44.6081482, 2.0380477 44.6081467, 2.0380796 44.608153, 2.0381069 44.6081663, 2.0381267 44.6081852, 2.0381367 44.6082076)",,roundabout,,,,
1218125447,Impasse du Lycée,unclassified,30,False,False,49.917,"LINESTRING (2.0271035 44.6093544, 2.0270453 44.6089074)",,,,,,
22340041,Avenue Pierre et Marie Curie,primary,30,False,False,38.128,"LINESTRING (2.0271035 44.6093544, 2.0267008 44.6093686, 2.0266224 44.6093665)",D 813A,,,,,
23049470,,primary,30,True,False,16.346,"LINESTRING (2.0271035 44.6093544, 2.027265 44.6093501, 2.0273094 44.6093548)",D 813A,,2,,,
8475551,Avenue Casimir Marcenac,primary,30,False,False,137.865,"LINESTRING (2.0329496 44.6122745, 2.0326897 44.6123709, 2.0315521 44.6127928, 2.0313942 44.612829)",D 19,,,,,
8475551,Avenue Casimir Marcenac,primary,30,False,True,28.7,"LINESTRING (2.0329496 44.6122745, 2.0330344 44.612252, 2.0331032 44.612239, 2.0331828 44.6122332, 2.0333036 44.6122305)",D 19,,,,,
8475569,Rue du Stade,living_street,20,False,False,269.436,"LINESTRING (2.0329496 44.6122745, 2.0322245 44.6121431, 2.0313587 44.6120077, 2.0310541 44.6119264, 2.0307971 44.6117909, 2.0303492 44.6114677, 2.0298811 44.6115614)",,,,,,
41163510,Rue Gaumon,living_street,20,False,True,14.031,"LINESTRING (2.0374827 44.6081162, 2.0373966 44.6080059)",,,,,,
41163503,Rue du Canal,living_street,20,False,False,38.896,"LINESTRING (2.0374827 44.6081162, 2.037654 44.6081689, 2.0379403 44.6082432)",,,,,,
41163503,Rue du Canal,living_street,20,False,True,92.583,"LINESTRING (2.0374827 44.6081162, 2.037367 44.6081435, 2.0367115 44.6084167, 2.0364331 44.6084694)",,,,,,
8475681,Rond-Point des Carmes,primary,30,True,False,9.082999999999998,"LINESTRING (2.0279371 44.6106449, 2.0279902 44.6106313, 2.0280485 44.6106306)",,roundabout,,,,
23041754,Avenue Général de Gaulle,primary,30,True,False,33.344,"LINESTRING (2.0279371 44.6106449, 2.0278915 44.6105074, 2.0278425 44.6103527)",D 840,,,,,
41163508,Place Sully,living_street,20,False,False,15.105,"LINESTRING (2.0364331 44.6084694, 2.0365868 44.6085499)",,,,,,
41163503,Rue du Canal,living_street,20,False,False,92.583,"LINESTRING (2.0364331 44.6084694, 2.0367115 44.6084167, 2.037367 44.6081435, 2.0374827 44.6081162)",,,,,,
41163503,Rue du Canal,living_street,20,False,True,38.897999999999996,"LINESTRING (2.0364331 44.6084694, 2.0363384 44.6084596, 2.0362452 44.6084427, 2.0362404 44.6084177, 2.036205 44.6082314)",,,,,,
981302788,Rue du Monastère,living_street,20,False,False,45.698,"LINESTRING (2.03496 44.6071166, 2.0349845 44.6075272)",,,,,,
41476603,Avenue du Maréchal Foch,primary,30,False,False,133.11100000000002,"LINESTRING (2.03496 44.6071166, 2.0350708 44.6071149, 2.0355056 44.6071163, 2.0356748 44.6071369, 2.0360907 44.6072292, 2.0365967 44.6073379)",D 13,,2,,,
41476603,Avenue du Maréchal Foch,primary,30,False,True,54.438,"LINESTRING (2.03496 44.6071166, 2.0343967 44.6071111, 2.0342727 44.6071049)",D 13,,2,,,
"[8475508, 41160725]","['Place Champollion', 'Rue Émile Zola']",living_street,20,True,False,65.11599999999999,"LINESTRING (2.0353959 44.6092702, 2.0353421 44.6092885, 2.0351532 44.609364, 2.0348361 44.6095239, 2.0348162 44.6095339, 2.0346898 44.6095642)",,,,,,
8475512,Rue des Maquisards,living_street,20,True,False,74.30199999999999,"LINESTRING (2.0305315 44.6100779, 2.0307989 44.610036, 2.0308971 44.6100206, 2.0310135 44.6100024, 2.0314535 44.6099546)",,,,,,
8477095,Rue Paul Bert,living_street,20,True,False,150.565,"LINESTRING (2.0305315 44.6100779, 2.0305227 44.6100518, 2.0304637 44.6098757, 2.030435 44.60979, 2.0304008 44.6096879, 2.0303958 44.6096729, 2.030339 44.6095033, 2.0302639 44.6092773, 2.0300907 44.6087607)",,,,,,
8475590,Boulevard du Colonel Teulié,primary,30,True,False,22.457,"LINESTRING (2.036108 44.6115019, 2.0360673 44.6115191, 2.0360214 44.6115271, 2.0359742 44.6115254, 2.0359298 44.611514, 2.0358918 44.6114939, 2.0358637 44.6114668)",,,,,,
23312541,Avenue Julien Bailly,tertiary,30,False,False,139.414,"LINESTRING (2.036108 44.6115019, 2.0362053 44.6115417, 2.0366909 44.6118805, 2.0373258 44.6123235, 2.0373847 44.6123621)",D 19,,2,,,
8477112,Avenue du Faubourg du Pin,primary,,False,True,17.073,"LINESTRING (2.0381367 44.6082076, 2.0383472 44.6081742)",D 13,,,,,
981302784,,primary,30,True,False,16.476,"LINESTRING (2.0381367 44.6082076, 2.0381356 44.6082323, 2.0381228 44.6082552, 2.0380997 44.6082737, 2.0380692 44.6082854, 2.0380349 44.6082891, 2.0380009 44.6082842)",,roundabout,,,,
8475590,Boulevard du Colonel Teulié,primary,30,True,False,17.583,"LINESTRING (2.0359294 44.6113117, 2.0359821 44.6112991, 2.0360376 44.6113001, 2.0360894 44.6113143, 2.0361313 44.6113402)",,,,,,
686680619,Rue de Colomb,living_street,20,False,True,20.634,"LINESTRING (2.0359294 44.6113117, 2.0358432 44.6112855, 2.0357903 44.6112572, 2.0357572 44.6112303, 2.0357128 44.6112131)",,,,,,
981533343,Boulevard du Colonel Teulié,primary,30,False,False,16.901,"LINESTRING (2.0380009 44.6082842, 2.0379171 44.608424)",,,,,,
981302784,,primary,30,True,False,6.7330000000000005,"LINESTRING (2.0380009 44.6082842, 2.0379768 44.6082745, 2.0379572 44.6082605, 2.0379403 44.6082432)",,roundabout,,,,
8475469,Avenue Jean Jaurès,unclassified,30,True,False,82.535,"LINESTRING (2.0340027 44.6064838, 2.0335329 44.6065007, 2.0330926 44.6065295, 2.0329635 44.6065185)",,,,,,
173066478,Avenue Émile Bouyssou,primary,30,False,True,29.450999999999997,"LINESTRING (2.0340027 44.6064838, 2.0340352 44.6063386, 2.0340675 44.6062771, 2.0340889 44.6062559, 2.0341102 44.6062347)",D 840,,,,,
"[1239884964, 173066479]",Avenue Émile Bouyssou,primary,30,False,False,13.475999999999999,"LINESTRING (2.0340027 44.6064838, 2.033989 44.6065433, 2.0339752 44.6066034)",D 840,,,,,
8475424,Avenue de Toulouse,primary,30,False,True,26.39,"LINESTRING (2.0343131 44.6047382, 2.0342718 44.6049737)",D 822,,,,7,
"[686743202, 686743204]",Impasse de Bel-air,residential,,False,False,137.041,"LINESTRING (2.0343131 44.6047382, 2.0341413 44.6047292, 2.0338579 44.6047562, 2.0334193 44.6048179, 2.0330785 44.6049092, 2.032646 44.6050241)",,,,,,
173074718,Quai Albert Bessières,primary,30,False,False,41.527,"LINESTRING (2.0297136 44.6075972, 2.0302274 44.6075219)",D 813,,,,,
981302789,Rue Paul Bert,residential,30,False,True,33.004,"LINESTRING (2.0297136 44.6075972, 2.029741 44.6076679, 2.0298246 44.6078833)",,,,,,
"[1234442605, 8477078]",Avenue Maréchal Joffre,primary,30,False,True,116.10600000000001,"LINESTRING (2.0297136 44.6075972, 2.0295919 44.6076133, 2.0294532 44.6076317, 2.0285202 44.6077554, 2.0282717 44.6077883)",D 813,,,,,
8477082,Rue du Chapitre,living_street,20,False,True,95.179,"LINESTRING (2.0343109 44.6080671, 2.0343159 44.6078348, 2.0343206 44.6076199, 2.0342747 44.6072125)",,,,,,
"[8477083, 8477084]","['Rue Gambetta', 'Place aux Herbes']",living_street,20,False,False,71.33,"LINESTRING (2.0343109 44.6080671, 2.0339863 44.6082551, 2.0338641 44.6083266, 2.0338846 44.6085571)",,,,,,
"[41163506, 41163507]","['Place Edmond Michelet', 'Rue Tomfort']",living_street,20,False,False,80.087,"LINESTRING (2.0343109 44.6080671, 2.034407 44.608078, 2.0345957 44.6081666, 2.0347582 44.6082512, 2.0348894 44.6083182, 2.0349537 44.6083505, 2.0350043 44.6084065, 2.035057 44.608509)",,,,,,
"[8477083, 8477084]","['Rue Gambetta', 'Place aux Herbes']",living_street,20,False,True,71.33,"LINESTRING (2.0338846 44.6085571, 2.0338641 44.6083266, 2.0339863 44.6082551, 2.0343109 44.6080671)",,,,,,
8477089,Rue de Clermont,living_street,20,True,False,67.602,"LINESTRING (2.0338846 44.6085571, 2.0342838 44.6086038, 2.0347303 44.6086402)",,,,,,
981533347,Rue du 11 Novembre,living_street,20,False,False,63.833,"LINESTRING (2.0338846 44.6085571, 2.0334249 44.608545, 2.0330788 44.6085359)",,,,,,
8477085,Rue du 11 Novembre,living_street,20,False,True,36.638,"LINESTRING (2.0326164 44.6085219, 2.0330788 44.6085359)",,,,,,
8477086,Place Vival,living_street,20,False,False,49.082,"LINESTRING (2.0326164 44.6085219, 2.0322032 44.6081928)",,,,,,
981533351,Rue du 11 Novembre,living_street,20,False,False,34.015,"LINESTRING (2.0326164 44.6085219, 2.0324743 44.6086352, 2.0323073 44.6087331)",,,,,,
8477086,Place Vival,living_street,20,False,True,49.082,"LINESTRING (2.0322032 44.6081928, 2.0326164 44.6085219)",,,,,,
41209643,Place Barthal,living_street,20,True,False,28.089,"LINESTRING (2.0322032 44.6081928, 2.0318988 44.6083226)",,,,,,
8477088,Boulevard Georges Juskiewenski,living_street,20,False,True,23.819000000000003,"LINESTRING (2.031852 44.6099215, 2.0317923 44.6097428, 2.0317824 44.6097131)",,,,,,
41163507,Rue Tomfort,living_street,20,False,True,12.595,"LINESTRING (2.0351149 44.6086145, 2.035057 44.608509)",,,,,,
8477092,Rue Tomfort,living_street,20,True,False,76.373,"LINESTRING (2.0351149 44.6086145, 2.0352025 44.6087962, 2.0353065 44.6090097, 2.0353204 44.6090412, 2.035346 44.6091187, 2.0353686 44.6092143, 2.0353959 44.6092702)",,,,,,
981302782,Rue de Clermont,living_street,20,False,True,30.683,"LINESTRING (2.0351149 44.6086145, 2.0349304 44.6086382, 2.0347303 44.6086402)",,,,,,
23049468,Avenue Fernand Pezet,primary,30,False,False,47.904,"LINESTRING (2.0300907 44.6087607, 2.0306729 44.6086432)",D 840,,,,,
1267867288,Rue Paul Bert,residential,30,True,False,40.343,"LINESTRING (2.0300907 44.6087607, 2.0299991 44.6084038)",,,,,,
"[1152563177, 23049468]",Avenue Fernand Pezet,primary,30,False,True,51.172,"LINESTRING (2.0300907 44.6087607, 2.0299795 44.6087836, 2.0296326 44.6088559, 2.0294702 44.6088897)",D 840,,,,,
"[1152563178, 75531587, 981629694]",Allée Victor Hugo,primary,"['30', '50']",False,False,138.056,"LINESTRING (2.0363976 44.6064819, 2.0362 44.6064614, 2.0361589 44.6064571, 2.0356721 44.6064067, 2.0346994 44.6063058, 2.0346719 44.606303)",D 840,,,,,
"[1152563179, 543076142]",Allée Victor Hugo,primary,30,False,True,43.658,"LINESTRING (2.0363976 44.6064819, 2.0365202 44.6064948, 2.0365677 44.6064998, 2.0369056 44.6065351, 2.0369432 44.6065391)",D 840,,,,,
8475512,Rue des Maquisards,living_street,20,True,False,31.799,"LINESTRING (2.0314535 44.6099546, 2.0316204 44.6099414, 2.0317465 44.6099251, 2.031852 44.6099215)",,,,,,
273030217,,primary,50,True,False,24.531,"LINESTRING (2.0279079 44.6110605, 2.0279067 44.6109532, 2.0279053 44.6108399)",D 840,,,,,
23049467,Avenue Fernand Pezet,primary,30,True,False,35.156,"LINESTRING (2.0278508 44.6092431, 2.0276365 44.6092955, 2.0275246 44.609354, 2.0274562 44.6093817)",D 840,,2,,,
"[981259216, 981259213, 1152563175]",Avenue Fernand Pezet,primary,30,False,False,134.172,"LINESTRING (2.0278508 44.6092431, 2.027935 44.6092144, 2.028411 44.6091109, 2.0286438 44.6090603, 2.0291924 44.6089471, 2.0292709 44.6089308, 2.0294702 44.6088897)",D 840,,,,,
23049473,Place du Douze Mai,primary,30,False,True,47.724000000000004,"LINESTRING (2.0286397 44.6107866, 2.0287283 44.6107752, 2.0288374 44.6107623, 2.0290824 44.6106775, 2.0292089 44.6106567)",D 19,,,,,
267034680,Place du Douze Mai,primary,30,False,False,17.237000000000002,"LINESTRING (2.0286397 44.6107866, 2.0284994 44.6107964, 2.0284232 44.6107897)",D 19,,3,,,
267034678,Avenue Philibert Delprat,tertiary,30,True,False,17.105,"LINESTRING (2.0276944 44.610723, 2.0277837 44.6107032, 2.0278959 44.6106681)",D 2,,,,,
981259211,Avenue Philibert Delprat,tertiary,30,False,False,66.61500000000001,"LINESTRING (2.0276944 44.610723, 2.027105 44.6105912, 2.0270584 44.6105808, 2.0269981 44.6105666, 2.0268924 44.6105416)",D 2,,,,,
981259211,Avenue Philibert Delprat,tertiary,30,False,False,26.502,"LINESTRING (2.0268924 44.6105416, 2.0265732 44.6104697)",D 2,,,,,
981259211,Avenue Philibert Delprat,tertiary,30,False,True,66.61500000000001,"LINESTRING (2.0268924 44.6105416, 2.0269981 44.6105666, 2.0270584 44.6105808, 2.027105 44.6105912, 2.0276944 44.610723)",D 2,,,,,
8475681,Rond-Point des Carmes,primary,30,True,False,4.694,"LINESTRING (2.0279053 44.6108399, 2.0278694 44.6108063)",,roundabout,,,,
41484489,,unclassified,30,False,False,25.089,"LINESTRING (2.0297883 44.605743, 2.0298151 44.6057771, 2.0298253 44.6058528, 2.0298349 44.6059631)",,,,,,
