osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access,bridge
"[7971551, 984724515, 982456447]",2303,Vilniaus g.,secondary,"['50', '30']",False,True,201.153,"LINESTRING (21.2422757 55.8927662, 21.2421993 55.8927088, 21.2421311 55.8926506, 21.242041 55.8925635, 21.2419689 55.8924748, 21.2417022 55.8921171, 21.2416538 55.8920499, 21.2415735 55.8919428, 21.2415401 55.8918914, 21.2415119 55.8918377, 21.2415017 55.8917932, 21.2415004 55.8917513, 21.2415057 55.8916759, 21.24152 55.8915809, 21.2416388 55.8910602)",,2,,
946738558,2303,Rotušės a.,secondary,50,True,False,5.712,"LINESTRING (21.2405541 55.8885155, 21.2405806 55.8884946, 21.2406176 55.8884794)",roundabout,,,
946738558,2303,Rotušės a.,secondary,50,True,False,7.752,"LINESTRING (21.2407863 55.888606, 21.2407626 55.8886173, 21.2407351 55.8886254, 21.2407051 55.88863, 21.2406741 55.8886309)",roundabout,,,
1015685488,2303,Rotušės a.,secondary,50,True,False,32.53,"LINESTRING (21.2407863 55.888606, 21.2408288 55.8886849, 21.24089 55.8888922)",,,,
946738558,2303,Rotušės a.,secondary,50,True,False,7.697,"LINESTRING (21.2405512 55.8885827, 21.2405421 55.8885662, 21.2405395 55.888549, 21.2405435 55.8885318, 21.2405541 55.8885155)",roundabout,,,
1015685490,,Birutės g.,unclassified,50,True,False,18.101,"LINESTRING (21.2405512 55.8885827, 21.2404241 55.8885793, 21.2402649 55.8885596)",,,,
946738558,2303,Rotušės a.,secondary,50,True,False,4.889000000000001,"LINESTRING (21.2407202 55.8884736, 21.2407387 55.8884772, 21.2407561 55.8884822, 21.2407722 55.8884885, 21.2407866 55.888496)",roundabout,,,
946738558,2303,Rotušės a.,secondary,50,True,False,9.815999999999999,"LINESTRING (21.2406741 55.8886309, 21.2406355 55.8886266, 21.2406005 55.8886166, 21.2405716 55.8886016, 21.2405512 55.8885827)",roundabout,,,
946738558,2303,Rotušės a.,secondary,50,True,False,6.57,"LINESTRING (21.2406176 55.8884794, 21.2406421 55.888474, 21.2406679 55.8884711, 21.2406942 55.888471, 21.2407202 55.8884736)",roundabout,,,
1015685494,,Mėguvos g.,residential,50,True,False,17.464,"LINESTRING (21.2406176 55.8884794, 21.2406142 55.8884073, 21.2406101 55.8883224)",,,,
171703396,,J. Šimkaus g.,residential,50,False,False,11.82,"LINESTRING (21.2355568 55.8941811, 21.2357358 55.8941461)",,,,
"[380196264, 380196265, 380196263]",168,Šventosios g.,primary,50,True,False,233.90699999999998,"LINESTRING (21.2355568 55.8941811, 21.2354933 55.8940485, 21.2348003 55.8926008, 21.2347567 55.8925155, 21.2345774 55.8921505)",,"['2', '3']",,
"[984199427, 980425324, 259332910]",2303,Rotušės a.,secondary,50,False,False,177.741,"LINESTRING (21.24089 55.8888922, 21.2409102 55.8889412, 21.2409565 55.8890509, 21.2409984 55.8891469, 21.2410908 55.8893666, 21.2411279 55.8894544, 21.2411612 55.8895323, 21.2411756 55.8895653, 21.2411893 55.8895964, 21.2413474 55.8899927, 21.2413883 55.8900919, 21.2414164 55.8901613, 21.2414771 55.890312, 21.2415097 55.8903843, 21.241543 55.890448)",,,,
1015685489,2303,Rotušės a.,secondary,50,True,False,32.023,"LINESTRING (21.24089 55.8888922, 21.2407325 55.8887029, 21.2406741 55.8886309)",,,,
74340162,,Birutės g.,unclassified,50,False,False,67.267,"LINESTRING (21.2402649 55.8885596, 21.2398743 55.8886157, 21.2392174 55.888704)",,,,
1015685491,,Birutės g.,unclassified,50,True,False,18.747,"LINESTRING (21.2402649 55.8885596, 21.240421 55.888529, 21.2405541 55.8885155)",,,,
946738558,2303,Rotušės a.,secondary,50,True,False,7.366,"LINESTRING (21.2407866 55.888496, 21.2408045 55.8885092, 21.2408171 55.8885241, 21.2408241 55.8885403, 21.2408249 55.8885568)",roundabout,,,
1015685493,2204,Rotušės a.,secondary,50,True,False,17.372,"LINESTRING (21.2407866 55.888496, 21.240956 55.8884785, 21.2410617 55.888485)",,,,
39947009,2204,Rotušės a.,secondary,50,False,True,105.89399999999999,"LINESTRING (21.2410617 55.888485, 21.2410737 55.8884837, 21.2420416 55.8883516, 21.2423265 55.8883165, 21.2426539 55.8882744, 21.2427145 55.8882666)",,,,
1015685492,2204,Rotušės a.,secondary,50,True,False,16.807000000000002,"LINESTRING (21.2410617 55.888485, 21.2409739 55.8885157, 21.2408249 55.8885568)",,,,
512324098,,Mėguvos g.,residential,50,True,False,18.192,"LINESTRING (21.2406101 55.8883224, 21.2406761 55.8884003, 21.2407202 55.8884736)",,,,
"[171260056, 173580957]",,"['Jono Karolio Chodkevičiaus g.', 'Rotušės a.']",residential,50,False,True,150.00799999999998,"LINESTRING (21.2422109 55.8906626, 21.242806 55.8905797, 21.2435232 55.8904762, 21.2445443 55.8903344)",,,,
1015685499,,Rotušės a.,residential,50,True,False,26.014000000000003,"LINESTRING (21.2422109 55.8906626, 21.2419982 55.8907167, 21.2418289 55.8907566)",,,,
"[984199427, 980425324, 259332910]",2303,Rotušės a.,secondary,50,False,True,177.741,"LINESTRING (21.241543 55.890448, 21.2415097 55.8903843, 21.2414771 55.890312, 21.2414164 55.8901613, 21.2413883 55.8900919, 21.2413474 55.8899927, 21.2411893 55.8895964, 21.2411756 55.8895653, 21.2411612 55.8895323, 21.2411279 55.8894544, 21.2410908 55.8893666, 21.2409984 55.8891469, 21.2409565 55.8890509, 21.2409102 55.8889412, 21.24089 55.8888922)",,,,
1015685502,2303,Rotušės a.,secondary,50,True,False,25.798000000000002,"LINESTRING (21.241543 55.890448, 21.2416619 55.8905829, 21.2417141 55.890659)",,,,
944554773,2303,Rotušės a.,secondary,50,True,False,8.285,"LINESTRING (21.2417995 55.8906865, 21.2418177 55.8907021, 21.241829 55.8907196, 21.2418328 55.8907381, 21.2418289 55.8907566)",roundabout,,,
1015685500,,Rotušės a.,residential,50,True,False,25.902,"LINESTRING (21.2417995 55.8906865, 21.2419738 55.8906656, 21.2422109 55.8906626)",,,,
944554773,2303,Rotušės a.,secondary,50,True,False,6.260999999999999,"LINESTRING (21.2417141 55.890659, 21.2417384 55.8906626, 21.2417612 55.8906685, 21.2417817 55.8906765, 21.2417995 55.8906865)",roundabout,,,
