osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,bridge,junction,tunnel
872377631,True,,,Plaça de la Sardana,residential,False,24.844,"LINESTRING (0.8111061 41.7890742, 0.8110979 41.7890101, 0.8111208 41.7889757, 0.8111614 41.7889506, 0.811267 41.7889303)",,,roundabout,
872377631,True,,,Plaça de la Sardana,residential,False,11.125,"LINESTRING (0.8114311 41.7889317, 0.8114554 41.7889504, 0.8114747 41.789023)",,,roundabout,
37074985,True,,,Plaça de la Sardana,residential,False,13.203,"LINESTRING (0.8114747 41.789023, 0.8114845 41.7890865, 0.8114946 41.7891408)",,,roundabout,
37074985,True,,,Plaça de la Sardana,residential,False,24.469,"LINESTRING (0.8114946 41.7891408, 0.8115055 41.7892, 0.8114999 41.7892262, 0.8114765 41.7892499, 0.8114317 41.7892729, 0.811348 41.7892861)",,,roundabout,
37074985,True,,,Plaça de la Sardana,residential,False,14.016,"LINESTRING (0.8111298 41.789199, 0.811118 41.7891343, 0.8111061 41.7890742)",,,roundabout,
37385170,True,,,Passeig de l'Estació,residential,False,97.825,"LINESTRING (0.8111298 41.789199, 0.8110156 41.7892141, 0.8099642 41.7893356)",,,,
37385166,False,2,,Carrer de Pere III,residential,False,65.376,"LINESTRING (0.8083406 41.7932505, 0.8082495 41.7926665)",40,,,
37385166,False,2,,Carrer de Pere III,residential,True,31.186,"LINESTRING (0.8083406 41.7932505, 0.808437 41.7935216)",40,,,
99712909,True,,,Carrer del Sant Crist,residential,False,50.566,"LINESTRING (0.8083406 41.7932505, 0.808406 41.7932284, 0.8088455 41.7930799, 0.8088954 41.7930616)",40,,,
1167433298,False,2,C-148a,Carrer d'Urgell,tertiary,True,85.318,"LINESTRING (0.8110487 41.7929044, 0.8109564 41.7929375, 0.810135 41.7932574)",50,,,
37046380,True,,,Carrer del Doctor Fleming,residential,False,74.89,"LINESTRING (0.8106402 41.7923037, 0.8110487 41.7929044)",40,,,
37074985,True,,,Plaça de la Sardana,residential,False,23.572,"LINESTRING (0.811348 41.7892861, 0.8112416 41.7892922, 0.8111905 41.789277, 0.8111531 41.7892438, 0.8111298 41.789199)",,,roundabout,
37285449,False,,,Carrer de Barcelona,residential,True,89.14,"LINESTRING (0.8110337 41.7878568, 0.8112043 41.7886483)",,,,
37285449,False,,,Carrer de Barcelona,residential,False,89.186,"LINESTRING (0.8110337 41.7878568, 0.8108732 41.7871317, 0.8108588 41.7870654)",,,,
37592828,True,,,Carrer de Tarragona,residential,False,114.136,"LINESTRING (0.8110337 41.7878568, 0.8109465 41.787867, 0.8096772 41.7880317)",,,,
37285449,False,,,Carrer de Barcelona,residential,True,89.186,"LINESTRING (0.8108588 41.7870654, 0.8108732 41.7871317, 0.8110337 41.7878568)",,,,
37285451,True,,,,residential,False,11.286,"LINESTRING (0.8108588 41.7870654, 0.810825 41.7870623, 0.8107956 41.7870495, 0.8107754 41.7870291, 0.8107677 41.7870044)",,,roundabout,
37285451,True,,,,residential,False,10.443,"LINESTRING (0.8107677 41.7870044, 0.8107771 41.7869739, 0.810805 41.7869505, 0.8108446 41.7869401)",,,roundabout,
37285450,False,,,Carrer de Barcelona,residential,False,77.145,"LINESTRING (0.8108446 41.7869401, 0.8106913 41.7862558)",,,,
37285451,True,,,,residential,False,9.739,"LINESTRING (0.8108446 41.7869401, 0.8108834 41.7869444, 0.8109153 41.7869612, 0.8109337 41.786987)",,,roundabout,
37285451,True,,,,residential,False,7.519,"LINESTRING (0.8109337 41.786987, 0.8109328 41.7870208, 0.8109086 41.7870494)",,,roundabout,
37285451,True,,,,residential,False,4.557,"LINESTRING (0.8109086 41.7870494, 0.8108854 41.7870605, 0.8108588 41.7870654)",,,roundabout,
37385167,True,,,Plaça de Pau Casals,residential,False,14.338000000000001,"LINESTRING (0.8079254 41.789459, 0.8079919 41.7894357, 0.808041 41.7894405, 0.8080825 41.7894612)",,,roundabout,
180136066,False,,,Avinguda dels Països Catalans,residential,True,140.05399999999997,"LINESTRING (0.8079254 41.789459, 0.8078874 41.7894086, 0.807853 41.7893629, 0.8078102 41.7892691, 0.8077919 41.7891985, 0.8077795 41.7891504, 0.8076349 41.7883851, 0.8076629 41.7883316, 0.8077478 41.7882554)",,,,
37385169,True,,,Passeig de l'Estació,residential,False,57.117,"LINESTRING (0.8080825 41.7894612, 0.8081598 41.789442, 0.8081975 41.7894373, 0.8083185 41.7894221, 0.8086556 41.7893797, 0.8087588 41.7893667)",,,,
872377630,True,,,Plaça de Pau Casals,residential,False,7.524,"LINESTRING (0.8080825 41.7894612, 0.8081061 41.7894908, 0.8081113 41.7895238)",,,roundabout,
872377630,True,,,Plaça de Pau Casals,residential,False,12.245999999999999,"LINESTRING (0.8081113 41.7895238, 0.8081019 41.7895505, 0.8080795 41.7895745, 0.8080482 41.7895907, 0.8080161 41.7895975)",,,roundabout,
781371253,True,,,Plaça de Pau Casals,residential,False,14.671,"LINESTRING (0.8080161 41.7895975, 0.807967 41.7895937, 0.8079345 41.7895804, 0.8079069 41.7895559, 0.8078952 41.7895215)",,,roundabout,
1168771878,False,2,,Carrer de Pere III,residential,True,45.516,"LINESTRING (0.8080161 41.7895975, 0.8080147 41.7896404, 0.8080024 41.7900067)",40,,,
"[37385168, 99712843, 211039053]",False,2,,Pont Nou,residential,False,120.78399999999999,"LINESTRING (0.8078952 41.7895215, 0.8078177 41.7895306, 0.8077996 41.7895327, 0.8065252 41.7896561, 0.8064525 41.7896698)",,yes,,
872377629,True,,,Plaça de Pau Casals,residential,False,7.587,"LINESTRING (0.8078952 41.7895215, 0.8078986 41.7894917, 0.8079254 41.789459)",,,roundabout,
37385170,True,,,Passeig de l'Estació,residential,False,100.77,"LINESTRING (0.8099642 41.7893356, 0.8088733 41.7894774, 0.8087665 41.7894899)",,,,
734179169,True,1,,Carrer del Doctor Fleming,residential,False,121.40100000000001,"LINESTRING (0.8099642 41.7893356, 0.8100787 41.7898699, 0.8101842 41.790362, 0.8101953 41.7904137)",40,,,
1181203091,False,,,Carrer de Barcelona,residential,True,70.701,"LINESTRING (0.8104516 41.7852837, 0.8105916 41.7859109)",,,,
37285449,False,,,Carrer de Barcelona,residential,False,31.785,"LINESTRING (0.811267 41.7889303, 0.8112432 41.7888286, 0.8112043 41.7886483)",,,,
872377631,True,,,Plaça de la Sardana,residential,False,13.865,"LINESTRING (0.811267 41.7889303, 0.811337 41.7889238, 0.8113842 41.7889204, 0.8114311 41.7889317)",,,roundabout,
"[37592828, 1123700564]",True,,,Carrer de Tarragona,residential,False,61.944,"LINESTRING (0.8084886 41.7881842, 0.8084006 41.7881937, 0.8081765 41.7882206, 0.8077478 41.7882554)",,,,
37635082,True,,,Carrer de Sant Lluís,residential,False,100.19200000000001,"LINESTRING (0.8084886 41.7881842, 0.808467 41.7880882, 0.8083058 41.7874006, 0.8082814 41.7872965)",,,,
37385175,True,,,Carrer del Riu Corb,residential,False,89.767,"LINESTRING (0.809377 41.7853821, 0.810257 41.7853015, 0.8104516 41.7852837)",,,,
1123653559,False,,,Carrer del Molí del Comte,residential,True,67.638,"LINESTRING (0.809377 41.7853821, 0.8094309 41.7859183, 0.8094393 41.7859886)",,,,
371725554,False,,,Carrer de la Botera,residential,False,57.702,"LINESTRING (0.8050284 41.7900266, 0.804798 41.7902621, 0.804604 41.7904376)",,,,
436204657,True,,,Plaça del Mercadal,residential,False,56.89,"LINESTRING (0.8050284 41.7900266, 0.8049786 41.7899283, 0.8048593 41.7895316)",,,,
436204658,True,,,Plaça del Mercadal,residential,False,69.258,"LINESTRING (0.8048593 41.7895316, 0.8056649 41.7893668)",,,,
436204658,True,,,Plaça del Mercadal,residential,False,52.22,"LINESTRING (0.8056649 41.7893668, 0.8057671 41.7898302)",,,,
99712820,True,,,Carrer del Miracle,residential,False,63.093999999999994,"LINESTRING (0.8056649 41.7893668, 0.8057095 41.7892938, 0.8057338 41.7892354, 0.8057409 41.7891774, 0.8057122 41.7890356, 0.8056515 41.7888158)",,,,
37592833,True,,,Plaça del Mercadal,residential,False,65.089,"LINESTRING (0.8057671 41.7898302, 0.8056858 41.7898553, 0.805384 41.7899232, 0.8051877 41.7899755, 0.8050284 41.7900266)",,,,
436204653,False,,,Carrer de Gaspar de Portolà,residential,True,59.558,"LINESTRING (0.8057671 41.7898302, 0.8058757 41.7898046, 0.8064525 41.7896698)",,,,
736976050,True,,,Passeig de l'Estació,residential,False,97.79899999999999,"LINESTRING (0.8099425 41.789218, 0.8109853 41.7890849, 0.8111061 41.7890742)",,,,
1205924449,False,,,Carrer del Doctor Fleming,residential,True,69.67,"LINESTRING (0.8099425 41.789218, 0.8099257 41.7891361, 0.809805 41.7885999)",40,,,
37592828,True,,,Carrer de Tarragona,residential,False,48.95099999999999,"LINESTRING (0.8096772 41.7880317, 0.8096024 41.7880391, 0.8091944 41.7880934, 0.8090956 41.7881072)",,,,
1205924449,False,,,Carrer del Doctor Fleming,residential,False,64.063,"LINESTRING (0.8096772 41.7880317, 0.8097628 41.7884113, 0.809805 41.7885999)",40,,,
"[1205924448, 1205924449]",False,,,Carrer del Doctor Fleming,residential,True,68.392,"LINESTRING (0.8096772 41.7880317, 0.8095654 41.7874731, 0.8095571 41.7874232)",40,,,
"[180136057, 180136066, 99712910]",False,,,Avinguda dels Països Catalans,residential,False,108.425,"LINESTRING (0.8078863 41.7873531, 0.8079037 41.787428, 0.8079212 41.7875029, 0.8080074 41.7878958, 0.808016 41.7879624, 0.8079995 41.7880095, 0.8077478 41.7882554)",,,,
99712910,False,,,Avinguda dels Països Catalans,residential,True,133.721,"LINESTRING (0.8078863 41.7873531, 0.8076521 41.7862418, 0.8076359 41.7861651)",,,,
107233804,True,,,Carrer d'Almatà,residential,False,33.357,"LINESTRING (0.8078863 41.7873531, 0.8079804 41.7873396, 0.8082814 41.7872965)",,,,
37635082,True,,,Carrer de Sant Lluís,residential,False,132.58100000000002,"LINESTRING (0.8082814 41.7872965, 0.8082639 41.7872176, 0.8082125 41.7869774, 0.8080591 41.7862944, 0.8080226 41.7861199)",,,,
107233804,True,,,Carrer d'Almatà,residential,False,56.144999999999996,"LINESTRING (0.8082814 41.7872965, 0.8083651 41.7872868, 0.8089506 41.7872192)",,,,
107233804,True,,,Carrer d'Almatà,residential,False,41.518,"LINESTRING (0.8089506 41.7872192, 0.8093597 41.78716, 0.8094422 41.7871481)",,,,
180136066,False,,,Avinguda dels Països Catalans,residential,False,140.054,"LINESTRING (0.8077478 41.7882554, 0.8076629 41.7883316, 0.8076349 41.7883851, 0.8077795 41.7891504, 0.8077919 41.7891985, 0.8078102 41.7892691, 0.807853 41.7893629, 0.8078874 41.7894086, 0.8079254 41.789459)",,,,
"[180136057, 180136066, 99712910]",False,,,Avinguda dels Països Catalans,residential,True,108.42500000000001,"LINESTRING (0.8077478 41.7882554, 0.8079995 41.7880095, 0.808016 41.7879624, 0.8080074 41.7878958, 0.8079212 41.7875029, 0.8079037 41.787428, 0.8078863 41.7873531)",,,,
99712846,False,2,C-148a,Carrer d'Urgell,tertiary,True,39.306,"LINESTRING (0.8092098 41.793586, 0.808782 41.7937384)",50,,,
99712846,False,2,C-148a,Carrer d'Urgell,tertiary,False,55.29900000000001,"LINESTRING (0.8092098 41.793586, 0.8096702 41.7934218, 0.8098131 41.7933739)",50,,,
37385172,True,1,,Carrer de Sant Francesc d'Assís,residential,False,63.876,"LINESTRING (0.8088954 41.7930616, 0.8089195 41.7931039, 0.8089368 41.7931342, 0.8091659 41.7935078, 0.8092098 41.793586)",40,,,
37635080,True,,,Carrer del Sant Crist,residential,False,54.971000000000004,"LINESTRING (0.8088954 41.7930616, 0.8089779 41.7930293, 0.8093974 41.7928804, 0.8094985 41.7928585)",40,,,
211039064,True,1,,Carrer del Cardenal Benlloch,residential,False,48.442,"LINESTRING (0.8104481 41.7915763, 0.8103805 41.7915828, 0.8099232 41.7916354, 0.8098704 41.7916415)",40,,,
734179169,True,1,,Carrer del Doctor Fleming,residential,False,82.436,"LINESTRING (0.8104481 41.7915763, 0.8104616 41.7916297, 0.8106402 41.7923037)",40,,,
99712812,True,1,,Carrer del Cardenal Benlloch,residential,False,97.83999999999999,"LINESTRING (0.8092916 41.7917102, 0.8092222 41.7917191, 0.8081286 41.7918597)",40,,,
734179170,True,,,Carrer de Sant Lluís,residential,False,129.651,"LINESTRING (0.8092916 41.7917102, 0.8092835 41.7916768, 0.8090269 41.7906147, 0.8090143 41.7905627)",,,,
37385170,True,,,Passeig de l'Estació,residential,False,56.389,"LINESTRING (0.8087665 41.7894899, 0.8086796 41.7895006, 0.8083444 41.7895425, 0.8081849 41.7895629, 0.8081113 41.7895238)",,,,
37635083,True,,,Carrer de Marc Comes,residential,False,117.552,"LINESTRING (0.8098704 41.7916415, 0.8098849 41.7917029, 0.8101046 41.7926344, 0.810116 41.7926827)",,,,
211039064,True,1,,Carrer del Cardenal Benlloch,residential,False,48.589999999999996,"LINESTRING (0.8098704 41.7916415, 0.8093357 41.791705, 0.8092916 41.7917102)",40,,,
37635080,True,,,Carrer del Sant Crist,residential,False,60.95399999999999,"LINESTRING (0.810116 41.7926827, 0.8102109 41.792644, 0.8102999 41.7925839, 0.8106402 41.7923037)",40,,,
371725554,False,,,Carrer de la Botera,residential,True,16.25,"LINESTRING (0.8042082 41.7907175, 0.8043622 41.7906271)",,,,
1240892349,False,,,Carrer de la Botera,residential,True,21.826,"LINESTRING (0.8042082 41.7907175, 0.8040576 41.7905565)",,,,
"[232686880, 232686876, 48092167]",False,,,"['Carrer de la Botera', 'Carrer de la Muralla']",residential,False,38.0,"LINESTRING (0.8042082 41.7907175, 0.8040516 41.7908216, 0.8039755 41.7908713, 0.8039457 41.7908887, 0.8038656 41.7909444)",,,,yes
"[379122752, 711068047]",False,,,Carrer de Santa Maria,residential,False,123.02799999999999,"LINESTRING (0.8042082 41.7907175, 0.8042742 41.7907444, 0.8045055 41.7909303, 0.8047315 41.7911916, 0.8048383 41.7913781, 0.8048771 41.7914648, 0.8048881 41.7914855, 0.8049549 41.7916474)",,,,
99712913,True,,,Carrer de la Creu,residential,False,184.97799999999998,"LINESTRING (0.8038656 41.7909444, 0.8038193 41.7908624, 0.8034982 41.7908451, 0.8027375 41.790849, 0.8023353 41.7909371, 0.801963 41.7909914, 0.8017649 41.7910795)",,,,
"[232686880, 232686876, 48092167]",False,,,"['Carrer de la Muralla', 'Carrer de la Botera']",residential,True,38.0,"LINESTRING (0.8038656 41.7909444, 0.8039457 41.7908887, 0.8039755 41.7908713, 0.8040516 41.7908216, 0.8042082 41.7907175)",,,,yes
232686863,False,,,Carrer dels Erals,residential,False,12.588,"LINESTRING (0.8024833 41.791987, 0.8025163 41.7920975)",,,,
1167456669,False,,,Carrer dels Erals,residential,True,121.69800000000001,"LINESTRING (0.8024833 41.791987, 0.8024224 41.7918154, 0.8023515 41.7916111, 0.8023114 41.7915107, 0.8022753 41.7914529, 0.8022166 41.7913853, 0.8020217 41.7912263, 0.8019286 41.7911669, 0.8017649 41.7910795)",,,,
1167433297,False,2,C-148a,Carrer d'Urgell,tertiary,True,29.664,"LINESTRING (0.810135 41.7932574, 0.8098131 41.7933739)",50,,,
1167433298,False,2,C-148a,Carrer d'Urgell,tertiary,False,85.318,"LINESTRING (0.810135 41.7932574, 0.8109564 41.7929375, 0.8110487 41.7929044)",50,,,
37385166,False,2,,Carrer de Pere III,residential,True,130.343,"LINESTRING (0.8079821 41.7906926, 0.8081286 41.7918597)",40,,,
37047340,True,1,,Carrer del Pare Sanahüja,residential,False,86.786,"LINESTRING (0.8079821 41.7906926, 0.8080489 41.7906851, 0.8089647 41.790569, 0.8090143 41.7905627)",40,,,
37385166,False,2,,Carrer de Pere III,residential,False,76.295,"LINESTRING (0.8079821 41.7906926, 0.8079805 41.7905999, 0.8080024 41.7900067)",40,,,
37047340,True,1,,Carrer del Pare Sanahüja,residential,False,49.791,"LINESTRING (0.8090143 41.7905627, 0.8096066 41.7904886)",40,,,
734179170,True,,,Carrer de Sant Lluís,residential,False,121.046,"LINESTRING (0.8090143 41.7905627, 0.8090016 41.7905076, 0.8087794 41.7895454, 0.8087665 41.7894899)",,,,
734179169,True,1,,Carrer del Doctor Fleming,residential,False,86.658,"LINESTRING (0.8101953 41.7904137, 0.8102054 41.7904614, 0.8103583 41.7911835)",40,,,
99712910,False,,,Avinguda dels Països Catalans,residential,False,133.721,"LINESTRING (0.8076359 41.7861651, 0.8076521 41.7862418, 0.8078863 41.7873531)",,,,
99712910,False,,,Avinguda dels Països Catalans,residential,True,67.944,"LINESTRING (0.8076359 41.7861651, 0.8075263 41.7856469, 0.8075068 41.7855617)",,,,
37592821,True,,,Carrer de la Plana,residential,False,32.458,"LINESTRING (0.8080226 41.7861199, 0.8078372 41.7861404, 0.8077237 41.7861529, 0.8076359 41.7861651)",,,,
37635082,True,,,Carrer de Sant Lluís,residential,False,66.406,"LINESTRING (0.8080226 41.7861199, 0.8079899 41.7859856, 0.8079833 41.7859565, 0.8079225 41.7856891, 0.8078857 41.7855315)",,,,
211488280,False,,,Carrer del Riu Garona,residential,False,53.15,"LINESTRING (0.8026111 41.7924445, 0.8025298 41.7925474, 0.8024774 41.7926795, 0.8024862 41.7929002)",,,,
232686864,False,,,Carrer dels Erals,residential,False,115.618,"LINESTRING (0.8026111 41.7924445, 0.8026521 41.7924742, 0.8028077 41.7925421, 0.8038063 41.792978)",,,,
232686864,False,,,Carrer dels Erals,residential,True,39.399,"LINESTRING (0.8026111 41.7924445, 0.802599 41.7924031, 0.8025854 41.7923301, 0.8025643 41.792255, 0.8025163 41.7920975)",,,,
99712906,False,,,Carrer dels Erals,residential,True,138.567,"LINESTRING (0.8017649 41.7910795, 0.801707 41.7909234, 0.8015788 41.7905873, 0.8013563 41.7898715)",,,,
1167456669,False,,,Carrer dels Erals,residential,False,121.698,"LINESTRING (0.8017649 41.7910795, 0.8019286 41.7911669, 0.8020217 41.7912263, 0.8022166 41.7913853, 0.8022753 41.7914529, 0.8023114 41.7915107, 0.8023515 41.7916111, 0.8024224 41.7918154, 0.8024833 41.791987)",,,,
99712855,False,,,Camí del Serra Vicenta,residential,False,73.537,"LINESTRING (0.8011689 41.7865736, 0.8010541 41.7867799, 0.8009216 41.7869572, 0.8009201 41.787011, 0.8009435 41.7870819, 0.8009758 41.7871154, 0.8010421 41.7871605)",,,,
99712855,False,,,Camí del Serra Vicenta,residential,True,70.209,"LINESTRING (0.8011689 41.7865736, 0.8012498 41.786478, 0.8014455 41.7862666, 0.8017014 41.7860878)",,,,
99712935,False,,,Carrer del Pare Profitós,residential,True,83.809,"LINESTRING (0.8011689 41.7865736, 0.8010943 41.7865359, 0.800332 41.7861509)",,,,
99712846,False,2,C-148a,Carrer d'Urgell,tertiary,False,39.306,"LINESTRING (0.808782 41.7937384, 0.8092098 41.793586)",50,,,
180136012,True,1,C-148a,Carrer d'Urgell,tertiary,False,9.136,"LINESTRING (0.808782 41.7937384, 0.8087374 41.7937666, 0.8087102 41.7937994)",50,,,
37285450,False,,,Carrer de Barcelona,residential,True,77.145,"LINESTRING (0.8106913 41.7862558, 0.8108446 41.7869401)",,,,
1181203091,False,,,Carrer de Barcelona,residential,False,39.232,"LINESTRING (0.8106913 41.7862558, 0.8105916 41.7859109)",,,,
99712856,True,,,Carrer de la Garriga,residential,False,63.967,"LINESTRING (0.8106913 41.7862558, 0.8108428 41.7862507, 0.8114625 41.7862401)",,,,
371713579,True,,,Carrer del Barri Nou,residential,False,46.171,"LINESTRING (0.8045949 41.7892214, 0.8045995 41.7892383, 0.8046407 41.7893899, 0.8046535 41.7894496, 0.8046793 41.7894768, 0.8047225 41.7895034, 0.8047786 41.7895254, 0.8048593 41.7895316)",,,,
"[379122759, 379122762, 379122764, 379122765, 379122767, 379122773]",False,,,Carrer dels Cerers,residential,"[False, True]",142.459,"LINESTRING (0.8045949 41.7892214, 0.804572 41.7892234, 0.8044272 41.7892463, 0.804383 41.7892523, 0.8043987 41.7893505, 0.804231 41.789353, 0.804213 41.7892657, 0.8042344 41.7890752, 0.8042389 41.7890173, 0.8042355 41.7889191, 0.8042367 41.7888235, 0.8042243 41.7887715, 0.8041891 41.7887074, 0.8041702 41.7886554, 0.804166 41.7886387, 0.8043836 41.788582)",,,,building_passage
99712837,False,,,Carrer de Bernat Galí,residential,False,123.46,"LINESTRING (0.8050392 41.7938805, 0.8050922 41.7938836, 0.8051564 41.7937087, 0.8051756 41.7936815, 0.8054121 41.7935786, 0.8055434 41.7935339, 0.8059631 41.7933339, 0.8059034 41.7932577, 0.8058273 41.7932962, 0.8058029 41.7932921)",,,,
379122754,False,,,Carrer del Torrent,residential,True,29.91,"LINESTRING (0.8050392 41.7938805, 0.8049193 41.7937338, 0.8048519 41.7936506)",,,,
99712916,False,,,Carrer de Josep Pou i Martí,residential,True,69.644,"LINESTRING (0.8028994 41.7899931, 0.8030185 41.7893731)",,,,
"[711068053, 379122774]",False,,,"['Carrer de Sant Ot', 'Plaça de Sant Salvador']",residential,"[False, True]",66.152,"LINESTRING (0.806003 41.792743, 0.8060128 41.7924961, 0.8060233 41.7923831, 0.8060447 41.7922594, 0.80606 41.7921904, 0.8060418 41.7921528)",,,,
37635080,True,,,Carrer del Sant Crist,residential,False,54.807,"LINESTRING (0.8094985 41.7928585, 0.8096104 41.792823, 0.810116 41.7926827)",40,,,
734179170,True,,,Carrer de Sant Lluís,residential,False,30.286,"LINESTRING (0.8094985 41.7928585, 0.8095065 41.7927714, 0.809467 41.7925887)",,,,
99712869,True,,,Passatge de Martí Miquel i Pol,living_street,False,22.897,"LINESTRING (0.8044898 41.7856386, 0.8044219 41.785439)",,,,
99712902,False,,,Carrer del Riu Flamisell,residential,False,27.671,"LINESTRING (0.8021196 41.7933266, 0.8021591 41.7935737)",,,,
99712908,False,,,Carrer del Riu Farfanya,residential,False,107.822,"LINESTRING (0.8021196 41.7933266, 0.8009145 41.7936913)",,,,
99712902,False,,,Carrer del Riu Flamisell,residential,True,77.443,"LINESTRING (0.8021196 41.7933266, 0.8020715 41.792953, 0.8021072 41.7929284, 0.8021505 41.7929177, 0.8024862 41.7929002)",,,,
99712840,False,,,Carrer del Mormur,residential,True,89.984,"LINESTRING (0.8017014 41.7860878, 0.8008084 41.7856279)",,,,
99712855,False,,,Camí del Serra Vicenta,residential,False,70.209,"LINESTRING (0.8017014 41.7860878, 0.8014455 41.7862666, 0.8012498 41.786478, 0.8011689 41.7865736)",,,,
99712855,False,,,Camí del Serra Vicenta,residential,True,75.992,"LINESTRING (0.8017014 41.7860878, 0.8021744 41.7858741, 0.8023522 41.7856377)",,,,
37385166,False,2,,Carrer de Pere III,residential,False,31.186,"LINESTRING (0.808437 41.7935216, 0.8083406 41.7932505)",40,,,
180136008,True,,,Carrer de Pere III,residential,False,24.994999999999997,"LINESTRING (0.808437 41.7935216, 0.8085332 41.793647, 0.8085793 41.7937196)",,,,
371713579,True,,,Carrer del Barri Nou,residential,False,28.683,"LINESTRING (0.8045353 41.7889673, 0.8045949 41.7892214)",,,,
436204654,False,,,Carrer dels Teixidors,residential,False,23.116,"LINESTRING (0.8045353 41.7889673, 0.8048094 41.7889292)",,,,
"[452792898, 99712939]",False,,,Plaça de Cecília de Comenge,residential,True,186.28199999999998,"LINESTRING (0.8042526 41.7913974, 0.8046076 41.7915717, 0.8046418 41.7915944, 0.8046771 41.7916274, 0.8047191 41.7916762, 0.8047397 41.7917142, 0.804754 41.7917571, 0.8047595 41.7918065, 0.8047567 41.7918459, 0.8047486 41.7918838, 0.804713 41.7919551, 0.8046778 41.7920061, 0.8045981 41.7920914, 0.8044377 41.7922596, 0.804299 41.7924232, 0.8042251 41.7925124, 0.8041454 41.7926287, 0.8040764 41.7927575)",,,,
1167433297,False,2,C-148a,Carrer d'Urgell,tertiary,False,29.664,"LINESTRING (0.8098131 41.7933739, 0.810135 41.7932574)",50,,,
99712846,False,2,C-148a,Carrer d'Urgell,tertiary,True,55.29900000000001,"LINESTRING (0.8098131 41.7933739, 0.8096702 41.7934218, 0.8092098 41.793586)",50,,,
734179170,True,,,Carrer de Sant Lluís,residential,False,63.056,"LINESTRING (0.8098131 41.7933739, 0.8097715 41.7933024, 0.809524 41.7929231, 0.8094985 41.7928585)",,,,
99712840,False,,,Carrer del Mormur,residential,False,89.984,"LINESTRING (0.8008084 41.7856279, 0.8017014 41.7860878)",,,,
99712874,False,,,Carrer de Domènec Carrové,residential,False,70.301,"LINESTRING (0.8008084 41.7856279, 0.800332 41.7861509)",,,,
99712947,False,,,Passatge de Salvador Dalí,living_street,False,63.986,"LINESTRING (0.8036644 41.785549, 0.8044219 41.785439)",,,,
211488307,False,2,,Carrer de Martí Miquel i Pol,tertiary_link,False,31.563,"LINESTRING (0.8036644 41.785549, 0.803683 41.7856331, 0.8036956 41.7857461, 0.8036657 41.7857918, 0.803628 41.7858116)",,,,
