osmid,oneway,ref,name,highway,reversed,length,geometry,junction,bridge,lanes,maxspeed
"[1258440472, 435704821, 194846510]",False,AS-112,Carretera de Ujo al Puerto de San Isidro,primary,True,535.132,"LINESTRING (-5.7359183 43.1650528, -5.7361916 43.164981, -5.7366201 43.1649191, -5.7370533 43.1649287, -5.7373078 43.164964, -5.7375427 43.1650079, -5.7379501 43.1651213, -5.7381864 43.1652143, -5.7386244 43.1654476, -5.7389339 43.1656713, -5.7392385 43.1659856, -5.7394203 43.166268, -5.7395011 43.1664272, -5.7395714 43.1665915, -5.7396432 43.1668616, -5.7396794 43.1670654, -5.7397051 43.1672615, -5.7397527 43.1676043, -5.7398009 43.1678118, -5.7398242 43.1679118)",,yes,2,
83204330,True,,,primary_link,False,15.64,"LINESTRING (-5.7334706 43.1668926, -5.7335649 43.1669049, -5.7336613 43.1668967)",roundabout,,2,
62727531,True,,,primary_link,False,16.809,"LINESTRING (-5.7334747 43.1665236, -5.7333866 43.1665564, -5.7333245 43.1666006, -5.7333134 43.1666141)",roundabout,,2,
194846533,True,AE-3,Moreda-Santibáñez,secondary,False,32.872,"LINESTRING (-5.7334747 43.1665236, -5.7333699 43.166457, -5.7332986 43.1663576, -5.7332942 43.1662756)",,,,
83204308,False,,,tertiary,True,53.864999999999995,"LINESTRING (-5.7347787 43.1668865, -5.7344121 43.166938, -5.734234 43.1669553, -5.7341229 43.1669578)",,yes,2,
"[62727683, 83204373]",True,,,tertiary,False,24.471,"LINESTRING (-5.7347787 43.1668865, -5.7348995 43.1668954, -5.7350231 43.1669176, -5.7350701 43.1669355)",,yes,,
"[662360182, 83204398, 83204311]",False,AE-3,"['Horacio Fdez Iguanzo', 'Puente ""La Casanueva""']","['residential', 'tertiary']","[False, True]",88.02000000000001,"LINESTRING (-5.7398242 43.1679118, -5.7397386 43.1679202, -5.7394025 43.1679734, -5.7393718 43.1679777, -5.7388733 43.1680478, -5.7387593 43.1680638)",,yes,2,
228402091,False,AE-3,,tertiary,False,27.873,"LINESTRING (-5.7398242 43.1679118, -5.7400331 43.1678861, -5.7401626 43.1678681)",,,,
"[1258440472, 435704821, 194846510]",False,AS-112,Carretera de Ujo al Puerto de San Isidro,primary,False,535.132,"LINESTRING (-5.7398242 43.1679118, -5.7398009 43.1678118, -5.7397527 43.1676043, -5.7397051 43.1672615, -5.7396794 43.1670654, -5.7396432 43.1668616, -5.7395714 43.1665915, -5.7395011 43.1664272, -5.7394203 43.166268, -5.7392385 43.1659856, -5.7389339 43.1656713, -5.7386244 43.1654476, -5.7381864 43.1652143, -5.7379501 43.1651213, -5.7375427 43.1650079, -5.7373078 43.164964, -5.7370533 43.1649287, -5.7366201 43.1649191, -5.7361916 43.164981, -5.7359183 43.1650528)",,yes,2,
"[83204313, 83204330, 62727531]",True,,,primary_link,False,34.719,"LINESTRING (-5.7338173 43.1667267, -5.7338007 43.1666527, -5.7337679 43.1666015, -5.7336757 43.1665379, -5.7335588 43.1665154)",roundabout,yes,2,
83204395,True,,,primary_link,False,254.023,"LINESTRING (-5.7338173 43.1667267, -5.7339012 43.1666343, -5.7341903 43.1663698, -5.7347623 43.1658531, -5.7351949 43.1654636, -5.7353179 43.1653775, -5.7356091 43.1652052, -5.7359183 43.1650528)",,,,
194846534,True,AE-3,Moreda-Santibáñez,secondary,False,38.269999999999996,"LINESTRING (-5.7332942 43.1662756, -5.7332661 43.1664034, -5.7332701 43.1664431, -5.7332791 43.1665312, -5.7333134 43.1666141)",,,,
62727531,True,,,primary_link,False,4.506,"LINESTRING (-5.7333134 43.1666141, -5.7332847 43.1666488)",roundabout,,2,
199211585,False,,Calle de la Estación,residential,True,33.359,"LINESTRING (-5.7431953 43.1718725, -5.7428417 43.1720258)",,,,
818863055,True,,Calle de la Estación,residential,False,14.95,"LINESTRING (-5.7431953 43.1718725, -5.7433661 43.1718219)",,,1,
199211585,False,,Calle de la Estación,residential,False,33.359,"LINESTRING (-5.7428417 43.1720258, -5.7431953 43.1718725)",,,,
662467686,False,AS-386,Avenida de la Constitución,residential,False,60.685,"LINESTRING (-5.7428417 43.1720258, -5.7427579 43.1718864, -5.7427422 43.1718667, -5.7424871 43.171546)",,,2,50
435704829,False,,Calle Conde de Guadalhorce,residential,True,88.269,"LINESTRING (-5.7393288 43.1674309, -5.7384276 43.1676789, -5.7383161 43.1677204)",,,,
199211583,True,AE-3,Calle Conde de Guadalhorce,tertiary,False,80.80499999999999,"LINESTRING (-5.7372333 43.1680488, -5.7373141 43.1680254, -5.7380191 43.1678094, -5.7381517 43.1677671)",,,,
"[662455451, 662467686]",False,AS-386,"['Avenida de la Constitución', 'Avenida Tartiere']",residential,False,162.277,"LINESTRING (-5.7372333 43.1680488, -5.7371846 43.1679415, -5.7370434 43.1676299, -5.7368215 43.1670749, -5.7368025 43.1670274, -5.7366334 43.1666568)",,,2,50
662467686,False,AS-386,Avenida de la Constitución,residential,True,130.45499999999998,"LINESTRING (-5.7372333 43.1680488, -5.7375209 43.1685651, -5.7375303 43.168581, -5.7378584 43.1691297)",,,2,50
"[202284929, 435704851]",False,,Calle de la Estación,residential,False,471.116,"LINESTRING (-5.743223 43.1715775, -5.7431748 43.1715335, -5.7423689 43.1710343, -5.7420215 43.1709569, -5.7416414 43.1707239, -5.7415949 43.1706954, -5.7401473 43.1698078, -5.7399631 43.1696948, -5.7394039 43.1693519, -5.7391142 43.1691406, -5.7390424 43.1690518, -5.7389668 43.1688904, -5.7389559 43.1688516, -5.7389454 43.1688141)",,,,
435704853,True,,Calle de la Estación,residential,False,22.183999999999997,"LINESTRING (-5.743223 43.1715775, -5.7432614 43.17165, -5.7432948 43.1717304, -5.7433248 43.1717612)",,,,
659156302,True,,,residential,False,22.643,"LINESTRING (-5.737908 43.1664626, -5.7380924 43.1663097)",,,,
659154513,True,,"Barrio del Carmen ""A""",residential,False,68.673,"LINESTRING (-5.737908 43.1664626, -5.7377678 43.1663823, -5.7375264 43.1662923, -5.7372689 43.1662532, -5.737135 43.1662452)",,,,
662455451,False,AS-386,Avenida Tartiere,residential,False,94.50800000000001,"LINESTRING (-5.7366334 43.1666568, -5.7365816 43.1665769, -5.736414 43.1664995, -5.736303 43.1664699, -5.7361946 43.166456, -5.7360256 43.1664675, -5.7358699 43.1665026, -5.7357427 43.1665795, -5.7356535 43.1666376)",,,,50
"[662455451, 662467686]",False,AS-386,"['Avenida de la Constitución', 'Avenida Tartiere']",residential,True,162.27700000000002,"LINESTRING (-5.7366334 43.1666568, -5.7368025 43.1670274, -5.7368215 43.1670749, -5.7370434 43.1676299, -5.7371846 43.1679415, -5.7372333 43.1680488)",,,2,50
659154511,True,,Barrio del Carmen,residential,False,33.239,"LINESTRING (-5.7377331 43.1665959, -5.7378711 43.1666818, -5.7380449 43.1667899)",,,,
659154512,True,,,residential,False,20.516,"LINESTRING (-5.7377331 43.1665959, -5.7378206 43.1665292, -5.737908 43.1664626)",,,,
659156675,True,,Calle Joaquín Rodríguez Muñiz,residential,False,110.30299999999998,"LINESTRING (-5.7384479 43.1672658, -5.7384628 43.1671906, -5.7385027 43.1669887, -5.7385 43.1669007, -5.7384799 43.1668528, -5.7384491 43.1668127, -5.7380682 43.1665544, -5.7379881 43.1665085, -5.737908 43.1664626)",,,,
659156676,False,,Joaquín Rodriguez Muñíz,residential,True,49.197,"LINESTRING (-5.7384479 43.1672658, -5.7384006 43.1674477, -5.7383608 43.1675744, -5.7383498 43.1676093, -5.7382851 43.1676877)",,,,
659156303,True,,"Barrio de San Isidro ""B""",residential,False,78.381,"LINESTRING (-5.7380924 43.1663097, -5.7381591 43.1663554, -5.7386071 43.1666625, -5.7387067 43.1667608, -5.738742 43.1668232)",,,,
659156358,False,,,residential,False,16.336,"LINESTRING (-5.738742 43.1668232, -5.7389258 43.1667631)",,,,
"[199212029, 659156303]",True,,"Barrio de San Isidro ""B""",residential,False,74.55199999999999,"LINESTRING (-5.738742 43.1668232, -5.7387508 43.1668978, -5.7387492 43.1669885, -5.7387112 43.1672975, -5.7385548 43.1672787, -5.7384479 43.1672658)",,,,
659155296,False,,"Barrio del Carmen ""B""",residential,False,67.694,"LINESTRING (-5.7363245 43.166179, -5.7364944 43.1661294, -5.7367244 43.1660893, -5.7368961 43.16607, -5.7370394 43.1660648, -5.7371368 43.1660726)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,False,41.932,"LINESTRING (-5.7412493 43.1684677, -5.7409328 43.1683112, -5.7408332 43.1682451)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,True,114.238,"LINESTRING (-5.7412493 43.1684677, -5.7413413 43.1684783, -5.7414531 43.1684912, -5.7418716 43.168409, -5.7421934 43.1684325, -5.7426341 43.1684799)",,,,
441710278,True,,Calle de la Estación,residential,False,22.911,"LINESTRING (-5.7434105 43.1717253, -5.7433967 43.1716903, -5.743223 43.1715775)",,,,
818863059,True,,,residential,False,8.854,"LINESTRING (-5.7434105 43.1717253, -5.7433863 43.1717244, -5.743364 43.1717278, -5.7433442 43.1717373, -5.74333 43.1717511, -5.7433248 43.1717612)",roundabout,,,
818863060,True,,,residential,False,4.244,"LINESTRING (-5.7434516 43.1717476, -5.7434406 43.1717377, -5.7434267 43.1717301, -5.7434105 43.1717253)",roundabout,,,
818863063,True,,,residential,False,3.098,"LINESTRING (-5.7433661 43.1718219, -5.7433874 43.1718254, -5.7434037 43.1718244)",roundabout,,,
818863056,True,,Calle de la Estación,residential,False,15.587,"LINESTRING (-5.7433228 43.1717676, -5.7431953 43.1718725)",,,1,
818863061,True,,,residential,False,7.486000000000001,"LINESTRING (-5.7433228 43.1717676, -5.7433235 43.1717844, -5.7433317 43.1718002, -5.7433464 43.1718131, -5.7433661 43.1718219)",roundabout,,,
818865320,False,AE-1,,tertiary,False,550.7430000000002,"LINESTRING (-5.7350933 43.1672268, -5.7353498 43.1671436, -5.7354987 43.1670529, -5.7356475 43.1669319, -5.7357083 43.1669189, -5.7358883 43.1669783, -5.7360916 43.1670191, -5.7361686 43.1670492, -5.7362378 43.1670979, -5.7362589 43.1671295, -5.7362828 43.1671652, -5.7363646 43.1678248, -5.7365049 43.1682051, -5.7365269 43.1684306, -5.7365068 43.168665, -5.7365171 43.1688387, -5.7365568 43.1689746, -5.7366293 43.1690878, -5.7367976 43.16959, -5.7368942 43.1697788, -5.7369264 43.1700297, -5.7369073 43.1702364, -5.7368219 43.1704624, -5.7367755 43.1705585, -5.7366793 43.170761, -5.7366276 43.1709555, -5.7366355 43.1709638)",,,,
818865321,True,,,tertiary,False,9.826,"LINESTRING (-5.7350933 43.1672268, -5.7350296 43.167204, -5.7349957 43.167177)",,,,
818865320,False,AE-1,,tertiary,False,33.55,"LINESTRING (-5.7375941 43.1713832, -5.7375995 43.1716849)",,,,
818865320,False,AE-1,,tertiary,True,95.75200000000001,"LINESTRING (-5.7375941 43.1713832, -5.7375451 43.171272, -5.7372838 43.1711886, -5.7369025 43.1710984, -5.7366983 43.1710289, -5.7366355 43.1709638)",,,,
818865320,False,AE-1,,tertiary,True,33.55,"LINESTRING (-5.7375995 43.1716849, -5.7375941 43.1713832)",,,,
669476415,False,,,residential,False,84.303,"LINESTRING (-5.7375995 43.1716849, -5.7378522 43.1717974, -5.7380008 43.1718852, -5.7382132 43.17196, -5.7383618 43.1720039, -5.7385175 43.1720116)",,,,
228518402,False,,,unclassified,False,23.026,"LINESTRING (-5.7364661 43.1708272, -5.7365009 43.1708832, -5.7365377 43.1709397, -5.7365839 43.1709695, -5.7366355 43.1709638)",,,,
661856371,False,,,tertiary,True,631.9259999999999,"LINESTRING (-5.7364661 43.1708272, -5.7363334 43.1709048, -5.7362163 43.1710261, -5.7361054 43.1712418, -5.7359144 43.1715474, -5.735711 43.171853, -5.7353659 43.1721901, -5.7351811 43.1723474, -5.7348791 43.1724642, -5.7348237 43.1724238, -5.7349777 43.1722665, -5.7351318 43.1721631, -5.7352612 43.1719699, -5.7353844 43.1717497, -5.7356124 43.1713497, -5.7356371 43.1708418, -5.7355784 43.1706487, -5.735483 43.1704868, -5.7353381 43.1703701, -5.7351749 43.1702891, -5.7347189 43.1702756, -5.7346032 43.1702559, -5.7344874 43.1702499, -5.7343923 43.1702037, -5.734216 43.1698386, -5.7341617 43.1697416, -5.7340896 43.1696875)",,,,
228518402,False,,,unclassified,True,23.026,"LINESTRING (-5.7366355 43.1709638, -5.7365839 43.1709695, -5.7365377 43.1709397, -5.7365009 43.1708832, -5.7364661 43.1708272)",,,,
818865320,False,AE-1,,tertiary,False,95.75200000000001,"LINESTRING (-5.7366355 43.1709638, -5.7366983 43.1710289, -5.7369025 43.1710984, -5.7372838 43.1711886, -5.7375451 43.171272, -5.7375941 43.1713832)",,,,
818865320,False,AE-1,,tertiary,True,550.7429999999999,"LINESTRING (-5.7366355 43.1709638, -5.7366276 43.1709555, -5.7366793 43.170761, -5.7367755 43.1705585, -5.7368219 43.1704624, -5.7369073 43.1702364, -5.7369264 43.1700297, -5.7368942 43.1697788, -5.7367976 43.16959, -5.7366293 43.1690878, -5.7365568 43.1689746, -5.7365171 43.1688387, -5.7365068 43.168665, -5.7365269 43.1684306, -5.7365049 43.1682051, -5.7363646 43.1678248, -5.7362828 43.1671652, -5.7362589 43.1671295, -5.7362378 43.1670979, -5.7361686 43.1670492, -5.7360916 43.1670191, -5.7358883 43.1669783, -5.7357083 43.1669189, -5.7356475 43.1669319, -5.7354987 43.1670529, -5.7353498 43.1671436, -5.7350933 43.1672268)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,True,8.745,"LINESTRING (-5.7443302 43.1691407, -5.7444004 43.1692004)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,False,158.18300000000002,"LINESTRING (-5.7443302 43.1691407, -5.7441032 43.1689724, -5.7439298 43.1688722, -5.7437008 43.1687885, -5.7431 43.1685929, -5.7426655 43.1684833, -5.7426341 43.1684799)",,,,
228836461,False,,,unclassified,False,171.893,"LINESTRING (-5.7421282 43.1664032, -5.7422279 43.1664781, -5.7422835 43.1665283, -5.742461 43.1665535, -5.7426517 43.1665708, -5.7428583 43.1666288, -5.7430729 43.1666365, -5.7433113 43.1666636, -5.7434914 43.1667003, -5.7437557 43.1667024, -5.7441349 43.1666497)",,,,
228836460,False,,,unclassified,False,653.4459999999999,"LINESTRING (-5.7441349 43.1666497, -5.7440265 43.1667531, -5.743798 43.1669389, -5.7435657 43.1671329, -5.7434758 43.1672039, -5.7432623 43.1672203, -5.7431574 43.1672285, -5.7431087 43.1673132, -5.7431387 43.1674498, -5.7432361 43.1675099, -5.7433559 43.1675099, -5.7435657 43.1674471, -5.7438092 43.167387, -5.7439853 43.1673569, -5.7440902 43.1673842, -5.7441051 43.1674443, -5.7440152 43.1674826, -5.7438204 43.16754, -5.7437043 43.1676028, -5.7435751 43.1677141, -5.7433844 43.1678242, -5.7431937 43.1678976, -5.743048 43.1679247, -5.7429076 43.1679015, -5.7428202 43.1678628, -5.7427328 43.1677914, -5.7426586 43.1677257, -5.742595 43.1676832, -5.7424811 43.1676581, -5.7423858 43.1676716, -5.7422931 43.1677218, -5.7422745 43.167801, -5.7424018 43.167898, -5.7425224 43.1679537, -5.742611 43.1679946, -5.7427567 43.1680661, -5.7429633 43.1681318, -5.7433394 43.1682213, -5.7434745 43.1681981, -5.7436414 43.168173, -5.7437606 43.1681769, -5.743795 43.1682252, -5.7437474 43.168287, -5.7436282 43.1683199, -5.7434825 43.1683701, -5.743411 43.168401, -5.7433315 43.1684078, -5.7431103 43.1684116, -5.7429673 43.1684087, -5.7427752 43.1684222, -5.7426653 43.1684377, -5.7426428 43.1684541, -5.7426341 43.1684799)",,,,
228836461,False,,,unclassified,True,171.893,"LINESTRING (-5.7441349 43.1666497, -5.7437557 43.1667024, -5.7434914 43.1667003, -5.7433113 43.1666636, -5.7430729 43.1666365, -5.7428583 43.1666288, -5.7426517 43.1665708, -5.742461 43.1665535, -5.7422835 43.1665283, -5.7422279 43.1664781, -5.7421282 43.1664032)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,False,114.238,"LINESTRING (-5.7426341 43.1684799, -5.7421934 43.1684325, -5.7418716 43.168409, -5.7414531 43.1684912, -5.7413413 43.1684783, -5.7412493 43.1684677)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,True,158.183,"LINESTRING (-5.7426341 43.1684799, -5.7426655 43.1684833, -5.7431 43.1685929, -5.7437008 43.1687885, -5.7439298 43.1688722, -5.7441032 43.1689724, -5.7443302 43.1691407)",,,,
228836460,False,,,unclassified,True,653.4459999999999,"LINESTRING (-5.7426341 43.1684799, -5.7426428 43.1684541, -5.7426653 43.1684377, -5.7427752 43.1684222, -5.7429673 43.1684087, -5.7431103 43.1684116, -5.7433315 43.1684078, -5.743411 43.168401, -5.7434825 43.1683701, -5.7436282 43.1683199, -5.7437474 43.168287, -5.743795 43.1682252, -5.7437606 43.1681769, -5.7436414 43.168173, -5.7434745 43.1681981, -5.7433394 43.1682213, -5.7429633 43.1681318, -5.7427567 43.1680661, -5.742611 43.1679946, -5.7425224 43.1679537, -5.7424018 43.167898, -5.7422745 43.167801, -5.7422931 43.1677218, -5.7423858 43.1676716, -5.7424811 43.1676581, -5.742595 43.1676832, -5.7426586 43.1677257, -5.7427328 43.1677914, -5.7428202 43.1678628, -5.7429076 43.1679015, -5.743048 43.1679247, -5.7431937 43.1678976, -5.7433844 43.1678242, -5.7435751 43.1677141, -5.7437043 43.1676028, -5.7438204 43.16754, -5.7440152 43.1674826, -5.7441051 43.1674443, -5.7440902 43.1673842, -5.7439853 43.1673569, -5.7438092 43.167387, -5.7435657 43.1674471, -5.7433559 43.1675099, -5.7432361 43.1675099, -5.7431387 43.1674498, -5.7431087 43.1673132, -5.7431574 43.1672285, -5.7432623 43.1672203, -5.7434758 43.1672039, -5.7435657 43.1671329, -5.743798 43.1669389, -5.7440265 43.1667531, -5.7441349 43.1666497)",,,,
62727500,True,AS-386,,tertiary,False,10.154,"LINESTRING (-5.735074 43.1669459, -5.7350776 43.1669552, -5.7350922 43.1669726, -5.7351129 43.1669864, -5.7351379 43.1669954, -5.7351655 43.1669991)",roundabout,,,
279650858,True,AS-386,Carretera de Ujo a Cabañaquinta,tertiary,False,40.48,"LINESTRING (-5.735074 43.1669459, -5.7350358 43.1669763, -5.7350108 43.1670465, -5.7348824 43.1672786)",,,,
659153876,False,,Eloy Martino,residential,False,43.33,"LINESTRING (-5.7380449 43.1667899, -5.7376841 43.1670773)",,,,
435704829,False,,Calle Conde de Guadalhorce,residential,False,88.269,"LINESTRING (-5.7383161 43.1677204, -5.7384276 43.1676789, -5.7393288 43.1674309)",,,,
662361845,True,,,residential,False,4.476,"LINESTRING (-5.7383161 43.1677204, -5.7383041 43.1677022, -5.7382851 43.1676877)",roundabout,,,
662361845,True,,,residential,False,11.754999999999999,"LINESTRING (-5.7381517 43.1677671, -5.7381684 43.1677844, -5.7381919 43.1677968, -5.7382196 43.167803, -5.7382486 43.1678023, -5.7382757 43.1677949)",roundabout,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,False,26.627,"LINESTRING (-5.7408332 43.1682451, -5.7406967 43.1681547, -5.7406005 43.1680766)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,True,41.932,"LINESTRING (-5.7408332 43.1682451, -5.7409328 43.1683112, -5.7412493 43.1684677)",,,,
435704912,True,,Cai Pozu San Antonio,residential,False,205.79999999999998,"LINESTRING (-5.7408332 43.1682451, -5.740356 43.1685554, -5.740333 43.1685891, -5.740333 43.1686305, -5.7404499 43.1688829, -5.74048 43.1689097, -5.7406175 43.1690324, -5.7406938 43.1690854, -5.7407523 43.1690902, -5.7408058 43.1690643, -5.7412288 43.1685115, -5.7412493 43.1684677)",,,,
662361845,True,,,residential,False,1.457,"LINESTRING (-5.7381455 43.1677548, -5.7381517 43.1677671)",roundabout,,,
199212033,True,,"Calle Hermanos Miranda "" El Caleyu""",residential,False,187.75599999999997,"LINESTRING (-5.7381455 43.1677548, -5.7380072 43.1677093, -5.737737 43.1674758, -5.7375524 43.1672574, -5.7373011 43.1669653, -5.7368535 43.1665933, -5.7368274 43.1665897, -5.7366864 43.1666385, -5.7366334 43.1666568)",,,,
657705396,True,,"Calle San Roque, ""El Caleyón""",unclassified,False,226.587,"LINESTRING (-5.7386647 43.1697232, -5.738219 43.1702956, -5.7384279 43.1703851, -5.7383616 43.1705617, -5.7382986 43.1707722, -5.7382024 43.170898, -5.7378408 43.171227, -5.7376583 43.1713359, -5.7375941 43.1713832)",,,1,
662467686,False,AS-386,Avenida de la Constitución,residential,False,94.137,"LINESTRING (-5.7386647 43.1697232, -5.7383562 43.1695574, -5.7381194 43.1694129, -5.7379963 43.1692977, -5.7378919 43.1691747, -5.7378584 43.1691297)",,,2,50
662467686,False,AS-386,Avenida de la Constitución,residential,True,376.267,"LINESTRING (-5.7386647 43.1697232, -5.7386928 43.1697367, -5.739794 43.1703234, -5.7408429 43.1705787, -5.7410894 43.1706557, -5.7414715 43.1708845, -5.7414931 43.1708975, -5.7415105 43.1709095, -5.7417122 43.1710484, -5.7419946 43.1711916, -5.7421951 43.1712933, -5.7422428 43.1713175, -5.7424417 43.1714889, -5.7424706 43.1715252, -5.7424871 43.171546)",,,2,50
659153876,False,,Eloy Martino,residential,True,43.33,"LINESTRING (-5.7376841 43.1670773, -5.7380449 43.1667899)",,,,
"[659154513, 199212034, 199212030]",True,,"['Barrio del Carmen ""A""', 'Barrio del Carmen ""C""']",residential,False,93.054,"LINESTRING (-5.737135 43.1662452, -5.737113 43.1662439, -5.7370704 43.1662414, -5.7369952 43.1662425, -5.7369996 43.1663113, -5.7370048 43.1663928, -5.7372276 43.1664063, -5.7374992 43.1664664, -5.7377331 43.1665959)",,,,
659155227,True,,barrio del Carmen,residential,False,19.193,"LINESTRING (-5.737135 43.1662452, -5.7371362 43.166126, -5.7371368 43.1660726)",,,,
"[659155226, 659155227]",True,,"['Barrio del Carmen ""B""', 'barrio del Carmen']",residential,False,83.529,"LINESTRING (-5.7371368 43.1660726, -5.7373863 43.1660879, -5.7375794 43.1661148, -5.7377587 43.1661571, -5.7379039 43.166214, -5.7380924 43.1663097)",,,,
659155296,False,,"Barrio del Carmen ""B""",residential,True,67.694,"LINESTRING (-5.7371368 43.1660726, -5.7370394 43.1660648, -5.7368961 43.16607, -5.7367244 43.1660893, -5.7364944 43.1661294, -5.7363245 43.166179)",,,,
659156358,False,,,residential,True,16.336,"LINESTRING (-5.7389258 43.1667631, -5.738742 43.1668232)",,,,
