osmid,oneway,highway,reversed,length,junction,geometry,name,maxspeed,lanes
"[848541755, 124655588, 848541756]",False,residential,False,47.861000000000004,,"LINESTRING (2.1104801 41.5102323, 2.1104919 41.5102232, 2.1106806 41.5100782, 2.1107699 41.5100095, 2.1108812 41.509924)",,,
124655583,False,residential,False,27.169,,"LINESTRING (2.1108812 41.509924, 2.1111089 41.509749)",Carrer d'Algarve,,
124669364,False,residential,False,92.333,,"LINESTRING (2.1108812 41.509924, 2.1108474 41.509923, 2.1108206 41.5099109, 2.1104629 41.5096244, 2.1103594 41.5095414, 2.1101031 41.5093433)",Carrer d'Algarve,,
"[124655588, 848541755, 848541756]",False,residential,True,47.861,,"LINESTRING (2.1108812 41.509924, 2.1107699 41.5100095, 2.1106806 41.5100782, 2.1104919 41.5102232, 2.1104801 41.5102323)",,,
124655586,True,residential,False,115.58099999999999,,"LINESTRING (2.1121711 41.5105665, 2.1122033 41.5105434, 2.1123019 41.5104728, 2.1125122 41.5103223, 2.1125899 41.5102667, 2.1130642 41.5099244, 2.1131745 41.5098483)",Carrer dels Infants,,1
124655594,False,residential,False,126.83,,"LINESTRING (2.1121711 41.5105665, 2.1120959 41.5105087, 2.1112405 41.5098503, 2.1111089 41.509749)",Carrer de Porto,,
124655594,False,residential,True,217.62100000000004,,"LINESTRING (2.1121711 41.5105665, 2.112325 41.5106865, 2.1123996 41.5107446, 2.1126283 41.510923, 2.1128913 41.5111281, 2.1129187 41.5111532, 2.1129704 41.5111771, 2.1130267 41.5111994, 2.1131018 41.5112062, 2.1131876 41.5112032, 2.1132708 41.5111811, 2.1133392 41.5111442, 2.1139872 41.5106838, 2.1140521 41.5106377, 2.1141168 41.5105917)",Carrer de Porto,,
1024902867,True,residential,False,52.227999999999994,,"LINESTRING (2.1136019 41.508404, 2.1139043 41.5081707, 2.1140403 41.5080681)",Carrer de la Manxa,,
124655595,False,residential,True,9.349,,"LINESTRING (2.1186234 41.5085551, 2.1187001 41.5086165)",Avinguda de Saragossa,,
124655595,False,residential,False,104.79100000000001,,"LINESTRING (2.1186234 41.5085551, 2.1184936 41.5084547, 2.1183524 41.5083456, 2.1181704 41.5082061, 2.1178585 41.5079637, 2.1177478 41.5078782)",Avinguda de Saragossa,,
269071258,True,tertiary,False,140.058,,"LINESTRING (2.1186234 41.5085551, 2.1187595 41.5084562, 2.1194332 41.5079667, 2.1194841 41.5079366, 2.1195472 41.5079011, 2.1195954 41.507867, 2.1196185 41.5078478, 2.1196397 41.5078301, 2.1196679 41.5077826, 2.1196907 41.5077197, 2.1197048 41.5076797, 2.1197225 41.5076324)",Avinguda del Cantàbric,30,
124655594,False,residential,False,217.62099999999998,,"LINESTRING (2.1141168 41.5105917, 2.1140521 41.5106377, 2.1139872 41.5106838, 2.1133392 41.5111442, 2.1132708 41.5111811, 2.1131876 41.5112032, 2.1131018 41.5112062, 2.1130267 41.5111994, 2.1129704 41.5111771, 2.1129187 41.5111532, 2.1128913 41.5111281, 2.1126283 41.510923, 2.1123996 41.5107446, 2.112325 41.5106865, 2.1121711 41.5105665)",Carrer de Porto,,
124655594,False,residential,True,9.749,,"LINESTRING (2.1141168 41.5105917, 2.1141489 41.5105692, 2.1142023 41.5105318)",Carrer de Porto,,
125103058,True,tertiary,False,109.057,,"LINESTRING (2.1141168 41.5105917, 2.1139714 41.5104774, 2.1135339 41.5101332, 2.113425 41.5100475, 2.113315 41.5099611, 2.1132869 41.5099298, 2.1132681 41.5098957, 2.1132358 41.5098698)",Avinguda de la Via de la Plata,,1
124654173,True,tertiary,False,10.197,roundabout,"LINESTRING (2.1133746 41.5097499, 2.1133793 41.5097659, 2.1133773 41.5097982, 2.1133523 41.5098369)",,,
124655595,False,residential,False,9.349,,"LINESTRING (2.1187001 41.5086165, 2.1186234 41.5085551)",Avinguda de Saragossa,,
269071259,True,tertiary,False,17.182,,"LINESTRING (2.1187001 41.5086165, 2.118552 41.5087241)",Carrer Tibidabo,30,
124655594,False,residential,False,9.749,,"LINESTRING (2.1142023 41.5105318, 2.1141489 41.5105692, 2.1141168 41.5105917)",Carrer de Porto,,
125103059,True,tertiary,False,47.199,,"LINESTRING (2.1142023 41.5105318, 2.114334 41.5106348, 2.1143474 41.5106453, 2.1145943 41.5108384)",Avinguda de la Via de la Plata,,1
124655583,False,residential,True,27.169,,"LINESTRING (2.1111089 41.509749, 2.1108812 41.509924)",Carrer d'Algarve,,
124655583,False,residential,False,115.5,,"LINESTRING (2.1111089 41.509749, 2.1112647 41.5096355, 2.1119708 41.5091209, 2.112103 41.5090246)",Carrer d'Algarve,,
124655594,False,residential,True,126.83,,"LINESTRING (2.1111089 41.509749, 2.1112405 41.5098503, 2.1120959 41.5105087, 2.1121711 41.5105665)",Carrer de Porto,,
124655951,True,tertiary,False,2.195,roundabout,"LINESTRING (2.1199861 41.5078263, 2.1199598 41.507825)",Glorieta de l'Alió,30,
124655951,True,tertiary,False,5.835,roundabout,"LINESTRING (2.1199629 41.5074249, 2.1199979 41.5074239, 2.1200328 41.5074263)",Glorieta de l'Alió,30,
124655951,True,tertiary,False,30.725,roundabout,"LINESTRING (2.1202572 41.5076529, 2.120237 41.5077061, 2.1201983 41.5077531, 2.120144 41.5077905, 2.1200781 41.5078155, 2.1200057 41.507826)",Glorieta de l'Alió,30,
124659806,True,tertiary,False,93.39999999999999,,"LINESTRING (2.1202572 41.5076529, 2.1202673 41.5077036, 2.120287 41.5077418, 2.1202942 41.5077558, 2.1203344 41.50781, 2.1203565 41.507839, 2.120903 41.5082558, 2.1209465 41.5082979)",Avinguda d'Urgell,30,
124656302,False,residential,False,50.415,,"LINESTRING (2.118422 41.5053294, 2.1187128 41.5055553, 2.1188422 41.5056558)",Carrer de Mallorca,,
124656302,False,residential,True,10.682,,"LINESTRING (2.1189302 41.5057257, 2.1188422 41.5056558)",Carrer de Mallorca,,
124656302,False,residential,False,209.626,,"LINESTRING (2.1189302 41.5057257, 2.1194603 41.5061314, 2.1194819 41.5061479, 2.1205471 41.5069631, 2.1206442 41.5070374, 2.1206886 41.5070747)",Carrer de Mallorca,,
124656306,True,residential,False,121.13,,"LINESTRING (2.1189302 41.5057257, 2.1187967 41.5058191, 2.1180996 41.5063065, 2.1180518 41.5063658, 2.1180035 41.506406, 2.1179678 41.5064584, 2.1179426 41.5065113)",Avinguda d'Eivissa,,
124656304,True,residential,False,36.803,,"LINESTRING (2.1210793 41.5068973, 2.1208867 41.5070391, 2.1207641 41.5071293)",Carrer del Tibidabo,30,1
124656302,False,residential,False,8.74,,"LINESTRING (2.1206886 41.5070747, 2.1207641 41.5071293)",Carrer de Mallorca,,
124656302,False,residential,True,209.62599999999998,,"LINESTRING (2.1206886 41.5070747, 2.1206442 41.5070374, 2.1205471 41.5069631, 2.1194819 41.5061479, 2.1194603 41.5061314, 2.1189302 41.5057257)",Carrer de Mallorca,,
124655951,True,tertiary,False,3.221,roundabout,"LINESTRING (2.1202598 41.507624, 2.1202572 41.5076529)",Glorieta de l'Alió,30,
124655951,True,tertiary,False,28.604000000000003,roundabout,"LINESTRING (2.1200328 41.5074263, 2.120105 41.5074428, 2.1201682 41.5074737, 2.1202174 41.5075166, 2.1202488 41.5075681, 2.1202548 41.5075988)",Glorieta de l'Alió,30,
1126983662,True,residential,False,68.614,,"LINESTRING (2.1200328 41.5074263, 2.1201118 41.5074143, 2.1201761 41.5074023, 2.1202343 41.5073745, 2.1202727 41.5073581, 2.1203719 41.5073079, 2.1206886 41.5070747)",Carrer del Tibidabo,30,1
124656302,False,residential,True,8.74,,"LINESTRING (2.1207641 41.5071293, 2.1206886 41.5070747)",Carrer de Mallorca,,
124656304,True,residential,False,68.125,,"LINESTRING (2.1207641 41.5071293, 2.1204455 41.5073639, 2.1203773 41.5074184, 2.120329 41.5074706, 2.1202848 41.5075396, 2.1202548 41.5075988)",Carrer del Tibidabo,30,1
124656302,False,residential,False,10.682,,"LINESTRING (2.1188422 41.5056558, 2.1189302 41.5057257)",Carrer de Mallorca,,
"[124655954, 124656311]",True,residential,False,66.337,,"LINESTRING (2.1188422 41.5056558, 2.1189867 41.5055509, 2.1193892 41.5052585, 2.1194137 41.5052402)","['Carrer de Menorca', ""Avinguda d'Eivissa""]",,
124656302,False,residential,True,50.415,,"LINESTRING (2.1188422 41.5056558, 2.1187128 41.5055553, 2.118422 41.5053294)",Carrer de Mallorca,,
124656306,True,residential,False,75.0,,"LINESTRING (2.1194137 41.5052402, 2.1194747 41.5052979, 2.1194814 41.5053133, 2.1194649 41.5053365, 2.119073 41.5056218, 2.1189302 41.5057257)",Avinguda d'Eivissa,,
124656845,False,residential,False,37.955999999999996,,"LINESTRING (2.1164398 41.5050863, 2.1165122 41.5050843, 2.1166142 41.5050763, 2.1167644 41.5050783, 2.1168046 41.5051004, 2.1168247 41.5051252, 2.1168395 41.5051546)",,,
124656851,False,residential,False,23.572,,"LINESTRING (2.1164398 41.5050863, 2.1165484 41.5050971, 2.1165981 41.5051064, 2.1166249 41.5051225, 2.1166557 41.5051493, 2.1166721 41.5051772)",,,
124656851,False,residential,True,148.576,,"LINESTRING (2.1164398 41.5050863, 2.1159946 41.5051164, 2.1159034 41.5051265, 2.1158229 41.5051506, 2.1157334 41.5052011, 2.115638 41.5052689, 2.1155076 41.5053641, 2.1154286 41.5054218, 2.1153859 41.505464, 2.115371 41.5054787, 2.1153455 41.5055403, 2.1153495 41.5055872, 2.1153589 41.5056287, 2.1153817 41.5056655, 2.1154125 41.505699, 2.1154689 41.5057452, 2.1155024 41.505786, 2.1155184 41.5058338)",,,
124656851,False,residential,False,10.722,,"LINESTRING (2.1155318 41.5059297, 2.1155184 41.5058338)",,,
"[124654160, 1042052107, 1042052108]",True,tertiary,False,392.8529999999999,,"LINESTRING (2.1155318 41.5059297, 2.1152717 41.5059459, 2.1151351 41.5059544, 2.1145165 41.505993, 2.1143605 41.5060027, 2.114235 41.5060105, 2.1131804 41.5060762, 2.1130413 41.5060842, 2.11266 41.5061062, 2.11198 41.5061684, 2.1118889 41.506188, 2.1117659 41.5062305, 2.1116372 41.5062911, 2.1115387 41.5063536, 2.1112985 41.5065179, 2.1112273 41.5065666, 2.1110675 41.5066777)",Avinguda del Mediterrani,20,
124656851,False,residential,True,23.572,,"LINESTRING (2.1166721 41.5051772, 2.1166557 41.5051493, 2.1166249 41.5051225, 2.1165981 41.5051064, 2.1165484 41.5050971, 2.1164398 41.5050863)",,,
124656851,False,residential,True,10.722,,"LINESTRING (2.1155184 41.5058338, 2.1155318 41.5059297)",,,
124656851,False,residential,False,148.57599999999996,,"LINESTRING (2.1155184 41.5058338, 2.1155024 41.505786, 2.1154689 41.5057452, 2.1154125 41.505699, 2.1153817 41.5056655, 2.1153589 41.5056287, 2.1153495 41.5055872, 2.1153455 41.5055403, 2.115371 41.5054787, 2.1153859 41.505464, 2.1154286 41.5054218, 2.1155076 41.5053641, 2.115638 41.5052689, 2.1157334 41.5052011, 2.1158229 41.5051506, 2.1159034 41.5051265, 2.1159946 41.5051164, 2.1164398 41.5050863)",,,
1042052105,True,tertiary,False,210.04299999999998,,"LINESTRING (2.1155184 41.5058338, 2.115754 41.5058185, 2.1163567 41.5057793, 2.1164586 41.5057793, 2.1165766 41.5057853, 2.1167818 41.5058021, 2.1168824 41.5058235, 2.1169682 41.5058597, 2.1170648 41.5059119, 2.1174403 41.5062011, 2.1175086 41.5062574, 2.11762 41.5063176, 2.1177593 41.5063677)",Avinguda del Mediterrani,20,
124656845,False,residential,True,37.956,,"LINESTRING (2.1168395 41.5051546, 2.1168247 41.5051252, 2.1168046 41.5051004, 2.1167644 41.5050783, 2.1166142 41.5050763, 2.1165122 41.5050843, 2.1164398 41.5050863)",,,
124655951,True,tertiary,False,1.632,roundabout,"LINESTRING (2.1200057 41.507826, 2.1199861 41.5078263)",Glorieta de l'Alió,30,
664374291,True,residential,False,83.015,,"LINESTRING (2.1169493 41.5108264, 2.1176082 41.5103293, 2.1176516 41.5102965)",Carrer dels Pirineus,,
664391971,True,residential,False,74.83399999999999,,"LINESTRING (2.1169493 41.5108264, 2.1163887 41.5103807, 2.1163331 41.5103365)",Carrer del Montsant,,
124661744,False,residential,False,45.976,,"LINESTRING (2.1159342 41.5115543, 2.1159863 41.5115943, 2.1162689 41.5118109, 2.11632 41.5118501)",Carrer de l'Aneto,,
664374291,True,residential,False,39.347,,"LINESTRING (2.1159342 41.5115543, 2.1161665 41.5113852, 2.116274 41.5113084)",Carrer dels Pirineus,,
124669361,False,residential,True,46.489000000000004,,"LINESTRING (2.1197712 41.5096537, 2.1196867 41.5097025, 2.1195151 41.5097748, 2.1192823 41.5098522)",Carrer d'Artesa de Segre,,
675962269,True,residential,False,174.11200000000002,,"LINESTRING (2.1197712 41.5096537, 2.1198304 41.5095365, 2.1199858 41.5091958, 2.1201052 41.5089794, 2.1202326 41.5088181, 2.1203627 41.5087022, 2.1208087 41.5083884, 2.1208579 41.5083557)",Carrer d'Artesa de Segre,,
124669371,True,residential,False,27.257,,"LINESTRING (2.1177346 41.5112977, 2.1176862 41.5112853, 2.1174298 41.5112084)",Carrer del Montsant,,
124655951,True,tertiary,False,31.624,roundabout,"LINESTRING (2.1199598 41.507825, 2.1198864 41.5078104, 2.1198213 41.5077811, 2.1197698 41.5077393, 2.1197359 41.5076884, 2.1197225 41.5076324)",Glorieta de l'Alió,30,
269071259,True,tertiary,False,138.792,,"LINESTRING (2.1199598 41.507825, 2.1198848 41.5078409, 2.1198301 41.5078583, 2.1197604 41.5078783, 2.1197027 41.5078971, 2.1196424 41.5079225, 2.1196008 41.5079473, 2.1195619 41.5079808, 2.1195364 41.5080056, 2.1195113 41.508027, 2.1188378 41.5085165, 2.1187001 41.5086165)",Carrer Tibidabo,30,
269071259,True,tertiary,False,79.124,,"LINESTRING (2.1163331 41.5103365, 2.1157474 41.510762, 2.1156511 41.510832)",Carrer Tibidabo,30,
124661753,True,residential,False,22.318,,"LINESTRING (2.1165481 41.5120364, 2.1165294 41.5120516, 2.1164751 41.5120699, 2.1164328 41.5120739, 2.1163741 41.5120661, 2.1163225 41.5120437, 2.1163115 41.5120321)",Plaça del Vallès,,
124661763,True,residential,False,51.795,,"LINESTRING (2.1200368 41.5098667, 2.1195406 41.5098306, 2.1194547 41.5098306, 2.1194172 41.5098326)",Carrer de Bellavista,,
124669369,True,residential,False,33.986999999999995,,"LINESTRING (2.1200368 41.5098667, 2.119959 41.5098426, 2.1198758 41.5098024, 2.1198343 41.5097547, 2.1197967 41.5096925, 2.1197712 41.5096537)",Carrer de Bellavista,,
124669361,False,residential,False,46.489,,"LINESTRING (2.1192823 41.5098522, 2.1195151 41.5097748, 2.1196867 41.5097025, 2.1197712 41.5096537)",Carrer d'Artesa de Segre,,
665489425,True,residential,False,43.230000000000004,,"LINESTRING (2.1192823 41.5098522, 2.1192509 41.5098626, 2.1189595 41.5100165, 2.1188646 41.5100811)",Carrer del Pedraforca,,
664391971,True,residential,False,58.352,,"LINESTRING (2.1174298 41.5112084, 2.1169493 41.5108264)",Carrer del Montsant,,
124661755,True,residential,False,28.866,,"LINESTRING (2.1174298 41.5112084, 2.1173964 41.5112331, 2.117183 41.5113907)",Carrer de Poblet,,
124661772,True,residential,False,53.537,,"LINESTRING (2.1188646 41.5100811, 2.1188234 41.5100498, 2.1184134 41.5097381)",Carrer del Maresme,,
665489425,True,residential,False,89.53799999999998,,"LINESTRING (2.1188646 41.5100811, 2.1187641 41.5101564, 2.1182532 41.5106575, 2.1181989 41.5107124)",Carrer del Pedraforca,,
675962270,True,tertiary,False,51.51599999999999,,"LINESTRING (2.1209465 41.5082979, 2.1210178 41.5083668, 2.1211283 41.5085029, 2.1212222 41.5086375, 2.1212552 41.5086976)",Avinguda d'Urgell,30,
