osmid,ref,highway,maxspeed,oneway,reversed,length,lanes,name,geometry,junction,bridge,tunnel
106536043,,residential,,True,False,12.955,,Avenida de Villar y Valle,"LINESTRING (-5.0562709 43.4627908, -5.0563156 43.4626789)",,,
66878991,RS-1,tertiary,,False,False,28.671,,,"LINESTRING (-5.0562709 43.4627908, -5.0562124 43.4627883, -5.0560121 43.4628422, -5.0559337 43.462862)",,,
106529760,,residential,,True,False,34.086,,Calle Marqueses de Argüelles,"LINESTRING (-5.0601943 43.4620211, -5.0602757 43.4618848, -5.0603805 43.4618133, -5.0604363 43.4617782)",,,
106529770,,residential,,True,False,71.806,,Calle Marqueses de Argüelles,"LINESTRING (-5.0601943 43.4620211, -5.0603214 43.461901, -5.0604466 43.4618367, -5.0605253 43.4618302, -5.0606398 43.4617952, -5.0607257 43.4617296, -5.060774 43.4616471, -5.0608062 43.4615971)",,,
202170545,N-632,trunk,,True,False,13.483,,Puente del Sella,"LINESTRING (-5.0608062 43.4615971, -5.0608831 43.4615829, -5.0609708 43.4615841)",,,
106529761,,residential,,True,False,9.496,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0578948 43.4641517, -5.0578649 43.4640691)",,,
"[500544113, 66878989]",,residential,,False,True,82.945,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0578948 43.4641517, -5.0582058 43.4644432, -5.0582639 43.4644976, -5.0582873 43.4645227, -5.0585087 43.4647497)",,,
106529759,,residential,,True,False,19.106,,Calle de los Marqueses de Argüelles,"LINESTRING (-5.0579085 43.463795, -5.0579188 43.4637219, -5.05793 43.4636239)",,,
106529765,,residential,,True,False,13.983,2,,"LINESTRING (-5.0579085 43.463795, -5.0578778 43.4637728, -5.0578392 43.4637586, -5.0577964 43.4637538, -5.0577536 43.4637587)",roundabout,,
"[7452692, 202170526, 7452687]",N-632,trunk,50,False,True,314.30699999999996,2,Puente del Sella,"LINESTRING (-5.0609708 43.4615841, -5.0610567 43.4616145, -5.0610734 43.4616199, -5.063349 43.4623575, -5.0635141 43.462411, -5.0644074 43.4626929, -5.064486 43.4627195, -5.0645273 43.4627353)",,yes,
106529758,N-632,trunk,,True,False,25.987000000000002,,Puente del Sella,"LINESTRING (-5.0609708 43.4615841, -5.0608124 43.4614899, -5.060732 43.461428)",,,
106529765,,residential,,True,False,12.078,2,,"LINESTRING (-5.0576584 43.4638601, -5.0576634 43.4638815, -5.0576746 43.4639016, -5.0576915 43.4639196, -5.0577133 43.4639345, -5.057739 43.4639456)",roundabout,,
"[758670466, 106529757]",N-632,trunk,40,False,False,80.231,,Avenida Palacio Valdés,"LINESTRING (-5.0604135 43.4611355, -5.0604198 43.4611174, -5.0604773 43.4609328, -5.0604963 43.4608772, -5.0605078 43.4608356, -5.0606335 43.4604319)",,,
106529764,N-632,trunk,40,True,False,24.803999999999995,,Avenida Palacio Valdés,"LINESTRING (-5.0604135 43.4611355, -5.0603849 43.4612355, -5.060386 43.4613058, -5.0603882 43.4613564)",,,
106529765,,residential,,True,False,17.732,2,,"LINESTRING (-5.0578759 43.4639366, -5.0579029 43.4639187, -5.0579225 43.4638962, -5.0579332 43.4638708, -5.0579344 43.4638442, -5.057926 43.4638184, -5.0579085 43.463795)",roundabout,,
106529761,,residential,,True,False,14.762,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0578649 43.4640691, -5.0578694 43.4639972, -5.0578759 43.4639366)",,,
500544112,,residential,,False,False,59.47,,,"LINESTRING (-5.0578649 43.4640691, -5.0579564 43.4640597, -5.0585959 43.4640018)",,,
28818244,,residential,,True,False,37.185,,Calle Marqueses de Argüelles,"LINESTRING (-5.0602243 43.4617501, -5.0601781 43.4618949, -5.0601408 43.4620787)",,,
106529772,,residential,,True,False,30.776000000000003,,Calle Marqueses de Argüelles,"LINESTRING (-5.0602243 43.4617501, -5.0602055 43.4619016, -5.0601768 43.4619942, -5.0601943 43.4620211)",,,
106529765,,residential,,True,False,8.770999999999999,2,,"LINESTRING (-5.0576934 43.4637873, -5.057673 43.4638091, -5.0576611 43.4638339, -5.0576584 43.4638601)",roundabout,,
106529775,,residential,,True,False,18.491,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0576934 43.4637873, -5.0575615 43.4637849, -5.0574648 43.463778)",,,
106529763,,residential,,True,False,20.686999999999998,,Calle de los Marqueses de Argüelles,"LINESTRING (-5.05793 43.4636239, -5.057828 43.4636969, -5.0577536 43.4637587)",,,
"[202170490, 106529767]",,residential,,False,True,249.45000000000002,,"['Calle de los Marqueses de Argüelles', 'Calle Marqueses de Argüelles']","LINESTRING (-5.05793 43.4636239, -5.0579741 43.4635783, -5.0584319 43.4632852, -5.059268 43.4627525, -5.0599986 43.4622772, -5.0600462 43.4622289, -5.0600599 43.462215, -5.0601078 43.4621403, -5.0601408 43.4620787)",,,
106529773,N-632,trunk,,True,False,9.389,,Puente del Sella,"LINESTRING (-5.0607045 43.4616381, -5.0608062 43.4615971)",,,
7452690,N-632,trunk,,True,False,23.612000000000002,2,,"LINESTRING (-5.0607045 43.4616381, -5.0607275 43.4615718, -5.0607337 43.4615114, -5.060732 43.461428)",roundabout,,
"[202170513, 624140476, 202170559]",,"['living_street', 'residential']",,False,True,63.30200000000001,,"['Plaza de la Iglesia', 'Gran Vía de Agustín Argüelles', 'Calle de Segundo Ruisánchez']","LINESTRING (-5.0584753 43.4623658, -5.0582914 43.4624839, -5.0581143 43.4623402, -5.0579681 43.4622485, -5.0579076 43.4622106)",,,
106529755,,residential,,False,True,4.702,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0572443 43.4635669, -5.0572795 43.4636006)",,,
106529755,,residential,,False,False,49.871,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0572443 43.4635669, -5.0569795 43.4633133, -5.0569179 43.463255, -5.0568664 43.4632122)",,,
28818244,,residential,,True,False,7.03,,Calle Marqueses de Argüelles,"LINESTRING (-5.0602439 43.4616885, -5.0602243 43.4617501)",,,
"[106532555, 106532469, 106532438]",,residential,,True,False,319.863,,Calle del Comercio,"LINESTRING (-5.0602439 43.4616885, -5.0600887 43.4617644, -5.0598686 43.4618988, -5.0589475 43.4624939, -5.0587677 43.4626073, -5.0583721 43.4628571, -5.0581152 43.4630215, -5.0572443 43.4635669)",,,
106536044,,living_street,,True,False,21.602,,Plaza del Mercado de Ganado,"LINESTRING (-5.0563852 43.4634741, -5.0565994 43.4633576)",,,
106536043,,residential,,True,False,104.661,,Avenida de Villar y Valle,"LINESTRING (-5.0569174 43.4620808, -5.0570948 43.4619624, -5.0572442 43.461866, -5.0574097 43.4617971, -5.0575561 43.4617485, -5.0576495 43.4617106, -5.0577275 43.4616535, -5.0577738 43.4616044, -5.057877 43.4614764)",,,
106552491,,living_street,,True,False,27.079,,Calle del Rey Alfonso Covián,"LINESTRING (-5.0571559 43.4621585, -5.057097 43.4621723, -5.0570268 43.4621757, -5.0569581 43.4621635, -5.056923 43.462138, -5.0569077 43.4621103, -5.0569174 43.4620808)",,,
624105063,,residential,,False,False,91.232,,Calle del Rey Alfonso Covián,"LINESTRING (-5.0571559 43.4621585, -5.0569402 43.462238, -5.0568292 43.4622717, -5.0566156 43.462458, -5.0564032 43.4626474, -5.0563156 43.4626789)",,,
66878991,RS-1,tertiary,,False,False,46.712,,,"LINESTRING (-5.0559337 43.462862, -5.0558791 43.4628757, -5.0557322 43.4629129, -5.0555877 43.462904, -5.0554009 43.4628191)",,,
66878991,RS-1,tertiary,,False,True,28.671,,,"LINESTRING (-5.0559337 43.462862, -5.0560121 43.4628422, -5.0562124 43.4627883, -5.0562709 43.4627908)",,,
"[376213793, 109743459]",,residential,,False,"[False, True]",322.53200000000004,,"['Calle Hermanos Uría Aza', 'Calle Cuesta Vieja']","LINESTRING (-5.0559337 43.462862, -5.0559169 43.4628023, -5.0559896 43.4626246, -5.0560061 43.4626123, -5.0561281 43.4625211, -5.056198 43.4623454, -5.0563784 43.4621698, -5.056674 43.4619916, -5.0567001 43.4619759, -5.0569131 43.4618725, -5.057079 43.4617978, -5.0572201 43.4617382, -5.0573422 43.461669, -5.0573841 43.4616413, -5.0574185 43.461568, -5.0574089 43.4614891, -5.0573727 43.4614296, -5.0573097 43.461352, -5.0572087 43.4613008, -5.0571095 43.4612718, -5.0568234 43.461197, -5.0562685 43.461071, -5.0561681 43.4610307)",,,
197932255,RS-1,tertiary,,False,True,45.382000000000005,,Calle Fuente el Espino,"LINESTRING (-5.0560763 43.4614074, -5.0561287 43.4613486, -5.0561966 43.4612398, -5.0562221 43.4611885, -5.0562164 43.461127, -5.0561681 43.4610307)",,,
376213794,,residential,,False,False,179.78899999999996,,Calle Fuente el Espino,"LINESTRING (-5.0560763 43.4614074, -5.0558517 43.4614636, -5.0557838 43.4614841, -5.0556933 43.4614923, -5.0555859 43.4614677, -5.0554926 43.4614471, -5.0553342 43.4614389, -5.0552466 43.4614615, -5.0551448 43.4615087, -5.0550345 43.4615641, -5.0549525 43.4615785, -5.0548139 43.4615641, -5.0546726 43.4615682, -5.0544803 43.4616257, -5.0543813 43.4616585, -5.0542456 43.4616647, -5.0540533 43.4616667, -5.0539572 43.461679)",,,
109781077,,residential,,False,True,23.265,,Calle Coronel Bravo,"LINESTRING (-5.0640931 43.4631904, -5.0641606 43.4630953, -5.0641882 43.4630686, -5.0642244 43.4630552, -5.0642766 43.4630445)",,,
109781156,,residential,,True,False,23.976,,Calle del Coronel Bravo,"LINESTRING (-5.0640931 43.4631904, -5.0640253 43.463286, -5.0639805 43.4633188, -5.0639045 43.4633469)",,,
109781040,,residential,,False,True,66.179,,Calle del Río Trubiecu,"LINESTRING (-5.0646871 43.4641018, -5.0648264 43.4636034, -5.064847 43.4635591, -5.0648745 43.4635246)",,,
109781077,,residential,,False,False,23.265,,Calle Coronel Bravo,"LINESTRING (-5.0642766 43.4630445, -5.0642244 43.4630552, -5.0641882 43.4630686, -5.0641606 43.4630953, -5.0640931 43.4631904)",,,
624105072,,residential,,False,False,24.778,,Calle del Coronel Bravo,"LINESTRING (-5.0623796 43.4656729, -5.0624647 43.4654588)",,,
202170532,N-632,trunk,50,False,True,21.533,,,"LINESTRING (-5.0647095 43.4628004, -5.0649423 43.462895)",,,
562103932,N-632,trunk,50,False,False,16.39,,,"LINESTRING (-5.0647095 43.4628004, -5.0645273 43.4627353)",,,
36932550,,residential,,True,False,73.20200000000001,,Calle Darío de Regoyos,"LINESTRING (-5.0648745 43.4635246, -5.064225 43.463244, -5.0641512 43.463214, -5.0640931 43.4631904)",,,
109781040,,residential,,False,False,66.179,,Calle del Río Trubiecu,"LINESTRING (-5.0648745 43.4635246, -5.064847 43.4635591, -5.0648264 43.4636034, -5.0646871 43.4641018)",,,
109781156,,residential,,True,False,116.588,,Calle del Coronel Bravo,"LINESTRING (-5.0639045 43.4633469, -5.0638379 43.4634188, -5.0638138 43.4634522, -5.0633486 43.4641517, -5.0632651 43.4642861)",,,
186128023,,residential,,False,False,51.864999999999995,,Calle Coronel Bravo,"LINESTRING (-5.0639045 43.4633469, -5.0638901 43.463288, -5.0639276 43.4631926, -5.0639991 43.463086, -5.0641234 43.4629201)",,,
186128023,,residential,,False,True,51.865,,Calle Coronel Bravo,"LINESTRING (-5.0641234 43.4629201, -5.0639991 43.463086, -5.0639276 43.4631926, -5.0638901 43.463288, -5.0639045 43.4633469)",,,
624052869,,residential,,False,True,35.989,,Paseo de la Princesa Letizia,"LINESTRING (-5.0587845 43.4647693, -5.0588987 43.4649612, -5.0588685 43.4650737)",,,
500544116,,residential,,False,False,6.338,,Paseo de la Grúa,"LINESTRING (-5.0588685 43.4650737, -5.0588131 43.4650333)",,,
624052869,,residential,,False,False,35.989,,Paseo de la Princesa Letizia,"LINESTRING (-5.0588685 43.4650737, -5.0588987 43.4649612, -5.0587845 43.4647693)",,,
500544112,,residential,,False,True,59.47,,,"LINESTRING (-5.0585959 43.4640018, -5.0579564 43.4640597, -5.0578649 43.4640691)",,,
197862223,RS-1,tertiary,,False,True,181.516,,Calle de Emilio del Valle Junco,"LINESTRING (-5.0537169 43.4602408, -5.0537336 43.4603756, -5.0538079 43.4604673, -5.0539287 43.4605212, -5.054029 43.4605401, -5.0542388 43.4605307, -5.054497 43.4605212, -5.0547589 43.4605226, -5.0550338 43.4605347, -5.0553476 43.4605711, -5.0554591 43.4605981, -5.0555761 43.4606547, -5.0556307 43.4607053)",,,
500801506,,unclassified,,False,True,48.057,,,"LINESTRING (-5.0537169 43.4602408, -5.0539226 43.4603333, -5.053938 43.4603402, -5.0540906 43.4603831, -5.0542622 43.4603872)",,,
500801504,,unclassified,,True,False,30.607,,,"LINESTRING (-5.0542622 43.4603872, -5.0543847 43.4603866, -5.0545341 43.4603676, -5.054633 43.4603419)",,,
500801506,,unclassified,,False,False,48.057,,,"LINESTRING (-5.0542622 43.4603872, -5.0540906 43.4603831, -5.053938 43.4603402, -5.0539226 43.4603333, -5.0537169 43.4602408)",,,
197862222,RS-1,tertiary,,True,False,43.022,,,"LINESTRING (-5.0556307 43.4607053, -5.0555905 43.4607249, -5.0555609 43.4607528, -5.0555452 43.4607861, -5.0555448 43.4608213, -5.0555598 43.4608547, -5.0555887 43.4608829, -5.0556285 43.460903, -5.0556751 43.4609128, -5.0557235 43.4609114, -5.0557688 43.4608989, -5.0558062 43.4608766)",roundabout,,
197862223,RS-1,tertiary,,False,False,181.51600000000002,,Calle de Emilio del Valle Junco,"LINESTRING (-5.0556307 43.4607053, -5.0555761 43.4606547, -5.0554591 43.4605981, -5.0553476 43.4605711, -5.0550338 43.4605347, -5.0547589 43.4605226, -5.054497 43.4605212, -5.0542388 43.4605307, -5.054029 43.4605401, -5.0539287 43.4605212, -5.0538079 43.4604673, -5.0537336 43.4603756, -5.0537169 43.4602408)",,,
197862222,RS-1,tertiary,,True,False,32.86,,,"LINESTRING (-5.0558062 43.4608766, -5.0558328 43.4608451, -5.0558435 43.460809, -5.0558369 43.4607723, -5.0558139 43.4607394, -5.0557771 43.4607139, -5.0557306 43.4606988, -5.0556799 43.4606959, -5.0556307 43.4607053)",roundabout,,
376213792,RS-1,tertiary,,False,True,28.683,,Calle Cuesta Nueva,"LINESTRING (-5.0558062 43.4608766, -5.0560037 43.4609818, -5.0561086 43.4610068)",,,
197862210,RS-1,tertiary,,False,False,5.489,,Calle Cuesta Vieja,"LINESTRING (-5.0561086 43.4610068, -5.0561681 43.4610307)",,,
202170487,,residential,,False,True,166.63,,Calle Cuesta Nueva,"LINESTRING (-5.0561086 43.4610068, -5.0572734 43.4611249, -5.0575049 43.4611617, -5.0577038 43.4611971, -5.0577581 43.4612181, -5.0577943 43.4612404, -5.0578232 43.4612798, -5.0578377 43.4613297, -5.057877 43.4614764)",,,
376213792,RS-1,tertiary,,False,False,28.683,,Calle Cuesta Nueva,"LINESTRING (-5.0561086 43.4610068, -5.0560037 43.4609818, -5.0558062 43.4608766)",,,
197862209,,residential,,False,True,4.064,,Calle Cuesta Nueva,"LINESTRING (-5.057877 43.4614764, -5.0578895 43.4615118)",,,
202170487,,residential,,False,False,166.63,,Calle Cuesta Nueva,"LINESTRING (-5.057877 43.4614764, -5.0578377 43.4613297, -5.0578232 43.4612798, -5.0577943 43.4612404, -5.0577581 43.4612181, -5.0577038 43.4611971, -5.0575049 43.4611617, -5.0572734 43.4611249, -5.0561086 43.4610068)",,,
"[202170492, 363516708]",,residential,,True,False,317.852,,"['Avenida Villar y Valle', 'Calle Villar y Valle']","LINESTRING (-5.057877 43.4614764, -5.0579369 43.4614011, -5.0580364 43.4612787, -5.0581305 43.4612093, -5.0582453 43.4611565, -5.0583843 43.4611298, -5.0584932 43.4611282, -5.0587175 43.4611452, -5.0588462 43.46115, -5.0588563 43.4611499, -5.0589339 43.4611484, -5.0589882 43.4611436, -5.0591051 43.4611207, -5.0593354 43.4610657, -5.0593986 43.4610422, -5.0594788 43.4609963, -5.0595575 43.4609274, -5.0595888 43.4608874, -5.0596127 43.4608569, -5.0596524 43.4607672, -5.0596561 43.4607144, -5.0596421 43.4606701, -5.0596009 43.4606113, -5.0595178 43.46055, -5.0592846 43.4603909, -5.0591302 43.4602686, -5.0590713 43.4602067, -5.058807 43.4598659, -5.0587844 43.4598084, -5.0587504 43.4597532)",,,
197862209,,residential,,False,False,4.064,,Calle Cuesta Nueva,"LINESTRING (-5.0578895 43.4615118, -5.057877 43.4614764)",,,
106536044,,living_street,,True,False,26.94,,Plaza del Mercado de Ganado,"LINESTRING (-5.0565994 43.4633576, -5.0568664 43.4632122)",,,
197862216,,residential,,False,True,54.52,,Calle del Sol,"LINESTRING (-5.0565994 43.4633576, -5.0570026 43.463751)",,,
106529755,,residential,,False,False,4.702,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0572795 43.4636006, -5.0572443 43.4635669)",,,
