osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,bridge,width,access,tunnel
42431848,1,trunk,,,True,False,22.677999999999997,"LINESTRING (-5.0045223 41.5018576, -5.0045755 41.5019338, -5.0045992 41.5019653, -5.0046657 41.5020302)",N-6,Avenida de Portugal,,,,
42431855,2,trunk,30,roundabout,True,False,6.676,"LINESTRING (-5.0045223 41.5018576, -5.0045587 41.5018451, -5.0045902 41.5018265)",N-VI,,,,,
42431855,2,trunk,30,roundabout,True,False,11.999,"LINESTRING (-5.0045902 41.5018265, -5.0046189 41.5017977, -5.0046357 41.501764, -5.0046392 41.5017281)",N-VI,,,,,
382294760,,residential,,,False,True,11.282,"LINESTRING (-5.0048918 41.5021534, -5.0050215 41.5021241)",,Calle Colaboradores,,,,
387681203,1,trunk,,,True,False,44.18299999999999,"LINESTRING (-5.0048918 41.5021534, -5.0046512 41.5018914, -5.0045902 41.5018265)",N-6,Avenida de Portugal,,,,
"[772877473, 24686819]",,residential,,,True,False,26.988,"LINESTRING (-5.0013181 41.4993438, -5.0013352 41.4992216, -5.0013518 41.4991024)",,Calle Empedrado,,,,
34420845,,residential,,,False,False,38.68,"LINESTRING (-5.0013181 41.4993438, -5.0016194 41.4993065, -5.0017768 41.4992893)",,Calle Empedrado,,,,
287772131,,residential,,,False,False,102.096,"LINESTRING (-5.0013181 41.4993438, -5.0003427 41.4994531, -5.000351 41.4996325)",,Calle Empedrado,,,,
202886000,,residential,,,True,False,3.742,"LINESTRING (-5.0003651 41.5002026, -5.0003829 41.5002335)",,Calle San Antolín,,,,
295941378,,residential,,,True,False,47.691,"LINESTRING (-5.0003651 41.5002026, -4.9999931 41.5001848, -4.9997936 41.5001753)",,Calle Matilde Zorita,,,,
316297067,,residential,,,False,False,13.731,"LINESTRING (-5.0004784 41.5010438, -5.0004576 41.5009213)",,Plaza Mayor,,,,
34420848,,residential,,,True,False,36.722,"LINESTRING (-5.0006428 41.5018042, -5.0010836 41.5017954)",,Plaza la Iglesia,,,,
1125097531,,residential,,,True,False,178.27100000000002,"LINESTRING (-5.0004675 41.5026447, -5.0001207 41.5026793, -4.9999528 41.5026677, -4.999749 41.5026597, -4.9994378 41.5026356, -4.9992555 41.5026356, -4.998998 41.5026195, -4.9987941 41.5026115, -4.9985259 41.5026035, -4.9983404 41.5025664)",,Calle Villamarciel,,,,
50952627,,residential,,,False,True,10.089,"LINESTRING (-4.9949324 41.5028225, -4.9948971 41.5027357)",,Avenida de Santa Teresa,,,,
202883201,,residential,,,True,False,110.114,"LINESTRING (-4.9949324 41.5028225, -4.9949697 41.5029018, -4.9952813 41.5035633, -4.9953722 41.5037564)",,Calle Hagetmau,,,,
413713776,2,trunk,40,,False,True,53.974999999999994,"LINESTRING (-4.9949324 41.5028225, -4.995305 41.5027575, -4.9955703 41.5027664)",N-620,Avenida de Valladolid,,,,
84482020,2,trunk,30,,False,False,73.045,"LINESTRING (-5.0013304 41.5031462, -5.0014343 41.5031589, -5.002196 41.5032524)",N-620,Avenida de Valladolid,,,,
"[451480963, 451480964]",2,trunk,40,,False,False,98.83499999999998,"LINESTRING (-5.0013304 41.5031462, -5.0010652 41.5031096, -5.0005247 41.5030639, -5.0003544 41.5030515, -5.0001523 41.5030536)",N-620,Plaza Pepe Zorita,,,,
84482020,2,trunk,30,,False,True,58.437,"LINESTRING (-5.0028891 41.5033331, -5.0025561 41.503302, -5.002196 41.5032524)",N-620,Avenida de Valladolid,,,,
256289106,1,trunk_link,30,,True,False,31.340999999999998,"LINESTRING (-5.0028891 41.5033331, -5.003033 41.5033495, -5.0031224 41.5033755, -5.0031785 41.5034054, -5.0032262 41.5034396)",N-620,Avenida de Valladolid,,,,
202879856,2,trunk,30,,False,False,5.214,"LINESTRING (-5.0046483 41.5030654, -5.0047092 41.5030545)",N-620,Avenida de Zamora,,,,
202879856,2,trunk,30,,False,True,79.3,"LINESTRING (-5.0046483 41.5030654, -5.0040249 41.5032216, -5.00374 41.5032786)",N-620,Avenida de Zamora,,,,
24397041,,secondary,40,,False,False,21.807000000000002,"LINESTRING (-5.0001523 41.5030536, -5.0001076 41.5031394, -5.0000654 41.5032385)",VA-515,Avenida de León,,7,,
202879862,2,trunk,40,,False,False,156.43599999999998,"LINESTRING (-5.0001523 41.5030536, -4.9999943 41.5030437, -4.9990942 41.5029874, -4.9983954 41.5029437, -4.9982803 41.5029365)",N-620,Avenida de Valladolid,,,,
"[451480963, 451480964]",2,trunk,40,,False,True,98.83500000000001,"LINESTRING (-5.0001523 41.5030536, -5.0003544 41.5030515, -5.0005247 41.5030639, -5.0010652 41.5031096, -5.0013304 41.5031462)",N-620,Plaza Pepe Zorita,,,,
202885993,,residential,,,True,False,63.403,"LINESTRING (-5.000351 41.4996325, -5.0003651 41.5002026)",,Calle San Antolín,,,,
202885996,,residential,,,False,False,38.162,"LINESTRING (-5.000351 41.4996325, -4.9998928 41.4996282)",,Plaza Palacio de Doña Juana,,,,
"[206302912, 34420846]",,residential,,,False,False,221.97000000000003,"LINESTRING (-5.000351 41.4996325, -5.0006821 41.4996575, -5.000943 41.4996772, -5.0010448 41.4996841, -5.0012752 41.4997055, -5.0014862 41.4997067, -5.0015317 41.499707, -5.0017971 41.4996244, -5.0019877 41.4995371, -5.0021815 41.4994628, -5.0023769 41.4994951, -5.002626 41.4995886, -5.0028237 41.4997287)",,"['Calle Postigo', 'Calle Tratado']",,,,
287772131,,residential,,,False,True,102.096,"LINESTRING (-5.000351 41.4996325, -5.0003427 41.4994531, -5.0013181 41.4993438)",,Calle Empedrado,,,,
84482026,,residential,,,False,False,35.589,"LINESTRING (-5.0032973 41.5026402, -5.0031729 41.502334)",,Calle de la Viña,,,,
413713767,1,residential,30,,True,False,178.355,"LINESTRING (-5.0032973 41.5026402, -5.0032302 41.5026539, -5.0019828 41.502903, -5.0014663 41.5029973, -5.0013867 41.5030433, -5.0013537 41.5030912, -5.0013304 41.5031462)",,Calle Dimas Rodríguez,,,,
84482026,,residential,,,False,True,35.589,"LINESTRING (-5.0031729 41.502334, -5.0032973 41.5026402)",,Calle de la Viña,,,,
413713771,,residential,,,False,True,24.244,"LINESTRING (-5.0031729 41.502334, -5.003025 41.5021462)",,Calle de la Viña,,,,
206289795,,residential,,,False,False,15.216999999999999,"LINESTRING (-5.0031729 41.502334, -5.0031698 41.5022396, -5.0032174 41.5022166)",,Calle Bazán,,,,
34420849,2,trunk,30,roundabout,True,False,4.707,"LINESTRING (-5.005955 41.5031898, -5.005992 41.5031578)",N-6,,,,,
34420849,2,trunk,30,roundabout,True,False,3.55,"LINESTRING (-5.0059475 41.5029891, -5.0059103 41.5029735)",N-6,,,,,
34420849,2,trunk,30,roundabout,True,False,7.177,"LINESTRING (-5.0057623 41.5029809, -5.0057279 41.5030003, -5.0057011 41.5030256)",N-6,,,,,
42431853,1,trunk,,,True,False,106.808,"LINESTRING (-5.0057623 41.5029809, -5.0057061 41.5029224, -5.0055594 41.5027695, -5.0050263 41.5022775, -5.0049703 41.5022258)",N-6,Avenida de Portugal,,,,
34420849,2,trunk,30,roundabout,True,False,17.451,"LINESTRING (-5.0056801 41.503065, -5.0056772 41.5031042, -5.0056903 41.5031422, -5.0057182 41.5031754, -5.0057583 41.5032006)",N-6,,,,,
"[202879856, 256289085]",2,trunk,30,,False,True,80.92399999999999,"LINESTRING (-5.0056801 41.503065, -5.0054964 41.5030591, -5.0050659 41.5030519, -5.004867 41.5030487, -5.0047486 41.5030496, -5.0047092 41.5030545)",N-620,Avenida de Zamora,,,,
34420849,2,trunk,30,roundabout,True,False,17.451999999999998,"LINESTRING (-5.0057583 41.5032006, -5.0058068 41.5032156, -5.005859 41.5032187, -5.00591 41.5032099, -5.005955 41.5031898)",N-6,,,,,
50952613,,living_street,,,False,False,24.633,"LINESTRING (-5.0057583 41.5032006, -5.0058343 41.5033327, -5.0058977 41.5033942)",,,,,,
42431843,1,trunk_link,,,True,False,46.214,"LINESTRING (-4.9995953 41.4969067, -4.9998185 41.4968875, -4.9999342 41.4968778, -5.000148 41.4968764)",VA-405,,,,,
42431850,2,trunk,40,roundabout,True,False,3.933,"LINESTRING (-5.0000736 41.4966073, -5.0000606 41.4966413)",,,,,,
206289795,,residential,,,False,False,18.011,"LINESTRING (-5.0032174 41.5022166, -5.0032356 41.5020552)",,Calle Bazán,,,,
50952624,,residential,,,False,True,66.511,"LINESTRING (-5.0032174 41.5022166, -5.0036348 41.5021287, -5.0036511 41.5019906, -5.0035872 41.5018646)",,Calle Molino,,,,
206289795,,residential,,,False,True,15.216999999999999,"LINESTRING (-5.0032174 41.5022166, -5.0031698 41.5022396, -5.0031729 41.502334)",,Calle Bazán,,,,
206289795,,residential,,,False,True,33.102,"LINESTRING (-5.0032997 41.5017614, -5.0032356 41.5020552)",,Calle Bazán,,,,
50952596,,residential,,,False,False,87.682,"LINESTRING (-5.0032997 41.5017614, -5.0031944 41.5012406, -5.0031944 41.5009788)",,Calle Cantareros,,,,
"[50952624, 413713766]",,residential,,,False,False,30.9,"LINESTRING (-5.0032997 41.5017614, -5.0035263 41.5017666, -5.0035872 41.5018646)",,"['Calle Molino', 'Calle Alcázar']",,,,
"[42431848, 1260681788]",1,trunk,30,,True,False,140.393,"LINESTRING (-5.0046657 41.5020302, -5.0047732 41.5021481, -5.0048074 41.5021856, -5.0049506 41.5023219, -5.0052099 41.5025548, -5.0054907 41.5028102, -5.0055206 41.5028409, -5.0056267 41.5029497, -5.0057011 41.5030256)",N-6,Avenida de Portugal,,,,
387681201,1,residential,,,True,False,24.263,"LINESTRING (-5.0046657 41.5020302, -5.0048135 41.5021441, -5.0048918 41.5021534)",,Calle Colaboradores,,,,
34420849,2,trunk,30,roundabout,True,False,4.717,"LINESTRING (-5.0057011 41.5030256, -5.0056801 41.503065)",N-6,,,,,
42431850,2,trunk,40,roundabout,True,False,8.743,"LINESTRING (-5.0007091 41.4968273, -5.0007471 41.496754)",,,,,,
42431850,2,trunk,40,roundabout,True,False,33.113,"LINESTRING (-5.0007471 41.496754, -5.000755 41.4966798, -5.0007348 41.4966069, -5.0006881 41.4965412, -5.0006188 41.4964878)",,,,,,
42431854,1,trunk,,,True,False,16.401,"LINESTRING (-5.0044524 41.5016109, -5.0043881 41.5015894, -5.0043089 41.5015155)",N-6,,,,,
42431855,2,trunk,30,roundabout,True,False,12.296999999999999,"LINESTRING (-5.0044524 41.5016109, -5.0044048 41.5016201, -5.0043626 41.5016391, -5.0043296 41.5016665)",N-VI,,,,,
42431855,2,trunk,30,roundabout,True,False,17.985,"LINESTRING (-5.0046392 41.5017281, -5.0046269 41.5016887, -5.0045986 41.5016543, -5.0045573 41.5016282, -5.0045072 41.5016132)",N-VI,,,,,
42431855,2,trunk,30,roundabout,True,False,4.571,"LINESTRING (-5.0045072 41.5016132, -5.0044524 41.5016109)",N-VI,,,,,
287772111,2,tertiary,,,False,True,97.256,"LINESTRING (-5.0045072 41.5016132, -5.0045514 41.5015229, -5.0052164 41.5009246)",,Avenida Torrecilla de la Abadesa,,,,
202882232,,residential,,,False,False,23.173,"LINESTRING (-5.0057057 41.5003062, -5.0057535 41.5001009)",,Calle Lérida,,,,
50952610,,residential,,,False,False,135.894,"LINESTRING (-5.0057057 41.5003062, -5.0042047 41.5004705, -5.0041107 41.5005199)",,Calle Alicante,,,,
381966005,,residential,,,False,False,43.105000000000004,"LINESTRING (-5.0057057 41.5003062, -5.0054262 41.5005629, -5.0054 41.5006158)",,Calle Barcelona,,,,
287772111,2,tertiary,,,False,False,10.698,"LINESTRING (-5.005298 41.5008503, -5.0052164 41.5009246)",,Avenida Torrecilla de la Abadesa,,,,
50952608,,residential,,,False,True,569.6,"LINESTRING (-5.005298 41.5008503, -5.0057274 41.5004628, -5.0064461 41.4998043, -5.006662 41.4996065, -5.0070831 41.4989749, -5.0070459 41.4987767, -5.0068337 41.4986287, -5.0064774 41.4985722, -5.0055193 41.4987776, -5.0048808 41.4988413, -5.0037209 41.4990256)",,Calle Sevilla,,,,
50952611,,residential,,,False,True,125.392,"LINESTRING (-5.005298 41.5008503, -5.0047639 41.5008164, -5.0038304 41.5006199)",,Calle San Vicente,,,,
206302909,,tertiary,,,False,True,67.67999999999999,"LINESTRING (-5.005298 41.5008503, -5.0056271 41.5007361, -5.0060723 41.5006871)",,Avenida Torrecilla de la Abadesa,,,,
381966005,,residential,,,False,True,27.443,"LINESTRING (-5.005298 41.5008503, -5.0053484 41.5007196, -5.0054 41.5006158)",,Calle Barcelona,,,,
202887474,,residential,,,True,False,4.511,"LINESTRING (-5.0021142 41.5007713, -5.002159 41.5007485)",,Calle San Vicente,,,,
42431846,,residential,,,False,False,171.45899999999997,"LINESTRING (-5.0021142 41.5007713, -5.0025777 41.5015834, -5.0027768 41.5019031, -5.003025 41.5021462)",,Calle Hospital de Peregrinos,,,,
50952610,,residential,,,False,True,18.942,"LINESTRING (-5.0038834 41.5005262, -5.0041107 41.5005199)",,Calle Alicante,,,,
206302915,,residential,,,False,False,11.315,"LINESTRING (-5.0038834 41.5005262, -5.0038304 41.5006199)",,Calle Murcia,,,,
206302915,,residential,,,False,True,22.631,"LINESTRING (-5.0038834 41.5005262, -5.0038211 41.5003281)",,Calle Murcia,,,,
50952611,,residential,,,False,True,13.982,"LINESTRING (-5.0038304 41.5006199, -5.0036697 41.5006563)",,Calle San Vicente,,,,
206302915,,residential,,,False,True,11.315,"LINESTRING (-5.0038304 41.5006199, -5.0038834 41.5005262)",,Calle Murcia,,,,
50952611,,residential,,,False,False,125.392,"LINESTRING (-5.0038304 41.5006199, -5.0047639 41.5008164, -5.005298 41.5008503)",,Calle San Vicente,,,,
50952596,,residential,,,False,False,21.758,"LINESTRING (-5.0031751 41.500617, -5.0030973 41.5004302)",,Calle Cantareros,,,,
50952596,,residential,,,False,True,40.507000000000005,"LINESTRING (-5.0031751 41.500617, -5.0032117 41.5008852, -5.0032025 41.5009545, -5.0031944 41.5009788)",,Calle Cantareros,,,,
50952596,,residential,,,False,True,21.758,"LINESTRING (-5.0030973 41.5004302, -5.0031751 41.500617)",,Calle Cantareros,,,,
202879860,,residential,,,False,False,56.062,"LINESTRING (-5.0062721 41.5013149, -5.0063452 41.5018161)",,Calle 10 de Febrero,,,,
382294765,,residential,,,False,False,32.784,"LINESTRING (-5.0062721 41.5013149, -5.0058921 41.5013919)",,Calle Virgen de la Peña,,,,
202879858,,residential,,,False,False,39.176,"LINESTRING (-5.0062721 41.5013149, -5.0061986 41.5012757, -5.006146 41.5009937)",,Calle Duero,,,,
202879855,,residential,,,False,True,16.43,"LINESTRING (-5.0058921 41.5013919, -5.0058286 41.501252)",,Calle Ciudad Real,,,,
202882230,,residential,,,False,True,75.115,"LINESTRING (-5.0058921 41.5013919, -5.005976 41.5020645)",,Calle los 159,,,,
382294765,,residential,,,False,True,32.784,"LINESTRING (-5.0058921 41.5013919, -5.0062721 41.5013149)",,Calle Virgen de la Peña,,,,
382294765,,residential,,,False,False,91.451,"LINESTRING (-5.0058921 41.5013919, -5.0056246 41.5015396, -5.0054866 41.5018186, -5.0054925 41.5019993, -5.0054963 41.5020945)",,Calle Virgen de la Peña,,,,
382294751,,residential,,,False,False,9.39,"LINESTRING (-5.0064774 41.5020326, -5.0063651 41.5020402)",,Calle Colaboradores,,,,
382294747,,residential,,,False,True,40.087,"LINESTRING (-5.0054963 41.5020945, -5.005976 41.5020645)",,Calle Colaboradores,,,,
382294747,,residential,,,False,False,39.677,"LINESTRING (-5.0054963 41.5020945, -5.0052066 41.5021125, -5.0050215 41.5021241)",,Calle Colaboradores,,,,
382294765,,residential,,,False,True,91.451,"LINESTRING (-5.0054963 41.5020945, -5.0054925 41.5019993, -5.0054866 41.5018186, -5.0056246 41.5015396, -5.0058921 41.5013919)",,Calle Virgen de la Peña,,,,
382294760,,residential,,,False,False,11.282,"LINESTRING (-5.0050215 41.5021241, -5.0048918 41.5021534)",,Calle Colaboradores,,,,
382294747,,residential,,,False,True,39.677,"LINESTRING (-5.0050215 41.5021241, -5.0052066 41.5021125, -5.0054963 41.5020945)",,Calle Colaboradores,,,,
382294757,1,residential,,,True,False,55.425,"LINESTRING (-5.0050215 41.5021241, -5.0048168 41.5019097, -5.0047599 41.5018338, -5.0046882 41.501738, -5.0046392 41.5017281)",,Avenida de Portugal,,,,
202879856,2,trunk,30,,False,True,5.214,"LINESTRING (-5.0047092 41.5030545, -5.0046483 41.5030654)",N-620,Avenida de Zamora,,,,
50952614,,residential,,,False,True,44.396,"LINESTRING (-5.0047092 41.5030545, -5.0047447 41.5031199, -5.0049576 41.5034073)",,Calle Vista Alegre,,,,
"[202879856, 256289085]",2,trunk,30,,False,False,80.92399999999999,"LINESTRING (-5.0047092 41.5030545, -5.0047486 41.5030496, -5.004867 41.5030487, -5.0050659 41.5030519, -5.0054964 41.5030591, -5.0056801 41.503065)",N-620,Avenida de Zamora,,,,
755189530,,residential,,,False,True,27.446,"LINESTRING (-5.0061289 41.5044326, -5.005967 41.5046476)",,Paseo de Isabel La Católica,,,,
50952614,,residential,,,False,False,117.827,"LINESTRING (-5.0061289 41.5044326, -5.0057395 41.5041804, -5.0051677 41.5036598)",,Calle Vista Alegre,,,,
741067936,,residential,,,False,False,92.112,"LINESTRING (-5.0050504 41.5049581, -5.0045663 41.5045865, -5.0043928 41.5043059)",,Camino Mota del Marqués,,,,
50952615,,residential,,,False,True,98.92,"LINESTRING (-5.0051677 41.5036598, -5.0040676 41.5039954)",,Calle Tarragona,,,,
50952614,,residential,,,False,False,33.141,"LINESTRING (-5.0051677 41.5036598, -5.0050703 41.5035593, -5.0049576 41.5034073)",,Calle Vista Alegre,,,,
50952614,,residential,,,False,True,117.827,"LINESTRING (-5.0051677 41.5036598, -5.0057395 41.5041804, -5.0061289 41.5044326)",,Calle Vista Alegre,,,,
741067934,,residential,,,False,False,43.88,"LINESTRING (-5.0043928 41.5043059, -5.0040676 41.5039954)",,Paseo de Isabel La Católica,,,,
741067936,,residential,,,False,True,92.112,"LINESTRING (-5.0043928 41.5043059, -5.0045663 41.5045865, -5.0050504 41.5049581)",,Camino Mota del Marqués,,,,
755189530,,residential,,,False,False,136.794,"LINESTRING (-5.0043928 41.5043059, -5.0049266 41.5044627, -5.005967 41.5046476)",,Paseo de Isabel La Católica,,,,
316297066,,residential,,,False,False,15.252,"LINESTRING (-5.0006407 41.5009241, -5.0004576 41.5009213)",,Plaza Mayor,,,,
206289789,,residential,,,True,False,68.973,"LINESTRING (-5.0006407 41.5009241, -5.0009279 41.5009256, -5.0012053 41.5009192, -5.0014043 41.5008917, -5.0014458 41.5008581)",,Calle San Antón,,,,
316297064,,residential,,,False,True,15.771,"LINESTRING (-5.0002683 41.5009174, -5.0004576 41.5009213)",,Plaza Mayor,,,,
206289790,,residential,,,True,False,81.05,"LINESTRING (-5.0002683 41.5009174, -4.9997654 41.5009866, -4.9996056 41.5010089, -4.9993132 41.501057)",,Calle San Pedro,,,,
1108067233,,residential,,,True,False,94.08,"LINESTRING (-5.0005376 41.5022878, -5.0000353 41.5022211, -4.9994188 41.5021749)",,Calle Hospital de Mater-Dei,,,,
431503070,,residential,,,False,True,80.422,"LINESTRING (-5.000767 41.5046814, -5.0008917 41.5039642)",,Calle Guillén de Rohán,,,,
50952595,,residential,,,False,False,102.953,"LINESTRING (-5.000767 41.5046814, -4.9996628 41.5045172, -4.999553 41.5045076)",,Calle Zaragoza,,,,
50952595,,residential,,,False,True,133.45600000000002,"LINESTRING (-5.000767 41.5046814, -5.0016585 41.5047767, -5.0023597 41.5047504)",,Calle Zaragoza,,,,
50952595,,residential,,,False,False,133.45600000000002,"LINESTRING (-5.0023597 41.5047504, -5.0016585 41.5047767, -5.000767 41.5046814)",,Calle Zaragoza,,,,
"[50952626, 146665724]",,"['unclassified', 'residential']",,,False,False,325.41599999999994,"LINESTRING (-5.0023597 41.5047504, -5.0023605 41.5050954, -5.0023809 41.5054002, -5.0022505 41.5054188, -5.0017441 41.5054475, -5.0015232 41.5054228, -5.0001592 41.5053346, -4.9993526 41.5053377)",,"['Calle Velilla', 'Calle Huesca']",,,,
146665724,,unclassified,,,False,True,81.402,"LINESTRING (-5.0023597 41.5047504, -5.0023442 41.5046545, -5.0022791 41.5042761, -5.0022456 41.5040234)",,Calle Velilla,,,,
24397041,,secondary,40,,False,True,78.091,"LINESTRING (-4.999553 41.5045076, -4.9998201 41.5038344)",VA-515,Avenida de León,,7,,
24397041,,secondary,40,,False,False,94.395,"LINESTRING (-4.999553 41.5045076, -4.9995316 41.5045713, -4.9993757 41.5050155, -4.9993433 41.5052043, -4.9993526 41.5053377)",VA-515,Avenida de León,,7,,
50952595,,residential,,,False,True,102.953,"LINESTRING (-4.999553 41.5045076, -4.9996628 41.5045172, -5.000767 41.5046814)",,Calle Zaragoza,,,,
741069015,,residential,,,False,False,123.814,"LINESTRING (-4.999553 41.5045076, -4.9994153 41.5044947, -4.9989045 41.5044469, -4.9984857 41.5043234, -4.9982168 41.5041901, -4.9981808 41.5041535)",,Calle Federico Riera Marsá,,,,
50952615,,residential,,,False,False,98.92,"LINESTRING (-5.0040676 41.5039954, -5.0051677 41.5036598)",,Calle Tarragona,,,,
741067934,,residential,,,False,True,43.88,"LINESTRING (-5.0040676 41.5039954, -5.0043928 41.5043059)",,Paseo de Isabel La Católica,,,,
50952616,,residential,,,False,False,57.711,"LINESTRING (-5.0040676 41.5039954, -5.003986 41.503935, -5.0037593 41.5037151, -5.0037225 41.5036782, -5.0037008 41.5035702)",,Plaza la Chana,,,,
24397041,,secondary,40,,False,True,94.395,"LINESTRING (-4.9993526 41.5053377, -4.9993433 41.5052043, -4.9993757 41.5050155, -4.9995316 41.5045713, -4.999553 41.5045076)",VA-515,Avenida de León,,7,,
"[50952626, 146665724]",,"['residential', 'unclassified']",,,False,True,325.416,"LINESTRING (-4.9993526 41.5053377, -5.0001592 41.5053346, -5.0015232 41.5054228, -5.0017441 41.5054475, -5.0022505 41.5054188, -5.0023809 41.5054002, -5.0023605 41.5050954, -5.0023597 41.5047504)",,"['Calle Velilla', 'Calle Huesca']",,,,
206289792,,residential,,,True,False,37.914,"LINESTRING (-4.9975169 41.5004416, -4.9979572 41.5003549)",,Calle Soga,,,,
"[305963364, 149922022]",,residential,,,False,False,137.397,"LINESTRING (-4.9975169 41.5004416, -4.9976286 41.5007775, -4.9977044 41.500931, -4.9977569 41.5010636, -4.9978517 41.5012268, -4.9976854 41.5012728, -4.9975547 41.5013428, -4.9974762 41.5014154, -4.9974868 41.5014779)",,"['Calle del Sol', 'Calle Roma']",,,,
202885994,,residential,,,False,False,62.623,"LINESTRING (-4.9962869 41.5005497, -4.9963013 41.500113, -4.9961354 41.5000901)",,Calle Bruno el Ciego,,,,
206289792,,residential,,,True,False,20.91,"LINESTRING (-4.9962869 41.5005497, -4.9964331 41.5005746, -4.9965332 41.5005855)",,Calle Soga,,,,
"[202883202, 417050359]",,residential,20,,False,False,121.90700000000001,"LINESTRING (-4.9958695 41.5004407, -4.9960092 41.5000727, -4.9959403 41.5000075, -4.9957806 41.4998564, -4.9958583 41.4997018, -4.99578 41.4996436, -4.9956902 41.4997441, -4.9955979 41.4997424)",,"['Calle Santa Rita', 'Calle del Río']",,,,
206289788,,residential,,,False,False,95.60999999999999,"LINESTRING (-4.9958695 41.5004407, -4.9954902 41.5002349, -4.9954668 41.5000594, -4.9955099 41.4999435, -4.995561 41.499855, -4.9955979 41.4997424)",,Calle Riberas,,,,
