osmid,name,highway,oneway,reversed,length,lanes,ref,junction,geometry,bridge,tunnel
32901638,Jon Andoni Irazusta pasealekua,residential,False,False,500.79600000000005,,,,"LINESTRING (-2.0719315 43.1368114, -2.0718641 43.1368058, -2.0717677 43.1368128, -2.0716174 43.1368369, -2.0714832 43.1368611, -2.0713377 43.1368914, -2.0712139 43.1369211, -2.071108 43.1369528, -2.0709549 43.1370135, -2.07085 43.1370604, -2.0707442 43.1371183, -2.0706421 43.1371755, -2.0705438 43.1372445, -2.0704758 43.1373017, -2.070438 43.1373334, -2.0703501 43.1374203, -2.0702755 43.1374989, -2.0701866 43.1376093, -2.0701243 43.137692, -2.0700269 43.1378762, -2.0699929 43.1379534, -2.0699674 43.1380258, -2.0699466 43.1380982, -2.0699267 43.1381672, -2.0699163 43.1382403, -2.0699135 43.1383341, -2.0699116 43.1384554, -2.0699239 43.1385334, -2.0699428 43.1386154, -2.0699759 43.1387347, -2.0700108 43.1388471, -2.0700477 43.1389237, -2.0700912 43.1390064, -2.0701365 43.1390802, -2.0701777 43.1391345, -2.0702348 43.1392098, -2.0703341 43.1393547, -2.0704758 43.1395346, -2.0707425 43.1398951, -2.0709233 43.1401356, -2.071044 43.1403078)",,
"[40129059, 40129061]",Nafarroako zubia,residential,False,False,88.815,,,,"LINESTRING (-2.0719315 43.1368114, -2.0720414 43.1375022, -2.0720502 43.1376053)",yes,
436289153,Santa Clara kalea,residential,False,True,18.076999999999998,,,,"LINESTRING (-2.0719315 43.1368114, -2.0719714 43.1367176, -2.071996 43.1366558)",,
32876429,San Frantzisko pasealekua,residential,True,False,162.748,,,,"LINESTRING (-2.0741254 43.1366918, -2.0741783 43.1366285, -2.0742487 43.1365742, -2.0743244 43.1365255, -2.0748541 43.1362022, -2.0749059 43.1361759, -2.0754539 43.1358582, -2.0755188 43.1357838, -2.0756212 43.1357298)",,
32876429,San Frantzisko pasealekua,residential,True,False,190.534,,,,"LINESTRING (-2.0756212 43.1357298, -2.0756449 43.1357075, -2.0757575 43.1356918, -2.0758407 43.1356527, -2.0761926 43.1354556, -2.0765068 43.1352638, -2.0767237 43.1351492, -2.0770452 43.134964, -2.0773548 43.1347836, -2.0774749 43.1346968)",,
40129073,Gernikako Arbolaren lorategiak,residential,True,False,48.678,,,,"LINESTRING (-2.0756212 43.1357298, -2.0756863 43.1357924, -2.0759839 43.1360785)",,
"[40350819, 40350821]","['Zumalakarregi pasealekua', 'Lizardi Plaza']",residential,True,False,95.62499999999999,,,,"LINESTRING (-2.0734614 43.1349282, -2.0734765 43.1348637, -2.073521 43.1346587, -2.0735649 43.1343876, -2.0735778 43.134336, -2.073597 43.1343069, -2.0736369 43.1342832, -2.0737388 43.134252, -2.0738793 43.1342093)",,
"[32872380, 40952670]","['Zubi Berria', 'Nafarroa etorbidea']",residential,False,"[False, True]",59.620000000000005,,,,"LINESTRING (-2.0734614 43.1349282, -2.073379 43.1349212, -2.0733606 43.1349197, -2.0727314 43.1348673)",yes,
40952670,Nafarroa etorbidea,residential,False,True,48.510999999999996,,,,"LINESTRING (-2.0734614 43.1349282, -2.0736012 43.1349135, -2.0740488 43.1348477)",,
40952680,Zumalakarregi pasealekua,residential,True,False,28.425,,,,"LINESTRING (-2.0734614 43.1349282, -2.0734429 43.13511, -2.073437 43.1351832)",,
32876428,Foru etorbidea,residential,True,False,137.999,,,,"LINESTRING (-2.0745781 43.1347507, -2.0747718 43.134915, -2.0751453 43.1352579, -2.075213 43.1353204, -2.0752687 43.1353752, -2.0755326 43.1356281, -2.0756212 43.1357298)",,
40952670,Nafarroa etorbidea,residential,False,False,44.284,,,,"LINESTRING (-2.0745781 43.1347507, -2.0742631 43.1348094, -2.0740488 43.1348477)",,
"[32898448, 48065179, 46948788, 46948790]","['Laskorain kalea', 'Paulo Rekondo kalea']",residential,True,False,275.98699999999997,,,,"LINESTRING (-2.073437 43.1351832, -2.0735013 43.1351879, -2.0738235 43.1351532, -2.0739229 43.135518, -2.0739286 43.1355395, -2.0739744 43.1357059, -2.0739794 43.135724, -2.0740491 43.1359128, -2.0740774 43.1359438, -2.0741294 43.1359533, -2.074192 43.1359507, -2.0742901 43.1359395, -2.0743657 43.1359154, -2.0744892 43.1358393, -2.0743886 43.1356819, -2.0743414 43.1356083, -2.0742703 43.1354645, -2.0742423 43.135408, -2.0741642 43.1352498, -2.0740488 43.1348477)",,
40952680,Zumalakarregi pasealekua,residential,True,False,191.328,,,,"LINESTRING (-2.073437 43.1351832, -2.0733931 43.1357107, -2.073382 43.1358427, -2.0733728 43.1360299, -2.0733931 43.1361, -2.0734374 43.1361633, -2.0734614 43.1361835, -2.0736589 43.1363195, -2.0736918 43.1363447, -2.0739606 43.1365484, -2.0740317 43.1366051, -2.0740549 43.1366305, -2.0741254 43.1366918)",,
40505690,,residential,True,False,72.307,,,,"LINESTRING (-2.0740488 43.1348477, -2.0738793 43.1342093)",,
40952670,Nafarroa etorbidea,residential,False,False,48.510999999999996,,,,"LINESTRING (-2.0740488 43.1348477, -2.0736012 43.1349135, -2.0734614 43.1349282)",,
40952670,Nafarroa etorbidea,residential,False,True,44.284,,,,"LINESTRING (-2.0740488 43.1348477, -2.0742631 43.1348094, -2.0745781 43.1347507)",,
32900583,Oria kalea,residential,True,False,43.436,,,,"LINESTRING (-2.0771589 43.1343815, -2.0774749 43.1346968)",,
1183324363,Oria kalea,residential,False,False,26.91,,,,"LINESTRING (-2.0771589 43.1343815, -2.0772496 43.1343256, -2.0774156 43.1342283)",,
32876429,San Frantzisko pasealekua,residential,True,False,102.163,,,,"LINESTRING (-2.0774749 43.1346968, -2.0779556 43.1344126, -2.0782215 43.1342549, -2.0784694 43.1341346)",,
"[32900584, 32900585]",Geltoki kalea,residential,True,False,68.264,,,,"LINESTRING (-2.0774749 43.1346968, -2.0774966 43.1347177, -2.0777178 43.1349311, -2.0779115 43.1351173, -2.0780182 43.1351546)",,
50148472,,residential,True,False,29.016,,,,"LINESTRING (-2.0780182 43.1351546, -2.0783568 43.1352385)",,
40112800,Andia kalea,residential,False,True,35.591,,,,"LINESTRING (-2.0747046 43.1384033, -2.0742772 43.1383313)",,
40112800,Andia kalea,residential,False,False,48.026,,,,"LINESTRING (-2.0736979 43.1382427, -2.0742772 43.1383313)",,
47046084,Rondilla kalea,residential,True,False,41.693,,,,"LINESTRING (-2.0736979 43.1382427, -2.0737249 43.1381341, -2.0737883 43.1378736)",,
"[40129026, 40129035, 40129031]",San Inazio kalea,residential,False,False,82.086,,,,"LINESTRING (-2.0782243 43.1365898, -2.078058 43.1364155, -2.0778891 43.1362594, -2.0778586 43.1362289, -2.0776248 43.1359954)",,yes
"[40129025, 908082070, 80708137]",San Joan kalea,residential,True,False,138.127,,,,"LINESTRING (-2.0782243 43.1365898, -2.0778705 43.1367139, -2.0777449 43.1367534, -2.077696 43.1367517, -2.0776562 43.1367405, -2.0776089 43.1367076, -2.0775252 43.1366509, -2.0774335 43.1365771, -2.0774104 43.1365621, -2.0773724 43.1365526, -2.077232 43.136586, -2.0769397 43.1366975, -2.0767466 43.1367693)",,yes
40129070,Gernikako Arbolaren lorategiak,residential,False,False,24.401,,,,"LINESTRING (-2.0767466 43.1367693, -2.0765616 43.1365963)",,
40952677,San Joan kalea,residential,True,False,184.394,,,,"LINESTRING (-2.0767466 43.1367693, -2.076686 43.1369195, -2.0765154 43.1370324, -2.0759824 43.1373623, -2.0754756 43.1377369, -2.0753287 43.1378454, -2.075178 43.1379395)",,
1055430611,San Inazio kalea,residential,True,False,48.44,,,,"LINESTRING (-2.0776248 43.1359954, -2.0772666 43.1356469)",,
"[40129026, 40129035, 40129031]",San Inazio kalea,residential,False,True,82.086,,,,"LINESTRING (-2.0776248 43.1359954, -2.0778586 43.1362289, -2.0778891 43.1362594, -2.078058 43.1364155, -2.0782243 43.1365898)",,yes
1055430612,Batxiller Zaldibia kalea,residential,True,False,106.649,,,,"LINESTRING (-2.0776248 43.1359954, -2.0780805 43.135728, -2.0781744 43.1356242, -2.0783568 43.1352385)",,
1055430610,San Inazio kalea,residential,False,True,58.15,,,,"LINESTRING (-2.0768356 43.1352291, -2.0772666 43.1356469)",,
"[40129059, 40129061]",Nafarroako zubia,residential,False,True,88.815,,,,"LINESTRING (-2.0720502 43.1376053, -2.0720414 43.1375022, -2.0719315 43.1368114)",yes,
45376080,Antonio Lekuona kalea,residential,True,False,48.325,,,,"LINESTRING (-2.0738971 43.1374661, -2.0744833 43.1375429)",,
47046084,Rondilla kalea,residential,True,False,88.16900000000001,,,,"LINESTRING (-2.0738971 43.1374661, -2.0739506 43.1372966, -2.0740633 43.136847, -2.0740946 43.1367533, -2.0741254 43.1366918)",,
1055432082,Gernikako Arbolaren lorategiak,residential,True,False,33.606,,,,"LINESTRING (-2.0759839 43.1360785, -2.0762567 43.1363059)",,
"[40129074, 40129077]",Batxiller Zaldibia kalea,residential,True,False,140.878,,,,"LINESTRING (-2.0759839 43.1360785, -2.0755837 43.1363115, -2.075831 43.1365609, -2.0763077 43.1366856, -2.0764948 43.1365898, -2.0765616 43.1365963)",,
40129070,Gernikako Arbolaren lorategiak,residential,False,True,24.401,,,,"LINESTRING (-2.0765616 43.1365963, -2.0767466 43.1367693)",,
1055432084,Batxiller Zaldibia kalea,residential,True,False,109.12100000000001,,,,"LINESTRING (-2.0765616 43.1365963, -2.0770667 43.1363141, -2.0776248 43.1359954)",,
1055430610,San Inazio kalea,residential,False,False,58.15,,,,"LINESTRING (-2.0772666 43.1356469, -2.0768356 43.1352291)",,
40129080,Gipuzkoako plaza,residential,True,False,111.93199999999999,,,,"LINESTRING (-2.0772666 43.1356469, -2.0765553 43.1360589, -2.0765383 43.1361337, -2.0762567 43.1363059)",,
1055432083,Gernikako Arbolaren lorategiak,residential,True,False,40.679,,,,"LINESTRING (-2.0762567 43.1363059, -2.0765616 43.1365963)",,
42792573,Samaniego kalea,residential,True,False,44.356,,,,"LINESTRING (-2.0757189 43.1342296, -2.07605 43.134547)",,
40952681,Nafarroa etorbidea,residential,True,False,109.392,,,,"LINESTRING (-2.0757189 43.1342296, -2.0755967 43.1342892, -2.0746992 43.1347151, -2.0745781 43.1347507)",,
42792572,Emeterio Arrese kalea,residential,False,False,50.774,,,,"LINESTRING (-2.07605 43.134547, -2.0755424 43.134814)",,
47046084,Rondilla kalea,residential,True,False,46.164,,,,"LINESTRING (-2.0737883 43.1378736, -2.0738971 43.1374661)",,
45376083,Soldadu kalea,residential,True,False,29.63,,,,"LINESTRING (-2.0746058 43.1370835, -2.0743712 43.1368793)",,
438883261,Soldadu kalea,residential,False,True,27.18,,,,"LINESTRING (-2.0746058 43.1370835, -2.0746802 43.1371687, -2.074748 43.1372623, -2.074772 43.1372955)",,
40112800,Andia kalea,residential,False,False,35.591,,,,"LINESTRING (-2.0742772 43.1383313, -2.0747046 43.1384033)",,
40112800,Andia kalea,residential,False,True,48.026,,,,"LINESTRING (-2.0742772 43.1383313, -2.0736979 43.1382427)",,
40953480,,residential,True,False,21.218,,,,"LINESTRING (-2.0742772 43.1383313, -2.0743299 43.1381444)",,
42551551,Inpernu kalea,residential,False,False,73.92,,,,"LINESTRING (-2.0742772 43.1383313, -2.0741609 43.1387152, -2.0740695 43.1389785)",,
32872852,Santa Clara kalea,residential,False,True,187.93,,,,"LINESTRING (-2.071996 43.1366558, -2.0720285 43.1365734, -2.0721111 43.1363855, -2.0723037 43.1359886, -2.0724053 43.135726, -2.0724624 43.1355483, -2.0724942 43.135329, -2.0724861 43.1350313, -2.0724853 43.135019)",,
41382258,Izaskungo aldapa,tertiary,False,False,341.8430000000001,,,,"LINESTRING (-2.071996 43.1366558, -2.0716698 43.1365494, -2.0712321 43.1364617, -2.0709832 43.1364241, -2.0708287 43.1364241, -2.0707171 43.1364617, -2.0706313 43.1365055, -2.0705621 43.1366038, -2.0705354 43.1366475, -2.0702536 43.1371569, -2.0701421 43.1372759, -2.0699961 43.1373886, -2.0698331 43.1374701, -2.069773 43.1375264, -2.0696528 43.1376579, -2.0695241 43.1378208, -2.0694554 43.1378646, -2.0689901 43.1380415)",,
436289153,Santa Clara kalea,residential,False,False,18.076999999999998,,,,"LINESTRING (-2.071996 43.1366558, -2.0719714 43.1367176, -2.0719315 43.1368114)",,
46925191,Izaskungo aldapa,tertiary,False,True,233.74300000000002,,,,"LINESTRING (-2.0687423 43.1418228, -2.0688433 43.1417536, -2.0689227 43.1416054, -2.0687107 43.14129, -2.0686453 43.1411666, -2.0686148 43.1410511, -2.0686207 43.1408792, -2.0687372 43.140493, -2.0688059 43.1403176, -2.0688402 43.1401172, -2.0688537 43.1398285)",,
"[85975091, 436289149]",Izaskungo aldapa,tertiary,False,False,1387.4779999999998,,GI-3421,,"LINESTRING (-2.0687423 43.1418228, -2.0684843 43.1417373, -2.0682846 43.1418488, -2.0681594 43.1421172, -2.0680649 43.1422737, -2.067962 43.1424491, -2.0677302 43.1426495, -2.06755 43.1427998, -2.0672667 43.1429501, -2.066975 43.1431229, -2.0668945 43.1431818, -2.0668287 43.14323, -2.0666285 43.1433436, -2.0663912 43.1434511, -2.066035 43.143585, -2.0658076 43.1437642, -2.0656588 43.1438892, -2.0645415 43.1444723, -2.064387 43.1445412, -2.0642411 43.1445725, -2.0640353 43.1445554, -2.0639545 43.1444838, -2.0639475 43.144415, -2.0640139 43.1443269, -2.0641549 43.1442314, -2.0644081 43.1441309, -2.0648595 43.1439517, -2.0652263 43.1437066, -2.0655759 43.1433634, -2.0658763 43.1430253, -2.0661509 43.142662, -2.0662648 43.1425394, -2.0664942 43.1422925, -2.0666659 43.1420984, -2.0667689 43.141898, -2.0668547 43.1416224, -2.0668719 43.1413719, -2.0668118 43.141184, -2.066726 43.1410588, -2.0666134 43.1409322, -2.0664961 43.1407262, -2.0663873 43.1405245, -2.0662717 43.140292, -2.0662736 43.1401409, -2.0662871 43.1399684, -2.0662872 43.1395591, -2.0663091 43.1393074, -2.0663998 43.1389732, -2.0665114 43.1387603, -2.0666539 43.1384519, -2.0667861 43.138159, -2.0669148 43.1379586, -2.0670006 43.137802, -2.0670129 43.137761)",,
436289149,Izaskungo aldapa,tertiary,False,True,42.971000000000004,,GI-3421,,"LINESTRING (-2.0666397 43.1377855, -2.0666804 43.1377251, -2.0667632 43.1376712, -2.0669142 43.1376586, -2.0669921 43.1377206, -2.0670129 43.137761)",,
41698475,,residential,False,True,50.213,,,,"LINESTRING (-2.0689494 43.1403754, -2.0689925 43.1401731, -2.0690042 43.1399264)",,
"[41698474, 41698476, 41698477]",,residential,True,False,255.76199999999997,,,,"LINESTRING (-2.0689494 43.1403754, -2.0688515 43.1405276, -2.0688 43.1406717, -2.0687742 43.1408783, -2.0687828 43.1410098, -2.0688343 43.1411038, -2.068903 43.1411414, -2.069006 43.1411539, -2.0692119 43.1411602, -2.0692205 43.1405714, -2.06906 43.1400448, -2.0690042 43.1399264)",,yes
"[41382260, 406369452]",,residential,True,False,34.372,,,,"LINESTRING (-2.0689494 43.1403754, -2.0689696 43.1404124, -2.0689824 43.1404468, -2.0690006 43.1404697, -2.0690341 43.1404807, -2.0690692 43.1404701, -2.0690849 43.140452, -2.0690605 43.1404179, -2.0690217 43.1403948, -2.0689494 43.1403754)",,
41698475,,residential,False,True,14.878,,,,"LINESTRING (-2.0690042 43.1399264, -2.0689469 43.1397993)",,
41698475,,residential,False,False,50.213,,,,"LINESTRING (-2.0690042 43.1399264, -2.0689925 43.1401731, -2.0689494 43.1403754)",,
40112797,,unclassified,False,False,150.853,,,,"LINESTRING (-2.0753965 43.140112, -2.0753536 43.1401058, -2.0753107 43.1401058, -2.0752249 43.1401621, -2.0751304 43.1402498, -2.0747871 43.1406757, -2.0746841 43.1408761, -2.0746412 43.1408824, -2.0745983 43.1408636, -2.0745811 43.1407822, -2.0746069 43.1405442)",,
40112797,,unclassified,False,True,729.535,,,,"LINESTRING (-2.0753965 43.140112, -2.0754137 43.1401433, -2.0754051 43.1401747, -2.0752592 43.1403438, -2.0752249 43.1404377, -2.075139 43.1412519, -2.0750961 43.1413583, -2.0750961 43.1414084, -2.0751304 43.1414397, -2.0751905 43.141446, -2.0752163 43.1414335, -2.0752935 43.1413771, -2.0754823 43.141064, -2.0756111 43.1409888, -2.0757999 43.140945, -2.0759716 43.1409262, -2.0761604 43.1409387, -2.0765981 43.1410264, -2.0777483 43.1411329, -2.0779283 43.1411437, -2.078046 43.1411853, -2.0780575 43.1412209, -2.0780557 43.1412652, -2.0780053 43.1413018, -2.0778949 43.1413498, -2.0776391 43.1413886, -2.0772087 43.1414714, -2.0767415 43.141661, -2.0763836 43.1418406, -2.0762806 43.1419909, -2.0762892 43.1420347, -2.0763149 43.142066, -2.0763578 43.1420786, -2.0764179 43.1420786, -2.0767956 43.141922, -2.0770616 43.1418719, -2.0776923 43.1419356)",,
"[230172548, 230172550]",Monteskue Auzoa,unclassified,False,False,168.786,,,,"LINESTRING (-2.0753965 43.140112, -2.0754906 43.1401729, -2.0755462 43.1402036, -2.0755966 43.1402311, -2.0757129 43.1402587, -2.075829 43.1402773, -2.0759369 43.1402908, -2.07606 43.1402962, -2.0761732 43.1402801, -2.0762529 43.140253, -2.0763304 43.1401991, -2.0763824 43.140122, -2.0764235 43.1400252, -2.0764332 43.1399393, -2.076415 43.1398539, -2.0763624 43.1397527, -2.0763172 43.1396692, -2.0762859 43.1396072, -2.0762613 43.139562, -2.0762303 43.1394806)",,
40112797,,unclassified,False,False,266.20099999999996,,,,"LINESTRING (-2.0746069 43.1405442, -2.0746584 43.1403187, -2.0747785 43.1399617, -2.0748043 43.1397801, -2.0748644 43.1396674, -2.0749845 43.1395985, -2.0750961 43.1395045, -2.0751819 43.1394168, -2.0751921 43.1392986, -2.0752334 43.1388218, -2.0752334 43.1387216, -2.0752506 43.1386527, -2.0754566 43.1383208, -2.0754554 43.1383009)",,
40112797,,unclassified,False,True,150.853,,,,"LINESTRING (-2.0746069 43.1405442, -2.0745811 43.1407822, -2.0745983 43.1408636, -2.0746412 43.1408824, -2.0746841 43.1408761, -2.0747871 43.1406757, -2.0751304 43.1402498, -2.0752249 43.1401621, -2.0753107 43.1401058, -2.0753536 43.1401058, -2.0753965 43.140112)",,
230172551,Monteskue Auzoa,unclassified,False,False,86.768,,,,"LINESTRING (-2.0746069 43.1405442, -2.0745346 43.1406336, -2.0744637 43.1407179, -2.0744121 43.140796, -2.0743768 43.1408569, -2.0743382 43.140919, -2.0743192 43.1409454, -2.0742787 43.1410008, -2.0742508 43.1410307, -2.0742264 43.1410361, -2.0742066 43.1410304, -2.0742038 43.1410136, -2.0742012 43.140969, -2.0742041 43.1409164, -2.0742128 43.1408372)",,
28047302,Belate,residential,False,True,86.106,,,,"LINESTRING (-2.0728714 43.1427111, -2.0728537 43.1423431, -2.0728308 43.1419373)",,
41697768,,residential,False,False,41.164,,,,"LINESTRING (-2.0728714 43.1427111, -2.0730091 43.1427173, -2.0733785 43.1427171)",,
28047302,Belate,residential,False,False,42.626,,,,"LINESTRING (-2.072731 43.141561, -2.0727591 43.141663, -2.0728059 43.1418562, -2.0728308 43.1419373)",,
28047302,Belate,residential,False,True,137.249,,,,"LINESTRING (-2.072731 43.141561, -2.0726683 43.1413936, -2.0725366 43.1410862, -2.0724991 43.1409704, -2.0722965 43.1404187, -2.0722779 43.1403721)",,
46840416,Zuloaga auzoa,residential,False,False,4.068,,,,"LINESTRING (-2.0733785 43.1427171, -2.0734282 43.1427219)",,
41697768,,residential,False,True,41.164,,,,"LINESTRING (-2.0733785 43.1427171, -2.0730091 43.1427173, -2.0728714 43.1427111)",,
41748417,,residential,True,False,238.97899999999998,,,,"LINESTRING (-2.0733529 43.1395356, -2.0738185 43.1396185, -2.0734151 43.141023, -2.0729161 43.1410068)",,
47046084,Rondilla kalea,residential,True,False,146.47899999999998,,,,"LINESTRING (-2.0733529 43.1395356, -2.0733705 43.1394676, -2.0734652 43.1391232, -2.0734957 43.1390034, -2.0735098 43.1389637, -2.0735274 43.1388905, -2.0735972 43.1386426, -2.0736979 43.1382427)",,
41748418,Lapurdi plaza,residential,True,False,63.474000000000004,,,,"LINESTRING (-2.0729161 43.1410068, -2.0727614 43.1414994, -2.072731 43.141561)",,
42551551,Inpernu kalea,residential,False,True,73.92,,,,"LINESTRING (-2.0740695 43.1389785, -2.0741609 43.1387152, -2.0742772 43.1383313)",,
40890734,Beotibar kalea,residential,True,False,52.041,,,,"LINESTRING (-2.0744833 43.1375429, -2.0746058 43.1370835)",,
45376081,Beotibar kalea,residential,True,False,24.199,,,,"LINESTRING (-2.0744833 43.1375429, -2.0744269 43.1377566)",,
47089392,Antonio Lekuona kalea,residential,False,True,21.485,,,,"LINESTRING (-2.0744833 43.1375429, -2.074743 43.1375806)",,
47089392,Antonio Lekuona kalea,residential,False,False,21.485,,,,"LINESTRING (-2.074743 43.1375806, -2.0744833 43.1375429)",,
45899990,Ibaiondo kalea,residential,False,False,6.647,,,,"LINESTRING (-2.071044 43.1403078, -2.0709884 43.1403517)",,
32901638,Jon Andoni Irazusta pasealekua,residential,False,False,83.546,,,,"LINESTRING (-2.071044 43.1403078, -2.0710816 43.1403614, -2.0713438 43.1407045, -2.0714998 43.1409045, -2.0715708 43.1409488)",,
32901638,Jon Andoni Irazusta pasealekua,residential,False,True,500.79600000000005,,,,"LINESTRING (-2.071044 43.1403078, -2.0709233 43.1401356, -2.0707425 43.1398951, -2.0704758 43.1395346, -2.0703341 43.1393547, -2.0702348 43.1392098, -2.0701777 43.1391345, -2.0701365 43.1390802, -2.0700912 43.1390064, -2.0700477 43.1389237, -2.0700108 43.1388471, -2.0699759 43.1387347, -2.0699428 43.1386154, -2.0699239 43.1385334, -2.0699116 43.1384554, -2.0699135 43.1383341, -2.0699163 43.1382403, -2.0699267 43.1381672, -2.0699466 43.1380982, -2.0699674 43.1380258, -2.0699929 43.1379534, -2.0700269 43.1378762, -2.0701243 43.137692, -2.0701866 43.1376093, -2.0702755 43.1374989, -2.0703501 43.1374203, -2.070438 43.1373334, -2.0704758 43.1373017, -2.0705438 43.1372445, -2.0706421 43.1371755, -2.0707442 43.1371183, -2.07085 43.1370604, -2.0709549 43.1370135, -2.071108 43.1369528, -2.0712139 43.1369211, -2.0713377 43.1368914, -2.0714832 43.1368611, -2.0716174 43.1368369, -2.0717677 43.1368128, -2.0718641 43.1368058, -2.0719315 43.1368114)",,
45899990,Ibaiondo kalea,residential,False,True,6.647,,,,"LINESTRING (-2.0709884 43.1403517, -2.071044 43.1403078)",,
45899990,Ibaiondo kalea,residential,False,False,83.538,,,,"LINESTRING (-2.0709884 43.1403517, -2.0708595 43.1404768, -2.0708058 43.1405942, -2.0707823 43.1406586, -2.0706895 43.1409126, -2.0706395 43.1410493)",,
45899993,Ibaiondo kalea,residential,False,False,212.82000000000002,,,,"LINESTRING (-2.0709884 43.1403517, -2.070923 43.1403432, -2.0708657 43.140332, -2.0708208 43.1402786, -2.0708273 43.140242, -2.0708236 43.1402123, -2.0708207 43.1401895, -2.0708193 43.1401544, -2.0708086 43.1400917, -2.0702919 43.1395032, -2.0702188 43.1394798, -2.0701721 43.1395109, -2.0701671 43.1395397, -2.0701933 43.1396146, -2.0703675 43.140067, -2.0703479 43.1401253, -2.0702498 43.1401368, -2.0701943 43.1400932)",,
45899990,Ibaiondo kalea,residential,False,False,38.127,,,,"LINESTRING (-2.0706395 43.1410493, -2.0705392 43.141336, -2.0704757 43.1413282)",,
45899990,Ibaiondo kalea,residential,False,True,83.538,,,,"LINESTRING (-2.0706395 43.1410493, -2.0706895 43.1409126, -2.0707823 43.1406586, -2.0708058 43.1405942, -2.0708595 43.1404768, -2.0709884 43.1403517)",,
45899994,Arramele kalea,residential,False,True,65.953,,,,"LINESTRING (-2.0706395 43.1410493, -2.0713413 43.1411946, -2.0714215 43.1412112)",,
