osmid,ref,highway,oneway,reversed,length,geometry,name,bridge,junction,lanes,width,tunnel
45985616,,residential,False,False,93.695,"LINESTRING (-2.4081314 43.0317001, -2.4092126 43.0319923)",Euskadi etorbidea,,,,,
23365801,GI-2630,secondary,True,False,18.142,"LINESTRING (-2.4081314 43.0317001, -2.408167 43.0316805, -2.4081943 43.0316547, -2.4082114 43.0316245, -2.408217 43.0315921, -2.4082108 43.0315598)",,,roundabout,,,
23365801,GI-2630,secondary,True,False,13.942,"LINESTRING (-2.4082108 43.0315598, -2.4081862 43.0315221, -2.4081457 43.0314925, -2.4080941 43.0314746)",,,roundabout,,,
386902281,GI-2630,secondary,True,False,20.407,"LINESTRING (-2.4080941 43.0314746, -2.4080225 43.0312987)",,,,,,
1262297706,GI-2630,secondary,True,False,12.586,"LINESTRING (-2.4080941 43.0314746, -2.4080428 43.0314701, -2.4079922 43.0314772, -2.4079468 43.0314952)",,,roundabout,,,
"[23365802, 83180045, 83180071]",GI-2630,secondary,False,False,152.01,"LINESTRING (-2.4123084 43.0293583, -2.412171 43.0293492, -2.4120247 43.0293456, -2.4118932 43.0293522, -2.4117547 43.0293768, -2.411557 43.0294248, -2.4114816 43.0294439, -2.4111998 43.0295365, -2.4108532 43.0296556, -2.4107899 43.0296775, -2.4107105 43.029701, -2.4106263 43.0297236, -2.4105484 43.0297502)",Kalegoiena kalea,yes,,,,
386902287,GI-2630,secondary,True,False,35.029,"LINESTRING (-2.4123084 43.0293583, -2.412469 43.0293916, -2.4127329 43.0293973)",Kalegoiena kalea,,,,,
23365804,GI-2630,secondary,True,False,4.824,"LINESTRING (-2.4105484 43.0297502, -2.4105076 43.0297187)",,,roundabout,,,
"[23365802, 83180045, 83180071]",GI-2630,secondary,False,True,152.01000000000002,"LINESTRING (-2.4105484 43.0297502, -2.4106263 43.0297236, -2.4107105 43.029701, -2.4107899 43.0296775, -2.4108532 43.0296556, -2.4111998 43.0295365, -2.4114816 43.0294439, -2.411557 43.0294248, -2.4117547 43.0293768, -2.4118932 43.0293522, -2.4120247 43.0293456, -2.412171 43.0293492, -2.4123084 43.0293583)",Kalegoiena kalea,yes,,,,
23365804,GI-2630,secondary,True,False,15.245999999999999,"LINESTRING (-2.4103418 43.0297025, -2.4102887 43.0297268, -2.4102511 43.0297632, -2.4102337 43.0298071)",,,roundabout,,,
386902280,GI-2630,secondary,True,False,24.341,"LINESTRING (-2.4102337 43.0298071, -2.4100924 43.0300001)",,,,,,
23365804,GI-2630,secondary,True,False,20.336,"LINESTRING (-2.4102337 43.0298071, -2.410239 43.0298527, -2.4102662 43.0298938, -2.4103117 43.0299252, -2.4103696 43.0299425)",,,roundabout,,,
23365804,GI-2630,secondary,True,False,20.332,"LINESTRING (-2.4103696 43.0299425, -2.4104321 43.0299436, -2.410491 43.0299283, -2.4105385 43.0298986, -2.4105684 43.0298584)",,,roundabout,,,
48866673,,residential,False,False,43.166,"LINESTRING (-2.4107724 43.030203, -2.4107179 43.029989, -2.4106668 43.0299378, -2.4106157 43.0298976, -2.4105684 43.0298584)",Arantzazuko Ama kalea,,,,,
48866673,,residential,False,True,81.294,"LINESTRING (-2.4107724 43.030203, -2.4107672 43.0303004, -2.4107236 43.0305191, -2.4106819 43.0306824, -2.410663 43.0307516, -2.4106554 43.0308222, -2.4106611 43.0308735, -2.4106679 43.0309011, -2.4106835 43.030924)",Arantzazuko Ama kalea,,,,,
49337356,,residential,False,False,60.89,"LINESTRING (-2.4107724 43.030203, -2.4109212 43.0302805, -2.4114226 43.0304731)",Ultzegin Kalea,,,,,
48866043,,residential,False,False,99.72999999999999,"LINESTRING (-2.4108753 43.0315447, -2.410888 43.0315733, -2.4107763 43.0317339, -2.4107062 43.0319609, -2.4106896 43.0321235, -2.4106854 43.0321643, -2.4107042 43.0324139)",Patrue kalea,,,,,
45105687,,residential,False,True,107.741,"LINESTRING (-2.4157939 43.033701, -2.4156836 43.0336356, -2.4150076 43.0335388, -2.4145199 43.0334782)",Unibertsitate etorbidea,,,,,
45667703,,residential,True,False,17.139,"LINESTRING (-2.4157939 43.033701, -2.4157912 43.0337318, -2.4158028 43.0337614, -2.4158273 43.0337865, -2.4158619 43.0338041, -2.4159026 43.0338122)",,,roundabout,1,2,
548729854,GI-2630,secondary,False,False,35.536,"LINESTRING (-2.4194919 43.0369398, -2.4193997 43.0366274)",,,,,,
211770763,,unclassified,False,True,29.829,"LINESTRING (-2.4194919 43.0369398, -2.4193855 43.0369438, -2.4193003 43.0369547, -2.4191325 43.0369883)",Ibarra Zelaia,,,,,
46595538,,residential,False,False,23.808,"LINESTRING (-2.4164455 43.0344623, -2.4166026 43.0345848, -2.4166562 43.0346093)",Unibertsitate etorbidea,,,,,
46595538,,residential,False,True,84.69300000000001,"LINESTRING (-2.4164455 43.0344623, -2.4163352 43.0343332, -2.4160127 43.0339449, -2.4159026 43.0338122)",Unibertsitate etorbidea,,,,,
45985615,,residential,False,False,50.425,"LINESTRING (-2.4113348 43.0329329, -2.4117464 43.0332722)",,,,,,
45985615,,residential,False,True,12.899,"LINESTRING (-2.4113348 43.0329329, -2.4112592 43.0328309)",,,,,,
45622703,,residential,False,True,111.288,"LINESTRING (-2.4113348 43.0329329, -2.411519 43.0329299, -2.4115531 43.0329299, -2.4116521 43.0329299, -2.4118205 43.0329314, -2.411989 43.0329344, -2.4120784 43.032939, -2.4122073 43.0329284, -2.4123279 43.0328737, -2.412382 43.0328509, -2.4124423 43.0328189, -2.412515 43.0328098, -2.4125629 43.0328281, -2.4126186 43.0328787)",Lope Agirre kalea,,,,,
45425048,,residential,True,False,37.824,"LINESTRING (-2.4128801 43.0325975, -2.4126356 43.0328645, -2.4126186 43.0328787)",Portu kalea,,,,,
45425049,,residential,True,False,92.785,"LINESTRING (-2.4135259 43.0333842, -2.4133125 43.0332522, -2.4130739 43.0331186, -2.4128302 43.0329887, -2.4126881 43.0329108, -2.4126186 43.0328787)",Portu kalea,,,,,
"[224520874, 45105687]",,residential,False,False,83.279,"LINESTRING (-2.4135259 43.0333842, -2.4138666 43.033354, -2.4139389 43.0333651, -2.4140484 43.0334131, -2.4145199 43.0334782)",Unibertsitate etorbidea,,,,,
45425048,,residential,True,False,59.105,"LINESTRING (-2.4126186 43.0328787, -2.4122452 43.0332688, -2.4121855 43.033303)",Portu kalea,,,,,
45622703,,residential,False,False,111.288,"LINESTRING (-2.4126186 43.0328787, -2.4125629 43.0328281, -2.412515 43.0328098, -2.4124423 43.0328189, -2.412382 43.0328509, -2.4123279 43.0328737, -2.4122073 43.0329284, -2.4120784 43.032939, -2.411989 43.0329344, -2.4118205 43.0329314, -2.4116521 43.0329299, -2.4115531 43.0329299, -2.411519 43.0329299, -2.4113348 43.0329329)",Lope Agirre kalea,,,,,
45425045,,residential,True,False,25.089,"LINESTRING (-2.4121855 43.033303, -2.4121777 43.0333543, -2.4122271 43.0334189, -2.4123305 43.0334844)",Portu kalea,,,,,
224520876,,residential,True,False,33.224000000000004,"LINESTRING (-2.4121855 43.033303, -2.4120971 43.0333258, -2.4119281 43.0333163, -2.4117857 43.0332944)",Portu kalea,,,,,
1262295979,,residential,False,True,4.037,"LINESTRING (-2.4117857 43.0332944, -2.4117464 43.0332722)",Bakardadeko Ama kalea,,,,,
1262295979,,residential,False,False,49.636,"LINESTRING (-2.4117857 43.0332944, -2.4119297 43.033358, -2.4120165 43.0334018, -2.4120702 43.033429, -2.4122007 43.0334632, -2.4123305 43.0334844)",Bakardadeko Ama kalea,,,,,
23365805,GI-2630,secondary,False,True,102.391,"LINESTRING (-2.4086172 43.030633, -2.408672 43.030586, -2.408818 43.0304751, -2.4091355 43.030343, -2.4096801 43.0301601)",Kalegoiena kalea,,,,,
"[45669266, 45425052]",,residential,False,True,129.51,"LINESTRING (-2.4086172 43.030633, -2.4086868 43.0306773, -2.4093863 43.0310071, -2.409755 43.0311982, -2.4099292 43.0312924)",Martzelino Zelaia kalea,,,,,
1262297707,GI-2630,secondary,False,False,89.724,"LINESTRING (-2.4086172 43.030633, -2.4085113 43.0307338, -2.4083001 43.0309222, -2.4080957 43.0311188, -2.4080586 43.0311731, -2.408035 43.0312352, -2.4080225 43.0312987)",Aita Lizarralde kalea,,,,,
45985616,,residential,False,False,106.217,"LINESTRING (-2.4092126 43.0319923, -2.410429 43.0323414)",Euskadi etorbidea,,,,,
45985616,,residential,False,True,93.695,"LINESTRING (-2.4092126 43.0319923, -2.4081314 43.0317001)",Euskadi etorbidea,,,,,
45669269,,residential,True,False,42.557,"LINESTRING (-2.4092126 43.0319923, -2.4092783 43.0318977, -2.4094539 43.0316952, -2.4094838 43.0316655)",Maria Irizar kalea,,,,,
45985615,,residential,False,False,12.899,"LINESTRING (-2.4112592 43.0328309, -2.4113348 43.0329329)",,,,,,
1262295976,,residential,True,False,40.772,"LINESTRING (-2.4112592 43.0328309, -2.4109749 43.033133)",Moiua kalea,,,,,
549870569,,residential,False,True,54.138,"LINESTRING (-2.4112592 43.0328309, -2.4110634 43.0326852, -2.4108409 43.0325338, -2.4107912 43.0324855)",Santa Marina plaza,,,,,
1262295976,,residential,True,False,83.066,"LINESTRING (-2.4109749 43.033133, -2.4105236 43.0336124, -2.41041 43.0337551)",Moiua kalea,,,,,
549870568,,residential,False,True,48.774,"LINESTRING (-2.4105591 43.03289, -2.4107912 43.0324855)",Santa Marina plaza,,,,,
45425050,,residential,True,False,44.655,"LINESTRING (-2.4105591 43.03289, -2.4106061 43.0329028, -2.4108663 43.0330094, -2.4109749 43.033133)",Kurtzebide kalea,,,,,
45669269,,residential,True,False,26.46,"LINESTRING (-2.4089821 43.0324464, -2.4091088 43.0322272)",Maria Irizar kalea,,,,,
45425050,,residential,True,False,137.37699999999998,"LINESTRING (-2.4089821 43.0324464, -2.4091391 43.0324884, -2.4094005 43.0325595, -2.410035 43.0327311, -2.4104348 43.0328564, -2.4105591 43.03289)",Kurtzebide kalea,,,,,
211770783,,unclassified,False,False,177.193,"LINESTRING (-2.4089821 43.0324464, -2.4089531 43.0324783, -2.4088966 43.0325405, -2.4086752 43.0327384, -2.4086398 43.0327732, -2.4086161 43.0328006, -2.408597 43.0328299, -2.4085875 43.0328555, -2.4085844 43.0328812, -2.4085864 43.0329014, -2.4085918 43.0329226, -2.4086006 43.0329433, -2.4086204 43.0329766, -2.4086455 43.0330073, -2.4086831 43.0330409, -2.4095383 43.0336679)",Kurtzebide kalea,,,,,
224520877,,residential,True,False,81.30199999999999,"LINESTRING (-2.4123305 43.0334844, -2.4124175 43.033494, -2.4133206 43.0333995)",Bakardadeko Ama kalea,,,,,
1262295979,,residential,False,True,49.635999999999996,"LINESTRING (-2.4123305 43.0334844, -2.4122007 43.0334632, -2.4120702 43.033429, -2.4120165 43.0334018, -2.4119297 43.033358, -2.4117857 43.0332944)",Bakardadeko Ama kalea,,,,,
23365804,GI-2630,secondary,True,False,14.132000000000001,"LINESTRING (-2.4105076 43.0297187, -2.410456 43.0296994, -2.4103985 43.0296939, -2.4103418 43.0297025)",,,roundabout,,,
45425794,,residential,True,False,28.506,"LINESTRING (-2.4105076 43.0297187, -2.4104543 43.0295862, -2.4104758 43.029469)",,,,,,
45105687,,residential,False,False,107.741,"LINESTRING (-2.4145199 43.0334782, -2.4150076 43.0335388, -2.4156836 43.0336356, -2.4157939 43.033701)",Unibertsitate etorbidea,,,,,
"[224520874, 45105687]",,residential,False,True,83.279,"LINESTRING (-2.4145199 43.0334782, -2.4140484 43.0334131, -2.4139389 43.0333651, -2.4138666 43.033354, -2.4135259 43.0333842)",Unibertsitate etorbidea,,,,,
45426130,,residential,True,False,86.118,"LINESTRING (-2.4145199 43.0334782, -2.4144905 43.0339254, -2.4145297 43.0342509)",Aita Madina kalea,,,,,
45426130,,residential,True,False,51.616,"LINESTRING (-2.4145297 43.0342509, -2.4145975 43.0346443, -2.4146186 43.0347102)",Aita Madina kalea,,,,,
"[49022008, 49022297]",,living_street,False,True,137.98800000000003,"LINESTRING (-2.4145297 43.0342509, -2.4141391 43.0342947, -2.4140466 43.0343035, -2.4139997 43.0343079, -2.413931 43.0343114, -2.413879 43.0343131, -2.4138517 43.0343065, -2.4138269 43.0342889, -2.4136139 43.0339532, -2.4134671 43.0337422, -2.4134154 43.0336411)","['San Anton Kalea', 'Kale Zaharra']",,,,,
49022463,,living_street,False,False,85.49199999999999,"LINESTRING (-2.4145297 43.0342509, -2.4149157 43.0342266, -2.4150435 43.0342283, -2.4155784 43.0342595)",Aita Mortara kalea,,,,,
"[211770776, 45397476]",,residential,False,"[False, True]",96.70599999999999,"LINESTRING (-2.4148925 43.0351765, -2.4145549 43.0353333, -2.4148247 43.0355789, -2.4150179 43.0358)","['Lizaur kalea', 'Kale Zaharra']",,,,,
"[224521473, 548729850, 548729849]",,residential,True,False,149.134,"LINESTRING (-2.4148925 43.0351765, -2.4154386 43.0349231, -2.4155946 43.0348536, -2.415754 43.0347769, -2.4164455 43.0344623)",Lizaur kalea,yes,,,,
224520877,,residential,True,False,16.773,"LINESTRING (-2.4133206 43.0333995, -2.4135259 43.0333842)",Bakardadeko Ama kalea,,,,,
49022008,,living_street,False,False,28.006,"LINESTRING (-2.4133206 43.0333995, -2.4133914 43.0335518, -2.4134154 43.0336411)",San Anton Kalea,,,,,
45985615,,residential,False,True,50.425,"LINESTRING (-2.4117464 43.0332722, -2.4113348 43.0329329)",,,,,,
1262295979,,residential,False,False,4.037,"LINESTRING (-2.4117464 43.0332722, -2.4117857 43.0332944)",Bakardadeko Ama kalea,,,,,
45438258,,residential,True,False,63.253,"LINESTRING (-2.4102026 43.0340691, -2.4109217 43.0342866)",,,,,,
"[1262295977, 45425044]",,residential,True,False,249.07200000000003,"LINESTRING (-2.4102026 43.0340691, -2.4100418 43.0343459, -2.4098172 43.0347142, -2.4096748 43.0349974, -2.4094893 43.0354635, -2.4093179 43.0360014, -2.4093068 43.0360607, -2.4093241 43.0361293, -2.4093833 43.0361804)",Moiua kalea,,,,,
211770408,,residential,False,False,14.895,"LINESTRING (-2.4102026 43.0340691, -2.410172 43.0340691, -2.4100657 43.0340359, -2.4100324 43.034024)",Errekalde Auzoa,,,,,
1262295978,,residential,True,False,138.975,"LINESTRING (-2.4109217 43.0342866, -2.4110152 43.0341499, -2.4110709 43.0339588, -2.4110931 43.0337921, -2.4111933 43.0335887, -2.4113435 43.0334626, -2.4115605 43.0333569, -2.4117464 43.0332722)",,,,,,
45397602,,residential,False,False,190.723,"LINESTRING (-2.4147634 43.0320933, -2.4147622 43.0320309, -2.4147555 43.0319775, -2.4147156 43.0317613, -2.4146824 43.0315548, -2.414596 43.0314333, -2.4144165 43.0313385, -2.4141772 43.0311952, -2.4134663 43.0308078)",Bidebarrieta kalea,,,,,
45439388,,residential,True,False,35.718999999999994,"LINESTRING (-2.4147634 43.0320933, -2.4147331 43.0320992, -2.414707 43.032112, -2.4146878 43.0321301, -2.4146775 43.0321518, -2.4146772 43.0321747, -2.4146869 43.0321966, -2.4147056 43.032215, -2.4147314 43.0322281, -2.4147615 43.0322345, -2.4147929 43.0322336, -2.4148222 43.0322254, -2.4148464 43.0322108, -2.414863 43.0321913, -2.4148703 43.032169)",,,roundabout,,,
45439388,,residential,True,False,13.706999999999999,"LINESTRING (-2.4148703 43.032169, -2.4148668 43.0321445, -2.414852 43.0321223, -2.4148278 43.0321051, -2.4147971 43.0320951, -2.4147634 43.0320933)",,,roundabout,,,
49300655,,residential,False,False,181.651,"LINESTRING (-2.4148703 43.032169, -2.4149737 43.0321615, -2.4152258 43.032173, -2.4154112 43.0322049, -2.41561 43.0322731, -2.4158184 43.0323741, -2.4160026 43.0324733, -2.4161953 43.0326443, -2.4164861 43.0328967, -2.4165667 43.033058)",Bidebarrieta kalea,,,,,
49327111,,residential,True,False,63.856,"LINESTRING (-2.4134663 43.0308078, -2.4128347 43.0304663)",Bidebarrieta kalea,,,,,
45397602,,residential,False,True,190.72299999999998,"LINESTRING (-2.4134663 43.0308078, -2.4141772 43.0311952, -2.4144165 43.0313385, -2.414596 43.0314333, -2.4146824 43.0315548, -2.4147156 43.0317613, -2.4147555 43.0319775, -2.4147622 43.0320309, -2.4147634 43.0320933)",Bidebarrieta kalea,,,,,
"[1215737339, 1215737340, 45456223]",,residential,True,False,107.56400000000001,"LINESTRING (-2.4123886 43.030879, -2.4119188 43.0313812, -2.4118638 43.03144, -2.4118443 43.0314608, -2.4116416 43.0316775)",Motxon kalea,yes,,,,
49337355,,residential,True,False,64.755,"LINESTRING (-2.4123886 43.030879, -2.4126099 43.0309831, -2.4130364 43.0312174)",Ultzegin Kalea,,,,,
48866672,,residential,True,False,58.072,"LINESTRING (-2.4116416 43.0316775, -2.4120124 43.0318625, -2.4122272 43.0319766)",Atzeko kalea,,,,,
45667702,,residential,True,False,57.406,"LINESTRING (-2.4130364 43.0312174, -2.4134663 43.0308078)",Zubibarri kalea,,,,,
45588536,,residential,True,False,20.84,"LINESTRING (-2.4190607 43.0345915, -2.4190079 43.0344081)",,,,,2,
548729859,,residential,True,False,21.789,"LINESTRING (-2.4190607 43.0345915, -2.419102 43.0345573, -2.4191822 43.0345328, -2.4193003 43.0345419)",,,,,2,
47111092,,residential,False,True,23.908,"LINESTRING (-2.4190079 43.0344081, -2.4187389 43.0343211)",,,,,,
46612090,,residential,True,False,34.522,"LINESTRING (-2.4190079 43.0344081, -2.4189351 43.0342875, -2.4188441 43.0341217)",,,,,,
86324250,,residential,False,False,28.211,"LINESTRING (-2.4190079 43.0344081, -2.4191802 43.0344705, -2.4193003 43.0345419)",,,,,,
45588535,,residential,True,False,16.71,"LINESTRING (-2.4177685 43.0341205, -2.4177855 43.034156, -2.4178151 43.0341867, -2.4178551 43.0342102, -2.4179025 43.0342248)",,,roundabout,1,2.5,
45588532,,residential,True,False,42.090999999999994,"LINESTRING (-2.417809 43.0340065, -2.4177245 43.0340081, -2.4173131 43.0339086)",Unibertsitate Kalea,,,,2,
45588535,,residential,True,False,13.519,"LINESTRING (-2.417809 43.0340065, -2.4177888 43.0340277, -2.4177745 43.0340513, -2.4177653 43.0340856, -2.4177685 43.0341205)",,,roundabout,1,2.5,
45588532,,residential,True,False,12.892,"LINESTRING (-2.4173131 43.0339086, -2.4171726 43.0338548)",Unibertsitate Kalea,,,,2,
49300652,,residential,True,False,23.198999999999998,"LINESTRING (-2.4173131 43.0339086, -2.4172117 43.0338406, -2.4171113 43.0337613)",,,,,,
45588535,,residential,True,False,20.218,"LINESTRING (-2.4179025 43.0342248, -2.4179644 43.034229, -2.4180247 43.0342179, -2.4180766 43.0341929, -2.4181143 43.0341567)",,,roundabout,1,2.5,
46595539,,residential,True,False,113.08099999999999,"LINESTRING (-2.4179025 43.0342248, -2.4179783 43.0343452, -2.4182651 43.0344934, -2.4185049 43.0346199, -2.4188435 43.0349487)",,,,,,
265926839,GI-2630,secondary,False,True,192.059,"LINESTRING (-2.4188435 43.0349487, -2.4193997 43.0366274)",,,,,,
"[1031333322, 1031333323, 548729860]",GI-2630,secondary,False,False,188.933,"LINESTRING (-2.4188435 43.0349487, -2.4187444 43.0346502, -2.4187318 43.0346208, -2.4186956 43.0345362, -2.4186327 43.0343893, -2.4183992 43.0340029, -2.4180979 43.0336175, -2.4179266 43.0333985)",,,,,,
265926839,GI-2630,secondary,False,False,192.059,"LINESTRING (-2.4193997 43.0366274, -2.4188435 43.0349487)",,,,,,
548729854,GI-2630,secondary,False,True,35.536,"LINESTRING (-2.4193997 43.0366274, -2.4194919 43.0369398)",,,,,,
45588536,,residential,True,False,228.085,"LINESTRING (-2.4193997 43.0366274, -2.4193536 43.0362386, -2.4190607 43.0345915)",,,,,2,
45588532,,residential,True,False,76.20599999999999,"LINESTRING (-2.4169202 43.0338059, -2.4161087 43.0336759, -2.4160042 43.0336597)",Unibertsitate Kalea,,,,2,
45667703,,residential,True,False,21.54,"LINESTRING (-2.4160042 43.0336597, -2.4159743 43.0336428, -2.4159387 43.0336333, -2.4159009 43.033632, -2.4158643 43.0336392, -2.4158324 43.0336541, -2.4158082 43.0336754, -2.4157939 43.033701)",,,roundabout,1,2,
45105683,,residential,True,False,101.628,"LINESTRING (-2.416025 43.0337628, -2.4172447 43.033964)",Unibertsitate Kalea,,,,,
45667703,,residential,True,False,12.296999999999999,"LINESTRING (-2.416025 43.0337628, -2.4160366 43.0337365, -2.4160369 43.0337089, -2.4160258 43.0336825, -2.4160042 43.0336597)",,,roundabout,1,2,
45860010,,residential,False,False,28.326,"LINESTRING (-2.410429 43.0323414, -2.4102935 43.0325761)",,,,,,
45985616,,residential,False,False,23.777,"LINESTRING (-2.410429 43.0323414, -2.4107042 43.0324139)",Euskadi etorbidea,,,,,
45985616,,residential,False,True,106.217,"LINESTRING (-2.410429 43.0323414, -2.4092126 43.0319923)",Euskadi etorbidea,,,,,
45860010,,residential,False,True,19.752000000000002,"LINESTRING (-2.4103173 43.0327239, -2.4102896 43.0327177, -2.4102661 43.0327036, -2.4102533 43.0326865, -2.4102604 43.0326474, -2.410278 43.0326091, -2.4102935 43.0325761)",,,,,,
45860010,,residential,False,True,28.326,"LINESTRING (-2.4102935 43.0325761, -2.410429 43.0323414)",,,,,,
45860011,,residential,False,False,103.814,"LINESTRING (-2.4102935 43.0325761, -2.4091088 43.0322272)",,,,,,
45860010,,residential,False,False,19.752,"LINESTRING (-2.4102935 43.0325761, -2.410278 43.0326091, -2.4102604 43.0326474, -2.4102533 43.0326865, -2.4102661 43.0327036, -2.4102896 43.0327177, -2.4103173 43.0327239)",,,,,,
45860011,,residential,False,True,103.814,"LINESTRING (-2.4091088 43.0322272, -2.4102935 43.0325761)",,,,,,
45669269,,residential,True,False,27.469,"LINESTRING (-2.4091088 43.0322272, -2.4091573 43.0321018, -2.4092126 43.0319923)",Maria Irizar kalea,,,,,
549870568,,residential,False,False,48.774,"LINESTRING (-2.4107912 43.0324855, -2.4105591 43.03289)",Santa Marina plaza,,,,,
549870569,,residential,False,False,54.138,"LINESTRING (-2.4107912 43.0324855, -2.4108409 43.0325338, -2.4110634 43.0326852, -2.4112592 43.0328309)",Santa Marina plaza,,,,,
"[45985616, 549870569]",,residential,False,True,10.791,"LINESTRING (-2.4107912 43.0324855, -2.4107699 43.0324568, -2.4107042 43.0324139)","['Euskadi etorbidea', 'Santa Marina plaza']",,,,,
1262297705,GI-2630,secondary,True,False,10.719999999999999,"LINESTRING (-2.4079468 43.0314952, -2.4079106 43.0315229, -2.407892 43.0315485, -2.4078821 43.0315767)",,,roundabout,,,
45667703,,residential,True,False,12.027000000000001,"LINESTRING (-2.4159026 43.0338122, -2.4159396 43.0338107, -2.4159742 43.0338013, -2.4160036 43.0337848, -2.416025 43.0337628)",,,roundabout,1,2,
46595538,,residential,False,False,84.693,"LINESTRING (-2.4159026 43.0338122, -2.4160127 43.0339449, -2.4163352 43.0343332, -2.4164455 43.0344623)",Unibertsitate etorbidea,,,,,
23365805,GI-2630,secondary,False,False,102.391,"LINESTRING (-2.4096801 43.0301601, -2.4091355 43.030343, -2.408818 43.0304751, -2.408672 43.030586, -2.4086172 43.030633)",Kalegoiena kalea,,,,,
23365805,GI-2630,secondary,False,True,38.047000000000004,"LINESTRING (-2.4096801 43.0301601, -2.4098754 43.0300984, -2.4100385 43.0300261, -2.4100924 43.0300001)",Kalegoiena kalea,,,,,
"[211771498, 211771499, 277896405]",,unclassified,False,False,71.669,"LINESTRING (-2.4096801 43.0301601, -2.4096763 43.0301157, -2.4096585 43.0300654, -2.4096429 43.0300048, -2.4096452 43.0299531, -2.4096544 43.0299306, -2.4097076 43.0298514, -2.4093268 43.0296876)",Roke Azkune kalea,yes,,,,
46612090,,residential,True,False,227.38899999999998,"LINESTRING (-2.4188441 43.0341217, -2.4187652 43.0339886, -2.4186355 43.0338347, -2.4184281 43.033662, -2.4182096 43.0334718, -2.4179642 43.0332758, -2.417843 43.0331734, -2.4177396 43.0330668, -2.4173634 43.0325731, -2.4172719 43.0324784, -2.4172503 43.0324551)",,,,,,
548729855,,residential,False,False,29.307,"LINESTRING (-2.4193643 43.0346159, -2.4193769 43.0348793)",Garagaltza Auzoa,,,,,
548729858,,residential,False,True,9.735,"LINESTRING (-2.4193643 43.0346159, -2.4193003 43.0345419)",,,,,,
548729856,,unclassified,False,True,31.025,"LINESTRING (-2.4193643 43.0346159, -2.4194686 43.0347085, -2.419554 43.0347835, -2.4196004 43.0348348)",Garagaltza Auzoa,,,,,
47111092,,residential,False,False,23.908,"LINESTRING (-2.4187389 43.0343211, -2.4190079 43.0344081)",,,,,,
46612092,,residential,True,False,25.878,"LINESTRING (-2.4187389 43.0343211, -2.418814 43.0342639, -2.4188503 43.0342293, -2.4188623 43.0341887, -2.4188441 43.0341217)",,,,,,
"[46612091, 86324252]",,residential,False,True,53.958,"LINESTRING (-2.4187389 43.0343211, -2.4184005 43.0342308, -2.4181143 43.0341567)",,yes,,,,
