osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,tunnel,bridge
130353289,Polskiej Organizacji Wojskowej,residential,False,True,86.682,"LINESTRING (20.4467766 52.0524074, 20.4465589 52.0523323, 20.4463773 52.0522697, 20.4456709 52.0520261)",,,,
179065040,Henryka Sienkiewicza,residential,True,False,279.88900000000007,"LINESTRING (20.4467766 52.0524074, 20.4467111 52.0524749, 20.4454229 52.0539156, 20.4449673 52.0537629, 20.4446645 52.054095, 20.4445893 52.0541775)",,,,
"[353420640, 1101725574, 578834887, 1240553991, 1101725575, 578834927]",Polskiej Organizacji Wojskowej,residential,False,False,119.716,"LINESTRING (20.4467766 52.0524074, 20.446871 52.05244, 20.4469591 52.0524704, 20.4473224 52.0525957, 20.4475567 52.052677, 20.4476492 52.0527099, 20.447682 52.0527215, 20.4477636 52.0527814, 20.4477819 52.052834, 20.4477796 52.0528621, 20.4477771 52.0528915, 20.447725 52.0530486, 20.4476961 52.0531343)",,,,
130353289,Polskiej Organizacji Wojskowej,residential,False,False,86.682,"LINESTRING (20.4456709 52.0520261, 20.4463773 52.0522697, 20.4465589 52.0523323, 20.4467766 52.0524074)",,,,
130353289,Polskiej Organizacji Wojskowej,residential,False,True,73.021,"LINESTRING (20.4456709 52.0520261, 20.445512 52.0519754, 20.444843 52.0517621, 20.4447229 52.0517238)",,,,
174516140,Jana Dekerta,residential,False,True,233.76500000000001,"LINESTRING (20.4456709 52.0520261, 20.4456014 52.0521048, 20.444715 52.0531073, 20.4443372 52.0535346, 20.4440822 52.0538232, 20.444038 52.0538731)",,,,
41026415,Henryka Łubieńskiego,residential,False,False,8.253,"LINESTRING (20.4445893 52.0541775, 20.4446791 52.0542271)",,,,
41026415,Henryka Łubieńskiego,residential,False,True,50.663000000000004,"LINESTRING (20.4445893 52.0541775, 20.4444568 52.0541044, 20.4442653 52.0539986, 20.444038 52.0538731)",,,,
353411908,Stefana Okrzei,residential,False,False,126.339,"LINESTRING (20.4394085 52.0530977, 20.4390709 52.0529875, 20.4389248 52.0529418, 20.4381514 52.0526999, 20.4380193 52.05266, 20.4377647 52.052579)",,,,
"[579159472, 353420639]",Stefana Okrzei,residential,False,True,99.55799999999999,"LINESTRING (20.4394085 52.0530977, 20.4397219 52.0532064, 20.439983 52.0533155, 20.4403899 52.0534855, 20.4404368 52.0535051, 20.4406249 52.0535885)",3,,,
41029688,1 Maja,tertiary,False,True,71.74,"LINESTRING (20.4406249 52.0535885, 20.4407506 52.0534706, 20.4407961 52.0534288, 20.4412069 52.0530517)",3,50,,
"[579159472, 353420639]",Stefana Okrzei,residential,False,False,99.55800000000002,"LINESTRING (20.4406249 52.0535885, 20.4404368 52.0535051, 20.4403899 52.0534855, 20.439983 52.0533155, 20.4397219 52.0532064, 20.4394085 52.0530977)",3,,,
"[579159470, 579159471]",1 Maja,tertiary,False,False,133.37199999999999,"LINESTRING (20.4406249 52.0535885, 20.4405081 52.0536955, 20.4404585 52.0537404, 20.4399052 52.0542408, 20.4396722 52.0544547, 20.4396366 52.0544873, 20.439533 52.0545824)","['2', '3']",50,,
"[579159473, 174516171]",Stefana Okrzei,residential,False,True,109.195,"LINESTRING (20.4406249 52.0535885, 20.4408095 52.0536689, 20.4408654 52.0536918, 20.441363 52.0538958, 20.4418064 52.0540776, 20.44195 52.0541365)",3,,,
174516131,Bratnia,residential,False,False,20.141,"LINESTRING (20.4517078 52.055336, 20.4515396 52.0554847)",,,,
179065053,Pawła Hulki-Laskowskiego,residential,False,True,121.041,"LINESTRING (20.4517078 52.055336, 20.4515464 52.0552876, 20.4512706 52.055205, 20.4501163 52.0548593)",,,,
174516131,Bratnia,residential,False,True,82.114,"LINESTRING (20.450876 52.0561002, 20.4515396 52.0554847)",,,,
174516131,Bratnia,residential,False,False,93.608,"LINESTRING (20.450876 52.0561002, 20.4502421 52.0566998, 20.4501298 52.056806)",,,,
179065045,"Danuty Sziedzikówny ""Inki""",residential,False,False,232.332,"LINESTRING (20.450876 52.0561002, 20.4508043 52.0560722, 20.4497733 52.0556522, 20.4491616 52.0553932, 20.4491407 52.0553502, 20.4500433 52.0548972, 20.4501163 52.0548593)",,,,
41044040,Józefa Mireckiego,tertiary,False,True,112.241,"LINESTRING (20.4508919 52.0593301, 20.450722 52.0592566, 20.4495493 52.0587492)",2,,,
41044198,Środkowa,residential,False,False,75.119,"LINESTRING (20.4508919 52.0593301, 20.4507899 52.0594193, 20.4502601 52.0598828)",,,,
579159485,Środkowa,residential,False,True,87.74499999999999,"LINESTRING (20.4508919 52.0593301, 20.4509892 52.059241, 20.4511775 52.0590686, 20.4512738 52.0589804, 20.4515209 52.0587541, 20.4516074 52.058675)",1,50,,
579167665,Józefa Mireckiego,tertiary,False,True,11.411,"LINESTRING (20.4428624 52.0559611, 20.4427233 52.0559044)",3,,,
"[579167665, 579167663]",Józefa Mireckiego,tertiary,False,False,127.327,"LINESTRING (20.4428624 52.0559611, 20.443077 52.0560523, 20.4441592 52.0565016, 20.444217 52.0565256, 20.4444042 52.0566033)",3,,,
174516146,Krótka,residential,False,False,114.51400000000001,"LINESTRING (20.4502228 52.0580955, 20.4503138 52.0581336, 20.4514707 52.0586178, 20.4516074 52.058675)",,,,
179065044,Generała Józefa Hallera,residential,False,False,86.046,"LINESTRING (20.4502228 52.0580955, 20.4501521 52.0581641, 20.4496079 52.0586924, 20.4495493 52.0587492)",,,,
179065044,Generała Józefa Hallera,residential,False,True,116.143,"LINESTRING (20.4502228 52.0580955, 20.4502857 52.0580376, 20.4511099 52.0572784, 20.451166 52.0572268)",,,,
174516131,Bratnia,residential,False,False,82.114,"LINESTRING (20.4515396 52.0554847, 20.450876 52.0561002)",,,,
174516131,Bratnia,residential,False,True,20.141,"LINESTRING (20.4515396 52.0554847, 20.4517078 52.055336)",,,,
41026604,Bohaterów Warszawy,residential,False,False,101.744,"LINESTRING (20.4483882 52.0533774, 20.4495597 52.0537483, 20.4497083 52.0537995)",2,,,
41026604,Bohaterów Warszawy,residential,False,True,54.521,"LINESTRING (20.4483882 52.0533774, 20.4479899 52.0532298, 20.4476961 52.0531343)",2,,,
179065055,Piotra Wysockiego,residential,False,False,245.71200000000002,"LINESTRING (20.4483882 52.0533774, 20.4483031 52.0534746, 20.4482778 52.0535035, 20.4467393 52.055261, 20.4466842 52.0553229)",,,,
174516171,Stefana Okrzei,residential,False,False,49.592999999999996,"LINESTRING (20.4425525 52.0543846, 20.4423776 52.0543088, 20.4420705 52.0541884, 20.44195 52.0541365)",,,,
579220108,Gabriela Narutowicza,residential,False,False,111.076,"LINESTRING (20.4425525 52.0543846, 20.4426669 52.0542834, 20.4433665 52.053664, 20.4434774 52.0535634)",,,,
579220108,Gabriela Narutowicza,residential,False,True,132.11999999999998,"LINESTRING (20.4425525 52.0543846, 20.4424686 52.0544741, 20.4422195 52.0546865, 20.441559 52.0552498, 20.4414386 52.0553549)",,,,
"[174516172, 1047254668]",Stefana Okrzei,living_street,True,False,106.69800000000001,"LINESTRING (20.4425525 52.0543846, 20.442591 52.0544004, 20.442702 52.054446, 20.4437681 52.0548883, 20.4438139 52.0549055, 20.4438489 52.0549186)",,,,
174516160,Piotra Wysockiego,residential,True,False,73.159,"LINESTRING (20.446172 52.0559005, 20.4462533 52.0558042, 20.4462737 52.0557801, 20.4466226 52.0553889, 20.4466842 52.0553229)",,,,
176869814,Piotra Wysockiego,residential,True,False,133.35899999999998,"LINESTRING (20.446172 52.0559005, 20.4460832 52.0559842, 20.4452217 52.0568278, 20.4451647 52.0568817, 20.4451302 52.0569144)",1,,,
179065054,Piotra Wysockiego,residential,False,True,57.919,"LINESTRING (20.446172 52.0559005, 20.4456834 52.0556848, 20.4454846 52.0555961)",,,,
41026429,Waleriana Łukasińskiego,residential,True,False,133.623,"LINESTRING (20.4439774 52.0549742, 20.4438795 52.0550628, 20.443624 52.0552887, 20.4429562 52.0558774, 20.4428936 52.0559333, 20.4428624 52.0559611)",,,,
174516172,Stefana Okrzei,living_street,True,False,124.10499999999999,"LINESTRING (20.4439774 52.0549742, 20.4440686 52.0550119, 20.4453006 52.0555205, 20.4453373 52.0555356, 20.4454846 52.0555961)",,,,
179065053,Pawła Hulki-Laskowskiego,residential,False,False,80.478,"LINESTRING (20.4490486 52.0545547, 20.4501163 52.0548593)",,,,
174516141,Juliusza Słowackiego,residential,False,False,95.323,"LINESTRING (20.4490486 52.0545547, 20.4496271 52.05389, 20.4497083 52.0537995)",,,,
179065053,Pawła Hulki-Laskowskiego,residential,False,True,80.478,"LINESTRING (20.4501163 52.0548593, 20.4490486 52.0545547)",,,,
179065045,"Danuty Sziedzikówny ""Inki""",residential,False,True,232.332,"LINESTRING (20.4501163 52.0548593, 20.4500433 52.0548972, 20.4491407 52.0553502, 20.4491616 52.0553932, 20.4497733 52.0556522, 20.4508043 52.0560722, 20.450876 52.0561002)",,,,
179065053,Pawła Hulki-Laskowskiego,residential,False,False,121.04100000000001,"LINESTRING (20.4501163 52.0548593, 20.4512706 52.055205, 20.4515464 52.0552876, 20.4517078 52.055336)",,,,
174516169,Stanisława Moniuszki,residential,False,True,84.903,"LINESTRING (20.451166 52.0572268, 20.4510258 52.0571699, 20.4502934 52.0568725, 20.4501298 52.056806)",,,,
179065044,Generała Józefa Hallera,residential,False,False,116.143,"LINESTRING (20.451166 52.0572268, 20.4511099 52.0572784, 20.4502857 52.0580376, 20.4502228 52.0580955)",,,,
41026604,Bohaterów Warszawy,residential,False,True,101.744,"LINESTRING (20.4497083 52.0537995, 20.4495597 52.0537483, 20.4483882 52.0533774)",2,,,
174516141,Juliusza Słowackiego,residential,False,True,95.323,"LINESTRING (20.4497083 52.0537995, 20.4496271 52.05389, 20.4490486 52.0545547)",,,,
179065046,Krótka,residential,True,False,14.354,"LINESTRING (20.4491821 52.0576139, 20.4489735 52.0575993)",,,,
174516144,Krótka,residential,True,False,89.352,"LINESTRING (20.4491821 52.0576139, 20.4493069 52.0577004, 20.4501069 52.0580457, 20.4502228 52.0580955)",,,,
41027018,Księdza Prymasa Stefana Wyszyńskiego,residential,True,False,134.83499999999998,"LINESTRING (20.4399734 52.0584076, 20.4400698 52.05832, 20.4408916 52.0575724, 20.4410827 52.0574935, 20.4411647 52.0574558)",,,,
353420644,Bolesława Limanowskiego,residential,False,False,114.024,"LINESTRING (20.4399734 52.0584076, 20.4403351 52.0585582, 20.44121 52.0589234, 20.4413544 52.0589825)",,,,
353420644,Bolesława Limanowskiego,residential,False,True,103.66499999999999,"LINESTRING (20.4399734 52.0584076, 20.439848 52.0583563, 20.4395934 52.0582522, 20.4388745 52.0579582, 20.4387109 52.0578913)",,,,
174516131,Bratnia,residential,False,True,93.608,"LINESTRING (20.4501298 52.056806, 20.4502421 52.0566998, 20.450876 52.0561002)",,,,
174516169,Stanisława Moniuszki,residential,False,False,84.903,"LINESTRING (20.4501298 52.056806, 20.4502934 52.0568725, 20.4510258 52.0571699, 20.451166 52.0572268)",,,,
179065031,Bratnia,residential,True,False,111.06799999999998,"LINESTRING (20.4501298 52.056806, 20.4500312 52.0568944, 20.4495657 52.0573116, 20.449298 52.0575518, 20.4491821 52.0576139)",,,,
41026415,Henryka Łubieńskiego,residential,False,True,55.021,"LINESTRING (20.4466842 52.0553229, 20.4465741 52.0552544, 20.4462213 52.0550764, 20.4461819 52.0550546, 20.4460787 52.0549976)",,,,
174516170,Stanisława Moniuszki,residential,True,False,102.294,"LINESTRING (20.4466842 52.0553229, 20.4468144 52.0553882, 20.4472041 52.0555912, 20.4478736 52.0558795)",,,,
179065055,Piotra Wysockiego,residential,False,True,245.71200000000002,"LINESTRING (20.4466842 52.0553229, 20.4467393 52.055261, 20.4482778 52.0535035, 20.4483031 52.0534746, 20.4483882 52.0533774)",,,,
174516170,Stanisława Moniuszki,residential,True,False,185.5,"LINESTRING (20.4478736 52.0558795, 20.4480219 52.0559405, 20.4499533 52.0567345, 20.4501298 52.056806)",,,,
179065043,Juliusza Słowackiego,residential,True,False,167.825,"LINESTRING (20.4478736 52.0558795, 20.4479476 52.0558097, 20.4490486 52.0545547)",,,,
174495168,Plac Jana Pawła II,residential,True,False,157.56,"LINESTRING (20.4381195 52.0558724, 20.4381768 52.0558961, 20.438229 52.0559177, 20.4399559 52.0566315, 20.440032 52.0566629)",,,,
353420638,1 Maja,tertiary,False,True,26.003999999999998,"LINESTRING (20.4381195 52.0558724, 20.4381754 52.0558209, 20.4383314 52.0556782)",,50,,
"[579159502, 579159503]",1 Maja,tertiary,False,False,43.803,"LINESTRING (20.4381195 52.0558724, 20.4379714 52.0560081, 20.4377625 52.0561995)",3,50,,
41029688,1 Maja,tertiary,False,False,71.74,"LINESTRING (20.4412069 52.0530517, 20.4407961 52.0534288, 20.4407506 52.0534706, 20.4406249 52.0535885)",3,50,,
"[41024385, 1047275002]",1 Maja,residential,True,False,257.346,"LINESTRING (20.4412069 52.0530517, 20.4413122 52.0528431, 20.4423565 52.0518742, 20.4431448 52.0511459, 20.4431975 52.051097)",1,30,,
41026415,Henryka Łubieńskiego,residential,False,True,9.017,"LINESTRING (20.4447772 52.0542813, 20.4446791 52.0542271)",,,,
41026415,Henryka Łubieńskiego,residential,False,False,119.43100000000001,"LINESTRING (20.4447772 52.0542813, 20.4449216 52.05436, 20.4454439 52.0546474, 20.4458417 52.0548663, 20.4459595 52.0549338, 20.4460787 52.0549976)",,,,
41026429,Waleriana Łukasińskiego,residential,True,False,94.48700000000001,"LINESTRING (20.4447772 52.0542813, 20.4447071 52.0543434, 20.4440801 52.0548901, 20.4439774 52.0549742)",,,,
41044040,Józefa Mireckiego,tertiary,False,False,60.503,"LINESTRING (20.4444042 52.0566033, 20.4445386 52.0566609, 20.4445915 52.0566836, 20.4451302 52.0569144)",2,,,
174495162,Kościelna,residential,False,True,50.666,"LINESTRING (20.4444042 52.0566033, 20.4441822 52.0566748, 20.4438463 52.0567818, 20.4437499 52.056817)",2,,,
"[579167665, 579167663]",Józefa Mireckiego,tertiary,False,True,127.327,"LINESTRING (20.4444042 52.0566033, 20.444217 52.0565256, 20.4441592 52.0565016, 20.443077 52.0560523, 20.4428624 52.0559611)",3,,,
"[179065026, 1204265007]",Aleje Partyzantów,residential,False,True,134.198,"LINESTRING (20.4444042 52.0566033, 20.4445054 52.0565224, 20.4445363 52.0564931, 20.4448178 52.0562256, 20.4450702 52.0559874, 20.4451658 52.0558972, 20.4453299 52.0557422, 20.4454846 52.0555961)",,,,
119996461,Księdza Piotra Ściegiennego,residential,False,False,105.254,"LINESTRING (20.4404013 52.0563195, 20.440512 52.0563647, 20.4416362 52.0568234, 20.4416858 52.0568411)",,,,
353420646,Gabriela Narutowicza,residential,False,False,128.588,"LINESTRING (20.4404013 52.0563195, 20.4404806 52.0562457, 20.441292 52.0554912, 20.4413939 52.0553964, 20.4414386 52.0553549)",,,,
353420646,Gabriela Narutowicza,residential,False,True,45.776999999999994,"LINESTRING (20.4404013 52.0563195, 20.4401144 52.0565862, 20.4400806 52.0566176, 20.440032 52.0566629)",,,,
579159499,Bolesława Limanowskiego,residential,False,False,66.53999999999999,"LINESTRING (20.437897 52.0575632, 20.4385415 52.057823, 20.4387109 52.0578913)",,,,
119996459,Gabriela Narutowicza,residential,False,False,137.465,"LINESTRING (20.4376101 52.0589258, 20.4377606 52.0587844, 20.4383437 52.0582364, 20.4386086 52.0579875, 20.4387109 52.0578913)",,,,
579214423,Ludwika Waryńskiego,residential,False,False,33.454,"LINESTRING (20.4376101 52.0589258, 20.4377634 52.0590054, 20.4379761 52.0591254)",,,,
174465980,Ludwika Waryńskiego,residential,False,False,71.44,"LINESTRING (20.4379761 52.0591254, 20.4380941 52.0591884, 20.4387653 52.0595465)",,,,
579214423,Ludwika Waryńskiego,residential,False,True,33.454,"LINESTRING (20.4379761 52.0591254, 20.4377634 52.0590054, 20.4376101 52.0589258)",,,,
174495169,Przedszkolna,residential,True,False,127.55300000000001,"LINESTRING (20.4431809 52.0597395, 20.4432786 52.0596531, 20.4434305 52.0595187, 20.4440015 52.0590106, 20.4442425 52.0587962)",,,,
353420643,Bolesława Limanowskiego,residential,False,True,150.595,"LINESTRING (20.4431809 52.0597395, 20.441539 52.059059, 20.4413544 52.0589825)",,,,
353420646,Gabriela Narutowicza,residential,False,True,128.58800000000002,"LINESTRING (20.4414386 52.0553549, 20.4413939 52.0553964, 20.441292 52.0554912, 20.4404806 52.0562457, 20.4404013 52.0563195)",,,,
579159483,Józefa Mireckiego,tertiary,False,True,47.769,"LINESTRING (20.4414386 52.0553549, 20.4409414 52.0551484, 20.4408597 52.0551144)",2,,,
579220108,Gabriela Narutowicza,residential,False,False,132.12,"LINESTRING (20.4414386 52.0553549, 20.441559 52.0552498, 20.4422195 52.0546865, 20.4424686 52.0544741, 20.4425525 52.0543846)",,,,
579220109,Józefa Mireckiego,tertiary,False,False,107.001,"LINESTRING (20.4414386 52.0553549, 20.4415806 52.0554157, 20.4425487 52.0558304, 20.4427233 52.0559044)",2,,,
579167665,Józefa Mireckiego,tertiary,False,False,11.411,"LINESTRING (20.4427233 52.0559044, 20.4428624 52.0559611)",3,,,
41024559,Waleriana Łukasińskiego,residential,True,False,133.939,"LINESTRING (20.4427233 52.0559044, 20.4428258 52.0558178, 20.4430286 52.0556422, 20.443497 52.0552304, 20.4437487 52.0550079, 20.4438489 52.0549186)",,,,
174495163,Księdza Prymasa Stefana Wyszyńskiego,residential,False,True,46.416,"LINESTRING (20.4427233 52.0559044, 20.4426138 52.0559963, 20.4423227 52.0562414)",,50,,
579220109,Józefa Mireckiego,tertiary,False,True,107.001,"LINESTRING (20.4427233 52.0559044, 20.4425487 52.0558304, 20.4415806 52.0554157, 20.4414386 52.0553549)",2,,,
174495163,Księdza Prymasa Stefana Wyszyńskiego,residential,False,True,79.643,"LINESTRING (20.4423227 52.0562414, 20.4416858 52.0568411)",,50,,
174495163,Księdza Prymasa Stefana Wyszyńskiego,residential,False,False,46.416,"LINESTRING (20.4423227 52.0562414, 20.4426138 52.0559963, 20.4427233 52.0559044)",,50,,
174495164,Księdza Stanisława Staszica,residential,False,True,116.699,"LINESTRING (20.4423227 52.0562414, 20.4424084 52.0562759, 20.4436466 52.0567753, 20.4437499 52.056817)",,,,
353420645,Gabriela Narutowicza,residential,False,True,46.792,"LINESTRING (20.440032 52.0566629, 20.4396545 52.0570139)",,,,
353420646,Gabriela Narutowicza,residential,False,False,45.777,"LINESTRING (20.440032 52.0566629, 20.4400806 52.0566176, 20.4401144 52.0565862, 20.4404013 52.0563195)",,,,
174495162,Kościelna,residential,False,False,50.666,"LINESTRING (20.4437499 52.056817, 20.4438463 52.0567818, 20.4441822 52.0566748, 20.4444042 52.0566033)",2,,,
174495162,Kościelna,residential,False,True,36.893,"LINESTRING (20.4437499 52.056817, 20.4436698 52.056886, 20.4434414 52.0570892)",2,,,
174495164,Księdza Stanisława Staszica,residential,False,False,116.699,"LINESTRING (20.4437499 52.056817, 20.4436466 52.0567753, 20.4424084 52.0562759, 20.4423227 52.0562414)",,,,
353420645,Gabriela Narutowicza,residential,False,False,46.792,"LINESTRING (20.4396545 52.0570139, 20.440032 52.0566629)",,,,
174495167,Plac Jana Pawła II,residential,True,False,157.906,"LINESTRING (20.4396545 52.0570139, 20.4395845 52.0569838, 20.4395461 52.0569672, 20.4393054 52.0568636, 20.4378699 52.0562457, 20.4377625 52.0561995)",,,,
353420645,Gabriela Narutowicza,residential,False,True,116.964,"LINESTRING (20.4396545 52.0570139, 20.4395912 52.0570727, 20.4388085 52.0578005, 20.4387109 52.0578913)",,,,
174495163,Księdza Prymasa Stefana Wyszyńskiego,residential,False,True,8.858,"LINESTRING (20.4412425 52.0573921, 20.4411647 52.0574558)",,50,,
174495163,Księdza Prymasa Stefana Wyszyńskiego,residential,False,False,69.08500000000001,"LINESTRING (20.4412425 52.0573921, 20.4413347 52.0571806, 20.4416858 52.0568411)",,50,,
174495225,Tadeusza Kościuszki,residential,True,False,105.694,"LINESTRING (20.4412425 52.0573921, 20.4414877 52.0574926, 20.4424196 52.0578745, 20.44253 52.0579182)",,50,,
174495163,Księdza Prymasa Stefana Wyszyńskiego,residential,False,False,8.858,"LINESTRING (20.4411647 52.0574558, 20.4412425 52.0573921)",,50,,
174495165,Michała Ossowskiego,residential,True,False,84.787,"LINESTRING (20.4489735 52.0575993, 20.4488774 52.057649, 20.4483342 52.058167, 20.4482711 52.058224)",,,,
"[179065046, 179065063]","['Krótka', 'Stefana Okrzei']",residential,True,False,302.34700000000004,"LINESTRING (20.4489735 52.0575993, 20.4489193 52.0575381, 20.446653 52.0565709, 20.4466204 52.0565462, 20.4466184 52.0565145, 20.4468721 52.0562636, 20.4468851 52.0562236, 20.446861 52.0561807, 20.4468406 52.0561718, 20.4468002 52.0561542, 20.4463125 52.0559579, 20.446172 52.0559005)",,,,
174495162,Kościelna,residential,False,True,7.685,"LINESTRING (20.44253 52.0579182, 20.4424662 52.0579751)",2,,,
174495162,Kościelna,residential,False,False,111.268,"LINESTRING (20.44253 52.0579182, 20.4425908 52.0578658, 20.4434414 52.0570892)",2,,,
174495225,Tadeusza Kościuszki,residential,True,False,149.68599999999998,"LINESTRING (20.44253 52.0579182, 20.4426266 52.0579598, 20.4443426 52.0586732)",,50,,
174495162,Kościelna,residential,False,False,7.685,"LINESTRING (20.4424662 52.0579751, 20.44253 52.0579182)",2,,,
174495162,Kościelna,residential,False,True,135.381,"LINESTRING (20.4424662 52.0579751, 20.4423914 52.0580466, 20.4421812 52.058236, 20.4416185 52.0587503, 20.441467 52.0588835, 20.4413544 52.0589825)",2,,,
174495174,Tadeusza Kościuszki,residential,True,False,106.078,"LINESTRING (20.4424662 52.0579751, 20.4423571 52.0579327, 20.441415 52.0575556, 20.4411647 52.0574558)",,50,,
41044040,Józefa Mireckiego,tertiary,False,False,105.107,"LINESTRING (20.4482711 52.058224, 20.4495493 52.0587492)",2,,,
41044040,Józefa Mireckiego,tertiary,False,True,247.44100000000003,"LINESTRING (20.4482711 52.058224, 20.4481464 52.0581725, 20.4478051 52.0580316, 20.4474029 52.0578655, 20.445827 52.0572002, 20.4457971 52.0571876, 20.4452762 52.0569747)",2,,,
174495165,Michała Ossowskiego,residential,True,False,72.003,"LINESTRING (20.4482711 52.058224, 20.4481953 52.0582991, 20.4477155 52.0587741)",,,,
1036996368,,residential,False,False,7.592,"LINESTRING (20.4442979 52.0587357, 20.4443426 52.0586732)",,,,
174495174,Tadeusza Kościuszki,residential,True,False,151.116,"LINESTRING (20.4442979 52.0587357, 20.442563 52.0580163, 20.4424662 52.0579751)",,50,,
1036996368,,residential,False,True,7.720000000000001,"LINESTRING (20.4442979 52.0587357, 20.4442684 52.0587679, 20.4442425 52.0587962)",,,,
174495165,Michała Ossowskiego,residential,True,False,10.445,"LINESTRING (20.4477155 52.0587741, 20.4476357 52.0588542)",,,,
174495197,Generała Leopolda Cehaka,residential,False,True,144.134,"LINESTRING (20.4477155 52.0587741, 20.4491692 52.0593692, 20.4493846 52.0595479)",,,,
174495156,Generała Leopolda Cehaka,residential,False,True,142.291,"LINESTRING (20.4476357 52.0588542, 20.4490866 52.0594279, 20.4493846 52.0595479)",,,,
174495165,Michała Ossowskiego,residential,True,False,114.70500000000001,"LINESTRING (20.4476357 52.0588542, 20.4467807 52.0595855, 20.4466564 52.0596918)",,,,
174495162,Kościelna,residential,False,False,135.381,"LINESTRING (20.4413544 52.0589825, 20.441467 52.0588835, 20.4416185 52.0587503, 20.4421812 52.058236, 20.4423914 52.0580466, 20.4424662 52.0579751)",2,,,
353420643,Bolesława Limanowskiego,residential,False,False,150.595,"LINESTRING (20.4413544 52.0589825, 20.441539 52.059059, 20.4431809 52.0597395)",,,,
353420644,Bolesława Limanowskiego,residential,False,True,114.024,"LINESTRING (20.4413544 52.0589825, 20.44121 52.0589234, 20.4403351 52.0585582, 20.4399734 52.0584076)",,,,
174495174,Tadeusza Kościuszki,residential,True,False,144.92,"LINESTRING (20.4460766 52.0594231, 20.4459539 52.0594219, 20.444875 52.0589718, 20.444475 52.0588081, 20.4442979 52.0587357)",,50,,
177389851,Tadeusza Kościuszki,residential,False,True,49.8,"LINESTRING (20.4460766 52.0594231, 20.4461005 52.0594446, 20.4465464 52.0596418, 20.4466564 52.0596918)",,50,,
174495156,Generała Leopolda Cehaka,residential,False,False,142.291,"LINESTRING (20.4493846 52.0595479, 20.4490866 52.0594279, 20.4476357 52.0588542)",,,,
174495185,Generała Leopolda Cehaka,residential,False,True,70.495,"LINESTRING (20.4493846 52.0595479, 20.4501511 52.0598416, 20.4502601 52.0598828)",,,,
174495197,Generała Leopolda Cehaka,residential,False,False,144.134,"LINESTRING (20.4493846 52.0595479, 20.4491692 52.0593692, 20.4477155 52.0587741)",,,,
177389851,Tadeusza Kościuszki,residential,False,False,49.8,"LINESTRING (20.4466564 52.0596918, 20.4465464 52.0596418, 20.4461005 52.0594446, 20.4460766 52.0594231)",,50,,
41044198,Środkowa,residential,False,True,75.119,"LINESTRING (20.4502601 52.0598828, 20.4507899 52.0594193, 20.4508919 52.0593301)",,,,
174495185,Generała Leopolda Cehaka,residential,False,False,70.495,"LINESTRING (20.4502601 52.0598828, 20.4501511 52.0598416, 20.4493846 52.0595479)",,,,
41026604,Bohaterów Warszawy,residential,False,False,54.521,"LINESTRING (20.4476961 52.0531343, 20.4479899 52.0532298, 20.4483882 52.0533774)",2,,,
179065026,Aleje Partyzantów,residential,False,False,235.105,"LINESTRING (20.4476961 52.0531343, 20.4476749 52.0531885, 20.4476324 52.0532514, 20.4467885 52.0542, 20.446163 52.0549052, 20.4460787 52.0549976)",,,,
