osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access,bridge,width,junction
1161466799,True,Rondo Świętego Jana Pawła II,tertiary,False,15.389,"LINESTRING (21.7672812 54.0360457, 21.7673387 54.0360441, 21.7673857 54.0360502, 21.7674239 54.0360607, 21.7674601 54.0360757, 21.7674851 54.0360966)",1,50,,,,roundabout
"[393028873, 1066237515]",True,1 Maja,tertiary,False,35.897999999999996,"LINESTRING (21.7674715 54.0362382, 21.7675145 54.0363382, 21.7675574 54.0363977, 21.7676604 54.0365405)",1,50,,,,
1121003620,True,Rondo Świętego Jana Pawła II,tertiary,False,9.393,"LINESTRING (21.7674715 54.0362382, 21.7674357 54.0362575, 21.7674075 54.0362695, 21.767349 54.0362784)",1,50,,,,roundabout
1161466797,True,Rondo Świętego Jana Pawła II,tertiary,False,6.966,"LINESTRING (21.7671259 54.0361378, 21.7671433 54.036109, 21.7671741 54.0360825)",1,50,,,,roundabout
"[1161466797, 173093670]",True,Rondo Świętego Jana Pawła II,tertiary,False,7.571,"LINESTRING (21.7671372 54.0362048, 21.767124 54.0361772, 21.7671259 54.0361378)",1,50,,,,roundabout
393028896,True,Olsztyńska,tertiary,False,41.7,"LINESTRING (21.7671372 54.0362048, 21.7669685 54.0362105, 21.7667614 54.036212, 21.766499 54.0362157)",1,50,,,,
"[1085534440, 1054399475]",False,1 Maja,tertiary,False,137.864,"LINESTRING (21.7688219 54.038123, 21.7687593 54.0380347, 21.7682519 54.0373934, 21.7682159 54.0373522, 21.7682028 54.0373372, 21.7679373 54.0370202, 21.7679218 54.0370017)",2,50,,,,
1054399475,False,1 Maja,tertiary,True,44.342,"LINESTRING (21.7688219 54.038123, 21.7688852 54.0382107, 21.7691086 54.0384844)",2,50,,,,
1085534438,False,Adama Mickiewicza,residential,False,105.95400000000001,"LINESTRING (21.7688219 54.038123, 21.7686965 54.0381362, 21.7685736 54.0381482, 21.7681269 54.038192, 21.7673217 54.0382742, 21.7672226 54.0382839)",,,,,,
1085534439,False,Adama Mickiewicza,residential,True,314.10100000000006,"LINESTRING (21.7688219 54.038123, 21.7688706 54.038115, 21.7689774 54.0380925, 21.7691192 54.0380596, 21.7692705 54.0380239, 21.7699467 54.0378687, 21.769954 54.037867, 21.7702791 54.0377926, 21.7702891 54.0377903, 21.7704784 54.037747, 21.7707307 54.0376894, 21.7713704 54.0375416, 21.7716548 54.0374759, 21.7722449 54.0373439, 21.7729949 54.0371825, 21.7730452 54.037172, 21.7733152 54.0371156)",2,,,,,
177595054,True,Pionierska,residential,False,223.363,"LINESTRING (21.7726203 54.0382499, 21.7726752 54.0383603, 21.772698 54.0384064, 21.7735318 54.0400958, 21.7735756 54.0401787)",,,,,,
"[1191627684, 173010852]",False,Tadeusza Kościuszki,residential,True,164.907,"LINESTRING (21.7735756 54.0401787, 21.7733799 54.0402098, 21.7721294 54.0404161, 21.7720811 54.0404239, 21.7720302 54.0404313, 21.7719917 54.0404344, 21.7717696 54.0404525, 21.7713615 54.0405148, 21.7711345 54.040554)",3,50,,,,
"[126503522, 1198265484]",False,Żeglarska,residential,True,88.545,"LINESTRING (21.7677938 54.0353303, 21.7679279 54.0353119, 21.7681884 54.0352775, 21.7691212 54.0351682)",2,,,,,
177648047,True,Generała Józefa Zajączka,residential,False,148.055,"LINESTRING (21.7677938 54.0353303, 21.7677704 54.0352707, 21.7677428 54.0351966, 21.7676568 54.0349509, 21.7673704 54.0341441, 21.7673373 54.0340262)",1,,,,,
173009888,False,Plac Grunwaldzki,tertiary,False,92.869,"LINESTRING (21.7701004 54.0360217, 21.7699385 54.0359468, 21.7698993 54.0359322, 21.7698294 54.03591, 21.7697931 54.0359049, 21.7697505 54.035902, 21.7697061 54.0359021, 21.7696468 54.0359049, 21.768918 54.0359795, 21.7687531 54.035992)",2,50,,,,
"[173009888, 393028906, 393028908, 431683430]",False,"['Plac Grunwaldzki', 'Warszawska']",tertiary,True,187.68999999999997,"LINESTRING (21.7701004 54.0360217, 21.7701931 54.0360568, 21.7702517 54.0360777, 21.7702932 54.036088, 21.77034 54.0360936, 21.7703847 54.0360956, 21.7704773 54.0360992, 21.7705846 54.0360955, 21.7708871 54.0360715, 21.7715755 54.0360036, 21.7721297 54.035958, 21.7725032 54.035928, 21.772662 54.0359244, 21.7729204 54.0359186)","['2', '3']",50,,,,
177648047,True,Generała Józefa Zajączka,residential,False,4.842,"LINESTRING (21.7680706 54.0360642, 21.7680561 54.0360215)",1,,,,,
393028898,True,Plac Grunwaldzki,tertiary,False,38.675999999999995,"LINESTRING (21.7680706 54.0360642, 21.7680119 54.0360785, 21.7679266 54.0360975, 21.7677106 54.0361299, 21.7677015 54.0361316, 21.7675731 54.0361563, 21.7675169 54.0361807)",1,50,,,,
177692927,False,3 Maja,residential,False,55.184,"LINESTRING (21.7649038 54.0379706, 21.7647254 54.0379853, 21.7640672 54.0380408)",,,,,,
177692919,True,Stefana Okrzei,residential,False,138.617,"LINESTRING (21.7650427 54.0386659, 21.7652098 54.0386716, 21.7656974 54.0386887, 21.766245 54.0387078, 21.7670234 54.038735, 21.7671618 54.0387398)",,,,,,
220872224,False,Stanisława Konarskiego,residential,False,3.146,"LINESTRING (21.7671618 54.0387398, 21.7671656 54.0387116)",,50,,,,
220872224,False,Stanisława Konarskiego,residential,True,46.836,"LINESTRING (21.7671618 54.0387398, 21.7671099 54.0391599)",,50,,,,
177692916,False,Mikołaja Kopernika,residential,False,171.039,"LINESTRING (21.7668984 54.0397649, 21.7669821 54.0397889, 21.7673485 54.0398939, 21.7674601 54.0399259, 21.7675183 54.0399426, 21.767893 54.0400475, 21.7679359 54.0400569, 21.7680106 54.0400638, 21.7680872 54.0400611, 21.768339 54.0400308, 21.7684291 54.0400193, 21.7687559 54.0399716, 21.769368 54.0398831)",,,,,,
220872224,False,Stanisława Konarskiego,residential,False,68.893,"LINESTRING (21.7668984 54.0397649, 21.7669357 54.0396943, 21.7670002 54.0395742, 21.76702 54.0395202, 21.7670514 54.0394344, 21.7670688 54.0393596, 21.7671038 54.0392086, 21.7671067 54.0391854, 21.7671099 54.0391599)",,50,,,,
1054399475,False,1 Maja,tertiary,False,98.34799999999998,"LINESTRING (21.7703332 54.0397449, 21.770146 54.039556, 21.7696602 54.0390539, 21.7695841 54.0389776)",2,50,,,,
"[1085534434, 177692916]",False,Mikołaja Kopernika,residential,True,64.87,"LINESTRING (21.7703332 54.0397449, 21.7702416 54.0397582, 21.770011 54.0397912, 21.769368 54.0398831)",,,,,,
"[1191627686, 1096220263]",False,1 Maja,tertiary,True,104.07599999999998,"LINESTRING (21.7703332 54.0397449, 21.7706995 54.0401137, 21.7707284 54.0401427, 21.7708575 54.0402725, 21.7710065 54.0404248, 21.7711345 54.040554)","['2', '3']",50,,,,
177699301,True,Pocztowa,residential,False,84.036,"LINESTRING (21.7690921 54.039145, 21.7691431 54.0393035, 21.7691672 54.0393668, 21.769225 54.0395148, 21.7692643 54.039617, 21.7693498 54.0398393, 21.769368 54.0398831)",,,,,,
1198093968,True,Pocztowa,residential,False,75.051,"LINESTRING (21.7690921 54.039145, 21.7690709 54.0390108, 21.7690459 54.0387914, 21.7690441 54.0387028, 21.7690411 54.0385536, 21.7690658 54.0385075, 21.7691086 54.0384844)",,,,,,
"[1085534434, 177692916]",False,Mikołaja Kopernika,residential,False,64.86999999999999,"LINESTRING (21.769368 54.0398831, 21.770011 54.0397912, 21.7702416 54.0397582, 21.7703332 54.0397449)",,,,,,
177692916,False,Mikołaja Kopernika,residential,True,171.03900000000002,"LINESTRING (21.769368 54.0398831, 21.7687559 54.0399716, 21.7684291 54.0400193, 21.768339 54.0400308, 21.7680872 54.0400611, 21.7680106 54.0400638, 21.7679359 54.0400569, 21.767893 54.0400475, 21.7675183 54.0399426, 21.7674601 54.0399259, 21.7673485 54.0398939, 21.7669821 54.0397889, 21.7668984 54.0397649)",,,,,,
220601138,False,Wesoła,residential,True,175.69299999999998,"LINESTRING (21.7632184 54.0396783, 21.7630256 54.0381489, 21.7630215 54.0381025)",,,,,,
177692927,False,3 Maja,residential,False,135.38699999999997,"LINESTRING (21.7630215 54.0381025, 21.7629238 54.0380995, 21.7624712 54.0380902, 21.7621697 54.0380792, 21.7620159 54.0380683, 21.7618357 54.038049, 21.761728 54.0380332, 21.7614825 54.0379997, 21.761129 54.0379415, 21.7609824 54.0379173)",,,,,,
177692927,False,3 Maja,residential,True,68.65899999999999,"LINESTRING (21.7630215 54.0381025, 21.7634507 54.0380849, 21.7635426 54.0380813, 21.7637659 54.0380641, 21.7640672 54.0380408)",,,,,,
220601138,False,Wesoła,residential,False,175.69299999999998,"LINESTRING (21.7630215 54.0381025, 21.7630256 54.0381489, 21.7632184 54.0396783)",,,,,,
177692927,False,3 Maja,residential,False,68.65899999999999,"LINESTRING (21.7640672 54.0380408, 21.7637659 54.0380641, 21.7635426 54.0380813, 21.7634507 54.0380849, 21.7630215 54.0381025)",,,,,,
177692927,False,3 Maja,residential,True,55.184,"LINESTRING (21.7640672 54.0380408, 21.7647254 54.0379853, 21.7649038 54.0379706)",,,,,,
254255074,False,Sportowa,residential,True,181.27100000000002,"LINESTRING (21.7640672 54.0380408, 21.7640738 54.0380944, 21.7641978 54.0390977, 21.7642307 54.0396679)",,,,,,
60434208,False,Wodna,residential,True,84.091,"LINESTRING (21.7641751 54.0350993, 21.764151 54.0350502, 21.7639503 54.0346416, 21.7639154 54.0345704, 21.7638361 54.0344333, 21.7638024 54.0343756)",,,,,,
177692915,False,Kolejowa,residential,False,55.384,"LINESTRING (21.7638024 54.0343756, 21.762968 54.0344647)",2,50,,,,
177692915,False,Kolejowa,residential,True,69.174,"LINESTRING (21.7638024 54.0343756, 21.7648274 54.0342187)",2,50,,,,
60434208,False,Wodna,residential,False,84.09100000000001,"LINESTRING (21.7638024 54.0343756, 21.7638361 54.0344333, 21.7639154 54.0345704, 21.7639503 54.0346416, 21.764151 54.0350502, 21.7641751 54.0350993)",,,,,,
1085534439,False,Adama Mickiewicza,residential,True,7.641,"LINESTRING (21.7733152 54.0371156, 21.7734244 54.0370909)",2,,,,,
1085534439,False,Adama Mickiewicza,residential,False,314.101,"LINESTRING (21.7733152 54.0371156, 21.7730452 54.037172, 21.7729949 54.0371825, 21.7722449 54.0373439, 21.7716548 54.0374759, 21.7713704 54.0375416, 21.7707307 54.0376894, 21.7704784 54.037747, 21.7702891 54.0377903, 21.7702791 54.0377926, 21.769954 54.037867, 21.7699467 54.0378687, 21.7692705 54.0380239, 21.7691192 54.0380596, 21.7689774 54.0380925, 21.7688706 54.038115, 21.7688219 54.038123)",2,,,,,
177692927,False,3 Maja,residential,False,108.64600000000002,"LINESTRING (21.7609824 54.0379173, 21.7597762 54.0377226, 21.7594861 54.0376758, 21.7594361 54.0376593, 21.7594238 54.0376553, 21.7594019 54.0376352)",,,,,,
177692927,False,3 Maja,residential,True,135.387,"LINESTRING (21.7609824 54.0379173, 21.761129 54.0379415, 21.7614825 54.0379997, 21.761728 54.0380332, 21.7618357 54.038049, 21.7620159 54.0380683, 21.7621697 54.0380792, 21.7624712 54.0380902, 21.7629238 54.0380995, 21.7630215 54.0381025)",,,,,,
221182166,False,Jasna,residential,False,148.121,"LINESTRING (21.7609824 54.0379173, 21.7609546 54.0379674, 21.7609312 54.0380336, 21.760912 54.0381286, 21.760946 54.0387703, 21.7609681 54.038937, 21.7610083 54.0390959, 21.7610479 54.0392403)",,30,,,,
"[305131744, 1235498330, 305131743]",False,Objazd do Ekomariny,residential,"[False, True]",337.83299999999997,"LINESTRING (21.7714977 54.0326633, 21.7712488 54.0326741, 21.7709927 54.0326899, 21.7707546 54.0327601, 21.7706628 54.0329072, 21.7705086 54.0329781, 21.7688575 54.03339, 21.7686334 54.0334287, 21.7683547 54.0334652, 21.7677385 54.0336206, 21.7672982 54.0337525, 21.7673038 54.0338163, 21.7673832 54.0339685, 21.7674064 54.034013)",,,,,,
220872226,True,Wojciecha Kętrzyńskiego,residential,False,134.637,"LINESTRING (21.7729204 54.0359186, 21.7729553 54.0360264, 21.7730531 54.0362669, 21.7730892 54.0363634, 21.7733108 54.0368652, 21.7733858 54.036971, 21.7734244 54.0370909)",1,,,,,
"[173009888, 393028906, 393028908, 431683430]",False,"['Plac Grunwaldzki', 'Warszawska']",tertiary,False,187.69,"LINESTRING (21.7729204 54.0359186, 21.772662 54.0359244, 21.7725032 54.035928, 21.7721297 54.035958, 21.7715755 54.0360036, 21.7708871 54.0360715, 21.7705846 54.0360955, 21.7704773 54.0360992, 21.7703847 54.0360956, 21.77034 54.0360936, 21.7702932 54.036088, 21.7702517 54.0360777, 21.7701931 54.0360568, 21.7701004 54.0360217)","['2', '3']",50,,,,
393028900,True,Plac Grunwaldzki,tertiary,False,38.224,"LINESTRING (21.7674851 54.0360966, 21.7676754 54.0360759, 21.7680561 54.0360215)",1,50,,,,
1121003619,True,Rondo Świętego Jana Pawła II,tertiary,False,9.857000000000001,"LINESTRING (21.7674851 54.0360966, 21.767505 54.0361161, 21.7675157 54.0361357, 21.7675209 54.0361611, 21.7675169 54.0361807)",1,50,,,,roundabout
1066237514,True,Rondo Świętego Jana Pawła II,tertiary,False,7.1370000000000005,"LINESTRING (21.7675169 54.0361807, 21.7675085 54.0362007, 21.7674933 54.0362207, 21.7674715 54.0362382)",1,50,,,,roundabout
173093670,True,Rondo Świętego Jana Pawła II,tertiary,False,17.186,"LINESTRING (21.767349 54.0362784, 21.7672845 54.0362768, 21.7672357 54.0362666, 21.7671887 54.0362483, 21.767159 54.0362264, 21.7671372 54.0362048)",1,50,,,,roundabout
254255074,False,Sportowa,residential,False,181.27100000000002,"LINESTRING (21.7642307 54.0396679, 21.7641978 54.0390977, 21.7640738 54.0380944, 21.7640672 54.0380408)",,,,,,
935721879,False,Olsztyńska,tertiary,True,17.899,"LINESTRING (21.7610042 54.0361237, 21.7612761 54.036144)",2,50,,,,
220875927,True,3 Maja,residential,False,199.06,"LINESTRING (21.7610042 54.0361237, 21.7608489 54.0362515, 21.7595588 54.0374439, 21.7593998 54.0375875, 21.7593909 54.0376135, 21.7594019 54.0376352)",,,,,,
"[525179361, 981638534, 834604458, 70573357, 70573358, 1151535631]",False,"['Stanisława Moniuszki', 'Olsztyńska']",tertiary,False,110.392,"LINESTRING (21.7610042 54.0361237, 21.7608505 54.0361108, 21.7608282 54.0361086, 21.7606984 54.0360924, 21.7604412 54.0360614, 21.7603278 54.0360478, 21.7602353 54.0360396, 21.7598118 54.0360043, 21.7594623 54.035971, 21.7593381 54.0359578)",2,"['50', '30']",,movable,5,
177692927,False,3 Maja,residential,True,108.646,"LINESTRING (21.7594019 54.0376352, 21.7594238 54.0376553, 21.7594361 54.0376593, 21.7594861 54.0376758, 21.7597762 54.0377226, 21.7609824 54.0379173)",,,,,,
221182166,False,Jasna,residential,True,148.121,"LINESTRING (21.7610479 54.0392403, 21.7610083 54.0390959, 21.7609681 54.038937, 21.760946 54.0387703, 21.760912 54.0381286, 21.7609312 54.0380336, 21.7609546 54.0379674, 21.7609824 54.0379173)",,30,,,,
254278888,False,,living_street,True,27.639,"LINESTRING (21.768405 54.0387463, 21.7683697 54.0386344, 21.7682268 54.0386433, 21.7681415 54.0386487)",,,,,,
173010839,False,Unii Europejskiej,residential,False,77.434,"LINESTRING (21.7669864 54.0358082, 21.7669432 54.0357546, 21.7668804 54.0356724, 21.7668255 54.0355724, 21.7666761 54.0352355, 21.7666318 54.0351454)",2,50,,,,
393028903,True,Unii Europejskiej,residential,False,32.682,"LINESTRING (21.7669864 54.0358082, 21.7671232 54.0359171, 21.767187 54.0359684, 21.7672812 54.0360457)",1,50,,,,
173009888,False,Plac Grunwaldzki,tertiary,True,92.869,"LINESTRING (21.7687531 54.035992, 21.768918 54.0359795, 21.7696468 54.0359049, 21.7697061 54.0359021, 21.7697505 54.035902, 21.7697931 54.0359049, 21.7698294 54.03591, 21.7698993 54.0359322, 21.7699385 54.0359468, 21.7701004 54.0360217)",2,50,,,,
393028899,True,Plac Grunwaldzki,tertiary,False,45.289,"LINESTRING (21.7687531 54.035992, 21.7685663 54.036013, 21.7684102 54.0360285, 21.7682416 54.0360447, 21.7680706 54.0360642)",2,50,,,,
