osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,junction,tunnel
258219732,Piotra Skargi,residential,False,False,55.644000000000005,"LINESTRING (17.8635473 50.3522099, 17.8636613 50.3521431, 17.8638602 50.3520265, 17.8639231 50.3520018, 17.8641986 50.3519539)",,,,,
"[953408166, 953408167]",Piotra Skargi,primary,False,True,117.00099999999999,"LINESTRING (17.8635473 50.3522099, 17.8636594 50.3523053, 17.8637936 50.3524553, 17.863877 50.3525669, 17.8639583 50.3526757, 17.8640724 50.3528291, 17.8642241 50.353063, 17.8642831 50.3531482)",40;416,50,"['2', '3']",,
258219732,Piotra Skargi,residential,False,True,81.984,"LINESTRING (17.8648504 50.3525627, 17.8641986 50.3519539)",,,,,
345896467,Dąbrowskiego,residential,False,False,20.627,"LINESTRING (17.8602862 50.3529749, 17.8603513 50.3529947, 17.8605488 50.3530545)",,,,,
196754899,Dąbrowskiego,residential,False,True,19.105,"LINESTRING (17.8609125 50.3541067, 17.8609506 50.3540732, 17.8609974 50.354033, 17.8610779 50.3539712)",,,,,
221314590,Klasztorna,residential,False,False,101.738,"LINESTRING (17.8609125 50.3541067, 17.8608982 50.3541544, 17.8610261 50.3545224, 17.8611649 50.354778, 17.8612284 50.3549047, 17.8612696 50.3549865)",,,,,
345896466,Dąbrowskiego,residential,True,False,240.129,"LINESTRING (17.8609125 50.3541067, 17.8607673 50.3541596, 17.8604183 50.3542525, 17.8603455 50.3542487, 17.8601127 50.3540912, 17.8600419 50.3540413, 17.8599425 50.3539741, 17.8597608 50.3537197, 17.8597261 50.3536509, 17.8596973 50.3535897, 17.8596454 50.35349, 17.8595002 50.3532507, 17.8595418 50.3531501, 17.860205 50.3529835, 17.8602862 50.3529749)",,,,,
221314590,Klasztorna,residential,False,True,101.738,"LINESTRING (17.8612696 50.3549865, 17.8612284 50.3549047, 17.8611649 50.354778, 17.8610261 50.3545224, 17.8608982 50.3541544, 17.8609125 50.3541067)",,,,,
196754935,Juliusza Słowackiego,residential,False,True,28.76,"LINESTRING (17.862698 50.3556899, 17.8625813 50.3554422)",,,,,
44800550,Rondo imienia Georga III von Oppersdorf,primary,True,False,6.872,"LINESTRING (17.8644822 50.3535226, 17.8644499 50.3535233, 17.8644184 50.3535189, 17.8643895 50.3535097)",40;416,50,1,roundabout,
904797756,Tadeusza Kościuszki,secondary,True,False,39.655,"LINESTRING (17.8644822 50.3535226, 17.8644696 50.3536168, 17.8644876 50.3537206, 17.8644816 50.3538782)",416,50,1,,
196754907,Tadeusza Kościuszki,secondary,False,True,177.07299999999998,"LINESTRING (17.8644816 50.3538782, 17.8645874 50.3545004, 17.8645891 50.3547119, 17.8645714 50.35493, 17.8645397 50.3552047, 17.8645105 50.3553558, 17.864477 50.3554627)",416,50,2,,
904797754,Tadeusza Kościuszki,secondary,True,False,41.951,"LINESTRING (17.8644816 50.3538782, 17.8644079 50.3537272, 17.86438 50.3536186, 17.8643895 50.3535097)",416,50,1,,
44800550,Rondo imienia Georga III von Oppersdorf,primary,True,False,15.041,"LINESTRING (17.8644667 50.3533572, 17.8645081 50.3533626, 17.8645447 50.3533763, 17.8645724 50.3533968, 17.8645884 50.3534218, 17.864591 50.3534489)",40;416,50,1,roundabout,
44800550,Rondo imienia Georga III von Oppersdorf,primary,True,False,8.552,"LINESTRING (17.8643604 50.3533879, 17.8643902 50.3533707, 17.8644268 50.3533601, 17.8644667 50.3533572)",40;416,50,1,roundabout,
904797758,Piotra Skargi,primary,True,False,27.309,"LINESTRING (17.8643604 50.3533879, 17.8643115 50.3532871, 17.8642831 50.3531482)",40;416,50,1,,
44800550,Rondo imienia Georga III von Oppersdorf,primary,True,False,7.571999999999999,"LINESTRING (17.864591 50.3534489, 17.8645826 50.3534709, 17.8645652 50.3534907, 17.86454 50.3535068)",40;416,50,1,roundabout,
904797760,Plac Wolności,primary,True,False,42.715,"LINESTRING (17.864591 50.3534489, 17.8647418 50.3534909, 17.8649415 50.3535075, 17.8651737 50.3535349)",40,50,1,,
44800550,Rondo imienia Georga III von Oppersdorf,primary,True,False,4.493,"LINESTRING (17.86454 50.3535068, 17.8645126 50.3535169, 17.8644822 50.3535226)",40;416,50,1,roundabout,
904797757,Piotra Skargi,primary,True,False,26.719,"LINESTRING (17.8642831 50.3531482, 17.8644013 50.3532642, 17.8644667 50.3533572)",40;416,50,1,,
"[953408166, 953408167]",Piotra Skargi,primary,False,False,117.001,"LINESTRING (17.8642831 50.3531482, 17.8642241 50.353063, 17.8640724 50.3528291, 17.8639583 50.3526757, 17.863877 50.3525669, 17.8637936 50.3524553, 17.8636594 50.3523053, 17.8635473 50.3522099)",40;416,50,"['2', '3']",,
