osmid,highway,maxspeed,oneway,reversed,length,lanes,name,geometry,bridge,ref,junction
734165889,primary,50,True,False,32.918,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1712498 51.2471948, 20.1712393 51.2471469, 20.1712368 51.2471108, 20.171244 51.2470594, 20.1712566 51.2470249, 20.1712839 51.2469828, 20.17136 51.2469196)",,74,roundabout
734165889,primary,50,True,False,50.144000000000005,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1715976 51.2475889, 20.1712878 51.2472564, 20.1712498 51.2471948)",,74,roundabout
103287917,primary,50,True,False,36.465,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1719577 51.2476086, 20.1718954 51.2476861, 20.1718745 51.2477282, 20.1718604 51.2477659, 20.171855 51.2478224, 20.1718613 51.2479241)",,74,
734165889,primary,50,True,False,27.784,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1719577 51.2476086, 20.1718624 51.2476369, 20.1717598 51.2476453, 20.1716769 51.2476314, 20.1715976 51.2475889)",,74,roundabout
54161485,tertiary,50,False,True,10.029,2,Polna,"LINESTRING (20.1660518 51.2484495, 20.1661591 51.2483893)",,,
484668713,residential,,False,True,11.626999999999999,,Szkolna,"LINESTRING (20.1725354 51.2490515, 20.172513 51.2490034, 20.1724887 51.2489511)",,,
103287932,residential,50,True,False,40.01,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1720191 51.2475178, 20.1721551 51.2478674)",,,
"[54161497, 734165889]",primary,50,True,False,11.047,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1720191 51.2475178, 20.1720018 51.2475579, 20.1719791 51.2475871, 20.1719577 51.2476086)",,74,roundabout
103287948,residential,50,False,False,24.262,2,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.171881 51.2481309, 20.1720372 51.2481222, 20.1720924 51.2481192, 20.1722282 51.2481116)",,,
527098699,primary,50,False,True,70.986,2,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.171881 51.2481309, 20.1718712 51.2481773, 20.1718341 51.2482857, 20.1718331 51.2482885, 20.1716796 51.2487566)",,74,
667014230,primary,50,False,False,23.096999999999998,2,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.171881 51.2481309, 20.1718849 51.248089, 20.1718811 51.2480187, 20.1718714 51.2479745, 20.1718613 51.2479241)",,74,
103287948,residential,50,False,True,24.262,2,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1722282 51.2481116, 20.1720924 51.2481192, 20.1720372 51.2481222, 20.171881 51.2481309)",,,
103287965,residential,,False,False,74.253,,Szkolna,"LINESTRING (20.1722282 51.2481116, 20.1722591 51.2482245, 20.1723936 51.2487162, 20.1724082 51.2487698)",,,
54161495,primary,50,True,False,41.547,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1718613 51.2479241, 20.1715976 51.2475889)",,74,
667014230,primary,50,False,True,23.097,2,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1718613 51.2479241, 20.1718714 51.2479745, 20.1718811 51.2480187, 20.1718849 51.248089, 20.171881 51.2481309)",,74,
"[758092345, 54161500]",primary,,False,False,106.62899999999999,"['2', '3']",Szeroka,"LINESTRING (20.1729558 51.2465984, 20.1731415 51.2465483, 20.1733017 51.246501, 20.1734608 51.2464436, 20.1736582 51.2463627, 20.1739961 51.2461745, 20.1741799 51.2460417)",,74,
"[758092344, 54161500]",primary,50,False,True,69.359,2,Szeroka,"LINESTRING (20.1729558 51.2465984, 20.1727719 51.246642, 20.17258 51.2466839, 20.1721476 51.2467634, 20.1720073 51.2467885)",,74,
103287936,residential,,False,True,130.478,,Strażacka,"LINESTRING (20.1729558 51.2465984, 20.1729946 51.2466654, 20.1730365 51.2467422, 20.17309 51.2468453, 20.1731204 51.2469089, 20.1731542 51.2470016, 20.1731905 51.2471442, 20.1732379 51.2477502)",,,
671111981,residential,,False,True,33.372,,,"LINESTRING (20.1658235 51.250395, 20.1658914 51.2500979)",,,
671111981,residential,,False,False,33.372,,,"LINESTRING (20.1658914 51.2500979, 20.1658235 51.250395)",,,
1193011871,residential,,False,False,173.567,,,"LINESTRING (20.1658914 51.2500979, 20.1683775 51.2502205)",,,
"[671111981, 103287918]",residential,,False,True,115.60900000000001,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1658914 51.2500979, 20.1659148 51.2499957, 20.1659879 51.2496552, 20.1661142 51.2490676)",,,
1193011871,residential,,False,True,173.567,,,"LINESTRING (20.1683775 51.2502205, 20.1658914 51.2500979)",,,
