osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,ref,bridge,tunnel
"[211148016, 963410950]",False,Ząbkowicka,secondary,True,515.494,"['2', '3']",50,"LINESTRING (16.8692571 50.5268733, 16.8695317 50.5266271, 16.8699156 50.5262829, 16.8699727 50.5262248, 16.8700068 50.526186, 16.8704668 50.5257101, 16.8706277 50.5255238, 16.8710294 50.5250914, 16.8711441 50.5249679, 16.871489 50.5246147, 16.8717737 50.5243793, 16.8718672 50.524302, 16.8722316 50.524012, 16.8722997 50.523958, 16.8726608 50.5236796, 16.8729225 50.5234754, 16.8730336 50.5233754, 16.8731554 50.5232757, 16.8732026 50.5231852, 16.8732393 50.5231116, 16.8732644 50.5230266)",382,,
167488991,False,Sadowa,residential,False,33.876,,,"LINESTRING (16.8797147 50.5263951, 16.880128 50.5265493)",,,
167488991,False,Sadowa,residential,True,33.876,,,"LINESTRING (16.880128 50.5265493, 16.8797147 50.5263951)",,,
167489002,False,Sadowa,residential,True,49.06999999999999,,,"LINESTRING (16.880128 50.5265493, 16.880461 50.5262085, 16.8804975 50.5261758)",,,
167489002,False,Sadowa,residential,False,49.06999999999999,,,"LINESTRING (16.8804975 50.5261758, 16.880461 50.5262085, 16.880128 50.5265493)",,,
940371456,False,Kolejowa,tertiary,True,93.729,2,50,"LINESTRING (16.8804975 50.5261758, 16.8802888 50.5260778, 16.8800603 50.5259705, 16.8796062 50.5257588, 16.8794272 50.5256783)",,,
167489099,False,Urzędnicza,residential,True,136.26500000000001,,,"LINESTRING (16.8790965 50.5268851, 16.8791413 50.5267556, 16.8792378 50.5264026, 16.8792876 50.5261901, 16.8793639 50.5258638, 16.8794078 50.5257292, 16.8794272 50.5256783)",,,
167489099,False,Urzędnicza,residential,False,136.26500000000001,,,"LINESTRING (16.8794272 50.5256783, 16.8794078 50.5257292, 16.8793639 50.5258638, 16.8792876 50.5261901, 16.8792378 50.5264026, 16.8791413 50.5267556, 16.8790965 50.5268851)",,,
940371456,False,Kolejowa,tertiary,False,93.72900000000001,2,50,"LINESTRING (16.8794272 50.5256783, 16.8796062 50.5257588, 16.8800603 50.5259705, 16.8802888 50.5260778, 16.8804975 50.5261758)",,,
940371456,False,Kolejowa,tertiary,True,112.607,2,50,"LINESTRING (16.8794272 50.5256783, 16.8787346 50.5253496, 16.878389 50.5251857, 16.8781613 50.525064)",,,
167489651,False,Szpitalna,residential,False,311.6580000000001,,,"LINESTRING (16.8756165 50.5269379, 16.8761967 50.5258754, 16.8765673 50.5252967, 16.8769132 50.5246497, 16.8770838 50.5244805, 16.8772447 50.5243989, 16.8772915 50.5243751)",,,
203518417,False,Kościelna,residential,False,59.294000000000004,,,"LINESTRING (16.8729729 50.5192067, 16.8730511 50.5192138, 16.873803 50.5192827)",,,
963410952,False,Złotostocka,secondary,False,181.86699999999996,2,50,"LINESTRING (16.8729729 50.5192067, 16.8730238 50.5193397, 16.8730677 50.5195106, 16.8731073 50.5197562, 16.8731432 50.5200322, 16.8731905 50.520409, 16.8732 50.5205888, 16.8732051 50.5207223, 16.8731718 50.5208305)",382,,
171939193,False,Młyńska,residential,False,198.80499999999998,,,"LINESTRING (16.8731718 50.5208305, 16.8732352 50.5208346, 16.8732941 50.5208385, 16.8734143 50.5208331, 16.8735007 50.5208086, 16.8735784 50.5207635, 16.8736535 50.5206646, 16.8737286 50.5205077, 16.8737769 50.520361, 16.8737954 50.5199276, 16.8737728 50.5195414, 16.8737698 50.5193424, 16.873803 50.5192827)",,,
"[963410952, 963410951]",False,Złotostocka,secondary,False,251.41899999999998,"['2', '3']",50,"LINESTRING (16.8731718 50.5208305, 16.8731321 50.5209339, 16.873093 50.521017, 16.8728916 50.5213934, 16.8728645 50.5214802, 16.872852 50.5215688, 16.8728647 50.5216562, 16.8729232 50.5218354, 16.8730721 50.5221436, 16.8732075 50.5224574, 16.8732523 50.5225971, 16.8732821 50.5227455, 16.8732868 50.5228389, 16.8732859 50.5229264, 16.8732644 50.5230266)",382,,
963410952,False,Złotostocka,secondary,True,181.867,2,50,"LINESTRING (16.8731718 50.5208305, 16.8732051 50.5207223, 16.8732 50.5205888, 16.8731905 50.520409, 16.8731432 50.5200322, 16.8731073 50.5197562, 16.8730677 50.5195106, 16.8730238 50.5193397, 16.8729729 50.5192067)",382,,
692804077,False,,residential,False,89.506,,,"LINESTRING (16.8764656 50.5202741, 16.8760313 50.519518)",,,
710064516,False,Plac Kościelny,residential,True,104.642,,,"LINESTRING (16.8764656 50.5202741, 16.8765327 50.5199988, 16.8765787 50.5197648, 16.8760313 50.519518)",,,
"[710053545, 281427659, 281427661, 1090826295, 227457691]",False,Zamkowa,residential,False,407.547,,,"LINESTRING (16.8764656 50.5202741, 16.8765194 50.5203082, 16.8766222 50.5203273, 16.8773022 50.5205226, 16.8773835 50.5205474, 16.8774379 50.5205654, 16.8776411 50.5206414, 16.8778457 50.5207343, 16.8779974 50.5208271, 16.8781077 50.5209518, 16.8783712 50.5213335, 16.8785031 50.5214861, 16.878573 50.5215511, 16.8786875 50.5216423, 16.8788436 50.5217336, 16.8789142 50.5220066, 16.8789444 50.5222084, 16.8789537 50.522269, 16.8789621 50.5224228, 16.8789336 50.5225357, 16.8787276 50.5231842)",,yes,
171939193,False,Młyńska,residential,False,40.41,,,"LINESTRING (16.873803 50.5192827, 16.8738259 50.5191963, 16.8738308 50.5191763, 16.8736906 50.5189368)",,,
171939193,False,Młyńska,residential,True,198.80499999999998,,,"LINESTRING (16.873803 50.5192827, 16.8737698 50.5193424, 16.8737728 50.5195414, 16.8737954 50.5199276, 16.8737769 50.520361, 16.8737286 50.5205077, 16.8736535 50.5206646, 16.8735784 50.5207635, 16.8735007 50.5208086, 16.8734143 50.5208331, 16.8732941 50.5208385, 16.8732352 50.5208346, 16.8731718 50.5208305)",,,
"[981371072, 981371073, 186796544, 203518417, 359624981, 359624982]",False,"['Plac Kościelny', 'Kościelna']",residential,False,160.74099999999999,,,"LINESTRING (16.873803 50.5192827, 16.8740235 50.5193117, 16.8742224 50.5193417, 16.8743149 50.5193576, 16.8745239 50.5193884, 16.8745516 50.5193899, 16.8745883 50.5193919, 16.8746041 50.5193927, 16.8746855 50.5193955, 16.8748314 50.5194005, 16.8749203 50.519401, 16.8749469 50.5194012, 16.8749738 50.5194014, 16.8754662 50.5194126, 16.8755587 50.5194198, 16.8760313 50.519518)",,yes,building_passage
203518417,False,Kościelna,residential,True,59.294000000000004,,,"LINESTRING (16.873803 50.5192827, 16.8730511 50.5192138, 16.8729729 50.5192067)",,,
"[762479359, 281426076, 762479358, 281426079]",False,Kolejowa,tertiary,"[False, True]",137.079,2,50,"LINESTRING (16.8732644 50.5230266, 16.8735996 50.5230303, 16.8737795 50.5230265, 16.8740195 50.5230147, 16.8741617 50.5229966, 16.8744336 50.5229752, 16.8746975 50.5229561, 16.8747556 50.5229557, 16.8749674 50.5229568, 16.8750834 50.522965, 16.8751924 50.5229809)",,yes,
"[211148016, 963410950]",False,Ząbkowicka,secondary,False,515.4939999999999,"['2', '3']",50,"LINESTRING (16.8732644 50.5230266, 16.8732393 50.5231116, 16.8732026 50.5231852, 16.8731554 50.5232757, 16.8730336 50.5233754, 16.8729225 50.5234754, 16.8726608 50.5236796, 16.8722997 50.523958, 16.8722316 50.524012, 16.8718672 50.524302, 16.8717737 50.5243793, 16.871489 50.5246147, 16.8711441 50.5249679, 16.8710294 50.5250914, 16.8706277 50.5255238, 16.8704668 50.5257101, 16.8700068 50.526186, 16.8699727 50.5262248, 16.8699156 50.5262829, 16.8695317 50.5266271, 16.8692571 50.5268733)",382,,
"[963410952, 963410951]",False,Złotostocka,secondary,True,251.419,"['2', '3']",50,"LINESTRING (16.8732644 50.5230266, 16.8732859 50.5229264, 16.8732868 50.5228389, 16.8732821 50.5227455, 16.8732523 50.5225971, 16.8732075 50.5224574, 16.8730721 50.5221436, 16.8729232 50.5218354, 16.8728647 50.5216562, 16.872852 50.5215688, 16.8728645 50.5214802, 16.8728916 50.5213934, 16.873093 50.521017, 16.8731321 50.5209339, 16.8731718 50.5208305)",382,,
167422539,True,Kłodzka,tertiary,False,31.342,1,,"LINESTRING (16.8688265 50.5268083, 16.8690287 50.5268356, 16.8690697 50.526841, 16.8691903 50.5268568, 16.8692571 50.5268733)",,,
171939193,False,Młyńska,residential,True,40.410000000000004,,,"LINESTRING (16.8736906 50.5189368, 16.8738308 50.5191763, 16.8738259 50.5191963, 16.873803 50.5192827)",,,
692804077,False,,residential,True,89.506,,,"LINESTRING (16.8760313 50.519518, 16.8764656 50.5202741)",,,
710064516,False,Plac Kościelny,residential,False,104.642,,,"LINESTRING (16.8760313 50.519518, 16.8765787 50.5197648, 16.8765327 50.5199988, 16.8764656 50.5202741)",,,
"[186796544, 981371073, 981371072, 203518417, 359624981, 359624982]",False,"['Plac Kościelny', 'Kościelna']",residential,True,160.741,,,"LINESTRING (16.8760313 50.519518, 16.8755587 50.5194198, 16.8754662 50.5194126, 16.8749738 50.5194014, 16.8749469 50.5194012, 16.8749203 50.519401, 16.8748314 50.5194005, 16.8746855 50.5193955, 16.8746041 50.5193927, 16.8745883 50.5193919, 16.8745516 50.5193899, 16.8745239 50.5193884, 16.8743149 50.5193576, 16.8742224 50.5193417, 16.8740235 50.5193117, 16.873803 50.5192827)",,yes,building_passage
281421723,False,,living_street,True,18.473,,20,"LINESTRING (16.8754741 50.522712, 16.8753298 50.5228505)",,,
"[692804072, 987696141, 692804070]",False,,residential,"[False, True]",40.784,,20,"LINESTRING (16.8754741 50.522712, 16.8753661 50.5226746, 16.875172 50.5227412, 16.8753298 50.5228505)",,,
"[692804065, 167489373]",False,Nauczycielska,"['living_street', 'residential']",False,262.796,,20,"LINESTRING (16.8754741 50.522712, 16.875679 50.5225699, 16.8757281 50.5225514, 16.8757727 50.5225664, 16.876564 50.5230854, 16.8768493 50.5232792, 16.8770687 50.5234154, 16.877525 50.5237256, 16.8779116 50.5239905, 16.8780503 50.52409)",,,
281421723,False,,living_street,False,17.453,,20,"LINESTRING (16.8751924 50.5229809, 16.8752294 50.5229457, 16.8753298 50.5228505)",,,
281426076,False,Kolejowa,tertiary,False,215.69199999999998,2,50,"LINESTRING (16.8751924 50.5229809, 16.8752682 50.5230053, 16.8753583 50.5230376, 16.8754446 50.5230717, 16.8756698 50.523204, 16.8758785 50.5233447, 16.8763372 50.5236869, 16.8771222 50.524253, 16.8772915 50.5243751)",,,
"[281426079, 281426076, 762479358, 762479359]",False,Kolejowa,tertiary,"[False, True]",137.07899999999998,2,50,"LINESTRING (16.8751924 50.5229809, 16.8750834 50.522965, 16.8749674 50.5229568, 16.8747556 50.5229557, 16.8746975 50.5229561, 16.8744336 50.5229752, 16.8741617 50.5229966, 16.8740195 50.5230147, 16.8737795 50.5230265, 16.8735996 50.5230303, 16.8732644 50.5230266)",,yes,
281421723,False,,living_street,False,18.473,,20,"LINESTRING (16.8753298 50.5228505, 16.8754741 50.522712)",,,
"[692804072, 987696141, 692804070]",False,,residential,"[False, True]",40.784000000000006,,20,"LINESTRING (16.8753298 50.5228505, 16.875172 50.5227412, 16.8753661 50.5226746, 16.8754741 50.522712)",,,
281421723,False,,living_street,True,17.453,,20,"LINESTRING (16.8753298 50.5228505, 16.8752294 50.5229457, 16.8751924 50.5229809)",,,
