osmid,highway,oneway,reversed,length,name,maxspeed,geometry,junction,ref
562449541,residential,False,False,128.637,کوچه ماه,,"LINESTRING (53.1357318 30.0773188, 53.1355491 30.077504, 53.1353029 30.0776492, 53.134843 30.0781701)",,
562449521,residential,False,True,32.198,,,"LINESTRING (53.1346034 30.0809747, 53.134848 30.0811723)",,
562449529,residential,False,False,13.879,,,"LINESTRING (53.1346034 30.0809747, 53.1347259 30.0809088)",,
562449543,residential,False,True,93.796,,,"LINESTRING (53.1346034 30.0809747, 53.1337752 30.0814196)",,
562449521,residential,False,False,47.438,,,"LINESTRING (53.1346034 30.0809747, 53.1344357 30.08078, 53.1343465 30.0806132)",,
562449540,residential,False,False,136.749,کوچه آسمان,,"LINESTRING (53.1360665 30.07753, 53.1356418 30.07787, 53.1357953 30.0780245, 53.1354471 30.0784549)",,
562449525,residential,False,True,161.685,کوچه پدیده,,"LINESTRING (53.1341643 30.0778852, 53.1352405 30.0767685)",,
147332903,residential,False,False,75.304,امام زاده,,"LINESTRING (53.1341643 30.0778852, 53.1340135 30.0778603, 53.1333874 30.0778073)",,
147332903,residential,False,True,73.667,امام زاده,,"LINESTRING (53.1341643 30.0778852, 53.1343898 30.0779224, 53.134843 30.0781701)",,
147332919,residential,False,False,36.104,خیابان فلسطین,,"LINESTRING (53.1343612 30.0799949, 53.1344847 30.0803015)",,
147332919,residential,False,True,14.379,خیابان فلسطین,,"LINESTRING (53.1343612 30.0799949, 53.134312 30.0798728)",,
803487012,residential,False,False,85.422,,,"LINESTRING (53.1343612 30.0799949, 53.1340218 30.0802231, 53.1336192 30.080412)",,
803486354,residential,False,False,64.26899999999999,,,"LINESTRING (53.1389084 30.0803299, 53.1385869 30.0799732, 53.1385298 30.0798577)",,
803486355,residential,False,False,80.622,,,"LINESTRING (53.1384266 30.0804195, 53.1381605 30.080169, 53.1381499 30.0801285, 53.1381733 30.080099, 53.1383885 30.0798543)",,
803486356,residential,False,True,31.923,,,"LINESTRING (53.1371623 30.0804628, 53.1374299 30.0806325)",,
184629855,tertiary,False,False,72.336,خیابان باقری,,"LINESTRING (53.1374299 30.0806325, 53.1374798 30.0799834)",,
184629855,tertiary,False,True,126.553,خیابان باقری,,"LINESTRING (53.1374299 30.0806325, 53.1373425 30.0817681)",,
803486356,residential,False,False,31.923,,,"LINESTRING (53.1374299 30.0806325, 53.1371623 30.0804628)",,
803486357,residential,False,True,33.942,,,"LINESTRING (53.1371771 30.0800369, 53.1374132 30.0798101)",,
184629850,tertiary,True,False,8.379,,,"LINESTRING (53.1374132 30.0798101, 53.1373857 30.0797386)",,
803486357,residential,False,False,33.942,,,"LINESTRING (53.1374132 30.0798101, 53.1371771 30.0800369)",,
803486358,residential,False,False,72.935,,,"LINESTRING (53.1349022 30.0794672, 53.1346791 30.0796646, 53.134312 30.0798728)",,
562383008,residential,False,False,9.467,,,"LINESTRING (53.1362716 30.0802323, 53.1363422 30.080173)",,
562383008,residential,False,True,18.336,,,"LINESTRING (53.1362716 30.0802323, 53.1361273 30.08034)",,
803486359,residential,False,True,58.997,,,"LINESTRING (53.1362716 30.0802323, 53.1366715 30.0806345)",,
803486359,residential,False,False,58.997,,,"LINESTRING (53.1366715 30.0806345, 53.1362716 30.0802323)",,
562383008,residential,False,False,18.336,,,"LINESTRING (53.1361273 30.08034, 53.1362716 30.0802323)",,
803486360,residential,False,True,71.227,,,"LINESTRING (53.1361273 30.08034, 53.1356059 30.0798853)",,
"[562383008, 803487011]",residential,False,True,126.226,,,"LINESTRING (53.1361273 30.08034, 53.1360385 30.0803844, 53.1357513 30.0804183, 53.1356575 30.0804834, 53.1356442 30.0805801, 53.1360214 30.0810766)",,
803486360,residential,False,False,71.227,,,"LINESTRING (53.1356059 30.0798853, 53.1361273 30.08034)",,
562383008,residential,False,False,85.715,,,"LINESTRING (53.1363422 30.080173, 53.1369666 30.0796232)",,
562383008,residential,False,True,9.467,,,"LINESTRING (53.1363422 30.080173, 53.1362716 30.0802323)",,
803486361,residential,False,True,93.58,,,"LINESTRING (53.1363422 30.080173, 53.1359614 30.0798448, 53.1356591 30.079574)",,
803486361,residential,False,False,93.58,,,"LINESTRING (53.1356591 30.079574, 53.1359614 30.0798448, 53.1363422 30.080173)",,
147332919,residential,False,False,44.044,خیابان فلسطین,,"LINESTRING (53.1349098 30.0812508, 53.1351676 30.0815781)",,
147332919,residential,False,True,10.562,خیابان فلسطین,,"LINESTRING (53.1349098 30.0812508, 53.134848 30.0811723)",,
803486362,residential,False,True,50.268,,,"LINESTRING (53.1349098 30.0812508, 53.1344493 30.0814643)",,
803486362,residential,False,False,50.268,,,"LINESTRING (53.1344493 30.0814643, 53.1349098 30.0812508)",,
147332919,residential,False,False,66.683,خیابان فلسطین,,"LINESTRING (53.1355615 30.0819602, 53.1360175 30.0824118)",,
147332919,residential,False,True,9.926,خیابان فلسطین,,"LINESTRING (53.1355615 30.0819602, 53.1354936 30.081893)",,
803486363,residential,False,True,56.78,,,"LINESTRING (53.1355615 30.0819602, 53.1359869 30.0816063)",,
803486363,residential,False,False,56.78,,,"LINESTRING (53.1359869 30.0816063, 53.1355615 30.0819602)",,
803486364,residential,False,False,37.787,,,"LINESTRING (53.1359869 30.0816063, 53.1362349 30.0818698)",,
"[803486363, 803486365]",residential,False,True,57.12499999999999,,,"LINESTRING (53.1359869 30.0816063, 53.136041 30.0815478, 53.1360546 30.0815177, 53.136041 30.0814762, 53.1359211 30.0813782, 53.1357354 30.081227)",,
297807889,residential,False,False,32.202,پاچنار,,"LINESTRING (53.1357354 30.081227, 53.1360214 30.0810766)",,
297807889,residential,False,True,67.149,پاچنار,,"LINESTRING (53.1357354 30.081227, 53.1351676 30.0815781)",,
"[803486363, 803486365]",residential,False,False,57.125,,,"LINESTRING (53.1357354 30.081227, 53.1359211 30.0813782, 53.136041 30.0814762, 53.1360546 30.0815177, 53.136041 30.0815478, 53.1359869 30.0816063)",,
147332903,residential,False,True,17.087,امام زاده,,"LINESTRING (53.1352878 30.078387, 53.1354471 30.0784549)",,
803487746,residential,False,True,50.192,عرفان,,"LINESTRING (53.1352878 30.078387, 53.1349405 30.0787238)",,
147332903,residential,False,False,49.196,امام زاده,,"LINESTRING (53.1352878 30.078387, 53.1350707 30.0782945, 53.134843 30.0781701)",,
803487747,residential,False,True,34.792,,,"LINESTRING (53.1404376 30.0792698, 53.1401771 30.0790528)",,
803487753,residential,False,False,75.936,,,"LINESTRING (53.1404376 30.0792698, 53.13993 30.0797927)",,
803487753,residential,False,True,22.505,,,"LINESTRING (53.1404376 30.0792698, 53.140588 30.0791148)",,
803487747,residential,False,False,34.792,,,"LINESTRING (53.1401771 30.0790528, 53.1404376 30.0792698)",,
184629792,primary,True,False,4.896,بلوار امام خمینی,60,"LINESTRING (53.1398792 30.0797902, 53.13993 30.0797927)",,
803487748,residential,False,True,43.586,,,"LINESTRING (53.1398792 30.0797902, 53.1395924 30.0794868)",,
803487748,residential,False,False,43.586,,,"LINESTRING (53.1395924 30.0794868, 53.1398792 30.0797902)",,
184629792,primary,True,False,79.492,بلوار امام خمینی,60,"LINESTRING (53.1390533 30.0797729, 53.1398792 30.0797902)",,
803487749,residential,False,True,40.138,,,"LINESTRING (53.1390533 30.0797729, 53.1393363 30.0795077)",,
803487749,residential,False,False,40.138,,,"LINESTRING (53.1393363 30.0795077, 53.1390533 30.0797729)",,
147332903,residential,False,False,33.645,امام زاده,,"LINESTRING (53.1397777 30.0783874, 53.1394407 30.0784681)",,
147332903,residential,False,True,64.227,امام زاده,,"LINESTRING (53.1397777 30.0783874, 53.140421 30.0782333)",,
803487750,residential,False,True,54.051,,,"LINESTRING (53.1397777 30.0783874, 53.1399036 30.0785899, 53.1399898 30.078701, 53.1400827 30.0787932)",,
803487750,residential,False,False,54.051,,,"LINESTRING (53.1400827 30.0787932, 53.1399898 30.078701, 53.1399036 30.0785899, 53.1397777 30.0783874)",,
803487753,residential,False,False,22.505,,,"LINESTRING (53.140588 30.0791148, 53.1404376 30.0792698)",,
803487754,residential,False,True,83.688,,,"LINESTRING (53.1378758 30.0781766, 53.1375834 30.078281, 53.1375486 30.0783089, 53.1375378 30.0783576, 53.1375793 30.0787442)",,
147332903,residential,False,False,64.227,امام زاده,,"LINESTRING (53.140421 30.0782333, 53.1397777 30.0783874)",,
803487756,residential,False,False,62.805,,,"LINESTRING (53.1398168 30.0789292, 53.1395954 30.0786768, 53.1394407 30.0784681)",,
803487757,residential,False,False,60.328,کوچه نشاط,,"LINESTRING (53.1393156 30.0790344, 53.1391213 30.0788414, 53.1389879 30.0785791)",,
803487758,residential,False,False,71.591,,,"LINESTRING (53.1386736 30.0792553, 53.138184 30.0797401)",,
184629792,primary,True,False,77.409,بلوار امام خمینی,60,"LINESTRING (53.1328207 30.0773212, 53.1330357 30.0775546, 53.1331822 30.0776863, 53.1333874 30.0778073)",,
184629854,primary,True,False,15.301000000000002,میدان بسیج,,"LINESTRING (53.1328207 30.0773212, 53.1328075 30.0773462, 53.1327867 30.077367, 53.13276 30.077382, 53.1327295 30.0773899, 53.1326977 30.0773901)",roundabout,
184629854,primary,True,False,1.168,میدان بسیج,,"LINESTRING (53.1327146 30.0771959, 53.1327267 30.0771967)",roundabout,
184629801,primary,True,False,30.44,بلوار بسیج,60,"LINESTRING (53.1313341 30.0764072, 53.1316035 30.0765507)",,
559464403,residential,False,False,86.247,,,"LINESTRING (53.1312313 30.0765865, 53.1307807 30.077257)",,
1200686278,residential,True,False,146.825,,,"LINESTRING (53.1325511 30.0772093, 53.1323907 30.0772075, 53.1317966 30.0769035, 53.1317257 30.0768468, 53.1313502 30.0766517, 53.1312313 30.0765865)",,
1232156854,primary_link,False,True,10.119,,,"LINESTRING (53.1404064 30.0798042, 53.1404068 30.0798952)",,
