osmid,oneway,highway,reversed,length,geometry,ref,junction,name
98111257,True,primary,False,78.005,"LINESTRING (60.3173874 34.9917737, 60.3181358 34.9921146)",,,بلوار خلیج فارس
98111254,True,primary,False,10.884,"LINESTRING (60.317317 34.9918608, 60.3172128 34.9918129)",,,بلوار خلیج فارس
723080140,True,secondary,False,241.36,"LINESTRING (60.317317 34.9918608, 60.3170471 34.9922183, 60.3159095 34.9936998)",,,بلوار امام خمینی
381756542,False,residential,True,79.336,"LINESTRING (60.3151465 34.9931792, 60.3158591 34.9935894)",,,
207758682,False,secondary,False,136.903,"LINESTRING (60.3151465 34.9931792, 60.3152232 34.9930458, 60.3155252 34.9923089, 60.3156248 34.9921079, 60.3156888 34.9920354)",,,
207758682,False,secondary,True,48.712,"LINESTRING (60.3151465 34.9931792, 60.3149583 34.9933554, 60.3147679 34.9934868)",,,
207758682,False,secondary,True,109.777,"LINESTRING (60.313942 34.9943129, 60.3133338 34.9951652)",,,
381756540,False,tertiary,False,105.307,"LINESTRING (60.313942 34.9943129, 60.3149235 34.9948133)",,,ولیعصر
381756540,False,tertiary,True,110.066,"LINESTRING (60.313942 34.9943129, 60.3129166 34.9937893)",,,ولیعصر
"[723083976, 723083969]",False,residential,True,330.68499999999995,"LINESTRING (60.313942 34.9943129, 60.3137395 34.9941133, 60.3135625 34.9939595, 60.3137556 34.9932411, 60.3131603 34.9928764, 60.3129297 34.9931466, 60.313222 34.9933158, 60.3129166 34.9937893)",,,
207758682,False,secondary,False,120.54499999999999,"LINESTRING (60.313942 34.9943129, 60.3140363 34.9941299, 60.3142341 34.9938859, 60.314479 34.9936862, 60.3147679 34.9934868)",,,
381756551,False,residential,False,275.824,"LINESTRING (60.3128813 34.9957841, 60.3106062 34.9941472)",,,ابوالفضلی ۳
381756565,False,secondary,False,69.103,"LINESTRING (60.3128813 34.9957841, 60.3132722 34.9952515)",,,
381756565,False,secondary,True,51.134,"LINESTRING (60.3128813 34.9957841, 60.3131137 34.9962027)",,,
93792519,True,secondary,False,102.114,"LINESTRING (60.3133106 34.9951976, 60.3142826 34.9956551)",,,
207758682,False,secondary,False,4.177,"LINESTRING (60.3133106 34.9951976, 60.3133338 34.9951652)",,,
207758682,False,secondary,True,6.939,"LINESTRING (60.3133106 34.9951976, 60.3132722 34.9952515)",,,
207758682,False,secondary,False,6.939,"LINESTRING (60.3132722 34.9952515, 60.3133106 34.9951976)",,,
381756565,False,secondary,True,69.103,"LINESTRING (60.3132722 34.9952515, 60.3128813 34.9957841)",,,
93792519,True,secondary,False,11.279,"LINESTRING (60.3142826 34.9956551, 60.3143851 34.995712)",,,
385104636,True,secondary,False,24.609,"LINESTRING (60.3142826 34.9956551, 60.3144159 34.9954626)",,,بلوار امام خمینی
723080134,True,secondary,False,8.944,"LINESTRING (60.3143851 34.995712, 60.3143304 34.9957788)",,,بلوار امام خمینی
385104634,True,secondary,False,109.91900000000001,"LINESTRING (60.3143851 34.995712, 60.3151653 34.9961108, 60.3152622 34.9961703, 60.3153332 34.9962266, 60.315376 34.996269)",,,
385104633,True,secondary,False,101.439,"LINESTRING (60.3142239 34.9957252, 60.3132722 34.9952515)",,,
385104636,True,secondary,False,9.452,"LINESTRING (60.3142239 34.9957252, 60.3142826 34.9956551)",,,بلوار امام خمینی
93792512,True,secondary,False,11.386,"LINESTRING (60.3143304 34.9957788, 60.3142239 34.9957252)",,,
723080134,True,secondary,False,113.894,"LINESTRING (60.3143304 34.9957788, 60.3141674 34.9959814, 60.3140113 34.996089, 60.3138758 34.99618, 60.313683 34.9962698, 60.3133577 34.9963824)",,,بلوار امام خمینی
244555366,True,secondary_link,False,35.028999999999996,"LINESTRING (60.3156539 34.9965179, 60.3156776 34.9965911, 60.3156721 34.996623, 60.3156629 34.9966491, 60.3156392 34.9966689, 60.3156073 34.9966859, 60.3155807 34.9966972, 60.3155619 34.9967004, 60.3155408 34.9966993, 60.3155199 34.9966891, 60.3154797 34.9966607)",,,
385104634,True,secondary,False,31.165000000000003,"LINESTRING (60.3156539 34.9965179, 60.3157699 34.9966304, 60.315825 34.9966608, 60.3159162 34.9966852)",,,
93792512,True,secondary,False,148.662,"LINESTRING (60.3154797 34.9966607, 60.3153412 34.9963831, 60.3152663 34.9962983, 60.3152072 34.9962296, 60.3151208 34.9961766, 60.3143304 34.9957788)",,,
385104635,True,primary,False,355.514,"LINESTRING (60.3153745 34.9971542, 60.3149053 34.9972875, 60.314624 34.9973965, 60.3141046 34.9976204, 60.3136337 34.9978437, 60.3119453 34.9986658)",36,,
977437244,True,primary_link,False,31.925999999999995,"LINESTRING (60.3153745 34.9971542, 60.3152955 34.9971085, 60.3152525 34.997047, 60.3152445 34.9969876, 60.3152743 34.9969143)",,,
381756535,False,tertiary,True,116.171,"LINESTRING (60.3152113 34.9909138, 60.3163472 34.9913887)",,,
723083984,False,residential,True,240.424,"LINESTRING (60.3152113 34.9909138, 60.3141203 34.9928826)",,,
381756535,False,tertiary,False,160.651,"LINESTRING (60.3152113 34.9909138, 60.314437 34.9906546, 60.3135981 34.9903313)",,,
381756535,False,tertiary,False,116.171,"LINESTRING (60.3163472 34.9913887, 60.3152113 34.9909138)",,,
381756535,False,tertiary,True,81.173,"LINESTRING (60.3163472 34.9913887, 60.3171408 34.9917207)",,,
207758682,False,secondary,True,93.679,"LINESTRING (60.3163472 34.9913887, 60.31578 34.9919321, 60.3156888 34.9920354)",,,
723083983,False,residential,True,95.114,"LINESTRING (60.3134009 34.9915483, 60.3131524 34.9917869, 60.3126026 34.9920879)",,,
381756535,False,tertiary,False,96.56,"LINESTRING (60.310203 34.9916009, 60.3096668 34.9920879, 60.3095458 34.9922759)",,,
381756535,False,tertiary,True,469.054,"LINESTRING (60.310203 34.9916009, 60.3103928 34.9914072, 60.3107774 34.9908288, 60.3116599 34.9894954, 60.3135981 34.9903313)",,,
723081946,False,residential,False,170.558,"LINESTRING (60.310203 34.9916009, 60.3093203 34.9908744, 60.3095501 34.9904017)",,,
723081946,False,residential,True,138.37,"LINESTRING (60.310203 34.9916009, 60.3105788 34.9918274, 60.3106885 34.9921398, 60.3106239 34.9926743)",,,
381756535,False,tertiary,False,21.196,"LINESTRING (60.3095458 34.9922759, 60.3094841 34.9924597)",,,
381756535,False,tertiary,True,96.56,"LINESTRING (60.3095458 34.9922759, 60.3096668 34.9920879, 60.310203 34.9916009)",,,
381756535,False,tertiary,True,21.196,"LINESTRING (60.3094841 34.9924597, 60.3095458 34.9922759)",,,
381756540,False,tertiary,False,14.839,"LINESTRING (60.3094841 34.9924597, 60.3096413 34.9924947)",,,ولیعصر
381756540,False,tertiary,True,14.839,"LINESTRING (60.3096413 34.9924947, 60.3094841 34.9924597)",,,ولیعصر
381756540,False,tertiary,False,55.913,"LINESTRING (60.3096413 34.9924947, 60.3098844 34.9925489, 60.3102353 34.9926213)",,,ولیعصر
98111254,True,primary,False,78.839,"LINESTRING (60.3188388 34.9925361, 60.3180794 34.992196)",,,بلوار خلیج فارس
381756541,False,residential,True,248.187,"LINESTRING (60.3188388 34.9925361, 60.3173532 34.9944071)",,,
381756540,False,tertiary,False,35.886,"LINESTRING (60.3102353 34.9926213, 60.3106239 34.9926743)",,,ولیعصر
723081944,False,residential,True,54.018,"LINESTRING (60.3102353 34.9926213, 60.3098743 34.9930067)",,,
381756540,False,tertiary,True,55.913,"LINESTRING (60.3102353 34.9926213, 60.3098844 34.9925489, 60.3096413 34.9924947)",,,ولیعصر
381756540,False,tertiary,True,35.886,"LINESTRING (60.3106239 34.9926743, 60.3102353 34.9926213)",,,ولیعصر
381756540,False,tertiary,False,103.403,"LINESTRING (60.3106239 34.9926743, 60.3107122 34.9926936, 60.3108476 34.9927438, 60.311036 34.9928287, 60.3116131 34.9931235)",,,ولیعصر
723081946,False,residential,False,138.37,"LINESTRING (60.3106239 34.9926743, 60.3106885 34.9921398, 60.3105788 34.9918274, 60.310203 34.9916009)",,,
723081946,False,residential,True,78.657,"LINESTRING (60.3106239 34.9926743, 60.3106408 34.9928935, 60.3103235 34.9933062)",,,
381756561,False,residential,False,52.758,"LINESTRING (60.3098743 34.9930067, 60.3103235 34.9933062)",,,
723081944,False,residential,False,54.018,"LINESTRING (60.3098743 34.9930067, 60.3102353 34.9926213)",,,
381756549,False,residential,True,55.704,"LINESTRING (60.3103235 34.9933062, 60.3100183 34.9937403)",,,
381756561,False,residential,False,87.262,"LINESTRING (60.3103235 34.9933062, 60.3111089 34.9937555)",,,
381756561,False,residential,True,52.758,"LINESTRING (60.3103235 34.9933062, 60.3098743 34.9930067)",,,
723081946,False,residential,False,78.657,"LINESTRING (60.3103235 34.9933062, 60.3106408 34.9928935, 60.3106239 34.9926743)",,,
381756540,False,tertiary,False,37.653,"LINESTRING (60.3120214 34.9933321, 60.3123722 34.9935112)",,,ولیعصر
381756540,False,tertiary,True,43.833,"LINESTRING (60.3120214 34.9933321, 60.3116131 34.9931235)",,,ولیعصر
381756560,False,tertiary,True,95.862,"LINESTRING (60.3120214 34.9933321, 60.3114609 34.9935684, 60.3112584 34.9936542, 60.3111089 34.9937555)",,,ابوالفضلی
381756540,False,tertiary,False,58.442,"LINESTRING (60.3123722 34.9935112, 60.3129166 34.9937893)",,,ولیعصر
381756540,False,tertiary,True,37.653,"LINESTRING (60.3123722 34.9935112, 60.3120214 34.9933321)",,,ولیعصر
381756577,False,residential,True,154.172,"LINESTRING (60.3123722 34.9935112, 60.3118444 34.9942304, 60.3121508 34.9944186, 60.3123534 34.994583)",,,
381756542,False,residential,False,79.336,"LINESTRING (60.3158591 34.9935894, 60.3151465 34.9931792)",,,
385104636,True,secondary,False,142.924,"LINESTRING (60.3158591 34.9935894, 60.3166906 34.9924994)",,,بلوار امام خمینی
381756549,False,residential,False,55.704,"LINESTRING (60.3100183 34.9937403, 60.3103235 34.9933062)",,,
381756560,False,tertiary,True,10.251,"LINESTRING (60.3111089 34.9937555, 60.3110316 34.9938225)",,,ابوالفضلی
381756561,False,residential,True,87.262,"LINESTRING (60.3111089 34.9937555, 60.3103235 34.9933062)",,,
381756560,False,tertiary,False,95.862,"LINESTRING (60.3111089 34.9937555, 60.3112584 34.9936542, 60.3114609 34.9935684, 60.3120214 34.9933321)",,,ابوالفضلی
381756540,False,tertiary,False,110.066,"LINESTRING (60.3129166 34.9937893, 60.313942 34.9943129)",,,ولیعصر
"[723083976, 723083969]",False,residential,False,330.685,"LINESTRING (60.3129166 34.9937893, 60.313222 34.9933158, 60.3129297 34.9931466, 60.3131603 34.9928764, 60.3137556 34.9932411, 60.3135625 34.9939595, 60.3137395 34.9941133, 60.313942 34.9943129)",,,
381756540,False,tertiary,True,58.442,"LINESTRING (60.3129166 34.9937893, 60.3123722 34.9935112)",,,ولیعصر
381756554,False,residential,True,102.084,"LINESTRING (60.3129166 34.9937893, 60.3123534 34.994583)",,,
381756547,False,residential,True,94.454,"LINESTRING (60.3110316 34.9938225, 60.3118061 34.9943873)",,,ابوالفضلی ۱
381756560,False,tertiary,False,10.251,"LINESTRING (60.3110316 34.9938225, 60.3111089 34.9937555)",,,ابوالفضلی
381756560,False,tertiary,True,53.083999999999996,"LINESTRING (60.3110316 34.9938225, 60.3109264 34.9939137, 60.3107804 34.9940353, 60.3106062 34.9941472)",,,ابوالفضلی
381756546,False,secondary_link,True,11.121,"LINESTRING (60.3155818 34.9939654, 60.3156876 34.9940153)",,,
385104636,True,secondary,False,48.848,"LINESTRING (60.3155818 34.9939654, 60.3158591 34.9935894)",,,بلوار امام خمینی
381756546,False,secondary_link,False,11.121,"LINESTRING (60.3156876 34.9940153, 60.3155818 34.9939654)",,,
723080140,True,secondary,False,37.652,"LINESTRING (60.3156876 34.9940153, 60.3154646 34.9943004)",,,بلوار امام خمینی
381756551,False,residential,True,275.824,"LINESTRING (60.3106062 34.9941472, 60.3128813 34.9957841)",,,ابوالفضلی ۳
381756560,False,tertiary,False,53.084,"LINESTRING (60.3106062 34.9941472, 60.3107804 34.9940353, 60.3109264 34.9939137, 60.3110316 34.9938225)",,,ابوالفضلی
381756560,False,tertiary,True,49.687,"LINESTRING (60.3106062 34.9941472, 60.3104436 34.9942455, 60.3102812 34.9943633, 60.310207 34.9944472)",,,ابوالفضلی
381756580,False,residential,False,67.851,"LINESTRING (60.3154646 34.9943004, 60.3160998 34.9946191)",,,
723080140,True,secondary,False,160.119,"LINESTRING (60.3154646 34.9943004, 60.3145225 34.9955161)",,,بلوار امام خمینی
381756547,False,residential,False,94.454,"LINESTRING (60.3118061 34.9943873, 60.3110316 34.9938225)",,,ابوالفضلی ۱
381756560,False,tertiary,False,49.687,"LINESTRING (60.310207 34.9944472, 60.3102812 34.9943633, 60.3104436 34.9942455, 60.3106062 34.9941472)",,,ابوالفضلی
381756560,False,tertiary,True,68.459,"LINESTRING (60.310207 34.9944472, 60.3101775 34.9944857, 60.3101222 34.9945667, 60.3100398 34.9947124, 60.3099468 34.9948811, 60.3098756 34.9949992)",,,ابوالفضلی
381756581,False,residential,True,297.606,"LINESTRING (60.310207 34.9944472, 60.3112694 34.9951812, 60.3116544 34.9954281, 60.3119782 34.9956953, 60.3121831 34.9958901, 60.312565 34.9962849)",,,
381756554,False,residential,False,102.084,"LINESTRING (60.3123534 34.994583, 60.3129166 34.9937893)",,,
381756577,False,residential,True,110.302,"LINESTRING (60.3123534 34.994583, 60.3133338 34.9951652)",,,
381756577,False,residential,False,154.172,"LINESTRING (60.3123534 34.994583, 60.3121508 34.9944186, 60.3118444 34.9942304, 60.3123722 34.9935112)",,,
381756540,False,tertiary,True,105.307,"LINESTRING (60.3149235 34.9948133, 60.313942 34.9943129)",,,ولیعصر
385104636,True,secondary,False,111.737,"LINESTRING (60.3149235 34.9948133, 60.3155818 34.9939654)",,,بلوار امام خمینی
381756560,False,tertiary,False,68.459,"LINESTRING (60.3098756 34.9949992, 60.3099468 34.9948811, 60.3100398 34.9947124, 60.3101222 34.9945667, 60.3101775 34.9944857, 60.310207 34.9944472)",,,ابوالفضلی
381756560,False,tertiary,True,75.589,"LINESTRING (60.3098756 34.9949992, 60.3098467 34.9950471, 60.309562 34.9954116, 60.3094346 34.9955747)",,,ابوالفضلی
381756569,False,residential,True,231.767,"LINESTRING (60.3098756 34.9949992, 60.3104451 34.995467, 60.3112277 34.9962214, 60.3115471 34.9965672)",,,
381756541,False,residential,False,80.026,"LINESTRING (60.3168742 34.9950104, 60.3173532 34.9944071)",,,
381756580,False,residential,False,5.02,"LINESTRING (60.3168742 34.9950104, 60.3169211 34.9950341)",,,
381756580,False,residential,True,82.881,"LINESTRING (60.3168742 34.9950104, 60.3160998 34.9946191)",,,
381756580,False,residential,True,5.02,"LINESTRING (60.3169211 34.9950341, 60.3168742 34.9950104)",,,
381756578,False,residential,False,246.574,"LINESTRING (60.3169211 34.9950341, 60.3166978 34.9954047, 60.3167077 34.9954579, 60.316781 34.9955029, 60.3186906 34.9961026)",,,
381756580,False,residential,False,266.843,"LINESTRING (60.3169211 34.9950341, 60.317213 34.9951816, 60.3173783 34.9950502, 60.3185334 34.9954052, 60.3196027 34.9956847)",,,
207758682,False,secondary,False,109.777,"LINESTRING (60.3133338 34.9951652, 60.313942 34.9943129)",,,
207758682,False,secondary,True,4.177,"LINESTRING (60.3133338 34.9951652, 60.3133106 34.9951976)",,,
381756577,False,residential,False,110.302,"LINESTRING (60.3133338 34.9951652, 60.3123534 34.994583)",,,
381756558,False,secondary_link,True,11.388,"LINESTRING (60.3144159 34.9954626, 60.3145225 34.9955161)",,,
385104636,True,secondary,False,85.736,"LINESTRING (60.3144159 34.9954626, 60.3149235 34.9948133)",,,بلوار امام خمینی
381756558,False,secondary_link,False,11.388,"LINESTRING (60.3145225 34.9955161, 60.3144159 34.9954626)",,,
723080140,True,secondary,False,25.123,"LINESTRING (60.3145225 34.9955161, 60.3143851 34.995712)",,,بلوار امام خمینی
381756560,False,tertiary,False,75.589,"LINESTRING (60.3094346 34.9955747, 60.309562 34.9954116, 60.3098467 34.9950471, 60.3098756 34.9949992)",,,ابوالفضلی
381756543,False,residential,True,116.842,"LINESTRING (60.3111528 34.9956144, 60.3119883 34.9964117)",,,
381756578,False,residential,True,246.574,"LINESTRING (60.3186906 34.9961026, 60.316781 34.9955029, 60.3167077 34.9954579, 60.3166978 34.9954047, 60.3169211 34.9950341)",,,
381756566,True,tertiary,False,50.81,"LINESTRING (60.312565 34.9962849, 60.3131137 34.9962027)",,,
381756581,False,residential,False,297.606,"LINESTRING (60.312565 34.9962849, 60.3121831 34.9958901, 60.3119782 34.9956953, 60.3116544 34.9954281, 60.3112694 34.9951812, 60.310207 34.9944472)",,,
381756532,False,tertiary,False,29.59,"LINESTRING (60.3123014 34.9963408, 60.3119883 34.9964117)",,,امام حسین
381756566,True,tertiary,False,24.803,"LINESTRING (60.3123014 34.9963408, 60.312565 34.9962849)",,,
381756532,False,tertiary,False,43.751,"LINESTRING (60.3119883 34.9964117, 60.3115471 34.9965672)",,,امام حسین
381756532,False,tertiary,True,29.59,"LINESTRING (60.3119883 34.9964117, 60.3123014 34.9963408)",,,امام حسین
381756543,False,residential,False,116.842,"LINESTRING (60.3119883 34.9964117, 60.3111528 34.9956144)",,,
381756532,False,tertiary,True,43.751,"LINESTRING (60.3115471 34.9965672, 60.3119883 34.9964117)",,,امام حسین
1208433439,False,residential,True,93.23,"LINESTRING (60.3115471 34.9965672, 60.31194 34.9973414)",,,شهید علی حسین زهی
381756569,False,residential,False,231.767,"LINESTRING (60.3115471 34.9965672, 60.3112277 34.9962214, 60.3104451 34.995467, 60.3098756 34.9949992)",,,
381756545,True,tertiary,False,27.836,"LINESTRING (60.313371 34.9966778, 60.3131321 34.9965217)",,,
381756563,False,tertiary,False,46.957,"LINESTRING (60.313371 34.9966778, 60.3138099 34.9968993)",,,
977437243,True,primary,False,14.758,"LINESTRING (60.3152743 34.9969143, 60.3154067 34.9968378)",36,,
98111256,True,primary,False,230.915,"LINESTRING (60.3162551 34.9966529, 60.3165051 34.9966317, 60.3167921 34.9966031, 60.3170746 34.9965287, 60.317401 34.9964515, 60.3177014 34.9963697, 60.3186906 34.9961026)",,,شهید اسدی
381756562,True,primary_link,False,38.849000000000004,"LINESTRING (60.3162551 34.9966529, 60.3163877 34.9966871, 60.3164475 34.9967393, 60.3164636 34.9968195, 60.3164379 34.9968994)",,,
381756556,False,residential,False,50.361,"LINESTRING (60.3138099 34.9968993, 60.3135229 34.9972864)",,,
381756563,False,tertiary,True,46.957,"LINESTRING (60.3138099 34.9968993, 60.313371 34.9966778)",,,
381756563,False,tertiary,False,81.953,"LINESTRING (60.3138099 34.9968993, 60.3141964 34.9970945, 60.3143244 34.9971574, 60.3145106 34.9973463)",,,
381756556,False,residential,True,50.361,"LINESTRING (60.3135229 34.9972864, 60.3138099 34.9968993)",,,
381756539,False,residential,False,180.92899999999997,"LINESTRING (60.3191033 34.9961279, 60.3198386 34.9969683, 60.3202962 34.997428)",,,
463506860,True,primary,False,258.077,"LINESTRING (60.3191033 34.9961279, 60.3177658 34.9964839, 60.3174125 34.9965617, 60.3168343 34.9967278, 60.3164379 34.9968994)",,,شهید اسدی
723083997,False,residential,True,79.685,"LINESTRING (60.3135054 34.9923729, 60.3141203 34.9928826)",,,
381756580,False,residential,False,82.881,"LINESTRING (60.3160998 34.9946191, 60.3168742 34.9950104)",,,
381756580,False,residential,True,67.851,"LINESTRING (60.3160998 34.9946191, 60.3154646 34.9943004)",,,
723083975,False,residential,False,227.653,"LINESTRING (60.3160998 34.9946191, 60.3152948 34.9955809, 60.315631 34.9957537, 60.315376 34.996269)",,,
385104636,True,secondary,False,89.94399999999999,"LINESTRING (60.3166906 34.9924994, 60.3169511 34.9921556, 60.3172128 34.9918129)",,,بلوار امام خمینی
723083988,False,residential,False,110.267,"LINESTRING (60.3166906 34.9924994, 60.3160828 34.9923944, 60.3156888 34.9920354)",,,
723080140,True,secondary,False,40.489,"LINESTRING (60.3159095 34.9936998, 60.3156876 34.9940153)",,,بلوار امام خمینی
723083990,False,residential,False,153.233,"LINESTRING (60.3159095 34.9936998, 60.3173532 34.9944071)",,,
381756540,False,tertiary,False,43.833,"LINESTRING (60.3116131 34.9931235, 60.3120214 34.9933321)",,,ولیعصر
381756540,False,tertiary,True,103.403,"LINESTRING (60.3116131 34.9931235, 60.311036 34.9928287, 60.3108476 34.9927438, 60.3107122 34.9926936, 60.3106239 34.9926743)",,,ولیعصر
723083998,False,residential,True,152.612,"LINESTRING (60.3116131 34.9931235, 60.3120931 34.9928942, 60.312557 34.9922746, 60.3126026 34.9920879)",,,بسیج
723083983,False,residential,False,95.114,"LINESTRING (60.3126026 34.9920879, 60.3131524 34.9917869, 60.3134009 34.9915483)",,,
723083998,False,residential,False,152.612,"LINESTRING (60.3126026 34.9920879, 60.312557 34.9922746, 60.3120931 34.9928942, 60.3116131 34.9931235)",,,بسیج
723083998,False,residential,True,251.60099999999997,"LINESTRING (60.3126026 34.9920879, 60.3122525 34.9919055, 60.3133884 34.9905391, 60.3135981 34.9903313)",,,بسیج
723083997,False,residential,False,89.408,"LINESTRING (60.3147679 34.9934868, 60.3141203 34.9928826)",,,
207758682,False,secondary,False,48.712,"LINESTRING (60.3147679 34.9934868, 60.3149583 34.9933554, 60.3151465 34.9931792)",,,
207758682,False,secondary,True,120.545,"LINESTRING (60.3147679 34.9934868, 60.314479 34.9936862, 60.3142341 34.9938859, 60.3140363 34.9941299, 60.313942 34.9943129)",,,
381756535,False,tertiary,False,469.054,"LINESTRING (60.3135981 34.9903313, 60.3116599 34.9894954, 60.3107774 34.9908288, 60.3103928 34.9914072, 60.310203 34.9916009)",,,
381756535,False,tertiary,True,160.651,"LINESTRING (60.3135981 34.9903313, 60.314437 34.9906546, 60.3152113 34.9909138)",,,
723083998,False,residential,False,251.601,"LINESTRING (60.3135981 34.9903313, 60.3133884 34.9905391, 60.3122525 34.9919055, 60.3126026 34.9920879)",,,بسیج
381756541,False,residential,False,248.187,"LINESTRING (60.3173532 34.9944071, 60.3188388 34.9925361)",,,
381756541,False,residential,True,80.026,"LINESTRING (60.3173532 34.9944071, 60.3168742 34.9950104)",,,
723083990,False,residential,True,153.233,"LINESTRING (60.3173532 34.9944071, 60.3159095 34.9936998)",,,
723083984,False,residential,False,240.424,"LINESTRING (60.3141203 34.9928826, 60.3152113 34.9909138)",,,
723083997,False,residential,False,79.685,"LINESTRING (60.3141203 34.9928826, 60.3135054 34.9923729)",,,
723083997,False,residential,True,89.408,"LINESTRING (60.3141203 34.9928826, 60.3147679 34.9934868)",,,
723081946,False,residential,True,170.558,"LINESTRING (60.3095501 34.9904017, 60.3093203 34.9908744, 60.310203 34.9916009)",,,
381756580,False,residential,True,266.84299999999996,"LINESTRING (60.3196027 34.9956847, 60.3185334 34.9954052, 60.3173783 34.9950502, 60.317213 34.9951816, 60.3169211 34.9950341)",,,
381756539,False,residential,True,180.92899999999997,"LINESTRING (60.3202962 34.997428, 60.3198386 34.9969683, 60.3191033 34.9961279)",,,
723084342,False,residential,False,210.61900000000003,"LINESTRING (60.3202962 34.997428, 60.3196969 34.9974448, 60.3187891 34.9975092, 60.3179885 34.9975385)",,,
723084342,False,residential,True,210.619,"LINESTRING (60.3179885 34.9975385, 60.3187891 34.9975092, 60.3196969 34.9974448, 60.3202962 34.997428)",,,
207758682,False,secondary,False,93.679,"LINESTRING (60.3156888 34.9920354, 60.31578 34.9919321, 60.3163472 34.9913887)",,,
207758682,False,secondary,True,136.903,"LINESTRING (60.3156888 34.9920354, 60.3156248 34.9921079, 60.3155252 34.9923089, 60.3152232 34.9930458, 60.3151465 34.9931792)",,,
723083988,False,residential,True,110.267,"LINESTRING (60.3156888 34.9920354, 60.3160828 34.9923944, 60.3166906 34.9924994)",,,
98111257,True,primary,False,83.74,"LINESTRING (60.3181358 34.9921146, 60.3189392 34.9924806)",,,بلوار خلیج فارس
806388610,False,primary_link,True,10.408,"LINESTRING (60.3181358 34.9921146, 60.3180794 34.992196)",,,
98111254,True,primary,False,78.82,"LINESTRING (60.3180794 34.992196, 60.317317 34.9918608)",,,بلوار خلیج فارس
806388610,False,primary_link,False,10.408,"LINESTRING (60.3180794 34.992196, 60.3181358 34.9921146)",,,
381756535,False,tertiary,False,81.173,"LINESTRING (60.3171408 34.9917207, 60.3163472 34.9913887)",,,
819324129,True,tertiary,False,12.265,"LINESTRING (60.3171408 34.9917207, 60.3172752 34.9917273)",,,
98111257,True,primary,False,11.449,"LINESTRING (60.3172752 34.9917273, 60.3173874 34.9917737)",,,بلوار خلیج فارس
977437243,True,primary,False,31.118000000000002,"LINESTRING (60.3159162 34.9966852, 60.3160813 34.9966624, 60.3162551 34.9966529)",36,,
93792512,True,secondary,False,22.443,"LINESTRING (60.3154067 34.9968378, 60.315466 34.9967857, 60.3154942 34.9967298, 60.3154797 34.9966607)",,,
977437243,True,primary,False,49.8,"LINESTRING (60.3154067 34.9968378, 60.3155114 34.9967954, 60.3156213 34.996747, 60.3157461 34.9967119, 60.3159162 34.9966852)",36,,
381756563,False,tertiary,True,81.953,"LINESTRING (60.3145106 34.9973463, 60.3143244 34.9971574, 60.3141964 34.9970945, 60.3138099 34.9968993)",,,
