osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,width,access
79057083,De Klerckstraat,residential,False,False,49.867,"LINESTRING (3.2946166 51.3405118, 3.2952763 51.3404604, 3.2953271 51.3404508)",2,,50,,,
196564249,,unclassified,False,False,56.956,"LINESTRING (3.2943457 51.3397046, 3.2944182 51.3401319, 3.2945477 51.3401482)",,,,,,
196564220,,unclassified,False,False,40.713,"LINESTRING (3.2945477 51.3401482, 3.2946166 51.3405118)",,,,,,
196564220,,unclassified,False,True,78.377,"LINESTRING (3.2945477 51.3401482, 3.2945198 51.3399573, 3.2944876 51.3396724, 3.29485 51.3396493)",,,,,,
196564249,,unclassified,False,True,56.956,"LINESTRING (3.2945477 51.3401482, 3.2944182 51.3401319, 3.2943457 51.3397046)",,,,,,
761238408,Natiënlaan,primary,True,False,50.915,"LINESTRING (3.28604 51.3400267, 3.2860224 51.3399786, 3.2860163 51.3399189, 3.2860332 51.3398313, 3.286061 51.3397341, 3.2860717 51.3396331, 3.2860373 51.3395765)",1,N49,50,,,
1234956399,Natiënlaan,primary,True,False,47.148,"LINESTRING (3.28604 51.3400267, 3.2860622 51.3399859, 3.2861373 51.3396303, 3.2861393 51.3396081)",1,N49,50,,,
761238401,Natiënlaan,primary,True,False,81.067,"LINESTRING (3.2861682 51.3400362, 3.2861003 51.3404047, 3.2860695 51.3405643, 3.2860596 51.3406559, 3.2860695 51.3407225, 3.2860791 51.3407607)",2,N49,50,,,
126551573,Smedenstraat,residential,False,True,12.585,"LINESTRING (3.2871617 51.3409221, 3.2870673 51.3410187)",,,,,,
126551573,Smedenstraat,residential,False,False,105.018,"LINESTRING (3.2871617 51.3409221, 3.2871911 51.3408807, 3.2872054 51.3408621, 3.2873931 51.3406787, 3.2874602 51.3405864, 3.2875139 51.3404758, 3.2875948 51.3402858, 3.2876909 51.3400459)",,,,,,
227749641,,residential,False,False,5.863,"LINESTRING (3.287362 51.3415726, 3.2872837 51.3415923)",,,,,,
4834296,Lippenslaan,secondary,True,False,99.42,"LINESTRING (3.287362 51.3415726, 3.2874362 51.3416876, 3.2876727 51.3422173, 3.2877572 51.3423795, 3.2877687 51.3424286)",,,50,,3,
227749641,,residential,False,True,5.863,"LINESTRING (3.2872837 51.3415923, 3.287362 51.3415726)",,,,,,
126551572,Lippenslaan,secondary,True,False,47.314,"LINESTRING (3.2872837 51.3415923, 3.2872231 51.3414893, 3.2871983 51.3414478, 3.2871567 51.3413865, 3.2870597 51.3412608, 3.2869985 51.3412078)",,,50,,3,
227749641,,residential,False,False,45.383,"LINESTRING (3.2872837 51.3415923, 3.2872294 51.3416111, 3.2870419 51.3416759, 3.2867602 51.3417733, 3.286712 51.3417899)",,,,,,
227749641,,residential,False,True,45.382999999999996,"LINESTRING (3.286712 51.3417899, 3.2867602 51.3417733, 3.2870419 51.3416759, 3.2872294 51.3416111, 3.2872837 51.3415923)",,,,,,
761238406,Duinenwater,residential,True,False,37.498000000000005,"LINESTRING (3.2855618 51.3391664, 3.2856899 51.3391829, 3.2858336 51.3392359, 3.2858586 51.3392452, 3.2859826 51.3392871, 3.2860159 51.3392942, 3.2860503 51.3393025)",1,,50,,,
106296624,Pepersstraat,residential,False,False,64.834,"LINESTRING (3.2891729 51.3414816, 3.2900177 51.3416018, 3.2900845 51.341599)",,,,,,
106296624,Pepersstraat,residential,False,True,46.804,"LINESTRING (3.2891729 51.3414816, 3.2885918 51.3413956, 3.2885166 51.3414048)",,,,,,
261436366,Burgemeester Camille Deckersstraat,residential,False,False,68.14500000000001,"LINESTRING (3.2891729 51.3414816, 3.2893757 51.3410026, 3.2893767 51.340995, 3.2893831 51.3409461, 3.2893723 51.3408858)",,,,,,
78812584,Gemeenteplein,residential,False,False,42.716,"LINESTRING (3.2893723 51.3408858, 3.2898744 51.3408486, 3.2899831 51.3408412)",2,,50,,,
"[78812584, 927260521]","['Sebastiaan Nachtegaelestraat', 'Gemeenteplein']",residential,False,True,33.616,"LINESTRING (3.2893723 51.3408858, 3.2891774 51.3408987, 3.2890336 51.3409082, 3.2888909 51.3409168)",2,,50,,,
261436366,Burgemeester Camille Deckersstraat,residential,False,True,68.145,"LINESTRING (3.2893723 51.3408858, 3.2893831 51.3409461, 3.2893767 51.340995, 3.2893757 51.3410026, 3.2891729 51.3414816)",,,,,,
106433804,Boudewijnlaan,residential,False,True,8.401,"LINESTRING (3.2876652 51.3425474, 3.2877856 51.3425402)",,,,,,
126551572,Lippenslaan,secondary,True,False,12.81,"LINESTRING (3.2876652 51.3425474, 3.2876519 51.3424325)",,,50,,3,
156119589,Alfred Verweeplein,residential,False,False,10.358,"LINESTRING (3.2878207 51.3436526, 3.2879693 51.3436448)",,,,,,
378293324,Lippenslaan,secondary,True,False,11.845,"LINESTRING (3.2878207 51.3436526, 3.2878055 51.3435465)",,,,,3,
87787836,Julius Sabbelaan,residential,False,False,78.36399999999999,"LINESTRING (3.2834032 51.347694, 3.2833817 51.3474699, 3.2833445 51.3470807, 3.2833423 51.347061, 3.2833338 51.3469906)",,,,,,
106304061,Jozef Mommenstraat,residential,False,False,8.676,"LINESTRING (3.2884012 51.3476235, 3.2885258 51.3476179)",,,,,,
"[320958739, 106296622]",Lippenslaan,tertiary,True,False,95.79199999999999,"LINESTRING (3.2884012 51.3476235, 3.2883856 51.3475185, 3.2883146 51.3470662, 3.2882931 51.3470158, 3.2882787 51.3468962, 3.2882762 51.3468813, 3.2882635 51.3467671)",2,N49c,,,3,
761238409,Natiënlaan,primary,True,False,11.049,"LINESTRING (3.2861679 51.3393117, 3.2862096 51.3393028, 3.2862563 51.339304, 3.2863228 51.3393136)",1,N49,50,roundabout,,
761238404,Natiënlaan,primary,True,False,8.743,"LINESTRING (3.2862629 51.3396106, 3.2861949 51.3396165, 3.2861393 51.3396081)",1,N49,50,roundabout,,
1234956400,Natiënlaan,primary,True,False,48.08,"LINESTRING (3.2862629 51.3396106, 3.2862315 51.3396641, 3.2861601 51.3399897, 3.2861682 51.3400362)",1,N49,50,,,
106433222,Alfred Verweeplein,residential,False,True,59.921,"LINESTRING (3.2895328 51.3435628, 3.2903925 51.3435179)",,,,,,
106433222,Alfred Verweeplein,residential,False,False,35.367000000000004,"LINESTRING (3.2895328 51.3435628, 3.289484 51.3435654, 3.2891104 51.343585, 3.2890254 51.3435894)",,,,,,
741866765,,unclassified,False,True,51.626999999999995,"LINESTRING (3.2895328 51.3435628, 3.2895039 51.3433305, 3.2894805 51.3431423, 3.2894752 51.3430999)",,,,,,
4834304,Alfred Verweeplein,residential,True,False,58.918,"LINESTRING (3.2894752 51.3430999, 3.2903213 51.3430622)",,,,,,
741866765,,unclassified,False,False,51.626999999999995,"LINESTRING (3.2894752 51.3430999, 3.2894805 51.3431423, 3.2895039 51.3433305, 3.2895328 51.3435628)",,,,,,
4834303,Piers de Raveschootlaan,residential,False,False,65.299,"LINESTRING (3.2893364 51.3456963, 3.2892408 51.3451121)",,,,,,
4834303,Piers de Raveschootlaan,residential,False,True,97.269,"LINESTRING (3.2893364 51.3456963, 3.2893908 51.346032, 3.2894386 51.3464235, 3.2894511 51.346568)",,,,,,
748710150,Fernand Severinpad,unclassified,False,True,141.81099999999998,"LINESTRING (3.2893364 51.3456963, 3.2903547 51.3456181, 3.2904944 51.3456198, 3.2905615 51.3456582, 3.2908478 51.3461148)",,,50,,,
1211224048,Natiënlaan,primary,True,False,42.797000000000004,"LINESTRING (3.2863228 51.3393136, 3.2863837 51.3393469, 3.2864286 51.3393812, 3.2864582 51.3394176, 3.2864615 51.3394614, 3.2864451 51.3395069, 3.2864188 51.3395403, 3.2863816 51.3395672, 3.2862629 51.3396106)",1,N49,50,roundabout,,
761238404,Natiënlaan,primary,True,False,9.841999999999999,"LINESTRING (3.2859559 51.3393682, 3.285996 51.3393355, 3.2860503 51.3393025)",1,N49,50,roundabout,,
761238407,Duinenwater,residential,True,False,35.528,"LINESTRING (3.2859559 51.3393682, 3.2859156 51.3393416, 3.285824 51.3392998, 3.2858057 51.3392903, 3.2857041 51.3392465, 3.2856431 51.3392185, 3.2855618 51.3391664)",1,,50,,,
1211224044,Duinenwater,residential,True,False,6.552,"LINESTRING (3.2860503 51.3393025, 3.2861378 51.3393245)",1,N49,50,roundabout,,
761238404,Natiënlaan,primary,True,False,8.078,"LINESTRING (3.2861393 51.3396081, 3.2860869 51.3396001, 3.2860373 51.3395765)",1,N49,50,roundabout,,
1211224051,Natiënlaan,primary,True,False,38.691,"LINESTRING (3.2861393 51.3396081, 3.2861438 51.3395579, 3.2860934 51.3395388, 3.2860497 51.33951, 3.2860171 51.3394755, 3.2860165 51.3394384, 3.2860282 51.3393978, 3.2860701 51.3393535, 3.2861378 51.3393245)",1,N49,50,roundabout,,
761238405,Brandweerstraat,residential,False,True,4.493,"LINESTRING (3.2862492 51.3398855, 3.2863133 51.3398909)",,,,,,
1211224047,Natiënlaan,primary,True,False,17.956,"LINESTRING (3.2862492 51.3398855, 3.2862337 51.3399588, 3.2861682 51.3400362)",1,N49,50,,3,
761238404,Natiënlaan,primary,True,False,25.462000000000003,"LINESTRING (3.2860373 51.3395765, 3.2860021 51.3395559, 3.2859551 51.3395068, 3.285939 51.3394693, 3.2859343 51.3394231, 3.2859559 51.3393682)",1,N49,50,roundabout,,
918406254,Tennispad,residential,False,True,62.519,"LINESTRING (3.2907895 51.3475976, 3.2911898 51.347771, 3.2915003 51.3478068, 3.2915961 51.3477962)",,,,,,
985911795,Henry Stacquetstraat,residential,False,False,65.33,"LINESTRING (3.2911174 51.3423068, 3.2908197 51.3423229, 3.2902406 51.3423628, 3.2901908 51.3423827)",,,,,,
320958739,Lippenslaan,tertiary,True,False,9.798,"LINESTRING (3.2882635 51.3467671, 3.2882516 51.3466793)",2,N49c,,,3,
106303732,Elizabetlaan,secondary,True,False,80.67500000000001,"LINESTRING (3.2882635 51.3467671, 3.2881381 51.3467541, 3.2872644 51.3467952, 3.2871839 51.3468006, 3.2871139 51.3467801)",,N34,,,6,
141693341,Sint-Jorisstraat,residential,False,True,207.90800000000002,"LINESTRING (3.294092 51.3390449, 3.2939807 51.3390415, 3.2939538 51.33906, 3.2934903 51.339127, 3.2934467 51.3391391, 3.2937165 51.3405774)",,,,,,
1211224051,Natiënlaan,primary,True,False,2.529,"LINESTRING (3.2861378 51.3393245, 3.2861679 51.3393117)",1,N49,50,roundabout,,
