osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes,bridge,junction
1141361062,False,Avenue de Batta,residential,True,54.565,"LINESTRING (5.236683 50.52038, 5.2365715 50.5202689, 5.2363684 50.5200665, 5.2362168 50.519997)",,,,,
"[23926794, 1183766647]",False,Quai de Compiègne,secondary,False,110.138,"LINESTRING (5.236683 50.52038, 5.236816 50.5205217, 5.2371326 50.5208404, 5.237296 50.5210486, 5.2374445 50.5212427)",N617,,,,
8591077,False,Avenue du Hoyoux,secondary,False,91.548,"LINESTRING (5.2388115 50.5145257, 5.2388513 50.5149494, 5.2388802 50.5151207, 5.2389235 50.5153456)",N641,50,,,
158201472,True,Rue l'Acosse,residential,False,92.547,"LINESTRING (5.2388115 50.5145257, 5.2387163 50.5145196, 5.2376813 50.5144708, 5.2375069 50.5144592)",,,,,
8591077,False,Avenue du Hoyoux,secondary,False,69.832,"LINESTRING (5.2389235 50.5153456, 5.2389457 50.5153771, 5.238977 50.5154183, 5.2393788 50.5159028)",N641,50,,,
8591077,False,Avenue du Hoyoux,secondary,True,91.548,"LINESTRING (5.2389235 50.5153456, 5.2388802 50.5151207, 5.2388513 50.5149494, 5.2388115 50.5145257)",N641,50,,,
158201478,True,Rue des Béguines,residential,False,97.689,"LINESTRING (5.2389235 50.5153456, 5.2388504 50.5153602, 5.2387097 50.5153883, 5.2376663 50.515707)",,,,,
306312173,True,Rue Saint Rémy,primary,False,15.562,"LINESTRING (5.2402566 50.5165078, 5.2403006 50.5165095, 5.2403421 50.5165187, 5.240378 50.5165349, 5.2404056 50.5165567, 5.2404227 50.5165825)",,50,,,roundabout
22937290,False,Avenue des Ardennes,primary,False,80.201,"LINESTRING (5.2402463 50.5167074, 5.2402493 50.5167346, 5.2402711 50.5169416, 5.240271 50.517234, 5.2402657 50.517276, 5.2402305 50.5173879, 5.2402192 50.5174251)",N64,50,,,
22937291,True,Rue Saint Rémy,primary,False,6.574999999999999,"LINESTRING (5.2402463 50.5167074, 5.2402176 50.5167041, 5.2401626 50.5166835)",,50,,,roundabout
960649377,False,Place Saint-Germain,primary,False,23.76,"LINESTRING (5.2343943 50.521484, 5.2345776 50.5213049)",N64,50,,,
"[960649376, 24508498]",True,"['Rue Saint-Pierre', 'Place Saint-Germain']",residential,False,63.392,"LINESTRING (5.2343943 50.521484, 5.2345565 50.5214932, 5.2347001 50.521516, 5.2348046 50.5215457, 5.2350839 50.5217871)",,50,,,
306312081,True,Avenue du Hoyoux,secondary,False,52.476,"LINESTRING (5.2401114 50.5165964, 5.2400284 50.5164778, 5.2399107 50.5163772, 5.2397021 50.5162058)",N641,50,,,
306312172,True,Rue Saint Rémy,primary,False,15.361999999999998,"LINESTRING (5.2401114 50.5165964, 5.2401224 50.5165697, 5.2401445 50.5165459, 5.2401758 50.5165267, 5.2402142 50.5165137, 5.2402566 50.5165078)",,50,,,roundabout
22937292,False,Avenue du Condroz,primary,False,11.743,"LINESTRING (5.2404227 50.5165825, 5.240458 50.5165823, 5.2405075 50.5165818, 5.2405887 50.5165795)",N66,,1,,
306312174,True,Rue Saint Rémy,primary,False,11.374,"LINESTRING (5.2404227 50.5165825, 5.2404276 50.5166164, 5.2404144 50.5166495, 5.2403847 50.5166779)",,50,,,roundabout
22937291,True,Rue Saint Rémy,primary,False,10.698,"LINESTRING (5.2401626 50.5166835, 5.240131 50.5166585, 5.2401134 50.5166285, 5.2401114 50.5165964)",,50,,,roundabout
1152966414,True,Rue Saint Rémy,residential,False,60.666,"LINESTRING (5.2401626 50.5166835, 5.2400351 50.5167088, 5.2399343 50.5167199, 5.239604 50.5167362, 5.2393923 50.5167357, 5.2393889 50.5166854)",,,,,
676199996,False,Avenue du Condroz,primary,True,10.0,"LINESTRING (5.2407277 50.5165629, 5.2405887 50.5165795)",N66,,1,,
373346730,False,Rue des Tanneurs,residential,True,54.795,"LINESTRING (5.2407277 50.5165629, 5.2407071 50.5165077, 5.2406096 50.5162545, 5.2405769 50.516159, 5.2405371 50.5160856)",,,,,
676199996,False,Avenue du Condroz,primary,False,157.45600000000002,"LINESTRING (5.2407277 50.5165629, 5.2410651 50.5165294, 5.2416443 50.5165703, 5.2419126 50.5166459, 5.2426632 50.5170749)",N66,,1,,
54202200,False,Place Saint-Denis,primary,False,44.688,"LINESTRING (5.2457374 50.5189059, 5.2463141 50.5190704)",N66,,,,
675952903,False,Place Saint-Denis,residential,True,16.48,"LINESTRING (5.2457374 50.5189059, 5.2456365 50.5190395)",,,,,
372771815,False,Place Saint-Denis,unclassified,True,86.188,"LINESTRING (5.2457374 50.5189059, 5.2458637 50.5188576, 5.2461845 50.5188634, 5.2465752 50.5188705, 5.2469158 50.5187966)",,,,,
373329942,False,Place Saint-Denis,primary,True,59.352000000000004,"LINESTRING (5.2457374 50.5189059, 5.2452073 50.5187717, 5.2451364 50.5187304, 5.2450135 50.5186532)",N66,,1,,
54202200,False,Place Saint-Denis,primary,True,44.688,"LINESTRING (5.2463141 50.5190704, 5.2457374 50.5189059)",N66,,,,
373329936,False,Place Saint-Denis,primary,False,29.775,"LINESTRING (5.2463141 50.5190704, 5.2465327 50.519136, 5.2466983 50.5191799)",N66,,,,
22937294,False,Rue d'Italie,residential,False,98.019,"LINESTRING (5.2448298 50.5217999, 5.2457819 50.5219179, 5.2461916 50.5219654)",,50,,,
372644290,False,Rue des Crépalles,tertiary,False,39.742000000000004,"LINESTRING (5.2448298 50.5217999, 5.2445067 50.5218388, 5.2442816 50.5218778)",,50,,,
"[372644290, 813705555]",False,Rue des Crépalles,tertiary,True,169.803,"LINESTRING (5.2448298 50.5217999, 5.2449025 50.5217702, 5.2451613 50.52161, 5.2454632 50.5213086, 5.2456902 50.5209671, 5.2459892 50.5204891)",,50,,,
23774698,False,Avenue Adolphe Chapelle,residential,False,141.56799999999998,"LINESTRING (5.2416696 50.5205907, 5.2420444 50.5205156, 5.2422896 50.5204665, 5.2425486 50.520416, 5.2426503 50.5203957, 5.2435804 50.52021)",,50,,,
23805493,True,Rue des Augustins,residential,False,94.45,"LINESTRING (5.2416696 50.5205907, 5.2415815 50.5204141, 5.2415689 50.5203889, 5.2415359 50.5203244, 5.2414938 50.5202429, 5.2412533 50.5197836)",,30,,,
23774698,False,Avenue Adolphe Chapelle,residential,True,141.56799999999998,"LINESTRING (5.2435804 50.52021, 5.2426503 50.5203957, 5.2425486 50.520416, 5.2422896 50.5204665, 5.2420444 50.5205156, 5.2416696 50.5205907)",,50,,,
23787955,True,Rue de la Résistance,residential,False,191.963,"LINESTRING (5.2435804 50.52021, 5.2438543 50.5208653, 5.2442558 50.5218167, 5.2442816 50.5218778)",,50,,,
23805580,True,Rue de France,residential,False,78.56700000000001,"LINESTRING (5.2442816 50.5218778, 5.244333 50.5219263, 5.2445717 50.5221517, 5.2450091 50.5224053)",,50,,,
372644290,False,Rue des Crépalles,tertiary,False,86.885,"LINESTRING (5.2442816 50.5218778, 5.2442329 50.5218935, 5.2441578 50.5219176, 5.2440146 50.522025, 5.243612 50.5223081, 5.2434009 50.5224136)",,50,,,
372644290,False,Rue des Crépalles,tertiary,True,39.742000000000004,"LINESTRING (5.2442816 50.5218778, 5.2445067 50.5218388, 5.2448298 50.5217999)",,50,,,
23787346,True,Rue des Augustins,residential,False,238.34999999999997,"LINESTRING (5.2434009 50.5224136, 5.2430965 50.5221276, 5.2428469 50.5218922, 5.2425382 50.5216085, 5.2423627 50.5214495, 5.242064 50.5211915, 5.2419224 50.5210499, 5.2418078 50.5208715, 5.2416696 50.5205907)",,30,,,
23847881,True,Rue Wilmotte-Dupont,residential,False,113.696,"LINESTRING (5.2434009 50.5224136, 5.2436533 50.5224123, 5.2450091 50.5224053)",,,,,
372644290,False,Rue des Crépalles,tertiary,True,86.885,"LINESTRING (5.2434009 50.5224136, 5.243612 50.5223081, 5.2440146 50.522025, 5.2441578 50.5219176, 5.2442329 50.5218935, 5.2442816 50.5218778)",,50,,,
22937293,False,Rue des Crépalles,tertiary,False,154.173,"LINESTRING (5.2466983 50.5191799, 5.2466026 50.5193176, 5.246572 50.519383, 5.2464518 50.5196634, 5.2464372 50.5196921, 5.246194 50.52017, 5.2459892 50.5204891)",,,,,
23862814,False,Place Saint-Denis,residential,False,45.322,"LINESTRING (5.2466983 50.5191799, 5.2467549 50.5190847, 5.2467947 50.5190225, 5.2469158 50.5187966)",,,,,
373329936,False,Place Saint-Denis,primary,True,29.775,"LINESTRING (5.2466983 50.5191799, 5.2465327 50.519136, 5.2463141 50.5190704)",N66,,,,
675952904,False,Place Saint-Denis,primary,True,50.213,"LINESTRING (5.2466983 50.5191799, 5.246832 50.5192138, 5.2473663 50.5193331)",N66,,2,,
23805493,True,Rue des Augustins,residential,False,41.041000000000004,"LINESTRING (5.2412533 50.5197836, 5.2411863 50.5196633, 5.2410083 50.51945)",,30,,,
23862766,True,Rue Delloye-Matthieu,living_street,False,146.22700000000003,"LINESTRING (5.2412533 50.5197836, 5.2418761 50.5196703, 5.242325 50.5195897, 5.2425896 50.5195445, 5.243249 50.5194387)",,20,,,
23805548,False,Rue du Coq,residential,False,59.999,"LINESTRING (5.2410083 50.51945, 5.2410664 50.519395, 5.2410899 50.5193828, 5.2411336 50.5193599, 5.2413133 50.5192659, 5.2414988 50.5191232, 5.2415437 50.5190432)",,,,,
24509785,True,Rue l'Apleit,residential,False,60.84100000000001,"LINESTRING (5.2410083 50.51945, 5.2406747 50.5195868, 5.240255 50.519712)",,,,,
23805546,True,Rue Vankeerberghen,residential,False,107.107,"LINESTRING (5.2415437 50.5190432, 5.2420033 50.5190217, 5.2424429 50.5189944, 5.2424835 50.5189919, 5.2430551 50.5189936)",,,,,
23805548,False,Rue du Coq,residential,True,59.999,"LINESTRING (5.2415437 50.5190432, 5.2414988 50.5191232, 5.2413133 50.5192659, 5.2411336 50.5193599, 5.2410899 50.5193828, 5.2410664 50.519395, 5.2410083 50.51945)",,,,,
23807353,False,Rue Vankeerberghen,residential,False,117.799,"LINESTRING (5.2430551 50.5189936, 5.2438787 50.5189924, 5.2447207 50.5190121)",,,,,
23815861,True,,tertiary,False,23.039,"LINESTRING (5.2396284 50.5208419, 5.2395151 50.520822, 5.2394492 50.5208206, 5.2393977 50.5208518, 5.2393609 50.5208906)",,,,,
"[1155814837, 245167007]",False,Avenue Delchambre,tertiary,True,63.635,"LINESTRING (5.2396284 50.5208419, 5.2396613 50.5208735, 5.2398152 50.520996, 5.2400858 50.5212046, 5.2401948 50.5212864)",,,,,
8594173,False,Quai Dautrebande,primary,True,4.364,"LINESTRING (5.2389304 50.52026, 5.2389004 50.5202257)",N90,50,,,
121774002,True,Quai Dautrebande,primary,False,59.303,"LINESTRING (5.2389304 50.52026, 5.2391596 50.5204779, 5.2393324 50.5206379, 5.2393749 50.5207101)",N90,50,,,
1230928873,True,Rue de la Résistance,residential,False,51.356,"LINESTRING (5.243249 50.5194387, 5.2430551 50.5189936)",,50,,,
23787955,True,Rue de la Résistance,residential,False,88.90700000000001,"LINESTRING (5.243249 50.5194387, 5.2432681 50.5194831, 5.243447 50.5198994, 5.2435804 50.52021)",,50,,,
24508498,True,Rue Saint-Pierre,residential,False,42.961,"LINESTRING (5.2350839 50.5217871, 5.2351268 50.5218339, 5.2354082 50.5221138)",,50,,,
"[106183714, 1156315813]",False,Rue de la Couronne,residential,False,168.05999999999997,"LINESTRING (5.2350839 50.5217871, 5.235196 50.5217253, 5.2354076 50.5216122, 5.2362693 50.5212148, 5.236742 50.5209803, 5.2369 50.5209018, 5.2369731 50.5208709)",,30,,,
"[109740819, 233405116]",False,Rue Montmorency,residential,False,49.644,"LINESTRING (5.2420508 50.5174527, 5.2421277 50.5174372, 5.2426589 50.5174051, 5.2427452 50.5173945)",,,,,
109740824,True,Rue des Soeurs Grises,residential,False,129.079,"LINESTRING (5.2420508 50.5174527, 5.2419028 50.5171891, 5.2417388 50.5170247, 5.2416133 50.5169427, 5.2415483 50.5169193, 5.2414884 50.5169141, 5.2408705 50.5169079, 5.2407267 50.5169247)",,,,,
"[233405114, 132408011]",False,"['Rue des Esses', 'Rue Saint Mengold']","['residential', 'unclassified']",False,111.42699999999999,"LINESTRING (5.2420508 50.5174527, 5.2420988 50.5181415, 5.2417126 50.5181235, 5.2416999 50.5181894)",,,,,
109740828,False,Rue Pont-Saint-Remy,residential,True,18.101,"LINESTRING (5.2404716 50.5169384, 5.2405379 50.5169348, 5.2407267 50.5169247)",,,,,
207956136,True,Avenue des Ardennes,residential,False,57.582,"LINESTRING (5.2404716 50.5169384, 5.2404724 50.5170703, 5.2404741 50.5172392, 5.2404279 50.5174166, 5.2404191 50.5174534)",,,,,
22937290,False,Avenue des Ardennes,primary,False,36.991,"LINESTRING (5.2399504 50.5179528, 5.2399217 50.5180068, 5.2397873 50.5182347, 5.2397721 50.5182655)",N64,50,,,
22937290,False,Avenue des Ardennes,primary,True,61.9,"LINESTRING (5.2399504 50.5179528, 5.2400533 50.5177846, 5.2401668 50.517599, 5.2402192 50.5174251)",N64,50,,,
"[24509808, 1183766655]",False,Rue l'Apleit,residential,True,83.714,"LINESTRING (5.240255 50.519712, 5.2401485 50.5197411, 5.2399327 50.5198, 5.2396889 50.5198702, 5.2392217 50.520073)",,,,,
1239879601,False,,residential,False,32.956,"LINESTRING (5.2392217 50.520073, 5.2389393 50.5198372)",,,,,
"[1155814838, 24509814]",True,Rue de l'Harmonie,residential,False,96.869,"LINESTRING (5.2392217 50.520073, 5.2396447 50.5204275, 5.2396806 50.5205802, 5.2396744 50.5206717, 5.2396245 50.520735, 5.2396082 50.5207792, 5.2396284 50.5208419)",,,,,
"[24509808, 1183766655]",False,Rue l'Apleit,residential,False,83.714,"LINESTRING (5.2392217 50.520073, 5.2396889 50.5198702, 5.2399327 50.5198, 5.2401485 50.5197411, 5.240255 50.519712)",,,,,
8594173,False,Quai Dautrebande,primary,False,4.364,"LINESTRING (5.2389004 50.5202257, 5.2389304 50.52026)",N90,50,,,
24509807,True,Rue l'Apleit,residential,False,28.36,"LINESTRING (5.2389004 50.5202257, 5.2392217 50.520073)",,,,,
256545213,False,Quai Dautrebande,primary,False,36.254000000000005,"LINESTRING (5.2389004 50.5202257, 5.2387435 50.5200113, 5.2386834 50.5199303)",,50,,,
315255322,True,,primary,False,6.964,"LINESTRING (5.2383713 50.5195658, 5.2384228 50.5195439, 5.2384585 50.5195389)",N90,50,,,roundabout
1044384753,False,Quai de Namur,primary,True,22.391000000000002,"LINESTRING (5.2383713 50.5195658, 5.2383338 50.5195352, 5.2381826 50.5194041)",N90,50,,,
315255323,True,,primary,False,14.011999999999999,"LINESTRING (5.2383488 50.519684, 5.2383317 50.5196468, 5.2383375 50.5196006, 5.2383713 50.5195658)",N90,50,,,roundabout
"[946397667, 946397668, 28854824, 614278359, 614278360]",False,Pont Roi Baudouin,primary,False,140.925,"LINESTRING (5.2383488 50.519684, 5.2383056 50.5197015, 5.2382847 50.5197094, 5.2382095 50.5197398, 5.2376135 50.5199891, 5.2372487 50.5201419, 5.2368584 50.5203062, 5.236683 50.52038)",,50,4,yes,
109573793,True,Avenue des Ardennes,primary,False,11.966,"LINESTRING (5.2385402 50.5195468, 5.2387073 50.5195297)",N641,50,,,
28854823,True,,primary,False,8.132,"LINESTRING (5.2385402 50.5195468, 5.2385906 50.5195686, 5.2386146 50.5195994)",N90,50,,,roundabout
93158970,True,Rue du pont,residential,False,17.355999999999998,"LINESTRING (5.2384585 50.5195389, 5.2384606 50.5194993, 5.2384703 50.519383)",,,,,
1155815523,True,,primary,False,5.88,"LINESTRING (5.2384585 50.5195389, 5.2384933 50.5195393, 5.2385402 50.5195468)",N90,50,,,roundabout
315255320,True,,primary,False,9.546,"LINESTRING (5.2384655 50.519724, 5.2384306 50.5197176, 5.2384078 50.5197134, 5.2383488 50.519684)",N90,50,,,roundabout
256545212,True,Quai Dautrebande,primary,False,27.291999999999998,"LINESTRING (5.2385858 50.5196931, 5.2386258 50.5198125, 5.2386503 50.5198612, 5.2386834 50.5199303)",,50,,,
315255324,True,,primary,False,9.416,"LINESTRING (5.2385858 50.5196931, 5.2385313 50.5197174, 5.2384655 50.519724)",N90,50,,,roundabout
315255321,True,,primary,False,11.081,"LINESTRING (5.2386146 50.5195994, 5.2386231 50.5196322, 5.2386131 50.5196648, 5.2385858 50.5196931)",N90,50,,,roundabout
54202325,True,Rue Pont-Saint-Remy,residential,False,40.416,"LINESTRING (5.2407267 50.5169247, 5.2406674 50.5166515, 5.2405887 50.5165795)",,,,,
109740828,False,Rue Pont-Saint-Remy,residential,False,18.101,"LINESTRING (5.2407267 50.5169247, 5.2405379 50.5169348, 5.2404716 50.5169384)",,,,,
"[961501273, 109573789]",True,"['Place du Tilleul', 'Rue sous le Château']",residential,False,85.724,"LINESTRING (5.2376663 50.515707, 5.2375066 50.5155589, 5.2373483 50.5153944, 5.2372352 50.5152648, 5.2371765 50.5151603, 5.2371663 50.5150572, 5.2371711 50.5150213)",,,,,
109573789,True,Rue sous le Château,residential,False,28.999,"LINESTRING (5.2391814 50.5182008, 5.2391922 50.5180536, 5.2391767 50.5179406)",,,,,
207956135,True,Rue Pont des Veaux,residential,False,42.394,"LINESTRING (5.2391814 50.5182008, 5.2395673 50.5182412, 5.2396416 50.5182472, 5.2397721 50.5182655)",,,1,,
277054995,True,Rue du Pont,residential,False,50.084999999999994,"LINESTRING (5.2384703 50.519383, 5.2387102 50.5190936, 5.2387844 50.5189797)",,30,,,
93158971,True,Rue du Pont,residential,False,21.238,"LINESTRING (5.2381826 50.5194041, 5.2383593 50.5194162, 5.2384703 50.519383)",,,,,
360625084,False,Quai de Namur,primary,True,48.315,"LINESTRING (5.2381826 50.5194041, 5.2380394 50.5192868, 5.237775 50.5190554)",N90,50,,,
1044384753,False,Quai de Namur,primary,False,22.391000000000002,"LINESTRING (5.2381826 50.5194041, 5.2383338 50.5195352, 5.2383713 50.5195658)",N90,50,,,
676199996,False,Avenue du Condroz,primary,False,10.0,"LINESTRING (5.2405887 50.5165795, 5.2407277 50.5165629)",N66,,1,,
22937292,False,Avenue du Condroz,primary,True,11.743,"LINESTRING (5.2405887 50.5165795, 5.2405075 50.5165818, 5.240458 50.5165823, 5.2404227 50.5165825)",N66,,1,,
106183717,False,Rue sur Meuse,residential,True,8.455,"LINESTRING (5.2374445 50.5212427, 5.2373358 50.5212744)",,,,,
"[23926794, 1183766647]",False,Quai de Compiègne,secondary,True,110.138,"LINESTRING (5.2374445 50.5212427, 5.237296 50.5210486, 5.2371326 50.5208404, 5.236816 50.5205217, 5.236683 50.52038)",N617,,,,
207956140,False,Rue Léopold II,residential,True,91.269,"LINESTRING (5.2405628 50.5154149, 5.2418414 50.5155276)",,,,,
372771821,False,Rue des Tanneurs,residential,False,76.74799999999999,"LINESTRING (5.2405628 50.5154149, 5.2405152 50.5155463, 5.2404625 50.5156985, 5.2404388 50.5157778, 5.2404255 50.5158514, 5.2405371 50.5160856)",,,,,
372771821,False,Rue des Tanneurs,residential,True,115.99499999999999,"LINESTRING (5.2405628 50.5154149, 5.2406325 50.5153159, 5.2406878 50.5152436, 5.2409719 50.515009, 5.2410664 50.5148586, 5.241185 50.5145645, 5.2411953 50.5144721)",,,,,
106183734,False,Rue des Larrons,residential,False,206.683,"LINESTRING (5.2424356 50.5166068, 5.2425648 50.5165599, 5.2426909 50.5165141, 5.2438186 50.5162758, 5.2440063 50.5163102, 5.2444448 50.5164486, 5.2450576 50.5167301)",,,,,
233609357,False,Rue des Croisiers,residential,False,56.314,"LINESTRING (5.2424356 50.5166068, 5.2425797 50.5167808, 5.2426825 50.5169136, 5.2426632 50.5170749)",,,,,
676040101,False,Rue des Croisiers,primary,False,33.629,"LINESTRING (5.2426632 50.5170749, 5.2429985 50.5172894)",N66,,1,,
233609357,False,Rue des Croisiers,residential,True,56.31400000000001,"LINESTRING (5.2426632 50.5170749, 5.2426825 50.5169136, 5.2425797 50.5167808, 5.2424356 50.5166068)",,,,,
676199996,False,Avenue du Condroz,primary,True,157.45600000000002,"LINESTRING (5.2426632 50.5170749, 5.2419126 50.5166459, 5.2416443 50.5165703, 5.2410651 50.5165294, 5.2407277 50.5165629)",N66,,1,,
960649377,False,Place Saint-Germain,primary,True,23.76,"LINESTRING (5.2345776 50.5213049, 5.2343943 50.521484)",N64,50,,,
"[23904931, 8594068, 614278358]",False,"['Place Saint-Germain', 'Rue Neuve']",primary,"[False, True]",166.725,"LINESTRING (5.2345776 50.5213049, 5.234746 50.5211988, 5.2349153 50.5211282, 5.2361336 50.5206131, 5.2364087 50.5204964, 5.2365126 50.5204523)",N64,50,3,,
106183713,True,Rue Saint Martin,residential,False,41.602,"LINESTRING (5.2345776 50.5213049, 5.2344769 50.5212363, 5.2342125 50.521012)",,,,,
106183738,True,Rue de la Reine,residential,False,127.32899999999998,"LINESTRING (5.2411953 50.5144721, 5.241312 50.5145607, 5.241392 50.5146434, 5.2415854 50.5149153, 5.2417342 50.5152251, 5.2418414 50.5155276)",,,,,
372771821,False,Rue des Tanneurs,residential,False,115.995,"LINESTRING (5.2411953 50.5144721, 5.241185 50.5145645, 5.2410664 50.5148586, 5.2409719 50.515009, 5.2406878 50.5152436, 5.2406325 50.5153159, 5.2405628 50.5154149)",,,,,
372771821,False,Rue des Tanneurs,residential,True,76.74799999999999,"LINESTRING (5.2405371 50.5160856, 5.2404255 50.5158514, 5.2404388 50.5157778, 5.2404625 50.5156985, 5.2405152 50.5155463, 5.2405628 50.5154149)",,,,,
373346730,False,Rue des Tanneurs,residential,False,54.794999999999995,"LINESTRING (5.2405371 50.5160856, 5.2405769 50.516159, 5.2406096 50.5162545, 5.2407071 50.5165077, 5.2407277 50.5165629)",,,,,
"[373347129, 373346098]",False,Rue Saint-Domitien,residential,True,138.33200000000002,"LINESTRING (5.2405371 50.5160856, 5.2403219 50.5160571, 5.2400049 50.5158637, 5.2395313 50.5155897, 5.2394352 50.5155047, 5.2393672 50.5154167, 5.239337 50.51524, 5.2393361 50.5152027)",,,,,
207956140,False,Rue Léopold II,residential,False,91.269,"LINESTRING (5.2418414 50.5155276, 5.2405628 50.5154149)",,,,,
106183718,True,Rue du Haut Chêne,residential,False,129.29,"LINESTRING (5.2418414 50.5155276, 5.2418908 50.515747, 5.2419585 50.5160479, 5.2420227 50.5161545, 5.2422668 50.5164219, 5.2424356 50.5166068)",,,,,
106183725,False,Rue Godelet,residential,False,185.444,"LINESTRING (5.2342125 50.521012, 5.2343305 50.5209672, 5.234865 50.5207642, 5.2351865 50.5206425, 5.2352594 50.5205852, 5.2357191 50.5202341, 5.2357955 50.5201817, 5.2359612 50.5200563, 5.2360375 50.5200117, 5.2362168 50.519997)",,,,,
106183717,False,Rue sur Meuse,residential,False,165.487,"LINESTRING (5.2354082 50.5221138, 5.2356525 50.5219969, 5.2358641 50.5218944, 5.2361497 50.5217562, 5.2365402 50.5215694, 5.2368824 50.5214323, 5.2373358 50.5212744)",,,,,
277609616,False,Avenue de Batta,residential,False,150.028,"LINESTRING (5.2349365 50.5189438, 5.2349869 50.5189752, 5.2350514 50.5190135, 5.2351824 50.5191023, 5.2354309 50.5192653, 5.2356776 50.5194378, 5.2358741 50.5195904, 5.2361367 50.5198377, 5.2362059 50.5199191, 5.2362168 50.519997)",,,,,
106183734,False,Rue des Larrons,residential,True,206.68300000000002,"LINESTRING (5.2450576 50.5167301, 5.2444448 50.5164486, 5.2440063 50.5163102, 5.2438186 50.5162758, 5.2426909 50.5165141, 5.2425648 50.5165599, 5.2424356 50.5166068)",,,,,
106183725,False,Rue Godelet,residential,True,185.444,"LINESTRING (5.2362168 50.519997, 5.2360375 50.5200117, 5.2359612 50.5200563, 5.2357955 50.5201817, 5.2357191 50.5202341, 5.2352594 50.5205852, 5.2351865 50.5206425, 5.234865 50.5207642, 5.2343305 50.5209672, 5.2342125 50.521012)",,,,,
277609616,False,Avenue de Batta,residential,True,150.02800000000002,"LINESTRING (5.2362168 50.519997, 5.2362059 50.5199191, 5.2361367 50.5198377, 5.2358741 50.5195904, 5.2356776 50.5194378, 5.2354309 50.5192653, 5.2351824 50.5191023, 5.2350514 50.5190135, 5.2349869 50.5189752, 5.2349365 50.5189438)",,,,,
1141361062,False,Avenue de Batta,residential,False,54.565000000000005,"LINESTRING (5.2362168 50.519997, 5.2363684 50.5200665, 5.2365715 50.5202689, 5.236683 50.52038)",,,,,
109443749,False,Rue des Remparts,residential,False,235.32299999999998,"LINESTRING (5.2442971 50.5181311, 5.244623 50.5179271, 5.244759 50.5178999, 5.2449231 50.5179019, 5.2453052 50.5179064, 5.2458156 50.5181265, 5.2463334 50.5183762, 5.2466475 50.5185276, 5.2467876 50.5186207, 5.2469093 50.5187304, 5.2469212 50.5187426, 5.2469158 50.5187966)",,,,,
233406044,False,Rue du Marché,primary,False,77.05799999999999,"LINESTRING (5.2442971 50.5181311, 5.2446032 50.5183562, 5.2448433 50.5185371, 5.2450135 50.5186532)",N66,,1,,
233406044,False,Rue du Marché,primary,True,84.42599999999999,"LINESTRING (5.2442971 50.5181311, 5.2439788 50.5179261, 5.2434664 50.5175857)",N66,,1,,
