osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,access
"[175319674, 42440557]",N5,Chaussée de Bruxelles,primary,50,,False,False,65.492,"LINESTRING (4.3977173 50.7202397, 4.3977112 50.7201477, 4.3976948 50.7200211, 4.3976631 50.7197775, 4.3976726 50.7196522)","['2', '4']",
175320597,N5,Chaussée de Bruxelles,primary,50,,False,True,91.897,"LINESTRING (4.3977173 50.7202397, 4.397744 50.720386, 4.3978318 50.7210629)",4,
507979416,,Drève des Dix Mètres,residential,30,,False,False,98.181,"LINESTRING (4.3977173 50.7202397, 4.3976104 50.720244, 4.397418 50.720265, 4.3963434 50.720389)",,
13890758,,Drève du Moulin,residential,30,,False,True,94.343,"LINESTRING (4.3929495 50.7184945, 4.3916266 50.7186299)",,
13890758,,Drève du Moulin,residential,30,,False,False,106.39099999999999,"LINESTRING (4.3929495 50.7184945, 4.3932721 50.7184675, 4.3939642 50.7183975, 4.3940245 50.7183813, 4.3940878 50.7183742, 4.3944389 50.7183404)",,
23237757,,Avenue Jules Colle,residential,30,,False,True,250.123,"LINESTRING (4.3929495 50.7184945, 4.3931031 50.7190928, 4.3935153 50.7207152)",,
354301161,,Avenue Reine Astrid,tertiary,50,,False,False,8.769,"LINESTRING (4.4042173 50.7183302, 4.4040935 50.7183215)",,
23095500,,Avenue Marie-Louise,residential,30,,True,False,41.774,"LINESTRING (4.4042173 50.7183302, 4.404163 50.7184646, 4.40406 50.7185787, 4.4038969 50.7186005)",,
354301161,,Avenue Reine Astrid,tertiary,50,,False,True,8.769,"LINESTRING (4.4040935 50.7183215, 4.4042173 50.7183302)",,
28143550,,Avenue Marechal Ney,residential,,,False,True,131.607,"LINESTRING (4.4040935 50.7183215, 4.4041161 50.7181959, 4.4041557 50.7180084, 4.4044123 50.7173523, 4.4044599 50.7171626)",,
354301161,,Avenue Reine Astrid,tertiary,50,,False,False,22.978,"LINESTRING (4.4040935 50.7183215, 4.403882 50.7183067, 4.4037691 50.7182988)",,
23170822,,Avenue de l'Ange,residential,,,False,False,331.031,"LINESTRING (4.4013221 50.7181272, 4.4018611 50.7151698)",,
23095506,,Avenue Claire,residential,30,,False,False,473.442,"LINESTRING (4.4013221 50.7181272, 4.4012776 50.718772, 4.401259 50.7190421, 4.4012404 50.7193126, 4.4012104 50.7197471, 4.4011896 50.7198064, 4.4011417 50.7199427, 4.4009872 50.7201057, 4.4008834 50.7201855, 4.4007469 50.7202905, 4.4005238 50.7203828, 4.4000345 50.7205404, 4.3980815 50.7210205, 4.3980369 50.7210292, 4.3979893 50.7210394, 4.3979342 50.7210476, 4.3978318 50.7210629)",,destination
"[354301161, 1045541453]",,Avenue Reine Astrid,tertiary,50,,False,False,240.075,"LINESTRING (4.4013221 50.7181272, 4.4004005 50.7180626, 4.3995764 50.7180048, 4.3993371 50.717988, 4.3992681 50.7179825, 4.3989415 50.7179589, 4.3989034 50.7179565, 4.3987031 50.7179441, 4.3982126 50.7179093, 4.3981055 50.7179018, 4.3979328 50.7178895)",3,
354301161,,Avenue Reine Astrid,tertiary,50,,False,True,110.639,"LINESTRING (4.4013221 50.7181272, 4.40286 50.718235, 4.4028841 50.7182367)",,
14098162,,Rue François Libert,residential,,,False,False,226.096,"LINESTRING (4.3964945 50.7165611, 4.3965101 50.7164576, 4.396522 50.7163813, 4.3965427 50.7162485, 4.3966118 50.7158484, 4.3966297 50.7157448, 4.3966492 50.7156214, 4.3966857 50.7153905, 4.3967456 50.715012, 4.3968044 50.7146522, 4.3968205 50.7145383)",,
14098162,,Rue François Libert,residential,,,False,True,79.05,"LINESTRING (4.3964945 50.7165611, 4.3965205 50.716716, 4.3964648 50.7169805, 4.3964458 50.7170709, 4.396428 50.7171553, 4.3964006 50.7172659)",,
"[150372867, 150372868]",,Rue Théophile Delbar,residential,,,True,False,190.51299999999998,"LINESTRING (4.3964945 50.7165611, 4.3963947 50.7165631, 4.396354 50.7165646, 4.3962682 50.7165675, 4.3961732 50.7165762, 4.3957981 50.7166518, 4.3956063 50.7166964, 4.3955366 50.7167558, 4.3953866 50.7171087, 4.3953934 50.7171364, 4.3954575 50.7171803, 4.3958898 50.7172179, 4.3964006 50.7172659)",,
509307314,N5,Chaussée de Bruxelles,primary,50,,False,True,8.801,"LINESTRING (4.3990846 50.7147761, 4.3991226 50.7147007)",2,
155420192,,Rue René Dewit,residential,,,True,False,161.587,"LINESTRING (4.3990846 50.7147761, 4.3989614 50.7147623, 4.3983187 50.7146957, 4.3969783 50.7145547, 4.3968205 50.7145383)",,
509307317,N5,Chaussée de Bruxelles,primary,50,,False,False,231.029,"LINESTRING (4.3990846 50.7147761, 4.3990401 50.7148498, 4.3988295 50.7152528, 4.3986179 50.715607, 4.3984316 50.7160741, 4.398365 50.7162454, 4.398352 50.7162835, 4.3983374 50.7163227, 4.3981865 50.7167708)",2,
14098286,,Avenue des Sorbiers,residential,30,,False,False,150.582,"LINESTRING (4.3932003 50.7141681, 4.393189 50.7142247, 4.3926543 50.7153438, 4.3925958 50.7154663)",,
27611298,,Avenue Adolphe Schattens,residential,30,,False,False,166.003,"LINESTRING (4.3932003 50.7141681, 4.3923513 50.7140716, 4.3908797 50.7139042)",,
27611298,,Avenue Adolphe Schattens,residential,30,,False,True,258.20799999999997,"LINESTRING (4.3932003 50.7141681, 4.3940447 50.7142576, 4.3953906 50.7143857, 4.3959083 50.7144428, 4.3961174 50.7144633, 4.3966639 50.7145216, 4.3967056 50.7145273, 4.3968205 50.7145383)",,
27611298,,Avenue Adolphe Schattens,residential,30,,False,True,166.003,"LINESTRING (4.3908797 50.7139042, 4.3923513 50.7140716, 4.3932003 50.7141681)",,
14098162,,Rue François Libert,residential,,,False,True,226.096,"LINESTRING (4.3968205 50.7145383, 4.3968044 50.7146522, 4.3967456 50.715012, 4.3966857 50.7153905, 4.3966492 50.7156214, 4.3966297 50.7157448, 4.3966118 50.7158484, 4.3965427 50.7162485, 4.396522 50.7163813, 4.3965101 50.7164576, 4.3964945 50.7165611)",,
27611298,,Avenue Adolphe Schattens,residential,30,,False,False,258.208,"LINESTRING (4.3968205 50.7145383, 4.3967056 50.7145273, 4.3966639 50.7145216, 4.3961174 50.7144633, 4.3959083 50.7144428, 4.3953906 50.7143857, 4.3940447 50.7142576, 4.3932003 50.7141681)",,
14098330,,Avenue des Saules,residential,,,False,False,43.458,"LINESTRING (4.3925958 50.7154663, 4.39202 50.7153255)",,
14098286,,Avenue des Sorbiers,residential,30,,False,False,147.51600000000002,"LINESTRING (4.3925958 50.7154663, 4.3925509 50.7155649, 4.3923921 50.7159139, 4.3920388 50.7166904, 4.3920175 50.7167414)",,
14098286,,Avenue des Sorbiers,residential,30,,False,True,150.582,"LINESTRING (4.3925958 50.7154663, 4.3926543 50.7153438, 4.393189 50.7142247, 4.3932003 50.7141681)",,
14098286,,Avenue des Sorbiers,residential,30,,False,True,147.516,"LINESTRING (4.3920175 50.7167414, 4.3920388 50.7166904, 4.3923921 50.7159139, 4.3925509 50.7155649, 4.3925958 50.7154663)",,
31616226,,Rue de la Station,tertiary,30,,False,True,323.739,"LINESTRING (4.3920175 50.7167414, 4.3933719 50.7171316, 4.3937376 50.7172369, 4.3951074 50.7176315, 4.3962996 50.7177366)",2,
"[1174535316, 1174535317]",,Avenue Marie-Louise,residential,30,,False,False,125.41799999999999,"LINESTRING (4.4033653 50.7196768, 4.4034288 50.7195372, 4.4035707 50.7192254, 4.4037697 50.7188422, 4.4037767 50.7188287, 4.4038969 50.7186005)",,destination
"[1174535316, 221123687]",,Avenue Marie-Louise,residential,30,,False,True,162.103,"LINESTRING (4.4033653 50.7196768, 4.4033058 50.7198134, 4.4032844 50.7198624, 4.4032446 50.7199536, 4.4031515 50.7201334, 4.403046 50.720337, 4.4030356 50.7203512, 4.4028927 50.7205459, 4.4026867 50.7207632, 4.4023971 50.7209793)",,destination
354301239,,Avenue Marie-Louise,residential,30,,True,False,38.485,"LINESTRING (4.4038969 50.7186005, 4.4037853 50.7185515, 4.4037338 50.7184646, 4.4037691 50.7182988)",,destination
"[1174535316, 1174535317]",,Avenue Marie-Louise,residential,30,,False,True,125.41799999999999,"LINESTRING (4.4038969 50.7186005, 4.4037767 50.7188287, 4.4037697 50.7188422, 4.4035707 50.7192254, 4.4034288 50.7195372, 4.4033653 50.7196768)",,destination
"[1174535316, 221123687]",,Avenue Marie-Louise,residential,30,,False,False,162.103,"LINESTRING (4.4023971 50.7209793, 4.4026867 50.7207632, 4.4028927 50.7205459, 4.4030356 50.7203512, 4.403046 50.720337, 4.4031515 50.7201334, 4.4032446 50.7199536, 4.4032844 50.7198624, 4.4033058 50.7198134, 4.4033653 50.7196768)",,destination
1062899505,,Avenue des Merles,residential,30,,False,False,96.698,"LINESTRING (4.4023971 50.7209793, 4.40314 50.7214844, 4.4033718 50.7215877)",,
354301161,,Avenue Reine Astrid,tertiary,50,,False,False,62.687,"LINESTRING (4.4037691 50.7182988, 4.4028841 50.7182367)",,
354301161,,Avenue Reine Astrid,tertiary,50,,False,True,22.978,"LINESTRING (4.4037691 50.7182988, 4.403882 50.7183067, 4.4040935 50.7183215)",,
23095506,,Avenue Claire,residential,30,,False,True,473.44200000000006,"LINESTRING (4.3978318 50.7210629, 4.3979342 50.7210476, 4.3979893 50.7210394, 4.3980369 50.7210292, 4.3980815 50.7210205, 4.4000345 50.7205404, 4.4005238 50.7203828, 4.4007469 50.7202905, 4.4008834 50.7201855, 4.4009872 50.7201057, 4.4011417 50.7199427, 4.4011896 50.7198064, 4.4012104 50.7197471, 4.4012404 50.7193126, 4.401259 50.7190421, 4.4012776 50.718772, 4.4013221 50.7181272)",,destination
175320592,N5,Chaussée de Bruxelles,primary,50,,False,True,64.399,"LINESTRING (4.3978318 50.7210629, 4.3978454 50.7211517, 4.3979016 50.721522, 4.3979194 50.7216394)",4,
175320597,N5,Chaussée de Bruxelles,primary,50,,False,False,91.897,"LINESTRING (4.3978318 50.7210629, 4.397744 50.720386, 4.3977173 50.7202397)",4,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,False,84.429,"LINESTRING (4.3950373 50.7205424, 4.3952433 50.7212904)",,
23095509,,Drève des Dix Mètres,residential,30,,False,False,108.85499999999999,"LINESTRING (4.3950373 50.7205424, 4.3935994 50.720706, 4.3935153 50.7207152)",,
23095509,,Drève des Dix Mètres,residential,30,,False,True,93.516,"LINESTRING (4.3950373 50.7205424, 4.3951112 50.7205331, 4.3963434 50.720389)",,
23095509,,Drève des Dix Mètres,residential,30,,False,False,134.671,"LINESTRING (4.3935153 50.7207152, 4.3916315 50.720926)",,
23095509,,Drève des Dix Mètres,residential,30,,False,True,108.85499999999999,"LINESTRING (4.3935153 50.7207152, 4.3935994 50.720706, 4.3950373 50.7205424)",,
23237757,,Avenue Jules Colle,residential,30,,False,False,250.123,"LINESTRING (4.3935153 50.7207152, 4.3931031 50.7190928, 4.3929495 50.7184945)",,
42440560,N5,Chaussée de Bruxelles,primary,50,,False,False,136.934,"LINESTRING (4.3997078 50.7135263, 4.3996699 50.7136024, 4.3996653 50.7136116, 4.3991226 50.7147007)",2,
93573012,,Rue du Gaz,residential,,,True,False,97.139,"LINESTRING (4.3997078 50.7135263, 4.3998294 50.7135485, 4.4000072 50.7135503, 4.4002705 50.7134968, 4.4003293 50.7134848, 4.4008212 50.7134381, 4.4010588 50.7134187)",,
509307314,N5,Chaussée de Bruxelles,primary,50,,False,False,8.801,"LINESTRING (4.3991226 50.7147007, 4.3990846 50.7147761)",2,
23170820,,Rue Michel Verbeek,residential,,,False,False,199.80900000000003,"LINESTRING (4.3991226 50.7147007, 4.3992338 50.7147206, 4.3999762 50.7148537, 4.4006678 50.7149778, 4.4010114 50.7150394, 4.4016232 50.7151423, 4.4018611 50.7151698)",,
42440560,N5,Chaussée de Bruxelles,primary,50,,False,True,136.934,"LINESTRING (4.3991226 50.7147007, 4.3996653 50.7136116, 4.3996699 50.7136024, 4.3997078 50.7135263)",2,
23170822,,Avenue de l'Ange,residential,,,False,True,331.031,"LINESTRING (4.4018611 50.7151698, 4.4013221 50.7181272)",,
509307321,,Avenue de l'Ange,residential,,,False,False,60.605,"LINESTRING (4.4018611 50.7151698, 4.4019682 50.714629)",,
23170820,,Rue Michel Verbeek,residential,,,False,True,199.809,"LINESTRING (4.4018611 50.7151698, 4.4016232 50.7151423, 4.4010114 50.7150394, 4.4006678 50.7149778, 4.3999762 50.7148537, 4.3992338 50.7147206, 4.3991226 50.7147007)",,
509307321,,Avenue de l'Ange,residential,,,False,True,60.605,"LINESTRING (4.4019682 50.714629, 4.4018611 50.7151698)",,
23170831,,Avenue Wellington,residential,,,False,False,111.68599999999999,"LINESTRING (4.4019682 50.714629, 4.4022875 50.7146602, 4.4035226 50.714828)",,
509307322,,Avenue de l'Ange,residential,,,False,False,50.437000000000005,"LINESTRING (4.4019682 50.714629, 4.4019768 50.7145879, 4.4019851 50.7145067, 4.4020626 50.7141796)",,
509307322,,Avenue de l'Ange,residential,,,False,True,50.437000000000005,"LINESTRING (4.4020626 50.7141796, 4.4019851 50.7145067, 4.4019768 50.7145879, 4.4019682 50.714629)",,
28143551,,Avenue Marechal Ney,residential,,,False,True,83.857,"LINESTRING (4.4045931 50.7164132, 4.4045204 50.7168025, 4.4044599 50.7171626)",,
28143550,,Avenue Marechal Ney,residential,,,False,False,131.607,"LINESTRING (4.4044599 50.7171626, 4.4044123 50.7173523, 4.4041557 50.7180084, 4.4041161 50.7181959, 4.4040935 50.7183215)",,
28143551,,Avenue Marechal Ney,residential,,,False,False,83.857,"LINESTRING (4.4044599 50.7171626, 4.4045204 50.7168025, 4.4045931 50.7164132)",,
23170843,,Avenue Napoléon,residential,,,False,False,381.687,"LINESTRING (4.4028841 50.7182367, 4.4035226 50.714828)",,
354301161,,Avenue Reine Astrid,tertiary,50,,False,True,62.687,"LINESTRING (4.4028841 50.7182367, 4.4037691 50.7182988)",,
354301161,,Avenue Reine Astrid,tertiary,50,,False,False,110.639,"LINESTRING (4.4028841 50.7182367, 4.40286 50.718235, 4.4013221 50.7181272)",,
23170843,,Avenue Napoléon,residential,,,False,True,381.687,"LINESTRING (4.4035226 50.714828, 4.4028841 50.7182367)",,
23170831,,Avenue Wellington,residential,,,False,True,111.68599999999999,"LINESTRING (4.4035226 50.714828, 4.4022875 50.7146602, 4.4019682 50.714629)",,
1062899505,,Avenue des Merles,residential,30,,False,True,96.698,"LINESTRING (4.4033718 50.7215877, 4.40314 50.7214844, 4.4023971 50.7209793)",,
13890758,,Drève du Moulin,residential,30,,False,False,94.343,"LINESTRING (4.3916266 50.7186299, 4.3929495 50.7184945)",,
23237738,,Clos du Vieux Moulin,residential,30,,False,False,128.149,"LINESTRING (4.3916266 50.7186299, 4.3918532 50.7195628, 4.3918405 50.7196393, 4.391796 50.7196838, 4.3916995 50.7197339)",,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,True,84.429,"LINESTRING (4.3952433 50.7212904, 4.3950373 50.7205424)",,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,False,30.861,"LINESTRING (4.3952433 50.7212904, 4.3952984 50.7213523, 4.3953823 50.7214056, 4.3954733 50.7214323, 4.3955786 50.7214443)",,
39076346,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,True,52.429,"LINESTRING (4.3952433 50.7212904, 4.3952136 50.721375, 4.3951971 50.7214268, 4.3951968 50.7214657, 4.3952062 50.7214838, 4.3952256 50.7215047, 4.3952837 50.7215227, 4.3953503 50.7215229, 4.3954342 50.7215067, 4.395516 50.7214774, 4.3955786 50.7214443)",,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,False,32.626000000000005,"LINESTRING (4.3959667 50.7214144, 4.3960863 50.7214242, 4.3961402 50.7214311, 4.3962007 50.7214478, 4.3962573 50.721479, 4.3962889 50.7215026, 4.3963156 50.721531, 4.3963395 50.7215557)",,
39076345,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,True,54.473000000000006,"LINESTRING (4.3959667 50.7214144, 4.3961926 50.721341, 4.396296 50.7213348, 4.3963763 50.721359, 4.396405 50.7214067, 4.3963967 50.7214618, 4.3963735 50.7215033, 4.3963395 50.7215557)",,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,True,27.545,"LINESTRING (4.3959667 50.7214144, 4.3957357 50.7214355, 4.395639 50.7214433, 4.3955786 50.7214443)",,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,False,28.439,"LINESTRING (4.3963395 50.7215557, 4.3963569 50.7215869, 4.3963988 50.7217177, 4.396421 50.7218058)",,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,True,32.626,"LINESTRING (4.3963395 50.7215557, 4.3963156 50.721531, 4.3962889 50.7215026, 4.3962573 50.721479, 4.3962007 50.7214478, 4.3961402 50.7214311, 4.3960863 50.7214242, 4.3959667 50.7214144)",,
39076345,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,False,54.473,"LINESTRING (4.3963395 50.7215557, 4.3963735 50.7215033, 4.3963967 50.7214618, 4.396405 50.7214067, 4.3963763 50.721359, 4.396296 50.7213348, 4.3961926 50.721341, 4.3959667 50.7214144)",,
23237774,,Avenue Prince Baudouin,residential,30,,False,False,107.096,"LINESTRING (4.3979194 50.7216394, 4.3965236 50.7217924, 4.396421 50.7218058)",,
175320592,N5,Chaussée de Bruxelles,primary,50,,False,False,64.399,"LINESTRING (4.3979194 50.7216394, 4.3979016 50.721522, 4.3978454 50.7211517, 4.3978318 50.7210629)",4,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,True,28.438999999999997,"LINESTRING (4.396421 50.7218058, 4.3963988 50.7217177, 4.3963569 50.7215869, 4.3963395 50.7215557)",,
23237774,,Avenue Prince Baudouin,residential,30,,False,True,107.096,"LINESTRING (4.396421 50.7218058, 4.3965236 50.7217924, 4.3979194 50.7216394)",,
13890758,,Drève du Moulin,residential,30,,False,True,106.39099999999999,"LINESTRING (4.3944389 50.7183404, 4.3940878 50.7183742, 4.3940245 50.7183813, 4.3939642 50.7183975, 4.3932721 50.7184675, 4.3929495 50.7184945)",,
27611289,,Venelle des Trois Sapins,residential,30,,False,True,62.73100000000001,"LINESTRING (4.3944389 50.7183404, 4.3944362 50.7184477, 4.3944192 50.71852, 4.3944269 50.7185645, 4.3944781 50.718586, 4.3947679 50.7186842, 4.3948946 50.7187292)",,
393500920,,Drève du Moulin,living_street,,,False,False,133.03700000000003,"LINESTRING (4.3944389 50.7183404, 4.3948683 50.7183067, 4.3953347 50.7182697, 4.3956878 50.7182458, 4.3958015 50.7182388, 4.3960157 50.7182168, 4.3960927 50.7182053, 4.3961477 50.7181918, 4.3961753 50.7181782, 4.3962005 50.7181582, 4.3962183 50.7181042)",,
507979414,,,unclassified,,,False,False,71.284,"LINESTRING (4.3961765 50.7197567, 4.3963434 50.720389)",,
27611287,,Venelle des Trois Sapins,residential,30,,False,True,99.16199999999999,"LINESTRING (4.3961765 50.7197567, 4.3962941 50.719758, 4.3973296 50.7196526, 4.3975505 50.7195898)",,
507979413,,Venelle des Trois Sapins,residential,30,,False,False,102.805,"LINESTRING (4.3961765 50.7197567, 4.3961229 50.7197377, 4.3955218 50.7192391, 4.3952873 50.7190276)",,
27611288,,Place du Château Tremblant,residential,30,,False,True,48.138000000000005,"LINESTRING (4.3952873 50.7190276, 4.3952405 50.7190285, 4.3951978 50.7190339, 4.3951538 50.7190189, 4.3948935 50.7187963, 4.3948946 50.7187292)",,
507979415,,Place du Château Tremblant,residential,30,,False,False,59.583,"LINESTRING (4.3952873 50.7190276, 4.3953675 50.7189829, 4.3954344 50.7189173, 4.3948946 50.7187292)",,
507979413,,Venelle des Trois Sapins,residential,30,,False,True,102.80499999999999,"LINESTRING (4.3952873 50.7190276, 4.3955218 50.7192391, 4.3961229 50.7197377, 4.3961765 50.7197567)",,
27611288,,Place du Château Tremblant,residential,30,,False,False,48.138,"LINESTRING (4.3948946 50.7187292, 4.3948935 50.7187963, 4.3951538 50.7190189, 4.3951978 50.7190339, 4.3952405 50.7190285, 4.3952873 50.7190276)",,
507979415,,Place du Château Tremblant,residential,30,,False,True,59.583,"LINESTRING (4.3948946 50.7187292, 4.3954344 50.7189173, 4.3953675 50.7189829, 4.3952873 50.7190276)",,
27611289,,Venelle des Trois Sapins,residential,30,,False,False,62.73100000000001,"LINESTRING (4.3948946 50.7187292, 4.3947679 50.7186842, 4.3944781 50.718586, 4.3944269 50.7185645, 4.3944192 50.71852, 4.3944362 50.7184477, 4.3944389 50.7183404)",,
150372867,,Rue Théophile Delbar,residential,,,True,False,121.88100000000001,"LINESTRING (4.3981865 50.7167708, 4.3968716 50.716631, 4.3966102 50.7165639, 4.3964945 50.7165611)",,
"[509307317, 349933647]",N5,Chaussée de Bruxelles,primary,50,,False,False,125.70100000000001,"LINESTRING (4.3981865 50.7167708, 4.398174 50.7168158, 4.398108 50.7170528, 4.3980604 50.7172746, 4.3979934 50.7175692, 4.3979626 50.7177134, 4.3979544 50.7177632, 4.3979328 50.7178895)",2,
509307317,N5,Chaussée de Bruxelles,primary,50,,False,True,231.029,"LINESTRING (4.3981865 50.7167708, 4.3983374 50.7163227, 4.398352 50.7162835, 4.398365 50.7162454, 4.3984316 50.7160741, 4.3986179 50.715607, 4.3988295 50.7152528, 4.3990401 50.7148498, 4.3990846 50.7147761)",2,
13886065,,Rue de la Station,tertiary,30,,False,False,87.768,"LINESTRING (4.3975338 50.7178477, 4.3971573 50.7178131, 4.3964975 50.7177518, 4.3962996 50.7177366)",,
13886065,,Rue de la Station,tertiary,30,,False,True,28.475,"LINESTRING (4.3975338 50.7178477, 4.3976698 50.7178633, 4.3977231 50.7178681, 4.3979328 50.7178895)",,
151083715,,Square Albert I,residential,,,True,False,56.708000000000006,"LINESTRING (4.3975338 50.7178477, 4.3975713 50.7176414, 4.3975894 50.717537, 4.39761 50.7173926, 4.3975577 50.7173521)",,
39747698,,Rue de la Chapelle Royale,residential,,,False,True,82.025,"LINESTRING (4.3975577 50.7173521, 4.3964006 50.7172659)",,
39747698,,Rue de la Chapelle Royale,residential,,,False,False,82.025,"LINESTRING (4.3964006 50.7172659, 4.3975577 50.7173521)",,
14098162,,Rue François Libert,residential,,,False,False,79.05,"LINESTRING (4.3964006 50.7172659, 4.396428 50.7171553, 4.3964458 50.7170709, 4.3964648 50.7169805, 4.3965205 50.716716, 4.3964945 50.7165611)",,
14098162,,Rue François Libert,residential,,,False,True,52.827999999999996,"LINESTRING (4.3964006 50.7172659, 4.3963301 50.7176194, 4.3962996 50.7177366)",,
23237738,,Clos du Vieux Moulin,residential,30,,False,False,72.637,"LINESTRING (4.3916995 50.7197339, 4.3916968 50.7198009, 4.3914488 50.719904, 4.3913473 50.7198824, 4.3913542 50.7198051, 4.3915931 50.7197066, 4.3916995 50.7197339)",,
23237738,,Clos du Vieux Moulin,residential,30,,False,True,72.637,"LINESTRING (4.3916995 50.7197339, 4.3915931 50.7197066, 4.3913542 50.7198051, 4.3913473 50.7198824, 4.3914488 50.719904, 4.3916968 50.7198009, 4.3916995 50.7197339)",,
23237738,,Clos du Vieux Moulin,residential,30,,False,True,128.149,"LINESTRING (4.3916995 50.7197339, 4.391796 50.7196838, 4.3918405 50.7196393, 4.3918532 50.7195628, 4.3916266 50.7186299)",,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,False,27.545,"LINESTRING (4.3955786 50.7214443, 4.395639 50.7214433, 4.3957357 50.7214355, 4.3959667 50.7214144)",,
23237771,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,True,30.861,"LINESTRING (4.3955786 50.7214443, 4.3954733 50.7214323, 4.3953823 50.7214056, 4.3952984 50.7213523, 4.3952433 50.7212904)",,
39076346,,Avenue Princesse Joséphine-Charlotte,residential,30,,False,False,52.429,"LINESTRING (4.3955786 50.7214443, 4.395516 50.7214774, 4.3954342 50.7215067, 4.3953503 50.7215229, 4.3952837 50.7215227, 4.3952256 50.7215047, 4.3952062 50.7214838, 4.3951968 50.7214657, 4.3951971 50.7214268, 4.3952136 50.721375, 4.3952433 50.7212904)",,
38706665,,Avenue des Saules,residential,,,True,False,41.443,"LINESTRING (4.3915113 50.715201, 4.3916366 50.7151802, 4.3919214 50.7152516, 4.39202 50.7153255)",,
14098330,,Avenue des Saules,residential,,,False,True,43.458,"LINESTRING (4.39202 50.7153255, 4.3925958 50.7154663)",,
38706666,,Avenue des Saules,residential,,,True,False,40.759,"LINESTRING (4.39202 50.7153255, 4.3918929 50.7153415, 4.391612 50.7152667, 4.3915113 50.715201)",,
186641788,,Allée Henri Pousseur,residential,30,,False,True,22.334,"LINESTRING (4.3916375 50.7218175, 4.3916007 50.721618)",,
