osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,access,lanes
"[417246501, 417246493, 144832999]",,Waterstraat,residential,50,False,True,186.95999999999998,"LINESTRING (5.1545331 51.1013059, 5.154481 51.1013957, 5.1544716 51.1014566, 5.1543781 51.1020653, 5.1543682 51.1022401, 5.1543608 51.1023712, 5.1543653 51.1024025, 5.1543767 51.1024805, 5.154385 51.1025378, 5.1543921 51.1026432, 5.1543963 51.1027064, 5.1543662 51.1028478, 5.1543314 51.1029742)",,,
117182053,,Nieuwstraat,residential,,False,True,15.694,"LINESTRING (5.1585194 51.1056401, 5.1584488 51.1057741)",,,
"[117182057, 417246467]",,Groenstraat,residential,50,False,True,315.82899999999995,"LINESTRING (5.1585194 51.1056401, 5.1583497 51.1055759, 5.1565307 51.1046839, 5.156192 51.1045596, 5.1557735 51.1044329, 5.155026 51.1042887, 5.1546642 51.1042189)",3.5,,
117182058,,Nieuwstraat,residential,,False,False,222.822,"LINESTRING (5.1585194 51.1056401, 5.1591994 51.1046249, 5.1596646 51.1039258, 5.1597467 51.1037904)",,,
117182053,,Nieuwstraat,residential,,False,False,15.694,"LINESTRING (5.1584488 51.1057741, 5.1585194 51.1056401)",,,
117182051,,Stokerijstraat,residential,50,False,True,429.583,"LINESTRING (5.1584488 51.1057741, 5.1590045 51.1060621, 5.159325 51.1062268, 5.1596321 51.1064376, 5.1597608 51.1065364, 5.1601431 51.106962, 5.1603581 51.1071869, 5.1606494 51.1073257, 5.160994 51.1074763, 5.1614386 51.107648, 5.1617253 51.1077329, 5.1629024 51.1080177, 5.1630422 51.1080405, 5.1631738 51.1080257)",,,
117182053,,Nieuwstraat,residential,,False,True,344.236,"LINESTRING (5.1584488 51.1057741, 5.1583257 51.106003, 5.1581979 51.1061667, 5.1571512 51.1072801, 5.1567377 51.1077962, 5.1565553 51.1079352, 5.1557078 51.1082557)",,,
93370576,,Grensstraat,residential,,False,False,80.332,"LINESTRING (5.1662051 51.1049209, 5.1651341 51.1046569)",3,,
93370609,,Grensstraat,residential,50,False,True,156.652,"LINESTRING (5.1662051 51.1049209, 5.1663936 51.1045861, 5.1666099 51.1042133, 5.1667669 51.1039019, 5.1668319 51.1037244, 5.1668388 51.103632, 5.166843 51.1035764)",3,,
"[419170048, 406257838]",,Grensstraat,"['residential', 'unclassified']",50,False,"[False, True]",411.985,"LINESTRING (5.1662051 51.1049209, 5.1659253 51.105408, 5.1656799 51.1059102, 5.1656334 51.1059883, 5.1654609 51.1062784, 5.165341 51.10642, 5.1648566 51.1067229, 5.1646738 51.1068559, 5.1644694 51.1070564, 5.163952 51.1074373, 5.1633758 51.1078631, 5.1631738 51.1080257)",3,destination,
93370609,,Grensstraat,residential,50,False,False,156.652,"LINESTRING (5.166843 51.1035764, 5.1668388 51.103632, 5.1668319 51.1037244, 5.1667669 51.1039019, 5.1666099 51.1042133, 5.1663936 51.1045861, 5.1662051 51.1049209)",3,,
"[406257840, 362284474, 406579683, 406257839]",N141,Heidestraat,secondary,70,False,True,495.476,"LINESTRING (5.166843 51.1035764, 5.1647686 51.1037744, 5.1641522 51.1038349, 5.1635319 51.1038955, 5.1627969 51.1039565, 5.1624032 51.1039735, 5.1619604 51.1039754, 5.1615795 51.1039698, 5.161145 51.1039515, 5.1607661 51.103923, 5.1604209 51.103886, 5.1598167 51.1038003)",,,2
93370574,,Gerhoevenstraat,residential,,False,False,224.469,"LINESTRING (5.1575093 51.1099264, 5.1569178 51.1094118, 5.1567153 51.1092434, 5.1565044 51.1090522, 5.1557078 51.1082557)",,,
733627428,N141,Heidestraat,secondary,70,False,True,5.01,"LINESTRING (5.1598167 51.1038003, 5.1597467 51.1037904)",,,
362292383,,Mastentopstraat,residential,,False,True,122.019,"LINESTRING (5.1598167 51.1038003, 5.1598455 51.1037355, 5.1600491 51.103423, 5.1604862 51.1027873)",,,
"[406257840, 362284474, 406579683, 406257839]",N141,Heidestraat,secondary,70,False,False,495.476,"LINESTRING (5.1598167 51.1038003, 5.1604209 51.103886, 5.1607661 51.103923, 5.161145 51.1039515, 5.1615795 51.1039698, 5.1619604 51.1039754, 5.1624032 51.1039735, 5.1627969 51.1039565, 5.1635319 51.1038955, 5.1641522 51.1038349, 5.1647686 51.1037744, 5.166843 51.1035764)",,,2
93370576,,Grensstraat,residential,,False,True,80.332,"LINESTRING (5.1651341 51.1046569, 5.1662051 51.1049209)",3,,
733627428,N141,Heidestraat,secondary,70,False,False,5.01,"LINESTRING (5.1597467 51.1037904, 5.1598167 51.1038003)",,,
117182058,,Nieuwstraat,residential,,False,True,222.822,"LINESTRING (5.1597467 51.1037904, 5.1596646 51.1039258, 5.1591994 51.1046249, 5.1585194 51.1056401)",,,
"[405922417, 529896573]",N141,Heidestraat,secondary,70,False,True,381.769,"LINESTRING (5.1597467 51.1037904, 5.1573184 51.1034237, 5.1572664 51.1034159, 5.1546427 51.1030227, 5.1544294 51.1029904)",,,
"[417246475, 816118930, 816118931, 93388828]",,Meulenven,residential,"['30', '50']",False,False,258.075,"LINESTRING (5.1581725 51.1016731, 5.1577299 51.1016146, 5.1572087 51.1015476, 5.1569389 51.1015581, 5.15644 51.1015057, 5.1560538 51.1014701, 5.1557518 51.1014372, 5.1555714 51.1014019, 5.1548075 51.1013241, 5.1545331 51.1013059)",,,
93388828,,Meulenven,residential,,False,True,195.688,"LINESTRING (5.1581725 51.1016731, 5.1587751 51.1017441, 5.1594061 51.1017886, 5.1596093 51.1018182, 5.1608885 51.102081)",,,
783986070,,Snoeistraat,residential,,False,True,197.763,"LINESTRING (5.1581725 51.1016731, 5.1578878 51.1021187, 5.1576749 51.1024879, 5.1575537 51.1027701, 5.1572906 51.1033609)",,,
405922397,,Broekstraat,residential,,False,True,50.582,"LINESTRING (5.1550578 51.1081514, 5.1555216 51.1082968, 5.1556019 51.1082983, 5.1557078 51.1082557)",,,
93388828,,Meulenven,residential,,False,False,195.688,"LINESTRING (5.1608885 51.102081, 5.1596093 51.1018182, 5.1594061 51.1017886, 5.1587751 51.1017441, 5.1581725 51.1016731)",,,
362292383,,Mastentopstraat,residential,,False,False,84.235,"LINESTRING (5.1608885 51.102081, 5.1608942 51.1021711, 5.1608249 51.1022698, 5.1604862 51.1027873)",,,
"[405922432, 117182055]",,Mastentopstraat,unclassified,,False,True,116.417,"LINESTRING (5.1608885 51.102081, 5.1613877 51.1012896, 5.1614423 51.1012115, 5.1615082 51.1011091)",,,
405922414,N141,Heidestraat,secondary,70,False,False,7.076,"LINESTRING (5.1543314 51.1029742, 5.1544294 51.1029904)",,,
"[417246493, 417246501, 144832999]",,Waterstraat,residential,50,False,False,186.96,"LINESTRING (5.1543314 51.1029742, 5.1543662 51.1028478, 5.1543963 51.1027064, 5.1543921 51.1026432, 5.154385 51.1025378, 5.1543767 51.1024805, 5.1543653 51.1024025, 5.1543608 51.1023712, 5.1543682 51.1022401, 5.1543781 51.1020653, 5.1544716 51.1014566, 5.154481 51.1013957, 5.1545331 51.1013059)",,,
"[417246437, 93370594, 417246429]",,Diktestraat,residential,50,False,False,103.631,"LINESTRING (5.154698 51.1039056, 5.1546785 51.1038314, 5.1546493 51.1037199, 5.1545653 51.1034565, 5.154504 51.1032641, 5.1544425 51.1031162, 5.1544342 51.1030361, 5.1544294 51.1029904)",3,,
93370594,,Diktestraat,residential,50,False,True,35.083,"LINESTRING (5.154698 51.1039056, 5.1547072 51.1040142, 5.1546939 51.104119, 5.1546642 51.1042189)",3,,
362284472,,Diktestraat,residential,,False,False,77.57900000000001,"LINESTRING (5.154698 51.1039056, 5.1546086 51.1038945, 5.1545477 51.1038596, 5.1543242 51.1037048, 5.15427 51.1036827, 5.1539374 51.1035936, 5.1539123 51.1035793, 5.1539095 51.1035643, 5.1539151 51.1035302, 5.1539311 51.10349)",,,
117182051,,Stokerijstraat,residential,50,False,False,429.583,"LINESTRING (5.1631738 51.1080257, 5.1630422 51.1080405, 5.1629024 51.1080177, 5.1617253 51.1077329, 5.1614386 51.107648, 5.160994 51.1074763, 5.1606494 51.1073257, 5.1603581 51.1071869, 5.1601431 51.106962, 5.1597608 51.1065364, 5.1596321 51.1064376, 5.159325 51.1062268, 5.1590045 51.1060621, 5.1584488 51.1057741)",,,
"[419170048, 406257838]",,Grensstraat,"['unclassified', 'residential']",50,False,"[False, True]",411.985,"LINESTRING (5.1631738 51.1080257, 5.1633758 51.1078631, 5.163952 51.1074373, 5.1644694 51.1070564, 5.1646738 51.1068559, 5.1648566 51.1067229, 5.165341 51.10642, 5.1654609 51.1062784, 5.1656334 51.1059883, 5.1656799 51.1059102, 5.1659253 51.105408, 5.1662051 51.1049209)",3,destination,
362292383,,Mastentopstraat,residential,,False,False,122.01899999999999,"LINESTRING (5.1604862 51.1027873, 5.1600491 51.103423, 5.1598455 51.1037355, 5.1598167 51.1038003)",,,
362292383,,Mastentopstraat,residential,,False,True,84.235,"LINESTRING (5.1604862 51.1027873, 5.1608249 51.1022698, 5.1608942 51.1021711, 5.1608885 51.102081)",,,
441415733,,Dopheide,living_street,20,False,False,119.013,"LINESTRING (5.1604862 51.1027873, 5.1599802 51.1026516, 5.1595196 51.1025935, 5.1588714 51.1024554)",,,
441415733,,Dopheide,living_street,20,False,True,10.343,"LINESTRING (5.1587306 51.1024265, 5.1588714 51.1024554)",,,
783986070,,Snoeistraat,residential,,False,False,197.763,"LINESTRING (5.1572906 51.1033609, 5.1575537 51.1027701, 5.1576749 51.1024879, 5.1578878 51.1021187, 5.1581725 51.1016731)",,,
529897729,,Dopheide,living_street,20,False,False,25.804,"LINESTRING (5.1587524 51.1026751, 5.1588714 51.1024554)",,,
441415733,,Dopheide,living_street,20,False,False,10.343,"LINESTRING (5.1588714 51.1024554, 5.1587306 51.1024265)",,,
529897729,,Dopheide,living_street,20,False,True,25.804,"LINESTRING (5.1588714 51.1024554, 5.1587524 51.1026751)",,,
441415733,,Dopheide,living_street,20,False,True,119.013,"LINESTRING (5.1588714 51.1024554, 5.1595196 51.1025935, 5.1599802 51.1026516, 5.1604862 51.1027873)",,,
362284472,,Diktestraat,residential,,False,True,77.57900000000001,"LINESTRING (5.1539311 51.10349, 5.1539151 51.1035302, 5.1539095 51.1035643, 5.1539123 51.1035793, 5.1539374 51.1035936, 5.15427 51.1036827, 5.1543242 51.1037048, 5.1545477 51.1038596, 5.1546086 51.1038945, 5.154698 51.1039056)",,,
