osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,bridge,maxspeed,junction,tunnel
235304586,Rue Adolphe Sax,primary,False,False,6.813,N92A,"LINESTRING (4.9101448 50.2625009, 4.9102002 50.2624509)",,,,,
77889516,Rue Saint-Jacques,primary,False,False,25.932,N936,"LINESTRING (4.9101448 50.2625009, 4.9100457 50.2624646, 4.9098331 50.2623798)",,,,,
"[243229698, 528098843, 25672327]",Boulevard Léon Sasserath,primary,True,False,355.95099999999996,N92,"LINESTRING (4.9097328 50.2621985, 4.9104675 50.2617919, 4.9109 50.2615, 4.9113912 50.2611274, 4.9116039 50.2609553, 4.9117172 50.2608568, 4.9117612 50.2608212, 4.9119308 50.2606295, 4.9119602 50.2605877, 4.9120597 50.2604232, 4.9120935 50.260345, 4.9121873 50.2600896, 4.91224 50.2599395, 4.912274 50.2598596, 4.9123357 50.2596984, 4.9123984 50.2595905)",,,30,,
23180037,,primary,True,False,21.838,N92,"LINESTRING (4.9095275 50.2623392, 4.9095747 50.2622807, 4.9097049 50.2622089, 4.9097328 50.2621985)",,,,,
235269323,Quai Jean-Baptiste Culot,primary,False,False,49.709,N92,"LINESTRING (4.9095275 50.2623392, 4.909211 50.2625362, 4.9090452 50.2626622)",,,,,
235306753,,primary,False,True,22.817999999999998,N936,"LINESTRING (4.9095275 50.2623392, 4.9096717 50.2623349, 4.9097449 50.2623501, 4.9098331 50.2623798)",,,,,
25672470,Rue de la Station,primary,False,False,37.148,N96,"LINESTRING (4.9099818 50.2600959, 4.9100786 50.260121, 4.9104734 50.260209)",,,,,
658799536,,primary,True,False,16.282,,"LINESTRING (4.9099818 50.2600959, 4.9099669 50.2601143, 4.9099431 50.2601282, 4.9099133 50.2601362, 4.9098781 50.2601368, 4.9098476 50.26013, 4.9098226 50.2601169, 4.9098061 50.2600992)",,,,roundabout,
25672874,Rue Coster,residential,True,False,52.046,,"LINESTRING (4.9130373 50.2601436, 4.9129831 50.2601346, 4.9123315 50.2600192)",,,,,
235270758,Rue Grande,primary,True,False,69.364,N95A,"LINESTRING (4.9130373 50.2601436, 4.9129221 50.2604447, 4.9128852 50.2604956, 4.9128452 50.2605443, 4.9127992 50.2606004, 4.9127735 50.2606263, 4.9127314 50.2606445, 4.9126307 50.2606853)",,,,,
235270758,Rue Grande,primary,True,False,5.066,N95A,"LINESTRING (4.9130558 50.2600996, 4.9130373 50.2601436)",,,,,
294768772,Square de la Brigade Piron,unclassified,False,False,9.861,,"LINESTRING (4.9085975 50.2608475, 4.9087329 50.2608668)",,,,,
"[294768756, 25673181, 294768772, 1151517701]",Square de la Brigade Piron,unclassified,False,True,142.309,,"LINESTRING (4.9085975 50.2608475, 4.9085025 50.2608792, 4.9084604 50.2609245, 4.908366 50.2610268, 4.9082667 50.2611399, 4.9081874 50.2612303, 4.9078544 50.2616152, 4.9078311 50.2616421, 4.9075767 50.261936)",,,,,
643386944,Square de la Brigade Piron,unclassified,False,False,103.13000000000001,,"LINESTRING (4.9085975 50.2608475, 4.9085261 50.2607886, 4.9085141 50.260751, 4.9085516 50.2606899, 4.9087721 50.2606377, 4.908926 50.2604894, 4.9090741 50.2603725, 4.909223 50.2602706, 4.9094224 50.2602998)",,,,,
25672806,Rue de Maibes,residential,True,False,65.33,,"LINESTRING (4.9141583 50.2596771, 4.9139574 50.2596167, 4.9135159 50.2594684, 4.9133346 50.2594171)",,,,,
"[25674912, 234571507]","['Rue en Rhée', 'Rue Ernest-le-Boulangé']",residential,True,False,115.34199999999998,,"LINESTRING (4.9141583 50.2596771, 4.9141342 50.2597058, 4.9138997 50.2599856, 4.9137345 50.2601562, 4.9136801 50.2601931, 4.913618 50.2602294, 4.9130558 50.2600996)",,,,,
93916688,Place Reine Astrid,primary,False,False,10.43,N936,"LINESTRING (4.9121196 50.2607924, 4.9120456 50.2608734)",,,,,
650976711,Place Reine Astrid,primary,True,False,15.419,,"LINESTRING (4.9121196 50.2607924, 4.9121182 50.2607537, 4.9121202 50.2606886, 4.9121173 50.2606538)",,,,,
27842821,Rue des Fossés,residential,True,False,69.615,,"LINESTRING (4.9152903 50.2570541, 4.9149034 50.2568921, 4.914636 50.2567889, 4.9144641 50.2567182)",,,,,
509317583,Rue Grande,primary,True,False,69.033,N95A,"LINESTRING (4.9152903 50.2570541, 4.9151384 50.2571723, 4.9149639 50.2573107, 4.9147963 50.2574974, 4.9147381 50.2575623)",,,,,
509317583,Rue Grande,primary,True,False,47.943,N95A,"LINESTRING (4.9145413 50.2577817, 4.914238 50.2581668)",,,,,
27842839,Rue Pierre-Joseph Lion,residential,False,False,45.991,,"LINESTRING (4.9145413 50.2577817, 4.914643 50.2578225, 4.9151146 50.2579727)",,,,,
77889537,Rue Wiertz,residential,True,False,107.358,,"LINESTRING (4.9145413 50.2577817, 4.914466 50.2577439, 4.9136545 50.2574703, 4.9133627 50.2573754, 4.9132014 50.2573419)",,,,,
509317583,Rue Grande,primary,True,False,19.736,N95A,"LINESTRING (4.9154668 50.2569171, 4.9152903 50.2570541)",,,,,
1151517704,Avenue Winston Churchill,primary,True,False,47.973,N95,"LINESTRING (4.9123315 50.2600192, 4.9123965 50.2597035, 4.9123984 50.2595905)",,,,,
234571654,Rue Saint-Roch,living_street,False,False,27.294,,"LINESTRING (4.9168318 50.2552106, 4.9171846 50.2553074)",,,,,
234571655,Rue Saint-Roch,residential,True,False,55.283,,"LINESTRING (4.9168318 50.2552106, 4.9167104 50.2551853, 4.9161155 50.255018)",,,,,
"[651012010, 651010815]","['Place Saint-Nicolas', 'Rue Léopold']",primary,True,False,101.352,N95A,"LINESTRING (4.9168318 50.2552106, 4.9167574 50.2553224, 4.9165581 50.2556219, 4.9163106 50.2559689, 4.9162899 50.255998, 4.9162559 50.2560443)",,,,,
77889488,Rue Pont en Isle,residential,True,False,49.577,,"LINESTRING (4.9149558 50.2549877, 4.9150528 50.2550186, 4.9152263 50.2550829, 4.9153736 50.2551577, 4.9155199 50.2552452)",,,,,
77889490,Rue Pont en Isle,residential,True,False,5.685,,"LINESTRING (4.9155199 50.2552452, 4.9155928 50.2552662)",,,,,
77889489,Rue Albert Huybrechts,residential,True,False,53.065,,"LINESTRING (4.9155199 50.2552452, 4.9150086 50.2554518, 4.9148671 50.2554544)",,,,,
234521528,Rue Pont en Isle,residential,False,True,85.795,,"LINESTRING (4.9155928 50.2552662, 4.9156634 50.2553553, 4.9158215 50.2558032, 4.9158941 50.2560106)",,,,,
276649922,Rue Courte Saint-Roch,residential,True,False,46.84,,"LINESTRING (4.9155928 50.2552662, 4.9156684 50.2552552, 4.9159668 50.2551046, 4.9161155 50.255018)",,,,,
234521528,Rue Pont en Isle,residential,False,False,85.795,,"LINESTRING (4.9158941 50.2560106, 4.9158215 50.2558032, 4.9156634 50.2553553, 4.9155928 50.2552662)",,,,,
1241396092,Rue en Rhée,residential,False,False,21.293,,"LINESTRING (4.9149144 50.2591844, 4.9151954 50.2592507)",,,,,
25674912,Rue en Rhée,residential,True,False,78.86200000000001,,"LINESTRING (4.9149144 50.2591844, 4.9148547 50.2592708, 4.9147396 50.2593334, 4.9145214 50.2593959, 4.9142866 50.259561, 4.9141583 50.2596771)",,,,,
509317583,Rue Grande,primary,True,False,28.123,N95A,"LINESTRING (4.9147381 50.2575623, 4.9145413 50.2577817)",,,,,
"[77889494, 77889493, 25674910]","['Rue Saint-Michel', 'Rue en Rhée', 'Place du Palais de Justice']",residential,True,False,261.75800000000004,,"LINESTRING (4.9147381 50.2575623, 4.9158929 50.2578816, 4.9158913 50.2579616, 4.9158819 50.2580575, 4.9158657 50.2581197, 4.9158294 50.2581703, 4.9157314 50.2583069, 4.9157191 50.2583241, 4.9154131 50.2587688, 4.9149168 50.2586378, 4.9149044 50.258665, 4.9147792 50.2588787)",,,,,
"[25674912, 77889494]","['Rue en Rhée', 'Place du Palais de Justice']",residential,True,False,49.658,,"LINESTRING (4.9147792 50.2588787, 4.9146337 50.2591154, 4.9149144 50.2591844)",,,,,
77889501,Rue du Palais de Justice,residential,True,False,67.618,,"LINESTRING (4.9138887 50.258665, 4.9147792 50.2588787)",,,,,
"[1087710426, 235270758]",Rue Grande,primary,True,False,94.13900000000001,N95A,"LINESTRING (4.9138887 50.258665, 4.9138063 50.2587526, 4.9135872 50.2589449, 4.9134803 50.2590487, 4.9134319 50.2591081, 4.9133864 50.2592409, 4.9133346 50.2594171)",,,,,
509317583,Rue Grande,primary,True,False,9.864,N95A,"LINESTRING (4.9155504 50.2568463, 4.9154668 50.2569171)",,,,,
"[221499672, 1119044443, 77889507, 27842973]",,residential,True,False,154.174,,"LINESTRING (4.9155504 50.2568463, 4.9158281 50.2569634, 4.9159543 50.2569655, 4.9163882 50.2571137, 4.9163587 50.2571658, 4.9163506 50.2571802, 4.9163037 50.2572512, 4.9154668 50.2569171)",,,,,
77889539,Rue du Collège,residential,True,False,91.682,,"LINESTRING (4.914238 50.2581668, 4.9136507 50.2580037, 4.9136162 50.2579955, 4.9134115 50.2579471, 4.9130281 50.2578883)",,,,,
509317583,Rue Grande,primary,True,False,60.708,N95A,"LINESTRING (4.914238 50.2581668, 4.9139417 50.2585894, 4.9138887 50.258665)",,,,,
235304586,Rue Adolphe Sax,primary,False,True,6.813,N92A,"LINESTRING (4.9102002 50.2624509, 4.9101448 50.2625009)",,,,,
77889514,Rue Saint-Jacques,secondary,True,False,38.357,N936,"LINESTRING (4.9102002 50.2624509, 4.9103154 50.2624939, 4.9106663 50.2626247)",,,50,,
"[1136138787, 1136138789, 964418772, 650976709]",Rue Adolphe Sax,primary,False,True,190.34200000000004,N92A,"LINESTRING (4.9102002 50.2624509, 4.910355 50.2622991, 4.910577 50.2620947, 4.9107398 50.2619528, 4.9107944 50.2619047, 4.910973 50.2617675, 4.9110914 50.2616806, 4.9113658 50.261479, 4.9114993 50.2613665, 4.9116581 50.2612329, 4.9118343 50.2610972)",2,,,,
152333652,Rue Adolphe Sax,primary,False,True,29.083,N92A,"LINESTRING (4.9118343 50.2610972, 4.9119673 50.2609645, 4.9120242 50.2608983, 4.9120456 50.2608734)",2,,,,
"[650976709, 1136138787, 964418772, 1136138789]",Rue Adolphe Sax,primary,False,False,190.34199999999998,N92A,"LINESTRING (4.9118343 50.2610972, 4.9116581 50.2612329, 4.9114993 50.2613665, 4.9113658 50.261479, 4.9110914 50.2616806, 4.910973 50.2617675, 4.9107944 50.2619047, 4.9107398 50.2619528, 4.910577 50.2620947, 4.910355 50.2622991, 4.9102002 50.2624509)",2,,,,
77889520,Rue du Palais de Justice,residential,True,False,79.965,,"LINESTRING (4.9128408 50.2584037, 4.9133013 50.2585146, 4.9138244 50.2586484, 4.9138887 50.258665)",1,,50,,
"[172886528, 235270757]",Avenue Winston Churchill,primary,True,False,58.861000000000004,N95,"LINESTRING (4.9128408 50.2584037, 4.9128692 50.2583472, 4.9130016 50.2579649, 4.9130281 50.2578883)",1,,30,,
"[444658218, 77889523, 77889524]","['Place Albert Ier', 'Rue Albert Huybrechts']",primary,True,False,236.43300000000002,N95,"LINESTRING (4.913245 50.2572129, 4.9132837 50.2570827, 4.9133156 50.2569837, 4.9133797 50.2567841, 4.9134215 50.2566542, 4.9135007 50.2564244, 4.9135398 50.2563526, 4.9135789 50.2562983, 4.9136566 50.2562184, 4.9137568 50.2561475, 4.9139179 50.2560581, 4.9142918 50.2558463, 4.914608 50.2556671, 4.9148671 50.2554544)",1,,30,,
1176281399,Avenue Winston Churchill,primary,True,False,14.675,N95,"LINESTRING (4.9132014 50.2573419, 4.913245 50.2572129)",1,,30,,
"[172886528, 1176281399]",Avenue Winston Churchill,primary,True,False,61.997,N95,"LINESTRING (4.9130281 50.2578883, 4.913137 50.2575311, 4.9131851 50.2573898, 4.9132014 50.2573419)",1,,30,,
235269324,Rue de la Station,primary,False,True,35.298,N96,"LINESTRING (4.9098061 50.2600992, 4.90959 50.2602, 4.9094224 50.2602998)",,,,,
346418452,,primary,True,False,9.634,,"LINESTRING (4.9098061 50.2600992, 4.9098 50.2600789, 4.9098116 50.2600493, 4.9098319 50.2600333, 4.9098523 50.2600262)",,,,roundabout,
221450679,,secondary,False,False,7.341,N936,"LINESTRING (4.9099238 50.259955, 4.9099086 50.2600203)",,,,,
"[77894131, 1062959036]",Rue André Sodar,residential,False,False,74.15299999999999,,"LINESTRING (4.9099238 50.259955, 4.9098288 50.2598592, 4.9098119 50.2596008, 4.9097918 50.2594755, 4.9097699 50.2593632, 4.9097528 50.2593086)",,,,,
"[100608584, 100608578, 100608590]",Rue Bourgmestre-Bribosia,secondary,False,True,173.99999999999997,N936,"LINESTRING (4.9099238 50.259955, 4.9104131 50.2594073, 4.9104373 50.2593762, 4.9104626 50.2593315, 4.9104873 50.2592791, 4.9105026 50.2592308, 4.9105122 50.2591976, 4.9105176 50.2591456, 4.9105185 50.2591064, 4.9105159 50.2590668, 4.9105094 50.259031, 4.9104894 50.2589685, 4.9104693 50.2589134, 4.9104519 50.2588687, 4.9104342 50.2588312, 4.9103741 50.2587546, 4.9102109 50.2586032, 4.9101333 50.2585512)",,yes,,,
"[138741041, 93875826, 1062959037, 221450678]","['Rue de Philippeville', 'Rue de Bonsecours']","['residential', 'unclassified']",False,"[False, True]",359.45099999999996,,"LINESTRING (4.9090726 50.2578947, 4.909093 50.2580824, 4.9091058 50.2581255, 4.9092557 50.2585012, 4.9093182 50.2586471, 4.9093801 50.2587636, 4.9094334 50.2588537, 4.9095976 50.2591039, 4.9094855 50.2592017, 4.9094146 50.2592524, 4.9091887 50.2594143, 4.9088773 50.2596728, 4.9087842 50.2597569, 4.9084383 50.2600378, 4.9080263 50.2603045, 4.9078509 50.2603893, 4.9076754 50.2604386, 4.9074626 50.2604712)",,,,,
"[100608578, 234575076, 100608591]",Rue Bourgmestre-Bribosia,secondary,False,False,105.392,N936,"LINESTRING (4.9090726 50.2578947, 4.9092947 50.2579887, 4.9096224 50.2581903, 4.9098184 50.2583261, 4.910016 50.2584668, 4.9101333 50.2585512)",,,,,yes
235269323,Quai Jean-Baptiste Culot,primary,False,True,29.091,N92,"LINESTRING (4.908798 50.2628707, 4.9090452 50.2626622)",,,,,
235269323,Quai Jean-Baptiste Culot,primary,False,False,87.489,N92,"LINESTRING (4.908798 50.2628707, 4.9087858 50.2628819, 4.9085052 50.2631866, 4.9081854 50.263553)",,,,,
93759102,Place Patenier,residential,True,False,57.416,,"LINESTRING (4.909513 50.2631108, 4.9089716 50.2629295, 4.9088882 50.2628991, 4.908798 50.2628707)",,,,,
"[138741041, 93875826, 1062959037, 221450678]","['Rue de Philippeville', 'Rue de Bonsecours']","['unclassified', 'residential']",False,"[False, True]",359.451,,"LINESTRING (4.9074626 50.2604712, 4.9076754 50.2604386, 4.9078509 50.2603893, 4.9080263 50.2603045, 4.9084383 50.2600378, 4.9087842 50.2597569, 4.9088773 50.2596728, 4.9091887 50.2594143, 4.9094146 50.2592524, 4.9094855 50.2592017, 4.9095976 50.2591039, 4.9094334 50.2588537, 4.9093801 50.2587636, 4.9093182 50.2586471, 4.9092557 50.2585012, 4.9091058 50.2581255, 4.909093 50.2580824, 4.9090726 50.2578947)",,,,,
651010815,Rue Léopold,primary,True,False,52.953,N95A,"LINESTRING (4.9171425 50.2547778, 4.9168318 50.2552106)",,,,,
99258511,Montagne de la Croix,unclassified,False,False,13.503,,"LINESTRING (4.9171425 50.2547778, 4.9172114 50.2547937, 4.9173211 50.2548191)",,,,,
180769300,Charreau Saint-Médart,unclassified,False,False,42.3,,"LINESTRING (4.9093523 50.2598218, 4.909716 50.2599556, 4.9098523 50.2600262)",,,,,
99258551,Rue de la Grêle,residential,True,False,83.97699999999999,,"LINESTRING (4.9167705 50.255996, 4.9168739 50.2559473, 4.9169088 50.2559121, 4.916925 50.2558315, 4.9169385 50.2557902, 4.9169773 50.255718, 4.9171318 50.2554305, 4.9171846 50.2553074)",,,,,
"[221499673, 234571509, 221499671]","['Rue Édouard Dupont', 'Rue Saint-Menge']",residential,True,False,141.173,,"LINESTRING (4.915797 50.2566123, 4.9163102 50.2567643, 4.9164523 50.2567847, 4.9164981 50.2566986, 4.916621 50.256373, 4.9167169 50.2561449, 4.9167705 50.255996)",,,,,
509317583,Rue Grande,primary,True,False,31.375,N95A,"LINESTRING (4.915797 50.2566123, 4.9156102 50.2567896, 4.9155504 50.2568463)",,,,,
99258511,Montagne de la Croix,unclassified,False,True,13.503,,"LINESTRING (4.9173211 50.2548191, 4.9172114 50.2547937, 4.9171425 50.2547778)",,,,,
100607529,Charreau des Capucins,unclassified,False,True,113.08699999999999,,"LINESTRING (4.9086525 50.2569624, 4.9087871 50.2570414, 4.9088302 50.2570555, 4.9088972 50.2570537, 4.9089903 50.2570293, 4.909209 50.256954, 4.9094192 50.2568487, 4.9095319 50.2567429, 4.909657 50.2566104, 4.9096786 50.2565875, 4.9098015 50.2564929)",,,,,
100607529,Charreau des Capucins,unclassified,False,False,113.087,,"LINESTRING (4.9098015 50.2564929, 4.9096786 50.2565875, 4.909657 50.2566104, 4.9095319 50.2567429, 4.9094192 50.2568487, 4.909209 50.256954, 4.9089903 50.2570293, 4.9088972 50.2570537, 4.9088302 50.2570555, 4.9087871 50.2570414, 4.9086525 50.2569624)",,,,,
100607529,Charreau des Capucins,unclassified,False,True,277.68699999999995,,"LINESTRING (4.9098015 50.2564929, 4.9098761 50.2565349, 4.9100127 50.2566639, 4.9100581 50.2567226, 4.9101388 50.2568027, 4.9101855 50.2568521, 4.910259 50.2569131, 4.910375 50.256994, 4.9104348 50.2570348, 4.9104793 50.2570537, 4.9105262 50.2570735, 4.9106558 50.2571146, 4.910809 50.2571576, 4.9108783 50.257189, 4.9109106 50.2572112, 4.9109355 50.2572404, 4.9109348 50.2573017, 4.9108927 50.2573805, 4.9107705 50.2576528, 4.9105861 50.2580217, 4.9104827 50.2582181, 4.9104062 50.2583474, 4.9103264 50.2584185, 4.9102315 50.2584834, 4.9101333 50.2585512)",,,,,
112866899,,residential,False,False,93.82400000000001,,"LINESTRING (4.9098015 50.2564929, 4.9097711 50.2564802, 4.9097414 50.2564647, 4.9097203 50.2564451, 4.9097042 50.2564257, 4.9096853 50.2563944, 4.909676 50.256356, 4.9096721 50.2563184, 4.9096933 50.2562658, 4.9097319 50.2562032, 4.9097987 50.2560771, 4.90989 50.2559182, 4.9100079 50.2557156)",,,,,
100607529,Charreau des Capucins,unclassified,False,False,277.68700000000007,,"LINESTRING (4.9101333 50.2585512, 4.9102315 50.2584834, 4.9103264 50.2584185, 4.9104062 50.2583474, 4.9104827 50.2582181, 4.9105861 50.2580217, 4.9107705 50.2576528, 4.9108927 50.2573805, 4.9109348 50.2573017, 4.9109355 50.2572404, 4.9109106 50.2572112, 4.9108783 50.257189, 4.910809 50.2571576, 4.9106558 50.2571146, 4.9105262 50.2570735, 4.9104793 50.2570537, 4.9104348 50.2570348, 4.910375 50.256994, 4.910259 50.2569131, 4.9101855 50.2568521, 4.9101388 50.2568027, 4.9100581 50.2567226, 4.9100127 50.2566639, 4.9098761 50.2565349, 4.9098015 50.2564929)",,,,,
"[100608584, 100608578, 100608590]",Rue Bourgmestre-Bribosia,secondary,False,False,174.0,N936,"LINESTRING (4.9101333 50.2585512, 4.9102109 50.2586032, 4.9103741 50.2587546, 4.9104342 50.2588312, 4.9104519 50.2588687, 4.9104693 50.2589134, 4.9104894 50.2589685, 4.9105094 50.259031, 4.9105159 50.2590668, 4.9105185 50.2591064, 4.9105176 50.2591456, 4.9105122 50.2591976, 4.9105026 50.2592308, 4.9104873 50.2592791, 4.9104626 50.2593315, 4.9104373 50.2593762, 4.9104131 50.2594073, 4.9099238 50.259955)",,yes,,,
"[100608578, 234575076, 100608591]",Rue Bourgmestre-Bribosia,secondary,False,True,105.392,N936,"LINESTRING (4.9101333 50.2585512, 4.910016 50.2584668, 4.9098184 50.2583261, 4.9096224 50.2581903, 4.9092947 50.2579887, 4.9090726 50.2578947)",,,,,yes
"[294768772, 1151517701, 294768756, 25673181]",Square de la Brigade Piron,unclassified,False,False,142.309,,"LINESTRING (4.9075767 50.261936, 4.9078311 50.2616421, 4.9078544 50.2616152, 4.9081874 50.2612303, 4.9082667 50.2611399, 4.908366 50.2610268, 4.9084604 50.2609245, 4.9085025 50.2608792, 4.9085975 50.2608475)",,,,,
112866899,,residential,False,True,93.824,,"LINESTRING (4.9100079 50.2557156, 4.90989 50.2559182, 4.9097987 50.2560771, 4.9097319 50.2562032, 4.9096933 50.2562658, 4.9096721 50.2563184, 4.909676 50.256356, 4.9096853 50.2563944, 4.9097042 50.2564257, 4.9097203 50.2564451, 4.9097414 50.2564647, 4.9097711 50.2564802, 4.9098015 50.2564929)",,,,,
25675418,Place Reine Astrid,primary,True,False,10.992999999999999,N95A,"LINESTRING (4.9121664 50.2608121, 4.9121137 50.2608343, 4.9120456 50.2608734)",,,,,
115466437,Place Reine Astrid,residential,False,False,52.035,,"LINESTRING (4.9121664 50.2608121, 4.9124738 50.2609101, 4.9126061 50.2607575, 4.9126307 50.2606853)",,,,,
235270758,Rue Grande,primary,True,False,10.556,N95A,"LINESTRING (4.9126307 50.2606853, 4.9124853 50.2607046)",,,,,
115466437,Place Reine Astrid,residential,False,True,52.035,,"LINESTRING (4.9126307 50.2606853, 4.9126061 50.2607575, 4.9124738 50.2609101, 4.9121664 50.2608121)",,,,,
77889516,Rue Saint-Jacques,primary,False,True,25.932,N936,"LINESTRING (4.9098331 50.2623798, 4.9100457 50.2624646, 4.9101448 50.2625009)",,,,,
175992655,,primary,True,False,23.009999999999998,,"LINESTRING (4.9098331 50.2623798, 4.909756 50.2623291, 4.9097252 50.2622882, 4.909718 50.2622501, 4.9097328 50.2621985)",,,,,
235306753,,primary,False,False,22.817999999999998,N936,"LINESTRING (4.9098331 50.2623798, 4.9097449 50.2623501, 4.9096717 50.2623349, 4.9095275 50.2623392)",,,,,
221450679,,secondary,False,True,7.341,N936,"LINESTRING (4.9099086 50.2600203, 4.9099238 50.259955)",,,,,
693118747,,primary,True,False,11.199,,"LINESTRING (4.9099086 50.2600203, 4.9099302 50.2600236, 4.9099652 50.2600406, 4.909981 50.2600587, 4.9099861 50.260079, 4.9099818 50.2600959)",,,,roundabout,
180769300,Charreau Saint-Médart,unclassified,False,True,42.3,,"LINESTRING (4.9098523 50.2600262, 4.909716 50.2599556, 4.9093523 50.2598218)",,,,,
346418452,,primary,True,False,4.1819999999999995,,"LINESTRING (4.9098523 50.2600262, 4.9098667 50.2600211, 4.9098988 50.2600188, 4.9099086 50.2600203)",,,,roundabout,
"[221491545, 77889533]","['Rue des Fossés', 'Place Albert Ier']",residential,True,False,131.877,,"LINESTRING (4.9144641 50.2567182, 4.9142355 50.2566433, 4.9139608 50.2565646, 4.9138222 50.256735, 4.9136795 50.2568998, 4.9135368 50.2570315, 4.9133643 50.257213, 4.913245 50.2572129)",,,,,
