osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,access,junction
16943340,Rue des Digues,secondary,50,False,False,139.026,"LINESTRING (4.1364557 50.6140617, 4.1366315 50.614029, 4.1369999 50.6138154, 4.1371662 50.6137113, 4.1375118 50.613495, 4.137574 50.6134599, 4.137723 50.6133759, 4.1379735 50.6132876)",2,N533,,,
756080126,Rue de Bruxelles,primary,50,False,False,49.126000000000005,"LINESTRING (4.1364557 50.6140617, 4.1363994 50.6139301, 4.1363353 50.6137853, 4.1362888 50.6136331)",2,N6,,,
16943340,Rue des Digues,secondary,50,False,False,296.226,"LINESTRING (4.1404041 50.6130583, 4.140482 50.6130529, 4.1405433 50.61304, 4.1406001 50.6130159, 4.1406812 50.6129481, 4.140878 50.6128023, 4.1409357 50.6127441, 4.1409564 50.612708, 4.1409641 50.6126633, 4.1409549 50.6126031, 4.1408341 50.6122851, 4.1406872 50.6119405, 4.1406687 50.6118864, 4.1405949 50.6116996, 4.1405608 50.6115773, 4.1405309 50.6114592, 4.1405262 50.6112605, 4.1405118 50.6106518, 4.1405226 50.6106248, 4.1405451 50.6105995)",2,N533,,,
16943340,Rue des Digues,secondary,50,False,True,91.689,"LINESTRING (4.1404041 50.6130583, 4.1401222 50.6130758, 4.139602 50.6131051, 4.1391103 50.6131351)",2,N533,,,
"[28296972, 28278933]","['Rue des Viviers', ""Rue de l'Église""]",residential,30,True,False,246.04,"LINESTRING (4.1404041 50.6130583, 4.1403029 50.6130113, 4.1390712 50.6124394, 4.1390179 50.612433, 4.1389766 50.6124451, 4.1380159 50.6130531, 4.1379818 50.6130913, 4.1379726 50.6132131, 4.1379735 50.6132876)",,,,,
16943340,Rue des Digues,secondary,50,False,False,6.998,"LINESTRING (4.1405451 50.6105995, 4.1406181 50.6105569)",2,N533,,,
16943340,Rue des Digues,secondary,50,False,True,296.22599999999994,"LINESTRING (4.1405451 50.6105995, 4.1405226 50.6106248, 4.1405118 50.6106518, 4.1405262 50.6112605, 4.1405309 50.6114592, 4.1405608 50.6115773, 4.1405949 50.6116996, 4.1406687 50.6118864, 4.1406872 50.6119405, 4.1408341 50.6122851, 4.1409549 50.6126031, 4.1409641 50.6126633, 4.1409564 50.612708, 4.1409357 50.6127441, 4.140878 50.6128023, 4.1406812 50.6129481, 4.1406001 50.6130159, 4.1405433 50.61304, 4.140482 50.6130529, 4.1404041 50.6130583)",2,N533,,,
16943340,Rue des Digues,secondary,50,False,True,6.998,"LINESTRING (4.1406181 50.6105569, 4.1405451 50.6105995)",2,N533,,,
187195133,Rue du Moulin,residential,,False,True,42.52,"LINESTRING (4.1406181 50.6105569, 4.1412095 50.6104836)",,,,,
16943334,Rue du Viaduc,secondary,50,False,False,157.90599999999998,"LINESTRING (4.1406181 50.6105569, 4.1406927 50.6105299, 4.1407464 50.6105011, 4.1407814 50.6104587, 4.1408015 50.6103872, 4.1407646 50.6100845, 4.1407202 50.6098676, 4.1407226 50.6098296, 4.1407344 50.6097846, 4.1409724 50.6092918, 4.1410089 50.6092162)",2,N533,,,
28267961,Rue Henri Neuman,residential,,True,False,25.652,"LINESTRING (4.1406181 50.6105569, 4.140472 50.6105476, 4.1404157 50.610534, 4.1402877 50.6104769)",,,,,
16943334,Rue du Viaduc,secondary,50,False,True,91.07400000000001,"LINESTRING (4.141486 50.6084595, 4.1413568 50.6085834, 4.1413058 50.6086576, 4.1410089 50.6092162)",2,N533,,,
16943343,Rue Emile Heuchon,tertiary,50,False,False,50.299,"LINESTRING (4.141486 50.6084595, 4.1414252 50.6084291, 4.1413712 50.6083983, 4.1412472 50.6083012, 4.14108 50.6080947)",,,,,
"[206884952, 206884951, 314950575]","['Rue du Viaduc', 'Chemin de Feluy']",secondary,50,False,False,103.914,"LINESTRING (4.141486 50.6084595, 4.1415933 50.6083768, 4.141684 50.6083245, 4.1418495 50.6082309, 4.1423938 50.607961, 4.1425533 50.6078738, 4.1425936 50.6078471)",2,N533,yes,,
16943343,Rue Emile Heuchon,tertiary,50,False,False,57.539,"LINESTRING (4.1403709 50.6074025, 4.1402447 50.6073127, 4.1401079 50.6072342, 4.1398608 50.6071078, 4.1397655 50.6070575)",,,,,
16943343,Rue Emile Heuchon,tertiary,50,False,True,92.21100000000001,"LINESTRING (4.1403709 50.6074025, 4.1407193 50.607673, 4.1408688 50.6078385, 4.14108 50.6080947)",,,,,
16943343,Rue Emile Heuchon,tertiary,50,False,False,60.615,"LINESTRING (4.1397655 50.6070575, 4.1396564 50.6070069, 4.1390691 50.6067384)",,,,,
16943343,Rue Emile Heuchon,tertiary,50,False,True,57.539,"LINESTRING (4.1397655 50.6070575, 4.1398608 50.6071078, 4.1401079 50.6072342, 4.1402447 50.6073127, 4.1403709 50.6074025)",,,,,
16943343,Rue Emile Heuchon,tertiary,50,False,False,69.982,"LINESTRING (4.1390691 50.6067384, 4.1382361 50.6063969)",,,,,
28270032,Rue Jean Pluchard,residential,50,True,False,84.977,"LINESTRING (4.1390691 50.6067384, 4.1384098 50.6073779)",,,,,
16943343,Rue Emile Heuchon,tertiary,50,False,True,60.615,"LINESTRING (4.1390691 50.6067384, 4.1396564 50.6070069, 4.1397655 50.6070575)",,,,,
16944684,Rue Britannique,residential,,False,False,86.2,"LINESTRING (4.1357567 50.6087426, 4.1351783 50.6080598)",,,,,
16944687,Rue Adolphe Gillis,residential,,False,False,68.39200000000001,"LINESTRING (4.1357567 50.6087426, 4.1357933 50.6087274, 4.1365636 50.6084019)",,,,,
16944687,Rue Adolphe Gillis,residential,,False,True,93.18200000000002,"LINESTRING (4.1357567 50.6087426, 4.1356808 50.6087795, 4.1355005 50.6088672, 4.1348122 50.6092102, 4.1347066 50.6092497)",,,,,
16944686,Rue des États-Unis,residential,,False,False,21.899,"LINESTRING (4.136629 50.6072426, 4.1367804 50.6073535, 4.136833 50.607391)",,,,,
16944688,Rue Ferrer,residential,,True,False,136.887,"LINESTRING (4.136629 50.6072426, 4.1364401 50.6073453, 4.1351783 50.6080598)",,,,,
16944684,Rue Britannique,residential,,False,True,86.2,"LINESTRING (4.1351783 50.6080598, 4.1357567 50.6087426)",,,,,
11290246,Rue de la Station,residential,,True,False,130.489,"LINESTRING (4.1373079 50.6088056, 4.137293 50.6088611, 4.1369969 50.6099624)",1,,,,
19732180,Rue Adolphe Gillis,residential,,True,False,69.44,"LINESTRING (4.1373079 50.6088056, 4.1372433 50.6087887, 4.1372242 50.6087837, 4.1369132 50.608604, 4.1365636 50.6084019)",,,,,
28278992,Rue de l'Enseignement,residential,,False,False,61.675,"LINESTRING (4.1296857 50.6072572, 4.1303446 50.6068928)",,,,,
712134706,Rue de l'Europe,residential,,False,False,174.009,"LINESTRING (4.1296857 50.6072572, 4.1297559 50.6073214, 4.1300415 50.607583, 4.1305497 50.6080483, 4.1310423 50.6084994, 4.1310912 50.608543)",,,,,
24013367,Rue de l'Europe,residential,,False,False,99.815,"LINESTRING (4.1310912 50.608543, 4.1311366 50.6085846, 4.131723 50.6091215, 4.1318969 50.6092808)",,,,,
26492081,Rue de l'Ecole Normale,residential,,False,True,106.331,"LINESTRING (4.1310912 50.608543, 4.1309163 50.6085905, 4.1298375 50.6088857, 4.1297073 50.6089213)",,,,,
28296800,Rue Charles Mahieu,residential,,False,False,114.72200000000001,"LINESTRING (4.1310912 50.608543, 4.131212 50.6084958, 4.1317098 50.6083011, 4.1321115 50.6081351, 4.1324632 50.6079897)",,,,,
712134706,Rue de l'Europe,residential,,False,True,174.00900000000001,"LINESTRING (4.1310912 50.608543, 4.1310423 50.6084994, 4.1305497 50.6080483, 4.1300415 50.607583, 4.1297559 50.6073214, 4.1296857 50.6072572)",,,,,
8090586,Rue d'Horrues,residential,,True,False,200.09000000000003,"LINESTRING (4.1331137 50.6103298, 4.1327992 50.610517, 4.1323202 50.6107807, 4.1321612 50.6108325, 4.1321431 50.6108384, 4.1318524 50.6108811, 4.1306949 50.6110147, 4.1306001 50.6110256)",,,,,
24013367,Rue de l'Europe,residential,,False,True,144.85,"LINESTRING (4.1331137 50.6103298, 4.1320946 50.6094619, 4.1320401 50.6094119, 4.1320153 50.6093892, 4.1319611 50.6093396, 4.1318969 50.6092808)",,,,,
314950559,Rue des Postes,residential,,False,False,242.57399999999998,"LINESTRING (4.1306001 50.6110256, 4.1306215 50.6110815, 4.1308017 50.6115256, 4.1309361 50.6118732, 4.1309966 50.6120295, 4.1314047 50.6129493, 4.1314288 50.6129961, 4.1314751 50.6130461, 4.1315297 50.6130772, 4.1315785 50.6130978)",,,,,
445314892,Rue des Postes,residential,,True,False,141.38,"LINESTRING (4.1306001 50.6110256, 4.1305877 50.6109947, 4.1301524 50.6097863)",,,,,
26492081,Rue de l'Ecole Normale,residential,,False,False,106.331,"LINESTRING (4.1297073 50.6089213, 4.1298375 50.6088857, 4.1309163 50.6085905, 4.1310912 50.608543)",,,,,
26492094,Rue Georges Reynens,residential,,True,False,135.326,"LINESTRING (4.1301524 50.6097863, 4.1308447 50.6095855, 4.1315162 50.6093908, 4.1318969 50.6092808)",,,,,
445314892,Rue des Postes,residential,,True,False,101.38400000000001,"LINESTRING (4.1301524 50.6097863, 4.1300714 50.6095584, 4.1299467 50.6093056, 4.1297458 50.6089832, 4.1297073 50.6089213)",,,,,
24013367,Rue de l'Europe,residential,,False,False,144.85,"LINESTRING (4.1318969 50.6092808, 4.1319611 50.6093396, 4.1320153 50.6093892, 4.1320401 50.6094119, 4.1320946 50.6094619, 4.1331137 50.6103298)",,,,,
24013367,Rue de l'Europe,residential,,False,True,99.81499999999998,"LINESTRING (4.1318969 50.6092808, 4.131723 50.6091215, 4.1311366 50.6085846, 4.1310912 50.608543)",,,,,
28296800,Rue Charles Mahieu,residential,,False,True,74.63499999999999,"LINESTRING (4.1333622 50.6076361, 4.1332855 50.6076665, 4.1326784 50.6079052, 4.13266 50.6079124, 4.1324632 50.6079897)",,,,,
314950541,Rue de Mons,primary,30,False,False,203.81199999999998,"LINESTRING (4.1333622 50.6076361, 4.1335154 50.6078438, 4.1340163 50.6085311, 4.1341254 50.6086791, 4.1342497 50.6088447, 4.134334 50.6089394, 4.1344338 50.6090351, 4.1345608 50.6091441, 4.1346464 50.609208, 4.1347066 50.6092497)",2,N6,,,
314950543,Rue de Mons,primary,30,False,True,83.974,"LINESTRING (4.1333622 50.6076361, 4.1330207 50.6071427, 4.1328972 50.6069411)",2,N6,,,
26492101,Rue Louis Catala,residential,,False,False,63.354,"LINESTRING (4.1324632 50.6079897, 4.1325187 50.608057, 4.1327227 50.6084148, 4.1327552 50.6085262)",,,,,
28296800,Rue Charles Mahieu,residential,,False,False,74.63499999999999,"LINESTRING (4.1324632 50.6079897, 4.13266 50.6079124, 4.1326784 50.6079052, 4.1332855 50.6076665, 4.1333622 50.6076361)",,,,,
28296800,Rue Charles Mahieu,residential,,False,True,114.72200000000001,"LINESTRING (4.1324632 50.6079897, 4.1321115 50.6081351, 4.1317098 50.6083011, 4.131212 50.6084958, 4.1310912 50.608543)",,,,,
26492101,Rue Louis Catala,residential,,False,False,83.312,"LINESTRING (4.1327552 50.6085262, 4.1327802 50.6086039, 4.1328387 50.6089103, 4.1328442 50.6089566, 4.1328337 50.6090134, 4.1327416 50.6091169, 4.132669 50.6091515, 4.1325493 50.6091802)",,,,,
26492101,Rue Louis Catala,residential,,False,True,63.354,"LINESTRING (4.1327552 50.6085262, 4.1327227 50.6084148, 4.1325187 50.608057, 4.1324632 50.6079897)",,,,,
26492103,Rue Louis Catala,residential,,False,False,50.378,"LINESTRING (4.1327552 50.6085262, 4.1323896 50.6087022, 4.132195 50.6088068)",,,,,
26492103,Rue Louis Catala,residential,,False,True,50.378,"LINESTRING (4.132195 50.6088068, 4.1323896 50.6087022, 4.1327552 50.6085262)",,,,,
26492101,Rue Louis Catala,residential,,False,True,83.312,"LINESTRING (4.1325493 50.6091802, 4.132669 50.6091515, 4.1327416 50.6091169, 4.1328337 50.6090134, 4.1328442 50.6089566, 4.1328387 50.6089103, 4.1327802 50.6086039, 4.1327552 50.6085262)",,,,,
28278907,Clos de Metz des Beguinnes,residential,,False,False,135.666,"LINESTRING (4.1315785 50.6130978, 4.1315946 50.6132232, 4.1316695 50.6136065, 4.1316617 50.6136373, 4.1316422 50.6136616, 4.1316048 50.6136798, 4.1306318 50.6137324)",,,,,
314950559,Rue des Postes,residential,,False,False,175.08300000000003,"LINESTRING (4.1315785 50.6130978, 4.1316664 50.6131038, 4.1321463 50.6130813, 4.1329624 50.6130523, 4.1331207 50.6130455, 4.1333158 50.6130372, 4.1335758 50.613026, 4.1340543 50.6130058)",,,,,
314950559,Rue des Postes,residential,,False,True,242.57399999999998,"LINESTRING (4.1315785 50.6130978, 4.1315297 50.6130772, 4.1314751 50.6130461, 4.1314288 50.6129961, 4.1314047 50.6129493, 4.1309966 50.6120295, 4.1309361 50.6118732, 4.1308017 50.6115256, 4.1306215 50.6110815, 4.1306001 50.6110256)",,,,,
26492145,Place des Postes,residential,,False,False,17.471,"LINESTRING (4.1348688 50.6130522, 4.1350081 50.6131821)",,,,,
26492145,Place des Postes,residential,,False,True,58.903000000000006,"LINESTRING (4.1348688 50.6130522, 4.134786 50.6130158, 4.1346485 50.6129998, 4.1340543 50.6130058)",,,,,
"[204936738, 28298907]",Rue Saint-Géry,residential,50,False,False,121.70500000000001,"LINESTRING (4.1348688 50.6130522, 4.1349951 50.6129964, 4.1354011 50.6129083, 4.1355327 50.6128785, 4.1356261 50.6128684, 4.1358068 50.612846, 4.1359101 50.6128238, 4.1362803 50.6127003, 4.1364699 50.6126688)",,,,destination,
712132377,Rue des Martyrs,tertiary,,True,False,64.06700000000001,"LINESTRING (4.1340052 50.6136271, 4.1339999 50.6137403, 4.1339903 50.6138044, 4.133971 50.613878, 4.1339177 50.614028, 4.1338785 50.6141172, 4.1338283 50.6141879)",,,,,
28346337,Rue des Martyrs,tertiary,,True,False,64.691,"LINESTRING (4.1338283 50.6141879, 4.1341454 50.6144691, 4.1343068 50.6146069, 4.1343596 50.6146618)",,,,,
28285938,Rue Edouard Moucheron,residential,,False,True,102.071,"LINESTRING (4.1343596 50.6146618, 4.1338836 50.6148309, 4.1335318 50.614982, 4.1331202 50.6151341)",,,,,
28346329,Rue Edouard Moucheron,tertiary,,True,False,162.80800000000002,"LINESTRING (4.1343596 50.6146618, 4.1345013 50.6146324, 4.134514 50.6146298, 4.1348326 50.6145665, 4.135067 50.6144991, 4.1362831 50.6140927, 4.1362984 50.61409, 4.1364557 50.6140617)",,,,,
26492145,Place des Postes,residential,,False,True,17.471,"LINESTRING (4.1350081 50.6131821, 4.1348688 50.6130522)",,,,,
26492171,Rue Vieille Chaussée,tertiary,50,False,False,107.40600000000002,"LINESTRING (4.1350081 50.6131821, 4.1353593 50.6132419, 4.1354878 50.6132662, 4.1356059 50.6133037, 4.1357648 50.6133821, 4.1358576 50.6134495, 4.1360808 50.6136061, 4.136126 50.6136238, 4.1361696 50.6136309, 4.1362888 50.6136331)",,,,,
28296961,Rue des Martyrs,tertiary,,True,False,87.555,"LINESTRING (4.1350081 50.6131821, 4.1349387 50.6131847, 4.1348918 50.6131986, 4.1346959 50.6133082, 4.1344199 50.6134549, 4.13406 50.6135897, 4.1340052 50.6136271)",1,,,,
28247809,Rue du Gazomètre,residential,,False,True,117.505,"LINESTRING (4.1412095 50.6104836, 4.1413251 50.6115378)",,,,,
187195133,Rue du Moulin,residential,,False,False,42.52,"LINESTRING (4.1412095 50.6104836, 4.1406181 50.6105569)",,,,,
28247809,Rue du Gazomètre,residential,,False,False,117.505,"LINESTRING (4.1413251 50.6115378, 4.1412095 50.6104836)",,,,,
28267920,Rue Edouard Etienne,residential,,True,False,28.268,"LINESTRING (4.1388714 50.6107987, 4.1392635 50.6107466)",,,,,
28267920,Rue Edouard Etienne,residential,,True,False,70.60600000000001,"LINESTRING (4.1392635 50.6107466, 4.1393525 50.6107355, 4.1402452 50.6106237)",,,,,
28763393,Rue Docteur Oblin,residential,50,True,False,95.209,"LINESTRING (4.1385889 50.6074765, 4.1397655 50.6070575)",,,,,
28328268,Rue de la Blanchisserie,residential,,True,False,61.578,"LINESTRING (4.1385889 50.6074765, 4.1386917 50.6075228, 4.1393503 50.6077459)",,,,,
28269930,Rue Docteur Oblin,residential,,True,False,40.861,"LINESTRING (4.1381134 50.6076862, 4.1385889 50.6074765)",,,,,
28269974,Rue Rey Ainé,residential,,True,False,70.421,"LINESTRING (4.1381134 50.6076862, 4.1381923 50.6077147, 4.1388849 50.6080865)",,,,,
16943334,Rue du Viaduc,secondary,50,False,False,91.07400000000001,"LINESTRING (4.1410089 50.6092162, 4.1413058 50.6086576, 4.1413568 50.6085834, 4.141486 50.6084595)",2,N533,,,
16943334,Rue du Viaduc,secondary,50,False,True,157.906,"LINESTRING (4.1410089 50.6092162, 4.1409724 50.6092918, 4.1407344 50.6097846, 4.1407226 50.6098296, 4.1407202 50.6098676, 4.1407646 50.6100845, 4.1408015 50.6103872, 4.1407814 50.6104587, 4.1407464 50.6105011, 4.1406927 50.6105299, 4.1406181 50.6105569)",2,N533,,,
11290246,Rue de la Station,residential,,True,False,100.03799999999998,"LINESTRING (4.1377473 50.6070289, 4.1375674 50.6077724, 4.1375991 50.6078136, 4.1376022 50.6078246, 4.1376082 50.6078452, 4.1376076 50.6078731, 4.1375882 50.6079128)",1,,,,
28328265,Rue de la Paix,residential,,True,False,60.761,"LINESTRING (4.1377473 50.6070289, 4.1377979 50.6070544, 4.1384098 50.6073779)",,,,,
28269974,Rue Rey Ainé,residential,,True,False,76.547,"LINESTRING (4.1393394 50.6083295, 4.1401645 50.6087764)",,,,,
"[28763384, 28328276]","['Rue Baudouin IV', 'Rue de la Blanchisserie']",residential,,True,False,99.732,"LINESTRING (4.1393394 50.6083295, 4.1398631 50.6079186, 4.1393503 50.6077459)",,,,,
28267961,Rue Henri Neuman,residential,,True,False,75.332,"LINESTRING (4.1389256 50.6096935, 4.1387805 50.6096099, 4.1381345 50.6092386)",,,,,
28269992,Rue de la Brainette,residential,50,True,False,134.321,"LINESTRING (4.1401645 50.6087764, 4.1389256 50.6096935)",,,,,
28269974,Rue Rey Ainé,residential,,True,False,77.086,"LINESTRING (4.1401645 50.6087764, 4.1406478 50.6090252, 4.1410089 50.6092162)",,,,,
16943343,Rue Emile Heuchon,tertiary,50,False,False,92.211,"LINESTRING (4.14108 50.6080947, 4.1408688 50.6078385, 4.1407193 50.607673, 4.1403709 50.6074025)",,,,,
16943343,Rue Emile Heuchon,tertiary,50,False,True,50.29899999999999,"LINESTRING (4.14108 50.6080947, 4.1412472 50.6083012, 4.1413712 50.6083983, 4.1414252 50.6084291, 4.141486 50.6084595)",,,,,
28269992,Rue de la Brainette,residential,50,True,False,99.597,"LINESTRING (4.14108 50.6080947, 4.1410169 50.6081427, 4.1408744 50.6082478, 4.1401645 50.6087764)",,,,,
28269974,Rue Rey Ainé,residential,,True,False,41.937,"LINESTRING (4.1388849 50.6080865, 4.1393394 50.6083295)",,,,,
28270010,Rue Courte,residential,,True,False,50.129,"LINESTRING (4.1393503 50.6077459, 4.1388849 50.6080865)",,,,,
28270046,Rue des Plantes,residential,50,True,False,81.518,"LINESTRING (4.1393503 50.6077459, 4.1402588 50.6074402, 4.1403709 50.6074025)",,,,,
28328265,Rue de la Paix,residential,,True,False,16.731,"LINESTRING (4.1384098 50.6073779, 4.1385889 50.6074765)",,,,,
28285938,Rue Edouard Moucheron,residential,,False,False,102.071,"LINESTRING (4.1331202 50.6151341, 4.1335318 50.614982, 4.1338836 50.6148309, 4.1343596 50.6146618)",,,,,
28278907,Clos de Metz des Beguinnes,residential,,False,True,135.666,"LINESTRING (4.1306318 50.6137324, 4.1316048 50.6136798, 4.1316422 50.6136616, 4.1316617 50.6136373, 4.1316695 50.6136065, 4.1315946 50.6132232, 4.1315785 50.6130978)",,,,,
"[1108252194, 1108252195, 24013445, 359024364, 380211987]",Rue Mayeur Etienne,primary,"['30', '50']",False,False,135.269,"LINESTRING (4.1360256 50.6116939, 4.1360133 50.6116618, 4.1359187 50.6114545, 4.1357967 50.6111968, 4.1357615 50.6111179, 4.1357027 50.6109942, 4.1355045 50.61059, 4.135478 50.6105282)","['2', '3']",N6,,,
24013445,Rue Mayeur Etienne,primary,30,False,True,112.84899999999999,"LINESTRING (4.1360256 50.6116939, 4.1360498 50.6117413, 4.1362196 50.6121138, 4.1363826 50.6124757, 4.1364699 50.6126688)",2,N6,,,
28278928,Rue Père Damien,residential,,True,False,103.65299999999999,"LINESTRING (4.1360256 50.6116939, 4.1366056 50.6116669, 4.1367439 50.6116668, 4.1374359 50.6116662, 4.137493 50.6116661)",,,,,
28296865,Rue Haute,residential,,False,True,55.736,"LINESTRING (4.137493 50.6116661, 4.1371807 50.6112057)",,,,,
"[28278928, 28296629]","['Rue Samson', 'Rue Père Damien']",residential,,True,False,164.988,"LINESTRING (4.137493 50.6116661, 4.1385334 50.6117835, 4.1388849 50.611815, 4.1389382 50.6118102, 4.1389635 50.6117794, 4.1389229 50.611261)",,,,,
28296865,Rue Haute,residential,,False,False,55.736,"LINESTRING (4.1371807 50.6112057, 4.137493 50.6116661)",,,,,
"[28296865, 28278956]","['Rue Haute', 'Grand Place']",residential,,False,True,84.301,"LINESTRING (4.1371807 50.6112057, 4.1371011 50.6111134, 4.1370612 50.6110823, 4.1369342 50.6110605, 4.1368447 50.6110587, 4.1367571 50.6110627, 4.1363305 50.6111164, 4.1362232 50.6111317, 4.136119 50.6111058)",,,,,
28296629,Rue Samson,residential,,True,False,51.534,"LINESTRING (4.1389229 50.611261, 4.1388714 50.6107987)",,,,,
28278962,Rue du Casino,residential,,True,False,123.232,"LINESTRING (4.1389229 50.611261, 4.1384932 50.6112706, 4.1371807 50.6112057)",,,,,
11290246,Rue de la Station,residential,,True,False,36.894,"LINESTRING (4.1369969 50.6099624, 4.1369111 50.6102897)",1,,,,
28278985,Rue des Patiniers,residential,,True,False,187.77700000000002,"LINESTRING (4.1369969 50.6099624, 4.1370211 50.6099822, 4.1372303 50.6100579, 4.1375927 50.6101751, 4.1381341 50.6103439, 4.1383537 50.6103977, 4.1385562 50.6104335, 4.1388873 50.6104957, 4.1390351 50.6105254, 4.1390956 50.6105539, 4.1391416 50.610585, 4.1391672 50.6106179, 4.1392635 50.6107466)",,,,destination,
28278992,Rue de l'Enseignement,residential,,False,True,61.675,"LINESTRING (4.1303446 50.6068928, 4.1296857 50.6072572)",,,,,
28296798,Rue des Déportés,residential,,False,True,180.725,"LINESTRING (4.1303446 50.6068928, 4.1305298 50.6069128, 4.1305553 50.6069135, 4.1305932 50.6069145, 4.1306208 50.6069152, 4.1307126 50.6069177, 4.1312808 50.6069329, 4.1314037 50.6069362, 4.1324733 50.6069715, 4.1327351 50.6069609, 4.1328972 50.6069411)",,,,,
28267961,Rue Henri Neuman,residential,,True,False,76.498,"LINESTRING (4.1381345 50.6092386, 4.1374705 50.6088472, 4.1374048 50.6088203, 4.1373722 50.6088153, 4.1373286 50.6088087, 4.1373079 50.6088056)",,,,,
28328276,Rue Baudouin IV,residential,,True,False,132.09,"LINESTRING (4.1381345 50.6092386, 4.1381829 50.609202, 4.1388029 50.6087343, 4.1389035 50.6086584, 4.1393394 50.6083295)",,,,,
