osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,width,junction,tunnel
"[41525738, 302543791]","['2', '4']",N30,"['Place Mac-Auliffe', 'Rue du Sablon / Rue du Vivier']",secondary,50,False,True,105.33599999999998,"LINESTRING (5.7161933 50.0012509, 5.7159504 50.0010467, 5.7158742 50.0009903, 5.7154247 50.0006438, 5.7152737 50.0005111)",,,,,
"[1066052565, 1066052566]",,,Rue Porte-Haute,residential,,False,True,102.684,"LINESTRING (5.7161933 50.0012509, 5.7166553 50.0010723, 5.7170655 50.0009606, 5.7173856 50.0008734, 5.7174817 50.0008472)",,,,,
44617739,,,Rue Sur-les-Bords-d'Eau,residential,,False,False,173.819,"LINESTRING (5.7193444 50.0002654, 5.7198575 50.0017934)",,,,,
48564140,,,Rue Porte-Haute,residential,,False,False,36.696,"LINESTRING (5.7193444 50.0002654, 5.7189036 50.0004346)",,,,,
20129250,,,Rue de la Fontaine,residential,,False,True,234.62400000000002,"LINESTRING (5.7193444 50.0002654, 5.7195204 50.0002039, 5.719723 50.0001332, 5.7204349 49.9998846, 5.7207273 49.9997997, 5.7210082 49.9997517, 5.7210781 49.999752, 5.7213948 49.9997533, 5.7222651 49.9999206, 5.7223945 49.9999455)",,,,,
44617739,,,Rue Sur-les-Bords-d'Eau,residential,,False,True,173.819,"LINESTRING (5.7198575 50.0017934, 5.7193444 50.0002654)",,,,,
1252119625,,,Rue des Récollets,residential,20,False,False,110.443,"LINESTRING (5.7198575 50.0017934, 5.7207598 50.0017618, 5.7212613 50.0017376, 5.7213997 50.0017436)",,,,,
"[1252119625, 57095697]",,,Rue des Récollets,residential,20,False,True,32.543,"LINESTRING (5.7198575 50.0017934, 5.7197706 50.0018046, 5.7195934 50.0018258, 5.7194683 50.0018407, 5.7194102 50.0018481)",,,,,
20129243,,,Avenue Albert 1er,tertiary,50,False,True,47.616,"LINESTRING (5.7150184 49.99878, 5.7144224 49.9989713)",,,,,
20129243,,,Avenue Albert 1er,tertiary,50,False,False,104.808,"LINESTRING (5.7150184 49.99878, 5.7153191 49.9987045, 5.7155677 49.9987119, 5.7156411 49.9987078, 5.7157566 49.9987368, 5.7157667 49.9987336, 5.7159527 49.998786, 5.7159715 49.998793, 5.7161759 49.9988449, 5.7163963 49.9989078)",,,,,
57087468,,,Rue du Parc,living_street,,True,False,39.841,"LINESTRING (5.7154881 49.9995095, 5.7152242 49.9991939)",,,,,
57087473,,,Rue du Parc,living_street,,False,True,52.884,"LINESTRING (5.7154881 49.9995095, 5.7152266 49.9999544)",,,,,
627503512,,,Rue du Parc,living_street,,True,False,40.471,"LINESTRING (5.7156881 49.999169, 5.7154881 49.9995095)",,,,,
57095697,,,Rue des Récollets,residential,20,False,False,32.888,"LINESTRING (5.71773 50.0025167, 5.7180975 50.0023387)",,,,,
302543791,2,N30,Rue du Sablon / Rue du Vivier,secondary,50,False,False,46.532,"LINESTRING (5.71773 50.0025167, 5.7180224 50.0027747, 5.7180292 50.0027801, 5.7181199 50.0028517)",,,,,
302543791,2,N30,Rue du Sablon / Rue du Vivier,secondary,50,False,True,130.49699999999999,"LINESTRING (5.71773 50.0025167, 5.7174315 50.0022627, 5.7173854 50.0022245, 5.7167876 50.0017287, 5.7166154 50.0015872)",,,,,
302543790,,,Rue des Tilleuls,residential,,False,True,36.75,"LINESTRING (5.7227341 50.0022672, 5.7230401 50.0020016)",,,,,
106756557,,,Rue des Tilleuls,residential,,False,False,33.599,"LINESTRING (5.7234885 50.0017316, 5.7238515 50.0015396)",,,,,
302543790,,,Rue des Tilleuls,residential,,False,False,44.129000000000005,"LINESTRING (5.7234885 50.0017316, 5.7232954 50.0018241, 5.7231769 50.0018972, 5.7230401 50.0020016)",,,,,
151244484,1,,Place de la Bastognette,residential,50,False,True,145.77700000000002,"LINESTRING (5.7210446 50.0036663, 5.721074 50.0036934, 5.7214386 50.0040218, 5.7216404 50.0041708, 5.7218401 50.0042533, 5.7221448 50.0043839, 5.7224987 50.0045622)",,,5,,
151244452,,,Rue de la Californie,residential,,False,False,99.148,"LINESTRING (5.7234601 50.0034858, 5.7238344 50.002752, 5.7238487 50.002724, 5.7239066 50.0026421)",,,,,
151244452,,,Rue de la Californie,residential,,False,True,80.967,"LINESTRING (5.7234601 50.0034858, 5.7234119 50.0035885, 5.7233461 50.003687, 5.7229311 50.004126)",,,,,
69349887,,,Porte-de-Trèves,residential,,False,False,49.56999999999999,"LINESTRING (5.7213846 50.0046213, 5.7212439 50.0047058, 5.7209977 50.0048813, 5.7209102 50.004946)",,,,,
359283933,1,N30y,Porte-de-Trèves,secondary,50,True,False,63.696,"LINESTRING (5.7213846 50.0046213, 5.7215555 50.0047362, 5.7217179 50.0048143, 5.7218319 50.004857, 5.7219582 50.0048586, 5.7221402 50.0048474)",,,,,
151244452,,,Rue de la Californie,residential,,False,False,22.947,"LINESTRING (5.7239066 50.0026421, 5.7239706 50.0025661, 5.7240594 50.0024606)",,,,,
151244452,,,Rue de la Californie,residential,,False,True,99.148,"LINESTRING (5.7239066 50.0026421, 5.7238487 50.002724, 5.7238344 50.002752, 5.7234601 50.0034858)",,,,,
