osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,bridge,access,width,tunnel
"[8080835, 121166756]",False,2,Sean Mac Dermott Street Upper,tertiary,30,False,94.061,,"LINESTRING (-6.2560402 53.3530263, -6.2562275 53.3529853, -6.2567998 53.3528673, -6.2573769 53.3527453)",,,,
13904675,False,2,Sean MacDermott Street Lower,tertiary,30,True,108.466,,"LINESTRING (-6.2560402 53.3530263, -6.2558726 53.3530643, -6.2544935 53.3533411)",,,,
547144817,False,2,Parnell Street,secondary,30,False,22.243,R803,"LINESTRING (-6.259676 53.3533742, -6.2594117 53.3534972)",,,,
114208220,True,1,Marlborough Street,unclassified,30,False,84.106,,"LINESTRING (-6.259676 53.3533742, -6.2596654 53.3533263, -6.2596393 53.353287, -6.2595508 53.3532253, -6.2595197 53.3531745, -6.2592967 53.352661)",,,,
"[548793704, 356748753]",False,3,Parnell Street,secondary,30,True,111.876,R803,"LINESTRING (-6.259676 53.3533742, -6.2598384 53.3533038, -6.2600954 53.3531925, -6.2608812 53.3528433, -6.2610318 53.3527764)",,,,
13904675,False,2,Sean MacDermott Street Lower,tertiary,30,False,108.466,,"LINESTRING (-6.2544935 53.3533411, -6.2558726 53.3530643, -6.2560402 53.3530263)",,,,
13904690,False,2,Gloucester Place North,residential,30,False,50.891,,"LINESTRING (-6.2544935 53.3533411, -6.2545349 53.3534068, -6.2547579 53.3537707)",,,,
1049078008,False,,James Joyce Street,unclassified,30,True,78.898,,"LINESTRING (-6.2544935 53.3533411, -6.2544687 53.3533005, -6.2544438 53.3532599, -6.2541973 53.3528565, -6.2541188 53.3527291, -6.2540853 53.3526747)",,,,
12341248,True,,James Joyce Street,unclassified,30,False,48.325,,"LINESTRING (-6.2530513 53.3509412, -6.2530822 53.3509859, -6.2531132 53.3510307, -6.2533044 53.3513486)",,,,
"[529166770, 584286613, 481221021]",True,1,Talbot Street,tertiary,30,False,93.319,,"LINESTRING (-6.2530513 53.3509412, -6.2531516 53.350939, -6.253572 53.3508659, -6.2536518 53.3508653, -6.2537052 53.3508663, -6.2539188 53.3508295, -6.2541819 53.3507821, -6.2542693 53.3507663, -6.2544091 53.3507411)",,,,
31028290,True,2,Parnell Street,secondary,30,False,9.371,R803,"LINESTRING (-6.2679087 53.3499559, -6.2680405 53.3499257)",,,,
8403822,False,,Wolfe Tone Street,residential,30,False,112.83500000000001,,"LINESTRING (-6.2679087 53.3499559, -6.2678887 53.3499037, -6.2677283 53.3494825, -6.2675318 53.3489664)",,,,
"[1127365916, 1127365925]",True,"['1', '2']",Parnell Street,secondary,30,False,55.023999999999994,R803,"LINESTRING (-6.2679087 53.3499559, -6.2679001 53.3499858, -6.2678619 53.3500093, -6.2678078 53.3500242, -6.2673641 53.3501462, -6.2673102 53.3501611, -6.2672057 53.3501909)",,,,
233625226,True,1,Parnell Street,unclassified,30,False,22.379,,"LINESTRING (-6.2662961 53.3504836, -6.2663745 53.3503945, -6.2664528 53.3503054)",,,,
"[384401185, 360319693, 928725822]",True,2,Parnell Street,secondary,30,False,125.241,R803,"LINESTRING (-6.2662961 53.3504836, -6.2660392 53.3505762, -6.2654083 53.3507935, -6.2650064 53.3509319, -6.2649672 53.3509366, -6.2649039 53.3509443, -6.2646222 53.350985)",,,,
1062391643,True,2,Capel Street,tertiary,30,False,46.099,,"LINESTRING (-6.2680572 53.3464833, -6.2679425 53.3462105, -6.2678881 53.3460812)",,,,
4395994,False,2,Parnell Street,secondary,30,False,73.94500000000001,R803,"LINESTRING (-6.2636615 53.3513958, -6.2642821 53.3511121, -6.2645508 53.3509953)",,,,
4395994,False,2,Parnell Street,secondary,30,True,54.511,R803,"LINESTRING (-6.2636615 53.3513958, -6.2635104 53.3514691, -6.2631399 53.3516634, -6.2630891 53.35169, -6.2630396 53.3517159)",,,,
26143790,False,2,Moore Street,unclassified,30,False,63.646,,"LINESTRING (-6.2636615 53.3513958, -6.2633212 53.3510374, -6.2631856 53.3508989)",,,,
"[1058104073, 1058104074, 4401603]",True,,Essex Street East,unclassified,30,False,119.806,,"LINESTRING (-6.2675057 53.3449495, -6.2671673 53.3449902, -6.2667398 53.3450412, -6.2664716 53.3450732, -6.265736 53.3451609)",,,6.6,
13907389,True,2,Crampton Quay,secondary,30,False,51.485,R148,"LINESTRING (-6.2618852 53.3462881, -6.2626132 53.3461284)",,,,
"[556390402, 3791747]",True,"['2', '3']",Wellington Quay,secondary,30,False,168.861,R148,"LINESTRING (-6.2626132 53.3461284, -6.2629547 53.3460565, -6.2634759 53.3459631, -6.2639071 53.3458906, -6.264978 53.3457208, -6.2650575 53.3457101)",,,,
"[25631021, 4401566]",True,,"['Temple Bar', ""Asdill's Row""]",residential,30,False,103.063,,"LINESTRING (-6.2626132 53.3461284, -6.262584 53.3460789, -6.2625161 53.3456213, -6.2624133 53.3456257, -6.2618229 53.3456524)",,,,
49185439,True,,Poolbeg Street,unclassified,30,False,55.919,,"LINESTRING (-6.2551226 53.3468087, -6.2556977 53.3468227, -6.2559643 53.3468292)",,,,
70595240,True,4,Tara Street,secondary,50,False,75.012,R802,"LINESTRING (-6.2551226 53.3468087, -6.2550288 53.3473294, -6.2550233 53.3473596, -6.2549998 53.3474793)",,,,
13904691,False,,James Joyce Street,unclassified,30,False,79.34700000000001,,"LINESTRING (-6.2533044 53.3513486, -6.2533373 53.3514065, -6.2536956 53.3520229)",,,,
13904650,False,2,Railway Street,residential,30,False,105.18,,"LINESTRING (-6.2540853 53.3526747, -6.2541519 53.3526601, -6.2549386 53.3524881, -6.2555708 53.3523453)",,,,
13904691,False,,James Joyce Street,unclassified,30,True,76.954,,"LINESTRING (-6.2540853 53.3526747, -6.2539351 53.3524235, -6.2537291 53.3520789, -6.2536956 53.3520229)",,,,
1049078008,False,,James Joyce Street,unclassified,30,False,78.898,,"LINESTRING (-6.2540853 53.3526747, -6.2541188 53.3527291, -6.2541973 53.3528565, -6.2544438 53.3532599, -6.2544687 53.3533005, -6.2544935 53.3533411)",,,,
162745567,False,2,Gardiner Street Lower,secondary,50,False,81.882,R802,"LINESTRING (-6.2555708 53.3523453, -6.2560402 53.3530263)",,,,
162745567,False,2,Gardiner Street Lower,secondary,50,True,98.412,R802,"LINESTRING (-6.2555708 53.3523453, -6.2549947 53.3515298)",,,,
13904650,False,2,Railway Street,residential,30,True,105.18,,"LINESTRING (-6.2555708 53.3523453, -6.2549386 53.3524881, -6.2541519 53.3526601, -6.2540853 53.3526747)",,,,
13904690,False,2,Gloucester Place North,residential,30,True,50.891,,"LINESTRING (-6.2547579 53.3537707, -6.2545349 53.3534068, -6.2544935 53.3533411)",,,,
13904677,False,,Liberty House,residential,30,True,60.337,,"LINESTRING (-6.2536956 53.3520229, -6.2531554 53.3521703, -6.2532027 53.3522735, -6.253241 53.3523513)",,,,
13904691,False,,James Joyce Street,unclassified,30,False,76.95400000000001,,"LINESTRING (-6.2536956 53.3520229, -6.2537291 53.3520789, -6.2539351 53.3524235, -6.2540853 53.3526747)",,,,
13904691,False,,James Joyce Street,unclassified,30,True,79.34700000000001,,"LINESTRING (-6.2536956 53.3520229, -6.2533373 53.3514065, -6.2533044 53.3513486)",,,,
3789702,False,3,Gardiner Street Lower,secondary,50,True,26.125,R802,"LINESTRING (-6.2538576 53.3499392, -6.2537104 53.3497213)",,,,
43100899,False,3,Gardiner Street Lower,secondary,50,False,96.389,R802,"LINESTRING (-6.2538576 53.3499392, -6.2540211 53.350177, -6.2543489 53.3506536, -6.2543745 53.3506908, -6.2544091 53.3507411)",,,,
13904677,False,,Liberty House,residential,30,False,60.337,,"LINESTRING (-6.253241 53.3523513, -6.2532027 53.3522735, -6.2531554 53.3521703, -6.2536956 53.3520229)",,,,
13904679,False,2,Liberty House,living_street,30,False,108.578,,"LINESTRING (-6.253241 53.3523513, -6.2534253 53.3523096, -6.2535623 53.3525255, -6.2531591 53.3526167, -6.2530221 53.3524008, -6.253241 53.3523513)",,,,
13904679,False,2,Liberty House,living_street,30,True,108.578,,"LINESTRING (-6.253241 53.3523513, -6.2530221 53.3524008, -6.2531591 53.3526167, -6.2535623 53.3525255, -6.2534253 53.3523096, -6.253241 53.3523513)",,,,
13995755,True,,Corn Exchange Place,unclassified,30,False,73.147,,"LINESTRING (-6.2559643 53.3468292, -6.2559622 53.3469848, -6.2559553 53.347487)",,,,
49185439,True,,Poolbeg Street,unclassified,30,False,81.51100000000001,,"LINESTRING (-6.2559643 53.3468292, -6.2569363 53.3468484, -6.2570007 53.3468443, -6.25704 53.3468375, -6.2570623 53.3468337, -6.2571143 53.3468181, -6.2571726 53.3467968)",,,,
162745567,False,2,Gardiner Street Lower,secondary,50,False,98.412,R802,"LINESTRING (-6.2549947 53.3515298, -6.2555708 53.3523453)",,,,
14047760,False,2,Deverell Place,unclassified,30,False,46.80799999999999,,"LINESTRING (-6.2549947 53.3515298, -6.2551134 53.351501, -6.2555187 53.3514027, -6.2556481 53.3513714)",,,,
162745567,False,2,Gardiner Street Lower,secondary,50,True,95.92800000000001,R802,"LINESTRING (-6.2549947 53.3515298, -6.2545108 53.350878, -6.2544851 53.3508434, -6.2544091 53.3507411)",,,,
14047760,False,2,Deverell Place,unclassified,30,True,46.808,,"LINESTRING (-6.2556481 53.3513714, -6.2555187 53.3514027, -6.2551134 53.351501, -6.2549947 53.3515298)",,,,
14047770,False,,Marlborough Place,unclassified,30,False,51.54,,"LINESTRING (-6.258049 53.3497587, -6.258 53.3497661, -6.2579558 53.3497732, -6.2573884 53.3498642, -6.2572989 53.3498785)",,,,
"[770441673, 52288972]",True,1,Marlborough Street,unclassified,30,False,68.783,,"LINESTRING (-6.258049 53.3497587, -6.2578649 53.3493123, -6.2577977 53.3491586)",,,,
14047770,False,,Marlborough Place,unclassified,30,True,51.53999999999999,,"LINESTRING (-6.2572989 53.3498785, -6.2573884 53.3498642, -6.2579558 53.3497732, -6.258 53.3497661, -6.258049 53.3497587)",,,,
14047769,True,1,Sackville Place,unclassified,30,False,131.713,,"LINESTRING (-6.2577977 53.3491586, -6.257848 53.3491511, -6.2586924 53.3490257, -6.2592131 53.348949, -6.259513 53.3489031, -6.2595719 53.3488939, -6.2597226 53.3488709)",,,,
529166768,True,1,Marlborough Street,unclassified,30,False,46.84,,"LINESTRING (-6.2577977 53.3491586, -6.2576428 53.3488041, -6.2576196 53.348751)",,,,
49961184,True,2,O'Connell Street Lower,tertiary,30,False,49.03,,"LINESTRING (-6.2597226 53.3488709, -6.259606 53.3486178, -6.259579 53.3485576, -6.2595533 53.3485006, -6.2595359 53.348465, -6.2595265 53.3484458)",,,,
"[18927706, 4396046]",True,,"['Liffey Street Lower', 'Great Strand Street']","['residential', 'unclassified']",30,False,181.52100000000002,,"LINESTRING (-6.263417 53.3472702, -6.2633945 53.347193, -6.2650154 53.3469384, -6.265261 53.3468998, -6.2659153 53.346805)",,,,
18928030,False,2,North Lotts,residential,30,False,149.268,,"LINESTRING (-6.263417 53.3472702, -6.2630968 53.3473425, -6.2613137 53.3477451)",,,,
18928030,False,2,North Lotts,residential,30,True,75.905,,"LINESTRING (-6.2602407 53.3479811, -6.2613137 53.3477451)",,,,
"[227827838, 24601278, 227827839]",False,1,Luke Street,unclassified,30,False,74.15899999999999,,"LINESTRING (-6.2538988 53.3474465, -6.2539042 53.3473541, -6.2539279 53.3471482, -6.2539341 53.3471006, -6.2539394 53.3470605, -6.2539812 53.3467815)",,,,yes
70410634,True,3,George's Quay,secondary,50,False,73.217,R105,"LINESTRING (-6.2538988 53.3474465, -6.254231 53.3474603, -6.2546525 53.3474788, -6.2546981 53.3474789, -6.2547516 53.3474803, -6.2548086 53.3474809, -6.2549998 53.3474793)",,,,
227827839,False,1,Luke Street,unclassified,30,True,101.974,,"LINESTRING (-6.2541089 53.3458676, -6.2539812 53.3467815)",,,,
49185440,True,2,Townsend Street,tertiary,30,False,69.781,,"LINESTRING (-6.2541089 53.3458676, -6.2538116 53.3458557, -6.2532527 53.3458332, -6.2530604 53.3458229)",,,,
227827839,False,1,Luke Street,unclassified,30,False,101.974,,"LINESTRING (-6.2539812 53.3467815, -6.2541089 53.3458676)",,,,
"[24601278, 227827838, 227827839]",False,1,Luke Street,unclassified,30,True,74.159,,"LINESTRING (-6.2539812 53.3467815, -6.2539394 53.3470605, -6.2539341 53.3471006, -6.2539279 53.3471482, -6.2539042 53.3473541, -6.2538988 53.3474465)",,,,yes
"[128093880, 893185436]",True,,Poolbeg Street,unclassified,30,False,75.827,,"LINESTRING (-6.2539812 53.3467815, -6.2544419 53.3467927, -6.254515 53.3467943, -6.2547096 53.3467985, -6.2551226 53.3468087)",,,,
147077493,True,,King's Inn's Street,unclassified,30,False,108.119,,"LINESTRING (-6.2671707 53.3513034, -6.2669519 53.3511021, -6.2666316 53.3508147, -6.2663556 53.350553, -6.2663391 53.3505338, -6.2662961 53.3504836)",,,,
35078310,True,,Litton Lane,unclassified,30,False,69.984,,"LINESTRING (-6.2610363 53.3471379, -6.2613137 53.3477451)",,,3.4,
"[1008768007, 25094727]",True,"['2', '3']",Bachelors Walk,secondary,30,False,117.20200000000001,R148,"LINESTRING (-6.2610363 53.3471379, -6.2606647 53.3472205, -6.2600522 53.3473501, -6.2595979 53.3474722, -6.2595524 53.3474831, -6.2593927 53.3475213)",,,,
26143790,False,2,Moore Street,unclassified,30,True,63.646,,"LINESTRING (-6.2631856 53.3508989, -6.2633212 53.3510374, -6.2636615 53.3513958)",,,,
18928030,False,2,North Lotts,residential,30,False,75.905,,"LINESTRING (-6.2613137 53.3477451, -6.2602407 53.3479811)",,,,
18928030,False,2,North Lotts,residential,30,True,149.268,,"LINESTRING (-6.2613137 53.3477451, -6.2630968 53.3473425, -6.263417 53.3472702)",,,,
"[1097499568, 1127365921]",True,2,Parnell Street,secondary,30,False,52.43899999999999,R803,"LINESTRING (-6.2664528 53.3503054, -6.2669189 53.3501766, -6.2669494 53.3501697, -6.2671773 53.350118)",,,,
32866836,True,,North Great George's Street,residential,30,False,30.989,,"LINESTRING (-6.2594117 53.3534972, -6.2596879 53.3537219)",,,,
547144817,False,2,Parnell Street,secondary,30,True,22.243,R803,"LINESTRING (-6.2594117 53.3534972, -6.259676 53.3533742)",,,,
52881850,False,2,Parnell Street,secondary,30,False,74.085,R803,"LINESTRING (-6.2594117 53.3534972, -6.2591722 53.3535786, -6.2585731 53.3537759, -6.2584321 53.3538163)",,,,
125822009,True,1,Abbey Street Lower,unclassified,30,False,131.06199999999998,,"LINESTRING (-6.2595265 53.3484458, -6.2593429 53.3484742, -6.2590084 53.3485312, -6.2585927 53.3486037, -6.2577523 53.3487309, -6.2576196 53.348751)",,,,
"[677070804, 717822540, 369897004]",True,2,O'Connell Street Lower,tertiary,30,False,99.207,,"LINESTRING (-6.2595265 53.3484458, -6.2595115 53.3484151, -6.2595037 53.3483992, -6.2594948 53.3483815, -6.2594585 53.3483089, -6.2593649 53.348122, -6.2591817 53.3477467, -6.2591517 53.3476853, -6.2591013 53.3475905)",,,,
"[372838330, 1249270402, 1249270403, 1249270399]",True,2,Aston Quay,secondary,30,False,58.92099999999999,R148,"LINESTRING (-6.2592483 53.3468991, -6.2592673 53.346894, -6.259344 53.3468776, -6.2593806 53.3468698, -6.2594432 53.346859, -6.2599335 53.3467444, -6.2600776 53.3467107)",,,,
121166756,False,2,Sean Mac Dermott Street Upper,tertiary,30,True,9.094,,"LINESTRING (-6.2575057 53.3527174, -6.2573769 53.3527453)",,,,
192108789,False,2,Cathal Brugha Street,tertiary,30,False,116.39,,"LINESTRING (-6.2575057 53.3527174, -6.2579227 53.3526311, -6.2585012 53.3525113, -6.2591311 53.3523809, -6.2591625 53.3523744)",,,,
"[556390402, 1179644971, 1179644972, 1047862776, 1047862777]",True,3,Wellington Quay,secondary,30,False,175.69800000000004,R148,"LINESTRING (-6.2650575 53.3457101, -6.2660649 53.3455634, -6.267239 53.3453905, -6.2673824 53.3453689, -6.2674032 53.3453658, -6.2674205 53.3453632, -6.26763 53.3453391)",,,,
67139161,False,,Dominick Lane,residential,30,False,68.63,,"LINESTRING (-6.2669298 53.3515254, -6.2662198 53.3510767)",,,,
67139161,False,,Dominick Lane,residential,30,True,88.303,,"LINESTRING (-6.2669298 53.3515254, -6.2673048 53.3517439, -6.2672835 53.3517736, -6.2668941 53.3520179, -6.2668359 53.352054, -6.2667995 53.3520765, -6.2667641 53.3520984)",,,,
310196058,False,,Loftus lane,residential,30,True,28.272000000000002,,"LINESTRING (-6.2669298 53.3515254, -6.2670239 53.3514698, -6.2671965 53.351365, -6.2672353 53.3513488)",,,,
67139161,False,,Dominick Lane,residential,30,True,68.63,,"LINESTRING (-6.2662198 53.3510767, -6.2669298 53.3515254)",,,,
52881850,False,2,Parnell Street,secondary,30,True,74.08500000000001,R803,"LINESTRING (-6.2584321 53.3538163, -6.2585731 53.3537759, -6.2591722 53.3535786, -6.2594117 53.3534972)",,,,
3789702,False,3,Gardiner Street Lower,secondary,50,False,26.125,R802,"LINESTRING (-6.2537104 53.3497213, -6.2538576 53.3499392)",,,,
4385842,True,2,Gardiner Street Lower,secondary,50,False,39.685,R802,"LINESTRING (-6.2537104 53.3497213, -6.2536075 53.3496225, -6.2535556 53.3495695, -6.2535165 53.3495232, -6.2534773 53.3494904, -6.2534241 53.3494487, -6.2533858 53.3494227)",,,,
14047784,True,1,Cathedral Street,unclassified,30,False,64.042,,"LINESTRING (-6.2584509 53.3506964, -6.2584936 53.3506895, -6.2589756 53.3506117, -6.2593822 53.3505458)",,,7,
1061460121,True,1,Marlborough Street,unclassified,30,False,64.646,,"LINESTRING (-6.2584509 53.3506964, -6.2583509 53.3504604, -6.2583239 53.3503968, -6.2582358 53.3501892, -6.2582119 53.3501328)",,,,
233718298,False,2,Champions' Avenue,residential,30,False,13.933,,"LINESTRING (-6.256385 53.3519005, -6.2565826 53.3518582)",,,,
233718298,False,2,Champions' Avenue,residential,30,True,5.874,,"LINESTRING (-6.256385 53.3519005, -6.2563012 53.3519175)",,,,
114208222,False,,Champions' Avenue,residential,30,False,44.632000000000005,,"LINESTRING (-6.256385 53.3519005, -6.256613 53.3522553, -6.256644 53.352266)",,,,
121166756,False,2,Sean Mac Dermott Street Upper,tertiary,30,False,9.094,,"LINESTRING (-6.2573769 53.3527453, -6.2575057 53.3527174)",,,,
114208222,False,,Champions' Avenue,residential,30,True,91.68599999999999,,"LINESTRING (-6.2573769 53.3527453, -6.2573416 53.3526856, -6.2572168 53.3524751, -6.2570439 53.3522039, -6.256677 53.3522674, -6.256644 53.352266)",,,,
"[8080835, 121166756]",False,2,Sean Mac Dermott Street Upper,tertiary,30,True,94.06099999999999,,"LINESTRING (-6.2573769 53.3527453, -6.2567998 53.3528673, -6.2562275 53.3529853, -6.2560402 53.3530263)",,,,
"[14047779, 52879958]",False,2,Cathal Brugha Street,tertiary,30,True,135.708,,"LINESTRING (-6.2591625 53.3523744, -6.2601115 53.3521638, -6.2606095 53.3520479, -6.2609316 53.3519753, -6.2610744 53.3519419)",,,,
"[1061460121, 114208223]",True,1,Marlborough Street,unclassified,30,False,192.47099999999998,,"LINESTRING (-6.2591625 53.3523744, -6.2591167 53.3522665, -6.2588502 53.3516366, -6.2588076 53.3515358, -6.2586815 53.3512403, -6.2585566 53.3509456, -6.2584509 53.3506964)",,,,
192108789,False,2,Cathal Brugha Street,tertiary,30,True,116.39000000000001,,"LINESTRING (-6.2591625 53.3523744, -6.2591311 53.3523809, -6.2585012 53.3525113, -6.2579227 53.3526311, -6.2575057 53.3527174)",,,,
3788308,False,,Prince's Street North,unclassified,30,True,148.762,,"LINESTRING (-6.2600878 53.3490864, -6.2602658 53.34906, -6.2610459 53.3489444, -6.261122 53.3489343, -6.2620209 53.3488162, -6.2622688 53.348779)",,,,
"[192108786, 3788404, 677070805, 1253784183]",True,"['1', '2']","[""O'Connell Street Lower"", ""O'Connell Street Upper""]",tertiary,30,False,397.68199999999996,,"LINESTRING (-6.2600878 53.3490864, -6.2601116 53.34914, -6.2603971 53.3497845, -6.2609869 53.3511305, -6.2610745 53.3513358, -6.2612061 53.3516442, -6.2612743 53.3518042, -6.2613575 53.3519992, -6.261362 53.3520103, -6.2614366 53.3521986, -6.2614509 53.3522347, -6.2614983 53.3523542, -6.2615297 53.3523922, -6.2615514 53.3524066, -6.2615775 53.352424, -6.2615818 53.3524269, -6.261666 53.3524482, -6.2617636 53.3524486)",,,,
"[768702586, 14047774]",True,1,Marlborough Street,unclassified,30,False,88.893,,"LINESTRING (-6.2576196 53.348751, -6.2576119 53.3487287, -6.2576011 53.3486972, -6.2575897 53.3486641, -6.2575829 53.3486443, -6.2575709 53.3486093, -6.2574699 53.3483153, -6.257382 53.3480976, -6.257356 53.3480414, -6.2573305 53.3479706)",,,,
"[1080114565, 1080114566, 37692490, 529166763, 529166764]",True,1,Abbey Street Lower,unclassified,30,False,184.741,,"LINESTRING (-6.2576196 53.348751, -6.2575993 53.3487542, -6.2573026 53.3488011, -6.2570952 53.3488295, -6.2568531 53.3488627, -6.2562678 53.3489597, -6.256031 53.3489989, -6.2551265 53.349161, -6.2550595 53.3491738, -6.2549396 53.3491973)",,,,
52288972,True,1,Marlborough Street,unclassified,30,False,42.98,,"LINESTRING (-6.2582119 53.3501328, -6.258049 53.3497587)",,,,
"[271165125, 1196167947, 1029430989, 1184889198]",True,4,Burgh Quay,secondary,30,False,86.047,R105,"LINESTRING (-6.2559553 53.347487, -6.2563669 53.3474614, -6.2566586 53.347424, -6.256899 53.3473903, -6.2570033 53.3473757, -6.2570619 53.3473643, -6.2572232 53.3473354)",,,,
