osmid,oneway,lanes,highway,maxspeed,access,reversed,length,geometry,ref,name
"[412601889, 412601882]",False,2,secondary,50,,False,267.91799999999995,"LINESTRING (-8.1208766 51.8631904, -8.1207791 51.8632254, -8.1206027 51.8632765, -8.1203129 51.863348, -8.1198209 51.863456, -8.1193862 51.8635423, -8.1189951 51.8636112, -8.1186796 51.8636779, -8.1185386 51.863724, -8.1184136 51.8637915, -8.1183382 51.8638384, -8.1182832 51.8639005, -8.1181829 51.8640877, -8.1180435 51.864283, -8.1178704 51.8644715)",R629,Rock Street
201175890,False,2,unclassified,50,yes,False,5.471,"LINESTRING (-8.118131 51.8656933, -8.1180532 51.8657039)",,
201175890,False,2,unclassified,50,yes,True,101.87899999999999,"LINESTRING (-8.118131 51.8656933, -8.1184626 51.865634, -8.1185747 51.8656139, -8.1187637 51.8655605, -8.118985 51.8654764, -8.1191903 51.8653775, -8.1192688 51.865329, -8.1193979 51.8652492)",,
201185877,False,,residential,,,False,68.47999999999999,"LINESTRING (-8.118131 51.8656933, -8.1181161 51.8656484, -8.1181079 51.8656254, -8.1181133 51.8655741, -8.1181267 51.8655293, -8.1181584 51.8654632, -8.1181911 51.8653935, -8.1182233 51.865367, -8.1183064 51.8653786, -8.1184078 51.8654002, -8.1185339 51.8654334, -8.118639 51.8654631)",,
201175890,False,2,unclassified,50,yes,True,78.696,"LINESTRING (-8.1169429 51.8656767, -8.1170382 51.8657046, -8.1171123 51.8657249, -8.1173167 51.8657615, -8.1174616 51.8657647, -8.1176065 51.865763, -8.1180532 51.8657039)",,
412601889,False,,secondary,,,True,149.09,"LINESTRING (-8.1169429 51.8656767, -8.1171201 51.8655237, -8.1172511 51.8653459, -8.1176443 51.8647058, -8.1178704 51.8644715)",R629,
"[132723744, 413178706]",False,2,secondary,,,False,155.976,"LINESTRING (-8.1169429 51.8656767, -8.1168533 51.8657293, -8.1167557 51.8657775, -8.11663 51.8658175, -8.1165011 51.8658552, -8.1162515 51.8659024, -8.1159983 51.8659447, -8.115657 51.8660083, -8.1154411 51.8660724, -8.1152342 51.8661415, -8.1150784 51.8661949, -8.1148869 51.866242)",R629,
202358253,False,2,residential,30,,True,35.603,"LINESTRING (-8.1212394 51.8646425, -8.1216238 51.8645621, -8.1217163 51.8645224)",,
201183078,False,2,residential,30,,True,12.997,"LINESTRING (-8.1217163 51.8645224, -8.1216767 51.8644081)",,
201183078,False,2,residential,30,,False,26.483000000000004,"LINESTRING (-8.1217163 51.8645224, -8.1218491 51.864582, -8.1219327 51.8646546, -8.1219439 51.8647018)",,
202358253,False,2,residential,30,,False,35.603,"LINESTRING (-8.1217163 51.8645224, -8.1216238 51.8645621, -8.1212394 51.8646425)",,
201183078,False,2,residential,30,,False,12.997,"LINESTRING (-8.1216767 51.8644081, -8.1217163 51.8645224)",,
201183314,False,2,residential,30,,True,134.951,"LINESTRING (-8.1199394 51.8639228, -8.1199662 51.8639791, -8.1200086 51.8639768, -8.1201196 51.8639708, -8.1203127 51.8639509, -8.1203953 51.8639427, -8.1204704 51.8640089, -8.1207424 51.8645431, -8.120832 51.8647191, -8.1208607 51.8647785)",,Ashcroft
201184306,False,2,residential,30,,True,133.59,"LINESTRING (-8.1195343 51.8650623, -8.1195295 51.8650358, -8.1195034 51.8649302, -8.1194812 51.864842, -8.1194458 51.8646582, -8.1194351 51.8646002, -8.1194458 51.8645472, -8.119478 51.864524, -8.1195263 51.8645025, -8.1195805 51.8644892, -8.1196282 51.8645009, -8.1196851 51.864524, -8.1197307 51.8645753, -8.1198031 51.8646979, -8.1198621 51.8648221, -8.1199141 51.864934, -8.1199562 51.8649988)",,Páirc Na hAbhann
201184685,False,2,residential,,,True,59.155,"LINESTRING (-8.119639 51.8657464, -8.1196309 51.8657315, -8.1196202 51.8656868, -8.1196068 51.8656205, -8.1196073 51.8655658, -8.119588 51.8654814, -8.1195343 51.865387, -8.1195053 51.86533, -8.1194461 51.8652863, -8.1193979 51.8652492)",,Páirc Na hAbhann
201185877,False,,residential,,,True,68.48,"LINESTRING (-8.118639 51.8654631, -8.1185339 51.8654334, -8.1184078 51.8654002, -8.1183064 51.8653786, -8.1182233 51.865367, -8.1181911 51.8653935, -8.1181584 51.8654632, -8.1181267 51.8655293, -8.1181133 51.8655741, -8.1181079 51.8656254, -8.1181161 51.8656484, -8.118131 51.8656933)",,
201186817,False,,residential,,,False,69.46,"LINESTRING (-8.1252233 51.8599424, -8.1251563 51.8598629, -8.12513 51.859775, -8.1251541 51.8596839, -8.1252185 51.8596027, -8.1253177 51.8595133, -8.1254465 51.8593808)",,
201186817,False,,residential,,,True,160.808,"LINESTRING (-8.1252233 51.8599424, -8.1254272 51.8599143, -8.1257522 51.8598595, -8.1258944 51.8598413, -8.1260527 51.8598512, -8.126213 51.8598911, -8.1264389 51.8599986, -8.1266642 51.860166, -8.1268407 51.8603135, -8.1269646 51.860426, -8.1270221 51.8605207)",,
201186827,False,,residential,,,False,31.634,"LINESTRING (-8.1252233 51.8599424, -8.1252292 51.8600169, -8.1252448 51.8600782, -8.1252931 51.860176, -8.1253177 51.860219)",,
201186817,False,,residential,,,True,69.46,"LINESTRING (-8.1254465 51.8593808, -8.1253177 51.8595133, -8.1252185 51.8596027, -8.1251541 51.8596839, -8.12513 51.859775, -8.1251563 51.8598629, -8.1252233 51.8599424)",,
201186827,False,,residential,,,True,31.633999999999997,"LINESTRING (-8.1253177 51.860219, -8.1252931 51.860176, -8.1252448 51.8600782, -8.1252292 51.8600169, -8.1252233 51.8599424)",,
201186965,False,2,residential,30,,True,232.227,"LINESTRING (-8.1242985 51.8601644, -8.1241751 51.8601843, -8.1239605 51.8602273, -8.1236923 51.8602936, -8.1235046 51.860393, -8.1232846 51.8604824, -8.1230861 51.860499, -8.1226248 51.8605288, -8.1222225 51.8605652, -8.1220615 51.8606216, -8.1215948 51.8607707, -8.1211989 51.8608999)",,Cloyne Meadows
201186965,False,2,residential,30,,False,232.22699999999998,"LINESTRING (-8.1211989 51.8608999, -8.1215948 51.8607707, -8.1220615 51.8606216, -8.1222225 51.8605652, -8.1226248 51.8605288, -8.1230861 51.860499, -8.1232846 51.8604824, -8.1235046 51.860393, -8.1236923 51.8602936, -8.1239605 51.8602273, -8.1241751 51.8601843, -8.1242985 51.8601644)",,Cloyne Meadows
201186965,False,2,residential,30,,True,122.94800000000001,"LINESTRING (-8.1211989 51.8608999, -8.1205756 51.8609396, -8.1199158 51.8610324, -8.1195514 51.8611635, -8.1194933 51.861182)",,Cloyne Meadows
201187299,False,,residential,,,False,134.022,"LINESTRING (-8.1211989 51.8608999, -8.1213481 51.8610953, -8.1214285 51.8612278, -8.121509 51.8613239, -8.1215573 51.861473, -8.1216399 51.8616337, -8.1216646 51.8617811, -8.1217289 51.8619335, -8.1217933 51.8620395)",,
201187298,False,,residential,,,True,21.285,"LINESTRING (-8.1236226 51.8610721, -8.1234992 51.8608965)",,
201187300,False,,residential,,,False,37.751,"LINESTRING (-8.1236226 51.8610721, -8.1239391 51.8609959, -8.1241227 51.8609329)",,Cherryvale
201187300,False,,residential,,,True,148.60999999999999,"LINESTRING (-8.1236226 51.8610721, -8.1236923 51.8611583, -8.1237749 51.8612262, -8.1238822 51.8612394, -8.1240464 51.861314, -8.1242148 51.8614382, -8.1243521 51.8616519, -8.1244723 51.8618258, -8.1245721 51.8619467, -8.1247622 51.8621618)",,Cherryvale
201187299,False,,residential,,,True,23.749,"LINESTRING (-8.1214768 51.8621256, -8.1217933 51.8620395)",,
201187299,False,,residential,,,False,23.749,"LINESTRING (-8.1217933 51.8620395, -8.1214768 51.8621256)",,
201187814,False,,residential,,,True,20.62,"LINESTRING (-8.1217933 51.8620395, -8.1220776 51.8619798)",,
201187299,False,,residential,,,True,134.022,"LINESTRING (-8.1217933 51.8620395, -8.1217289 51.8619335, -8.1216646 51.8617811, -8.1216399 51.8616337, -8.1215573 51.861473, -8.121509 51.8613239, -8.1214285 51.8612278, -8.1213481 51.8610953, -8.1211989 51.8608999)",,
201187300,False,,residential,,,True,31.253,"LINESTRING (-8.1244809 51.8607607, -8.1244058 51.8608038, -8.1241805 51.8609131, -8.1241227 51.8609329)",,Cherryvale
201187301,False,,residential,,,True,28.719,"LINESTRING (-8.1242824 51.8611715, -8.1241529 51.8609712, -8.1241227 51.8609329)",,
201187298,False,,residential,,,False,21.285,"LINESTRING (-8.1234992 51.8608965, -8.1236226 51.8610721)",,
201187814,False,,residential,,,False,20.62,"LINESTRING (-8.1220776 51.8619798, -8.1217933 51.8620395)",,
201194413,False,,residential,,,True,54.797000000000004,"LINESTRING (-8.1278073 51.8600899, -8.1279414 51.8602588, -8.1280272 51.8603814, -8.1280052 51.8604361, -8.1278765 51.8605189)",,
201194413,False,,residential,,,False,54.797000000000004,"LINESTRING (-8.1278765 51.8605189, -8.1280052 51.8604361, -8.1280272 51.8603814, -8.1279414 51.8602588, -8.1278073 51.8600899)",,
201194413,False,,residential,,,True,44.141999999999996,"LINESTRING (-8.1278765 51.8605189, -8.1278984 51.8605669, -8.1279735 51.8607326, -8.1280474 51.8608502, -8.1280809 51.8608945)",,
201194485,False,,residential,,,True,37.306,"LINESTRING (-8.1278765 51.8605189, -8.1276887 51.8603731, -8.1274722 51.8604393)",,
201194545,False,,residential,,,True,50.818000000000005,"LINESTRING (-8.1263052 51.8606001, -8.1264152 51.8606084, -8.1265167 51.8606083, -8.1266405 51.8605968, -8.1267585 51.8605835, -8.1268761 51.8605569, -8.1270221 51.8605207)",,
201194571,False,,residential,,,True,80.25,"LINESTRING (-8.1260946 51.8625797, -8.1256256 51.8620522, -8.1255312 51.8619474)",,
641568326,False,,residential,,,False,26.079,"LINESTRING (-8.1260946 51.8625797, -8.126136 51.8625723, -8.126179 51.862574, -8.1262185 51.8625846, -8.1262498 51.862603, -8.126269 51.8626268, -8.1262739 51.8626533, -8.1262639 51.8626792, -8.126243 51.8626995, -8.1262129 51.8627148)",,
641568326,False,,residential,,,True,27.362999999999996,"LINESTRING (-8.1260946 51.8625797, -8.1260598 51.8625955, -8.1260359 51.8626176, -8.1260259 51.8626409, -8.1260281 51.862665, -8.1260423 51.8626874, -8.126067 51.8627061, -8.1260999 51.8627191, -8.1261377 51.8627251, -8.1261766 51.8627237, -8.1262129 51.8627148)",,
201194922,False,,residential,,,False,35.267,"LINESTRING (-8.1262129 51.8627148, -8.1264409 51.862999)",,
641568326,False,,residential,,,False,27.363,"LINESTRING (-8.1262129 51.8627148, -8.1261766 51.8627237, -8.1261377 51.8627251, -8.1260999 51.8627191, -8.126067 51.8627061, -8.1260423 51.8626874, -8.1260281 51.862665, -8.1260259 51.8626409, -8.1260359 51.8626176, -8.1260598 51.8625955, -8.1260946 51.8625797)",,
641568326,False,,residential,,,True,26.079,"LINESTRING (-8.1262129 51.8627148, -8.126243 51.8626995, -8.1262639 51.8626792, -8.1262739 51.8626533, -8.126269 51.8626268, -8.1262498 51.862603, -8.1262185 51.8625846, -8.126179 51.862574, -8.126136 51.8625723, -8.1260946 51.8625797)",,
201194619,False,,residential,,,False,48.837,"LINESTRING (-8.1270616 51.8627846, -8.1264409 51.862999)",,
201194619,False,,residential,,,True,50.067,"LINESTRING (-8.1257956 51.8632086, -8.1261818 51.8630827, -8.1264409 51.862999)",,
201194619,False,,residential,,,True,48.837,"LINESTRING (-8.1264409 51.862999, -8.1270616 51.8627846)",,
201194922,False,,residential,,,True,35.267,"LINESTRING (-8.1264409 51.862999, -8.1262129 51.8627148)",,
201194619,False,,residential,,,False,50.067,"LINESTRING (-8.1264409 51.862999, -8.1261818 51.8630827, -8.1257956 51.8632086)",,
201195071,False,1,residential,30,,True,248.742,"LINESTRING (-8.1257737 51.8638398, -8.1255618 51.8639011, -8.1251224 51.8640255, -8.1250634 51.863951, -8.1249748 51.8638367, -8.1248511 51.8636527, -8.1246476 51.8633845, -8.1245001 51.8631907, -8.1243794 51.8630549, -8.124197 51.8628412, -8.1239927 51.8626456, -8.1238384 51.8624193)",,Dún Órga
202358023,False,,residential,,,True,11.481,"LINESTRING (-8.1184139 51.865786, -8.1184295 51.8658888)",,
202358023,False,,residential,,,False,28.31,"LINESTRING (-8.1184678 51.8661423, -8.1184295 51.8658888)",,
201195582,False,,residential,,,True,21.185,"LINESTRING (-8.1187855 51.8646941, -8.1187651 51.864504)",,
201195581,False,,residential,,,False,87.297,"LINESTRING (-8.1187855 51.8646941, -8.1188745 51.8647495, -8.1189613 51.8648252, -8.1189935 51.865077, -8.119015 51.8652492, -8.119015 51.8653287, -8.1188379 51.865334)",,
201195581,False,,residential,,,True,67.631,"LINESTRING (-8.1187855 51.8646941, -8.1186415 51.8646665, -8.1183283 51.8645999, -8.1180298 51.8645149, -8.1178704 51.8644715)",,
201195582,False,,residential,,,False,21.185,"LINESTRING (-8.1187651 51.864504, -8.1187855 51.8646941)",,
201195581,False,,residential,,,True,87.297,"LINESTRING (-8.1188379 51.865334, -8.119015 51.8653287, -8.119015 51.8652492, -8.1189935 51.865077, -8.1189613 51.8648252, -8.1188745 51.8647495, -8.1187855 51.8646941)",,
201186817,False,,residential,,,False,160.808,"LINESTRING (-8.1270221 51.8605207, -8.1269646 51.860426, -8.1268407 51.8603135, -8.1266642 51.860166, -8.1264389 51.8599986, -8.126213 51.8598911, -8.1260527 51.8598512, -8.1258944 51.8598413, -8.1257522 51.8598595, -8.1254272 51.8599143, -8.1252233 51.8599424)",,
201186817,False,,residential,,,True,79.726,"LINESTRING (-8.1270221 51.8605207, -8.1270612 51.860585, -8.1270799 51.8607292, -8.127096 51.8608335, -8.1271706 51.8610191, -8.1272868 51.8611664, -8.1273245 51.8612035)",,
201194545,False,,residential,,,False,50.818,"LINESTRING (-8.1270221 51.8605207, -8.1268761 51.8605569, -8.1267585 51.8605835, -8.1266405 51.8605968, -8.1265167 51.8606083, -8.1264152 51.8606084, -8.1263052 51.8606001)",,
33004550,False,2,secondary,50,,True,62.278,"LINESTRING (-8.1273245 51.8612035, -8.1280809 51.8608945)",R631,
33004550,False,2,secondary,50,,False,148.495,"LINESTRING (-8.1273245 51.8612035, -8.1270172 51.8613388, -8.126558 51.861541, -8.1261358 51.86173, -8.1255312 51.8619474)",R631,
201186817,False,,residential,,,False,79.726,"LINESTRING (-8.1273245 51.8612035, -8.1272868 51.8611664, -8.1271706 51.8610191, -8.127096 51.8608335, -8.1270799 51.8607292, -8.1270612 51.860585, -8.1270221 51.8605207)",,
202358022,False,2,residential,30,,False,68.54,"LINESTRING (-8.1181067 51.861724, -8.1182113 51.862337)",,Cathedral Walk
33004550,False,2,secondary,50,,False,69.599,"LINESTRING (-8.1247622 51.8621618, -8.1238384 51.8624193)",R631,
33004550,False,2,secondary,50,,True,57.939,"LINESTRING (-8.1247622 51.8621618, -8.1255312 51.8619474)",R631,
201187300,False,,residential,,,False,148.61,"LINESTRING (-8.1247622 51.8621618, -8.1245721 51.8619467, -8.1244723 51.8618258, -8.1243521 51.8616519, -8.1242148 51.8614382, -8.1240464 51.861314, -8.1238822 51.8612394, -8.1237749 51.8612262, -8.1236923 51.8611583, -8.1236226 51.8610721)",,Cherryvale
202358022,False,2,residential,30,,True,68.54,"LINESTRING (-8.1182113 51.862337, -8.1181067 51.861724)",,Cathedral Walk
"[412457884, 412601892]",False,2,unclassified,50,,False,138.78300000000002,"LINESTRING (-8.1182113 51.862337, -8.1186737 51.8623175, -8.119132 51.862269, -8.1193222 51.8622189, -8.1199262 51.8620313, -8.1201142 51.8619739)",,Commons East
201195581,False,,residential,,,False,67.631,"LINESTRING (-8.1178704 51.8644715, -8.1180298 51.8645149, -8.1183283 51.8645999, -8.1186415 51.8646665, -8.1187855 51.8646941)",,
412601889,False,,secondary,,,False,149.09,"LINESTRING (-8.1178704 51.8644715, -8.1176443 51.8647058, -8.1172511 51.8653459, -8.1171201 51.8655237, -8.1169429 51.8656767)",R629,
"[412601889, 412601882]",False,2,secondary,50,,True,267.918,"LINESTRING (-8.1178704 51.8644715, -8.1180435 51.864283, -8.1181829 51.8640877, -8.1182832 51.8639005, -8.1183382 51.8638384, -8.1184136 51.8637915, -8.1185386 51.863724, -8.1186796 51.8636779, -8.1189951 51.8636112, -8.1193862 51.8635423, -8.1198209 51.863456, -8.1203129 51.863348, -8.1206027 51.8632765, -8.1207791 51.8632254, -8.1208766 51.8631904)",R629,Rock Street
201175890,False,2,unclassified,50,yes,True,5.471,"LINESTRING (-8.1180532 51.8657039, -8.118131 51.8656933)",,
201175890,False,2,unclassified,50,yes,False,78.69600000000001,"LINESTRING (-8.1180532 51.8657039, -8.1176065 51.865763, -8.1174616 51.8657647, -8.1173167 51.8657615, -8.1171123 51.8657249, -8.1170382 51.8657046, -8.1169429 51.8656767)",,
201195534,False,,residential,,,False,40.594,"LINESTRING (-8.1180532 51.8657039, -8.118092 51.8658225, -8.1181298 51.865874, -8.1182261 51.8658887, -8.1183334 51.8658953, -8.1184295 51.8658888)",,
202358023,False,,residential,,,False,11.481,"LINESTRING (-8.1184295 51.8658888, -8.1184139 51.865786)",,
202358023,False,,residential,,,True,28.31,"LINESTRING (-8.1184295 51.8658888, -8.1184678 51.8661423)",,
201195534,False,,residential,,,True,40.594,"LINESTRING (-8.1184295 51.8658888, -8.1183334 51.8658953, -8.1182261 51.8658887, -8.1181298 51.865874, -8.118092 51.8658225, -8.1180532 51.8657039)",,
413178708,False,1,unclassified,,,True,28.682000000000002,"LINESTRING (-8.1153539 51.8662502, -8.1154789 51.8664276, -8.1154552 51.8664904)",L36301,
201175890,False,2,unclassified,50,yes,False,66.929,"LINESTRING (-8.1208607 51.8647785, -8.1207955 51.8647857, -8.1204432 51.8648633, -8.1201593 51.8649365, -8.1199562 51.8649988)",,
201175890,False,2,unclassified,50,yes,True,74.908,"LINESTRING (-8.1208607 51.8647785, -8.1210959 51.8647526, -8.121289 51.8647394, -8.1217685 51.8647117, -8.1219439 51.8647018)",,
201183314,False,2,residential,30,,False,134.951,"LINESTRING (-8.1208607 51.8647785, -8.120832 51.8647191, -8.1207424 51.8645431, -8.1204704 51.8640089, -8.1203953 51.8639427, -8.1203127 51.8639509, -8.1201196 51.8639708, -8.1200086 51.8639768, -8.1199662 51.8639791, -8.1199394 51.8639228)",,Ashcroft
201175890,False,2,unclassified,50,yes,False,47.66,"LINESTRING (-8.1199562 51.8649988, -8.1198514 51.8650309, -8.1196229 51.865122, -8.1194512 51.8652213, -8.1193979 51.8652492)",,
201175890,False,2,unclassified,50,yes,True,66.929,"LINESTRING (-8.1199562 51.8649988, -8.1201593 51.8649365, -8.1204432 51.8648633, -8.1207955 51.8647857, -8.1208607 51.8647785)",,
201184306,False,2,residential,30,,False,133.58999999999997,"LINESTRING (-8.1199562 51.8649988, -8.1199141 51.864934, -8.1198621 51.8648221, -8.1198031 51.8646979, -8.1197307 51.8645753, -8.1196851 51.864524, -8.1196282 51.8645009, -8.1195805 51.8644892, -8.1195263 51.8645025, -8.119478 51.864524, -8.1194458 51.8645472, -8.1194351 51.8646002, -8.1194458 51.8646582, -8.1194812 51.864842, -8.1195034 51.8649302, -8.1195295 51.8650358, -8.1195343 51.8650623)",,Páirc Na hAbhann
201175890,False,2,unclassified,50,yes,False,101.87899999999999,"LINESTRING (-8.1193979 51.8652492, -8.1192688 51.865329, -8.1191903 51.8653775, -8.118985 51.8654764, -8.1187637 51.8655605, -8.1185747 51.8656139, -8.1184626 51.865634, -8.118131 51.8656933)",,
201175890,False,2,unclassified,50,yes,True,47.66,"LINESTRING (-8.1193979 51.8652492, -8.1194512 51.8652213, -8.1196229 51.865122, -8.1198514 51.8650309, -8.1199562 51.8649988)",,
201184685,False,2,residential,,,False,59.155,"LINESTRING (-8.1193979 51.8652492, -8.1194461 51.8652863, -8.1195053 51.86533, -8.1195343 51.865387, -8.119588 51.8654814, -8.1196073 51.8655658, -8.1196068 51.8656205, -8.1196202 51.8656868, -8.1196309 51.8657315, -8.119639 51.8657464)",,Páirc Na hAbhann
201187300,False,,residential,,,False,31.253,"LINESTRING (-8.1241227 51.8609329, -8.1241805 51.8609131, -8.1244058 51.8608038, -8.1244809 51.8607607)",,Cherryvale
201187300,False,,residential,,,True,37.751,"LINESTRING (-8.1241227 51.8609329, -8.1239391 51.8609959, -8.1236226 51.8610721)",,Cherryvale
201187301,False,,residential,,,False,28.719,"LINESTRING (-8.1241227 51.8609329, -8.1241529 51.8609712, -8.1242824 51.8611715)",,
201186965,False,2,residential,30,,False,122.94800000000001,"LINESTRING (-8.1194933 51.861182, -8.1195514 51.8611635, -8.1199158 51.8610324, -8.1205756 51.8609396, -8.1211989 51.8608999)",,Cloyne Meadows
412457159,False,,tertiary,,,True,98.04400000000001,"LINESTRING (-8.1194933 51.861182, -8.1196873 51.8613743, -8.1198846 51.8616334, -8.1201142 51.8619739)",L3633,Church Street
201175890,False,2,unclassified,50,yes,False,74.908,"LINESTRING (-8.1219439 51.8647018, -8.1217685 51.8647117, -8.121289 51.8647394, -8.1210959 51.8647526, -8.1208607 51.8647785)",,
201175890,False,2,unclassified,50,yes,True,37.88,"LINESTRING (-8.1219439 51.8647018, -8.1221669 51.8647079, -8.1224083 51.8646439, -8.1224606 51.8646193)",,
201183078,False,2,residential,30,,True,26.483,"LINESTRING (-8.1219439 51.8647018, -8.1219327 51.8646546, -8.1218491 51.864582, -8.1217163 51.8645224)",,
617431635,False,2,residential,,,False,13.092,"LINESTRING (-8.1142942 51.8671662, -8.1142765 51.8671564, -8.1141114 51.8671413)",,
617431635,False,2,residential,,,True,39.177,"LINESTRING (-8.1142942 51.8671662, -8.1144079 51.8672292, -8.1146037 51.8673915, -8.11465 51.8674392)",,
617431637,False,2,residential,,,False,93.47399999999999,"LINESTRING (-8.1142942 51.8671662, -8.1143114 51.867105, -8.114357 51.8670404, -8.1144669 51.8669791, -8.1148505 51.8668367, -8.1153655 51.8667158)",,
617431635,False,2,residential,,,False,30.682,"LINESTRING (-8.1141114 51.8671413, -8.113968 51.8671282, -8.1138581 51.8670918, -8.1137546 51.867003)",,
617431635,False,2,residential,,,True,13.092,"LINESTRING (-8.1141114 51.8671413, -8.1142765 51.8671564, -8.1142942 51.8671662)",,
617431636,False,2,residential,,,True,31.469,"LINESTRING (-8.1141114 51.8671413, -8.1140539 51.8672408, -8.1139814 51.8672905, -8.1138178 51.8673352)",,
413178709,False,2,unclassified,,,True,97.793,"LINESTRING (-8.1137546 51.867003, -8.1144811 51.866673, -8.1148673 51.8664558)",L3676,
617431635,False,2,residential,,,True,30.682,"LINESTRING (-8.1137546 51.867003, -8.1138581 51.8670918, -8.113968 51.8671282, -8.1141114 51.8671413)",,
617431636,False,2,residential,,,False,31.469,"LINESTRING (-8.1138178 51.8673352, -8.1139814 51.8672905, -8.1140539 51.8672408, -8.1141114 51.8671413)",,
617431637,False,2,residential,,,False,15.966,"LINESTRING (-8.1153655 51.8667158, -8.1155935 51.8666876)",,
617431638,False,2,residential,,,False,9.826,"LINESTRING (-8.1153655 51.8667158, -8.1153333 51.8666297)",,
617431637,False,2,residential,,,True,93.47399999999999,"LINESTRING (-8.1153655 51.8667158, -8.1148505 51.8668367, -8.1144669 51.8669791, -8.114357 51.8670404, -8.1143114 51.867105, -8.1142942 51.8671662)",,
