osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,tunnel
96066852,2,Windmill Avenue,residential,,False,True,74.46900000000001,"LINESTRING (-1.2073464 53.0354424, -1.2074016 53.0354511, -1.2075017 53.0354606, -1.2081648 53.0355234, -1.2082971 53.0355344, -1.208447 53.0355425)",,,
96066854,2,Mosley Street,residential,,False,False,52.268,"LINESTRING (-1.2073464 53.0354424, -1.2072955 53.0354344, -1.2071668 53.035417, -1.207038 53.0353892, -1.206843 53.0353332, -1.2066496 53.0352435)",,,
"[837388930, 42467159]",2,Central Avenue,residential,,False,False,156.12600000000003,"LINESTRING (-1.2073464 53.0354424, -1.2072673 53.0355275, -1.2071906 53.03561, -1.2070722 53.035777, -1.2069065 53.0360379, -1.2068813 53.0360812, -1.2068661 53.0361109, -1.2066987 53.0364785, -1.2066277 53.0366626, -1.2065886 53.0367641)",,,
31545028,2,Derbyshire Lane,tertiary,,False,False,58.922,"LINESTRING (-1.2065886 53.0367641, -1.2065334 53.0367547, -1.2064499 53.0367458, -1.2057412 53.0366197)",,,
31545028,2,Derbyshire Lane,tertiary,,False,True,78.589,"LINESTRING (-1.2065886 53.0367641, -1.2066512 53.0367748, -1.2067189 53.0367842, -1.2068156 53.036792, -1.2070897 53.0368038, -1.2075695 53.0367998, -1.2077579 53.0368054)",,,
"[837388930, 42467159]",2,Central Avenue,residential,,False,True,156.126,"LINESTRING (-1.2065886 53.0367641, -1.2066277 53.0366626, -1.2066987 53.0364785, -1.2068661 53.0361109, -1.2068813 53.0360812, -1.2069065 53.0360379, -1.2070722 53.035777, -1.2071906 53.03561, -1.2072673 53.0355275, -1.2073464 53.0354424)",,,
"[1025689447, 1025689448, 153029289, 1025689450, 1025689451, 1025689452, 1025689453, 1025689449]",,Yorke Street,tertiary,,False,False,160.52000000000004,"LINESTRING (-1.2065886 53.0367641, -1.2065363 53.0369068, -1.206485 53.0370464, -1.2064572 53.0371205, -1.2062923 53.0375593, -1.206264 53.0375885, -1.2061618 53.037673, -1.2060612 53.0377562, -1.2060283 53.0377834, -1.2059517 53.0378468, -1.205812 53.0379622, -1.2057498 53.0380136, -1.2056821 53.0380696)",,,
31545033,2,West Street,residential,,False,False,96.928,"LINESTRING (-1.2056821 53.0380696, -1.205774 53.0380945, -1.2057889 53.0380986, -1.2059897 53.0381473, -1.2062453 53.038216, -1.2065888 53.0383083, -1.2070032 53.0384281)",,,
"[474256122, 208215124]",2,"['Baker Street', 'South Street']",tertiary,30 mph,False,"[False, True]",168.50500000000002,"LINESTRING (-1.2056821 53.0380696, -1.2056618 53.0380864, -1.2055779 53.0381665, -1.2055476 53.0382067, -1.2055181 53.0382541, -1.2054886 53.0383019, -1.2054313 53.0384149, -1.2053639 53.038519, -1.2052786 53.0386018, -1.2051899 53.0386573, -1.2051239 53.0386901, -1.2050197 53.0387256, -1.2049546 53.0387478, -1.2048314 53.038823, -1.204802 53.0388792, -1.204747 53.0390633, -1.2046871 53.039264, -1.2046781 53.0392941, -1.20465 53.0393881)",,,
"[1025689447, 1025689448, 1025689449, 1025689450, 1025689451, 1025689452, 153029289, 1025689453]",,Yorke Street,tertiary,,False,True,160.51999999999998,"LINESTRING (-1.2056821 53.0380696, -1.2057498 53.0380136, -1.205812 53.0379622, -1.2059517 53.0378468, -1.2060283 53.0377834, -1.2060612 53.0377562, -1.2061618 53.037673, -1.206264 53.0375885, -1.2062923 53.0375593, -1.2064572 53.0371205, -1.206485 53.0370464, -1.2065363 53.0369068, -1.2065886 53.0367641)",,,
31545023,2,Sandy Lane,tertiary,,False,False,74.31,"LINESTRING (-1.2106117 53.0367374, -1.2106384 53.0367995, -1.2106847 53.037403)",,,
31545023,2,Sandy Lane,tertiary,,False,True,147.879,"LINESTRING (-1.2106117 53.0367374, -1.2103674 53.0362108, -1.2101685 53.0357151, -1.2100822 53.0354468)",,,
31545028,2,Derbyshire Lane,tertiary,,False,False,120.664,"LINESTRING (-1.2106117 53.0367374, -1.2105366 53.0367421, -1.208809 53.0367864)",,,
31545023,2,Sandy Lane,tertiary,,False,False,73.066,"LINESTRING (-1.2106847 53.037403, -1.210735 53.0380594)",,,
42467429,2,Ladycroft Avenue,residential,,False,False,124.649,"LINESTRING (-1.2106847 53.037403, -1.2088219 53.037448)",,,
31545023,2,Sandy Lane,tertiary,,False,True,74.31,"LINESTRING (-1.2106847 53.037403, -1.2106384 53.0367995, -1.2106117 53.0367374)",,,
31545023,2,Sandy Lane,tertiary,,False,True,81.235,"LINESTRING (-1.2106839 53.0387879, -1.2106962 53.0387133, -1.2106988 53.0386974, -1.2107109 53.0386241, -1.2107381 53.0384591, -1.2107523 53.0382858, -1.210735 53.0380594)",,,
386819646,2,Wood Lane,tertiary,,False,True,63.586000000000006,"LINESTRING (-1.2106839 53.0387879, -1.2103009 53.038798, -1.2102787 53.0387986, -1.2097342 53.0388179)",,,
31545033,2,West Street,residential,,False,True,60.172000000000004,"LINESTRING (-1.2097342 53.0388179, -1.2096677 53.0388181, -1.2096083 53.0388154, -1.2092753 53.0387786, -1.2088471 53.0387314)",,,
386819646,2,Wood Lane,tertiary,,False,False,63.586,"LINESTRING (-1.2097342 53.0388179, -1.2102787 53.0387986, -1.2103009 53.038798, -1.2106839 53.0387879)",,,
853477349,2,Spring Street,tertiary,,False,False,123.50099999999999,"LINESTRING (-1.2097342 53.0388179, -1.2097412 53.0388874, -1.2097914 53.0393858, -1.2098083 53.0395999, -1.2098154 53.0396536, -1.2098302 53.0396978, -1.2098485 53.0397377, -1.2098734 53.0397839, -1.2099014 53.0398216, -1.2099294 53.0398573, -1.2099807 53.0399061)",,,
41186476,2,Spring Street,tertiary,,False,False,77.212,"LINESTRING (-1.2099807 53.0399061, -1.2103175 53.0401553, -1.2103807 53.0402157, -1.2104349 53.0402637, -1.2104891 53.0403175, -1.2105406 53.0403665, -1.2105697 53.0403964, -1.2105997 53.0404323, -1.2106294 53.0404771)",,,
95940836,2,Ogle Street,residential,,False,False,183.209,"LINESTRING (-1.2099807 53.0399061, -1.2099216 53.0399284, -1.2098374 53.0399498, -1.2097503 53.0399577, -1.2095401 53.0399549, -1.2090118 53.0399491, -1.2089052 53.0399402, -1.2080844 53.0398272, -1.2073139 53.0396918)",,,
853477349,2,Spring Street,tertiary,,False,True,123.501,"LINESTRING (-1.2099807 53.0399061, -1.2099294 53.0398573, -1.2099014 53.0398216, -1.2098734 53.0397839, -1.2098485 53.0397377, -1.2098302 53.0396978, -1.2098154 53.0396536, -1.2098083 53.0395999, -1.2097914 53.0393858, -1.2097412 53.0388874, -1.2097342 53.0388179)",,,
41186476,2,Spring Street,tertiary,,False,True,71.89699999999999,"LINESTRING (-1.2104315 53.0410891, -1.2104612 53.0410562, -1.210495 53.0410154, -1.2105763 53.0409167, -1.2105985 53.0408861, -1.210619 53.0408513, -1.2106366 53.040816, -1.2106524 53.0407775, -1.2106657 53.0407362, -1.2106756 53.0406964, -1.2106824 53.0406622, -1.2106839 53.040624, -1.2106811 53.0405869, -1.2106725 53.0405547, -1.2106577 53.0405219, -1.2106294 53.0404771)",,,
152319371,2,Annesley Road,tertiary,30 mph,False,False,61.058,"LINESTRING (-1.2104315 53.0410891, -1.2104001 53.0410794, -1.2096297 53.0408262)",,,
31545028,2,Derbyshire Lane,tertiary,,False,False,70.345,"LINESTRING (-1.208809 53.0367864, -1.2081269 53.0368039, -1.2079046 53.0368097, -1.2077579 53.0368054)",,,
31545028,2,Derbyshire Lane,tertiary,,False,True,120.664,"LINESTRING (-1.208809 53.0367864, -1.2105366 53.0367421, -1.2106117 53.0367374)",,,
42467422,2,Charles Street,residential,,False,True,73.572,"LINESTRING (-1.208809 53.0367864, -1.2088158 53.0371347, -1.2088219 53.037448)",,,
31545023,2,Sandy Lane,tertiary,,False,True,73.066,"LINESTRING (-1.210735 53.0380594, -1.2106847 53.037403)",,,
31545023,2,Sandy Lane,tertiary,,False,False,81.235,"LINESTRING (-1.210735 53.0380594, -1.2107523 53.0382858, -1.2107381 53.0384591, -1.2107109 53.0386241, -1.2106988 53.0386974, -1.2106962 53.0387133, -1.2106839 53.0387879)",,,
57684971,2,Beech Avenue,residential,,False,True,127.143,"LINESTRING (-1.210735 53.0380594, -1.2089012 53.0381023, -1.2088348 53.0381039)",,,
152319371,2,Annesley Road,tertiary,30 mph,False,False,81.351,"LINESTRING (-1.2073522 53.0402255, -1.2061869 53.0400149)",,,
38457223,2,Montague Road,residential,30 mph,False,False,285.233,"LINESTRING (-1.2073522 53.0402255, -1.207334 53.0402791, -1.2071727 53.0407531, -1.2070955 53.0409797, -1.2067678 53.0419429, -1.206497 53.0427386)",,yes,
152319371,2,Annesley Road,tertiary,30 mph,False,True,62.946,"LINESTRING (-1.2073522 53.0402255, -1.2078175 53.0403186, -1.2082398 53.040414)",,,
38457211,2,Carlingford Road,residential,30 mph,False,True,328.786,"LINESTRING (-1.205103 53.039819, -1.2050949 53.0398559, -1.205096 53.0398764, -1.2051179 53.0402839, -1.2050467 53.0405014, -1.2043178 53.0427284)",,,
152319362,2,Baker Street,tertiary,30 mph,False,False,26.931,"LINESTRING (-1.205103 53.039819, -1.2049156 53.0397862, -1.2048341 53.0397691, -1.2047695 53.039748, -1.2047306 53.0397313)",,,
152319371,2,Annesley Road,tertiary,30 mph,False,True,75.66999999999999,"LINESTRING (-1.205103 53.039819, -1.2052531 53.0398461, -1.2061869 53.0400149)",,,
38457236,2,Beardall Street,tertiary,,False,False,26.4,"LINESTRING (-1.2010146 53.0349602, -1.2007908 53.0347646)",,,
38457236,2,Beardall Street,tertiary,,False,True,71.61500000000001,"LINESTRING (-1.2010146 53.0349602, -1.2010797 53.0349989, -1.201124 53.0350253, -1.2012778 53.0351034, -1.2014705 53.0352018, -1.2016459 53.0352812, -1.2018534 53.0353578)",,,
31545033,2,West Street,residential,,False,False,60.172,"LINESTRING (-1.2088471 53.0387314, -1.2092753 53.0387786, -1.2096083 53.0388154, -1.2096677 53.0388181, -1.2097342 53.0388179)",,,
31545033,2,West Street,residential,,False,True,71.388,"LINESTRING (-1.2088471 53.0387314, -1.2087123 53.0387165, -1.2085562 53.0386993, -1.2083029 53.0386713, -1.2082635 53.038667, -1.2077969 53.0386155)",,,
42467422,2,Charles Street,residential,,False,False,69.78,"LINESTRING (-1.2088471 53.0387314, -1.2088464 53.0386989, -1.2088458 53.0386691, -1.2088348 53.0381039)",,,
42467422,2,Charles Street,residential,,False,False,72.938,"LINESTRING (-1.2088348 53.0381039, -1.2088219 53.037448)",,,
38457244,2,Turner Street,residential,,False,True,112.306,"LINESTRING (-1.2088348 53.0381039, -1.208775 53.0381053, -1.2079984 53.0381235, -1.2078128 53.0385767, -1.2077969 53.0386155)",,,
42467422,2,Charles Street,residential,,False,True,69.78,"LINESTRING (-1.2088348 53.0381039, -1.2088458 53.0386691, -1.2088464 53.0386989, -1.2088471 53.0387314)",,,
57684971,2,Beech Avenue,residential,,False,False,127.143,"LINESTRING (-1.2088348 53.0381039, -1.2089012 53.0381023, -1.210735 53.0380594)",,,
42467422,2,Charles Street,residential,,False,True,72.938,"LINESTRING (-1.2088219 53.037448, -1.2088348 53.0381039)",,,
42467429,2,Ladycroft Avenue,residential,,False,True,124.649,"LINESTRING (-1.2088219 53.037448, -1.2106847 53.037403)",,,
42467422,2,Charles Street,residential,,False,False,73.572,"LINESTRING (-1.2088219 53.037448, -1.2088158 53.0371347, -1.208809 53.0367864)",,,
41186476,2,Spring Street,tertiary,,False,False,71.897,"LINESTRING (-1.2106294 53.0404771, -1.2106577 53.0405219, -1.2106725 53.0405547, -1.2106811 53.0405869, -1.2106839 53.040624, -1.2106824 53.0406622, -1.2106756 53.0406964, -1.2106657 53.0407362, -1.2106524 53.0407775, -1.2106366 53.040816, -1.210619 53.0408513, -1.2105985 53.0408861, -1.2105763 53.0409167, -1.210495 53.0410154, -1.2104612 53.0410562, -1.2104315 53.0410891)",,,
41186476,2,Spring Street,tertiary,,False,True,77.212,"LINESTRING (-1.2106294 53.0404771, -1.2105997 53.0404323, -1.2105697 53.0403964, -1.2105406 53.0403665, -1.2104891 53.0403175, -1.2104349 53.0402637, -1.2103807 53.0402157, -1.2103175 53.0401553, -1.2099807 53.0399061)",,,
27142723,2,Portland Road,tertiary,30 mph,False,True,59.256,"LINESTRING (-1.1996551 53.0362832, -1.199164 53.0358396)",,,
27142723,2,Portland Road,tertiary,30 mph,False,False,77.63900000000001,"LINESTRING (-1.1996551 53.0362832, -1.1997926 53.0363811, -1.1999793 53.0365169, -1.2000069 53.0365369, -1.2000534 53.0365707, -1.2002153 53.0367032, -1.2002485 53.0367304, -1.2003771 53.0368297)",,,
95940806,2,Bolsover Street,residential,,False,False,158.849,"LINESTRING (-1.1996551 53.0362832, -1.1996134 53.0363155, -1.1995842 53.0363381, -1.1989847 53.0368024, -1.1987903 53.036953, -1.1987394 53.0369924, -1.1988521 53.0371832, -1.1989566 53.0373602, -1.1989829 53.0373836, -1.1991176 53.0374612)",,,
95940834,2,Perlethorpe Drive,residential,,False,True,64.097,"LINESTRING (-1.2005912 53.0391586, -1.2015419 53.0390843)",,,
95940834,2,Perlethorpe Drive,residential,,False,False,55.289,"LINESTRING (-1.2005912 53.0391586, -1.1999734 53.0392085, -1.1998293 53.0392382, -1.1997808 53.0392482)",,,
95940835,2,Kneesall Grove,residential,,False,False,39.010000000000005,"LINESTRING (-1.2005912 53.0391586, -1.200615 53.0389703, -1.2007406 53.038827)",,,
95940816,2,Thoresby Dale,residential,,False,False,61.606,"LINESTRING (-1.1999818 53.0396679, -1.2002368 53.0402003)",,,
95940816,2,Thoresby Dale,residential,,False,True,48.565,"LINESTRING (-1.1999818 53.0396679, -1.1997808 53.0392482)",,,
95940823,2,Kersall Gardens,residential,,False,True,36.339999999999996,"LINESTRING (-1.1999818 53.0396679, -1.200035 53.0396672, -1.2005252 53.0396606)",,,
95940823,2,Kersall Gardens,residential,,False,False,44.377,"LINESTRING (-1.2011888 53.0396518, -1.2005252 53.0396606)",,,
95940840,1,Kersall Gardens,residential,,False,False,79.908,"LINESTRING (-1.2011888 53.0396518, -1.2011876 53.039724, -1.2011527 53.0397922, -1.2010818 53.0398531, -1.2009817 53.0398931, -1.2008427 53.0399071, -1.2006933 53.0398795, -1.2005911 53.0398153, -1.200539 53.0397321, -1.2005252 53.0396606)",,,
95940823,2,Kersall Gardens,residential,,False,True,29.211,"LINESTRING (-1.2011888 53.0396518, -1.2015853 53.0396465, -1.2016256 53.0396459)",,,
"[95940786, 342727420]",2,"['The Connery', 'Palmer Avenue']",residential,,False,True,240.27700000000002,"LINESTRING (-1.2035119 53.0419935, -1.2040462 53.04033, -1.2040346 53.0403117, -1.2040089 53.0402992, -1.2039798 53.0402877, -1.2039434 53.0402838, -1.2033048 53.0402889)",,,
38457223,2,Montague Road,residential,30 mph,False,True,285.233,"LINESTRING (-1.206497 53.0427386, -1.2067678 53.0419429, -1.2070955 53.0409797, -1.2071727 53.0407531, -1.207334 53.0402791, -1.2073522 53.0402255)",,yes,
95940816,2,Thoresby Dale,residential,,False,True,61.606,"LINESTRING (-1.2002368 53.0402003, -1.1999818 53.0396679)",,,
95940790,2,Co-Operative Avenue,residential,,False,True,218.48100000000002,"LINESTRING (-1.2021817 53.0422283, -1.2027857 53.0403425, -1.2027849 53.0402981)",,,
95940850,,Albert Street,residential,,False,False,69.734,"LINESTRING (-1.2028879 53.0381263, -1.2028047 53.038221, -1.2027377 53.0382969, -1.202694 53.0383717, -1.2026164 53.0385262, -1.2025287 53.0387123)",,,
95940849,2,Budby Rise,residential,,False,False,60.512,"LINESTRING (-1.2016256 53.0396459, -1.2017492 53.040185)",,,
95940823,2,Kersall Gardens,residential,,False,False,29.211,"LINESTRING (-1.2016256 53.0396459, -1.2015853 53.0396465, -1.2011888 53.0396518)",,,
95940849,2,Budby Rise,residential,,False,True,62.798,"LINESTRING (-1.2016256 53.0396459, -1.2015505 53.0393181, -1.2015428 53.0391105, -1.2015419 53.0390843)",,,
95940835,2,Kneesall Grove,residential,,False,True,39.010000000000005,"LINESTRING (-1.2007406 53.038827, -1.200615 53.0389703, -1.2005912 53.0391586)",,,
95940849,2,Budby Rise,residential,,False,True,60.512,"LINESTRING (-1.2017492 53.040185, -1.2016256 53.0396459)",,,
95940786,2,The Connery,residential,,False,False,34.774,"LINESTRING (-1.2027849 53.0402981, -1.2033048 53.0402889)",,,
95940786,2,The Connery,residential,,False,True,18.807,"LINESTRING (-1.2027849 53.0402981, -1.2025036 53.0402988)",,,
95940790,2,Co-Operative Avenue,residential,,False,False,218.48100000000002,"LINESTRING (-1.2027849 53.0402981, -1.2027857 53.0403425, -1.2021817 53.0422283)",,,
95940786,2,The Connery,residential,,False,True,34.774,"LINESTRING (-1.2033048 53.0402889, -1.2027849 53.0402981)",,,
"[95940786, 342727420]",2,"['The Connery', 'Palmer Avenue']",residential,,False,False,240.277,"LINESTRING (-1.2033048 53.0402889, -1.2039434 53.0402838, -1.2039798 53.0402877, -1.2040089 53.0402992, -1.2040346 53.0403117, -1.2040462 53.04033, -1.2035119 53.0419935)",,,
449139306,2,Titchfield Street,residential,,False,True,103.37200000000001,"LINESTRING (-1.2033048 53.0402889, -1.2033292 53.0399029, -1.2033552 53.0394904, -1.2034025 53.0394174, -1.203411 53.0394045, -1.2034454 53.0393722)",,,
95940816,2,Thoresby Dale,residential,,False,False,48.565,"LINESTRING (-1.1997808 53.0392482, -1.1999818 53.0396679)",,,
95940816,2,Thoresby Dale,residential,,False,True,150.434,"LINESTRING (-1.1997808 53.0392482, -1.1997332 53.0391488, -1.1994566 53.038126, -1.1993873 53.0379169)",,,
95940834,2,Perlethorpe Drive,residential,,False,True,55.289,"LINESTRING (-1.1997808 53.0392482, -1.1998293 53.0392382, -1.1999734 53.0392085, -1.2005912 53.0391586)",,,
95940786,2,The Connery,residential,,False,False,18.807,"LINESTRING (-1.2025036 53.0402988, -1.2027849 53.0402981)",,,
95940786,2,The Connery,residential,,False,True,20.581,"LINESTRING (-1.2025036 53.0402988, -1.2021958 53.040302)",,,
95940823,2,Kersall Gardens,residential,,False,True,44.377,"LINESTRING (-1.2005252 53.0396606, -1.2011888 53.0396518)",,,
95940840,1,Kersall Gardens,residential,,False,True,79.908,"LINESTRING (-1.2005252 53.0396606, -1.200539 53.0397321, -1.2005911 53.0398153, -1.2006933 53.0398795, -1.2008427 53.0399071, -1.2009817 53.0398931, -1.2010818 53.0398531, -1.2011527 53.0397922, -1.2011876 53.039724, -1.2011888 53.0396518)",,,
95940823,2,Kersall Gardens,residential,,False,False,36.339999999999996,"LINESTRING (-1.2005252 53.0396606, -1.200035 53.0396672, -1.1999818 53.0396679)",,,
95940833,2,Church Drive,residential,,False,False,123.96000000000001,"LINESTRING (-1.2073139 53.0396918, -1.2073307 53.0396544, -1.2073416 53.0396302, -1.2076741 53.0388886, -1.2077675 53.0386803, -1.2077793 53.038654, -1.2077969 53.0386155)",,,
95940836,2,Ogle Street,residential,,False,False,181.66899999999998,"LINESTRING (-1.2073139 53.0396918, -1.2067941 53.0396004, -1.2064419 53.0395436, -1.2062655 53.0395213, -1.2059917 53.0395032, -1.2057503 53.0394828, -1.2053949 53.0394519, -1.2050866 53.0394236, -1.2048229 53.0394022, -1.20465 53.0393881)",,,
95940836,2,Ogle Street,residential,,False,True,183.20899999999997,"LINESTRING (-1.2073139 53.0396918, -1.2080844 53.0398272, -1.2089052 53.0399402, -1.2090118 53.0399491, -1.2095401 53.0399549, -1.2097503 53.0399577, -1.2098374 53.0399498, -1.2099216 53.0399284, -1.2099807 53.0399061)",,,
95940834,2,Perlethorpe Drive,residential,,False,False,64.097,"LINESTRING (-1.2015419 53.0390843, -1.2005912 53.0391586)",,,
95940834,2,Perlethorpe Drive,residential,,False,True,45.004,"LINESTRING (-1.2015419 53.0390843, -1.2017768 53.0390659, -1.2019369 53.0390099, -1.2019939 53.0389595, -1.2020226 53.0389299, -1.2020691 53.0388817)",,,
95940849,2,Budby Rise,residential,,False,False,62.798,"LINESTRING (-1.2015419 53.0390843, -1.2015428 53.0391105, -1.2015505 53.0393181, -1.2016256 53.0396459)",,,
95940836,2,Ogle Street,residential,,False,True,181.66899999999998,"LINESTRING (-1.20465 53.0393881, -1.2048229 53.0394022, -1.2050866 53.0394236, -1.2053949 53.0394519, -1.2057503 53.0394828, -1.2059917 53.0395032, -1.2062655 53.0395213, -1.2064419 53.0395436, -1.2067941 53.0396004, -1.2073139 53.0396918)",,,
"[474256122, 208215124]",2,"['Baker Street', 'South Street']",tertiary,30 mph,False,"[False, True]",168.505,"LINESTRING (-1.20465 53.0393881, -1.2046781 53.0392941, -1.2046871 53.039264, -1.204747 53.0390633, -1.204802 53.0388792, -1.2048314 53.038823, -1.2049546 53.0387478, -1.2050197 53.0387256, -1.2051239 53.0386901, -1.2051899 53.0386573, -1.2052786 53.0386018, -1.2053639 53.038519, -1.2054313 53.0384149, -1.2054886 53.0383019, -1.2055181 53.0382541, -1.2055476 53.0382067, -1.2055779 53.0381665, -1.2056618 53.0380864, -1.2056821 53.0380696)",,,
474256122,2,Baker Street,tertiary,30 mph,False,True,28.625,"LINESTRING (-1.20465 53.0393881, -1.2046042 53.0394874, -1.204575 53.0395488, -1.2044932 53.0396248)",,,
95940782,,Wollaton Street,residential,,False,False,88.33000000000001,"LINESTRING (-1.2017088 53.0376712, -1.2016503 53.0377353, -1.2016173 53.0377715, -1.2015391 53.0378432, -1.2013101 53.0380102, -1.2010613 53.0383571)",,,
456799401,2,High Street,tertiary,30 mph,False,False,48.884,"LINESTRING (-1.2017088 53.0376712, -1.2015505 53.0376104, -1.2014735 53.0375746, -1.2013805 53.0375314, -1.2011522 53.0374201, -1.2011267 53.0374061)",,,
456799401,2,High Street,tertiary,30 mph,False,True,58.13999999999999,"LINESTRING (-1.2017088 53.0376712, -1.2022366 53.037874, -1.2022821 53.0378914, -1.2024416 53.0379527)",,,
95940785,1,The Connery,residential,,False,True,57.937,"LINESTRING (-1.2046603 53.0402406, -1.2046494 53.0398492, -1.2046521 53.039825, -1.204669 53.0397954, -1.204689 53.0397746, -1.2047306 53.0397313)",,,
38457236,2,Beardall Street,tertiary,,False,True,69.045,"LINESTRING (-1.2018534 53.0353578, -1.2027347 53.0356814)",,,
38457236,2,Beardall Street,tertiary,,False,False,71.615,"LINESTRING (-1.2018534 53.0353578, -1.2016459 53.0352812, -1.2014705 53.0352018, -1.2012778 53.0351034, -1.201124 53.0350253, -1.2010797 53.0349989, -1.2010146 53.0349602)",,,
"[1025689504, 1025689505, 30890890, 1025689498, 1025689499, 1025689500, 1025689501, 1025689502, 1025689503]",5,Duke Street,residential,,False,False,169.738,"LINESTRING (-1.2018534 53.0353578, -1.2017886 53.0354306, -1.2017523 53.0354714, -1.2016601 53.035575, -1.2015977 53.0356451, -1.2015813 53.0356635, -1.201394 53.0358739, -1.2012827 53.035999, -1.2012413 53.0360456, -1.2012164 53.0360736, -1.2008456 53.0364901, -1.2007343 53.0366152, -1.2006909 53.036664, -1.2006513 53.0367022)",,,
