osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,junction,maxspeed,bridge
23799936,,tertiary,True,False,12.963000000000001,,,"LINESTRING (-2.1799594 53.0128605, -2.1799188 53.0128513, -2.1798796 53.0128292, -2.1798616 53.0128055, -2.1798572 53.0127735)",roundabout,,
23799936,,tertiary,True,False,14.525,,,"LINESTRING (-2.1798572 53.0127735, -2.1798844 53.01274, -2.1799247 53.0127199, -2.1799661 53.012712, -2.180025 53.0127164)",roundabout,,
152975079,Avenue Road,unclassified,False,True,306.127,,,"LINESTRING (-2.1798572 53.0127735, -2.179796 53.0127616, -2.1770597 53.0122305, -2.1754981 53.0119362)",,,
26420292,Avenue Road,tertiary,False,False,216.656,,,"LINESTRING (-2.1800966 53.0128192, -2.1813997 53.013073, -2.1829647 53.0133628, -2.1831891 53.0133969)",,,
682295500,,tertiary,True,False,10.928,,,"LINESTRING (-2.1800966 53.0128192, -2.1800801 53.0128336, -2.1800307 53.012856, -2.1799884 53.0128617, -2.1799594 53.0128605)",roundabout,,
26996179,Broad Street,primary,False,False,8.724,2,A5006,"LINESTRING (-2.1828183 53.019059, -2.1827163 53.0191079)",,,
"[25115356, 25115359]","['Cutts Street', 'Wood Terrace']",unclassified,True,False,174.638,,,"LINESTRING (-2.1828183 53.019059, -2.1823211 53.0183511, -2.1821393 53.0181152, -2.1822041 53.018061, -2.1823588 53.0179498, -2.1825374 53.0178394, -2.1826151 53.0178186, -2.1827279 53.0178066, -2.1828211 53.0178097)",,,
"[26996179, 117088427]","['Broad Street', 'Snow Hill']",primary,False,True,88.684,2,A5006,"LINESTRING (-2.1828183 53.019059, -2.1829623 53.018971, -2.1829961 53.0189502, -2.1830473 53.0189187, -2.1831387 53.0188006, -2.1831769 53.0187394, -2.1832102 53.0186463, -2.1832486 53.0183371)",,,
4479300,College Road,tertiary,False,False,78.419,,,"LINESTRING (-2.1816323 53.0196356, -2.1809507 53.0190618)",,,
26996179,Broad Street,primary,False,True,93.276,2,A5006,"LINESTRING (-2.1816323 53.0196356, -2.1827163 53.0191079)",,,
229252153,Broad Street,primary,False,False,31.808,,A5006,"LINESTRING (-2.1816323 53.0196356, -2.1813449 53.0198635)",,30 mph,
25115349,Cooper Street,residential,False,False,12.143,,,"LINESTRING (-2.1801966 53.0194004, -2.1800511 53.0194657)",,,
25115349,Cooper Street,residential,False,True,62.943,,,"LINESTRING (-2.1801966 53.0194004, -2.1809507 53.0190618)",,,
25115350,Raymond Street,residential,False,False,195.888,,,"LINESTRING (-2.1801966 53.0194004, -2.1796117 53.0189704, -2.1791402 53.0186237, -2.1790578 53.0184347, -2.1788455 53.0179482, -2.1788059 53.0178934)",,,
4479300,College Road,tertiary,False,False,136.015,,,"LINESTRING (-2.1806922 53.0188512, -2.1794879 53.0178656)",,,
4479300,College Road,tertiary,False,True,29.11,,,"LINESTRING (-2.1806922 53.0188512, -2.1809507 53.0190618)",,,
"[26566467, 25115357]","['Lawrence Street', 'Fletcher Street']",residential,False,True,174.506,,,"LINESTRING (-2.1806922 53.0188512, -2.1813319 53.0186456, -2.1803603 53.0178314, -2.1802248 53.0177291)",,,
25115375,Cardiff Grove,residential,False,True,33.564,,,"LINESTRING (-2.1766003 53.0200641, -2.1768832 53.0203134)",,,
25115375,Cardiff Grove,residential,False,False,86.689,,,"LINESTRING (-2.1766003 53.0200641, -2.1762773 53.0197985, -2.1756755 53.0195303)",,,
25115376,,residential,False,True,64.455,,,"LINESTRING (-2.1766003 53.0200641, -2.1768277 53.0199448, -2.1770988 53.0198051, -2.1771038 53.0196217)",,,
25115375,Cardiff Grove,residential,False,True,86.689,,,"LINESTRING (-2.1756755 53.0195303, -2.1762773 53.0197985, -2.1766003 53.0200641)",,,
379630204,Regent Road,tertiary,False,False,63.186,,,"LINESTRING (-2.1756755 53.0195303, -2.1753851 53.0197828, -2.1751373 53.0199973)",,30 mph,
379630204,Regent Road,tertiary,False,True,58.732,,,"LINESTRING (-2.1756755 53.0195303, -2.1758309 53.0193923, -2.1759397 53.0192956, -2.1761503 53.0190862)",,30 mph,
25115375,Cardiff Grove,residential,False,False,2.983,,,"LINESTRING (-2.1771657 53.0205666, -2.1771409 53.0205443)",,,
25115371,Bower Street,residential,False,False,97.544,,,"LINESTRING (-2.1754641 53.0188036, -2.176176 53.018038)",,,
25115377,Houghton Street,residential,False,False,81.609,,,"LINESTRING (-2.1754641 53.0188036, -2.1744414 53.0184034)",,,
25115377,Houghton Street,residential,False,True,55.626,,,"LINESTRING (-2.1754641 53.0188036, -2.1757289 53.0189127, -2.1761503 53.0190862)",,,
25115377,Houghton Street,residential,False,True,81.609,,,"LINESTRING (-2.1744414 53.0184034, -2.1754641 53.0188036)",,,
193100765,Grace Crescent,unclassified,False,False,117.108,,,"LINESTRING (-2.1744414 53.0184034, -2.1744594 53.0183714, -2.1745394 53.0182295, -2.1748401 53.0180466, -2.1750222 53.0179334, -2.1755478 53.0176065)",,,
25115376,,residential,False,False,64.455,,,"LINESTRING (-2.1771038 53.0196217, -2.1770988 53.0198051, -2.1768277 53.0199448, -2.1766003 53.0200641)",,,
379630204,Regent Road,tertiary,False,True,17.55,,,"LINESTRING (-2.1761503 53.0190862, -2.1762599 53.0189428)",,30 mph,
25115377,Houghton Street,residential,False,False,55.626,,,"LINESTRING (-2.1761503 53.0190862, -2.1757289 53.0189127, -2.1754641 53.0188036)",,,
379630204,Regent Road,tertiary,False,False,58.732,,,"LINESTRING (-2.1761503 53.0190862, -2.1759397 53.0192956, -2.1758309 53.0193923, -2.1756755 53.0195303)",,30 mph,
25115371,Bower Street,residential,False,True,97.544,,,"LINESTRING (-2.176176 53.018038, -2.1754641 53.0188036)",,,
49590001,Harding Road,residential,False,False,11.968,,,"LINESTRING (-2.176176 53.018038, -2.1760654 53.0179534)",,,
49590001,Harding Road,residential,False,True,49.632999999999996,,,"LINESTRING (-2.176176 53.018038, -2.1764273 53.0182171, -2.1765527 53.0183065, -2.1766351 53.0183303, -2.1766951 53.0183476)",,,
49590001,Harding Road,residential,False,False,10.046,,,"LINESTRING (-2.1745928 53.016923, -2.1745419 53.016838)",,,
49590001,Harding Road,residential,False,True,99.30399999999999,,,"LINESTRING (-2.1745928 53.016923, -2.1749466 53.0171898, -2.1755055 53.0175781, -2.1755478 53.0176065)",,,
49590001,Harding Road,residential,False,True,10.046,,,"LINESTRING (-2.1745419 53.016838, -2.1745928 53.016923)",,,
303875791,The Parkway,unclassified,False,True,192.94000000000003,,,"LINESTRING (-2.1745419 53.016838, -2.1752177 53.0168962, -2.1754164 53.0169203, -2.1756774 53.0169635, -2.1757357 53.0169732, -2.1758928 53.0170004, -2.1762881 53.017109, -2.1766414 53.0172808, -2.1768324 53.0174005, -2.176937 53.0175145, -2.1769999 53.0175782)",,,
28822482,Cemetery Road,unclassified,False,False,260.50800000000004,,,"LINESTRING (-2.1839874 53.0142, -2.1842154 53.0141682, -2.1845952 53.0141066, -2.1848634 53.0140814, -2.1852236 53.0140972, -2.1855428 53.0141534, -2.1857028 53.0141918, -2.1859866 53.0143019, -2.1861489 53.0144055, -2.1861978 53.0144707, -2.1862957 53.0146014, -2.1864801 53.0148706, -2.1866722 53.0150406, -2.1868678 53.0151483, -2.1869483 53.0151907)",,,
151538600,Stoke Road,primary,False,False,88.18199999999999,2,A5006,"LINESTRING (-2.1839874 53.0142, -2.1839137 53.0140504, -2.183797 53.0138137, -2.1835386 53.0134559)",,,
151538600,Stoke Road,primary,False,True,54.577999999999996,2,A5006,"LINESTRING (-2.1839874 53.0142, -2.1840589 53.014358, -2.1842017 53.0146736)",,,
117088428,Cauldon Road,residential,True,False,140.572,,,"LINESTRING (-2.180311 53.0121751, -2.1788349 53.0118989, -2.1783054 53.0117981)",,,
151538587,Cauldon Road,unclassified,True,False,200.882,,,"LINESTRING (-2.180311 53.0121751, -2.1820848 53.0124947, -2.1825255 53.012573, -2.1829735 53.0126626, -2.1830511 53.0126599, -2.183189 53.0126797)",,,
151538590,College Road,unclassified,False,False,63.17100000000001,,,"LINESTRING (-2.180311 53.0121751, -2.1802384 53.0123132, -2.1801757 53.0124211, -2.180156 53.0124538, -2.180025 53.0127164)",,20 mph,
151538590,College Road,unclassified,False,True,52.387,,,"LINESTRING (-2.180311 53.0121751, -2.1803575 53.0120834, -2.1803746 53.0120438, -2.1803898 53.0119969, -2.1804018 53.0119624, -2.1804138 53.0119376, -2.1804837 53.0118085, -2.1805298 53.0117232)",,20 mph,
26571526,Etruria Vale Road,secondary,False,False,13.401,,B5046,"LINESTRING (-2.1867303 53.0180397, -2.1868346 53.0181426)",,,
59101841,Rectory Road,residential,False,False,43.954,,,"LINESTRING (-2.1867303 53.0180397, -2.1862078 53.0182794)",,,
230503593,Bedford Road,secondary,False,True,105.769,,B5046,"LINESTRING (-2.1867303 53.0180397, -2.1863987 53.0176681, -2.185918 53.0172246)",,,
10044626,Shearer Street,secondary,True,False,37.964,,B5045,"LINESTRING (-2.1876586 53.0166098, -2.1875775 53.0166478, -2.1872939 53.0167499, -2.1871726 53.0167845)",,30 mph,
26571832,Howard Place,primary,False,False,22.94,,A5006,"LINESTRING (-2.1845594 53.0165464, -2.1845498 53.0164721, -2.1845573 53.0163404)",,,
231029066,,primary,True,False,8.33,,,"LINESTRING (-2.1845594 53.0165464, -2.1846027 53.0165498, -2.1846361 53.0165596, -2.1846673 53.016578)",roundabout,,
26571833,,primary,True,False,11.270999999999999,,,"LINESTRING (-2.1845694 53.0166975, -2.1845262 53.0166939, -2.1844788 53.0166769, -2.1844527 53.0166559, -2.1844435 53.0166412)",roundabout,,
117088430,Snow Hill,primary,True,False,45.477,1,A5006,"LINESTRING (-2.1845694 53.0166975, -2.1844567 53.0167713, -2.1842706 53.0169295, -2.1841316 53.0170084)",,,
117088427,Snow Hill,primary,False,False,48.099,2,A5006,"LINESTRING (-2.1841316 53.0170084, -2.183739 53.0173708)",,,
3870451,Snow Hill,primary,True,False,36.882999999999996,,A5006,"LINESTRING (-2.1841316 53.0170084, -2.1841988 53.0169011, -2.1843698 53.01671)",,,
4479303,Aynsley Road,residential,False,False,68.154,,,"LINESTRING (-2.1852847 53.0128285, -2.1862114 53.0125739)",,,
4479303,Aynsley Road,residential,False,True,136.875,,,"LINESTRING (-2.1852847 53.0128285, -2.185163 53.0128457, -2.1848806 53.0128955, -2.1845766 53.0129265, -2.1837443 53.0129964, -2.1832709 53.0130362)",,,
28907301,Haywood Street,residential,False,True,153.506,,,"LINESTRING (-2.1852847 53.0128285, -2.18523 53.0127778, -2.184993 53.0126866, -2.1848224 53.012621, -2.1838546 53.0122487, -2.1834751 53.0121027, -2.1833682 53.0120844)",,,
801347227,Stoke Road,primary,False,True,14.156,,A5006,"LINESTRING (-2.1833682 53.0120844, -2.1833155 53.0122077)",,,
28907301,Haywood Street,residential,False,False,153.50600000000003,,,"LINESTRING (-2.1833682 53.0120844, -2.1834751 53.0121027, -2.1838546 53.0122487, -2.1848224 53.012621, -2.184993 53.0126866, -2.18523 53.0127778, -2.1852847 53.0128285)",,,
801347227,Stoke Road,primary,False,False,40.681,,A5006,"LINESTRING (-2.1833682 53.0120844, -2.1834285 53.0119051, -2.1834887 53.0117258)",,,
4479305,Newlands Street,residential,False,False,72.716,,,"LINESTRING (-2.1864562 53.0120982, -2.1855424 53.0117441)",,,
"[4479305, 4479303]","['Aynsley Road', 'Newlands Street']",residential,False,True,150.74099999999999,,,"LINESTRING (-2.1864562 53.0120982, -2.1865256 53.0121246, -2.1872848 53.0124132, -2.1872997 53.0124294, -2.1872891 53.012443, -2.1868347 53.0126565, -2.1865617 53.012611, -2.1864069 53.0125836, -2.1862114 53.0125739)",,,
28907302,Northcote Street,residential,False,False,53.984,,,"LINESTRING (-2.1864562 53.0120982, -2.1862489 53.0123063, -2.1860413 53.0125146)",,,
4479302,Elgin Street,residential,False,False,13.152,,,"LINESTRING (-2.1860413 53.0125146, -2.1862114 53.0125739)",,,
4479302,Elgin Street,residential,False,True,73.674,,,"LINESTRING (-2.1860413 53.0125146, -2.1855498 53.0123293, -2.1851081 53.0121628)",,,
28907302,Northcote Street,residential,False,True,53.984,,,"LINESTRING (-2.1860413 53.0125146, -2.1862489 53.0123063, -2.1864562 53.0120982)",,,
3870451,Snow Hill,primary,True,False,9.101,,A5006,"LINESTRING (-2.1843698 53.01671, -2.1844435 53.0166412)",,,
117088427,Snow Hill,primary,False,True,48.099,2,A5006,"LINESTRING (-2.183739 53.0173708, -2.1841316 53.0170084)",,,
28960958,Richmond Terrace,residential,True,False,150.785,,,"LINESTRING (-2.183739 53.0173708, -2.1822104 53.0169217, -2.1821775 53.0169036, -2.182161 53.0168741, -2.1822023 53.0166005)",,,
117088427,Snow Hill,primary,False,False,56.766999999999996,2,A5006,"LINESTRING (-2.183739 53.0173708, -2.1833965 53.0177198, -2.1833349 53.0178183)",,,
49991418,Wellesley Street,residential,False,False,26.739,,,"LINESTRING (-2.1822023 53.0166005, -2.1818052 53.016573)",,,
28960957,Wellesley Street,residential,True,False,145.596,,,"LINESTRING (-2.1822023 53.0166005, -2.1842277 53.0167145, -2.1843698 53.01671)",,,
26571526,Etruria Vale Road,secondary,False,True,31.979,,B5046,"LINESTRING (-2.1886081 53.0192441, -2.1883949 53.0191352, -2.1882368 53.0190631)",,,
33506614,Sun Street,unclassified,False,False,85.56899999999999,,,"LINESTRING (-2.1886081 53.0192441, -2.1883364 53.0193416, -2.1875053 53.0196341)",,,
33506614,Sun Street,unclassified,False,True,13.422,,,"LINESTRING (-2.1865628 53.0199683, -2.1867323 53.0199037)",,,
33506614,Sun Street,unclassified,False,False,38.013999999999996,,,"LINESTRING (-2.1865628 53.0199683, -2.1864065 53.0200319, -2.1861066 53.0201719)",,,
49906133,Compton Street,residential,False,False,55.37,,,"LINESTRING (-2.1865628 53.0199683, -2.1868191 53.0202056, -2.1870137 53.0203859)",,,
151538590,College Road,unclassified,False,False,52.387,,,"LINESTRING (-2.1805298 53.0117232, -2.1804837 53.0118085, -2.1804138 53.0119376, -2.1804018 53.0119624, -2.1803898 53.0119969, -2.1803746 53.0120438, -2.1803575 53.0120834, -2.180311 53.0121751)",,20 mph,
39018146,Cannon Place,unclassified,False,False,46.989999999999995,,,"LINESTRING (-2.180695 53.0204563, -2.1808146 53.0203753, -2.1810141 53.0202034, -2.1811728 53.0201606)",,,
39018147,Victoria Square,unclassified,False,False,36.97,,,"LINESTRING (-2.180695 53.0204563, -2.1808056 53.0205049, -2.1810963 53.0205814, -2.1811945 53.020577)",,,
39018146,Cannon Place,unclassified,False,True,46.99,,,"LINESTRING (-2.1811728 53.0201606, -2.1810141 53.0202034, -2.1808146 53.0203753, -2.180695 53.0204563)",,,
229252153,Broad Street,primary,False,False,30.407,,A5006,"LINESTRING (-2.1811728 53.0201606, -2.1811557 53.0202562, -2.1811819 53.0204328)",,30 mph,
229252153,Broad Street,primary,False,True,35.537,,A5006,"LINESTRING (-2.1811728 53.0201606, -2.1811942 53.0200411, -2.1813449 53.0198635)",,30 mph,
229252153,Broad Street,primary,False,True,16.056,,A5006,"LINESTRING (-2.1811945 53.020577, -2.1811819 53.0204328)",,30 mph,
39018147,Victoria Square,unclassified,False,True,36.97,,,"LINESTRING (-2.1811945 53.020577, -2.1810963 53.0205814, -2.1808056 53.0205049, -2.180695 53.0204563)",,,
39018148,Norfolk Street,unclassified,False,False,11.626,,,"LINESTRING (-2.1817322 53.0158209, -2.1819049 53.0158326)",,,
26571832,Howard Place,primary,False,True,38.546,,A5006,"LINESTRING (-2.1845867 53.0159942, -2.1845573 53.0163404)",,,
"[26571832, 26996180, 151538600]","['Howard Place', 'Stoke Road', 'Chatterley Bridge']",primary,False,False,81.499,2,A5006,"LINESTRING (-2.1845867 53.0159942, -2.1845174 53.0155929, -2.1844845 53.015479, -2.1844352 53.0152672)",,,yes
39018148,Norfolk Street,unclassified,False,True,180.358,,,"LINESTRING (-2.1845867 53.0159942, -2.1844973 53.0159965, -2.1839317 53.0159608, -2.1831268 53.0159099, -2.1830396 53.0159043, -2.1829851 53.0159009, -2.182127 53.0158466, -2.1819049 53.0158326)",,,
63610376,Pyenest Street,unclassified,False,False,194.55200000000002,,,"LINESTRING (-2.1845867 53.0159942, -2.1846659 53.0159965, -2.1851866 53.0160649, -2.1861149 53.0161876, -2.1866682 53.0162606, -2.1867102 53.0162748, -2.1871092 53.0166433)",,,
26571830,Shelton New Road,secondary,True,False,1.509,,B5045,"LINESTRING (-2.1871092 53.0166433, -2.1871253 53.0166528)",,30 mph,
63610376,Pyenest Street,unclassified,False,True,194.552,,,"LINESTRING (-2.1871092 53.0166433, -2.1867102 53.0162748, -2.1866682 53.0162606, -2.1861149 53.0161876, -2.1851866 53.0160649, -2.1846659 53.0159965, -2.1845867 53.0159942)",,,
49590001,Harding Road,residential,False,False,49.632999999999996,,,"LINESTRING (-2.1766951 53.0183476, -2.1766351 53.0183303, -2.1765527 53.0183065, -2.1764273 53.0182171, -2.176176 53.018038)",,,
49590009,Regent Road,tertiary,False,False,72.323,2,,"LINESTRING (-2.1766951 53.0183476, -2.176607 53.0184755, -2.1765877 53.0185036, -2.1765581 53.0185465, -2.1764678 53.0186775, -2.1762599 53.0189428)",,30 mph,
49590009,Regent Road,tertiary,False,True,50.86600000000001,2,,"LINESTRING (-2.1766951 53.0183476, -2.17684 53.0181605, -2.1769075 53.0180734, -2.1769699 53.0180121, -2.1770517 53.0179452)",,30 mph,
49590001,Harding Road,residential,False,False,51.833,,,"LINESTRING (-2.1760654 53.0179534, -2.1755478 53.0176065)",,,
49590001,Harding Road,residential,False,True,11.968,,,"LINESTRING (-2.1760654 53.0179534, -2.176176 53.018038)",,,
49590011,Shirley Road,residential,False,True,67.936,,,"LINESTRING (-2.1760654 53.0179534, -2.1761673 53.0179234, -2.1763443 53.0179039, -2.1764556 53.0179031, -2.1768865 53.0179084, -2.1769795 53.0179174, -2.1770517 53.0179452)",,,
145641871,Cleveland Road,tertiary,False,True,15.037,,,"LINESTRING (-2.1770517 53.0179452, -2.1771993 53.0178432)",,,
49590009,Regent Road,tertiary,False,False,50.866,2,,"LINESTRING (-2.1770517 53.0179452, -2.1769699 53.0180121, -2.1769075 53.0180734, -2.17684 53.0181605, -2.1766951 53.0183476)",,30 mph,
49590011,Shirley Road,residential,False,False,67.936,,,"LINESTRING (-2.1770517 53.0179452, -2.1769795 53.0179174, -2.1768865 53.0179084, -2.1764556 53.0179031, -2.1763443 53.0179039, -2.1761673 53.0179234, -2.1760654 53.0179534)",,,
69774973,Regent Road,tertiary,False,True,21.81,,,"LINESTRING (-2.1749274 53.0201474, -2.1751373 53.0199973)",,,
801347225,Regent Road,tertiary,False,False,59.730999999999995,2,,"LINESTRING (-2.1749274 53.0201474, -2.1745349 53.0203707, -2.1744298 53.0204269, -2.174272 53.0205122)",,30 mph,
801347225,Regent Road,tertiary,False,True,59.730999999999995,2,,"LINESTRING (-2.174272 53.0205122, -2.1744298 53.0204269, -2.1745349 53.0203707, -2.1749274 53.0201474)",,30 mph,
303875782,The Parkway,unclassified,False,True,28.564999999999998,,,"LINESTRING (-2.1769999 53.0175782, -2.1770002 53.0177362, -2.1769901 53.0178349)",,,
303875791,The Parkway,unclassified,False,False,192.94,,,"LINESTRING (-2.1769999 53.0175782, -2.176937 53.0175145, -2.1768324 53.0174005, -2.1766414 53.0172808, -2.1762881 53.017109, -2.1758928 53.0170004, -2.1757357 53.0169732, -2.1756774 53.0169635, -2.1754164 53.0169203, -2.1752177 53.0168962, -2.1745419 53.016838)",,,
"[49590013, 303875791]",The Parkway,unclassified,False,True,29.996000000000002,,,"LINESTRING (-2.1769999 53.0175782, -2.1771107 53.0176833, -2.1771601 53.0177221, -2.1772255 53.0177515, -2.1772901 53.0177785)",,,
25115350,Raymond Street,residential,False,True,195.888,,,"LINESTRING (-2.1788059 53.0178934, -2.1788455 53.0179482, -2.1790578 53.0184347, -2.1791402 53.0186237, -2.1796117 53.0189704, -2.1801966 53.0194004)",,,
49590012,Shirley Road,residential,False,False,109.00200000000001,,,"LINESTRING (-2.1788059 53.0178934, -2.1784626 53.0178946, -2.1773864 53.0178982, -2.1773163 53.0178863, -2.1771993 53.0178432)",,,
49590014,Victoria Avenue,residential,False,True,40.507,,,"LINESTRING (-2.1788059 53.0178934, -2.1787777 53.0178524, -2.1787918 53.0175326)",,,
49590014,Victoria Avenue,residential,False,False,40.507,,,"LINESTRING (-2.1787918 53.0175326, -2.1787777 53.0178524, -2.1788059 53.0178934)",,,
145641871,Cleveland Road,tertiary,False,False,9.415,,,"LINESTRING (-2.1772901 53.0177785, -2.1771993 53.0178432)",,,
4072850,Cleveland Road,tertiary,False,True,114.128,,,"LINESTRING (-2.1772901 53.0177785, -2.17764 53.0176144, -2.1779584 53.0175053, -2.1779986 53.0174938, -2.1780482 53.0174839, -2.1781447 53.0174626, -2.1783405 53.0174329, -2.1787161 53.0174216, -2.1787767 53.0174147, -2.1788254 53.0173971)",,,
"[49590013, 303875791]",The Parkway,unclassified,False,False,29.996000000000002,,,"LINESTRING (-2.1772901 53.0177785, -2.1772255 53.0177515, -2.1771601 53.0177221, -2.1771107 53.0176833, -2.1769999 53.0175782)",,,
49590016,Tin Court,residential,False,False,34.648,,,"LINESTRING (-2.177293 53.0201228, -2.1768832 53.0203134)",,,
25115375,Cardiff Grove,residential,False,False,33.564,,,"LINESTRING (-2.1768832 53.0203134, -2.1766003 53.0200641)",,,
