osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,bridge,width
298862438,,,residential,,False,False,97.119,Green Road,"LINESTRING (-3.0932383 58.4461946, -3.0929532 58.4467048, -3.0929542 58.4467831, -3.0930418 58.4468651, -3.0933537 58.4469112)",,
298745774,,,residential,,False,True,40.828,Green Road,"LINESTRING (-3.0940289 58.4470111, -3.0933537 58.4469112)",,
298862440,,B9159,secondary,,False,True,100.663,Harbour Road,"LINESTRING (-3.0865143 58.4396327, -3.0849963 58.4391988)",,
73350687,,B9159,secondary,,False,False,31.996000000000002,Harbour Quay,"LINESTRING (-3.0865143 58.4396327, -3.0865854 58.4396828, -3.0866146 58.4397408, -3.0866789 58.4399027)",,
73350713,,U3805,residential,,False,True,100.131,Bank Row,"LINESTRING (-3.0865143 58.4396327, -3.0868676 58.4396222, -3.0870034 58.4395879, -3.087134 58.439579, -3.0874039 58.4396233, -3.0881561 58.4397678)",,
73350679,,,residential,,False,False,101.375,Telford Street,"LINESTRING (-3.0901205 58.4404016, -3.0884108 58.4405761)",,
73350711,,,residential,,False,False,46.754,Miller Street,"LINESTRING (-3.0901205 58.4404016, -3.0899791 58.4399877)",,
73350711,,,residential,,False,True,50.433,Miller Street,"LINESTRING (-3.0901205 58.4404016, -3.0902695 58.4408484)",,
73350679,,,residential,,False,False,85.191,Telford Street,"LINESTRING (-3.0884108 58.4405761, -3.0869712 58.4407149)",,
73350679,,,residential,,False,True,101.375,Telford Street,"LINESTRING (-3.0884108 58.4405761, -3.0901205 58.4404016)",,
73350708,,,residential,,False,False,47.153,Williamson Street,"LINESTRING (-3.0884108 58.4405761, -3.0882646 58.440159)",,
73350708,,,residential,,False,True,47.607,Williamson Street,"LINESTRING (-3.0884108 58.4405761, -3.0885724 58.4409958)",,
73350679,,,residential,,False,True,85.191,Telford Street,"LINESTRING (-3.0869712 58.4407149, -3.0884108 58.4405761)",,
73350687,,B9159,secondary,,False,False,47.097,Harbour Quay,"LINESTRING (-3.0869712 58.4407149, -3.0871283 58.4411304)",,
73350687,,B9159,secondary,,False,True,45.436,Harbour Quay,"LINESTRING (-3.0869712 58.4407149, -3.0868261 58.4403134)",,
73350687,,B9159,secondary,,False,False,46.464,Harbour Quay,"LINESTRING (-3.0866789 58.4399027, -3.0868261 58.4403134)",,
73350683,,,residential,,False,False,87.271,Rose Street,"LINESTRING (-3.0866789 58.4399027, -3.0880676 58.4397763, -3.0881561 58.4397678)",,
73350687,,B9159,secondary,,False,True,31.996000000000002,Harbour Quay,"LINESTRING (-3.0866789 58.4399027, -3.0866146 58.4397408, -3.0865854 58.4396828, -3.0865143 58.4396327)",,
73350683,,,residential,,False,True,87.271,Rose Street,"LINESTRING (-3.0881561 58.4397678, -3.0880676 58.4397763, -3.0866789 58.4399027)",,
73350708,,,residential,,False,True,44.174,Williamson Street,"LINESTRING (-3.0881561 58.4397678, -3.0881487 58.4398546, -3.0882646 58.440159)",,
73350713,,U3805,residential,,False,False,100.131,Bank Row,"LINESTRING (-3.0881561 58.4397678, -3.0874039 58.4396233, -3.087134 58.439579, -3.0870034 58.4395879, -3.0868676 58.4396222, -3.0865143 58.4396327)",,
73350713,,U3805,residential,,False,True,109.35700000000001,Bank Row,"LINESTRING (-3.0881561 58.4397678, -3.0889548 58.4398969, -3.0895418 58.4399687, -3.0897229 58.4399859, -3.0899791 58.4399877)",,
73350686,,,residential,,False,False,85.46,Saltoun Street,"LINESTRING (-3.0868261 58.4403134, -3.0882646 58.440159)",,
73350687,,B9159,secondary,,False,False,45.436,Harbour Quay,"LINESTRING (-3.0868261 58.4403134, -3.0869712 58.4407149)",,
73350687,,B9159,secondary,,False,True,46.464,Harbour Quay,"LINESTRING (-3.0868261 58.4403134, -3.0866789 58.4399027)",,
73350686,,,residential,,False,False,19.752,Saltoun Street,"LINESTRING (-3.0882646 58.440159, -3.0885984 58.4401269)",,
73350686,,,residential,,False,True,85.46,Saltoun Street,"LINESTRING (-3.0882646 58.440159, -3.0868261 58.4403134)",,
73350708,,,residential,,False,True,47.153,Williamson Street,"LINESTRING (-3.0882646 58.440159, -3.0884108 58.4405761)",,
73350708,,,residential,,False,False,44.174,Williamson Street,"LINESTRING (-3.0882646 58.440159, -3.0881487 58.4398546, -3.0881561 58.4397678)",,
73350686,,,residential,,False,True,19.752,Saltoun Street,"LINESTRING (-3.0885984 58.4401269, -3.0882646 58.440159)",,
73350687,,B9159,secondary,,False,True,47.097,Harbour Quay,"LINESTRING (-3.0871283 58.4411304, -3.0869712 58.4407149)",,
297438194,,,residential,,False,True,85.364,Burn Street,"LINESTRING (-3.0871283 58.4411304, -3.0885724 58.4409958)",,
"[73350704, 73350687]",,B9159,secondary,,False,"[False, True]",130.371,"['Harbour Quay', 'Martha Terrace']","LINESTRING (-3.0871283 58.4411304, -3.0872778 58.4415384, -3.0887054 58.4414166)",,
73350700,,B9159,secondary,20 mph,False,False,205.57599999999996,River Street,"LINESTRING (-3.0909939 58.4409861, -3.091549 58.4408337, -3.0918715 58.4407656, -3.0923033 58.4407251, -3.092632 58.4407407, -3.0928965 58.4407605, -3.0931128 58.4407924, -3.0933364 58.4408428, -3.0937306 58.441021, -3.0941231 58.4412096)",,
73350706,,,residential,,False,False,53.618,Burn Street,"LINESTRING (-3.0909939 58.4409861, -3.090873 58.4408542, -3.0908276 58.4408229, -3.0907616 58.4408114, -3.0902695 58.4408484)",,
"[301356056, 145703562]",,B9159,secondary,,False,False,143.04399999999998,Martha Terrace,"LINESTRING (-3.0909939 58.4409861, -3.0907527 58.4410574, -3.0905263 58.4411275, -3.0902001 58.4412219, -3.09008 58.4412526, -3.0899053 58.4412818, -3.0889465 58.4413796, -3.0887054 58.4414166)",,
73350711,,,residential,,False,False,50.433,Miller Street,"LINESTRING (-3.0902695 58.4408484, -3.0901205 58.4404016)",,
297438194,,,residential,,False,False,100.117,Burn Street,"LINESTRING (-3.0902695 58.4408484, -3.0885724 58.4409958)",,
73350706,,,residential,,False,True,53.617999999999995,Burn Street,"LINESTRING (-3.0902695 58.4408484, -3.0907616 58.4408114, -3.0908276 58.4408229, -3.090873 58.4408542, -3.0909939 58.4409861)",,
73350708,,,residential,,False,False,47.607,Williamson Street,"LINESTRING (-3.0885724 58.4409958, -3.0884108 58.4405761)",,
297438194,,,residential,,False,False,85.364,Burn Street,"LINESTRING (-3.0885724 58.4409958, -3.0871283 58.4411304)",,
297438194,,,residential,,False,True,100.117,Burn Street,"LINESTRING (-3.0885724 58.4409958, -3.0902695 58.4408484)",,
73350708,,,residential,,False,True,47.458,Williamson Street,"LINESTRING (-3.0885724 58.4409958, -3.088692 58.441337, -3.0887054 58.4414166)",,
34857752,,,residential,,False,False,78.951,Henrietta Street,"LINESTRING (-3.0860102 58.4451182, -3.0846845 58.4449671)",,
34857752,,,residential,,False,True,146.508,Henrietta Street,"LINESTRING (-3.0860102 58.4451182, -3.0871446 58.4452929, -3.0879565 58.4454179, -3.0884241 58.4454927)",,
73352730,,,residential,,False,False,50.766,Baron's Well,"LINESTRING (-3.0860102 58.4451182, -3.0861715 58.4447936, -3.0861866 58.4446727)",,
73351570,2,,residential,,False,False,345.8980000000001,Whitehouse Park,"LINESTRING (-3.0856522 58.4436275, -3.0833275 58.4437034, -3.083224 58.4436555, -3.0831939 58.443411, -3.0832835 58.4433748, -3.0851162 58.4432623, -3.0853814 58.4432943, -3.0855532 58.4433349, -3.0856318 58.4433814, -3.0856522 58.4436275)",,
73351570,2,,residential,,False,True,345.898,Whitehouse Park,"LINESTRING (-3.0856522 58.4436275, -3.0856318 58.4433814, -3.0855532 58.4433349, -3.0853814 58.4432943, -3.0851162 58.4432623, -3.0832835 58.4433748, -3.0831939 58.443411, -3.083224 58.4436555, -3.0833275 58.4437034, -3.0856522 58.4436275)",,
73351570,2,,residential,,False,True,231.013,Whitehouse Park,"LINESTRING (-3.0856522 58.4436275, -3.085853 58.4436337, -3.0860538 58.4436316, -3.086171 58.4435875, -3.0862613 58.4435402, -3.0863685 58.4435076, -3.0873803 58.4434792, -3.0883855 58.4434402, -3.0888483 58.4434496, -3.0892031 58.4434768, -3.0893826 58.4434912, -3.0895297 58.4434888)",,
73352719,,,residential,,False,False,76.571,Girnigoe Street,"LINESTRING (-3.0880227 58.4461485, -3.0884241 58.4454927)",,
"[73352734, 73352719]",,,residential,,False,True,282.292,"['Leith Walk', 'Girnigoe Street']","LINESTRING (-3.0880227 58.4461485, -3.087501 58.4470124, -3.0874199 58.447157, -3.0873448 58.4471959, -3.0872488 58.4472074, -3.0870981 58.4471907, -3.0858106 58.4469998, -3.0857642 58.4469874, -3.0857264 58.4469654, -3.0857133 58.4469418, -3.085711 58.4469178, -3.0859597 58.4464466)",,
73352723,,,residential,,False,False,107.513,Glamis Road,"LINESTRING (-3.0880227 58.4461485, -3.0867289 58.4459647, -3.0862358 58.4459029)",,
73352721,,,residential,,False,False,40.716,Leith Walk,"LINESTRING (-3.0859597 58.4464466, -3.0866347 58.4465431)",,
73352734,,,residential,,False,True,62.555,Leith Walk,"LINESTRING (-3.0859597 58.4464466, -3.0862358 58.4459029)",,
"[73352734, 73352719]",,,residential,,False,False,282.292,"['Leith Walk', 'Girnigoe Street']","LINESTRING (-3.0859597 58.4464466, -3.085711 58.4469178, -3.0857133 58.4469418, -3.0857264 58.4469654, -3.0857642 58.4469874, -3.0858106 58.4469998, -3.0870981 58.4471907, -3.0872488 58.4472074, -3.0873448 58.4471959, -3.0874199 58.447157, -3.087501 58.4470124, -3.0880227 58.4461485)",,
73352721,,,residential,,False,True,40.716,Leith Walk,"LINESTRING (-3.0866347 58.4465431, -3.0859597 58.4464466)",,
73352734,,,residential,,False,False,62.555,Leith Walk,"LINESTRING (-3.0862358 58.4459029, -3.0859597 58.4464466)",,
73352723,,,residential,,False,False,76.14,Glamis Road,"LINESTRING (-3.0862358 58.4459029, -3.085625 58.4458218, -3.0855438 58.445811, -3.0849506 58.4458321)",,
73352723,,,residential,,False,True,107.513,Glamis Road,"LINESTRING (-3.0862358 58.4459029, -3.0867289 58.4459647, -3.0880227 58.4461485)",,
73352723,,,residential,,False,False,28.616,Glamis Road,"LINESTRING (-3.0849506 58.4458321, -3.0844593 58.4458434)",,
73352723,,,residential,,False,True,76.14,Glamis Road,"LINESTRING (-3.0849506 58.4458321, -3.0855438 58.445811, -3.085625 58.4458218, -3.0862358 58.4459029)",,
125240268,,,residential,,False,False,146.491,Owen Place,"LINESTRING (-3.0849506 58.4458321, -3.0849764 58.4460755, -3.0850029 58.4463137, -3.0849394 58.4464716, -3.0848689 58.44662, -3.0847251 58.4469226, -3.0851117 58.4469749)",,
298745774,,,residential,,False,False,40.828,Green Road,"LINESTRING (-3.0933537 58.4469112, -3.0940289 58.4470111)",,
298862438,,,residential,,False,True,97.119,Green Road,"LINESTRING (-3.0933537 58.4469112, -3.0930418 58.4468651, -3.0929542 58.4467831, -3.0929532 58.4467048, -3.0932383 58.4461946)",,
73352730,,,residential,,False,False,21.765,Baron's Well,"LINESTRING (-3.0861866 58.4446727, -3.0861921 58.4445351, -3.0861605 58.4444794)",,
73352730,,,residential,,False,True,50.766,Baron's Well,"LINESTRING (-3.0861866 58.4446727, -3.0861715 58.4447936, -3.0860102 58.4451182)",,
297411310,,,residential,,False,False,94.922,Baron's Well,"LINESTRING (-3.0861866 58.4446727, -3.086372 58.4446806, -3.0867866 58.4447162, -3.0872268 58.444754, -3.0878053 58.4447665)",,
297411310,,,residential,,False,True,94.922,Baron's Well,"LINESTRING (-3.0878053 58.4447665, -3.0872268 58.444754, -3.0867866 58.4447162, -3.086372 58.4446806, -3.0861866 58.4446727)",,
73352730,,,residential,,False,False,14.02,Baron's Well,"LINESTRING (-3.0861605 58.4444794, -3.0862593 58.4443644)",,
73352730,,,residential,,False,True,21.765,Baron's Well,"LINESTRING (-3.0861605 58.4444794, -3.0861921 58.4445351, -3.0861866 58.4446727)",,
297411309,,,residential,,False,False,76.721,Baron's Court,"LINESTRING (-3.0861605 58.4444794, -3.0860599 58.4444445, -3.0854873 58.4444368, -3.0848634 58.4444557)",,
297411309,,,residential,,False,True,76.721,Baron's Court,"LINESTRING (-3.0848634 58.4444557, -3.0854873 58.4444368, -3.0860599 58.4444445, -3.0861605 58.4444794)",,
73356282,,,residential,,False,True,42.823,Dempster Street,"LINESTRING (-3.0898693 58.4382746, -3.0905334 58.4384404)",,
73356284,,,residential,,False,False,112.855,Argyle Square,"LINESTRING (-3.0898693 58.4382746, -3.0897374 58.4383969, -3.0896548 58.438417, -3.0895863 58.4384251, -3.0895345 58.4384223, -3.0894716 58.4384119, -3.0882257 58.4380877)",,
73368148,,,tertiary,,False,False,9.095,Harbour Terrace,"LINESTRING (-3.0849963 58.4391988, -3.0850402 58.4391203)",,
298862440,,B9159,secondary,,False,False,100.663,Harbour Road,"LINESTRING (-3.0849963 58.4391988, -3.0865143 58.4396327)",,
73382587,,,residential,,False,False,107.184,Sinclair Terrace,"LINESTRING (-3.0941915 58.440121, -3.0925382 58.4396963)",,
145703550,2,A99,primary,30 mph,False,True,86.346,Cliff Road,"LINESTRING (-3.0941915 58.440121, -3.0941048 58.4393458)",,
145703550,2,A99,primary,30 mph,False,False,131.294,Cliff Road,"LINESTRING (-3.0941915 58.440121, -3.0941969 58.4401837, -3.0942453 58.4404993, -3.0943262 58.4407279, -3.0944227 58.4409876, -3.0944688 58.4411784, -3.0944591 58.4412521, -3.0944261 58.4412861)",,
73382592,,,residential,,False,True,72.028,Malcolm Street,"LINESTRING (-3.0904495 58.4391418, -3.0910025 58.4385623)",,
73382587,,,residential,,False,True,136.305,Sinclair Terrace,"LINESTRING (-3.0904495 58.4391418, -3.0915748 58.4394405, -3.0923665 58.4396507, -3.0925382 58.4396963)",,
73382594,,,residential,,False,False,175.24,Breadalbane Terrace,"LINESTRING (-3.0904495 58.4391418, -3.0903672 58.4391291, -3.0895712 58.4391843, -3.0876641 58.438697)",,
73356282,,,residential,,False,False,30.482,Dempster Street,"LINESTRING (-3.0910025 58.4385623, -3.0905334 58.4384404)",,
