osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes,bridge,tunnel,junction
27793663,False,Školní náměstí,residential,True,21.288,"LINESTRING (15.7986753 49.9510678, 15.7986485 49.9510563, 15.7985965 49.9510399, 15.7985547 49.9510209, 15.7985203 49.951003, 15.7984914 49.9509849, 15.7984624 49.9509645, 15.7984437 49.9509505)",,,,,,
"[27793664, 27793657]",False,Tyršovo náměstí,residential,True,173.11700000000002,"LINESTRING (15.7986753 49.9510678, 15.798668 49.9510115, 15.7986258 49.9506873, 15.7985488 49.950095, 15.7985442 49.9500674, 15.7984697 49.9496226, 15.7984626 49.9496022, 15.7984536 49.9495846, 15.7984411 49.9495663, 15.7984102 49.9495247)",,,,,,
674563562,False,Novoměstská,residential,True,4.738,"LINESTRING (15.8000823 49.9474316, 15.8001357 49.9474064)",,50,,,,
674563563,False,Novoměstská,residential,False,27.762999999999998,"LINESTRING (15.8000823 49.9474316, 15.7999773 49.9474803, 15.799889 49.9475191, 15.7997598 49.9475702)",,50,,,,
955754020,False,V Tejnecku,residential,True,76.66900000000001,"LINESTRING (15.8000823 49.9474316, 15.8001469 49.9475163, 15.8001833 49.9475691, 15.8002415 49.9476684, 15.8002664 49.9477028, 15.8002976 49.9477424, 15.8003855 49.9478272, 15.8004594 49.9478913, 15.8005625 49.9479668, 15.8006007 49.9479935, 15.8006355 49.948014)",,,,,,
217693330,False,Novoměstská,residential,True,9.912,"LINESTRING (15.798778 49.9480462, 15.7986754 49.9481061)",,50,,,,
27785135,True,Sladkovského,residential,False,135.15300000000002,"LINESTRING (15.798778 49.9480462, 15.7988395 49.9480935, 15.7992004 49.9483596, 15.7992662 49.9484192, 15.799312 49.9484686, 15.7993621 49.9485344, 15.7994117 49.9486117, 15.7994533 49.9486959, 15.7996278 49.9491055)",,,,,,
674563565,False,Novoměstská,residential,True,88.35799999999999,"LINESTRING (15.798778 49.9480462, 15.7988428 49.9480078, 15.7991898 49.9478064, 15.7992722 49.9477619, 15.7993595 49.9477222, 15.7994535 49.9476822, 15.7995641 49.9476414, 15.7996956 49.9475927, 15.7997598 49.9475702)",,50,,,,
27785135,True,Sladkovského,residential,False,77.639,"LINESTRING (15.8001184 49.9502926, 15.8002047 49.9506961, 15.8002572 49.9509414, 15.8002664 49.9509843)",,,,,,
27388688,False,Novoměstská,residential,False,86.52000000000001,"LINESTRING (15.7974674 49.9507607, 15.7974778 49.9507414, 15.7974829 49.9507182, 15.7974857 49.9506566, 15.7974884 49.9504852, 15.7974869 49.9504058, 15.7974797 49.9503244, 15.7974664 49.9502306, 15.797432 49.9500195, 15.7974248 49.949986)",,,,,,
27782826,False,Školní náměstí,residential,True,105.19500000000001,"LINESTRING (15.7974674 49.9507607, 15.7974476 49.9507759, 15.7974213 49.9507883, 15.7973815 49.9508025, 15.7973332 49.950816, 15.7972718 49.9508301, 15.7971977 49.9508458, 15.7970391 49.9508822, 15.7967485 49.9509469, 15.796233 49.9510623, 15.7960972 49.9510927)",,30,,,,
27793663,False,Školní náměstí,residential,False,80.007,"LINESTRING (15.7974674 49.9507607, 15.7974824 49.9507653, 15.7974984 49.9507713, 15.7975205 49.9507753, 15.7975489 49.950777, 15.797587 49.9507757, 15.797871 49.9507558, 15.7980198 49.9507466, 15.7980749 49.950744, 15.798101 49.9507442, 15.7981368 49.9507502, 15.7981865 49.9507689, 15.7982532 49.9508079, 15.7984437 49.9509505)",,,,,,
27388688,False,Novoměstská,residential,True,65.327,"LINESTRING (15.7973088 49.9494033, 15.7973262 49.9495125, 15.7974248 49.949986)",,,,,,
217693330,False,Novoměstská,residential,False,19.405,"LINESTRING (15.7973088 49.9494033, 15.7973061 49.9493658, 15.7973125 49.9493177, 15.7973248 49.9492775, 15.7973434 49.9492313)",,50,,,,
327315647,False,Žižkovo náměstí,residential,True,83.061,"LINESTRING (15.7973088 49.9494033, 15.7972694 49.949408, 15.7972438 49.9494179, 15.7972201 49.9494353, 15.7971859 49.9494706, 15.7971583 49.9495129, 15.7971306 49.9495626, 15.7968773 49.9500167, 15.7968478 49.9500695)",,,,,,
217693330,False,Novoměstská,residential,False,159.935,"LINESTRING (15.7973434 49.9492313, 15.7973644 49.9491859, 15.7974069 49.949118, 15.7974879 49.948998, 15.7975597 49.9488986, 15.7976235 49.9488221, 15.7976972 49.9487455, 15.79776 49.9486848, 15.7978404 49.9486167, 15.7979106 49.9485618, 15.7979806 49.9485146, 15.7980477 49.9484763, 15.7986754 49.9481061)",,50,,,,
217693330,False,Novoměstská,residential,True,19.405,"LINESTRING (15.7973434 49.9492313, 15.7973248 49.9492775, 15.7973125 49.9493177, 15.7973061 49.9493658, 15.7973088 49.9494033)",,50,,,,
27388689,False,Soukenická,residential,True,89.14200000000001,"LINESTRING (15.792711 49.950483, 15.7927074 49.9505124, 15.7926936 49.950541, 15.792675 49.9505707, 15.7926405 49.9506079, 15.7925933 49.9506449, 15.7925477 49.9506734, 15.7925003 49.950697, 15.7920076 49.9509173, 15.7918117 49.9510049)",,30,,,,
27782804,False,Soukenická,residential,False,119.51400000000001,"LINESTRING (15.792711 49.950483, 15.7928608 49.9504857, 15.7930158 49.9504828, 15.7931331 49.9504742, 15.7932179 49.950467, 15.7933016 49.9504531, 15.7933789 49.9504335, 15.7934724 49.9504022, 15.7939271 49.950265, 15.7940029 49.9502456, 15.7940547 49.9502361, 15.7941015 49.9502296, 15.7941672 49.9502226, 15.7942 49.950221, 15.794235 49.950222, 15.7942728 49.9502274, 15.794299 49.950234)",,,,,,
28468743,False,nábřeží Karla Čapka,residential,False,27.521,"LINESTRING (15.792711 49.950483, 15.7926975 49.9504508, 15.7926705 49.9504122, 15.792629 49.9503742, 15.7925854 49.9503416, 15.7925635 49.9503271, 15.7925456 49.9503104, 15.7925334 49.950295, 15.7925203 49.9502719)",,,,,,
27782809,False,nábřeží Karla Čapka,residential,False,63.638,"LINESTRING (15.7925203 49.9502719, 15.792483 49.9502757, 15.7923912 49.9502851, 15.7923469 49.9502932, 15.7922977 49.9503054, 15.7922351 49.9503274, 15.7917644 49.9505548)",,,,,,
27782809,False,nábřeží Karla Čapka,residential,True,75.893,"LINESTRING (15.7925203 49.9502719, 15.7925186 49.9502443, 15.7925241 49.9502185, 15.7925334 49.9502037, 15.7925498 49.950186, 15.7925762 49.9501666, 15.792616 49.9501458, 15.7926248 49.9501412, 15.7926809 49.9501148, 15.792746 49.9500809, 15.7928093 49.9500411, 15.7928956 49.9499807, 15.7929702 49.9499197, 15.793009 49.9498879, 15.7931136 49.9497987, 15.7931651 49.9497501)",,,,,,
28468743,False,nábřeží Karla Čapka,residential,True,27.521,"LINESTRING (15.7925203 49.9502719, 15.7925334 49.950295, 15.7925456 49.9503104, 15.7925635 49.9503271, 15.7925854 49.9503416, 15.792629 49.9503742, 15.7926705 49.9504122, 15.7926975 49.9504508, 15.792711 49.950483)",,,,,,
1016675537,False,nábřeží Karla Čapka,residential,False,117.504,"LINESTRING (15.7934606 49.9487227, 15.7934029 49.9492465, 15.7933919 49.9493145, 15.7933795 49.9493676, 15.7933633 49.9494198, 15.7933382 49.9494837, 15.7933 49.9495667, 15.7932744 49.9496151, 15.793255 49.9496481, 15.7932356 49.949675, 15.7932024 49.9497132, 15.7931651 49.9497501)",,,,,,
27388691,False,Jungmannovo nábřeží,residential,False,73.217,"LINESTRING (15.7938665 49.94813, 15.7939146 49.9481042, 15.7939368 49.9480923, 15.7939692 49.9480692, 15.793998 49.948043, 15.7940432 49.947998, 15.7941794 49.947847, 15.7942537 49.9477581, 15.7943385 49.9476435, 15.7943557 49.9476148, 15.7943663 49.9475887, 15.7943708 49.9475663)",,,,,,
27388703,False,Havlíčkova,residential,False,89.55699999999999,"LINESTRING (15.7938665 49.94813, 15.7943733 49.9486457, 15.7944169 49.9486852, 15.7944567 49.9487184, 15.7945275 49.9487612, 15.7945777 49.9487886)",,,,,,
"[955799748, 611508063, 27388702, 27388703]",False,Havlíčkova,residential,True,103.29300000000002,"LINESTRING (15.7938665 49.94813, 15.7938401 49.9481031, 15.7938073 49.9480704, 15.7936683 49.9479444, 15.793615 49.9478942, 15.7935571 49.9478402, 15.7933615 49.9476577, 15.7933414 49.9476397, 15.7933145 49.9476157, 15.7932639 49.947576, 15.7932217 49.947547, 15.7930854 49.9474556, 15.7929923 49.9473938)",,,,yes,,
27388693,False,Úzká,residential,False,125.58,"LINESTRING (15.7955461 49.9469425, 15.7955983 49.9469619, 15.7969829 49.9474773, 15.7970653 49.947508)",,,,,,
27388695,True,Svatopluka Čecha,residential,False,76.804,"LINESTRING (15.7955461 49.9469425, 15.7955165 49.9469693, 15.7950025 49.9474353, 15.7949258 49.9475062)",,,,,,
27388693,False,Úzká,residential,True,125.58,"LINESTRING (15.7970653 49.947508, 15.7969829 49.9474773, 15.7955983 49.9469619, 15.7955461 49.9469425)",,,,,,
27772663,False,Koželužská,residential,False,82.355,"LINESTRING (15.7970653 49.947508, 15.797054 49.9475258, 15.7970383 49.9475435, 15.7970229 49.9475562, 15.7968622 49.9476695, 15.7967783 49.9477279, 15.7964779 49.9479348, 15.7963887 49.9479968, 15.7963548 49.9480263, 15.7963356 49.9480489, 15.7963277 49.9480702)",,,,,,
27782856,False,Husova,residential,False,90.05,"LINESTRING (15.7928698 49.9480339, 15.7928584 49.9480656, 15.7928366 49.948099, 15.7923095 49.9487579)",,,,,,
"[691320418, 27804924, 217693334]",False,Široká,residential,False,73.36099999999999,"LINESTRING (15.7910286 49.9531847, 15.791205 49.9530533, 15.7913743 49.9529244, 15.791431 49.9528825, 15.7915706 49.952771, 15.7916487 49.9527086, 15.7916852 49.9526781)",,30,,yes,,
691320411,True,Široká,residential,False,27.145999999999997,"LINESTRING (15.7910286 49.9531847, 15.7909857 49.9532767, 15.7909737 49.9533085, 15.7909655 49.9533373, 15.7909618 49.9533593, 15.7909577 49.9533816, 15.790946 49.9534224)",,,1,,,
27772661,False,Svatopluka Čecha,residential,False,38.927,"LINESTRING (15.7944275 49.9473657, 15.7949258 49.9475062)",,,,,,
27772661,False,Svatopluka Čecha,residential,True,38.927,"LINESTRING (15.7949258 49.9475062, 15.7944275 49.9473657)",,,,,,
27388695,True,Svatopluka Čecha,residential,False,48.122,"LINESTRING (15.7949258 49.9475062, 15.7948309 49.9475935, 15.7948126 49.9476109, 15.7947819 49.9476275, 15.7947416 49.9476379, 15.7947056 49.9476391, 15.7946682 49.9476365, 15.7946307 49.947631, 15.7943708 49.9475663)",,,,,,
27772663,False,Koželužská,residential,False,17.284999999999997,"LINESTRING (15.7963277 49.9480702, 15.7963289 49.9480875, 15.7963375 49.9481045, 15.7963562 49.9481285, 15.7964127 49.9481857, 15.7964198 49.9481998, 15.796419 49.9482106)",,,,,,
27772663,False,Koželužská,residential,True,82.355,"LINESTRING (15.7963277 49.9480702, 15.7963356 49.9480489, 15.7963548 49.9480263, 15.7963887 49.9479968, 15.7964779 49.9479348, 15.7967783 49.9477279, 15.7968622 49.9476695, 15.7970229 49.9475562, 15.7970383 49.9475435, 15.797054 49.9475258, 15.7970653 49.947508)",,,,,,
27772663,False,Koželužská,residential,True,17.284999999999997,"LINESTRING (15.796419 49.9482106, 15.7964198 49.9481998, 15.7964127 49.9481857, 15.7963562 49.9481285, 15.7963375 49.9481045, 15.7963289 49.9480875, 15.7963277 49.9480702)",,,,,,
27772665,True,Koželužská,residential,False,146.25500000000002,"LINESTRING (15.796419 49.9482106, 15.7964067 49.9482222, 15.7963864 49.9482306, 15.7948704 49.9486734, 15.7948488 49.9486812, 15.7948295 49.9486907, 15.7947161 49.9487569, 15.7946803 49.9487811, 15.7946258 49.948818)",,,,,,
27388703,False,Havlíčkova,residential,True,105.17200000000003,"LINESTRING (15.7950149 49.9497101, 15.7949471 49.9496551, 15.794915 49.9496273, 15.7948833 49.9495936, 15.7948517 49.9495511, 15.7948302 49.9495112, 15.7948167 49.9494722, 15.7948084 49.9494232, 15.7947893 49.9492832, 15.7947747 49.9491684, 15.7947641 49.9491083, 15.7947442 49.9490408, 15.7947282 49.9489928, 15.7946816 49.948885, 15.7946613 49.9488485, 15.7946433 49.9488296, 15.7946258 49.948818)",,,,,,
27772669,False,U Vodárny,residential,False,45.071,"LINESTRING (15.7950149 49.9497101, 15.7950745 49.9496926, 15.7950937 49.949687, 15.7951338 49.949677, 15.7951457 49.949674, 15.7951927 49.9496639, 15.7955192 49.9496088, 15.7955704 49.9496002, 15.7956146 49.9495889)",,,,,,
"[27793630, 27782806, 975815237, 27782805]",False,"['Havlíčkova', 'Široké schody']",residential,False,53.557,"LINESTRING (15.7950149 49.9497101, 15.7952174 49.9498735, 15.7952696 49.9499031, 15.7953023 49.9499209, 15.7953552 49.9499434, 15.7953695 49.9499495, 15.7955725 49.9500201)",,,,yes,,
27772669,False,U Vodárny,residential,True,45.071,"LINESTRING (15.7956146 49.9495889, 15.7955704 49.9496002, 15.7955192 49.9496088, 15.7951927 49.9496639, 15.7951457 49.949674, 15.7951338 49.949677, 15.7950937 49.949687, 15.7950745 49.9496926, 15.7950149 49.9497101)",,,,,,
27782804,False,Soukenická,residential,True,119.514,"LINESTRING (15.794299 49.950234, 15.7942728 49.9502274, 15.794235 49.950222, 15.7942 49.950221, 15.7941672 49.9502226, 15.7941015 49.9502296, 15.7940547 49.9502361, 15.7940029 49.9502456, 15.7939271 49.950265, 15.7934724 49.9504022, 15.7933789 49.9504335, 15.7933016 49.9504531, 15.7932179 49.950467, 15.7931331 49.9504742, 15.7930158 49.9504828, 15.7928608 49.9504857, 15.792711 49.950483)",,,,,,
27782814,False,nábřeží Karla Čapka,residential,False,22.06,"LINESTRING (15.793416 49.9498654, 15.7933012 49.9498122, 15.7932222 49.9497761, 15.7931651 49.9497501)",,,,,,
27782809,False,nábřeží Karla Čapka,residential,False,75.893,"LINESTRING (15.7931651 49.9497501, 15.7931136 49.9497987, 15.793009 49.9498879, 15.7929702 49.9499197, 15.7928956 49.9499807, 15.7928093 49.9500411, 15.792746 49.9500809, 15.7926809 49.9501148, 15.7926248 49.9501412, 15.792616 49.9501458, 15.7925762 49.9501666, 15.7925498 49.950186, 15.7925334 49.9502037, 15.7925241 49.9502185, 15.7925186 49.9502443, 15.7925203 49.9502719)",,,,,,
27782814,False,nábřeží Karla Čapka,residential,True,22.06,"LINESTRING (15.7931651 49.9497501, 15.7932222 49.9497761, 15.7933012 49.9498122, 15.793416 49.9498654)",,,,,,
1016675537,False,nábřeží Karla Čapka,residential,True,117.504,"LINESTRING (15.7931651 49.9497501, 15.7932024 49.9497132, 15.7932356 49.949675, 15.793255 49.9496481, 15.7932744 49.9496151, 15.7933 49.9495667, 15.7933382 49.9494837, 15.7933633 49.9494198, 15.7933795 49.9493676, 15.7933919 49.9493145, 15.7934029 49.9492465, 15.7934606 49.9487227)",,,,,,
27782815,False,Čs. partyzánů,residential,False,106.103,"LINESTRING (15.7916852 49.9526781, 15.7916081 49.9526381, 15.7915724 49.9526196, 15.7915366 49.9525961, 15.7915178 49.9525818, 15.7915071 49.9525659, 15.7915016 49.9525497, 15.7914956 49.9524595, 15.7914728 49.9521831, 15.7914611 49.9521046, 15.7914213 49.9519399, 15.791411 49.9518835, 15.7914051 49.9518382, 15.7914008 49.9517777)",,30,,,,
"[609425008, 691320418, 27782820]",False,Široká,residential,False,19.75,"LINESTRING (15.7916852 49.9526781, 15.791756 49.9526135, 15.7917886 49.9525808, 15.7918104 49.9525541, 15.7918276 49.9525267)",,30,,yes,,
"[691320418, 27804924, 217693334]",False,Široká,residential,True,73.36099999999999,"LINESTRING (15.7916852 49.9526781, 15.7916487 49.9527086, 15.7915706 49.952771, 15.791431 49.9528825, 15.7913743 49.9529244, 15.791205 49.9530533, 15.7910286 49.9531847)",,30,,yes,,
27782817,False,Radoušova,living_street,False,94.90499999999999,"LINESTRING (15.7901089 49.9518994, 15.7903058 49.9519255, 15.7903775 49.9519299, 15.7904388 49.9519308, 15.7905094 49.9519262, 15.7906245 49.951911, 15.7910358 49.9518429, 15.7913052 49.9517918, 15.7914008 49.9517777)",,,,,,
27782815,False,Čs. partyzánů,residential,False,92.53800000000001,"LINESTRING (15.7914008 49.9517777, 15.7914036 49.951716, 15.7914058 49.951657, 15.7914095 49.951617, 15.7914148 49.9515897, 15.7914234 49.9515689, 15.7914305 49.9515573, 15.7914368 49.9515468, 15.7914648 49.9515094, 15.7915272 49.95143, 15.7915759 49.9513679, 15.7917885 49.9510972, 15.7918053 49.9510682, 15.7918091 49.9510588, 15.791815 49.9510441, 15.7918162 49.9510221, 15.7918117 49.9510049)",,30,,,,
27782815,False,Čs. partyzánů,residential,True,106.10300000000001,"LINESTRING (15.7914008 49.9517777, 15.7914051 49.9518382, 15.791411 49.9518835, 15.7914213 49.9519399, 15.7914611 49.9521046, 15.7914728 49.9521831, 15.7914956 49.9524595, 15.7915016 49.9525497, 15.7915071 49.9525659, 15.7915178 49.9525818, 15.7915366 49.9525961, 15.7915724 49.9526196, 15.7916081 49.9526381, 15.7916852 49.9526781)",,30,,,,
27782817,False,Radoušova,living_street,True,94.905,"LINESTRING (15.7914008 49.9517777, 15.7913052 49.9517918, 15.7910358 49.9518429, 15.7906245 49.951911, 15.7905094 49.9519262, 15.7904388 49.9519308, 15.7903775 49.9519299, 15.7903058 49.9519255, 15.7901089 49.9518994)",,,,,,
27782834,False,Lázeňská,residential,False,96.346,"LINESTRING (15.7918276 49.9525267, 15.7918657 49.9525348, 15.7919018 49.9525454, 15.7919425 49.9525608, 15.7919731 49.9525767, 15.7922018 49.9527029, 15.792264 49.9527327, 15.7923215 49.9527577, 15.792372 49.9527774, 15.792652 49.9528741, 15.7927849 49.9529142, 15.792936 49.9529491, 15.7929822 49.9529572)",,,,,,
"[609425008, 217693335]",False,Široká,residential,False,96.84100000000002,"LINESTRING (15.7918276 49.9525267, 15.7918415 49.9524948, 15.7918538 49.9524543, 15.7918781 49.9523466, 15.7918993 49.9522438, 15.7919292 49.9521323, 15.7919431 49.9520938, 15.7919592 49.9520697, 15.7919764 49.9520483, 15.7919977 49.9520323, 15.7920117 49.952024, 15.7920257 49.9520172, 15.7920511 49.9520083, 15.7920896 49.9519995, 15.7921309 49.9519946, 15.792173 49.9519932, 15.7923134 49.9519916, 15.7923847 49.9519908, 15.7925417 49.9519866)",,30,,,,
"[609425008, 691320418, 27782820]",False,Široká,residential,True,19.75,"LINESTRING (15.7918276 49.9525267, 15.7918104 49.9525541, 15.7917886 49.9525808, 15.791756 49.9526135, 15.7916852 49.9526781)",,30,,yes,,
27782829,True,Filištínská,living_street,False,56.749,"LINESTRING (15.7956468 49.9520151, 15.7950009 49.95216, 15.7949283 49.9521722, 15.7948947 49.952176)",,,,,,
"[27782832, 676086105]",True,Rybičkova,living_street,False,70.741,"LINESTRING (15.7956468 49.9520151, 15.7953104 49.9515028, 15.795263 49.9514288)",,,,,,
27793626,False,Všehrdovo náměstí,living_street,True,23.490000000000002,"LINESTRING (15.7956468 49.9520151, 15.7959219 49.9519531, 15.7959499 49.9519377)",,,,,,
"[27782822, 217693335]",False,"['Resselovo náměstí', 'Široká']",residential,False,103.14,"LINESTRING (15.7925417 49.9519866, 15.7926309 49.9519827, 15.7927071 49.9519782, 15.7928025 49.951971, 15.7929047 49.9519598, 15.7929948 49.951948, 15.7930973 49.9519317, 15.7932039 49.9519129, 15.7933076 49.9518916, 15.7934021 49.9518683, 15.7935656 49.9518243, 15.793762 49.9517651, 15.7938715 49.9517288, 15.7939078 49.9517172)",,30,,,,
