osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,access
59449980,44613,,tertiary,False,True,291.721,"LINESTRING (17.2201318 49.6856776, 17.2208658 49.6859433, 17.2212668 49.6861048, 17.2227452 49.6866948, 17.2235288 49.6870057, 17.2236022 49.6870339)",,50,
28727837,,,residential,False,True,241.687,"LINESTRING (17.2188189 49.6875884, 17.2189134 49.6867644, 17.2189569 49.6866847, 17.2190314 49.6865988, 17.2201318 49.6856776)",,,
28727884,,Sokolská,residential,False,False,62.18,"LINESTRING (17.2184483 49.6835325, 17.2191226 49.6831827)",,,
28727884,,Sokolská,residential,False,True,90.912,"LINESTRING (17.2184483 49.6835325, 17.2190885 49.6842374)",,,
28727884,,Sokolská,residential,False,True,62.18,"LINESTRING (17.2191226 49.6831827, 17.2184483 49.6835325)",,,
158938045,,Pravoslavná,residential,False,False,117.602,"LINESTRING (17.2191226 49.6831827, 17.2199636 49.6840896)",,,
28732677,,,residential,False,False,493.332,"LINESTRING (17.2191226 49.6831827, 17.2197792 49.6828023, 17.2207026 49.6821789, 17.2212844 49.6817746, 17.2215214 49.6816113, 17.2216137 49.6815577, 17.2216783 49.6815271, 17.2217618 49.68152, 17.2218548 49.6815302, 17.2219446 49.6815608, 17.2220423 49.681622, 17.222233 49.6817352, 17.2223008 49.6817535, 17.2223812 49.6817545, 17.2224616 49.6817392, 17.2225404 49.6816964, 17.2232464 49.681107, 17.2233394 49.6810183, 17.223404 49.6809224, 17.2236853 49.6804783)",,,
26956720,44618,Horní,tertiary,False,False,65.067,"LINESTRING (17.2199636 49.6840896, 17.2190885 49.6842374)",,,
26956720,44618,Horní,tertiary,False,True,24.588,"LINESTRING (17.2199636 49.6840896, 17.2202941 49.6840333)",,,
158938045,,Pravoslavná,residential,False,True,117.602,"LINESTRING (17.2199636 49.6840896, 17.2191226 49.6831827)",,,
26956719,44618,Horní,tertiary,False,True,679.6610000000001,"LINESTRING (17.2099985 49.6883329, 17.2107299 49.6879604, 17.2118914 49.6873797, 17.2132688 49.6866743, 17.2143683 49.6861462, 17.2157182 49.6855666, 17.2160643 49.6854221, 17.2173364 49.6848905, 17.2176532 49.684759)",,,
28732677,,,residential,False,True,493.332,"LINESTRING (17.2236853 49.6804783, 17.223404 49.6809224, 17.2233394 49.6810183, 17.2232464 49.681107, 17.2225404 49.6816964, 17.2224616 49.6817392, 17.2223812 49.6817545, 17.2223008 49.6817535, 17.222233 49.6817352, 17.2220423 49.681622, 17.2219446 49.6815608, 17.2218548 49.6815302, 17.2217618 49.68152, 17.2216783 49.6815271, 17.2216137 49.6815577, 17.2215214 49.6816113, 17.2212844 49.6817746, 17.2207026 49.6821789, 17.2197792 49.6828023, 17.2191226 49.6831827)",,,
96786044,,,living_street,False,False,2.565,"LINESTRING (17.2236633 49.6861089, 17.2236605 49.6861319)",,,
"[97976664, 96786041]",,,living_street,False,"[False, True]",315.981,"LINESTRING (17.2236633 49.6861089, 17.222341 49.6855833, 17.2223165 49.6855299, 17.2223288 49.6854686, 17.2223919 49.6854346, 17.2232181 49.6853495, 17.2237216 49.685312, 17.2236633 49.6861089)",,,
"[97976664, 96786041]",,,living_street,False,"[False, True]",315.981,"LINESTRING (17.2236633 49.6861089, 17.2237216 49.685312, 17.2232181 49.6853495, 17.2223919 49.6854346, 17.2223288 49.6854686, 17.2223165 49.6855299, 17.222341 49.6855833, 17.2236633 49.6861089)",,,
