osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes,access,junction
"[1079300312, 1079300313]",False,Vratislavské náměstí,residential,,"[False, True]",46.747,,"LINESTRING (15.5595133 50.0422338, 15.5595076 50.0422634, 15.5594759 50.0422945, 15.5594498 50.0423087, 15.5594114 50.042318, 15.5593688 50.0423194, 15.5593274 50.0423076, 15.5593058 50.0422968, 15.5592854 50.042199, 15.5593671 50.0420775)",,,
856240211,False,Pernštýnské náměstí,residential,,True,16.292,,"LINESTRING (15.5649864 50.0384125, 15.5647928 50.03849)",,,
28054049,False,Arnoštova,residential,,True,86.318,,"LINESTRING (15.5649864 50.0384125, 15.5649152 50.0383485, 15.5648936 50.0382979, 15.5652961 50.0379617, 15.5655454 50.0378093)",,,
301936769,False,Hálkova,residential,,False,86.939,,"LINESTRING (15.5649864 50.0384125, 15.5655699 50.0382155, 15.5659927 50.0379815)",,,
28054048,True,Pernštýnské náměstí,residential,,False,13.444,,"LINESTRING (15.5647928 50.03849, 15.5648286 50.0386087)",,,
856240211,False,Pernštýnské náměstí,residential,,False,16.292,,"LINESTRING (15.5647928 50.03849, 15.5649864 50.0384125)",,,
856240216,False,Masarykovo náměstí,residential,,False,68.353,,"LINESTRING (15.5602325 50.0391797, 15.5611895 50.0391704)",,,
750530133,False,Sladkovského,secondary,50,False,24.147,333,"LINESTRING (15.5664797 50.0385226, 15.5665161 50.0387385)",,,
"[9580868, 28054015]",False,Sladkovského,secondary,50,True,99.007,333,"LINESTRING (15.5664797 50.0385226, 15.5664399 50.0383297, 15.5661979 50.0378176, 15.5661402 50.0376613)",,,
28477206,False,Zborovská,residential,,True,27.748,,"LINESTRING (15.5598204 50.0396949, 15.5594338 50.0397198)",,,
28477206,False,Zborovská,residential,,False,26.493000000000002,,"LINESTRING (15.5598204 50.0396949, 15.5598919 50.0396776, 15.5600725 50.0395866, 15.5600949 50.0395474)",,,
861159463,False,Masarykovo náměstí,residential,,True,60.036,,"LINESTRING (15.5598204 50.0396949, 15.5598215 50.0397307, 15.5598251 50.0397941, 15.5598602 50.0398851, 15.5599079 50.0399574, 15.5599519 50.0399916, 15.5600214 50.0400273, 15.5601449 50.0400589, 15.560266 50.0400832)",,,
861159463,False,Masarykovo náměstí,residential,,False,60.036,,"LINESTRING (15.560266 50.0400832, 15.5601449 50.0400589, 15.5600214 50.0400273, 15.5599519 50.0399916, 15.5599079 50.0399574, 15.5598602 50.0398851, 15.5598251 50.0397941, 15.5598215 50.0397307, 15.5598204 50.0396949)",,,
28477207,False,Vratislavské náměstí,residential,,True,17.963,,"LINESTRING (15.5597054 50.0423365, 15.5596465 50.0422937, 15.5595133 50.0422338)",,,
28092929,True,Sokolovské náměstí,primary,,False,17.306,2,"LINESTRING (15.5567195 50.0386758, 15.5567726 50.0387037, 15.5568092 50.0387411, 15.5568246 50.0387783, 15.5568236 50.0388072)",,,roundabout
1014182428,True,Pardubická,primary,50,False,31.23,2,"LINESTRING (15.5567195 50.0386758, 15.5567992 50.0386867, 15.5569184 50.0386844, 15.5569937 50.0386807, 15.5570725 50.0386727, 15.5571533 50.0386673)",,,
28092929,True,Sokolovské náměstí,primary,,False,5.333,2,"LINESTRING (15.5568236 50.0388072, 15.5568233 50.0388167, 15.5568054 50.0388534)",,,roundabout
234031302,False,,residential,,False,85.445,,"LINESTRING (15.560602 50.0411763, 15.5602765 50.0410938, 15.5597294 50.0410455, 15.5594351 50.0410456)",,,
