osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,maxspeed,bridge,junction
855350819,residential,False,True,5.85,,,"LINESTRING (13.2146081 49.348458, 13.2146884 49.3484636)",,,,
29309637,tertiary,False,True,34.78,1924,Náměstí,"LINESTRING (13.2167243 49.3451066, 13.2166627 49.3451428, 13.2164742 49.3452373, 13.216439 49.345255, 13.2163401 49.345293)",,,,
855368981,tertiary,True,False,23.245,,,"LINESTRING (13.2167243 49.3451066, 13.2167216 49.3451016, 13.2167193 49.3450725, 13.2167297 49.3450442, 13.2167519 49.3450189, 13.2167842 49.3449988, 13.2168238 49.3449854, 13.2168677 49.3449798, 13.2169121 49.3449825)",,,,roundabout
258949490,tertiary,False,True,39.281,18510,Náměstí,"LINESTRING (13.2168182 49.345176, 13.2167928 49.3452774, 13.2167848 49.3453172, 13.2167428 49.3455258)",,,,
855368981,tertiary,True,False,10.726999999999999,,,"LINESTRING (13.2168182 49.345176, 13.2167975 49.3451706, 13.2167623 49.3451527, 13.2167363 49.345129, 13.2167243 49.3451066)",,,,roundabout
855368958,tertiary,False,False,13.48,Klenovská,,"LINESTRING (13.2180087 49.3450485, 13.2179654 49.3451664)",,,,
173278755,tertiary,False,False,66.762,Klenovská,,"LINESTRING (13.2180087 49.3450485, 13.2180939 49.3448109, 13.2182181 49.3444638)",,,,
855368958,tertiary,False,True,13.48,Klenovská,,"LINESTRING (13.2179654 49.3451664, 13.2180087 49.3450485)",,,,
42841574,residential,False,False,106.16300000000001,,V Bráně,"LINESTRING (13.2179654 49.3451664, 13.2180588 49.3451809, 13.219296 49.3453728, 13.2193867 49.3453964)",,,,
855368960,tertiary,True,False,12.077,,V Bráně,"LINESTRING (13.2179654 49.3451664, 13.2179267 49.3452293, 13.2178851 49.3452437, 13.2178712 49.3452483)",,,,
42841580,residential,False,True,67.695,,Příkopy,"LINESTRING (13.2178712 49.3452483, 13.2178912 49.3452795, 13.217918 49.3453272, 13.2179247 49.3453507, 13.2179212 49.3453734, 13.2178536 49.3456054, 13.2177741 49.3458411)",,,,
855368960,tertiary,True,False,66.599,,V Bráně,"LINESTRING (13.2178712 49.3452483, 13.2178529 49.3452542, 13.2177785 49.3452581, 13.2176712 49.3452498, 13.2174426 49.3452214, 13.2172273 49.3451939, 13.2170986 49.3451782, 13.216967 49.345165)",,,,
42841580,residential,False,False,85.85400000000001,,Příkopy,"LINESTRING (13.2166168 49.3457848, 13.2167389 49.3458361, 13.2167748 49.3458402, 13.2168648 49.3458506, 13.217636 49.3458586, 13.2177741 49.3458411)",,,,
258949490,tertiary,False,False,30.496000000000002,18510,Náměstí,"LINESTRING (13.2166168 49.3457848, 13.2166742 49.3457127, 13.2167076 49.3456567, 13.2167252 49.3456037, 13.2167428 49.3455258)",,,,
"[258949521, 258949490]",tertiary,False,True,81.965,18510,"['Náměstí', 'Rohozenská']","LINESTRING (13.2166168 49.3457848, 13.2165712 49.3458304, 13.2164389 49.3459716, 13.216351 49.3461325, 13.2163246 49.34625, 13.2163403 49.3464775)",,,,
29309637,tertiary,False,False,34.78,1924,Náměstí,"LINESTRING (13.2163401 49.345293, 13.216439 49.345255, 13.2164742 49.3452373, 13.2166627 49.3451428, 13.2167243 49.3451066)",,,,
"[855383748, 29309637]",tertiary,False,True,15.235,1924,Náměstí,"LINESTRING (13.2163401 49.345293, 13.2162116 49.3453313, 13.2161887 49.3453382, 13.2161493 49.3453506)",,,yes,
258949490,tertiary,False,False,39.281,18510,Náměstí,"LINESTRING (13.2167428 49.3455258, 13.2167848 49.3453172, 13.2167928 49.3452774, 13.2168182 49.345176)",,,,
258949490,tertiary,False,True,30.496000000000002,18510,Náměstí,"LINESTRING (13.2167428 49.3455258, 13.2167252 49.3456037, 13.2167076 49.3456567, 13.2166742 49.3457127, 13.2166168 49.3457848)",,,,
855368976,residential,True,False,39.353,,,"LINESTRING (13.2167428 49.3455258, 13.2166285 49.3454364, 13.2164942 49.3453557, 13.2164166 49.3453206, 13.2163401 49.345293)",,,,
855368981,tertiary,True,False,11.331999999999999,,,"LINESTRING (13.216967 49.345165, 13.2169274 49.3451784, 13.2168835 49.345184, 13.2168391 49.3451814, 13.2168182 49.345176)",,,,roundabout
29309638,tertiary,True,False,78.803,,V Bráně,"LINESTRING (13.2170149 49.3450348, 13.2171421 49.3450812, 13.217181 49.3450899, 13.2172897 49.3451074, 13.2174104 49.3451227, 13.2176907 49.3451524, 13.2177758 49.345159, 13.2178415 49.3451476, 13.2178912 49.3451301, 13.2179339 49.3451018, 13.2180087 49.3450485)",,,,
855368981,tertiary,True,False,16.179000000000002,,,"LINESTRING (13.2170149 49.3450348, 13.2170296 49.3450623, 13.2170319 49.3450913, 13.2170215 49.3451196, 13.2169993 49.3451449, 13.216967 49.345165)",,,,roundabout
42841573,residential,False,False,101.554,,Harantova,"LINESTRING (13.2169121 49.3449825, 13.2169356 49.3449226, 13.2169434 49.3449026, 13.2172695 49.3440994)",,,,
855368981,tertiary,True,False,9.713999999999999,,,"LINESTRING (13.2169121 49.3449825, 13.2169537 49.3449932, 13.2169889 49.3450111, 13.2170149 49.3450348)",,,,roundabout
42841573,residential,False,True,93.78799999999998,,Harantova,"LINESTRING (13.2173603 49.343308, 13.2172024 49.3433948, 13.2172117 49.34345, 13.2172495 49.3436734, 13.2172912 49.3439986, 13.2172883 49.3440463, 13.2172695 49.3440994)",,,,
42841588,residential,False,True,195.31600000000003,,Pod Lány,"LINESTRING (13.221681 49.3445634, 13.2218025 49.3444482, 13.221836 49.3444036, 13.2218595 49.3443486, 13.2212728 49.34428, 13.2212365 49.3442664, 13.2212178 49.3442468, 13.2212187 49.3442255, 13.2217205 49.3432277)",,,,
"[816759129, 816759130]",secondary,False,False,254.26700000000002,191,Nýrská,"LINESTRING (13.221681 49.3445634, 13.2219046 49.3446787, 13.2221559 49.3448374, 13.2222738 49.3449301, 13.2225403 49.3451937, 13.2227837 49.3455419, 13.2229803 49.3459145, 13.2230467 49.3460499, 13.2232888 49.3465434)",2,"['90', '50']",,
816759130,secondary,False,True,129.857,191,Nýrská,"LINESTRING (13.221681 49.3445634, 13.2216265 49.3445353, 13.2215439 49.344498, 13.2213495 49.3444189, 13.2211401 49.3443457, 13.2209206 49.3442812, 13.2206892 49.3442253, 13.2200578 49.3440831)",2,50,,
