osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,width,maxspeed
38188833,V Sádku,residential,False,False,61.65899999999999,"LINESTRING (16.7582261 49.10615, 16.7586057 49.1063201, 16.7589412 49.1064464)",,,,,
81641083,Hybešova,residential,False,True,87.069,"LINESTRING (16.7582261 49.10615, 16.7582137 49.1061666, 16.7578465 49.1066601, 16.7576318 49.1068236)",,,,,
393030936,Hybešova,residential,False,True,132.139,"LINESTRING (16.7582261 49.10615, 16.7580463 49.1059964, 16.7579264 49.1057936, 16.7578468 49.1053038, 16.7578007 49.1050206)",,,,,
38188833,V Sádku,residential,False,True,337.30100000000004,"LINESTRING (16.7632105 49.1075952, 16.7616473 49.1072617, 16.7604136 49.1069561, 16.7599841 49.1068497, 16.7589412 49.1064464)",,,,,
38188836,Na Zahrádkách,residential,False,False,102.477,"LINESTRING (16.7632105 49.1075952, 16.7632274 49.1075645, 16.7636874 49.1067281)",,,,,
399369546,Štefánikova,secondary,False,True,10.125,"LINESTRING (16.7640265 49.1062691, 16.764137 49.1063244)",2,416,,,
38188836,Na Zahrádkách,residential,False,True,57.774,"LINESTRING (16.7640265 49.1062691, 16.7638598 49.1063887, 16.7637047 49.106694, 16.7636874 49.1067281)",,,,,
399369546,Štefánikova,secondary,False,False,200.751,"LINESTRING (16.7640265 49.1062691, 16.7619686 49.1051396, 16.7619132 49.1051092)",2,416,,,
38188836,Na Zahrádkách,residential,False,False,57.774,"LINESTRING (16.7636874 49.1067281, 16.7637047 49.106694, 16.7638598 49.1063887, 16.7640265 49.1062691)",,,,,
38188836,Na Zahrádkách,residential,False,True,102.477,"LINESTRING (16.7636874 49.1067281, 16.7632274 49.1075645, 16.7632105 49.1075952)",,,,,
38188837,Na Zahrádkách,residential,False,False,277.51000000000005,"LINESTRING (16.7636874 49.1067281, 16.7609581 49.1060389, 16.7608282 49.1059702, 16.7608024 49.1058398, 16.760781 49.1057317, 16.7607625 49.1056452, 16.7607423 49.1055262, 16.7607383 49.1055026)",,,,,
38188837,Na Zahrádkách,residential,False,True,277.51,"LINESTRING (16.7607383 49.1055026, 16.7607423 49.1055262, 16.7607625 49.1056452, 16.760781 49.1057317, 16.7608024 49.1058398, 16.7608282 49.1059702, 16.7609581 49.1060389, 16.7636874 49.1067281)",,,,,
38188839,Štefánikova,residential,False,True,121.481,"LINESTRING (16.7607383 49.1055026, 16.7616893 49.1055219, 16.7618191 49.1054696, 16.7618541 49.1054075, 16.7618591 49.1052244, 16.7619132 49.1051092)",,,,,
393030993,Na Zahrádkách,residential,False,False,68.093,"LINESTRING (16.7607383 49.1055026, 16.7603435 49.1055076, 16.7599642 49.1055125, 16.7598043 49.1054994)",,,,,
38188841,Příční,residential,False,False,122.732,"LINESTRING (16.7598043 49.1054994, 16.759205 49.1061664, 16.7589896 49.1063749, 16.7589412 49.1064464)",,,,4.7,30
393030993,Na Zahrádkách,residential,False,False,20.727999999999998,"LINESTRING (16.7598043 49.1054994, 16.7597694 49.1054903, 16.7595396 49.1054307)",,,,,
393030993,Na Zahrádkách,residential,False,True,68.093,"LINESTRING (16.7598043 49.1054994, 16.7599642 49.1055125, 16.7603435 49.1055076, 16.7607383 49.1055026)",,,,,
393030993,Na Zahrádkách,residential,False,True,20.727999999999998,"LINESTRING (16.7595396 49.1054307, 16.7597694 49.1054903, 16.7598043 49.1054994)",,,,,
38188833,V Sádku,residential,False,False,337.30100000000004,"LINESTRING (16.7589412 49.1064464, 16.7599841 49.1068497, 16.7604136 49.1069561, 16.7616473 49.1072617, 16.7632105 49.1075952)",,,,,
38188833,V Sádku,residential,False,True,61.65899999999999,"LINESTRING (16.7589412 49.1064464, 16.7586057 49.1063201, 16.7582261 49.10615)",,,,,
38188841,Příční,residential,False,True,122.732,"LINESTRING (16.7589412 49.1064464, 16.7589896 49.1063749, 16.759205 49.1061664, 16.7598043 49.1054994)",,,,4.7,30
38188842,U Hřiště,residential,False,False,114.81,"LINESTRING (16.757526 49.10353, 16.7575939 49.1039076, 16.7575988 49.1039348, 16.7576398 49.1041339, 16.7576927 49.1045565)",,,,,
38188843,Komenského,residential,False,True,335.68799999999993,"LINESTRING (16.757526 49.10353, 16.7583909 49.1035539, 16.7587068 49.103578, 16.7594198 49.1036323, 16.7596126 49.1036359, 16.7601977 49.1036469, 16.7602615 49.1036615, 16.7606893 49.1037593, 16.7613292 49.1038104, 16.7615711 49.1038666, 16.7616882 49.1039738, 16.7617055 49.1041074, 16.7617142 49.1041748)",,,,,
393031043,U Hřiště,residential,False,False,28.142,"LINESTRING (16.757526 49.10353, 16.7574293 49.1035274, 16.7573745 49.103526, 16.7572334 49.1035244, 16.7571396 49.1035259)",,,,,
51726231,Masarykova,secondary,False,True,197.435,"LINESTRING (16.7556436 49.1036364, 16.75502 49.1019084)",2,416,,,
51726231,Masarykova,secondary,False,False,84.81,"LINESTRING (16.7556436 49.1036364, 16.7557305 49.103915, 16.7558236 49.1041863, 16.7558339 49.1042083, 16.7558611 49.1042868, 16.7558833 49.1043825)",2,416,,,
504133853,Krátká,residential,False,True,109.759,"LINESTRING (16.7556436 49.1036364, 16.7557845 49.1036101, 16.7571396 49.1035259)",,,,,
38188845,U Hřiště,residential,False,False,352.74100000000004,"LINESTRING (16.7571396 49.1035259, 16.7571212 49.1034672, 16.7570254 49.1031813, 16.7568676 49.1027103, 16.7566978 49.1022982, 16.7565064 49.1019523, 16.7563232 49.1016214, 16.7560585 49.1013009, 16.7553086 49.1007608, 16.7552095 49.1006894)",,,,,
393031043,U Hřiště,residential,False,True,28.142,"LINESTRING (16.7571396 49.1035259, 16.7572334 49.1035244, 16.7573745 49.103526, 16.7574293 49.1035274, 16.757526 49.10353)",,,,,
504133853,Krátká,residential,False,False,109.759,"LINESTRING (16.7571396 49.1035259, 16.7557845 49.1036101, 16.7556436 49.1036364)",,,,,
38188845,U Hřiště,residential,False,False,45.17,"LINESTRING (16.7552095 49.1006894, 16.7549773 49.1003127)",,,,,
38188845,U Hřiště,residential,False,True,352.741,"LINESTRING (16.7552095 49.1006894, 16.7553086 49.1007608, 16.7560585 49.1013009, 16.7563232 49.1016214, 16.7565064 49.1019523, 16.7566978 49.1022982, 16.7568676 49.1027103, 16.7570254 49.1031813, 16.7571212 49.1034672, 16.7571396 49.1035259)",,,,,
38188848,Šternovská,residential,False,False,69.898,"LINESTRING (16.7552095 49.1006894, 16.7543804 49.1008529, 16.7543049 49.1008898)",,,,,
38188848,Šternovská,residential,False,True,69.898,"LINESTRING (16.7543049 49.1008898, 16.7543804 49.1008529, 16.7552095 49.1006894)",,,,,
38188849,Masarykova,residential,False,False,51.661,"LINESTRING (16.7543049 49.1008898, 16.7541673 49.1005602, 16.7541735 49.1005032, 16.7541806 49.1004376)",,,,,
51726231,Masarykova,secondary,False,False,125.55799999999999,"LINESTRING (16.7543049 49.1008898, 16.7543463 49.1009078, 16.7543788 49.1009323, 16.7545379 49.1011236, 16.7547968 49.1015076, 16.75502 49.1019084)",2,416,,,
532819660,Šternovská,secondary,False,True,79.516,"LINESTRING (16.7543049 49.1008898, 16.7542672 49.100881, 16.7542274 49.1008778, 16.7541875 49.1008802, 16.7533015 49.1009289, 16.7532187 49.1009262)",2,416,,,
38188849,Masarykova,residential,False,False,20.726,"LINESTRING (16.7541806 49.1004376, 16.7542605 49.1002587)",,,,,
38188851,,residential,False,True,59.642,"LINESTRING (16.7541806 49.1004376, 16.7549773 49.1003127)",,,,,
38188849,Masarykova,residential,False,True,51.661,"LINESTRING (16.7541806 49.1004376, 16.7541735 49.1005032, 16.7541673 49.1005602, 16.7543049 49.1008898)",,,,,
38188845,U Hřiště,residential,False,True,45.17,"LINESTRING (16.7549773 49.1003127, 16.7552095 49.1006894)",,,,,
38188851,,residential,False,False,59.642,"LINESTRING (16.7549773 49.1003127, 16.7541806 49.1004376)",,,,,
"[1131960723, 38188845]",U Hřiště,residential,False,False,68.132,"LINESTRING (16.7549773 49.1003127, 16.7548649 49.1001303, 16.7542605 49.1002587)",,,,,
38188849,Masarykova,residential,False,True,20.726,"LINESTRING (16.7542605 49.1002587, 16.7541806 49.1004376)",,,,,
"[1131960723, 38188845]",U Hřiště,residential,False,True,68.132,"LINESTRING (16.7542605 49.1002587, 16.7548649 49.1001303, 16.7549773 49.1003127)",,,,,
38188852,Lidická,residential,False,False,286.365,"LINESTRING (16.7521975 49.100607, 16.7521694 49.1006505, 16.7507993 49.1027729, 16.7506722 49.1029808)",,,,,
506466778,Šternovská,secondary,False,False,85.896,"LINESTRING (16.7521975 49.100607, 16.7527123 49.1006665, 16.752907 49.1007548, 16.7530135 49.1008578, 16.7532187 49.1009262)",2,416,,,
38188852,Lidická,residential,False,True,286.365,"LINESTRING (16.7506722 49.1029808, 16.7507993 49.1027729, 16.7521694 49.1006505, 16.7521975 49.100607)",,,,,
51794977,Palackého,residential,False,True,135.623,"LINESTRING (16.7506722 49.1029808, 16.7507772 49.1029984, 16.7510168 49.1030384, 16.7524701 49.1033002)",,,,,
38188831,Školní,residential,False,False,111.265,"LINESTRING (16.754154 49.1035512, 16.7541801 49.1036248, 16.7544187 49.1042961, 16.7545003 49.1045258)",,,,,
38188831,Školní,residential,False,True,156.008,"LINESTRING (16.754154 49.1035512, 16.7537311 49.1023179, 16.7536451 49.1021908)",,,,,
51794977,Palackého,residential,False,False,125.81,"LINESTRING (16.754154 49.1035512, 16.7540504 49.1035394, 16.7538667 49.1035186, 16.7536611 49.1034952, 16.7535833 49.1034864, 16.7524701 49.1033002)",,,,,
38188860,Palackého,residential,False,False,178.368,"LINESTRING (16.7524701 49.1033002, 16.7524588 49.1033298, 16.7520578 49.1043836, 16.7520462 49.1044105, 16.7518759 49.1048564)",,,,,
51794977,Palackého,residential,False,False,135.623,"LINESTRING (16.7524701 49.1033002, 16.7510168 49.1030384, 16.7507772 49.1029984, 16.7506722 49.1029808)",,,,,
51794977,Palackého,residential,False,True,125.81,"LINESTRING (16.7524701 49.1033002, 16.7535833 49.1034864, 16.7536611 49.1034952, 16.7538667 49.1035186, 16.7540504 49.1035394, 16.754154 49.1035512)",,,,,
38188860,Palackého,residential,False,True,178.368,"LINESTRING (16.7518759 49.1048564, 16.7520462 49.1044105, 16.7520578 49.1043836, 16.7524588 49.1033298, 16.7524701 49.1033002)",,,,,
28002590,Nádražní,secondary,False,True,109.421,"LINESTRING (16.7528868 49.1054797, 16.7535381 49.1052984, 16.7542397 49.1050531)",2,418,,,
38188872,Tyršova,residential,False,False,99.11,"LINESTRING (16.7528868 49.1054797, 16.7528814 49.1055838, 16.7528178 49.1058899, 16.752711 49.106363)",,,,,
38188872,Tyršova,residential,False,False,127.763,"LINESTRING (16.752711 49.106363, 16.7523715 49.1074903)",,,,,
38188872,Tyršova,residential,False,True,99.10999999999999,"LINESTRING (16.752711 49.106363, 16.7528178 49.1058899, 16.7528814 49.1055838, 16.7528868 49.1054797)",,,,,
38188874,Legionářská,residential,False,False,172.441,"LINESTRING (16.752711 49.106363, 16.7528187 49.1063619, 16.7550796 49.1063397)",,,,,
38188872,Tyršova,residential,False,True,127.763,"LINESTRING (16.7523715 49.1074903, 16.752711 49.106363)",,,,,
38188875,Vinohrádky,residential,False,True,110.77300000000001,"LINESTRING (16.7548186 49.1072388, 16.7547405 49.106933, 16.7547487 49.1067266, 16.7548566 49.1064232, 16.7549313 49.1063952, 16.7550796 49.1063397)",,,,,
38188876,nám. sv. Jana,residential,False,False,124.67699999999999,"LINESTRING (16.7564309 49.1056395, 16.7565727 49.105761, 16.7567226 49.1059591, 16.7567261 49.1060252, 16.7566702 49.1060861, 16.7565818 49.1061057, 16.7565331 49.1060951, 16.7564837 49.1060844, 16.756369 49.1060146, 16.7563605 49.1059599, 16.7563691 49.1058972, 16.7563845 49.1058399, 16.7564309 49.1056395)",,,,,
38188876,nám. sv. Jana,residential,False,True,124.677,"LINESTRING (16.7564309 49.1056395, 16.7563845 49.1058399, 16.7563691 49.1058972, 16.7563605 49.1059599, 16.756369 49.1060146, 16.7564837 49.1060844, 16.7565331 49.1060951, 16.7565818 49.1061057, 16.7566702 49.1060861, 16.7567261 49.1060252, 16.7567226 49.1059591, 16.7565727 49.105761, 16.7564309 49.1056395)",,,,,
38188876,nám. sv. Jana,residential,False,True,96.97500000000001,"LINESTRING (16.7564309 49.1056395, 16.7561876 49.1049134, 16.7561753 49.104856, 16.7561603 49.1047859)",,,,,
38188878,Nádražní,residential,False,False,101.995,"LINESTRING (16.7558833 49.1043825, 16.755735 49.1043879, 16.7545003 49.1045258)",,,,,
51726231,Masarykova,secondary,False,True,84.81,"LINESTRING (16.7558833 49.1043825, 16.7558611 49.1042868, 16.7558339 49.1042083, 16.7558236 49.1041863, 16.7557305 49.103915, 16.7556436 49.1036364)",2,416,,,
532819662,Masarykova,secondary,False,False,49.358,"LINESTRING (16.7558833 49.1043825, 16.7560663 49.104636, 16.7561348 49.1047167, 16.7561603 49.1047859)",2,416,,,
38188832,Sušilova,residential,False,True,123.04299999999999,"LINESTRING (16.7564585 49.1069281, 16.7562094 49.1068869, 16.7560767 49.1068641, 16.7557489 49.1067582, 16.7553393 49.1065457, 16.7550796 49.1063397)",,,,,
51726575,Hybešova,residential,True,False,87.605,"LINESTRING (16.7564585 49.1069281, 16.7565979 49.1069511, 16.7568976 49.1069446, 16.7572872 49.1069021, 16.7576318 49.1068236)",,,,,
335880687,Nad Sklepy,residential,False,False,87.255,"LINESTRING (16.7564585 49.1069281, 16.7570063 49.1070798, 16.7570828 49.1072875, 16.7570979 49.1074689)",,,,,
"[1138017498, 51726613]",Nad Sklepy,residential,False,False,66.779,"LINESTRING (16.7564585 49.1069281, 16.7564452 49.1071722, 16.7564605 49.1072637, 16.7564708 49.1073254, 16.7564818 49.1073909, 16.7565901 49.1075073)",,,,,
51795084,Komenského,secondary,False,False,95.308,"LINESTRING (16.7630076 49.104042, 16.7617142 49.1041748)",2,418,,,
51726539,U Parku,residential,False,True,293.12600000000003,"LINESTRING (16.7630076 49.104042, 16.7633461 49.1041803, 16.7637961 49.1044167, 16.7640286 49.1045517, 16.7641197 49.1047665, 16.764161 49.1050241, 16.7642225 49.1053526, 16.764246 49.105619, 16.7642409 49.1059271, 16.7642074 49.1061404, 16.7641902 49.1062387, 16.7641702 49.106271, 16.764137 49.1063244)",,,,,
"[51795084, 51795085, 715321342]","['Rychmanovská', 'Komenského']",secondary,False,True,36.730999999999995,"LINESTRING (16.7630076 49.104042, 16.7631086 49.1039986, 16.7633104 49.1038396, 16.763357 49.1038072)",2,418,yes,,
399369546,Štefánikova,secondary,False,False,10.125,"LINESTRING (16.764137 49.1063244, 16.7640265 49.1062691)",2,416,,,
51726539,U Parku,residential,False,False,293.12600000000003,"LINESTRING (16.764137 49.1063244, 16.7641702 49.106271, 16.7641902 49.1062387, 16.7642074 49.1061404, 16.7642409 49.1059271, 16.764246 49.105619, 16.7642225 49.1053526, 16.764161 49.1050241, 16.7641197 49.1047665, 16.7640286 49.1045517, 16.7637961 49.1044167, 16.7633461 49.1041803, 16.7630076 49.104042)",,,,,
"[1138017498, 51726613]",Nad Sklepy,residential,False,True,66.779,"LINESTRING (16.7565901 49.1075073, 16.7564818 49.1073909, 16.7564708 49.1073254, 16.7564605 49.1072637, 16.7564452 49.1071722, 16.7564585 49.1069281)",,,,,
335880687,Nad Sklepy,residential,False,True,87.255,"LINESTRING (16.7570979 49.1074689, 16.7570828 49.1072875, 16.7570063 49.1070798, 16.7564585 49.1069281)",,,,,
335880688,Nad Sklepy,residential,False,True,78.055,"LINESTRING (16.7574344 49.1074834, 16.7575448 49.1073299, 16.757673 49.1070049, 16.7576923 49.1068694, 16.7576318 49.1068236)",,,,,
