osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge,junction
646787397,unclassified,False,True,62.131,"LINESTRING (102.5579644 5.8315194, 102.557424 5.8316717)",,,,,
646787398,unclassified,True,False,35.264,"LINESTRING (102.5579644 5.8315194, 102.557876 5.8312147)",,,,,
968471460,unclassified,True,False,62.187,"LINESTRING (102.5568102 5.8315812, 102.5573398 5.8313936)",,,Lorong Dua,,
157674017,unclassified,True,False,87.838,"LINESTRING (102.5568102 5.8315812, 102.5569077 5.8318028, 102.5569141 5.8318124, 102.5569214 5.8318188, 102.5569318 5.8318241, 102.5569437 5.8318266, 102.556954 5.8318271, 102.5569649 5.8318254, 102.557424 5.8316717)",,,Lorong Haji Mohamad,,
646787398,unclassified,True,False,39.718,"LINESTRING (102.5580639 5.8318626, 102.5579644 5.8315194)",,,,,
602971671,unclassified,True,False,61.473,"LINESTRING (102.5580639 5.8318626, 102.5576886 5.8319881, 102.557622 5.8320117, 102.557538 5.8320412)",,,,,
157665511,tertiary,False,False,42.978,"LINESTRING (102.557538 5.8320412, 102.557424 5.8316717)",,,Jalan Masjid,,
157665511,tertiary,False,True,36.976,"LINESTRING (102.557538 5.8320412, 102.5575849 5.83219, 102.5576429 5.8323569)",,,Jalan Masjid,,
27210505,primary,False,True,256.0,"LINESTRING (102.5517891 5.8294152, 102.5519884 5.8293686, 102.552033 5.8293564, 102.5521203 5.8293326, 102.5522509 5.8292921, 102.5523165 5.8292692, 102.5523538 5.8292561, 102.5524389 5.8292264, 102.5526458 5.8291542, 102.5526873 5.8291397, 102.5534469 5.8288756, 102.5536439 5.8288071, 102.5539345 5.828706, 102.5539838 5.8286889)",,189,,,
1190959340,unclassified,True,False,30.742,"LINESTRING (102.5517891 5.8294152, 102.551815 5.8295389, 102.5518456 5.8296859)",1,,,,
257281301,unclassified,False,True,13.809,"LINESTRING (102.5561399 5.8275624, 102.5561662 5.8276838)",,,Jalan Nail,,
257281301,unclassified,False,False,275.629,"LINESTRING (102.5561399 5.8275624, 102.5561339 5.8275284, 102.5561325 5.8274917, 102.5561433 5.827433, 102.5561775 5.8273443, 102.5562137 5.8272496, 102.5562264 5.8271815, 102.5562177 5.8271298, 102.5561989 5.8270711, 102.5561614 5.8270054, 102.5560802 5.82691, 102.5559709 5.8268123, 102.5559173 5.8267689, 102.5558566 5.8267352, 102.5558023 5.8267156, 102.5557265 5.8267082, 102.5556551 5.8267139, 102.555529 5.8267539, 102.5553641 5.8268233, 102.5548156 5.8270768, 102.5547096 5.8271262, 102.5545701 5.8271782, 102.5544736 5.8272155)",,,Jalan Nail,,
760269429,unclassified,False,True,250.594,"LINESTRING (102.5561399 5.8275624, 102.5564584 5.8274384, 102.5567803 5.8273116, 102.5569338 5.8272402, 102.5569613 5.8272236, 102.5569855 5.8272005, 102.5570009 5.8271755, 102.557014 5.8271455, 102.5570217 5.8271195, 102.5570914 5.8266792, 102.5571918 5.8262266, 102.5572295 5.8260562, 102.5572684 5.8258987)",,,,,
746049464,residential,False,True,102.79,"LINESTRING (102.5574406 5.8249903, 102.5572684 5.8258987)",,,,,
755400503,unclassified,False,False,85.869,"LINESTRING (102.5548987 5.8240427, 102.5541633 5.8242899)",,,,,
755400503,unclassified,False,True,228.70600000000002,"LINESTRING (102.5548987 5.8240427, 102.5552224 5.823931, 102.5556048 5.8237941, 102.5557711 5.8237413, 102.5558322 5.8237393, 102.5558804 5.823756, 102.5559146 5.82378, 102.5559441 5.8238167, 102.5561476 5.8241907, 102.556198 5.8242814, 102.5562774 5.8244057, 102.5564182 5.8246266)",,,,,
755400503,unclassified,False,False,228.706,"LINESTRING (102.5564182 5.8246266, 102.5562774 5.8244057, 102.556198 5.8242814, 102.5561476 5.8241907, 102.5559441 5.8238167, 102.5559146 5.82378, 102.5558804 5.823756, 102.5558322 5.8237393, 102.5557711 5.8237413, 102.5556048 5.8237941, 102.5552224 5.823931, 102.5548987 5.8240427)",,,,,
"[760269429, 760269430, 755400503]",unclassified,False,"[False, True]",173.36799999999997,"LINESTRING (102.5564182 5.8246266, 102.5565603 5.8248213, 102.5566847 5.825084, 102.5567682 5.8252459, 102.5568292 5.8253713, 102.5568822 5.8254925, 102.5569694 5.8256686, 102.5569803 5.8256864, 102.5569949 5.8257013, 102.5570148 5.8257169, 102.5570354 5.8257309, 102.5571176 5.82578, 102.5572684 5.8258987)",,,,yes,
746049464,residential,False,False,102.79,"LINESTRING (102.5572684 5.8258987, 102.5574406 5.8249903)",,,,,
760269429,unclassified,False,False,250.59400000000002,"LINESTRING (102.5572684 5.8258987, 102.5572295 5.8260562, 102.5571918 5.8262266, 102.5570914 5.8266792, 102.5570217 5.8271195, 102.557014 5.8271455, 102.5570009 5.8271755, 102.5569855 5.8272005, 102.5569613 5.8272236, 102.5569338 5.8272402, 102.5567803 5.8273116, 102.5564584 5.8274384, 102.5561399 5.8275624)",,,,,
"[760269429, 760269430, 755400503]",unclassified,False,"[False, True]",173.368,"LINESTRING (102.5572684 5.8258987, 102.5571176 5.82578, 102.5570354 5.8257309, 102.5570148 5.8257169, 102.5569949 5.8257013, 102.5569803 5.8256864, 102.5569694 5.8256686, 102.5568822 5.8254925, 102.5568292 5.8253713, 102.5567682 5.8252459, 102.5566847 5.825084, 102.5565603 5.8248213, 102.5564182 5.8246266)",,,,yes,
968472975,primary,False,True,18.524,"LINESTRING (102.5537616 5.8276578, 102.5536863 5.827509)",2,189,,,
760270131,residential,False,True,231.453,"LINESTRING (102.5537616 5.8276578, 102.5537062 5.8276856, 102.5531223 5.827903, 102.5530179 5.8279251, 102.5528915 5.8279673, 102.5528053 5.8279931, 102.5525685 5.8280447, 102.5525129 5.828054, 102.5523845 5.828044, 102.5522929 5.8280158, 102.5521693 5.827964, 102.5521078 5.827956, 102.552075 5.827952, 102.5520411 5.8279563, 102.5520079 5.827969, 102.5519684 5.8279937, 102.5518691 5.8280587, 102.551801 5.8281154)",,,,,
968472975,primary,False,False,57.813,"LINESTRING (102.5537616 5.8276578, 102.5538851 5.8279016, 102.553925 5.8279804, 102.5539968 5.8281221)",2,189,,,
45895613,primary,False,False,61.572,"LINESTRING (102.5562177 5.829561, 102.556333 5.8296017, 102.5564611 5.8296277, 102.5565945 5.8296351, 102.5567114 5.8296335, 102.5567644 5.8296328)",,84,,,
"[257281308, 45895613]",primary,False,True,101.071,"LINESTRING (102.5562177 5.829561, 102.5560702 5.8295003, 102.5560199 5.829483, 102.5559684 5.8294652, 102.5558978 5.8294409, 102.5557074 5.8293776, 102.55569 5.8293719, 102.55547 5.8292995, 102.5554221 5.8292836, 102.5553554 5.8292614)",2,84,,,
45895625,primary_link,True,False,94.144,"LINESTRING (102.5562177 5.829561, 102.5563136 5.8296267, 102.5564041 5.8296721, 102.5565422 5.8297315, 102.5566716 5.8297905, 102.5567655 5.8298532, 102.5568004 5.8298886, 102.5568326 5.8299286, 102.5568976 5.830036)",1,,,,
27210505,primary,False,False,256.0,"LINESTRING (102.5539838 5.8286889, 102.5539345 5.828706, 102.5536439 5.8288071, 102.5534469 5.8288756, 102.5526873 5.8291397, 102.5526458 5.8291542, 102.5524389 5.8292264, 102.5523538 5.8292561, 102.5523165 5.8292692, 102.5522509 5.8292921, 102.5521203 5.8293326, 102.552033 5.8293564, 102.5519884 5.8293686, 102.5517891 5.8294152)",,189,,,
816826237,primary,True,False,26.463,"LINESTRING (102.5539838 5.8286889, 102.5540379 5.8286898, 102.5540923 5.828665, 102.5541241 5.8286545, 102.5542112 5.8286257)",,189,,,
816826230,primary,True,False,11.424,"LINESTRING (102.5542441 5.8285034, 102.5542184 5.8285004, 102.5541937 5.8285078, 102.5541739 5.8285243, 102.5541623 5.8285472)",,189,,,roundabout
816826238,primary,True,False,50.465,"LINESTRING (102.5542441 5.8285034, 102.5540962 5.8282729, 102.5540463 5.8281934, 102.5540218 5.8281582, 102.5539968 5.8281221)",1,189,,,
157665511,tertiary,False,False,36.976,"LINESTRING (102.5576429 5.8323569, 102.5575849 5.83219, 102.557538 5.8320412)",,,Jalan Masjid,,
157665511,tertiary,False,True,13.541,"LINESTRING (102.5576429 5.8323569, 102.5576788 5.8324602, 102.5576834 5.8324718)",,,Jalan Masjid,,
157665511,tertiary,False,False,13.541,"LINESTRING (102.5576834 5.8324718, 102.5576788 5.8324602, 102.5576429 5.8323569)",,,Jalan Masjid,,
157665511,tertiary,False,True,28.09,"LINESTRING (102.5576834 5.8324718, 102.5577204 5.8325656, 102.5577854 5.832703)",,,Jalan Masjid,,
157673953,unclassified,False,True,61.716,"LINESTRING (102.5576834 5.8324718, 102.5577534 5.8324275, 102.5579754 5.8322872, 102.5580493 5.8322404, 102.5581542 5.832174)",,,,,
157673983,unclassified,True,False,66.118,"LINESTRING (102.557645 5.8304101, 102.5570854 5.830619)",,,,,
646787404,unclassified,False,False,99.54400000000001,"LINESTRING (102.557645 5.8304101, 102.5577414 5.8306611, 102.5577281 5.8306932, 102.5571638 5.8308805)",1,,Lorong Tujuh,,
646787405,unclassified,True,False,93.46000000000001,"LINESTRING (102.557645 5.8304101, 102.5575548 5.8301887, 102.5575476 5.8301751, 102.5575368 5.8301654, 102.5575254 5.8301597, 102.5575145 5.8301564, 102.5574941 5.8301561, 102.557475 5.8301594, 102.5570002 5.8303468)",,,,,
816130644,primary,False,True,19.831,"LINESTRING (102.5518371 5.8241228, 102.5517567 5.8239634)",2,189,,,
816130644,primary,False,False,126.536,"LINESTRING (102.5518371 5.8241228, 102.5519372 5.8243096, 102.5520791 5.8245556, 102.5524284 5.8250962)",2,189,,,
1196983616,residential,False,True,22.314,"LINESTRING (102.5518371 5.8241228, 102.5519388 5.8240692, 102.5520168 5.8240317)",1,,,,
257281301,unclassified,False,False,93.005,"LINESTRING (102.5544736 5.8272155, 102.5536863 5.827509)",,,Jalan Nail,,
257281301,unclassified,False,True,275.6290000000001,"LINESTRING (102.5544736 5.8272155, 102.5545701 5.8271782, 102.5547096 5.8271262, 102.5548156 5.8270768, 102.5553641 5.8268233, 102.555529 5.8267539, 102.5556551 5.8267139, 102.5557265 5.8267082, 102.5558023 5.8267156, 102.5558566 5.8267352, 102.5559173 5.8267689, 102.5559709 5.8268123, 102.5560802 5.82691, 102.5561614 5.8270054, 102.5561989 5.8270711, 102.5562177 5.8271298, 102.5562264 5.8271815, 102.5562137 5.8272496, 102.5561775 5.8273443, 102.5561433 5.827433, 102.5561325 5.8274917, 102.5561339 5.8275284, 102.5561399 5.8275624)",,,Jalan Nail,,
816372646,residential,False,True,66.006,"LINESTRING (102.5544736 5.8272155, 102.5543331 5.8267753, 102.5543207 5.8267526, 102.5543036 5.8267336, 102.5542275 5.8267065)",,,,,
"[816372644, 816372645, 816372647]",residential,False,True,81.15799999999999,"LINESTRING (102.5538754 5.8260828, 102.5542074 5.8265758, 102.5542281 5.8266265, 102.5542362 5.8266679, 102.5542275 5.8267065)",,,,yes,
816372646,residential,False,False,66.006,"LINESTRING (102.5542275 5.8267065, 102.5543036 5.8267336, 102.5543207 5.8267526, 102.5543331 5.8267753, 102.5544736 5.8272155)",,,,,
"[816372644, 816372645, 816372647]",residential,False,False,81.15799999999999,"LINESTRING (102.5542275 5.8267065, 102.5542362 5.8266679, 102.5542281 5.8266265, 102.5542074 5.8265758, 102.5538754 5.8260828)",,,,yes,
816372647,residential,False,True,94.695,"LINESTRING (102.5542275 5.8267065, 102.5537467 5.826842, 102.5535602 5.8269166, 102.5534216 5.8269863)",,,,,
816130645,primary,False,False,65.081,"LINESTRING (102.5534216 5.8269863, 102.5536863 5.827509)",2,189,,,
"[816130644, 816130645]",primary,False,True,237.34599999999998,"LINESTRING (102.5534216 5.8269863, 102.5533807 5.8269033, 102.5533518 5.8268446, 102.5533376 5.8268158, 102.5532975 5.8267344, 102.5532026 5.8265416, 102.5531625 5.8264601, 102.5530113 5.8261532, 102.5527984 5.8257208, 102.5527667 5.8256666, 102.5527188 5.8255752, 102.5526774 5.8254998, 102.552528 5.8252554, 102.5524699 5.8251603, 102.5524284 5.8250962)",2,189,,,
816372647,residential,False,False,94.695,"LINESTRING (102.5534216 5.8269863, 102.5535602 5.8269166, 102.5537467 5.826842, 102.5542275 5.8267065)",,,,,
760270131,residential,False,False,231.453,"LINESTRING (102.551801 5.8281154, 102.5518691 5.8280587, 102.5519684 5.8279937, 102.5520079 5.827969, 102.5520411 5.8279563, 102.552075 5.827952, 102.5521078 5.827956, 102.5521693 5.827964, 102.5522929 5.8280158, 102.5523845 5.828044, 102.5525129 5.828054, 102.5525685 5.8280447, 102.5528053 5.8279931, 102.5528915 5.8279673, 102.5530179 5.8279251, 102.5531223 5.827903, 102.5537062 5.8276856, 102.5537616 5.8276578)",,,,,
816728699,residential,False,True,66.272,"LINESTRING (102.5557852 5.8314409, 102.5555671 5.8308858)",,,,,
816728699,residential,False,False,66.272,"LINESTRING (102.5555671 5.8308858, 102.5557852 5.8314409)",,,,,
157665898,tertiary,True,False,98.519,"LINESTRING (102.5555671 5.8308858, 102.5558281 5.8307791, 102.556386 5.8305376)",1,,Jalan Masjid,,
1190959339,unclassified,False,False,105.574,"LINESTRING (102.5518456 5.8296859, 102.5519174 5.8299632, 102.5519941 5.830226, 102.5521036 5.8305999)",1,,,,
"[936247688, 884998703, 936247687]",unclassified,False,True,158.501,"LINESTRING (102.5521036 5.8305999, 102.552433 5.8305045, 102.5525094 5.8304824, 102.5525667 5.8304695, 102.552622 5.8304683, 102.5526548 5.8304769, 102.5526857 5.8304909, 102.5528218 5.8306164, 102.5531714 5.8311529)",2,,,yes,
1190959339,unclassified,False,True,105.57400000000001,"LINESTRING (102.5521036 5.8305999, 102.5519941 5.830226, 102.5519174 5.8299632, 102.5518456 5.8296859)",1,,,,
816734973,residential,False,True,147.522,"LINESTRING (102.5548746 5.8254117, 102.5546479 5.8250582, 102.5545004 5.8248327, 102.5543582 5.8246219, 102.5542925 5.8245098, 102.5541633 5.8242899)",,,,,
755400503,unclassified,False,True,85.869,"LINESTRING (102.5541633 5.8242899, 102.5548987 5.8240427)",,,,,
755400503,unclassified,False,False,211.907,"LINESTRING (102.5541633 5.8242899, 102.5541321 5.8243042, 102.5539189 5.8244021, 102.5538003 5.8244565, 102.5536392 5.8245305, 102.553492 5.824598, 102.5533048 5.8246839, 102.5527386 5.8249439, 102.5525103 5.8250456, 102.5524284 5.8250962)",,,,,
816734973,residential,False,False,147.522,"LINESTRING (102.5541633 5.8242899, 102.5542925 5.8245098, 102.5543582 5.8246219, 102.5545004 5.8248327, 102.5546479 5.8250582, 102.5548746 5.8254117)",,,,,
816826236,primary,False,True,8.927,"LINESTRING (102.5544193 5.8286987, 102.5544822 5.828749)",2,84,,,
968471479,primary,True,False,22.928,"LINESTRING (102.5544193 5.8286987, 102.5544101 5.8286683, 102.5543937 5.8286419, 102.5543718 5.8286198, 102.5543141 5.8285721, 102.5542855 5.8285473)",,84,,,
816734986,residential,False,False,98.20400000000001,"LINESTRING (102.5552712 5.8284427, 102.5551978 5.8284843, 102.555173 5.8284927, 102.5551344 5.8284974, 102.5548273 5.8284984, 102.5547985 5.828504, 102.5547726 5.828516, 102.5547452 5.828535, 102.5544822 5.828749)",,,,,
816734987,residential,False,True,72.463,"LINESTRING (102.5552712 5.8284427, 102.5551339 5.8282879, 102.5551237 5.8282709, 102.5551185 5.8282539, 102.5551187 5.8282367, 102.5551223 5.8282213, 102.5551316 5.8282078, 102.5554016 5.8279707)",,,,,
1114829626,residential,False,False,52.438,"LINESTRING (102.5552712 5.8284427, 102.5553346 5.8284043, 102.5553996 5.8283563, 102.5554794 5.8282902, 102.5556383 5.8281461)",,,,,
816734988,residential,False,False,27.65,"LINESTRING (102.5554016 5.8279707, 102.5551951 5.8278306)",,,,,
816734987,residential,False,False,72.463,"LINESTRING (102.5554016 5.8279707, 102.5551316 5.8282078, 102.5551223 5.8282213, 102.5551187 5.8282367, 102.5551185 5.8282539, 102.5551237 5.8282709, 102.5551339 5.8282879, 102.5552712 5.8284427)",,,,,
816734988,residential,False,True,32.667,"LINESTRING (102.5554016 5.8279707, 102.555525 5.8280574, 102.555588 5.8281041, 102.5556383 5.8281461)",,,,,
816734988,residential,False,True,27.65,"LINESTRING (102.5551951 5.8278306, 102.5554016 5.8279707)",,,,,
816734988,residential,False,True,77.799,"LINESTRING (102.5556383 5.8281461, 102.5561662 5.8276838)",,,,,
816734988,residential,False,False,32.667,"LINESTRING (102.5556383 5.8281461, 102.555588 5.8281041, 102.555525 5.8280574, 102.5554016 5.8279707)",,,,,
1114829626,residential,False,True,52.437999999999995,"LINESTRING (102.5556383 5.8281461, 102.5554794 5.8282902, 102.5553996 5.8283563, 102.5553346 5.8284043, 102.5552712 5.8284427)",,,,,
257281301,unclassified,False,False,13.809,"LINESTRING (102.5561662 5.8276838, 102.5561399 5.8275624)",,,Jalan Nail,,
816734988,residential,False,False,77.799,"LINESTRING (102.5561662 5.8276838, 102.5556383 5.8281461)",,,,,
"[257281299, 410181436, 257281301]",unclassified,False,True,228.00400000000002,"LINESTRING (102.5561662 5.8276838, 102.5561707 5.8277045, 102.5562103 5.8278359, 102.5562613 5.8279533, 102.5563136 5.8280681, 102.5566006 5.8287725, 102.5566556 5.8289366, 102.5566998 5.8291448, 102.5567293 5.8293249, 102.5567644 5.8296328)",,,"['Jalan Nail', 'Jalan Masjid']",yes,
816058982,primary,True,False,50.751,"LINESTRING (102.5539968 5.8281221, 102.5540228 5.8282069, 102.5540541 5.8282891, 102.554057 5.8282951, 102.5540894 5.8283625, 102.5541261 5.8284483, 102.5541623 5.8285472)",1,189,,,
968472975,primary,False,True,57.813,"LINESTRING (102.5539968 5.8281221, 102.553925 5.8279804, 102.5538851 5.8279016, 102.5537616 5.8276578)",2,189,,,
816826230,primary,True,False,6.116,"LINESTRING (102.5542112 5.8286257, 102.5542296 5.8286267, 102.5542475 5.8286225, 102.5542635 5.8286133)",,189,,,roundabout
816826236,primary,False,False,8.927,"LINESTRING (102.5544822 5.828749, 102.5544193 5.8286987)",2,84,,,
816734986,residential,False,True,98.20400000000001,"LINESTRING (102.5544822 5.828749, 102.5547452 5.828535, 102.5547726 5.828516, 102.5547985 5.828504, 102.5548273 5.8284984, 102.5551344 5.8284974, 102.555173 5.8284927, 102.5551978 5.8284843, 102.5552712 5.8284427)",,,,,
"[816826236, 257281308, 257281303]",primary,False,"[False, True]",113.02199999999998,"LINESTRING (102.5544822 5.828749, 102.5544994 5.8287628, 102.5547018 5.8289292, 102.5547972 5.8289925, 102.5548945 5.8290529, 102.5549935 5.8291105, 102.5550547 5.8291422, 102.5550768 5.829153, 102.555117 5.8291716, 102.5552035 5.829208, 102.5552917 5.8292401, 102.5553554 5.8292614)",2,84,,yes,
816826230,primary,True,False,2.29,"LINESTRING (102.5541623 5.8285472, 102.5541603 5.8285677)",,189,,,roundabout
816826239,residential,False,True,123.695,"LINESTRING (102.5542697 5.8312221, 102.5551513 5.8305378)",,,,,
816826239,residential,False,False,123.695,"LINESTRING (102.5551513 5.8305378, 102.5542697 5.8312221)",,,,,
816826240,residential,False,False,17.659,"LINESTRING (102.5551513 5.8305378, 102.555065 5.8304042)",,,,,
816826240,residential,False,True,53.946,"LINESTRING (102.5551513 5.8305378, 102.555415 5.8309459)",,,,,
816826240,residential,False,True,17.659,"LINESTRING (102.555065 5.8304042, 102.5551513 5.8305378)",,,,,
816826230,primary,True,False,8.152000000000001,"LINESTRING (102.5542635 5.8286133, 102.5542761 5.8285999, 102.5542844 5.8285835, 102.5542876 5.8285655, 102.5542855 5.8285473)",,189,,,roundabout
