osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,lanes,junction
26191106,Schönenbühlstrasse,residential,30,True,False,194.566,"LINESTRING (8.3332531 47.4698232, 8.3329453 47.4698658, 8.3323437 47.4698823, 8.3318531 47.4699228, 8.3315067 47.4699635, 8.3313583 47.4699745, 8.3311033 47.4699597, 8.3309652 47.4698799, 8.3308745 47.4698166, 8.3308073 47.4697585)",,,,
1199457950,Staffelstrasse,residential,50,False,True,8.452,"LINESTRING (8.3214526 47.4671023, 8.321504 47.4671699)",,,,
51426464,Mattenstrasse,residential,30,False,False,133.305,"LINESTRING (8.3214526 47.4671023, 8.3215101 47.4670795, 8.3220512 47.4669368, 8.3228791 47.4665644, 8.3230066 47.4665427)",,,,
1199457950,Staffelstrasse,residential,50,False,False,39.2,"LINESTRING (8.3214526 47.4671023, 8.3213853 47.4670155, 8.3212054 47.4667919)",,,,
1199457950,Staffelstrasse,residential,50,False,True,5.786,"LINESTRING (8.3208804 47.4664155, 8.3209203 47.46646)",,,,
24645597,Rigistrasse,residential,30,False,False,45.681,"LINESTRING (8.3208804 47.4664155, 8.3208241 47.4664419, 8.3203802 47.4666488)",,,,
"[1199457946, 1199457950]",Staffelstrasse,residential,50,False,False,47.133,"LINESTRING (8.3208804 47.4664155, 8.3206487 47.4661487, 8.3206078 47.4660971, 8.3206016 47.4660413)",,,,
120028350,Konradstrasse,residential,30,False,True,87.56,"LINESTRING (8.3212987 47.4694923, 8.3217991 47.4701712, 8.3218182 47.4701971)",,,,
24084504,Schartenstrasse,residential,50,False,False,62.733999999999995,"LINESTRING (8.3218182 47.4701971, 8.3219852 47.4701348, 8.3225311 47.469904)",,,,
120028350,Konradstrasse,residential,30,False,False,87.56,"LINESTRING (8.3218182 47.4701971, 8.3217991 47.4701712, 8.3212987 47.4694923)",,,,
702466311,Bahnhofstrasse,residential,50,False,True,15.144,"LINESTRING (8.328052 47.463536, 8.3281016 47.463668)",,,,
27990335,Büntstrasse,residential,30,False,False,67.198,"LINESTRING (8.328052 47.463536, 8.3281746 47.463503, 8.3282262 47.4634834, 8.3284794 47.4632774, 8.3286712 47.4631157)",,,,
"[1199438303, 1199438308, 702466311]",Bahnhofstrasse,residential,50,False,False,100.69399999999999,"LINESTRING (8.328052 47.463536, 8.3279185 47.4632821, 8.3278441 47.4631668, 8.3277536 47.4630656, 8.3275824 47.4629266, 8.3274469 47.4628502, 8.3273426 47.4627913)",,,,
25932595,Bahnhofstrasse,residential,50,True,False,18.399,"LINESTRING (8.3271171 47.4626572, 8.3271631 47.4626363, 8.3272228 47.462628, 8.3272828 47.4626365, 8.3273073 47.4626456, 8.3273365 47.4626632)",,,,roundabout
25932596,Bahnhofstrasse,residential,50,False,False,15.624,"LINESTRING (8.3271171 47.4626572, 8.3270205 47.4626004, 8.3269569 47.4625678)",,,,
24645576,Altenburgstrasse,residential,30,False,False,25.686,"LINESTRING (8.3241734 47.465686, 8.3238326 47.4656693)",,,,
24645576,Altenburgstrasse,residential,30,False,True,66.511,"LINESTRING (8.3241734 47.465686, 8.3248405 47.4657275, 8.325054 47.4657439)",,,,
24645552,Erlenstrasse,residential,30,False,False,147.522,"LINESTRING (8.3205474 47.4632787, 8.3210688 47.4630553, 8.3213516 47.4629416, 8.3216311 47.4628286, 8.3217294 47.4627776, 8.3220669 47.4625248, 8.3221123 47.4624955)",,,,
193095224,Lägernstrasse,residential,30,False,False,72.957,"LINESTRING (8.3205474 47.4632787, 8.3202792 47.4630046, 8.319991 47.4627414)",,,,
379085447,Schönenbühlstrasse,residential,30,False,False,17.373,"LINESTRING (8.3308073 47.4697585, 8.3306962 47.4696215)",,,,
24645597,Rigistrasse,residential,30,False,True,45.681,"LINESTRING (8.3203802 47.4666488, 8.3208241 47.4664419, 8.3208804 47.4664155)",,,,
"[364951576, 24499571]",Dorfstrasse,residential,30,False,False,47.346000000000004,"LINESTRING (8.3288978 47.466746, 8.3290291 47.4668455, 8.3291166 47.4669143, 8.3293637 47.4670274)",,8,,
24499571,Dorfstrasse,residential,30,False,True,92.03699999999999,"LINESTRING (8.3288978 47.466746, 8.3287626 47.4666679, 8.3286528 47.46662, 8.3285354 47.4665814, 8.3284282 47.4665551, 8.3282846 47.46653, 8.3280083 47.4665076, 8.3279033 47.4664983, 8.3277661 47.4664841)",,,,
"[1250693740, 26191127]",Dorfstrasse,residential,30,False,False,126.63000000000002,"LINESTRING (8.3288978 47.466746, 8.3290102 47.4666684, 8.3290341 47.4666399, 8.3290806 47.4665377, 8.3291584 47.4663508, 8.3291994 47.4663134, 8.3294161 47.4661359, 8.329608 47.4660307, 8.3297581 47.4659354, 8.3297848 47.4659182, 8.3298893 47.4658649)",,,,
"[26191136, 1089313149]",Dufourstrasse,residential,50,False,True,122.392,"LINESTRING (8.3233517 47.4685918, 8.3229276 47.467993, 8.3227011 47.467655, 8.3226579 47.4675961)",,,,
"[1090834189, 27990334]",Flurweg,residential,30,False,False,150.017,"LINESTRING (8.3295163 47.4642856, 8.3294322 47.4641877, 8.3292348 47.4639435, 8.3292524 47.46391, 8.3293042 47.4638118, 8.3290501 47.4635182, 8.3290154 47.4634781, 8.3287087 47.4631441, 8.3286712 47.4631157)",,,,
1100941910,Sonneggstrasse,residential,30,False,False,23.784,"LINESTRING (8.3219266 47.4620615, 8.3217148 47.4621432, 8.3216519 47.4621676)",,,,
1110488856,Mythenstrasse,residential,30,True,False,93.70800000000001,"LINESTRING (8.3249718 47.4650854, 8.3246028 47.4652833, 8.3242853 47.4654518, 8.3242076 47.4655331, 8.3241817 47.4656487, 8.3241734 47.465686)",,,,
1110488858,Mythenstrasse,residential,30,False,True,34.234,"LINESTRING (8.3249718 47.4650854, 8.3252703 47.4649253, 8.3253259 47.4648919)",,,,
115616801,Maifeldstrasse,residential,30,False,True,33.376000000000005,"LINESTRING (8.3328033 47.4622908, 8.332671 47.4623348, 8.3325445 47.4623799, 8.3324476 47.4624604)",,,,
