osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,lanes,junction
"[26191123, 1188394173]",Dorfstrasse,residential,30,False,False,97.946,"LINESTRING (8.3295268 47.4670874, 8.3296267 47.4670657, 8.3297227 47.4670482, 8.3298515 47.46705, 8.3300394 47.4670874, 8.3302844 47.4671592, 8.3307787 47.4672351)",,,,
24084504,Schartenstrasse,residential,50,False,False,174.908,"LINESTRING (8.3273768 47.4683011, 8.3275532 47.4682802, 8.3283449 47.4681731, 8.3292642 47.4680488, 8.3295129 47.4680151, 8.3296612 47.4680037)",,,,
24084504,Schartenstrasse,residential,50,False,True,92.932,"LINESTRING (8.3273768 47.4683011, 8.326943 47.4683611, 8.3266399 47.4684266, 8.3265128 47.4684541, 8.3261979 47.4685441)",,,,
24208375,St. Bernhardstrasse,residential,30,False,False,46.0,"LINESTRING (8.3273768 47.4683011, 8.3273932 47.4683397, 8.3276355 47.4686754)",,,1,
"[122749457, 1188394172]",St. Bernhardstrasse,residential,50,False,False,151.12800000000001,"LINESTRING (8.3273768 47.4683011, 8.3273454 47.4682049, 8.3272999 47.4680231, 8.3272288 47.4678139, 8.3272076 47.467655, 8.327207 47.4675422, 8.3272327 47.4673884, 8.327294 47.467228, 8.327397 47.4669684)",,,,
"[26191131, 115621822]",Stiegelenstrasse,residential,30,False,False,266.23199999999997,"LINESTRING (8.327397 47.4669684, 8.3273311 47.4669528, 8.3271755 47.4669408, 8.3269541 47.4669534, 8.3267516 47.4669878, 8.326551 47.4670333, 8.3264244 47.4670837, 8.3263988 47.4670939, 8.3256919 47.4673755, 8.3253202 47.4675286, 8.3251124 47.4676119, 8.3250455 47.4676376, 8.3247844 47.4677377, 8.3244967 47.4678481, 8.3242398 47.4679403)",,,,
1188394172,St. Bernhardstrasse,residential,50,False,False,49.56600000000001,"LINESTRING (8.327397 47.4669684, 8.3275028 47.4667715, 8.3275604 47.4666451, 8.3275692 47.4666238, 8.3275964 47.466544)",,,,
"[122749457, 1188394172]",St. Bernhardstrasse,residential,50,False,True,151.12800000000001,"LINESTRING (8.327397 47.4669684, 8.327294 47.467228, 8.3272327 47.4673884, 8.327207 47.4675422, 8.3272076 47.467655, 8.3272288 47.4678139, 8.3272999 47.4680231, 8.3273454 47.4682049, 8.3273768 47.4683011)",,,,
"[1199455802, 1199455804, 1199457949, 57379727]",Zentralstrasse,residential,50,False,False,335.105,"LINESTRING (8.3206016 47.4660413, 8.320624 47.4660051, 8.3206792 47.4659649, 8.3208614 47.4658707, 8.321543 47.4655183, 8.3226202 47.4649531, 8.3234288 47.4645406, 8.3236589 47.4644231, 8.3240121 47.4642429, 8.3241138 47.4641952)",,,,
"[1199457946, 1199457950]",Staffelstrasse,residential,50,False,True,47.133,"LINESTRING (8.3206016 47.4660413, 8.3206078 47.4660971, 8.3206487 47.4661487, 8.3208804 47.4664155)",,,,
"[1199457948, 957829077]",Staffelstrasse,residential,"['50', '30']",False,False,43.977,"LINESTRING (8.3206016 47.4660413, 8.3204542 47.4659587, 8.3203326 47.4658513, 8.3202245 47.4657428)",,,,
"[1199438304, 25932592, 1199438299, 1199455799, 1199455803]",Zentralstrasse,residential,50,False,False,242.27400000000003,"LINESTRING (8.3244333 47.4640107, 8.3245318 47.4639613, 8.3247402 47.4638559, 8.3250847 47.4636968, 8.3252189 47.4636326, 8.3253231 47.4635824, 8.3254247 47.4635334, 8.3264495 47.4630553, 8.3266396 47.4629737, 8.3269824 47.4628352, 8.3270978 47.4627867)",,,2,
25932594,,tertiary,,True,False,25.36,"LINESTRING (8.3244333 47.4640107, 8.3244707 47.464052, 8.3244854 47.4640994, 8.3244757 47.4641474, 8.3244427 47.4641904, 8.3244073 47.464215)",,,,roundabout
25932599,Landstrasse,secondary,50,False,False,75.86699999999999,"LINESTRING (8.328887 47.4648704, 8.3290453 47.4647845, 8.3295201 47.4645047, 8.3296526 47.464426)",295,,2,
25932599,Landstrasse,secondary,50,False,True,188.659,"LINESTRING (8.328887 47.4648704, 8.3287095 47.464961, 8.328494 47.465071, 8.3283137 47.4651461, 8.3273795 47.4655434, 8.3269009 47.4657504, 8.3267876 47.4657983)",295,,2,
"[702466311, 122425935]",Bahnhofstrasse,residential,50,False,False,147.26299999999998,"LINESTRING (8.328887 47.4648704, 8.328783 47.4647654, 8.3286106 47.4645914, 8.328279 47.4641022, 8.3281216 47.463717, 8.3281016 47.463668)",,,,
1250693733,Kirchstrasse,residential,30,False,True,89.732,"LINESTRING (8.328887 47.4648704, 8.3289932 47.4649569, 8.3292345 47.4651533, 8.3296273 47.4655032)",,,,
702466311,Bahnhofstrasse,residential,50,False,False,15.144,"LINESTRING (8.3281016 47.463668, 8.328052 47.463536)",,,,
"[122425935, 702466311]",Bahnhofstrasse,residential,50,False,True,147.26299999999998,"LINESTRING (8.3281016 47.463668, 8.3281216 47.463717, 8.328279 47.4641022, 8.3286106 47.4645914, 8.328783 47.4647654, 8.328887 47.4648704)",,,,
24645514,Platanenstrasse,residential,30,False,False,67.805,"LINESTRING (8.3261205 47.4622396, 8.326088 47.4622773, 8.3259815 47.462383, 8.3254702 47.4626524)",,,,
33678633,Winernstrasse,residential,30,False,False,36.856,"LINESTRING (8.3261205 47.4622396, 8.3261528 47.4622066, 8.3263913 47.4619633)",,,,
1199438300,Bahnhofstrasse,residential,50,False,False,147.51899999999998,"LINESTRING (8.3261205 47.4622396, 8.3256886 47.4620803, 8.324522 47.46165, 8.3243979 47.4616042)",,,,
"[1199438300, 1199438301]",Bahnhofstrasse,residential,50,False,True,72.75,"LINESTRING (8.3261205 47.4622396, 8.3262534 47.4622883, 8.3265862 47.4624101, 8.3268109 47.4625012, 8.3269569 47.4625678)",,,,
1199438300,Bahnhofstrasse,residential,50,False,False,19.764,"LINESTRING (8.3243979 47.4616042, 8.3241777 47.4615071)",,,,
1199438300,Bahnhofstrasse,residential,50,False,True,147.519,"LINESTRING (8.3243979 47.4616042, 8.324522 47.46165, 8.3256886 47.4620803, 8.3261205 47.4622396)",,,,
24645514,Platanenstrasse,residential,30,False,True,67.805,"LINESTRING (8.3254702 47.4626524, 8.3259815 47.462383, 8.326088 47.4622773, 8.3261205 47.4622396)",,,,
24645515,Pelikanstrasse,residential,30,True,False,213.188,"LINESTRING (8.3254702 47.4626524, 8.3245994 47.4623408, 8.3240416 47.4621324, 8.3239794 47.462093, 8.3238939 47.4620389, 8.3237618 47.4619148, 8.324345 47.4616334, 8.3243979 47.4616042)",,,,
24645516,Platanenstrasse,residential,30,False,False,132.204,"LINESTRING (8.3254702 47.4626524, 8.3247769 47.4629603, 8.3241937 47.4627645, 8.323956 47.4626671)",,,,
24645516,Platanenstrasse,residential,30,False,True,132.204,"LINESTRING (8.323956 47.4626671, 8.3241937 47.4627645, 8.3247769 47.4629603, 8.3254702 47.4626524)",,,,
24645552,Erlenstrasse,residential,30,False,True,147.522,"LINESTRING (8.3221123 47.4624955, 8.3220669 47.4625248, 8.3217294 47.4627776, 8.3216311 47.4628286, 8.3213516 47.4629416, 8.3210688 47.4630553, 8.3205474 47.4632787)",,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,False,138.046,"LINESTRING (8.3221123 47.4624955, 8.3231372 47.463251, 8.3233618 47.4634051)",K 425,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,True,50.287000000000006,"LINESTRING (8.3221123 47.4624955, 8.3219009 47.462337, 8.3216519 47.4621676)",K 425,,,
24645558,Frohsinnstrasse,residential,30,False,False,134.913,"LINESTRING (8.319991 47.4627414, 8.3214179 47.4620761, 8.3214661 47.4620505)",,,,
193095224,Lägernstrasse,residential,30,False,True,72.957,"LINESTRING (8.319991 47.4627414, 8.3202792 47.4630046, 8.3205474 47.4632787)",,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,True,20.008,"LINESTRING (8.320589 47.4615705, 8.3203734 47.461465)",K 425,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,False,19.404,"LINESTRING (8.320589 47.4615705, 8.3206453 47.4615981, 8.3207981 47.4616728)",K 425,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,False,19.096,"LINESTRING (8.3214661 47.4620505, 8.3216519 47.4621676)",K 425,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,True,15.779,"LINESTRING (8.3214661 47.4620505, 8.3213118 47.4619543)",K 425,,,
24645558,Frohsinnstrasse,residential,30,False,True,134.913,"LINESTRING (8.3214661 47.4620505, 8.3214179 47.4620761, 8.319991 47.4627414)",,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,False,20.008,"LINESTRING (8.3203734 47.461465, 8.320589 47.4615705)",K 425,,,
24645569,Albisstrasse,residential,30,False,False,229.33,"LINESTRING (8.3203734 47.461465, 8.320412 47.4614255, 8.3211217 47.4608461, 8.3214109 47.4609715, 8.3216216 47.4610669, 8.3216453 47.4611, 8.32164 47.4611457, 8.3212778 47.461393, 8.320853 47.4616371, 8.3207981 47.4616728)",,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,False,15.779,"LINESTRING (8.3213118 47.4619543, 8.3214661 47.4620505)",K 425,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,True,49.711,"LINESTRING (8.3213118 47.4619543, 8.321237 47.4619133, 8.3209463 47.4617541, 8.3207981 47.4616728)",K 425,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,True,19.096,"LINESTRING (8.3216519 47.4621676, 8.3214661 47.4620505)",K 425,,,
58108839,Alberich Zwyssigstrasse,tertiary,50,False,False,50.287000000000006,"LINESTRING (8.3216519 47.4621676, 8.3219009 47.462337, 8.3221123 47.4624955)",K 425,,,
1100941910,Sonneggstrasse,residential,30,False,True,23.784,"LINESTRING (8.3216519 47.4621676, 8.3217148 47.4621432, 8.3219266 47.4620615)",,,,
1100941911,Sonneggstrasse,residential,30,True,False,133.965,"LINESTRING (8.3234746 47.4614647, 8.3219266 47.4620615)",,,,
"[1199457947, 957829077]",Staffelstrasse,residential,30,False,True,35.683,"LINESTRING (8.3199738 47.4654703, 8.320093 47.465601, 8.3201752 47.4656912, 8.3202245 47.4657428)",,,,
24645575,Altenburgstrasse,residential,30,False,True,115.87800000000001,"LINESTRING (8.3222946 47.4656008, 8.322796 47.465616, 8.3229534 47.4656224, 8.3238326 47.4656693)",,,,
24645576,Altenburgstrasse,residential,30,False,True,25.686,"LINESTRING (8.3238326 47.4656693, 8.3241734 47.465686)",,,,
24645575,Altenburgstrasse,residential,30,False,False,115.878,"LINESTRING (8.3238326 47.4656693, 8.3229534 47.4656224, 8.322796 47.465616, 8.3222946 47.4656008)",,,,
24645599,Mythenstrasse,residential,30,False,True,115.66499999999999,"LINESTRING (8.3238326 47.4656693, 8.3237977 47.465746, 8.3226802 47.4662813, 8.322648 47.4663075)",,,,
24645576,Altenburgstrasse,residential,30,False,False,66.511,"LINESTRING (8.325054 47.4657439, 8.3248405 47.4657275, 8.3241734 47.465686)",,,,
51426464,Mattenstrasse,residential,30,False,False,80.48899999999999,"LINESTRING (8.325054 47.4657439, 8.3253304 47.4656216, 8.3258897 47.4653744, 8.3259502 47.4653478)",,,,
51426464,Mattenstrasse,residential,30,False,True,150.15300000000002,"LINESTRING (8.325054 47.4657439, 8.324822 47.4658499, 8.3247698 47.4658738, 8.3234293 47.4664733, 8.3233887 47.4664895)",,,,
13209124,Landstrasse,secondary,50,False,True,14.397,"LINESTRING (8.3202297 47.4686661, 8.320068 47.4687355)",295,,2,
13209124,Landstrasse,secondary,50,False,False,52.893,"LINESTRING (8.3202297 47.4686661, 8.3204308 47.4685798, 8.3208238 47.4684112)",295,,2,
24645579,Rütlistrasse,residential,30,True,False,41.657,"LINESTRING (8.3206548 47.4678458, 8.3201928 47.4680527)",,,,
51870014,Rütlistrasse,residential,30,False,True,91.465,"LINESTRING (8.3206548 47.4678458, 8.3216203 47.4674177, 8.3216751 47.4673979)",,,,
1199457950,Staffelstrasse,residential,50,False,False,28.428,"LINESTRING (8.3216751 47.4673979, 8.321504 47.4671699)",,,,
51870014,Rütlistrasse,residential,30,False,False,91.465,"LINESTRING (8.3216751 47.4673979, 8.3216203 47.4674177, 8.3206548 47.4678458)",,,,
"[28426875, 1199457950]",Staffelstrasse,residential,50,False,True,49.808,"LINESTRING (8.3216751 47.4673979, 8.3217139 47.4674429, 8.3218375 47.4675775, 8.3219465 47.4676962, 8.3220299 47.467776)",,,,
1199457950,Staffelstrasse,residential,50,False,False,8.452,"LINESTRING (8.321504 47.4671699, 8.3214526 47.4671023)",,,,
1199457950,Staffelstrasse,residential,50,False,True,28.428,"LINESTRING (8.321504 47.4671699, 8.3216751 47.4673979)",,,,
1199457950,Staffelstrasse,residential,50,False,False,42.677,"LINESTRING (8.3212054 47.4667919, 8.3209203 47.46646)",,,,
1199457950,Staffelstrasse,residential,50,False,True,39.2,"LINESTRING (8.3212054 47.4667919, 8.3213853 47.4670155, 8.3214526 47.4671023)",,,,
1199457950,Staffelstrasse,residential,50,False,False,5.786,"LINESTRING (8.3209203 47.46646, 8.3208804 47.4664155)",,,,
1199457950,Staffelstrasse,residential,50,False,True,42.677,"LINESTRING (8.3209203 47.46646, 8.3212054 47.4667919)",,,,
"[1199457947, 957829077]",Staffelstrasse,residential,30,False,False,35.683,"LINESTRING (8.3202245 47.4657428, 8.3201752 47.4656912, 8.320093 47.465601, 8.3199738 47.4654703)",,,,
"[1199457948, 957829077]",Staffelstrasse,residential,"['30', '50']",False,True,43.977000000000004,"LINESTRING (8.3202245 47.4657428, 8.3203326 47.4658513, 8.3204542 47.4659587, 8.3206016 47.4660413)",,,,
24645587,J.J. Ryffelstrasse,residential,30,False,True,64.86500000000001,"LINESTRING (8.3259861 47.4645163, 8.325386 47.4648583, 8.3253259 47.4648919)",,4,,
24645588,J.J. Ryffelstrasse,residential,30,True,False,190.04299999999998,"LINESTRING (8.3259861 47.4645163, 8.326444 47.4642043, 8.326955 47.4639657, 8.327398 47.4637794, 8.3276176 47.4637003, 8.3278669 47.4636834, 8.3280319 47.4636726, 8.3281016 47.463668)",,,,
51426464,Mattenstrasse,residential,30,False,False,150.153,"LINESTRING (8.3233887 47.4664895, 8.3234293 47.4664733, 8.3247698 47.4658738, 8.324822 47.4658499, 8.325054 47.4657439)",,,,
51426464,Mattenstrasse,residential,30,False,True,29.421999999999997,"LINESTRING (8.3233887 47.4664895, 8.3232077 47.4665256, 8.3230889 47.4665357, 8.3230066 47.4665427)",,,,
67141704,Alberich Zwyssigstrasse,tertiary,50,False,False,12.205,"LINESTRING (8.3259502 47.4653478, 8.3260612 47.4654279)",K 425,,,
51426464,Mattenstrasse,residential,30,False,True,80.489,"LINESTRING (8.3259502 47.4653478, 8.3258897 47.4653744, 8.3253304 47.4656216, 8.325054 47.4657439)",,,,
67141704,Alberich Zwyssigstrasse,tertiary,50,False,True,69.082,"LINESTRING (8.3259502 47.4653478, 8.3257692 47.4652153, 8.3253259 47.4648919)",K 425,,,
24645598,Fliederstrasse,residential,30,False,True,38.232,"LINESTRING (8.322648 47.4663075, 8.3229437 47.4664623, 8.3229835 47.46651, 8.3230066 47.4665427)",,,,
24645599,Mythenstrasse,residential,30,False,False,115.66499999999999,"LINESTRING (8.322648 47.4663075, 8.3226802 47.4662813, 8.3237977 47.465746, 8.3238326 47.4656693)",,,,
749365433,Fliederstrasse,residential,30,True,False,159.46099999999998,"LINESTRING (8.322648 47.4663075, 8.322327 47.4661368, 8.3220824 47.4659997, 8.3219988 47.4659726, 8.3218949 47.4659939, 8.3209739 47.4664367, 8.3209203 47.46646)",,,,
28426876,Landstrasse,secondary,50,False,True,22.899,"LINESTRING (8.3239107 47.4670329, 8.3236571 47.467147)",295,,2,
28426876,Landstrasse,secondary,50,False,False,232.61,"LINESTRING (8.3239107 47.4670329, 8.3239777 47.4670028, 8.3249822 47.4665784, 8.3250601 47.4665472, 8.3255141 47.4663444, 8.3255942 47.4663121, 8.3258285 47.4662221, 8.3259639 47.4661642, 8.3264239 47.4659585, 8.3265255 47.465915)",295,,2,
"[51870329, 277961902]",Fliederstrasse,residential,"['50', '30']",True,False,72.048,"LINESTRING (8.3239107 47.4670329, 8.3238691 47.4669919, 8.3237094 47.4668249, 8.3234599 47.466564, 8.3233887 47.4664895)",,,,
67141704,Alberich Zwyssigstrasse,tertiary,50,False,True,12.205,"LINESTRING (8.3260612 47.4654279, 8.3259502 47.4653478)",K 425,,,
24645600,Rankstrasse,residential,30,False,False,51.74,"LINESTRING (8.3260612 47.4654279, 8.3261172 47.4653887, 8.3265375 47.465092)",,,,
67141704,Alberich Zwyssigstrasse,tertiary,50,False,False,53.698,"LINESTRING (8.3260612 47.4654279, 8.3261875 47.4655191, 8.3264601 47.4657161, 8.3265528 47.4657782)",K 425,,,
24645600,Rankstrasse,residential,30,False,True,51.74,"LINESTRING (8.3265375 47.465092, 8.3261172 47.4653887, 8.3260612 47.4654279)",,,,
24645601,Rankstrasse,residential,30,True,False,79.339,"LINESTRING (8.3265375 47.465092, 8.3265265 47.4650259, 8.3265053 47.464899, 8.3262375 47.4647016, 8.3259861 47.4645163)",,,,
25932594,,tertiary,,True,False,25.398,"LINESTRING (8.3241299 47.4640019, 8.3241856 47.463976, 8.3242505 47.4639634, 8.3243181 47.4639653, 8.3243811 47.4639817, 8.3244333 47.4640107)",,,,roundabout
"[1199455800, 58108839]",Alberich Zwyssigstrasse,tertiary,50,False,True,87.97900000000001,"LINESTRING (8.3241299 47.4640019, 8.3240546 47.4639477, 8.3238279 47.4637681, 8.3236981 47.4636703, 8.3235965 47.4635937, 8.3233618 47.4634051)",K 425,,,
"[25932593, 1199455801]",Alberich Zwyssigstrasse,tertiary,50,False,False,102.16300000000001,"LINESTRING (8.3244073 47.464215, 8.3244958 47.4642815, 8.3246706 47.4644165, 8.324738 47.4644688, 8.3248463 47.4645503, 8.3249125 47.4645988, 8.324968 47.4646392, 8.3253259 47.4648919)",K 425,,,
25932594,,tertiary,,True,False,24.478,"LINESTRING (8.3244073 47.464215, 8.3243465 47.4642381, 8.3242806 47.4642464, 8.3242131 47.4642401, 8.3241578 47.4642221, 8.3241138 47.4641952)",,,,roundabout
25932594,,tertiary,,True,False,23.593,"LINESTRING (8.3241138 47.4641952, 8.3240879 47.4641685, 8.3240676 47.4641256, 8.3240682 47.4640806, 8.3240898 47.4640378, 8.3241299 47.4640019)",,,,roundabout
"[1199455802, 1199455804, 1199457949, 57379727]",Zentralstrasse,residential,50,False,True,335.105,"LINESTRING (8.3241138 47.4641952, 8.3240121 47.4642429, 8.3236589 47.4644231, 8.3234288 47.4645406, 8.3226202 47.4649531, 8.321543 47.4655183, 8.3208614 47.4658707, 8.3206792 47.4659649, 8.320624 47.4660051, 8.3206016 47.4660413)",,,,
25932595,Bahnhofstrasse,residential,50,True,False,15.338000000000001,"LINESTRING (8.3273365 47.4626632, 8.3273659 47.4626985, 8.3273729 47.4627362, 8.3273635 47.4627658, 8.3273426 47.4627913)",,,,roundabout
25932595,Bahnhofstrasse,residential,50,True,False,21.391000000000002,"LINESTRING (8.3273426 47.4627913, 8.3273299 47.4628012, 8.3272813 47.4628236, 8.3272228 47.4628316, 8.3271677 47.4628246, 8.3271347 47.4628124, 8.3270978 47.4627867)",,,,roundabout
"[702466311, 1199438308, 1199438303]",Bahnhofstrasse,residential,50,False,True,100.69399999999999,"LINESTRING (8.3273426 47.4627913, 8.3274469 47.4628502, 8.3275824 47.4629266, 8.3277536 47.4630656, 8.3278441 47.4631668, 8.3279185 47.4632821, 8.328052 47.463536)",,,,
25932595,Bahnhofstrasse,residential,50,True,False,15.617999999999999,"LINESTRING (8.3270978 47.4627867, 8.327077 47.4627556, 8.3270721 47.4627287, 8.3270843 47.4626896, 8.3271171 47.4626572)",,,,roundabout
