osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,access,width
4603746,1,Schwanenkreisel,primary,True,False,12.137,"LINESTRING (9.0428546 47.4642897, 9.0428936 47.4642828, 9.042934 47.4642838, 9.0429722 47.4642926, 9.0430051 47.4643084)",,50,roundabout,,
4603747,2,Obere Bahnhofstrasse,tertiary,False,False,110.308,"LINESTRING (9.0428546 47.4642897, 9.0428307 47.4642581, 9.0428009 47.4642188, 9.042652 47.4639022, 9.0424415 47.4634164, 9.0424105 47.4633455)",,50,,,
4603746,1,Schwanenkreisel,primary,True,False,19.862,"LINESTRING (9.0430051 47.4643084, 9.0430311 47.4643313, 9.0430456 47.4643586, 9.0430472 47.4643875, 9.0430358 47.4644153, 9.0430124 47.4644395, 9.0429738 47.4644614)",,50,roundabout,,
4603748,2,Lerchenfeldstrasse,primary,False,False,114.36299999999999,"LINESTRING (9.0430051 47.4643084, 9.0430497 47.4642922, 9.0432071 47.464235, 9.0432366 47.4642249, 9.043307 47.4642019, 9.043575 47.4641236, 9.0436996 47.4640949, 9.0437628 47.4640817, 9.043898 47.4640576, 9.0440871 47.4640318, 9.0443454 47.4640062, 9.0444423 47.464001)",7;16,50,,,
23215928,3,Toggenburgerstrasse,primary,False,False,49.943,"LINESTRING (9.0479092 47.463561, 9.0478787 47.4634667, 9.0477773 47.4631208)",16,50,,,
310131993,3,Lerchenfeldstrasse,primary,False,True,90.011,"LINESTRING (9.0479092 47.463561, 9.0476456 47.4635965, 9.0472319 47.4636522, 9.0467325 47.4637104)",7;16,50,,,
5052568,,Johann-Georg-Müller-Strasse,tertiary,True,False,79.868,"LINESTRING (9.0440118 47.4660719, 9.0440751 47.4659943, 9.0442087 47.4658073, 9.0442221 47.4657882, 9.0444373 47.4654147)",,,,,
34691938,2,Haldenstrasse,tertiary,False,False,32.07,"LINESTRING (9.0440118 47.4660719, 9.0438124 47.4659875, 9.0436446 47.4659253)",,,,,
781666876,,Dufourstrasse,tertiary,False,False,115.61999999999999,"LINESTRING (9.0444373 47.4654147, 9.0445264 47.46544, 9.0449578 47.4655665, 9.0457008 47.4657906, 9.0457723 47.4658098, 9.0458473 47.4658299)",,,,,
781666876,,Dufourstrasse,tertiary,False,True,106.89399999999999,"LINESTRING (9.0444373 47.4654147, 9.0437687 47.4652265, 9.0435832 47.4651735, 9.0432979 47.4650921, 9.0432282 47.4650794, 9.0431738 47.4650781, 9.0431549 47.4650777, 9.043114 47.4650809)",,,,,
5052570,2,Dufourstrasse,tertiary,False,False,100.2,"LINESTRING (9.0458473 47.4658299, 9.0459153 47.4658497, 9.0464727 47.4660104, 9.0465331 47.466024, 9.0465919 47.466033, 9.0466392 47.4660361, 9.0466894 47.466036, 9.0467434 47.4660333, 9.0470202 47.4660119, 9.0471182 47.4660051)",,,,,
34482521,,Sonnenhofstrasse,tertiary,True,False,47.81399999999999,"LINESTRING (9.0458473 47.4658299, 9.0458067 47.4658494, 9.0457788 47.4658674, 9.0457627 47.4658835, 9.0457515 47.4659016, 9.0457461 47.465922, 9.0457438 47.4659421, 9.0457443 47.4659744, 9.0457378 47.4659982, 9.0456036 47.4662137)",,,,,
781666876,,Dufourstrasse,tertiary,False,True,115.62,"LINESTRING (9.0458473 47.4658299, 9.0457723 47.4658098, 9.0457008 47.4657906, 9.0449578 47.4655665, 9.0445264 47.46544, 9.0444373 47.4654147)",,,,,
5052570,2,Dufourstrasse,tertiary,False,True,100.20000000000002,"LINESTRING (9.0471182 47.4660051, 9.0470202 47.4660119, 9.0467434 47.4660333, 9.0466894 47.466036, 9.0466392 47.4660361, 9.0465919 47.466033, 9.0465331 47.466024, 9.0464727 47.4660104, 9.0459153 47.4658497, 9.0458473 47.4658299)",,,,,
"[27026697, 34692483]",,"['Weierstrasse', 'Scheibenbergstrasse']",residential,False,False,147.711,"LINESTRING (9.0471182 47.4660051, 9.0471255 47.4660607, 9.0471383 47.4661558, 9.04716 47.4662154, 9.0473178 47.4665233, 9.0473401 47.466614, 9.0473278 47.466709, 9.0472914 47.4667569, 9.0472021 47.4668214, 9.0470735 47.4668925, 9.0466593 47.4670992)",,30,,,
"[881767208, 5052571]",,Grabenstrasse,tertiary,False,False,57.247,"LINESTRING (9.0471182 47.4660051, 9.0471202 47.4659683, 9.0471713 47.4658595, 9.0471956 47.4658142, 9.047263 47.4656932, 9.0472836 47.4656642, 9.0473051 47.4656525, 9.0473446 47.4656457, 9.0475037 47.465636)",,50,,,
5052571,,Grabenstrasse,tertiary,False,True,25.105,"LINESTRING (9.0478376 47.4656317, 9.0477363 47.4656336, 9.0476958 47.465634, 9.0475037 47.465636)",,50,,,
211357030,,Bleichestrasse,residential,False,False,57.129,"LINESTRING (9.0456036 47.4662137, 9.0463039 47.4664133)",,50,,yes,
"[34482521, 1050803906, 34691937]",,"['Sonnenhofstrasse', 'Haldenstrasse']",tertiary,True,False,158.244,"LINESTRING (9.0456036 47.4662137, 9.0454927 47.4663967, 9.0454392 47.4664758, 9.0454196 47.4665002, 9.0453932 47.4665214, 9.0453612 47.4665388, 9.0453248 47.4665515, 9.0453018 47.4665555, 9.0452727 47.4665605, 9.045219 47.4665601, 9.04516 47.4665498, 9.0450951 47.466536, 9.0450494 47.4665229, 9.0449036 47.4664612, 9.0447786 47.4664027, 9.0446793 47.4663561, 9.0440118 47.4660719)",,,,,
"[26982506, 241610579, 241610580, 732393912, 763205340, 33773471]","['2', '3']","['Untere Bahnhofstrasse', 'Obere Bahnhofstrasse']",tertiary,False,False,213.88899999999998,"LINESTRING (9.0421972 47.4628828, 9.0421522 47.4627606, 9.0420578 47.4625629, 9.0420471 47.4625235, 9.0420461 47.462499, 9.0420497 47.4624728, 9.0420639 47.4624465, 9.0420897 47.4624245, 9.0421142 47.4624138, 9.0421749 47.4623944, 9.0422611 47.4623754, 9.042594 47.4623019, 9.0431482 47.4621796, 9.0432839 47.4621556, 9.0434203 47.462142, 9.0435497 47.4621341, 9.0437815 47.462142, 9.0440187 47.4621698, 9.0441134 47.4621741, 9.0441516 47.4621759)",,50,,,
"[715021162, 4603747]",2,Obere Bahnhofstrasse,tertiary,False,True,53.900000000000006,"LINESTRING (9.0421972 47.4628828, 9.0422485 47.4629817, 9.0424105 47.4633455)",,50,,,
"[350932036, 743104778, 743104779, 715021163, 743104781, 743104780, 741319003, 763205341]",2,Weststrasse,unclassified,False,False,80.43900000000002,"LINESTRING (9.0421972 47.4628828, 9.0419856 47.4629148, 9.0418772 47.4629238, 9.041807 47.4629301, 9.0417344 47.4629355, 9.0416489 47.4629426, 9.0415634 47.4629496, 9.041478 47.4629567, 9.0413925 47.4629637, 9.0411383 47.4629824)",,50,,,
241611455,1,Ilgekreisel,tertiary,True,False,15.342,"LINESTRING (9.0441516 47.4621759, 9.0441617 47.4621518, 9.0441751 47.4621364, 9.0442003 47.4621214, 9.0442397 47.4621122, 9.0442733 47.4621136, 9.0443025 47.4621219)",,50,roundabout,,
"[26982506, 241610579, 241610580, 732393912, 763205340, 33773471]","['2', '3']","['Untere Bahnhofstrasse', 'Obere Bahnhofstrasse']",tertiary,False,True,213.88899999999995,"LINESTRING (9.0441516 47.4621759, 9.0441134 47.4621741, 9.0440187 47.4621698, 9.0437815 47.462142, 9.0435497 47.4621341, 9.0434203 47.462142, 9.0432839 47.4621556, 9.0431482 47.4621796, 9.042594 47.4623019, 9.0422611 47.4623754, 9.0421749 47.4623944, 9.0421142 47.4624138, 9.0420897 47.4624245, 9.0420639 47.4624465, 9.0420497 47.4624728, 9.0420461 47.462499, 9.0420471 47.4625235, 9.0420578 47.4625629, 9.0421522 47.4627606, 9.0421972 47.4628828)",,50,,,
111530571,,Untere Bahnhofstrasse,tertiary,True,False,55.146,"LINESTRING (9.0449785 47.462532, 9.0448665 47.4624784, 9.0447242 47.4624254, 9.0445844 47.4623782, 9.0444864 47.4623536, 9.0443355 47.4622963)",,50,,,
241611459,1,Jupiterkreisel,tertiary,True,False,6.684,"LINESTRING (9.0449785 47.462532, 9.0449914 47.4625038, 9.0450181 47.4624791)",,50,roundabout,,
23215927,2,Mattstrasse,tertiary,False,False,87.094,"LINESTRING (9.0452354 47.4625083, 9.0452563 47.4624969, 9.0453377 47.4624526, 9.0457651 47.4624058, 9.0463525 47.4623452)",,50,,,
241611459,1,Jupiterkreisel,tertiary,True,False,9.85,"LINESTRING (9.0452354 47.4625083, 9.045246 47.4625374, 9.0452428 47.4625653, 9.0452251 47.4625935)",,50,roundabout,,
26982520,,Poststrasse,residential,True,False,143.015,"LINESTRING (9.045121 47.4626352, 9.0451811 47.4627317, 9.0452158 47.4627845, 9.0453678 47.463048, 9.0453902 47.4630925, 9.0454737 47.4633616, 9.045562 47.4636465, 9.0456049 47.4637838, 9.0456293 47.4638697)",,,,,
241611459,1,Jupiterkreisel,tertiary,True,False,8.515999999999998,"LINESTRING (9.045121 47.4626352, 9.0450682 47.4626305, 9.0450172 47.4626091)",,50,roundabout,,
"[670417513, 442257130, 429367771, 670417518]",2,Bahnhofplatz,residential,False,False,122.715,"LINESTRING (9.0411383 47.4629824, 9.0411169 47.4628813, 9.0411002 47.4627976, 9.0410876 47.4627724, 9.0410646 47.4627453, 9.0410312 47.4627227, 9.04097 47.4627064, 9.0408991 47.4627075, 9.0406114 47.4627269, 9.0398188 47.4627882)",,50,,,
"[442257131, 241610581]",,Weststrasse,unclassified,False,False,88.20299999999999,"LINESTRING (9.0411383 47.4629824, 9.041079 47.4629854, 9.0408297 47.4630016, 9.040499 47.4630238, 9.0401195 47.4630573, 9.0399721 47.4630685)",,30,,,
"[350932036, 743104778, 743104779, 743104780, 743104781, 715021163, 741319003, 763205341]",2,Weststrasse,unclassified,False,True,80.43900000000001,"LINESTRING (9.0411383 47.4629824, 9.0413925 47.4629637, 9.041478 47.4629567, 9.0415634 47.4629496, 9.0416489 47.4629426, 9.0417344 47.4629355, 9.041807 47.4629301, 9.0418772 47.4629238, 9.0419856 47.4629148, 9.0421972 47.4628828)",,50,,,
23215930,,Weststrasse,residential,True,False,91.694,"LINESTRING (9.0399721 47.4630685, 9.0387581 47.4631484)",,30,,yes,4.2
26989771,,Winkelriedstrasse,residential,False,True,59.778999999999996,"LINESTRING (9.0399721 47.4630685, 9.0399785 47.4631237, 9.0400471 47.4636037)",,30,,,7.5
"[442257131, 241610581]",,Weststrasse,unclassified,False,True,88.203,"LINESTRING (9.0399721 47.4630685, 9.0401195 47.4630573, 9.040499 47.4630238, 9.0408297 47.4630016, 9.041079 47.4629854, 9.0411383 47.4629824)",,30,,,
581624504,,Weststrasse,residential,False,False,90.083,"LINESTRING (9.0376491 47.4632345, 9.036459 47.4633292)",,30,,,
"[814906388, 26293070]",,Hadwig-Strasse,residential,False,False,59.819,"LINESTRING (9.0376491 47.4632345, 9.0376575 47.4632838, 9.0377145 47.4636939, 9.0377251 47.46377)",,30,,,
35565261,,Gallusstrasse,residential,False,True,88.377,"LINESTRING (9.0377251 47.46377, 9.0376518 47.4637749, 9.0373458 47.4637963, 9.0365553 47.4638491)",,30,,,
193387715,,Hadwig-Strasse,residential,False,False,62.995000000000005,"LINESTRING (9.0377251 47.46377, 9.0377348 47.4638294, 9.0378171 47.4643331)",,30,,,
581624499,,Gallusstrasse,residential,False,False,83.84,"LINESTRING (9.0377251 47.46377, 9.0378135 47.4637636, 9.0388339 47.4636888)",,30,,,
"[814906388, 26293070]",,Hadwig-Strasse,residential,False,True,59.819,"LINESTRING (9.0377251 47.46377, 9.0377145 47.4636939, 9.0376575 47.4632838, 9.0376491 47.4632345)",,30,,,
26989771,,Winkelriedstrasse,residential,False,False,59.778999999999996,"LINESTRING (9.0400471 47.4636037, 9.0399785 47.4631237, 9.0399721 47.4630685)",,30,,,7.5
27993289,,Winkelriedstrasse,residential,False,False,63.01199999999999,"LINESTRING (9.0400471 47.4636037, 9.0400551 47.4636561, 9.0401242 47.4641108, 9.0401328 47.4641674)",,30,,,
581624499,,Gallusstrasse,residential,False,True,91.691,"LINESTRING (9.0400471 47.4636037, 9.0399687 47.4636088, 9.0388339 47.4636888)",,30,,,
"[27993290, 630682052]",,"['Gallusstrasse', 'Notkerstrasse']",residential,False,"[False, True]",147.821,"LINESTRING (9.0400471 47.4636037, 9.0401121 47.4635989, 9.0411556 47.463528, 9.041179 47.4635372, 9.041198 47.4635502, 9.0412113 47.4635661, 9.0412179 47.4635839, 9.0412819 47.464085)",,30,,,
26292905,2,Zürcherstrasse,primary,False,True,262.894,"LINESTRING (9.0402096 47.4646723, 9.0400916 47.4646809, 9.0393514 47.4647339, 9.038971 47.4647642, 9.0387139 47.4647826, 9.0384219 47.4648043, 9.03817 47.464823, 9.0380596 47.4648312, 9.037882 47.4648447, 9.0369195 47.4649169, 9.0367334 47.4649307)",7,50,,,
27993289,,Winkelriedstrasse,residential,False,True,56.439,"LINESTRING (9.0402096 47.4646723, 9.0401882 47.4645318, 9.0401836 47.464501, 9.0401406 47.4642182, 9.0401328 47.4641674)",,30,,,
554681097,2,Zürcherstrasse,primary,False,False,88.594,"LINESTRING (9.0402096 47.4646723, 9.0407572 47.4646305, 9.0410969 47.4646063, 9.0413808 47.4645836)",7,50,,,
38494306,,St. Peterstrasse,residential,True,False,38.024,"LINESTRING (9.0447654 47.4639914, 9.0447882 47.464039, 9.0448046 47.4640732, 9.0448412 47.4641448, 9.0448699 47.4641978, 9.0449107 47.464273, 9.0449317 47.4643143)",,,,,
111530577,2,Lerchenfeldstrasse,primary,False,False,66.342,"LINESTRING (9.0447654 47.4639914, 9.0450869 47.4639473, 9.0453565 47.4639104, 9.0454305 47.4639002, 9.045478 47.4638937, 9.0456293 47.4638697)",7;16,50,,,
111530585,2,Lerchenfeldstrasse,primary,False,True,24.317999999999998,"LINESTRING (9.0447654 47.4639914, 9.0446442 47.4639941, 9.0445638 47.4639985, 9.0444423 47.464001)",7;16,50,,,
26292912,,Schillerstrasse,residential,False,False,63.509,"LINESTRING (9.0365553 47.4638491, 9.0365676 47.463893, 9.0366488 47.4644166)",,30,,,
35565261,,Gallusstrasse,residential,False,False,88.37700000000001,"LINESTRING (9.0365553 47.4638491, 9.0373458 47.4637963, 9.0376518 47.4637749, 9.0377251 47.46377)",,30,,,
26292905,2,Zürcherstrasse,primary,False,False,262.894,"LINESTRING (9.0367334 47.4649307, 9.0369195 47.4649169, 9.037882 47.4648447, 9.0380596 47.4648312, 9.03817 47.464823, 9.0384219 47.4648043, 9.0387139 47.4647826, 9.038971 47.4647642, 9.0393514 47.4647339, 9.0400916 47.4646809, 9.0402096 47.4646723)",7,50,,,
26292912,,Schillerstrasse,residential,False,True,57.518,"LINESTRING (9.0367334 47.4649307, 9.0367057 47.4647574, 9.0366488 47.4644166)",,30,,,
26982504,,Pestalozzistrasse,residential,False,False,86.866,"LINESTRING (9.0401328 47.4641674, 9.0402013 47.464162, 9.04123 47.4640887, 9.0412819 47.464085)",,30,,,
26982504,,Pestalozzistrasse,residential,False,True,92.03499999999998,"LINESTRING (9.0401328 47.4641674, 9.0400569 47.4641725, 9.0392075 47.4642315, 9.0389149 47.4642519)",,30,,,
27993289,,Winkelriedstrasse,residential,False,False,56.43899999999999,"LINESTRING (9.0401328 47.4641674, 9.0401406 47.4642182, 9.0401836 47.464501, 9.0401882 47.4645318, 9.0402096 47.4646723)",,30,,,
27993289,,Winkelriedstrasse,residential,False,True,63.01199999999999,"LINESTRING (9.0401328 47.4641674, 9.0401242 47.4641108, 9.0400551 47.4636561, 9.0400471 47.4636037)",,30,,,
26292912,,Schillerstrasse,residential,False,False,57.518,"LINESTRING (9.0366488 47.4644166, 9.0367057 47.4647574, 9.0367334 47.4649307)",,30,,,
26292912,,Schillerstrasse,residential,False,True,63.509,"LINESTRING (9.0366488 47.4644166, 9.0365676 47.463893, 9.0365553 47.4638491)",,30,,,
26982504,,Pestalozzistrasse,residential,False,False,88.316,"LINESTRING (9.0366488 47.4644166, 9.0367399 47.4644109, 9.0375929 47.4643502, 9.0378171 47.4643331)",,30,,,
241611455,1,Ilgekreisel,tertiary,True,False,11.568999999999999,"LINESTRING (9.0443025 47.4621219, 9.0443272 47.4621372, 9.0443445 47.4621617, 9.0443452 47.4621902, 9.0443303 47.4622139)",,50,roundabout,,
"[27119545, 478626004]","['2', '3']",Hubstrasse,tertiary,False,False,28.692,"LINESTRING (9.0443025 47.4621219, 9.0443105 47.462104, 9.0443369 47.4620447, 9.0443564 47.4620016, 9.0443384 47.4619328, 9.0443041 47.4618748)",,50,,,
241611455,1,Ilgekreisel,tertiary,True,False,11.926,"LINESTRING (9.0442566 47.4622421, 9.0442233 47.4622395, 9.0441886 47.4622269, 9.044167 47.4622095, 9.0441556 47.462188, 9.0441516 47.4621759)",,50,roundabout,,
25362915,2,Churfirstenstrasse,unclassified,False,False,81.751,"LINESTRING (9.0443041 47.4618748, 9.0443797 47.4618457, 9.0444198 47.4618123, 9.044441 47.4617601, 9.0444524 47.4617016, 9.0445409 47.4612504, 9.0445678 47.4611879)",,,,,
"[27119545, 478626004]","['2', '3']",Hubstrasse,tertiary,False,True,28.692,"LINESTRING (9.0443041 47.4618748, 9.0443384 47.4619328, 9.0443564 47.4620016, 9.0443369 47.4620447, 9.0443105 47.462104, 9.0443025 47.4621219)",,50,,,
"[35094273, 478626050, 441762647]",2,Hubstrasse,tertiary,False,False,75.57300000000001,"LINESTRING (9.0443041 47.4618748, 9.0441323 47.4617181, 9.0439774 47.461502, 9.0438198 47.461316, 9.0437969 47.4612902)",,"['40', '50']",,,
581624504,,Weststrasse,residential,False,True,90.083,"LINESTRING (9.036459 47.4633292, 9.0376491 47.4632345)",,30,,,
581624499,,Gallusstrasse,residential,False,False,91.691,"LINESTRING (9.0388339 47.4636888, 9.0399687 47.4636088, 9.0400471 47.4636037)",,30,,,
581624499,,Gallusstrasse,residential,False,True,83.84,"LINESTRING (9.0388339 47.4636888, 9.0378135 47.4637636, 9.0377251 47.46377)",,30,,,
23215930,,Weststrasse,residential,True,False,83.917,"LINESTRING (9.0387581 47.4631484, 9.0376491 47.4632345)",,30,,yes,4.2
193387714,,Bedastrasse,residential,True,False,60.359,"LINESTRING (9.0387581 47.4631484, 9.0387658 47.4632034, 9.0388252 47.4636266, 9.0388339 47.4636888)",,30,,,
26982504,,Pestalozzistrasse,residential,False,True,81.45,"LINESTRING (9.0423597 47.46401, 9.0412819 47.464085)",,30,,,
27038411,,Alleestrasse,residential,False,True,18.699,"LINESTRING (9.0423597 47.46401, 9.0423015 47.4638465)",,30,,,
27038411,,Alleestrasse,residential,False,False,43.998999999999995,"LINESTRING (9.0423597 47.46401, 9.0425086 47.4643493, 9.0425254 47.4643895)",,30,,,
26982519,2,Untere Bahnhofstrasse,residential,False,True,109.92699999999998,"LINESTRING (9.0465009 47.4630766, 9.0464108 47.4630425, 9.046062 47.4629104, 9.0458767 47.4628402, 9.0453445 47.4626387, 9.0452605 47.4626069, 9.0452251 47.4625935)",,,,,
"[219619825, 1182263326]",1,Untere Bahnhofstrasse,residential,True,False,119.142,"LINESTRING (9.0465009 47.4630766, 9.046962 47.4632471, 9.0472986 47.4633742, 9.0474908 47.4634468, 9.0476548 47.4635032, 9.0477268 47.4635279, 9.0479092 47.463561)",,,,,
26982519,2,Untere Bahnhofstrasse,residential,False,False,109.92699999999999,"LINESTRING (9.0452251 47.4625935, 9.0452605 47.4626069, 9.0453445 47.4626387, 9.0458767 47.4628402, 9.046062 47.4629104, 9.0464108 47.4630425, 9.0465009 47.4630766)",,,,,
241611459,1,Jupiterkreisel,tertiary,True,False,9.395,"LINESTRING (9.0452251 47.4625935, 9.0451938 47.4626166, 9.0451528 47.4626311, 9.045121 47.4626352)",,50,roundabout,,
"[111530577, 310131993]","['2', '3']",Lerchenfeldstrasse,primary,False,False,84.83000000000001,"LINESTRING (9.0456293 47.4638697, 9.0457585 47.46385, 9.0457998 47.4638431, 9.0459103 47.4638247, 9.0464893 47.4637376, 9.0467325 47.4637104)",7;16,50,,,
111530577,2,Lerchenfeldstrasse,primary,False,True,66.342,"LINESTRING (9.0456293 47.4638697, 9.045478 47.4638937, 9.0454305 47.4639002, 9.0453565 47.4639104, 9.0450869 47.4639473, 9.0447654 47.4639914)",7;16,50,,,
241611459,1,Jupiterkreisel,tertiary,True,False,9.349,"LINESTRING (9.0450172 47.4626091, 9.0449949 47.4625895, 9.0449799 47.4625624, 9.0449785 47.462532)",,50,roundabout,,
4603748,2,Lerchenfeldstrasse,primary,False,True,114.36300000000001,"LINESTRING (9.0444423 47.464001, 9.0443454 47.4640062, 9.0440871 47.4640318, 9.043898 47.4640576, 9.0437628 47.4640817, 9.0436996 47.4640949, 9.043575 47.4641236, 9.043307 47.4642019, 9.0432366 47.4642249, 9.0432071 47.464235, 9.0430497 47.4642922, 9.0430051 47.4643084)",7;16,50,,,
26982521,,St. Peterstrasse,residential,True,False,127.092,"LINESTRING (9.0444423 47.464001, 9.0444426 47.4639522, 9.0444446 47.4636765, 9.0444551 47.4632769, 9.0444561 47.4630365, 9.0444328 47.4628588)",,,,,
111530585,2,Lerchenfeldstrasse,primary,False,False,24.317999999999998,"LINESTRING (9.0444423 47.464001, 9.0445638 47.4639985, 9.0446442 47.4639941, 9.0447654 47.4639914)",7;16,50,,,
26982523,,Kanalstrasse,residential,True,False,51.992,"LINESTRING (9.0444328 47.4628588, 9.0447797 47.4627184, 9.0449655 47.4626329, 9.0449742 47.4626289, 9.0450172 47.4626091)",,,,,
25362914,,Untere Bahnhofstrasse,tertiary,True,False,8.456,"LINESTRING (9.0443355 47.4622963, 9.0442886 47.4622641, 9.0442566 47.4622421)",,50,,,
26982522,,St. Peterstrasse,residential,True,False,63.192,"LINESTRING (9.0443355 47.4622963, 9.0443328 47.4623536, 9.0443295 47.4624359, 9.0444198 47.4628052, 9.0444328 47.4628588)",,,,,
"[670417513, 442257130, 429367771, 670417518]",2,Bahnhofplatz,residential,False,True,122.71500000000002,"LINESTRING (9.0398188 47.4627882, 9.0406114 47.4627269, 9.0408991 47.4627075, 9.04097 47.4627064, 9.0410312 47.4627227, 9.0410646 47.4627453, 9.0410876 47.4627724, 9.0411002 47.4627976, 9.0411169 47.4628813, 9.0411383 47.4629824)",,50,,,
35404160,2,Hubstrasse,tertiary,False,False,8.996,"LINESTRING (9.0414254 47.4612984, 9.0413058 47.4612959)",,50,,,
"[27119572, 35404158]",,Säntisstrasse,residential,True,False,149.446,"LINESTRING (9.0414254 47.4612984, 9.0414307 47.4613578, 9.041513 47.4614832, 9.0415665 47.4615811, 9.0415688 47.4616374, 9.041536 47.4616512, 9.0414813 47.4616742, 9.0410955 47.4617089, 9.0406799 47.4617436, 9.0401354 47.4617871)",,30,,,"['5', '6']"
35404160,2,Hubstrasse,tertiary,False,True,39.821,"LINESTRING (9.0414254 47.4612984, 9.0415545 47.4612988, 9.0417142 47.4612992, 9.0419544 47.4612869)",,50,,,
35403865,,Feldstrasse,residential,False,False,35.455,"LINESTRING (9.0368906 47.4613067, 9.0368716 47.4613452, 9.0368561 47.4613807, 9.0367687 47.4616146)",,30,,,
35404159,2,Hubstrasse,tertiary,False,False,150.65699999999998,"LINESTRING (9.0368906 47.4613067, 9.0367822 47.4612937, 9.036707 47.4612833, 9.0366388 47.461272, 9.0365661 47.4612579, 9.0363596 47.4612099, 9.0363175 47.4611967, 9.0362362 47.4611754, 9.0357092 47.4610282, 9.035448 47.4609552, 9.0352975 47.4609132, 9.0350405 47.4608427, 9.0350161 47.460836)",,50,,,
35404159,2,Hubstrasse,tertiary,False,True,82.494,"LINESTRING (9.0368906 47.4613067, 9.0369687 47.4613135, 9.0370382 47.4613167, 9.0371249 47.4613182, 9.0376264 47.4613022, 9.037986 47.4612892)",,50,,,
35404160,2,Hubstrasse,tertiary,False,True,8.996,"LINESTRING (9.0413058 47.4612959, 9.0414254 47.4612984)",,50,,,
35404159,2,Hubstrasse,tertiary,False,False,93.737,"LINESTRING (9.0413058 47.4612959, 9.0409235 47.4612784, 9.0400616 47.4612407)",,50,,,
26982504,,Pestalozzistrasse,residential,False,False,83.017,"LINESTRING (9.0378171 47.4643331, 9.0381015 47.4643121, 9.0383504 47.4642937, 9.0388168 47.4642591, 9.0388876 47.4642539, 9.0389149 47.4642519)",,30,,,
26982504,,Pestalozzistrasse,residential,False,True,88.316,"LINESTRING (9.0378171 47.4643331, 9.0375929 47.4643502, 9.0367399 47.4644109, 9.0366488 47.4644166)",,30,,,
193387715,,Hadwig-Strasse,residential,False,True,62.995000000000005,"LINESTRING (9.0378171 47.4643331, 9.0377348 47.4638294, 9.0377251 47.46377)",,30,,,
