osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,access,width
732393911,,Werkstrasse,unclassified,False,True,168.86599999999999,"LINESTRING (9.0445678 47.4611879, 9.0446087 47.461189, 9.0447008 47.4611915, 9.0448521 47.4611955, 9.0448901 47.4611966, 9.0449138 47.4612008, 9.0449365 47.4612101, 9.0449531 47.4612255, 9.0449611 47.4612424, 9.04496 47.4612636, 9.0449538 47.4612906, 9.0449335 47.4613482, 9.0449232 47.4614122, 9.044919 47.4616445, 9.0449991 47.4617582, 9.0450173 47.4618129, 9.0450049 47.4619874, 9.0449979 47.4620861, 9.0449816 47.4623146, 9.0449529 47.4624245, 9.0449421 47.4624525)",,,,,
119152025,2,Hubstrasse,tertiary,False,False,85.70500000000001,"LINESTRING (9.0430915 47.461243, 9.0429225 47.4612612, 9.042661 47.4612693, 9.0422525 47.4612785, 9.0422442 47.4612782, 9.0419544 47.4612869)",,50,,,
478626068,1,Hubstrasse,tertiary,True,False,33.309,"LINESTRING (9.0430915 47.461243, 9.0433469 47.4611702, 9.0433508 47.4611687, 9.0434429 47.4611379, 9.0434909 47.4611151)",,50,,,
441762646,1,Hubstrasse,tertiary,True,False,16.599,"LINESTRING (9.0437969 47.4612902, 9.043743 47.4612764, 9.0436726 47.4612397, 9.0436035 47.4612213)",,50,,,
"[35094273, 478626050, 441762647]",2,Hubstrasse,tertiary,False,True,75.57300000000001,"LINESTRING (9.0437969 47.4612902, 9.0438198 47.461316, 9.0439774 47.461502, 9.0441323 47.4617181, 9.0443041 47.4618748)",,"['40', '50']",,,
814906392,,Krebsbachweg,living_street,False,False,94.0,"LINESTRING (9.0471506 47.4678565, 9.0470392 47.4677444, 9.0468515 47.4675556, 9.0468095 47.4675076, 9.0467735 47.4674583, 9.0467421 47.4674033, 9.0467238 47.4673454, 9.0467195 47.46729, 9.0467256 47.4672297, 9.0466959 47.4671663, 9.0466593 47.4670992)",,,,,
310131999,2,Toggenburgerstrasse,primary,False,True,5.894,"LINESTRING (9.047612 47.4625304, 9.0476256 47.4625826)",16,50,,,
762518972,1,Toggenburgerstrasse,primary,True,False,37.638999999999996,"LINESTRING (9.047612 47.4625304, 9.0475159 47.4623079, 9.0474744 47.4622497, 9.0474473 47.4622118)",16,50,,,
155077163,,Untere Bahnhofstrasse,tertiary,True,False,6.434,"LINESTRING (9.0449421 47.4624525, 9.0449865 47.462468, 9.0450181 47.4624791)",,50,,,
732393911,,Werkstrasse,unclassified,False,False,168.86600000000007,"LINESTRING (9.0449421 47.4624525, 9.0449529 47.4624245, 9.0449816 47.4623146, 9.0449979 47.4620861, 9.0450049 47.4619874, 9.0450173 47.4618129, 9.0449991 47.4617582, 9.044919 47.4616445, 9.0449232 47.4614122, 9.0449335 47.4613482, 9.0449538 47.4612906, 9.04496 47.4612636, 9.0449611 47.4612424, 9.0449531 47.4612255, 9.0449365 47.4612101, 9.0449138 47.4612008, 9.0448901 47.4611966, 9.0448521 47.4611955, 9.0447008 47.4611915, 9.0446087 47.461189, 9.0445678 47.4611879)",,,,,
"[763205365, 93156862]",2,Bronschhoferstrasse,primary,False,False,69.738,"LINESTRING (9.043114 47.4650809, 9.0430792 47.4649196, 9.0430492 47.4647551, 9.0430276 47.4646669, 9.0430221 47.464646, 9.0430055 47.4645515, 9.0429864 47.4644974, 9.0429738 47.4644614)",16,50,,,
"[763205362, 743148323]",2,Bronschhoferstrasse,primary,False,True,78.426,"LINESTRING (9.043114 47.4650809, 9.0431344 47.4651717, 9.0431485 47.4652681, 9.0431507 47.4653288, 9.0431493 47.4654729, 9.0431362 47.4655456, 9.043098 47.4656806, 9.0430632 47.4657789)",16,50,,,
781666876,,Dufourstrasse,tertiary,False,False,106.89399999999999,"LINESTRING (9.043114 47.4650809, 9.0431549 47.4650777, 9.0431738 47.4650781, 9.0432282 47.4650794, 9.0432979 47.4650921, 9.0435832 47.4651735, 9.0437687 47.4652265, 9.0444373 47.4654147)",,,,,
294929514,,Bronschhoferstrasse,residential,False,True,112.444,"LINESTRING (9.0394988 47.4690596, 9.0394914 47.4691459, 9.0394988 47.4691631, 9.0395152 47.4691767, 9.0395446 47.4691844, 9.0401927 47.4692724, 9.0405611 47.469315, 9.0407315 47.469363, 9.0407884 47.4693838)",,,,,
35404159,2,Hubstrasse,tertiary,False,True,150.65700000000004,"LINESTRING (9.0350161 47.460836, 9.0350405 47.4608427, 9.0352975 47.4609132, 9.035448 47.4609552, 9.0357092 47.4610282, 9.0362362 47.4611754, 9.0363175 47.4611967, 9.0363596 47.4612099, 9.0365661 47.4612579, 9.0366388 47.461272, 9.036707 47.4612833, 9.0367822 47.4612937, 9.0368906 47.4613067)",,50,,,
194286515,2,Fröbelstrasse,residential,False,False,48.36899999999999,"LINESTRING (9.0420626 47.4608666, 9.0420013 47.4609494, 9.0419787 47.4609948, 9.0419674 47.4610174, 9.0419529 47.4610666, 9.0419478 47.4611168, 9.0419529 47.4612486, 9.0419544 47.4612869)",,30,,,
