osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge,access
1052740273,False,Am Mühlebach,residential,False,14.006,"LINESTRING (7.5552461 47.5124479, 7.55542 47.5124934)",,,,,,
24420794,True,Mühlemattstrasse,secondary,False,52.349,"LINESTRING (7.5552461 47.5124479, 7.5552876 47.5123785, 7.5555566 47.5120816, 7.5556249 47.5120689)",1,313,50,,,
"[24420795, 673198629]",False,Am Mühlebach,residential,True,191.59300000000002,"LINESTRING (7.5552461 47.5124479, 7.5549804 47.5123262, 7.5549109 47.5122944, 7.5548456 47.5122528, 7.5543011 47.5119061, 7.5541724 47.5118131, 7.5539787 47.5116732, 7.5539185 47.5116297, 7.553787 47.5115545, 7.5537648 47.5115435, 7.5535478 47.511436, 7.553318 47.5113294)",,,,,,
688196353,True,Mühlegasse,secondary,False,9.189,"LINESTRING (7.5552122 47.5125273, 7.5552461 47.5124479)",,313,,,,
4835814,True,Mühlegasse,secondary,False,16.473,"LINESTRING (7.5552122 47.5125273, 7.5552785 47.5125024, 7.5553366 47.5124921, 7.55542 47.5124934)",,313,,,,
27388124,True,,secondary,False,14.834,"LINESTRING (7.558099 47.5158261, 7.5581364 47.5158172, 7.5581786 47.5158152, 7.5582145 47.5158189, 7.558247 47.5158273, 7.5582849 47.515843)",2,,50,roundabout,,
"[4835816, 1185441844]",False,Hauptstrasse,secondary,True,72.656,"LINESTRING (7.558099 47.5158261, 7.5580592 47.5157182, 7.5579592 47.5153574, 7.55795 47.5153228, 7.557938 47.5152774, 7.5579152 47.5151848)","['2', '3']",274,50,,,
185803655,False,Allschwilerstrasse,tertiary,False,15.0,"LINESTRING (7.5553904 47.5177139, 7.5554641 47.5176319, 7.5554941 47.5175986)",2,,50,,,
28002128,False,Hohestrasse,residential,True,102.769,"LINESTRING (7.5501748 47.518152, 7.5496745 47.517954, 7.5495401 47.5179008, 7.5489942 47.5176846)",,,,,,
32456271,False,Hallenstrasse,residential,False,17.303,"LINESTRING (7.5586109 47.5141074, 7.5587014 47.5141075, 7.5588344 47.5140782)",,,,,,
704819706,False,Hallenstrasse,residential,True,37.760999999999996,"LINESTRING (7.5586109 47.5141074, 7.5585282 47.5140973, 7.5583332 47.5139986, 7.5581956 47.5139255)",,,,,,
32456271,False,Hallenstrasse,residential,True,17.303,"LINESTRING (7.5588344 47.5140782, 7.5587014 47.5141075, 7.5586109 47.5141074)",,,,,,
704819705,False,Weiherweg,residential,True,11.871,"LINESTRING (7.5581956 47.5139255, 7.558084 47.5140011)",,,,,,
"[32456266, 32456268, 32456269, 32456270]",False,Weiherweg,residential,False,142.173,"LINESTRING (7.5581956 47.5139255, 7.5588197 47.5135013, 7.558911 47.5134313, 7.558965 47.5133913, 7.5590681 47.5133111, 7.5591217 47.5132623, 7.5592203 47.5131099, 7.5592343 47.5130883, 7.5592814 47.5130294, 7.5593012 47.5130131, 7.559413 47.5129674)",,,,,yes,
704819706,False,Hallenstrasse,residential,False,37.760999999999996,"LINESTRING (7.5581956 47.5139255, 7.5583332 47.5139986, 7.5585282 47.5140973, 7.5586109 47.5141074)",,,,,,
193026247,False,Sägerstrasse,residential,True,67.85000000000001,"LINESTRING (7.556521 47.5115726, 7.5564168 47.5116207, 7.5560804 47.5117761, 7.5559354 47.511843, 7.5557484 47.511878)",,,,,,
4835816,False,Hauptstrasse,secondary,False,92.08399999999999,"LINESTRING (7.5572797 47.514508, 7.5575625 47.5146805, 7.5576556 47.5147465, 7.5576886 47.5147733, 7.5577254 47.5148031, 7.5577753 47.51486, 7.5578148 47.5149152, 7.5578472 47.5149747, 7.5578715 47.5150399, 7.5578798 47.5150674, 7.5579152 47.5151848)",2,274,50,,,
4835816,False,Hauptstrasse,secondary,True,76.231,"LINESTRING (7.5572797 47.514508, 7.5571752 47.514448, 7.5570877 47.5143977, 7.5569768 47.5143397, 7.5568483 47.514283, 7.556698 47.5142245, 7.5566596 47.5142096, 7.556432 47.5141374)",2,274,50,,,
34733437,False,Bahnhofstrasse,residential,False,68.129,"LINESTRING (7.5572797 47.514508, 7.5574145 47.5144218, 7.5575815 47.5143174, 7.5576715 47.5142605, 7.5576821 47.5142538, 7.5577933 47.5141836, 7.5578475 47.5141494, 7.5579362 47.5140854)",,,,,,
34733438,False,Sonnenrain,residential,True,90.97,"LINESTRING (7.5572797 47.514508, 7.5570786 47.5146444, 7.5570504 47.5147456, 7.5569071 47.5152592)",,,,,,no
24420800,False,Bahnhofstrasse,residential,False,14.529,"LINESTRING (7.5579362 47.5140854, 7.5579942 47.5140523, 7.5580225 47.5140362, 7.558084 47.5140011)",,,,,,
34733437,False,Bahnhofstrasse,residential,True,68.129,"LINESTRING (7.5579362 47.5140854, 7.5578475 47.5141494, 7.5577933 47.5141836, 7.5576821 47.5142538, 7.5576715 47.5142605, 7.5575815 47.5143174, 7.5574145 47.5144218, 7.5572797 47.514508)",,,,,,
4835815,False,Hauptstrasse,secondary,True,65.50099999999999,"LINESTRING (7.554683 47.5135249, 7.5547667 47.513595, 7.5548637 47.5136551, 7.5549589 47.5137141, 7.5550963 47.5137828, 7.555231 47.5138528, 7.5553496 47.5138992)",2,274,,,,
25357878,False,Kirchgasse,residential,False,88.00399999999999,"LINESTRING (7.554683 47.5135249, 7.5545654 47.5135951, 7.5543276 47.5137371, 7.5540602 47.5138678, 7.5539914 47.5138874, 7.5538741 47.5139208, 7.553709 47.5139274)",,,50,,,
1185441843,False,Hauptstrasse,secondary,False,30.035,"LINESTRING (7.554683 47.5135249, 7.5545685 47.5133742, 7.5545049 47.5132831)",3,274,,,,
25357880,False,Neuwilerstrasse,residential,False,103.762,"LINESTRING (7.5522664 47.5155671, 7.552081 47.5155257, 7.5519096 47.5154976, 7.5517186 47.5154662, 7.5516509 47.5154491, 7.5514597 47.5154009, 7.5514136 47.5153893, 7.5514032 47.5153866, 7.5513572 47.5153749, 7.5512385 47.5153446, 7.5509572 47.5152729)",,,,,,
32401313,False,Hohlegasse,residential,False,122.554,"LINESTRING (7.5522664 47.5155671, 7.5521007 47.5158109, 7.552043 47.5158945, 7.5519751 47.5160891, 7.551952 47.5161553, 7.5517912 47.5166164)",,,50,,,
32401313,False,Hohlegasse,residential,True,181.907,"LINESTRING (7.5522664 47.5155671, 7.5522933 47.5155153, 7.552335 47.5154232, 7.5523924 47.5152964, 7.5524473 47.5150868, 7.5525509 47.5146913, 7.5525753 47.5146397, 7.5526259 47.5145328, 7.5527569 47.5144269, 7.5529801 47.5142936, 7.5532721 47.5141714)",,,50,,,
25357880,False,Neuwilerstrasse,residential,True,96.265,"LINESTRING (7.5471668 47.5156343, 7.5473903 47.515569, 7.5475177 47.5155318, 7.5479244 47.5154129, 7.5483432 47.5152905)",,,,,,
32453878,False,Birkenstrasse,residential,False,117.794,"LINESTRING (7.5471668 47.5156343, 7.5473431 47.5158712, 7.5474975 47.5160376, 7.547539 47.5160823, 7.5477417 47.5162644, 7.5479181 47.5163956, 7.5480662 47.5164936)",,,,,,
32453878,False,Birkenstrasse,residential,True,112.222,"LINESTRING (7.5471668 47.5156343, 7.5470931 47.515514, 7.5469601 47.515297, 7.5469008 47.5152003, 7.5468339 47.5150911, 7.5467359 47.5149313, 7.5465953 47.5147018)",,,,,,
25357878,False,Kirchgasse,residential,True,88.004,"LINESTRING (7.553709 47.5139274, 7.5538741 47.5139208, 7.5539914 47.5138874, 7.5540602 47.5138678, 7.5543276 47.5137371, 7.5545654 47.5135951, 7.554683 47.5135249)",,,50,,,
32401313,False,Hohlegasse,residential,False,42.792,"LINESTRING (7.553709 47.5139274, 7.5536062 47.5140071, 7.5532721 47.5141714)",,,50,,,
"[910071729, 910071730, 25357919]",False,Kummelenstrasse,residential,False,168.64000000000001,"LINESTRING (7.553709 47.5139274, 7.5535496 47.5138681, 7.5534705 47.5138076, 7.5534061 47.5137584, 7.5534011 47.5137546, 7.5532937 47.5136726, 7.5531332 47.5135499, 7.553067 47.5135052, 7.5530283 47.5134791, 7.552795 47.5133217, 7.5526564 47.5132517, 7.5526019 47.5132241, 7.5522399 47.5130412, 7.5520133 47.5129505)",,,50,,,
32456370,False,Vorderbergstrasse,residential,False,6.483,"LINESTRING (7.5482974 47.5123341, 7.5482126 47.5123232)",,,,,,
32456370,False,Vorderbergstrasse,residential,True,129.231,"LINESTRING (7.5482974 47.5123341, 7.5488673 47.5123529, 7.5489581 47.5123559, 7.5491466 47.5123622, 7.5491659 47.5123628, 7.5492246 47.5123647, 7.5493186 47.5123664, 7.5495782 47.5123709, 7.5496224 47.5123717, 7.5496334 47.5123719, 7.5497981 47.5123748, 7.5498862 47.5123763, 7.5499355 47.5123772, 7.5500167 47.5123786)",,,,,,
32456371,False,Schützenweg,residential,True,114.215,"LINESTRING (7.5482974 47.5123341, 7.548289 47.5125465, 7.5482826 47.5127079, 7.5482809 47.5127504, 7.5482705 47.513014, 7.5482567 47.5133609)",,,,,,
"[1185441840, 1185441839]",False,Bielstrasse,secondary,True,370.70200000000006,"LINESTRING (7.5463808 47.5105309, 7.5465359 47.5105607, 7.5468352 47.5106171, 7.5473019 47.5107026, 7.5476711 47.5107565, 7.5478085 47.5107699, 7.5479681 47.5107857, 7.5485253 47.5108426, 7.5487533 47.5108636, 7.5487739 47.5108645, 7.550027 47.5109893, 7.550633 47.5110902, 7.5512117 47.5111898)",2,274,60,,,
25357945,False,Reservoirstrasse,residential,True,34.131,"LINESTRING (7.5473652 47.5135061, 7.5471508 47.5135245, 7.5470827 47.5135304, 7.5470304 47.5135349, 7.5469144 47.5135449)",,,,,,
25357953,False,Hohlweg,residential,False,54.44,"LINESTRING (7.5473652 47.5135061, 7.5474172 47.5137921, 7.547454 47.513992)",,,,,,
25357953,False,Hohlweg,residential,True,68.924,"LINESTRING (7.5473652 47.5135061, 7.547715 47.5134372, 7.5478662 47.5134159, 7.547963 47.5134023, 7.5480364 47.5133919, 7.5480882 47.5133846, 7.5482567 47.5133609)",,,,,,
25357953,False,Hohlweg,residential,False,68.92399999999999,"LINESTRING (7.5482567 47.5133609, 7.5480882 47.5133846, 7.5480364 47.5133919, 7.547963 47.5134023, 7.5478662 47.5134159, 7.547715 47.5134372, 7.5473652 47.5135061)",,,,,,
25357953,False,Hohlweg,residential,True,34.174,"LINESTRING (7.5482567 47.5133609, 7.5484092 47.5133296, 7.5486921 47.5132716)",,,,,,
32456371,False,Schützenweg,residential,False,114.215,"LINESTRING (7.5482567 47.5133609, 7.5482705 47.513014, 7.5482809 47.5127504, 7.5482826 47.5127079, 7.548289 47.5125465, 7.5482974 47.5123341)",,,,,,
25357953,False,Hohlweg,residential,False,34.174,"LINESTRING (7.5486921 47.5132716, 7.5484092 47.5133296, 7.5482567 47.5133609)",,,,,,
25357953,False,Hohlweg,residential,True,232.075,"LINESTRING (7.5486921 47.5132716, 7.5487172 47.5132645, 7.5489839 47.5131895, 7.5492425 47.5131168, 7.5494172 47.5130677, 7.5496574 47.5130543, 7.5499115 47.5130401, 7.5499555 47.5130376, 7.5502818 47.5130267, 7.5505099 47.5130191, 7.5506341 47.513015, 7.5506909 47.5130099, 7.5509007 47.512991, 7.551252 47.5129594, 7.5514125 47.5129414, 7.5514958 47.5129039, 7.5515124 47.5128965, 7.5516187 47.5127992)",,,,,,
32453881,False,Brügglistrasse,residential,False,49.775,"LINESTRING (7.5486921 47.5132716, 7.5487597 47.5134431, 7.5487851 47.5135076, 7.5488062 47.5135611, 7.5488375 47.5136406, 7.5488571 47.5136906, 7.5488625 47.5137042)",,,,,,
32456370,False,Vorderbergstrasse,residential,True,34.078,"LINESTRING (7.5516187 47.5127992, 7.5520133 47.5129505)",,,,,,
25357953,False,Hohlweg,residential,False,232.07500000000002,"LINESTRING (7.5516187 47.5127992, 7.5515124 47.5128965, 7.5514958 47.5129039, 7.5514125 47.5129414, 7.551252 47.5129594, 7.5509007 47.512991, 7.5506909 47.5130099, 7.5506341 47.513015, 7.5505099 47.5130191, 7.5502818 47.5130267, 7.5499555 47.5130376, 7.5499115 47.5130401, 7.5496574 47.5130543, 7.5494172 47.5130677, 7.5492425 47.5131168, 7.5489839 47.5131895, 7.5487172 47.5132645, 7.5486921 47.5132716)",,,,,,
32456370,False,Vorderbergstrasse,residential,False,130.16,"LINESTRING (7.5516187 47.5127992, 7.5515054 47.5127618, 7.5509156 47.5125669, 7.5508142 47.5125334, 7.5506891 47.5124979, 7.5504487 47.5124297, 7.5504239 47.5124227, 7.5502245 47.5123881, 7.5501599 47.5123851, 7.55004 47.5123797, 7.5500167 47.5123786)",,,,,,
25357953,False,Hohlweg,residential,True,105.853,"LINESTRING (7.5465953 47.5147018, 7.546916 47.5145746, 7.5471645 47.5144179, 7.547416 47.5140967, 7.547454 47.513992)",,,,,,
32453878,False,Birkenstrasse,residential,False,112.222,"LINESTRING (7.5465953 47.5147018, 7.5467359 47.5149313, 7.5468339 47.5150911, 7.5469008 47.5152003, 7.5469601 47.515297, 7.5470931 47.515514, 7.5471668 47.5156343)",,,,,,
25357945,False,Reservoirstrasse,residential,False,34.131,"LINESTRING (7.5469144 47.5135449, 7.5470304 47.5135349, 7.5470827 47.5135304, 7.5471508 47.5135245, 7.5473652 47.5135061)",,,,,,
32456369,False,Wiesenstrasse,residential,True,99.856,"LINESTRING (7.5469144 47.5135449, 7.5469298 47.5133552, 7.546934 47.5133037, 7.5469535 47.5130646, 7.5469257 47.5130001, 7.5468474 47.5129669, 7.5464224 47.5129531)",,,,,,
25357972,False,Benkenstrasse,residential,True,127.188,"LINESTRING (7.5501518 47.5117863, 7.5496146 47.5117596, 7.54936 47.511747, 7.54924 47.511741, 7.5490151 47.5117211, 7.5486738 47.5116909, 7.5484722 47.5116559)",,,,,,
25357975,False,Gempenstrasse,residential,False,66.638,"LINESTRING (7.5501518 47.5117863, 7.5501254 47.5119021, 7.5500667 47.5121595, 7.5500167 47.5123786)",,,,,,
"[302291435, 25357975]",False,Gempenstrasse,residential,"[False, True]",229.071,"LINESTRING (7.5501518 47.5117863, 7.5501965 47.5116232, 7.550267 47.511366, 7.5495451 47.5112804, 7.5492813 47.5112491, 7.548958 47.5112107, 7.5486643 47.5111759, 7.5484983 47.5111551, 7.5478966 47.5110511)",,,,,,
25357975,False,Gempenstrasse,residential,True,66.638,"LINESTRING (7.5500167 47.5123786, 7.5500667 47.5121595, 7.5501254 47.5119021, 7.5501518 47.5117863)",,,,,,
32456370,False,Vorderbergstrasse,residential,False,129.231,"LINESTRING (7.5500167 47.5123786, 7.5499355 47.5123772, 7.5498862 47.5123763, 7.5497981 47.5123748, 7.5496334 47.5123719, 7.5496224 47.5123717, 7.5495782 47.5123709, 7.5493186 47.5123664, 7.5492246 47.5123647, 7.5491659 47.5123628, 7.5491466 47.5123622, 7.5489581 47.5123559, 7.5488673 47.5123529, 7.5482974 47.5123341)",,,,,,
32456370,False,Vorderbergstrasse,residential,True,130.16,"LINESTRING (7.5500167 47.5123786, 7.55004 47.5123797, 7.5501599 47.5123851, 7.5502245 47.5123881, 7.5504239 47.5124227, 7.5504487 47.5124297, 7.5506891 47.5124979, 7.5508142 47.5125334, 7.5509156 47.5125669, 7.5515054 47.5127618, 7.5516187 47.5127992)",,,,,,
32456370,False,Vorderbergstrasse,residential,False,34.078,"LINESTRING (7.5520133 47.5129505, 7.5516187 47.5127992)",,,,,,
"[910071729, 910071730, 25357919]",False,Kummelenstrasse,residential,True,168.64,"LINESTRING (7.5520133 47.5129505, 7.5522399 47.5130412, 7.5526019 47.5132241, 7.5526564 47.5132517, 7.552795 47.5133217, 7.5530283 47.5134791, 7.553067 47.5135052, 7.5531332 47.5135499, 7.5532937 47.5136726, 7.5534011 47.5137546, 7.5534061 47.5137584, 7.5534705 47.5138076, 7.5535496 47.5138681, 7.553709 47.5139274)",,,50,,,
25357982,False,Rebgartenweg,residential,False,88.069,"LINESTRING (7.5520133 47.5129505, 7.5518212 47.5132517, 7.5518053 47.5132625, 7.5516925 47.5133395, 7.5515621 47.5134286, 7.5514706 47.5134842, 7.5514183 47.513516, 7.5512977 47.5135387)",,,,,,
32453696,False,Kummelenstrasse,residential,False,96.081,"LINESTRING (7.5520133 47.5129505, 7.5520741 47.5128456, 7.5520446 47.5127842, 7.551902 47.5126628, 7.5518914 47.5126538, 7.5517287 47.512471, 7.5516524 47.5123559, 7.5515429 47.5121907)",,,,,,
25357982,False,Rebgartenweg,residential,False,22.885,"LINESTRING (7.5512977 47.5135387, 7.5512891 47.5136117, 7.5512804 47.5136245, 7.5512167 47.5137177, 7.5512069 47.5137321)",,,,,,
25357982,False,Rebgartenweg,residential,True,88.069,"LINESTRING (7.5512977 47.5135387, 7.5514183 47.513516, 7.5514706 47.5134842, 7.5515621 47.5134286, 7.5516925 47.5133395, 7.5518053 47.5132625, 7.5518212 47.5132517, 7.5520133 47.5129505)",,,,,,
35916409,False,Föhrenstrasse,residential,False,184.49699999999996,"LINESTRING (7.5512977 47.5135387, 7.5509458 47.5135466, 7.5505306 47.5135532, 7.5501946 47.5135585, 7.5501834 47.5135587, 7.5499547 47.5135623, 7.5499317 47.5135642, 7.5498195 47.5135736, 7.5497202 47.513582, 7.5496661 47.5135865, 7.5496439 47.5135895, 7.5495091 47.5136075, 7.5494265 47.5136186, 7.5493694 47.5136273, 7.5492006 47.5136529, 7.5491402 47.5136621, 7.5488625 47.5137042)",,,,,,
25357880,False,Neuwilerstrasse,residential,False,128.761,"LINESTRING (7.5509572 47.5152729, 7.5507974 47.5152375, 7.5504526 47.5151612, 7.5503957 47.5151486, 7.5502455 47.5151154, 7.5497747 47.5150039, 7.5497498 47.514998, 7.5497343 47.5149943, 7.5495914 47.5149749, 7.5494765 47.5149786, 7.5494362 47.5149848, 7.5493175 47.515003)",,,,,,
25357880,False,Neuwilerstrasse,residential,True,103.762,"LINESTRING (7.5509572 47.5152729, 7.5512385 47.5153446, 7.5513572 47.5153749, 7.5514032 47.5153866, 7.5514136 47.5153893, 7.5514597 47.5154009, 7.5516509 47.5154491, 7.5517186 47.5154662, 7.5519096 47.5154976, 7.552081 47.5155257, 7.5522664 47.5155671)",,,,,,
25357982,False,Rebgartenweg,residential,True,116.66000000000001,"LINESTRING (7.5509572 47.5152729, 7.5510343 47.5151157, 7.5510742 47.5149633, 7.5510774 47.5149513, 7.5510777 47.5148355, 7.5510756 47.5148194, 7.5510573 47.5146781, 7.5510494 47.5146208, 7.5510246 47.5144403, 7.5510197 47.5144048, 7.5510215 47.5142365)",,,,,,
25358014,False,Schmiedengasse,residential,False,24.433999999999997,"LINESTRING (7.5532721 47.5141714, 7.5533639 47.5142569, 7.5535088 47.5143156)",,,,,,
32401313,False,Hohlegasse,residential,False,181.907,"LINESTRING (7.5532721 47.5141714, 7.5529801 47.5142936, 7.5527569 47.5144269, 7.5526259 47.5145328, 7.5525753 47.5146397, 7.5525509 47.5146913, 7.5524473 47.5150868, 7.5523924 47.5152964, 7.552335 47.5154232, 7.5522933 47.5155153, 7.5522664 47.5155671)",,,50,,,
32401313,False,Hohlegasse,residential,True,42.792,"LINESTRING (7.5532721 47.5141714, 7.5536062 47.5140071, 7.553709 47.5139274)",,,50,,,
25358014,False,Schmiedengasse,residential,False,45.407,"LINESTRING (7.5543956 47.5144652, 7.5545123 47.5146396, 7.5545991 47.5148485)",,,,,,
25358014,False,Schmiedengasse,residential,True,68.895,"LINESTRING (7.5543956 47.5144652, 7.5542033 47.5144294, 7.5539304 47.5143824, 7.5538328 47.5143629, 7.5537323 47.5143559, 7.5536659 47.514347, 7.5535466 47.5143309, 7.5535088 47.5143156)",,,,,,
35996004,False,Schmiedengässlein,residential,False,106.874,"LINESTRING (7.5543956 47.5144652, 7.5547526 47.5143716, 7.555096 47.5142815, 7.5552305 47.5142462, 7.5553496 47.5138992)",,,,,,
910071736,False,Im Thomasgarten,residential,False,9.577,"LINESTRING (7.555047 47.5158212, 7.5549459 47.5158737)",,,,,,
25358014,False,Schmiedengasse,residential,False,191.966,"LINESTRING (7.555047 47.5158212, 7.5554434 47.5157776, 7.555549 47.5158021, 7.5556619 47.5158493, 7.5560196 47.5161092, 7.5560864 47.5161628, 7.5564403 47.5164471, 7.5569417 47.5168064)",,,,,,
25358014,False,Schmiedengasse,residential,True,60.637,"LINESTRING (7.555047 47.5158212, 7.5548845 47.5155811, 7.5548261 47.5154359, 7.5547754 47.5153096)",,,,,,
1185200850,False,Allschwilerstrasse,tertiary,True,5.865,"LINESTRING (7.5569417 47.5168064, 7.5568803 47.516839)",2,,50,,,
25358014,False,Schmiedengasse,residential,True,191.966,"LINESTRING (7.5569417 47.5168064, 7.5564403 47.5164471, 7.5560864 47.5161628, 7.5560196 47.5161092, 7.5556619 47.5158493, 7.555549 47.5158021, 7.5554434 47.5157776, 7.555047 47.5158212)",,,,,,
1185200850,False,Allschwilerstrasse,tertiary,False,52.732,"LINESTRING (7.5569417 47.5168064, 7.5574107 47.5164935, 7.5574412 47.5164731)",2,,50,,,
"[25783400, 910071733, 910071734]",False,Falterstrasse,residential,False,219.31699999999998,"LINESTRING (7.5589831 47.5181395, 7.5588578 47.5179733, 7.5587843 47.5178758, 7.5586937 47.5177555, 7.5584435 47.5174235, 7.5582163 47.5171557, 7.5581064 47.5170556, 7.5579081 47.5168751, 7.5578302 47.516807, 7.5576909 47.5166852, 7.5576592 47.5166575, 7.5574412 47.5164731)",,,,,,
27388124,True,,secondary,False,9.693,"LINESTRING (7.5582849 47.515843, 7.5583132 47.5158624, 7.5583431 47.5158882, 7.5583617 47.5159123)",2,,50,roundabout,,
32454054,False,Baumgartenweg,residential,True,39.066,"LINESTRING (7.5554941 47.5175986, 7.5554021 47.5173505, 7.5553677 47.5172578)",,,,,,
185803655,False,Allschwilerstrasse,tertiary,True,15.0,"LINESTRING (7.5554941 47.5175986, 7.5554641 47.5176319, 7.5553904 47.5177139)",2,,50,,,
"[1185200850, 1185441846]",False,Allschwilerstrasse,tertiary,False,134.713,"LINESTRING (7.5554941 47.5175986, 7.5556378 47.5174799, 7.5557189 47.5174189, 7.5557645 47.5173905, 7.5558257 47.5173522, 7.5562039 47.5171698, 7.5562841 47.5171311, 7.5567839 47.5168901, 7.5568803 47.516839)","['2', '3']",,50,,,
"[32453696, 32453697]",False,Kummelenstrasse,residential,True,115.20100000000001,"LINESTRING (7.5512117 47.5111898, 7.5512219 47.5112413, 7.551248 47.5113721, 7.5512516 47.5115022, 7.551273 47.5116256, 7.5512782 47.5116556, 7.5512841 47.51169, 7.5513455 47.511885, 7.5514583 47.5120614, 7.5514708 47.512081, 7.5514864 47.5121054, 7.5515429 47.5121907)",,,,,,no
"[1185441840, 1185441839]",False,Bielstrasse,secondary,False,370.70200000000006,"LINESTRING (7.5512117 47.5111898, 7.550633 47.5110902, 7.550027 47.5109893, 7.5487739 47.5108645, 7.5487533 47.5108636, 7.5485253 47.5108426, 7.5479681 47.5107857, 7.5478085 47.5107699, 7.5476711 47.5107565, 7.5473019 47.5107026, 7.5468352 47.5106171, 7.5465359 47.5105607, 7.5463808 47.5105309)",2,274,60,,,
"[1185441841, 1185441842]",False,Bielstrasse,secondary,True,348.77199999999993,"LINESTRING (7.5512117 47.5111898, 7.5516897 47.5112841, 7.5519484 47.5113423, 7.5521873 47.5114299, 7.5523187 47.5114924, 7.5523988 47.5115367, 7.5525189 47.5116224, 7.5526211 47.5117037, 7.5526418 47.5117202, 7.5526645 47.5117382, 7.5527587 47.5118132, 7.5531635 47.5121422, 7.553252 47.5122142, 7.5534573 47.5123811, 7.5534923 47.5124096, 7.5536802 47.5125624, 7.5538259 47.5126808, 7.5539052 47.5127489, 7.5539839 47.5128149, 7.5540915 47.5129041, 7.5541754 47.5129738, 7.5542099 47.5130013, 7.5542801 47.5130645, 7.5543251 47.513105, 7.5544063 47.5131772, 7.5544355 47.5132086, 7.5545049 47.5132831)",2,274,60,,,
32453878,False,Birkenstrasse,residential,False,128.847,"LINESTRING (7.5480662 47.5164936, 7.5483327 47.5166461, 7.5483703 47.5166676, 7.5486918 47.5168273, 7.5486993 47.516831, 7.5490202 47.5169914, 7.5494298 47.5171961)",,,,,,
32453878,False,Birkenstrasse,residential,True,117.794,"LINESTRING (7.5480662 47.5164936, 7.5479181 47.5163956, 7.5477417 47.5162644, 7.547539 47.5160823, 7.5474975 47.5160376, 7.5473431 47.5158712, 7.5471668 47.5156343)",,,,,,
32453883,False,Lindenrain,residential,False,68.315,"LINESTRING (7.5480662 47.5164936, 7.5477738 47.5166905, 7.5474219 47.5169273)",,,,,,
32453878,False,Birkenstrasse,residential,True,128.847,"LINESTRING (7.5494298 47.5171961, 7.5490202 47.5169914, 7.5486993 47.516831, 7.5486918 47.5168273, 7.5483703 47.5166676, 7.5483327 47.5166461, 7.5480662 47.5164936)",,,,,,
