osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,bridge,width
591795729,2,primary,50,,False,True,69.083,"LINESTRING (9.2488457 47.4155721, 9.2489257 47.4156245, 9.2491231 47.4157262, 9.249377 47.4158284, 9.2494742 47.4158653, 9.2496063 47.4159159)",7,St. Gallerstrasse,,
"[1022399537, 41176733]",,secondary,50,,False,False,17.215999999999998,"LINESTRING (9.2497137 47.4113249, 9.2496339 47.4114512, 9.2496239 47.4114673)",470,Herisauerstrasse,yes,
"[262673248, 255757335]",,secondary,50,,False,True,26.003,"LINESTRING (9.2496239 47.4114673, 9.2495324 47.4116332, 9.2495035 47.4116865)",470,Herisauerstrasse,yes,
"[1022399537, 41176733]",,secondary,50,,False,True,17.215999999999998,"LINESTRING (9.2496239 47.4114673, 9.2496339 47.4114512, 9.2497137 47.4113249)",470,Herisauerstrasse,yes,
5571740,1,primary,50,roundabout,True,False,10.676,"LINESTRING (9.2460545 47.4157088, 9.2460347 47.4156797, 9.2460288 47.415648, 9.2460373 47.4156165)",,,,
986781327,1,primary,50,,True,False,21.68,"LINESTRING (9.2460545 47.4157088, 9.2459072 47.4156824, 9.2457778 47.4156546)",7,Wilerstrasse,,
5571740,1,primary,50,roundabout,True,False,9.843,"LINESTRING (9.2461572 47.4155472, 9.2462008 47.4155462, 9.2462431 47.4155534, 9.2462808 47.4155682)",,,,
5571740,1,primary,50,roundabout,True,False,6.775,"LINESTRING (9.2463376 47.4156692, 9.2463235 47.4156981, 9.2462977 47.4157231)",,,,
25276848,2,secondary,50,,False,True,45.448,"LINESTRING (9.2437443 47.414378, 9.2442196 47.4146302)",430,Flawilerstrasse,,
24782559,,residential,50,,False,False,149.294,"LINESTRING (9.2437443 47.414378, 9.2437114 47.4144058, 9.2435834 47.4145552, 9.2435175 47.4146396, 9.2432623 47.4150817, 9.2429683 47.4156097)",,Gerenstrasse,,
25276848,2,secondary,50,,False,False,100.073,"LINESTRING (9.2437443 47.414378, 9.2433995 47.414182, 9.2431872 47.4140663, 9.2428729 47.4138878, 9.2427245 47.4138004)",430,Flawilerstrasse,,
30613486,,residential,50,,False,True,99.65899999999999,"LINESTRING (9.2490765 47.4137397, 9.2492642 47.4137534, 9.249576 47.4137604, 9.249837 47.4137519, 9.2501006 47.4137249, 9.2501491 47.41372, 9.2502545 47.4137061, 9.2503913 47.4136881)",,Poststrasse,,
"[986781329, 986781330]","['2', '3']",secondary,50,,False,False,37.659,"LINESTRING (9.2490765 47.4137397, 9.2491082 47.4135387, 9.24912 47.4134024)",470,Herisauerstrasse,,
"[986781332, 5571743]","['2', '3']",secondary,50,,False,True,38.561,"LINESTRING (9.2490765 47.4137397, 9.2490385 47.4139594, 9.2490276 47.4140301, 9.2490225 47.4140845)",470,Herisauerstrasse,,
"[986781332, 5571743]","['2', '3']",secondary,50,,False,False,38.561,"LINESTRING (9.2490225 47.4140845, 9.2490276 47.4140301, 9.2490385 47.4139594, 9.2490765 47.4137397)",470,Herisauerstrasse,,
5571743,2,secondary,50,,False,True,41.479,"LINESTRING (9.2490225 47.4140845, 9.2490157 47.4142006, 9.2490211 47.4143103, 9.2490461 47.4144564)",470,Herisauerstrasse,,
26572421,,residential,50,,False,True,112.459,"LINESTRING (9.2490225 47.4140845, 9.2488676 47.4140891, 9.2483656 47.414101, 9.2476187 47.4141038, 9.2475305 47.4141169)",,Ringstrasse,,
26572423,,residential,50,,False,False,97.77799999999999,"LINESTRING (9.2523968 47.4132266, 9.2525349 47.4132565, 9.2527306 47.4132916, 9.2529505 47.413308, 9.253681 47.4133213)",,Quellenhofstrasse,,
30613486,,residential,50,,False,False,129.16,"LINESTRING (9.2523968 47.4132266, 9.252223 47.4131687, 9.252137 47.4131482, 9.2520502 47.4131284, 9.251944 47.4131213, 9.251868 47.4131365, 9.2517391 47.4131919, 9.2516344 47.4132505, 9.2513087 47.4133994, 9.250901 47.4135609)",,Poststrasse,,
205796450,,residential,50,,False,False,51.209,"LINESTRING (9.2523968 47.4132266, 9.2523674 47.4133194, 9.2521885 47.4136644)",,Bahnhofstrasse,,
"[87759067, 26573549, 385590925, 1022399535]",,"['residential', 'living_street']","['20', '50']",,False,"[False, True]",392.64400000000006,"LINESTRING (9.2523968 47.4132266, 9.2525031 47.4130017, 9.252575 47.4128464, 9.2527476 47.4124938, 9.2528849 47.4122244, 9.2529009 47.4121798, 9.2529003 47.412135, 9.2528877 47.4120953, 9.252845 47.4120607, 9.2527957 47.4120414, 9.2527547 47.4120338, 9.252612 47.4120288, 9.2525045 47.4120273, 9.252367 47.4120285, 9.2522243 47.4120246, 9.2520753 47.4120135, 9.2519105 47.4119951, 9.25169 47.4119617, 9.2516166 47.4119506, 9.2513619 47.4119151, 9.2508551 47.4118422, 9.2502432 47.4117763, 9.2501213 47.4117623, 9.2496417 47.4117093, 9.2495524 47.4116946, 9.2495035 47.4116865)",,"['Stadtbühlstrasse', 'Bahnhofstrasse']",,6
30613486,,residential,50,,False,False,40.921,"LINESTRING (9.250901 47.4135609, 9.2508672 47.4135705, 9.2506074 47.4136431, 9.2503913 47.4136881)",,Poststrasse,,
30613486,,residential,50,,False,True,129.16,"LINESTRING (9.250901 47.4135609, 9.2513087 47.4133994, 9.2516344 47.4132505, 9.2517391 47.4131919, 9.251868 47.4131365, 9.251944 47.4131213, 9.2520502 47.4131284, 9.252137 47.4131482, 9.252223 47.4131687, 9.2523968 47.4132266)",,Poststrasse,,
120396593,,residential,50,,False,True,101.108,"LINESTRING (9.250901 47.4135609, 9.2509443 47.4136025, 9.250952 47.4136099, 9.2510217 47.4136444, 9.2511236 47.4136571, 9.251365 47.4136608, 9.2516762 47.413668, 9.2521885 47.4136644)",,,,
41247602,,residential,50,,False,False,44.228,"LINESTRING (9.253681 47.4133213, 9.2536714 47.413719)",,Lindenwiesstrasse,,
26572423,,residential,50,,False,True,97.77799999999999,"LINESTRING (9.253681 47.4133213, 9.2529505 47.413308, 9.2527306 47.4132916, 9.2525349 47.4132565, 9.2523968 47.4132266)",,Quellenhofstrasse,,
41242437,,residential,50,,False,False,140.42200000000003,"LINESTRING (9.253681 47.4133213, 9.2537234 47.4124042, 9.2537321 47.412147, 9.2537072 47.4120606)",,Lindenwiesstrasse,,
262680740,,residential,50,,False,False,77.339,"LINESTRING (9.253681 47.4133213, 9.2540243 47.4133217, 9.2545238 47.4133219, 9.2547088 47.4133224)",,Quellenhofstrasse,,
87759063,,residential,50,,False,True,93.734,"LINESTRING (9.2547088 47.4133224, 9.254891 47.4141563)",,Hirschenstrasse,,
262680740,,residential,50,,False,True,77.339,"LINESTRING (9.2547088 47.4133224, 9.2545238 47.4133219, 9.2540243 47.4133217, 9.253681 47.4133213)",,Quellenhofstrasse,,
741634443,,residential,50,,False,False,124.996,"LINESTRING (9.2547088 47.4133224, 9.2546579 47.4127929, 9.2546247 47.4124383, 9.2546088 47.4122685, 9.2545987 47.4122008)",,Hirschenstrasse,,
741634443,,residential,50,,False,True,8.652,"LINESTRING (9.2545769 47.4121244, 9.2545987 47.4122008)",,Hirschenstrasse,,
87759007,,residential,50,,False,True,31.29,"LINESTRING (9.2510232 47.4164643, 9.2510702 47.416356, 9.2511383 47.4161939)",,Bahnhofstrasse,,
591795730,2,primary,50,,False,True,24.942,"LINESTRING (9.2510232 47.4164643, 9.2511725 47.4164946, 9.2513435 47.4165217)",7,St. Gallerstrasse,,
1008187617,2,primary,50,,False,False,40.6,"LINESTRING (9.2510232 47.4164643, 9.2508931 47.4164387, 9.2506986 47.4163926, 9.2505203 47.4163343)",7,St. Gallerstrasse,,
30613487,,residential,,,False,False,25.596,"LINESTRING (9.2512265 47.4159834, 9.2515575 47.4160365)",,Kirchstrasse,,
87759007,,residential,50,,False,False,24.329,"LINESTRING (9.2512265 47.4159834, 9.2511383 47.4161939)",,Bahnhofstrasse,,
87759007,,residential,50,,False,True,107.444,"LINESTRING (9.2512265 47.4159834, 9.2513763 47.4156045, 9.2514635 47.4153901, 9.2516044 47.4150516)",,Bahnhofstrasse,,
30613613,,residential,50,,False,False,130.389,"LINESTRING (9.2551631 47.4162196, 9.2551352 47.4159439, 9.2551325 47.4159173, 9.2551228 47.4158276, 9.2551196 47.4158008, 9.2550686 47.415378, 9.2550669 47.4153563, 9.2550314 47.4150504)",,Hirschenstrasse,,
30613613,,residential,50,,False,True,59.581,"LINESTRING (9.2551631 47.4162196, 9.2551732 47.4162934, 9.2552146 47.4166525, 9.2552245 47.4167538)",,Hirschenstrasse,,
765261076,,residential,,,False,True,138.45,"LINESTRING (9.2551631 47.4162196, 9.2544789 47.4162031, 9.254401 47.4162009, 9.2543447 47.4162, 9.2541522 47.4161971, 9.2535252 47.4161808, 9.2533242 47.4161757)",,Kirchstrasse,,
30613613,,residential,50,,False,False,59.581,"LINESTRING (9.2552245 47.4167538, 9.2552146 47.4166525, 9.2551732 47.4162934, 9.2551631 47.4162196)",,Hirschenstrasse,,
1008697393,2,primary,50,,False,False,16.735,"LINESTRING (9.2552245 47.4167538, 9.2550723 47.4167486, 9.2550023 47.4167473)",7,St. Gallerstrasse,,
"[93930417, 981833073, 1008187615]",3,residential,30,,False,False,114.63999999999999,"LINESTRING (9.2505203 47.4163343, 9.2504941 47.416364, 9.2504766 47.416405, 9.250449 47.4165093, 9.2504162 47.4166383, 9.2503553 47.4168444, 9.2502944 47.4171449, 9.2502507 47.4172815, 9.2502297 47.4173435)",,Friedbergstrasse,,
"[1008187616, 591795729]","['2', '3']",primary,50,,False,False,83.156,"LINESTRING (9.2505203 47.4163343, 9.2499775 47.4160616, 9.2498812 47.4160226, 9.2496063 47.4159159)",7,St. Gallerstrasse,,
1008187617,2,primary,50,,False,True,40.6,"LINESTRING (9.2505203 47.4163343, 9.2506986 47.4163926, 9.2508931 47.4164387, 9.2510232 47.4164643)",7,St. Gallerstrasse,,
33773486,,residential,,,False,False,129.163,"LINESTRING (9.2430614 47.4113049, 9.2431503 47.4113197, 9.2431893 47.4113228, 9.2432594 47.4113341, 9.243381 47.4113684, 9.2439587 47.411636, 9.2441209 47.4117131, 9.2445143 47.4119034)",,Bedastrasse,,
87759063,,residential,50,,False,False,93.734,"LINESTRING (9.254891 47.4141563, 9.2547088 47.4133224)",,Hirschenstrasse,,
87759063,,residential,50,,False,True,86.845,"LINESTRING (9.254891 47.4141563, 9.2549733 47.4146821, 9.2550105 47.4149109, 9.2550136 47.4149329)",,Hirschenstrasse,,
33773486,,residential,,,False,False,167.656,"LINESTRING (9.2457715 47.4124796, 9.2458198 47.412516, 9.2461345 47.4126802, 9.2464591 47.4127822, 9.2466788 47.4128402, 9.2470475 47.4129375, 9.2470958 47.4129503, 9.2477689 47.4131176)",,Bedastrasse,,
33773486,,residential,,,False,True,114.455,"LINESTRING (9.2457715 47.4124796, 9.2456973 47.4124617, 9.2451571 47.4122065, 9.2445143 47.4119034)",,Bedastrasse,,
41250558,,residential,,,False,True,313.921,"LINESTRING (9.2457715 47.4124796, 9.2458075 47.4124507, 9.2458779 47.4124042, 9.2459819 47.4123257, 9.2463387 47.4119401, 9.246425 47.4118836, 9.2464912 47.4118461, 9.2465904 47.4118079, 9.2467485 47.4117598, 9.2469006 47.4117276, 9.2470532 47.4117052, 9.2472271 47.4116932, 9.2474619 47.4116856, 9.2477219 47.4116918, 9.2480068 47.4117105, 9.2485757 47.4117739, 9.249404 47.4118944)",,Bot-Künzle-Strasse,,
33773486,,residential,,,False,True,106.887,"LINESTRING (9.24912 47.4134024, 9.2490281 47.4133997, 9.2489478 47.4133939, 9.2486206 47.4133231, 9.2483485 47.4132563, 9.2477689 47.4131176)",,Bedastrasse,,
"[262673248, 986781330]",3,secondary,50,,False,False,58.067,"LINESTRING (9.24912 47.4134024, 9.2491368 47.4131606, 9.2491437 47.4128805)",470,Herisauerstrasse,,
"[986781329, 986781330]","['2', '3']",secondary,50,,False,True,37.659,"LINESTRING (9.24912 47.4134024, 9.2491082 47.4135387, 9.2490765 47.4137397)",470,Herisauerstrasse,,
140392186,,residential,,,False,False,133.387,"LINESTRING (9.255203 47.4198641, 9.2535194 47.4194882)",,Parkweg,,
35381440,,residential,30,,False,False,19.694,"LINESTRING (9.255203 47.4198641, 9.2552366 47.4197945, 9.2552625 47.4196921)",,Sonnenbühlstrasse,,
5571740,1,primary,50,roundabout,True,False,12.580000000000002,"LINESTRING (9.2462808 47.4155682, 9.2463098 47.4155885, 9.2463298 47.4156134, 9.2463393 47.4156409, 9.2463376 47.4156692)",,,,
986781320,1,primary,50,,True,False,20.564,"LINESTRING (9.2462808 47.4155682, 9.2463711 47.4155712, 9.2464844 47.4155635, 9.2465495 47.415579)",7,St. Gallerstrasse,,
172369516,,residential,30,,False,True,213.957,"LINESTRING (9.2502297 47.4173435, 9.2501503 47.417324, 9.2500282 47.4172982, 9.2489216 47.4168802, 9.2483145 47.4166531, 9.247988 47.4165306, 9.247729 47.4164324)",,Haldenstrasse,,
173220549,,residential,30,,False,False,128.26999999999998,"LINESTRING (9.2502297 47.4173435, 9.2502078 47.4174037, 9.2500592 47.4177314, 9.2498669 47.4181255, 9.249725 47.4183877, 9.2496849 47.418435)",,Friedbergstrasse,,
"[981833073, 93930417, 1008187615]",3,residential,30,,False,True,114.64,"LINESTRING (9.2502297 47.4173435, 9.2502507 47.4172815, 9.2502944 47.4171449, 9.2503553 47.4168444, 9.2504162 47.4166383, 9.250449 47.4165093, 9.2504766 47.416405, 9.2504941 47.416364, 9.2505203 47.4163343)",,Friedbergstrasse,,
1008697390,,residential,30,,False,False,157.727,"LINESTRING (9.2502297 47.4173435, 9.2503038 47.4173693, 9.250847 47.4175018, 9.251099 47.4175692, 9.2513698 47.4176664, 9.2520771 47.4179951)",,Haldenstrasse,,
"[802925119, 41241095]",,unclassified,30,,False,False,116.662,"LINESTRING (9.2483087 47.4154625, 9.2482865 47.4155067, 9.2481309 47.4157723, 9.2479742 47.4160674, 9.247893 47.4162359, 9.2478052 47.4163528, 9.247729 47.4164324)",,Tellstrasse,,
172369528,2,primary,50,,False,False,70.368,"LINESTRING (9.2483087 47.4154625, 9.2480719 47.415435, 9.2478701 47.4154283, 9.2476522 47.4154394, 9.247382 47.4154717)",7,St. Gallerstrasse,,
172369528,2,primary,50,,False,True,25.564999999999998,"LINESTRING (9.2483087 47.4154625, 9.2484742 47.4154996, 9.2486325 47.4155321)",7,St. Gallerstrasse,,
41242199,,residential,,,False,False,42.995000000000005,"LINESTRING (9.2458085 47.4200047, 9.246322 47.4200128, 9.2463798 47.4200137)",,Nelkenstrasse,,
41242199,,residential,,,False,True,81.761,"LINESTRING (9.2458085 47.4200047, 9.2454249 47.4199829, 9.2451245 47.4199684, 9.2448724 47.4199738, 9.2447249 47.4199847)",,Nelkenstrasse,,
41242144,,residential,,,False,False,152.308,"LINESTRING (9.2440372 47.4200857, 9.2440101 47.420008, 9.2439888 47.4198819, 9.2439754 47.4197657, 9.2439834 47.4196351, 9.2440469 47.4194469, 9.2440826 47.4193411, 9.244316 47.4187476)",,Oberwattstrasse,,
41242199,,residential,,,False,False,53.102,"LINESTRING (9.2440372 47.4200857, 9.2441636 47.4200814, 9.2442706 47.4200648, 9.2447249 47.4199847)",,Nelkenstrasse,,
41242047,,residential,,,False,False,224.30200000000002,"LINESTRING (9.2447249 47.4199847, 9.2447505 47.4197367, 9.2447612 47.4196278, 9.2447961 47.4195534, 9.2448453 47.4195127, 9.2448685 47.4194935, 9.2449597 47.4194754, 9.2452977 47.4194699, 9.2457805 47.4194844, 9.2462016 47.4195207, 9.2463545 47.4195552, 9.2464403 47.4196151, 9.2464591 47.4197167, 9.2463798 47.4200137)",,Lilienstrasse,,
41242199,,residential,,,False,False,81.761,"LINESTRING (9.2447249 47.4199847, 9.2448724 47.4199738, 9.2451245 47.4199684, 9.2454249 47.4199829, 9.2458085 47.4200047)",,Nelkenstrasse,,
41242199,,residential,,,False,True,53.102,"LINESTRING (9.2447249 47.4199847, 9.2442706 47.4200648, 9.2441636 47.4200814, 9.2440372 47.4200857)",,Nelkenstrasse,,
41242047,,residential,,,False,True,224.302,"LINESTRING (9.2463798 47.4200137, 9.2464591 47.4197167, 9.2464403 47.4196151, 9.2463545 47.4195552, 9.2462016 47.4195207, 9.2457805 47.4194844, 9.2452977 47.4194699, 9.2449597 47.4194754, 9.2448685 47.4194935, 9.2448453 47.4195127, 9.2447961 47.4195534, 9.2447612 47.4196278, 9.2447505 47.4197367, 9.2447249 47.4199847)",,Lilienstrasse,,
41242199,,residential,,,False,False,100.47,"LINESTRING (9.2463798 47.4200137, 9.2464388 47.4200083, 9.2465085 47.4200192, 9.2465702 47.4200373, 9.2467821 47.4200537, 9.2468676 47.4200299, 9.2469776 47.420019, 9.247101 47.420028, 9.2471975 47.4200389, 9.247286 47.4200317, 9.2473442 47.4200035, 9.2473772 47.41997, 9.2473878 47.4199251, 9.2474041 47.4198556, 9.247455 47.4197921)",,Nelkenstrasse,,
41242199,,residential,,,False,True,42.995000000000005,"LINESTRING (9.2463798 47.4200137, 9.246322 47.4200128, 9.2458085 47.4200047)",,Nelkenstrasse,,
252522660,,secondary,50,,False,False,31.755,"LINESTRING (9.2441542 47.4178051, 9.2443955 47.4175708)",,Bischofszellerstrasse,,
41242144,,residential,,,False,True,113.797,"LINESTRING (9.2441542 47.4178051, 9.2442543 47.4178583, 9.2443562 47.4179708, 9.244426 47.4180688, 9.2444633 47.4181575, 9.2444796 47.4182648, 9.2444635 47.4183737, 9.2444219 47.4184791, 9.244316 47.4187476)",,Oberwattstrasse,,
41242144,,residential,,,False,False,113.79699999999998,"LINESTRING (9.244316 47.4187476, 9.2444219 47.4184791, 9.2444635 47.4183737, 9.2444796 47.4182648, 9.2444633 47.4181575, 9.244426 47.4180688, 9.2443562 47.4179708, 9.2442543 47.4178583, 9.2441542 47.4178051)",,Oberwattstrasse,,
41242144,,residential,,,False,True,152.30800000000002,"LINESTRING (9.244316 47.4187476, 9.2440826 47.4193411, 9.2440469 47.4194469, 9.2439834 47.4196351, 9.2439754 47.4197657, 9.2439888 47.4198819, 9.2440101 47.420008, 9.2440372 47.4200857)",,Oberwattstrasse,,
41242170,,residential,,,False,False,254.87500000000003,"LINESTRING (9.244316 47.4187476, 9.2446271 47.4188529, 9.2448417 47.4188964, 9.2450536 47.41892, 9.2453755 47.4189545, 9.2457617 47.4189926, 9.2461158 47.4190489, 9.2464269 47.4191178, 9.246856 47.4192031, 9.2471164 47.4192507, 9.2473228 47.4192884, 9.2475802 47.4193247)",,Gartenstrasse,,
41242199,,residential,,,False,True,59.455,"LINESTRING (9.2492084 47.4199405, 9.2489705 47.4199101, 9.2486936 47.4198731, 9.2486379 47.4198665, 9.2484287 47.419872)",,Nelkenstrasse,,
173220549,,residential,30,,False,True,121.574,"LINESTRING (9.2492084 47.4199405, 9.2491958 47.4197921, 9.2492092 47.4196215, 9.2492666 47.4194458, 9.2495017 47.4188736)",,Friedbergstrasse,,
41242170,,residential,,,False,False,38.392,"LINESTRING (9.2475802 47.4193247, 9.2480845 47.4193774)",,Gartenstrasse,,
41242170,,residential,,,False,True,254.875,"LINESTRING (9.2475802 47.4193247, 9.2473228 47.4192884, 9.2471164 47.4192507, 9.246856 47.4192031, 9.2464269 47.4191178, 9.2461158 47.4190489, 9.2457617 47.4189926, 9.2453755 47.4189545, 9.2450536 47.41892, 9.2448417 47.4188964, 9.2446271 47.4188529, 9.244316 47.4187476)",,Gartenstrasse,,
41777601,,residential,,,False,True,53.016000000000005,"LINESTRING (9.2475802 47.4193247, 9.2474488 47.4197512, 9.247455 47.4197921)",,Nelkenstrasse,,
252522660,,secondary,50,,False,True,31.755,"LINESTRING (9.2443955 47.4175708, 9.2441542 47.4178051)",,Bischofszellerstrasse,,
41242238,,residential,30,,False,False,198.98700000000002,"LINESTRING (9.2443955 47.4175708, 9.2444485 47.4176004, 9.2449911 47.4178637, 9.2453576 47.4180382, 9.2455995 47.4181437, 9.2456415 47.4181597, 9.2459161 47.4182548, 9.2461483 47.4183148, 9.2463779 47.4183568, 9.2466978 47.4184096)",,Florastrasse,,
41250226,,residential,,,False,False,143.619,"LINESTRING (9.2443955 47.4175708, 9.2443217 47.4175288, 9.2440496 47.4173129, 9.2436811 47.416987, 9.2435955 47.4169173, 9.2435294 47.4168635, 9.2434253 47.4167788, 9.2433753 47.4167084, 9.2433833 47.4165251)",,Fliederstrasse,,
252522660,,secondary,50,,False,False,173.81199999999998,"LINESTRING (9.2443955 47.4175708, 9.2445152 47.4174503, 9.2447591 47.4172198, 9.244991 47.4169969, 9.2450483 47.4169465, 9.2453842 47.4166304, 9.245737 47.4162984)",,Bischofszellerstrasse,,
41242238,,residential,30,,False,True,217.19600000000003,"LINESTRING (9.2495017 47.4188736, 9.2491151 47.4188166, 9.2485501 47.4187166, 9.2473748 47.4185211, 9.247084 47.4184746, 9.2466978 47.4184096)",,Florastrasse,,
173220549,,residential,30,,False,False,121.574,"LINESTRING (9.2495017 47.4188736, 9.2492666 47.4194458, 9.2492092 47.4196215, 9.2491958 47.4197921, 9.2492084 47.4199405)",,Friedbergstrasse,,
173220549,,residential,30,,False,True,50.77,"LINESTRING (9.2495017 47.4188736, 9.249627 47.4185944, 9.2496774 47.4184837, 9.2496849 47.418435)",,Friedbergstrasse,,
5571743,2,secondary,50,,False,False,44.18600000000001,"LINESTRING (9.2488704 47.4149766, 9.2489692 47.4148344, 9.2490065 47.4147676, 9.2490412 47.4146805, 9.2490559 47.4146025)",470,Herisauerstrasse,,
5571743,2,secondary,50,,False,True,52.607,"LINESTRING (9.2488704 47.4149766, 9.248849 47.415016, 9.2488151 47.4150938, 9.2487902 47.4151898, 9.2487663 47.4153602, 9.248761 47.4154415)",470,Herisauerstrasse,,
41242346,,unclassified,50,,False,True,142.93800000000002,"LINESTRING (9.2488704 47.4149766, 9.2488072 47.4149683, 9.2486921 47.4149264, 9.2484045 47.414758, 9.2483681 47.4147348, 9.248037 47.4145238, 9.2476696 47.4143079, 9.247603 47.414271, 9.2475493 47.4142223, 9.247536 47.4141606, 9.2475305 47.4141169)",,Ilgenstrasse,,
33773486,,residential,,,False,False,114.455,"LINESTRING (9.2445143 47.4119034, 9.2451571 47.4122065, 9.2456973 47.4124617, 9.2457715 47.4124796)",,Bedastrasse,,
33773486,,residential,,,False,True,129.163,"LINESTRING (9.2445143 47.4119034, 9.2441209 47.4117131, 9.2439587 47.411636, 9.243381 47.4113684, 9.2432594 47.4113341, 9.2431893 47.4113228, 9.2431503 47.4113197, 9.2430614 47.4113049)",,Bedastrasse,,
41250586,,residential,,,False,False,159.73600000000002,"LINESTRING (9.2445143 47.4119034, 9.2444768 47.4119369, 9.2444193 47.4119738, 9.2441474 47.4120973, 9.2441762 47.4121372, 9.2445951 47.41235, 9.2452505 47.4127273, 9.2452773 47.4127528, 9.2453537 47.4128463)",,Fischergüetlistrasse,,
24782559,,residential,50,,False,True,149.294,"LINESTRING (9.2429683 47.4156097, 9.2432623 47.4150817, 9.2435175 47.4146396, 9.2435834 47.4145552, 9.2437114 47.4144058, 9.2437443 47.414378)",,Gerenstrasse,,
41242438,,residential,50,,False,True,293.8780000000001,"LINESTRING (9.2429683 47.4156097, 9.242883 47.4155886, 9.2427222 47.4155896, 9.2424962 47.4155889, 9.2423357 47.4155803, 9.2422162 47.4155518, 9.2421791 47.415543, 9.2420189 47.415481, 9.2418653 47.4153757, 9.2417661 47.4152933, 9.2416937 47.4151615, 9.241661 47.4149958, 9.2417234 47.4148042, 9.2418169 47.4146834, 9.2419185 47.4145723, 9.2420017 47.4144814, 9.2422476 47.4142036, 9.2424239 47.4140291, 9.2425768 47.4139073, 9.2427245 47.4138004)",,Isenringstrasse,,
41242437,,residential,50,,False,True,140.422,"LINESTRING (9.2537072 47.4120606, 9.2537321 47.412147, 9.2537234 47.4124042, 9.253681 47.4133213)",,Lindenwiesstrasse,,
25276848,2,secondary,50,,False,True,100.073,"LINESTRING (9.2427245 47.4138004, 9.2428729 47.4138878, 9.2431872 47.4140663, 9.2433995 47.414182, 9.2437443 47.414378)",430,Flawilerstrasse,,
41242438,,residential,50,,False,False,293.878,"LINESTRING (9.2427245 47.4138004, 9.2425768 47.4139073, 9.2424239 47.4140291, 9.2422476 47.4142036, 9.2420017 47.4144814, 9.2419185 47.4145723, 9.2418169 47.4146834, 9.2417234 47.4148042, 9.241661 47.4149958, 9.2416937 47.4151615, 9.2417661 47.4152933, 9.2418653 47.4153757, 9.2420189 47.415481, 9.2421791 47.415543, 9.2422162 47.4155518, 9.2423357 47.4155803, 9.2424962 47.4155889, 9.2427222 47.4155896, 9.242883 47.4155886, 9.2429683 47.4156097)",,Isenringstrasse,,
41242238,,residential,30,,False,False,217.196,"LINESTRING (9.2466978 47.4184096, 9.247084 47.4184746, 9.2473748 47.4185211, 9.2485501 47.4187166, 9.2491151 47.4188166, 9.2495017 47.4188736)",,Florastrasse,,
41242238,,residential,30,,False,True,198.98700000000002,"LINESTRING (9.2466978 47.4184096, 9.2463779 47.4183568, 9.2461483 47.4183148, 9.2459161 47.4182548, 9.2456415 47.4181597, 9.2455995 47.4181437, 9.2453576 47.4180382, 9.2449911 47.4178637, 9.2444485 47.4176004, 9.2443955 47.4175708)",,Florastrasse,,
41243526,,residential,,,False,True,141.672,"LINESTRING (9.2466978 47.4184096, 9.2469466 47.4179849, 9.2474199 47.4180348, 9.2475989 47.4180537, 9.2481379 47.4181191)",,Winkelriedstrasse,,
