osmid,oneway,lanes,name,highway,maxspeed,reversed,length,width,geometry,ref,access
28284438,False,2,Kniestrasse,unclassified,50,False,125.44900000000001,,"LINESTRING (8.8197579 47.2293614, 8.8199096 47.229388, 8.8199746 47.2294007, 8.8200395 47.2294135, 8.8200826 47.2294235, 8.8201236 47.2294377, 8.8201581 47.2294524, 8.8201916 47.2294689, 8.8202223 47.2294856, 8.8202747 47.229521, 8.8203022 47.2295423, 8.8203212 47.229557, 8.8204071 47.2296261, 8.8205457 47.2297375, 8.8206971 47.2298678, 8.8208439 47.2299613, 8.8209673 47.2300036, 8.8210453 47.2300163)",,
"[657928163, 953164758, 1137768727]",False,"['2', '3']",Zürcherstrasse,primary,50,"[False, True]",107.249,,"LINESTRING (8.8197579 47.2293614, 8.8197295 47.2294492, 8.8197118 47.2294909, 8.8197033 47.2295104, 8.8196078 47.2297282, 8.819576 47.2298054, 8.8195345 47.2298901, 8.8194826 47.2300127, 8.8193834 47.2302913)",17,
28284464,True,,Sägestrasse,residential,,False,184.385,,"LINESTRING (8.8215437 47.2297907, 8.8216092 47.2298144, 8.8218911 47.2299804, 8.8221165 47.2301131, 8.8221999 47.2301498, 8.822275 47.2301398, 8.8223184 47.2300876, 8.8227756 47.2292085, 8.8227971 47.2291711)",,
762680424,False,2,Kniestrasse,unclassified,50,False,85.371,,"LINESTRING (8.8215437 47.2297907, 8.8216045 47.2296701, 8.821617 47.2296268, 8.8216762 47.2294228, 8.8217058 47.2293238, 8.8217712 47.229141, 8.8218057 47.2290447)",,
"[762680424, 28284438]",False,2,Kniestrasse,unclassified,50,True,47.823,,"LINESTRING (8.8215437 47.2297907, 8.8215006 47.2298417, 8.8214564 47.2298846, 8.8213655 47.2299441, 8.8212945 47.2299763, 8.8211985 47.2300021, 8.8211391 47.23001, 8.8210453 47.2300163)",,
28302861,True,,Kniestrasse,residential,50,False,154.42099999999996,,"LINESTRING (8.8218057 47.2290447, 8.821847 47.2289484, 8.8219952 47.2285816, 8.8220267 47.2284633, 8.8221602 47.2279355, 8.8221767 47.2278703, 8.822193 47.227806, 8.8222034 47.2277646, 8.8222141 47.2277222, 8.8222195 47.2277009, 8.8222231 47.2276868)",,
136914220,False,3,Alte Jonastrasse,primary,50,False,76.349,,"LINESTRING (8.8218057 47.2290447, 8.8219854 47.2290739, 8.8220097 47.2290781, 8.8223324 47.2291309, 8.822643 47.2291671, 8.8227971 47.2291711)",17,
762680424,False,2,Kniestrasse,unclassified,50,True,85.37100000000001,,"LINESTRING (8.8218057 47.2290447, 8.8217712 47.229141, 8.8217058 47.2293238, 8.8216762 47.2294228, 8.821617 47.2296268, 8.8216045 47.2296701, 8.8215437 47.2297907)",,
"[913331129, 913331131]",False,3,Alte Jonastrasse,primary,50,True,78.857,,"LINESTRING (8.8218057 47.2290447, 8.8216485 47.2290204, 8.821561 47.2290084, 8.8213561 47.2289658, 8.8211606 47.2289189, 8.8209432 47.2288563, 8.820818 47.2288201)",17,
136914220,False,3,Alte Jonastrasse,primary,50,True,76.349,,"LINESTRING (8.8227971 47.2291711, 8.822643 47.2291671, 8.8223324 47.2291309, 8.8220097 47.2290781, 8.8219854 47.2290739, 8.8218057 47.2290447)",17,
26587522,False,,Klaus-Gebert-Strasse,residential,,True,194.923,,"LINESTRING (8.8194063 47.2267781, 8.8193837 47.2268362, 8.8193376 47.2269543, 8.8193172 47.2270287, 8.8193124 47.2270763, 8.8193241 47.2271306, 8.8193443 47.2271645, 8.8193807 47.2271971, 8.8194296 47.2272117, 8.8195496 47.227234, 8.820335 47.2273771, 8.8204873 47.2274072, 8.8205784 47.2274252, 8.8211895 47.2275304, 8.8212509 47.2275315)",,
443349625,False,3,Neue Jonastrasse,primary,50,True,13.070999999999998,,"LINESTRING (8.8194063 47.2267781, 8.8194687 47.2267893, 8.819574 47.2268072)",8,
443349626,False,3,Neue Jonastrasse,primary,50,False,76.054,,"LINESTRING (8.8194063 47.2267781, 8.8193047 47.2267605, 8.8190202 47.2267111, 8.8186191 47.2266663, 8.8184213 47.2266379)",8,
25304759,False,,Glärnischstrasse,residential,,False,70.258,,"LINESTRING (8.8202267 47.2284357, 8.8206305 47.2281893, 8.8207263 47.228142, 8.8207798 47.2281156, 8.8208481 47.2280819, 8.8209504 47.2280412)",,yes
"[670260138, 683726025, 121040210, 121040211]",False,,Haldenstrasse,residential,,True,167.02199999999993,,"LINESTRING (8.8179335 47.228809, 8.8179999 47.2288038, 8.8181897 47.2287786, 8.8182052 47.2287767, 8.8184227 47.2287621, 8.8187109 47.2287709, 8.8189727 47.2287802, 8.8191179 47.2287818, 8.8191975 47.2287826, 8.8192081 47.228782, 8.8194411 47.2287691, 8.8195836 47.2287744, 8.8196574 47.2287875, 8.8196948 47.2287928, 8.8197142 47.2287942, 8.819736 47.2287933, 8.8197544 47.2287892, 8.819769 47.2287834, 8.8197713 47.2287825, 8.8197898 47.2287725, 8.8198016 47.228766, 8.8199019 47.2286782, 8.8200316 47.2286174)",,
"[121040212, 121040213]",False,,Haldenstrasse,residential,,False,77.752,,"LINESTRING (8.8179335 47.228809, 8.8177636 47.2288299, 8.8177109 47.2288302, 8.817657 47.228826, 8.8175968 47.2288148, 8.817569 47.2288013, 8.8175187 47.228771, 8.8175061 47.2287321, 8.8175107 47.2287125, 8.8175243 47.2286982, 8.8175486 47.2286842, 8.8175768 47.2286808, 8.8176343 47.2286812, 8.8177375 47.2287351, 8.8178484 47.2287846, 8.8179335 47.228809)",,
"[121040212, 121040213]",False,,Haldenstrasse,residential,,True,77.75200000000001,,"LINESTRING (8.8179335 47.228809, 8.8178484 47.2287846, 8.8177375 47.2287351, 8.8176343 47.2286812, 8.8175768 47.2286808, 8.8175486 47.2286842, 8.8175243 47.2286982, 8.8175107 47.2287125, 8.8175061 47.2287321, 8.8175187 47.228771, 8.817569 47.2288013, 8.8175968 47.2288148, 8.817657 47.228826, 8.8177109 47.2288302, 8.8177636 47.2288299, 8.8179335 47.228809)",,
26587522,False,,Klaus-Gebert-Strasse,residential,,False,194.923,,"LINESTRING (8.8212509 47.2275315, 8.8211895 47.2275304, 8.8205784 47.2274252, 8.8204873 47.2274072, 8.820335 47.2273771, 8.8195496 47.227234, 8.8194296 47.2272117, 8.8193807 47.2271971, 8.8193443 47.2271645, 8.8193241 47.2271306, 8.8193124 47.2270763, 8.8193172 47.2270287, 8.8193376 47.2269543, 8.8193837 47.2268362, 8.8194063 47.2267781)",,
26587523,True,,Jägerweg,residential,,False,75.461,,"LINESTRING (8.8212509 47.2275315, 8.8217023 47.2276106, 8.8220427 47.2276654, 8.8221661 47.2276827, 8.8222231 47.2276868)",,yes
136914229,False,,Glärnischstrasse,residential,,True,61.257000000000005,,"LINESTRING (8.8212509 47.2275315, 8.8212439 47.2275561, 8.8212267 47.2276161, 8.8211052 47.2278113, 8.8209504 47.2280412)",,
"[443349624, 1235809931]",False,,Glärnischstrasse,residential,,False,46.702999999999996,,"LINESTRING (8.8212509 47.2275315, 8.8212771 47.2274628, 8.8213582 47.22725, 8.8213849 47.22718, 8.8214059 47.2271249)",,
25304759,False,,Glärnischstrasse,residential,,True,70.258,,"LINESTRING (8.8209504 47.2280412, 8.8208481 47.2280819, 8.8207798 47.2281156, 8.8207263 47.228142, 8.8206305 47.2281893, 8.8202267 47.2284357)",,yes
136914229,False,,Glärnischstrasse,residential,,False,61.257000000000005,,"LINESTRING (8.8209504 47.2280412, 8.8211052 47.2278113, 8.8212267 47.2276161, 8.8212439 47.2275561, 8.8212509 47.2275315)",,
136915427,True,,Bachstrasse,residential,30,False,87.755,,"LINESTRING (8.820818 47.2288201, 8.8208386 47.2287808, 8.8208473 47.2287566, 8.8208554 47.2287224, 8.8208797 47.2285962, 8.8209624 47.2282079, 8.8209721 47.2281195, 8.8209504 47.2280412)",,
"[24440184, 807447169, 683726021]",False,3,Alte Jonastrasse,primary,50,True,64.139,,"LINESTRING (8.820818 47.2288201, 8.8205751 47.2287466, 8.8203042 47.2286645, 8.8202656 47.2286529, 8.8201445 47.2286177, 8.8200316 47.2286174)",17,
"[913331129, 913331131]",False,3,Alte Jonastrasse,primary,50,False,78.857,,"LINESTRING (8.820818 47.2288201, 8.8209432 47.2288563, 8.8211606 47.2289189, 8.8213561 47.2289658, 8.821561 47.2290084, 8.8216485 47.2290204, 8.8218057 47.2290447)",17,
335052705,False,,Zürcherstrasse,residential,,False,108.693,,"LINESTRING (8.8193834 47.2302913, 8.819441 47.230301, 8.8197749 47.2303617, 8.8201751 47.2304274, 8.8200236 47.2308237, 8.8200191 47.2308368)",,
"[657928163, 953164758, 1137768727]",False,"['2', '3']",Zürcherstrasse,primary,50,"[False, True]",107.24899999999998,,"LINESTRING (8.8193834 47.2302913, 8.8194826 47.2300127, 8.8195345 47.2298901, 8.819576 47.2298054, 8.8196078 47.2297282, 8.8197033 47.2295104, 8.8197118 47.2294909, 8.8197295 47.2294492, 8.8197579 47.2293614)",17,
335052705,False,,Zürcherstrasse,residential,,True,108.69299999999998,,"LINESTRING (8.8200191 47.2308368, 8.8200236 47.2308237, 8.8201751 47.2304274, 8.8197749 47.2303617, 8.819441 47.230301, 8.8193834 47.2302913)",,
"[277523976, 277724018]",False,3,Untere Bahnhofstrasse,primary,50,False,75.944,,"LINESTRING (8.8183962 47.2255532, 8.8184568 47.2255679, 8.8185352 47.2255925, 8.8185714 47.2256089, 8.8186128 47.225634, 8.8186415 47.2256698, 8.8186618 47.2256995, 8.8186761 47.2257415, 8.8186829 47.2257916, 8.8186762 47.2258368, 8.8186644 47.2258935, 8.8186124 47.2260721, 8.8185888 47.2261317)",8,
308577269,False,2,Güterstrasse,residential,50,True,168.392,,"LINESTRING (8.8183962 47.2255532, 8.818415 47.2254933, 8.8184805 47.2252879, 8.8185772 47.2253016, 8.8196764 47.2254574, 8.8201363 47.2255226, 8.8202132 47.2255335, 8.8202722 47.2255418)",,
"[443349627, 39362715, 967244279, 428636439]",False,"['4', '3']",Untere Bahnhofstrasse,primary,50,True,127.007,,"LINESTRING (8.8183962 47.2255532, 8.8176628 47.2254437, 8.8176028 47.2254342, 8.817497 47.2254179, 8.8173647 47.2254, 8.8171937 47.225375, 8.8169616 47.2253324, 8.8167589 47.2252935)",8,
4794107,False,3,Zürcherstrasse,primary,50,False,85.43599999999999,,"LINESTRING (8.8200316 47.2286174, 8.8200214 47.2287007, 8.8199917 47.2288002, 8.8199801 47.2288286, 8.8198177 47.2292181, 8.8197579 47.2293614)",17,
"[24440184, 807447169, 683726021]",False,3,Alte Jonastrasse,primary,50,False,64.139,,"LINESTRING (8.8200316 47.2286174, 8.8201445 47.2286177, 8.8202656 47.2286529, 8.8203042 47.2286645, 8.8205751 47.2287466, 8.820818 47.2288201)",17,
"[683726025, 670260138, 121040211, 121040210]",False,,Haldenstrasse,residential,,False,167.022,,"LINESTRING (8.8200316 47.2286174, 8.8199019 47.2286782, 8.8198016 47.228766, 8.8197898 47.2287725, 8.8197713 47.2287825, 8.819769 47.2287834, 8.8197544 47.2287892, 8.819736 47.2287933, 8.8197142 47.2287942, 8.8196948 47.2287928, 8.8196574 47.2287875, 8.8195836 47.2287744, 8.8194411 47.2287691, 8.8192081 47.228782, 8.8191975 47.2287826, 8.8191179 47.2287818, 8.8189727 47.2287802, 8.8187109 47.2287709, 8.8184227 47.2287621, 8.8182052 47.2287767, 8.8181897 47.2287786, 8.8179999 47.2288038, 8.8179335 47.228809)",,
"[807447168, 807447172, 807447175, 192916462, 26262548, 807447163, 807447164]",False,"['4', '3', '2']",Obere Bahnhofstrasse,primary,50,True,193.156,,"LINESTRING (8.8200316 47.2286174, 8.820019 47.2285661, 8.8200023 47.2285242, 8.8199755 47.228473, 8.8199612 47.2284484, 8.8199282 47.2283919, 8.8198939 47.2283445, 8.8198075 47.228223, 8.8197246 47.2281104, 8.8196228 47.2280116, 8.8189973 47.2273987, 8.8189021 47.2273028, 8.8188777 47.2272776, 8.8188402 47.2272361, 8.8188127 47.2272051, 8.8187959 47.2271845, 8.8187508 47.2271261)",,
"[967244280, 967244284, 967244285]",True,"['2', '3']",Seedammstrasse,primary,50,False,82.496,,"LINESTRING (8.8151931 47.2247506, 8.8153455 47.2247827, 8.8153877 47.2248011, 8.8154514 47.2248289, 8.8156479 47.2249136, 8.815865 47.2250013, 8.8161475 47.2251058)",8,
"[26262684, 143576148]",True,,Fischmarktstrasse,residential,,False,73.127,,"LINESTRING (8.8162467 47.2252266, 8.8162533 47.2252842, 8.8162547 47.2253107, 8.816284 47.2256447, 8.8162659 47.2257149, 8.8163274 47.2258771)",,
"[1038313200, 967244282, 787666594, 399648815]",True,1,Seedammstrasse,primary,50,False,96.52699999999999,,"LINESTRING (8.8162467 47.2252266, 8.8161734 47.2252128, 8.8160249 47.2251705, 8.8159174 47.2251298, 8.8158241 47.2250847, 8.815552 47.2249616, 8.8154825 47.2249283, 8.8153957 47.2248874, 8.8153229 47.2248434, 8.8151931 47.2247506)",8,
143576148,True,,Fischmarktstrasse,residential,,False,15.729999999999999,,"LINESTRING (8.8161475 47.2251058, 8.8161956 47.2251409, 8.8162258 47.2251732, 8.8162467 47.2252266)",,
"[967244281, 967244283]",True,2,"['Untere Bahnhofstrasse', 'Seedammstrasse']",primary,50,False,50.764,,"LINESTRING (8.8161475 47.2251058, 8.8163105 47.2251454, 8.816542 47.2252134, 8.8167589 47.2252935)",8,
