osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,width,geometry
156751485,Out Post Road,residential,False,True,29.45,2,,20,6.1,"LINESTRING (121.3225001 13.9554453, 121.3222283 13.9554691)"
942753053,,residential,False,False,46.692,,,,,"LINESTRING (121.3225001 13.9554453, 121.3226177 13.9558494)"
79059047,,residential,False,False,35.408,,,,,"LINESTRING (121.3225928 13.9571426, 121.3225091 13.9568347)"
"[79064484, 1232688326]",4th Street,residential,False,False,117.233,,,,,"LINESTRING (121.3225928 13.9571426, 121.3222532 13.9572516, 121.3221274 13.9572989, 121.3220794 13.9573299, 121.3220478 13.9573676, 121.322039 13.9574361, 121.3221664 13.9578193)"
79064484,4th Street,residential,False,True,84.031,,,,,"LINESTRING (121.3225928 13.9571426, 121.3230991 13.9569751, 121.323331 13.9569021)"
1232688318,3rd Street,residential,False,True,201.052,,,,,"LINESTRING (121.3221664 13.9578193, 121.3239405 13.9572671)"
"[156751482, 156751515]",2nd Street,residential,False,False,131.482,,,,,"LINESTRING (121.3221664 13.9578193, 121.3223699 13.9581026, 121.3224566 13.9582091, 121.3224973 13.9582572, 121.3225504 13.9582709, 121.3231237 13.9580875)"
"[79064484, 1232688326]",4th Street,residential,False,True,117.233,,,,,"LINESTRING (121.3221664 13.9578193, 121.322039 13.9574361, 121.3220478 13.9573676, 121.3220794 13.9573299, 121.3221274 13.9572989, 121.3222532 13.9572516, 121.3225928 13.9571426)"
79064470,6th Street,residential,False,True,211.25,,,,,"LINESTRING (121.3253373 13.9552435, 121.3234458 13.955733)"
79064480,Delfin Avenue,residential,False,True,48.243,,,20,,"LINESTRING (121.3253373 13.9552435, 121.3254927 13.9556503)"
156751480,1st Street,residential,False,False,104.57,,,,,"LINESTRING (121.3242633 13.9583018, 121.3233378 13.9585805)"
156751480,1st Street,residential,False,True,226.012,,,,,"LINESTRING (121.3242633 13.9583018, 121.3262523 13.9576651)"
1232688321,Recto Mayo Street,residential,False,True,60.028,,,,,"LINESTRING (121.3242633 13.9583018, 121.3240998 13.9577858)"
1232688321,Recto Mayo Street,residential,False,False,68.93700000000001,,,,,"LINESTRING (121.3242633 13.9583018, 121.3244009 13.9587396, 121.324449 13.958895)"
79059053,,residential,False,False,129.97,,,,,"LINESTRING (121.3212782 13.9585134, 121.3210073 13.9573745)"
79059066,Sampaguita Street,residential,False,False,31.145,,,,,"LINESTRING (121.3212782 13.9585134, 121.3215536 13.9584296)"
79059066,Sampaguita Street,residential,False,True,46.263,,,,,"LINESTRING (121.3212782 13.9585134, 121.3208746 13.9586537)"
79059047,,residential,False,False,107.231,,,,,"LINESTRING (121.3225091 13.9568347, 121.3222485 13.9559041)"
79059047,,residential,False,True,35.408,,,,,"LINESTRING (121.3225091 13.9568347, 121.3225928 13.9571426)"
79059068,Cattleya Street,residential,False,False,41.242,,,20,,"LINESTRING (121.3225091 13.9568347, 121.3228758 13.9567302)"
79059068,Cattleya Street,residential,False,True,42.232,,,20,,"LINESTRING (121.3225091 13.9568347, 121.3222943 13.9568981, 121.3221349 13.9569459)"
79064470,6th Street,residential,False,False,211.25,,,,,"LINESTRING (121.3234458 13.955733, 121.3253373 13.9552435)"
79064482,Recto Mayo Street,residential,False,False,58.961,,,,,"LINESTRING (121.3234458 13.955733, 121.3236098 13.9562388)"
"[79064470, 942753054]","['6th Street', 'Roxas Street']",residential,False,True,166.51600000000002,,,,,"LINESTRING (121.3234458 13.955733, 121.3233892 13.9557439, 121.3232325 13.955774, 121.3230482 13.9558425, 121.3232344 13.9565935, 121.323331 13.9569021)"
79064472,5th Street,residential,False,False,213.466,,,,,"LINESTRING (121.3236098 13.9562388, 121.3254927 13.9556503)"
79064482,Recto Mayo Street,residential,False,False,60.594,,,,,"LINESTRING (121.3236098 13.9562388, 121.3237777 13.9567588)"
79064482,Recto Mayo Street,residential,False,True,58.961,,,,,"LINESTRING (121.3236098 13.9562388, 121.3234458 13.955733)"
79064472,5th Street,residential,False,True,213.466,,,,,"LINESTRING (121.3254927 13.9556503, 121.3236098 13.9562388)"
79064480,Delfin Avenue,residential,False,False,48.243,,,20,,"LINESTRING (121.3254927 13.9556503, 121.3253373 13.9552435)"
79064480,Delfin Avenue,residential,False,True,61.081,,,20,,"LINESTRING (121.3254927 13.9556503, 121.3256736 13.9561708)"
123529885,Castillo Street,residential,False,False,144.729,,,30,,"LINESTRING (121.3213383 13.960945, 121.3200998 13.9614445)"
123529885,Castillo Street,residential,False,True,123.606,,,30,,"LINESTRING (121.3213383 13.960945, 121.3223996 13.9605268)"
123530914,Recto Street,residential,False,False,68.288,2,,30,,"LINESTRING (121.3213383 13.960945, 121.3215764 13.961514)"
123530914,Recto Street,residential,False,True,61.716,2,,30,,"LINESTRING (121.3213383 13.960945, 121.3212456 13.9606851, 121.3211755 13.9604135)"
79069646,Escueta Street,residential,False,False,62.199,,,30,,"LINESTRING (121.3236981 13.9600796, 121.3238537 13.9606182)"
123529885,Castillo Street,residential,False,True,136.88,,,30,,"LINESTRING (121.3236981 13.9600796, 121.3248863 13.9596487)"
79069646,Escueta Street,residential,False,True,95.143,,,30,,"LINESTRING (121.3236981 13.9600796, 121.3235457 13.9596019, 121.3234164 13.9592692)"
123529885,Castillo Street,residential,False,False,99.404,,,30,,"LINESTRING (121.3236981 13.9600796, 121.3233108 13.9602069, 121.3228251 13.9603649)"
123530904,Escudero Street,residential,False,False,133.171,,,30,,"LINESTRING (121.3208565 13.9629851, 121.322 13.9625347)"
123530904,Escudero Street,residential,False,True,41.884,,,30,,"LINESTRING (121.3208565 13.9629851, 121.320501 13.9631363)"
123530910,Masangkay Street,residential,False,False,53.108,2,,30,6.1,"LINESTRING (121.3208565 13.9629851, 121.3206565 13.9625487)"
123530910,Masangkay Street,residential,False,True,56.852,2,,30,6.1,"LINESTRING (121.3208565 13.9629851, 121.3210911 13.9634429)"
123530903,Alabastro Street,residential,False,False,139.358,2,,30,,"LINESTRING (121.3215764 13.961514, 121.3203801 13.9619861)"
123530903,Alabastro Street,residential,False,True,121.615,2,,30,,"LINESTRING (121.3215764 13.961514, 121.3226122 13.961083)"
123530914,Recto Street,residential,False,False,65.524,2,,30,,"LINESTRING (121.3215764 13.961514, 121.3217949 13.9620638)"
123530914,Recto Street,residential,False,True,68.288,2,,30,,"LINESTRING (121.3215764 13.961514, 121.3213383 13.960945)"
79069646,Escueta Street,residential,False,False,57.926,,,30,,"LINESTRING (121.3238537 13.9606182, 121.3240099 13.9611166)"
79069646,Escueta Street,residential,False,True,62.199,,,30,,"LINESTRING (121.3238537 13.9606182, 121.3236981 13.9600796)"
123530903,Alabastro Street,residential,False,False,100.103,2,,30,,"LINESTRING (121.3238537 13.9606182, 121.3229857 13.9609358)"
123530899,Umali Street,residential,False,True,120.641,2,,30,,"LINESTRING (121.3217949 13.9620638, 121.3228091 13.9616073)"
123530914,Recto Street,residential,False,True,65.524,2,,30,,"LINESTRING (121.3217949 13.9620638, 121.3215764 13.961514)"
1231399676,Recto Street,residential,False,False,56.847,2,,30,,"LINESTRING (121.3217949 13.9620638, 121.322 13.9625347)"
1231399677,Umali Street,residential,False,False,134.15699999999998,2,,30,,"LINESTRING (121.3217949 13.9620638, 121.32129 13.9622811, 121.3206565 13.9625487)"
79069646,Escueta Street,residential,False,True,57.926,,,30,,"LINESTRING (121.3240099 13.9611166, 121.3238537 13.9606182)"
123530899,Umali Street,residential,False,False,100.441,2,,30,,"LINESTRING (121.3240099 13.9611166, 121.323153 13.9614693)"
79069646,Escueta Street,residential,False,False,180.041,,,30,,"LINESTRING (121.3240099 13.9611166, 121.3242354 13.9618667, 121.324465 13.9626743)"
123530899,Umali Street,residential,False,True,149.743,2,,30,,"LINESTRING (121.3240099 13.9611166, 121.3248304 13.9608219, 121.3253074 13.9606393)"
123530911,Mayo Street,tertiary,False,True,122.055,2,,30,,"LINESTRING (121.324465 13.9626743, 121.3234553 13.963169)"
79069646,Escueta Street,residential,False,True,180.041,,,30,,"LINESTRING (121.324465 13.9626743, 121.3242354 13.9618667, 121.3240099 13.9611166)"
1231399679,Mayo Street,tertiary,False,False,168.67100000000002,2,,30,,"LINESTRING (121.324465 13.9626743, 121.3256773 13.9621569, 121.3257875 13.9620994, 121.3258716 13.9620253)"
123530904,Escudero Street,residential,False,True,133.171,,,30,,"LINESTRING (121.322 13.9625347, 121.3208565 13.9629851)"
1231399676,Recto Street,residential,False,True,56.847,2,,30,,"LINESTRING (121.322 13.9625347, 121.3217949 13.9620638)"
1231399683,Recto Street,residential,False,False,54.314,2,,30,,"LINESTRING (121.322 13.9625347, 121.3220806 13.9627321, 121.3221885 13.9629876)"
1231399684,Escudero Street,residential,False,False,73.211,,,30,,"LINESTRING (121.322 13.9625347, 121.3224506 13.9623644, 121.3226338 13.9622999)"
156751485,Out Post Road,residential,False,False,31.344,2,,20,6.1,"LINESTRING (121.3210987 13.9555588, 121.3213881 13.9555348)"
156751485,Out Post Road,residential,False,True,34.092,2,,20,6.1,"LINESTRING (121.3210987 13.9555588, 121.320783 13.9555703)"
156751507,Guiho Street,residential,False,False,43.099,,,20,,"LINESTRING (121.3210987 13.9555588, 121.3210991 13.9559464)"
79059066,Sampaguita Street,residential,False,False,46.263,,,,,"LINESTRING (121.3208746 13.9586537, 121.3212782 13.9585134)"
1232688330,Recto Street,primary,False,False,21.418,2,435,40,6.7,"LINESTRING (121.3208746 13.9586537, 121.3208426 13.9584636)"
1232688330,Recto Street,primary,False,True,24.594,2,435,40,6.7,"LINESTRING (121.3208746 13.9586537, 121.3209106 13.9588721)"
763937528,Recto Street,primary,False,False,38.31,2,435,40,6.7,"LINESTRING (121.3203121 13.9561308, 121.3202101 13.9558008)"
763937528,Recto Street,primary,False,True,57.882999999999996,2,435,40,6.7,"LINESTRING (121.3203121 13.9561308, 121.3203829 13.9563538, 121.3204764 13.9566263)"
79059068,Cattleya Street,residential,False,False,14.052,,,20,,"LINESTRING (121.3228758 13.9567302, 121.3230008 13.9566948)"
79059068,Cattleya Street,residential,False,True,41.242,,,20,,"LINESTRING (121.3228758 13.9567302, 121.3225091 13.9568347)"
156751509,,residential,False,False,101.82400000000001,,,,,"LINESTRING (121.3228758 13.9567302, 121.3227091 13.9561666, 121.3226177 13.9558494)"
156751485,Out Post Road,residential,False,False,22.561,2,,20,6.1,"LINESTRING (121.3219385 13.9554902, 121.322147 13.9554753)"
156751485,Out Post Road,residential,False,True,29.55,2,,20,6.1,"LINESTRING (121.3219385 13.9554902, 121.3216655 13.9555109)"
156751485,Out Post Road,residential,False,False,29.55,2,,20,6.1,"LINESTRING (121.3216655 13.9555109, 121.3219385 13.9554902)"
156751485,Out Post Road,residential,False,True,22.459,2,,20,6.1,"LINESTRING (121.3216655 13.9555109, 121.3214582 13.9555288)"
156751485,Out Post Road,residential,False,False,7.594,2,,20,6.1,"LINESTRING (121.3213881 13.9555348, 121.3214582 13.9555288)"
156751485,Out Post Road,residential,False,True,31.344,2,,20,6.1,"LINESTRING (121.3213881 13.9555348, 121.3210987 13.9555588)"
156751504,,residential,False,True,40.303,,,,,"LINESTRING (121.3226177 13.9558494, 121.3222485 13.9559041)"
942753053,,residential,False,True,46.692,,,,,"LINESTRING (121.3226177 13.9558494, 121.3225001 13.9554453)"
156751509,,residential,False,True,101.82400000000001,,,,,"LINESTRING (121.3226177 13.9558494, 121.3227091 13.9561666, 121.3228758 13.9567302)"
79059053,,residential,False,True,129.97,,,,,"LINESTRING (121.3210073 13.9573745, 121.3212782 13.9585134)"
1232688327,Cattleya Street,residential,False,False,29.844,,,20,,"LINESTRING (121.3210073 13.9573745, 121.3212756 13.9573094)"
1232688327,Cattleya Street,residential,False,True,34.082,,,20,,"LINESTRING (121.3210073 13.9573745, 121.3207017 13.9574519)"
"[156751512, 79059053]",,residential,False,"[False, True]",191.76,,,,,"LINESTRING (121.3210073 13.9573745, 121.320821 13.956691, 121.3206293 13.955971, 121.3209111 13.9559563)"
1232688327,Cattleya Street,residential,False,True,30.714,,,20,,"LINESTRING (121.3218296 13.9571759, 121.3215531 13.9572414)"
768102912,,residential,False,False,144.58,,,,,"LINESTRING (121.3218296 13.9571759, 121.3216245 13.9564619, 121.321495 13.9559172)"
"[79059068, 1232688327]",Cattleya Street,residential,False,False,44.677,,,20,,"LINESTRING (121.3218296 13.9571759, 121.3219296 13.9571519, 121.3220103 13.9571218, 121.322045 13.9570667, 121.3220665 13.9570075, 121.3221349 13.9569459)"
"[156751504, 79059044]",,residential,False,"[False, True]",155.603,,,,,"LINESTRING (121.3221349 13.9569459, 121.3219475 13.9563172, 121.3218615 13.955962, 121.3222485 13.9559041)"
79059068,Cattleya Street,residential,False,False,42.232,,,20,,"LINESTRING (121.3221349 13.9569459, 121.3222943 13.9568981, 121.3225091 13.9568347)"
"[79059068, 1232688327]",Cattleya Street,residential,False,True,44.677,,,20,,"LINESTRING (121.3221349 13.9569459, 121.3220665 13.9570075, 121.322045 13.9570667, 121.3220103 13.9571218, 121.3219296 13.9571519, 121.3218296 13.9571759)"
79064480,Delfin Avenue,residential,False,False,61.081,,,20,,"LINESTRING (121.3256736 13.9561708, 121.3254927 13.9556503)"
79064480,Delfin Avenue,residential,False,True,58.46,,,20,,"LINESTRING (121.3256736 13.9561708, 121.3258404 13.956671)"
79064484,4th Street,residential,False,False,214.785,,,,,"LINESTRING (121.3256736 13.9561708, 121.3237777 13.9567588)"
79064482,Recto Mayo Street,residential,False,True,60.594,,,,,"LINESTRING (121.3237777 13.9567588, 121.3236098 13.9562388)"
79064484,4th Street,residential,False,False,50.77,,,,,"LINESTRING (121.3237777 13.9567588, 121.323331 13.9569021)"
79064484,4th Street,residential,False,True,214.785,,,,,"LINESTRING (121.3237777 13.9567588, 121.3256736 13.9561708)"
79064482,Recto Mayo Street,residential,False,False,59.188,,,,,"LINESTRING (121.3237777 13.9567588, 121.3239066 13.9571613, 121.3239405 13.9572671)"
1232688320,Don V. Robles Avenue,primary,False,False,9.464,4,1,50,13.4,"LINESTRING (121.324449 13.958895, 121.3245332 13.9588712)"
746829432,Don V. Robles Avenue,primary,False,True,95.544,4,1,50,13.4,"LINESTRING (121.324449 13.958895, 121.3240138 13.9590321, 121.3238131 13.9591062, 121.3236126 13.9591763)"
1232688321,Recto Mayo Street,residential,False,True,68.93700000000001,,,,,"LINESTRING (121.324449 13.958895, 121.3244009 13.9587396, 121.3242633 13.9583018)"
79059066,Sampaguita Street,residential,False,True,31.145,,,,,"LINESTRING (121.3215536 13.9584296, 121.3212782 13.9585134)"
79059046,,residential,False,True,128.126,,,,,"LINESTRING (121.3215536 13.9584296, 121.3213736 13.957687, 121.3212756 13.9573094)"
"[79059066, 156751500]",Sampaguita Street,residential,False,"[False, True]",157.862,,,,,"LINESTRING (121.3215536 13.9584296, 121.321831 13.9583471, 121.3215531 13.9572414)"
79064480,Delfin Avenue,residential,False,False,58.521,,,20,,"LINESTRING (121.3262523 13.9576651, 121.3260265 13.9571866)"
79064480,Delfin Avenue,residential,False,True,72.785,,,20,,"LINESTRING (121.3262523 13.9576651, 121.3265289 13.9582621)"
156751480,1st Street,residential,False,False,226.012,,,,,"LINESTRING (121.3262523 13.9576651, 121.3242633 13.9583018)"
156751480,1st Street,residential,False,True,104.57,,,,,"LINESTRING (121.3233378 13.9585805, 121.3242633 13.9583018)"
156751502,Pajarillo Avenue,residential,False,False,72.584,,,,,"LINESTRING (121.3233378 13.9585805, 121.3236126 13.9591763)"
156751502,Pajarillo Avenue,residential,False,True,59.489,,,,,"LINESTRING (121.3233378 13.9585805, 121.3231237 13.9580875)"
79059057,3rd Street,residential,False,False,215.471,,,,,"LINESTRING (121.3258404 13.956671, 121.3239405 13.9572671)"
79064480,Delfin Avenue,residential,False,False,58.46,,,20,,"LINESTRING (121.3258404 13.956671, 121.3256736 13.9561708)"
79064480,Delfin Avenue,residential,False,True,60.748,,,20,,"LINESTRING (121.3258404 13.956671, 121.3260265 13.9571866)"
79059057,3rd Street,residential,False,True,215.471,,,,,"LINESTRING (121.3239405 13.9572671, 121.3258404 13.956671)"
1232688318,3rd Street,residential,False,False,201.052,,,,,"LINESTRING (121.3239405 13.9572671, 121.3221664 13.9578193)"
1232688321,Recto Mayo Street,residential,False,False,60.184,,,,,"LINESTRING (121.3239405 13.9572671, 121.3240998 13.9577858)"
79064482,Recto Mayo Street,residential,False,True,59.188,,,,,"LINESTRING (121.3239405 13.9572671, 121.3239066 13.9571613, 121.3237777 13.9567588)"
156751482,2nd Street,residential,False,False,110.546,,,,,"LINESTRING (121.3231237 13.9580875, 121.3240998 13.9577858)"
156751502,Pajarillo Avenue,residential,False,False,59.489,,,,,"LINESTRING (121.3231237 13.9580875, 121.3233378 13.9585805)"
"[156751482, 156751515]",2nd Street,residential,False,True,131.482,,,,,"LINESTRING (121.3231237 13.9580875, 121.3225504 13.9582709, 121.3224973 13.9582572, 121.3224566 13.9582091, 121.3223699 13.9581026, 121.3221664 13.9578193)"
156751482,2nd Street,residential,False,False,218.329,,,,,"LINESTRING (121.3240998 13.9577858, 121.3260265 13.9571866)"
156751482,2nd Street,residential,False,True,110.546,,,,,"LINESTRING (121.3240998 13.9577858, 121.3231237 13.9580875)"
1232688321,Recto Mayo Street,residential,False,False,60.028,,,,,"LINESTRING (121.3240998 13.9577858, 121.3242633 13.9583018)"
1232688321,Recto Mayo Street,residential,False,True,60.184,,,,,"LINESTRING (121.3240998 13.9577858, 121.3239405 13.9572671)"
79064480,Delfin Avenue,residential,False,False,60.748,,,20,,"LINESTRING (121.3260265 13.9571866, 121.3258404 13.956671)"
79064480,Delfin Avenue,residential,False,True,58.521,,,20,,"LINESTRING (121.3260265 13.9571866, 121.3262523 13.9576651)"
156751482,2nd Street,residential,False,True,218.329,,,,,"LINESTRING (121.3260265 13.9571866, 121.3240998 13.9577858)"
79064480,Delfin Avenue,residential,False,False,72.785,,,20,,"LINESTRING (121.3265289 13.9582621, 121.3262523 13.9576651)"
1232688319,Don V. Robles Avenue,primary,False,True,82.705,4,1,50,13.4,"LINESTRING (121.3265289 13.9582621, 121.3257922 13.9584672)"
1232688330,Recto Street,primary,False,True,27.215,2,435,40,6.7,"LINESTRING (121.3208085 13.9582211, 121.3208426 13.9584636)"
"[880563016, 79059067]",Atienza Street,residential,False,"[False, True]",333.575,1,,20,,"LINESTRING (121.3208085 13.9582211, 121.320502 13.9582922, 121.3196574 13.958533, 121.3196276 13.9584983, 121.3193889 13.9577142, 121.3193433 13.9576634, 121.3192897 13.9576608, 121.3188699 13.957774, 121.31843 13.957856)"
1232688329,Recto Street,primary,False,False,86.32600000000001,2,435,40,6.7,"LINESTRING (121.3208085 13.9582211, 121.3207618 13.9578955, 121.3207448 13.9577208, 121.3207017 13.9574519)"
1232688330,Recto Street,primary,False,False,27.215,2,435,40,6.7,"LINESTRING (121.3208426 13.9584636, 121.3208085 13.9582211)"
1232688330,Recto Street,primary,False,True,21.418,2,435,40,6.7,"LINESTRING (121.3208426 13.9584636, 121.3208746 13.9586537)"
79059071,Maligaya Street,residential,False,True,316.863,,,20,,"LINESTRING (121.3208426 13.9584636, 121.3200999 13.9586657, 121.3195675 13.958769, 121.3190846 13.9588029, 121.317947 13.9587787)"
1232688330,Recto Street,primary,False,False,24.594,2,435,40,6.7,"LINESTRING (121.3209106 13.9588721, 121.3208746 13.9586537)"
"[79057969, 880563022]",Juan Mea Street,unclassified,False,True,387.827,,,20,,"LINESTRING (121.3209106 13.9588721, 121.3206978 13.9589174, 121.3199931 13.9590596, 121.3179854 13.9593215, 121.3178936 13.9593339, 121.3178278 13.9593137, 121.3177943 13.9592734, 121.3177648 13.9588712)"
"[1232688330, 942753047]",Recto Street,primary,False,True,173.776,2,435,40,"['5.2', '6.7']","LINESTRING (121.3209106 13.9588721, 121.320992 13.9593998, 121.3211755 13.9604135)"
123530903,Alabastro Street,residential,False,False,44.89,2,,30,,"LINESTRING (121.3203801 13.9619861, 121.3199997 13.9621495)"
123530903,Alabastro Street,residential,False,True,139.358,2,,30,,"LINESTRING (121.3203801 13.9619861, 121.3215764 13.961514)"
123530910,Masangkay Street,residential,False,False,67.392,2,,30,6.1,"LINESTRING (121.3203801 13.9619861, 121.3200998 13.9614445)"
123530910,Masangkay Street,residential,False,True,69.305,2,,30,6.1,"LINESTRING (121.3203801 13.9619861, 121.3206565 13.9625487)"
123530910,Masangkay Street,residential,False,True,47.788000000000004,2,,30,6.1,"LINESTRING (121.3199165 13.9610535, 121.319954 13.9611471, 121.3200998 13.9614445)"
"[942753056, 942753040]",Don V. Robles Avenue,primary,False,False,153.369,4,1,50,13.4,"LINESTRING (121.3199165 13.9610535, 121.3204627 13.9607756, 121.3211213 13.9604406, 121.3211755 13.9604135)"
"[942753056, 942753041]","['Don V. Robles Avenue', 'Doña Tating Street']",primary,False,"[False, True]",98.385,4,1,50,13.4,"LINESTRING (121.3199165 13.9610535, 121.3198565 13.9610929, 121.3198022 13.961134, 121.3197554 13.961178, 121.3197132 13.9612318, 121.3196789 13.9613213, 121.3196662 13.9614207, 121.3196798 13.9615084, 121.3197062 13.9615888, 121.3198176 13.9618121)"
38560196,Doña Tating Street,primary,False,True,69.13,4,1,50,13.4,"LINESTRING (121.3202828 13.9627072, 121.3199997 13.9621495)"
1231399677,Umali Street,residential,False,False,58.007,2,,30,,"LINESTRING (121.3202828 13.9627072, 121.3197877 13.9629104)"
1231399677,Umali Street,residential,False,True,44.009,2,,30,,"LINESTRING (121.3202828 13.9627072, 121.3206565 13.9625487)"
38560196,Doña Tating Street,primary,False,False,53.208,4,1,50,13.4,"LINESTRING (121.3202828 13.9627072, 121.3203907 13.9629176, 121.320501 13.9631363)"
111504445,J. P. Rizal Street,residential,False,True,62.051,,,30,,"LINESTRING (121.3228091 13.9616073, 121.3226122 13.961083)"
123530899,Umali Street,residential,False,False,120.641,2,,30,,"LINESTRING (121.3228091 13.9616073, 121.3217949 13.9620638)"
123530899,Umali Street,residential,False,True,40.158,2,,30,,"LINESTRING (121.3228091 13.9616073, 121.323153 13.9614693)"
1231399684,Escudero Street,residential,False,True,73.211,,,30,,"LINESTRING (121.3226338 13.9622999, 121.3224506 13.9623644, 121.322 13.9625347)"
111504445,J. P. Rizal Street,residential,False,False,65.965,,,30,,"LINESTRING (121.3223996 13.9605268, 121.3226122 13.961083)"
111504445,J. P. Rizal Street,residential,False,True,73.525,,,30,,"LINESTRING (121.3223996 13.9605268, 121.3221439 13.9599139)"
123529885,Castillo Street,residential,False,False,123.606,,,30,,"LINESTRING (121.3223996 13.9605268, 121.3213383 13.960945)"
123529885,Castillo Street,residential,False,True,49.319,,,30,,"LINESTRING (121.3223996 13.9605268, 121.3228251 13.9603649)"
38560196,Doña Tating Street,primary,False,False,59.395,4,1,50,13.4,"LINESTRING (121.320501 13.9631363, 121.3207429 13.9636161)"
123530904,Escudero Street,residential,False,False,41.884,,,30,,"LINESTRING (121.320501 13.9631363, 121.3208565 13.9629851)"
123530904,Escudero Street,residential,False,True,57.494,,,30,,"LINESTRING (121.320501 13.9631363, 121.320003 13.9633201)"
38560196,Doña Tating Street,primary,False,True,53.208,4,1,50,13.4,"LINESTRING (121.320501 13.9631363, 121.3203907 13.9629176, 121.3202828 13.9627072)"
111504445,J. P. Rizal Street,residential,False,False,73.525,,,30,,"LINESTRING (121.3221439 13.9599139, 121.3223996 13.9605268)"
746829432,Don V. Robles Avenue,primary,False,False,52.131,4,1,50,13.4,"LINESTRING (121.3221439 13.9599139, 121.3225711 13.959695)"
111504445,J. P. Rizal Street,residential,False,True,74.223,,,30,,"LINESTRING (121.3221439 13.9599139, 121.3221376 13.959897, 121.3219102 13.9592861)"
942753055,Don V. Robles Avenue,primary,False,True,118.35,4,1,50,13.4,"LINESTRING (121.3221439 13.9599139, 121.321898 13.9600391, 121.3211755 13.9604135)"
111504445,J. P. Rizal Street,residential,False,False,62.051,,,30,,"LINESTRING (121.3226122 13.961083, 121.3228091 13.9616073)"
