osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,width,bridge,access
1065714212,2,Padre Burgos Avenue,primary,60,True,False,293.464,"LINESTRING (120.9806244 14.5947221, 120.980376 14.5945431, 120.9802218 14.5944393, 120.9801459 14.5943924, 120.9800972 14.5943745, 120.9800352 14.5943507, 120.9795204 14.5941831, 120.9792753 14.594104, 120.9791413 14.594027, 120.9790587 14.5939356, 120.9790184 14.5938451, 120.9790018 14.5937689, 120.9790046 14.59369, 120.9790112 14.5936215, 120.9790274 14.5935477, 120.979074 14.5934759, 120.9791341 14.5933911, 120.9792008 14.5933159, 120.9793117 14.5931223)",170,,,,
"[1071718216, 1071718217, 333199724, 28596690, 28596691, 614773844]","['2', '4', '3']","['Taft Avenue', 'Lagusnilad Tunnel']",primary,60,True,False,347.55600000000004,"LINESTRING (120.9806645 14.5900306, 120.9807926 14.5897443, 120.9808619 14.589444, 120.9809553 14.5889712, 120.9809701 14.5889108, 120.9809912 14.5888428, 120.9810307 14.5887485, 120.9810598 14.5886983, 120.9811718 14.5885048, 120.9817227 14.5875936, 120.9819008 14.5872244, 120.981924 14.5871828)",170,yes,,,
1240082216,2,Victoria Street,tertiary,40,False,False,42.222,"LINESTRING (120.9782641 14.589318, 120.9779653 14.5890719)",,,,,
572614637,2,Solana Street,unclassified,30,False,False,128.78300000000002,"LINESTRING (120.9782641 14.589318, 120.978042 14.5895747, 120.9774843 14.5901965)",,,,,
"[1240082216, 1260579001, 333212365]",2,Victoria Street,tertiary,40,False,True,76.674,"LINESTRING (120.9782641 14.589318, 120.9785225 14.5895158, 120.9786062 14.5895605, 120.9786716 14.5895793, 120.978723 14.5895801, 120.97889 14.589564)",,,,,
16175529,2,Recoletos Street,unclassified,30,False,True,80.255,"LINESTRING (120.9782271 14.5882466, 120.9776747 14.5877617)",,,,,
900645422,2,Magallanes Street,residential,30,False,False,87.91,"LINESTRING (120.9782271 14.5882466, 120.9776672 14.5888223)",,,,,
16175529,2,Recoletos Street,unclassified,30,False,False,35.8,"LINESTRING (120.9782271 14.5882466, 120.9783316 14.588336, 120.9784763 14.5884599)",,,,,
161414115,2,Magallanes Street,unclassified,30,False,False,129.633,"LINESTRING (120.9776672 14.5888223, 120.9768955 14.5897175)",,,,,
900645422,2,Magallanes Street,residential,30,False,True,87.91,"LINESTRING (120.9776672 14.5888223, 120.9782271 14.5882466)",,,,,
1240082216,2,Victoria Street,tertiary,40,False,False,77.011,"LINESTRING (120.9776672 14.5888223, 120.9771159 14.5883807)",,,,,
1240082216,2,Victoria Street,tertiary,40,False,True,42.419,"LINESTRING (120.9776672 14.5888223, 120.9779653 14.5890719)",,,,,
331769750,2,Cabildo Street,unclassified,40,False,False,91.397,"LINESTRING (120.9771159 14.5883807, 120.9776747 14.5877617)",,,,,
331769750,2,Cabildo Street,unclassified,40,False,True,129.335,"LINESTRING (120.9771159 14.5883807, 120.9763162 14.589249)",,,,,
1240082216,2,Victoria Street,tertiary,40,False,True,77.011,"LINESTRING (120.9771159 14.5883807, 120.9776672 14.5888223)",,,,,
"[89432768, 1240082218]","['1', '2']",Victoria Street,tertiary,40,True,False,167.038,"LINESTRING (120.9771159 14.5883807, 120.9767656 14.5881102, 120.9765073 14.587906, 120.9758826 14.5874694)",,,,,
749181390,2,Real Street,unclassified,30,False,False,83.341,"LINESTRING (120.9760762 14.5906004, 120.9766482 14.5911057)",,,6,,
749181390,2,Real Street,unclassified,30,False,True,80.906,"LINESTRING (120.9760762 14.5906004, 120.975519 14.5901119)",,,6,,
161414115,2,Magallanes Street,unclassified,30,False,True,131.963,"LINESTRING (120.9760762 14.5906004, 120.9768545 14.5897566, 120.9768955 14.5897175)",,,,,
749181390,2,Real Street,unclassified,30,False,True,83.341,"LINESTRING (120.9766482 14.5911057, 120.9760762 14.5906004)",,,6,,
1192038336,,Real Street,unclassified,30,False,False,81.92,"LINESTRING (120.9766482 14.5911057, 120.9772053 14.5916078)",,,,,
161306405,2,Solana Street,unclassified,30,False,False,129.204,"LINESTRING (120.9766482 14.5911057, 120.976447 14.5913207, 120.9762593 14.5915147, 120.9758397 14.5919647)",,,5,,
1071684857,2,Solana Street,unclassified,30,False,True,93.387,"LINESTRING (120.9766482 14.5911057, 120.9767514 14.5909936, 120.9768911 14.5908444, 120.9772237 14.5904771)",,,,,
1086315982,,Legaspi Street,residential,30,False,True,74.384,"LINESTRING (120.9772053 14.5916078, 120.9776276 14.5910782)",,,,,
1192038336,,Real Street,unclassified,30,False,False,78.289,"LINESTRING (120.9772053 14.5916078, 120.9777504 14.5920741)",,,,,
1192038336,,Real Street,unclassified,30,False,True,81.92,"LINESTRING (120.9772053 14.5916078, 120.9766482 14.5911057)",,,,,
161414114,2,Legaspi Street,residential,30,False,False,129.998,"LINESTRING (120.9772053 14.5916078, 120.9768044 14.5920365, 120.9763917 14.592472)",,,,,
"[1262541671, 572614639]",2,Muralla Street,tertiary,40,True,False,123.299,"LINESTRING (120.9775262 14.5935072, 120.9774801 14.5935695, 120.977355 14.5937357, 120.9772269 14.5939094, 120.9771884 14.5939579, 120.9771578 14.5939729, 120.9771288 14.5939787, 120.977076 14.5939772, 120.9767778 14.5939452, 120.9767132 14.5939086, 120.9766476 14.5938663)",,,5,,
"[1071718219, 720371453, 158627299]",2,Anda Street,tertiary,40,False,"[False, True]",102.009,"LINESTRING (120.9775262 14.5935072, 120.9775585 14.5935335, 120.9775838 14.5935575, 120.9776192 14.5935791, 120.9777441 14.5936347, 120.9778499 14.5936783, 120.9779561 14.5937214, 120.9783885 14.5938757)",,,,,
1260608015,1,Anda Street,tertiary,40,False,True,90.194,"LINESTRING (120.9775262 14.5935072, 120.977486 14.5934749, 120.9774768 14.5934665, 120.976911 14.5929564)",,,,,
934352091,1,Anda Street,tertiary,40,True,False,77.614,"LINESTRING (120.9763917 14.592472, 120.976911 14.5929564)",,,,,
934352092,2,Legaspi Street,residential,30,False,False,94.565,"LINESTRING (120.9763917 14.592472, 120.9758076 14.5931074)",,,,,
161414114,2,Legaspi Street,residential,30,False,True,129.998,"LINESTRING (120.9763917 14.592472, 120.9768044 14.5920365, 120.9772053 14.5916078)",,,,,
89432772,1,Anda Street,tertiary,40,True,False,81.931,"LINESTRING (120.9758397 14.5919647, 120.9761138 14.5922072, 120.9763917 14.592472)",,,,,
161306405,2,Solana Street,unclassified,30,False,True,129.20399999999998,"LINESTRING (120.9758397 14.5919647, 120.9762593 14.5915147, 120.976447 14.5913207, 120.9766482 14.5911057)",,,5,,
"[161306334, 1262902495]",2,Beaterio Street,unclassified,30,True,False,123.81800000000001,"LINESTRING (120.9766476 14.5938663, 120.9766167 14.5938226, 120.9763912 14.593632, 120.9758076 14.5931074)",,,5,,
1071684857,2,Solana Street,unclassified,30,False,False,41.952,"LINESTRING (120.9774843 14.5901965, 120.9772237 14.5904771)",,,,,
572614637,2,Solana Street,unclassified,30,False,True,128.78300000000002,"LINESTRING (120.9774843 14.5901965, 120.978042 14.5895747, 120.9782641 14.589318)",,,,,
161414115,2,Magallanes Street,unclassified,30,False,True,129.633,"LINESTRING (120.9768955 14.5897175, 120.9776672 14.5888223)",,,,,
16175482,2,Santa Potenciana Street,unclassified,30,False,False,81.263,"LINESTRING (120.9768955 14.5897175, 120.9766059 14.5894947, 120.9763162 14.589249)",,,,,
161414115,2,Magallanes Street,unclassified,30,False,False,131.963,"LINESTRING (120.9768955 14.5897175, 120.9768545 14.5897566, 120.9760762 14.5906004)",,,,,
1071684856,2,Santa Potenciana Street,unclassified,30,True,False,82.792,"LINESTRING (120.9768955 14.5897175, 120.9769991 14.5897939, 120.9774843 14.5901965)",,,,,
331769750,2,Cabildo Street,unclassified,40,False,False,129.335,"LINESTRING (120.9763162 14.589249, 120.9771159 14.5883807)",,,,,
16175482,2,Santa Potenciana Street,unclassified,30,False,True,81.263,"LINESTRING (120.9763162 14.589249, 120.9766059 14.5894947, 120.9768955 14.5897175)",,,,,
"[749181387, 749181389]",2,Cabildo Street,unclassified,40,False,True,128.716,"LINESTRING (120.9763162 14.589249, 120.9758996 14.5897099, 120.9757064 14.5899155, 120.975519 14.5901119)",,,,,
16175529,2,Recoletos Street,unclassified,30,False,False,80.255,"LINESTRING (120.9776747 14.5877617, 120.9782271 14.5882466)",,,,,
331769750,2,Cabildo Street,unclassified,40,False,False,43.42,"LINESTRING (120.9776747 14.5877617, 120.9779352 14.5874635)",,,,,
331769750,2,Cabildo Street,unclassified,40,False,True,91.397,"LINESTRING (120.9776747 14.5877617, 120.9771159 14.5883807)",,,,,
1192038208,2,Muralla Street,tertiary,40,True,False,85.07400000000001,"LINESTRING (120.9788349 14.5888008, 120.9788838 14.5894471, 120.97889 14.589564)",,,,,
934352092,2,Legaspi Street,residential,30,False,True,94.565,"LINESTRING (120.9758076 14.5931074, 120.9763917 14.592472)",,,,,
"[1071718224, 16177077]",,San Francisco Street,residential,30,False,False,173.838,"LINESTRING (120.9784619 14.5914812, 120.9777637 14.5909111, 120.9772237 14.5904771)",,,,,
"[1262556114, 1071718223]",2,Muralla Street,tertiary,40,True,False,93.90299999999999,"LINESTRING (120.9784619 14.5914812, 120.9783324 14.5917678, 120.9782602 14.5918898, 120.9782324 14.5919375, 120.9780986 14.5921711, 120.9780776 14.5922373)",,,5,,
1071684857,2,Solana Street,unclassified,30,False,True,41.952,"LINESTRING (120.9772237 14.5904771, 120.9774843 14.5901965)",,,,,
1071684857,2,Solana Street,unclassified,30,False,False,93.387,"LINESTRING (120.9772237 14.5904771, 120.9768911 14.5908444, 120.9767514 14.5909936, 120.9766482 14.5911057)",,,,,
"[1071718224, 16177077]",,San Francisco Street,residential,30,False,True,173.838,"LINESTRING (120.9772237 14.5904771, 120.9777637 14.5909111, 120.9784619 14.5914812)",,,,,
15868688,2,Padre Burgos Avenue,primary,60,True,False,204.064,"LINESTRING (120.9797305 14.5943212, 120.979504 14.5942472, 120.9792311 14.5941675, 120.9791075 14.5941186, 120.9790374 14.5940773, 120.9789813 14.5939953, 120.9789412 14.5939167, 120.9789152 14.5938027, 120.9789139 14.5937778, 120.9789111 14.5937253, 120.9789304 14.5936031, 120.9789639 14.5935014, 120.9790003 14.5934493, 120.9790433 14.5933899, 120.9791508 14.5932706, 120.9793117 14.5931223)",150;170,,,,
1112806208,4,Padre Burgos Avenue,primary,60,True,False,23.087,"LINESTRING (120.980517 14.5912642, 120.9804894 14.5914701)",150;170,,,,
"[757991480, 16353314, 89527834]",2,"['Liwasang Bonifacio West Overpass', 'Padre Burgos Avenue']",secondary,40,True,False,456.8479999999999,"LINESTRING (120.980517 14.5912642, 120.9804346 14.5914589, 120.9803331 14.5917285, 120.9802411 14.5919745, 120.9801229 14.5922243, 120.9800152 14.5923981, 120.9799074 14.5926085, 120.979653 14.5933294, 120.979618 14.5934139, 120.9795666 14.5935083, 120.9795116 14.5935837, 120.9794493 14.5936514, 120.9793223 14.5937695, 120.9791707 14.5938838, 120.9783195 14.5944803, 120.9782181 14.5945518)",,,,yes,
1192038207,2,Muralla Street,tertiary,40,True,False,88.89,"LINESTRING (120.9776643 14.5865727, 120.9778766 14.5866823, 120.9782149 14.5868529, 120.9783424 14.5869207, 120.9783859 14.5869585)",,,,,
331769750,2,Cabildo Street,unclassified,40,False,True,74.213,"LINESTRING (120.9783859 14.5869585, 120.978369 14.5869739, 120.9783454 14.5870002, 120.9779352 14.5874635)",,,,,
"[1192038208, 899833233, 1260549638]",2,Muralla Street,tertiary,40,True,False,220.065,"LINESTRING (120.9783859 14.5869585, 120.9784229 14.5869817, 120.9785547 14.5870731, 120.9785948 14.5871046, 120.9786126 14.5871216, 120.9786321 14.587146, 120.9786521 14.5871774, 120.9786706 14.587214, 120.9786876 14.5872569, 120.9786995 14.5873179, 120.9787102 14.5873889, 120.9787302 14.587617, 120.9787409 14.5877363, 120.9787901 14.588292, 120.9788239 14.5886875, 120.9788349 14.5888008)",,,,,
"[1240082216, 1260579001, 333212365]",2,Victoria Street,tertiary,40,False,False,76.674,"LINESTRING (120.97889 14.589564, 120.978723 14.5895801, 120.9786716 14.5895793, 120.9786062 14.5895605, 120.9785225 14.5895158, 120.9782641 14.589318)",,,,,
"[901569484, 901569485, 4304703]","['2', '4']",Victoria Street,tertiary,40,False,True,215.54399999999998,"LINESTRING (120.97889 14.589564, 120.9789296 14.5895546, 120.978951 14.5895512, 120.9789625 14.5895494, 120.9790227 14.5895425, 120.9791014 14.5895342, 120.9792077 14.5895314, 120.979295 14.589536, 120.9794059 14.5895632, 120.9795158 14.5896116, 120.9796732 14.5897086, 120.979866 14.5898551, 120.9804886 14.5903076, 120.9806081 14.5903951)",,,,,
"[1192038241, 331769754]",2,Muralla Street,tertiary,40,True,False,224.80299999999997,"LINESTRING (120.97889 14.589564, 120.9788979 14.5897263, 120.9789288 14.5899083, 120.9789435 14.5899752, 120.9789516 14.5901553, 120.978954 14.590224, 120.9789577 14.5902737, 120.9789589 14.5903023, 120.9789612 14.5903375, 120.9789572 14.5903775, 120.9789469 14.5904042, 120.9788431 14.5906343, 120.9787188 14.5909006, 120.97859 14.5911783, 120.9784619 14.5914812)",,,5,,
572614638,,Real Street,unclassified,30,False,True,39.629000000000005,"LINESTRING (120.9780776 14.5922373, 120.9780309 14.592217, 120.9779952 14.5921996, 120.9779364 14.5921715, 120.9778545 14.5921264, 120.9777504 14.5920741)",,,,,
"[1262541672, 1260617657, 1260608016]","['1', '2']",Muralla Street,tertiary,40,True,False,154.32600000000002,"LINESTRING (120.9780776 14.5922373, 120.9780573 14.5923139, 120.9780587 14.5923616, 120.9780563 14.5923973, 120.9780432 14.5924378, 120.9779605 14.5926205, 120.9778669 14.5928159, 120.9777376 14.5931106, 120.9776983 14.5931877, 120.977647 14.5933029, 120.9775685 14.5934559, 120.9775262 14.5935072)",,,"['4.5', '5', '2.5']",,
27275568,2,San Jose Street,unclassified,,False,False,86.039,"LINESTRING (120.9773 14.5869938, 120.9775103 14.5871406, 120.9779352 14.5874635)",,,,,
331769750,2,Cabildo Street,unclassified,40,False,True,43.42,"LINESTRING (120.9779352 14.5874635, 120.9776747 14.5877617)",,,,,
27275568,2,San Jose Street,unclassified,,False,True,86.039,"LINESTRING (120.9779352 14.5874635, 120.9775103 14.5871406, 120.9773 14.5869938)",,,,,
331769750,2,Cabildo Street,unclassified,40,False,False,74.21300000000001,"LINESTRING (120.9779352 14.5874635, 120.9783454 14.5870002, 120.978369 14.5869739, 120.9783859 14.5869585)",,,,,
"[1112806203, 795463274, 4637643]","['2', '4']",A. Villegas Street,unclassified,40,False,True,287.65100000000007,"LINESTRING (120.9812172 14.5938065, 120.9812677 14.5936364, 120.9813134 14.593484, 120.9814782 14.5933979, 120.9815506 14.593372, 120.9816473 14.5933158, 120.9816619 14.5932909, 120.9817222 14.5931299, 120.9818175 14.5927899, 120.9818955 14.5925863, 120.9819267 14.5924405, 120.9819404 14.5923431, 120.9819202 14.5922508, 120.98188 14.592115, 120.9818576 14.5919587, 120.9818586 14.5917024, 120.9818694 14.5914827)",,,,,
34753026,,Escuela Street,residential,,False,False,87.491,"LINESTRING (120.9784763 14.5884599, 120.9779653 14.5890719)",,,,,
16175529,2,Recoletos Street,unclassified,30,False,True,35.8,"LINESTRING (120.9784763 14.5884599, 120.9783316 14.588336, 120.9782271 14.5882466)",,,,,
1177196013,2,Recoletos Street,unclassified,30,True,False,54.119,"LINESTRING (120.9784763 14.5884599, 120.9786449 14.5886309, 120.9788349 14.5888008)",,,,,
34753026,,Escuela Street,residential,,False,True,87.491,"LINESTRING (120.9779653 14.5890719, 120.9784763 14.5884599)",,,,,
1240082216,2,Victoria Street,tertiary,40,False,False,42.419,"LINESTRING (120.9779653 14.5890719, 120.9776672 14.5888223)",,,,,
1240082216,2,Victoria Street,tertiary,40,False,True,42.222,"LINESTRING (120.9779653 14.5890719, 120.9782641 14.589318)",,,,,
"[89527832, 892221815]",2,Padre Burgos Avenue,secondary,40,True,False,46.837999999999994,"LINESTRING (120.9782181 14.5945518, 120.9780838 14.5946828, 120.9780306 14.5947398, 120.9779939 14.5947786, 120.9779658 14.5948128, 120.977922 14.5948602)",,,,,
"[158627312, 1087385309, 708734831]",2,Lawton Road,tertiary,40,True,False,224.19899999999998,"LINESTRING (120.9782181 14.5945518, 120.9781939 14.5946177, 120.9781973 14.5946715, 120.9782309 14.5947116, 120.978487 14.5947802, 120.9785036 14.5947846, 120.9790367 14.5949222, 120.9792581 14.5949899, 120.9795916 14.5950899, 120.9798071 14.5951494, 120.9798668 14.5951583, 120.9799211 14.5951547, 120.9799748 14.5951396, 120.9800574 14.5951019)",,,,,
"[52541182, 1112806207]",2,Cecilia Muñoz-Palma Street,unclassified,30,True,False,148.507,"LINESTRING (120.9818694 14.5914827, 120.9813313 14.5914778, 120.9804894 14.5914701)",,,,,
"[809323034, 1079257198]","['4', '3']",A. Villegas Street,unclassified,40,False,True,121.277,"LINESTRING (120.9818694 14.5914827, 120.9818809 14.5913102, 120.9818993 14.591032, 120.9819258 14.5905849, 120.9819376 14.5904458, 120.9819437 14.5903945)",,,,,
"[795463274, 1112806203, 4637643]","['2', '4']",A. Villegas Street,unclassified,40,False,False,287.65099999999995,"LINESTRING (120.9818694 14.5914827, 120.9818586 14.5917024, 120.9818576 14.5919587, 120.98188 14.592115, 120.9819202 14.5922508, 120.9819404 14.5923431, 120.9819267 14.5924405, 120.9818955 14.5925863, 120.9818175 14.5927899, 120.9817222 14.5931299, 120.9816619 14.5932909, 120.9816473 14.5933158, 120.9815506 14.593372, 120.9814782 14.5933979, 120.9813134 14.593484, 120.9812677 14.5936364, 120.9812172 14.5938065)",,,,,
124472779,2,Padre Burgos Avenue,secondary,,True,False,115.07300000000001,"LINESTRING (120.9783885 14.5938757, 120.9784656 14.5937712, 120.9785831 14.5936268, 120.9787899 14.5934051, 120.9790024 14.5932142, 120.9791311 14.5931431)",,,5,,
"[1071718219, 158627299, 720371453]",2,Anda Street,tertiary,40,False,"[False, True]",102.00899999999999,"LINESTRING (120.9783885 14.5938757, 120.9779561 14.5937214, 120.9778499 14.5936783, 120.9777441 14.5936347, 120.9776192 14.5935791, 120.9775838 14.5935575, 120.9775585 14.5935335, 120.9775262 14.5935072)",,,,,
"[85933512, 54030025, 85933513]",4,Padre Burgos Avenue,primary,60,True,False,115.135,"LINESTRING (120.980989 14.5880839, 120.9810561 14.5883241, 120.9811946 14.5888081, 120.9812161 14.5888831, 120.981226 14.5889529, 120.9812261 14.589089)",150,,,yes,
89383938,1,,primary_link,,True,False,167.133,"LINESTRING (120.980989 14.5880839, 120.9810286 14.5881275, 120.9810758 14.5881661, 120.9811077 14.5881852, 120.9811544 14.5881986, 120.9811942 14.5882008, 120.9812328 14.5881933, 120.9812652 14.5881815, 120.9812936 14.588166, 120.9813209 14.5881373, 120.9813516 14.5880879, 120.9816612 14.5875403, 120.9817414 14.5874156, 120.981924 14.5871828)",,,,,
90955074,1,Magallanes Drive,tertiary,40,True,False,42.572,"LINESTRING (120.9777967 14.5948851, 120.9777837 14.5948209, 120.9777681 14.5947793, 120.977725 14.5947253, 120.9776527 14.5946564, 120.977557 14.5946033)",,,,,
791645316,2,Padre Burgos Avenue,secondary,40,True,False,53.104,"LINESTRING (120.9777967 14.5948851, 120.9778924 14.5947234, 120.9779343 14.5946527, 120.978042 14.5944707)",,,,,
124472779,2,Padre Burgos Avenue,secondary,,True,False,47.596000000000004,"LINESTRING (120.9781715 14.5942459, 120.9782562 14.5940553, 120.9783885 14.5938757)",,,5,,
161414165,2,Padre Burgos Avenue,secondary,40,True,False,160.68,"LINESTRING (120.9781715 14.5942459, 120.9783539 14.594085, 120.979036 14.5932833, 120.9791311 14.5931431)",,,5,,
612736036,3,Padre Burgos Avenue,secondary,40,True,False,80.437,"LINESTRING (120.9791311 14.5931431, 120.9794114 14.5928041, 120.9796407 14.5926186)",,,,,
217725326,2,San Juan de Letran Street,residential,,False,True,133.356,"LINESTRING (120.9777504 14.5920741, 120.976911 14.5929564)",,,5,,
1192038336,,Real Street,unclassified,30,False,True,78.289,"LINESTRING (120.9777504 14.5920741, 120.9772053 14.5916078)",,,,,
572614638,,Real Street,unclassified,30,False,False,39.629000000000005,"LINESTRING (120.9777504 14.5920741, 120.9778545 14.5921264, 120.9779364 14.5921715, 120.9779952 14.5921996, 120.9780309 14.592217, 120.9780776 14.5922373)",,,,,
217725326,2,San Juan de Letran Street,residential,,False,False,133.356,"LINESTRING (120.976911 14.5929564, 120.9777504 14.5920741)",,,5,,
1260608015,1,Anda Street,tertiary,40,False,False,90.194,"LINESTRING (120.976911 14.5929564, 120.9774768 14.5934665, 120.977486 14.5934749, 120.9775262 14.5935072)",,,,,
749181390,2,Real Street,unclassified,30,False,False,80.906,"LINESTRING (120.975519 14.5901119, 120.9760762 14.5906004)",,,6,,
"[749181387, 749181389]",2,Cabildo Street,unclassified,40,False,False,128.716,"LINESTRING (120.975519 14.5901119, 120.9757064 14.5899155, 120.9758996 14.5897099, 120.9763162 14.589249)",,,,,
34545914,6,Padre Burgos Avenue,primary,60,True,False,271.067,"LINESTRING (120.9796407 14.5926186, 120.9799241 14.5922503, 120.9799808 14.5921733, 120.9800536 14.59206, 120.9801038 14.5919544, 120.9801804 14.5917599, 120.9803741 14.5911529, 120.9806081 14.5903951)",150;170,,,,
612736040,2,Quezon Boulevard,primary,60,True,False,16.146,"LINESTRING (120.9807505 14.5948008, 120.9806244 14.5947221)",170,,,,
1076755536,6,Magallanes Drive,tertiary,40,False,False,174.73999999999998,"LINESTRING (120.9754356 14.5942399, 120.9755994 14.5942675, 120.9760624 14.5943459, 120.976113 14.5943549, 120.9763078 14.5943875, 120.976353 14.5943955, 120.9767946 14.5944738, 120.9770346 14.5945138)",,,,,
784669677,4,Padre Burgos Avenue,primary,60,True,False,66.513,"LINESTRING (120.9793117 14.5931223, 120.9795154 14.592859, 120.9796407 14.5926186)",150;170,,,,
90955075,1,Magallanes Drive,tertiary,40,True,False,54.797,"LINESTRING (120.977557 14.5946033, 120.9776761 14.5945949, 120.9777579 14.5945819, 120.97783 14.5945611, 120.9778949 14.5945348, 120.978042 14.5944707)",,,,,
1076755536,6,Magallanes Drive,tertiary,40,False,True,57.093,"LINESTRING (120.977557 14.5946033, 120.9774315 14.5945846, 120.9770346 14.5945138)",,,,,
791645315,4,Padre Burgos Avenue,secondary,40,True,False,28.619,"LINESTRING (120.978042 14.5944707, 120.9781715 14.5942459)",,,,,
"[1065723160, 691323035]","['4', '5']",Padre Burgos Avenue,primary,60,True,False,103.417,"LINESTRING (120.9808166 14.5903805, 120.9805549 14.5911544, 120.980517 14.5912642)",150;170,,,,
"[1077811776, 1077811777, 787332302, 1085239791]",4,Natividad Lopez Street,unclassified,,False,True,121.297,"LINESTRING (120.9808166 14.5903805, 120.9808719 14.5903813, 120.9809271 14.5903821, 120.9818266 14.5903942, 120.9819437 14.5903945)",,,,,
52544289,4,Taft Avenue,primary,60,True,False,181.396,"LINESTRING (120.981877 14.5875899, 120.9815872 14.5881449, 120.9815192 14.5882664, 120.9814714 14.5883751, 120.9814378 14.588476, 120.981395 14.5886307, 120.9813232 14.5888566, 120.9812261 14.589089)",170,,,,
1066220802,2,,tertiary,,False,False,6.013,"LINESTRING (120.9832642 14.5903796, 120.9832612 14.5904336)",,,,,
"[769206217, 1079261137]",2,Natividad Lopez Street,tertiary,40,True,False,36.608000000000004,"LINESTRING (120.9832642 14.5903796, 120.9835562 14.5903866, 120.9835787 14.5903953, 120.9835972 14.5904099)",,,,,
603213627,4,Natividad Lopez Street,tertiary,40,False,True,25.516,"LINESTRING (120.9835972 14.5904099, 120.9838343 14.5904125)",,,,,
809323040,2,Natividad Lopez Street,tertiary,40,True,False,36.963,"LINESTRING (120.9835972 14.5904099, 120.9835752 14.5904261, 120.9835537 14.5904349, 120.9832612 14.5904336)",,,,,
1079261136,4,Natividad Lopez Street,tertiary,40,False,True,9.351,"LINESTRING (120.9819437 14.5903945, 120.9820306 14.5903948)",,,,,
"[809323034, 1079257198]","['4', '3']",A. Villegas Street,unclassified,40,False,False,121.277,"LINESTRING (120.9819437 14.5903945, 120.9819376 14.5904458, 120.9819258 14.5905849, 120.9818993 14.591032, 120.9818809 14.5913102, 120.9818694 14.5914827)",,,,,
"[809323041, 721131156]",1,A. Villegas Street,tertiary,40,True,False,318.8790000000001,"LINESTRING (120.9819437 14.5903945, 120.9819777 14.5900612, 120.9820342 14.5897108, 120.9820961 14.5893523, 120.9821102 14.5892457, 120.9821258 14.5890511, 120.982132 14.5889605, 120.9821386 14.5888132, 120.9821364 14.5886889, 120.9821352 14.5886085, 120.9821279 14.5885312, 120.9821207 14.5884651, 120.9821061 14.5883687, 120.9820832 14.5882691, 120.982054 14.5881179, 120.9820085 14.587921, 120.9819914 14.5878096, 120.9819732 14.5877157, 120.9819553 14.5876628, 120.9819251 14.5876247, 120.981877 14.5875899)",,,,,
