osmid,highway,oneway,reversed,length,geometry,ref,name,bridge,lanes,access
"[339330074, 339330075, 245245789]",primary,False,False,257.293,"LINESTRING (121.9087587 18.247609, 121.9083739 18.2476186, 121.9081789 18.2476294, 121.9063253 18.2477217)",102,Camalaniugan-Santa Ana Road,yes,,
163822062,residential,False,True,95.121,"LINESTRING (121.9106928 18.2484002, 121.9097954 18.2484738)",,,,,
163822062,residential,False,False,95.121,"LINESTRING (121.9097954 18.2484738, 121.9106928 18.2484002)",,,,,
163822062,residential,False,True,104.131,"LINESTRING (121.9097954 18.2484738, 121.9088108 18.2485248)",,,,,
844295416,residential,False,False,86.671,"LINESTRING (121.9097954 18.2484738, 121.9098209 18.2489788, 121.909841 18.249252)",,Enrile Street,,,
844295416,residential,False,True,102.662,"LINESTRING (121.9097954 18.2484738, 121.909786 18.2481095, 121.9097625 18.2475511)",,Enrile Street,,,
163822062,residential,False,False,104.131,"LINESTRING (121.9088108 18.2485248, 121.9097954 18.2484738)",,,,,
163822062,residential,False,True,115.43,"LINESTRING (121.9088108 18.2485248, 121.9077191 18.2485765)",,,,,
844285270,residential,False,False,80.547,"LINESTRING (121.9088108 18.2485248, 121.9088482 18.2492483)",,F. Florentino Street,,,
844285270,residential,False,True,101.981,"LINESTRING (121.9088108 18.2485248, 121.9087587 18.247609)",,F. Florentino Street,,,
163822062,residential,False,False,115.43,"LINESTRING (121.9077191 18.2485765, 121.9088108 18.2485248)",,,,,
163822047,residential,False,True,101.84,"LINESTRING (121.909841 18.249252, 121.9088785 18.2493091)",,Sevilleja Street,,,
844295416,residential,False,False,67.235,"LINESTRING (121.909841 18.249252, 121.9098442 18.2493145, 121.9098617 18.2496612, 121.9098776 18.2498556)",,Enrile Street,,,
844295416,residential,False,True,86.671,"LINESTRING (121.909841 18.249252, 121.9098209 18.2489788, 121.9097954 18.2484738)",,Enrile Street,,,
163822047,residential,False,False,101.84,"LINESTRING (121.9088785 18.2493091, 121.909841 18.249252)",,Sevilleja Street,,,
163822047,residential,False,True,5.418,"LINESTRING (121.9088785 18.2493091, 121.9088272 18.2493095)",,Sevilleja Street,,,
1193441552,unclassified,True,False,68.258,"LINESTRING (121.9088785 18.2493091, 121.9089164 18.2499219)",,F. Florentino Street,,,
163822065,unclassified,False,False,7.047,"LINESTRING (121.9089164 18.2499219, 121.9088498 18.2499259)",,Bonifacio Street,,,permissive
844299472,unclassified,False,False,101.773,"LINESTRING (121.9089164 18.2499219, 121.9093662 18.2498888, 121.9098776 18.2498556)",,Bonifacio Street,,,permissive
844285268,residential,False,False,34.617,"LINESTRING (121.9079323 18.2499617, 121.9079601 18.2502719)",,Varilla Street,,,
"[163822065, 1193441548]",unclassified,False,True,96.971,"LINESTRING (121.9079323 18.2499617, 121.9079757 18.24996, 121.9088498 18.2499259)",,Bonifacio Street,,,permissive
"[1193441549, 163822047]",residential,False,False,158.308,"LINESTRING (121.9079323 18.2499617, 121.9079098 18.2494806, 121.9079306 18.2494131, 121.9079668 18.2493762, 121.9080868 18.2493494, 121.9083309 18.2493362, 121.9088272 18.2493095)",,"['Varilla Street', 'Sevilleja Street']",,,
163822049,residential,False,True,130.154,"LINESTRING (121.9111023 18.2500378, 121.9109363 18.2500554, 121.9106202 18.250099, 121.9102601 18.2501442, 121.9098792 18.2501805)",,H. De Gracia Street,,,
844295416,residential,False,True,36.128,"LINESTRING (121.9098792 18.2501805, 121.9098776 18.2498556)",,Enrile Street,,,
163822049,residential,False,False,130.154,"LINESTRING (121.9098792 18.2501805, 121.9102601 18.2501442, 121.9106202 18.250099, 121.9109363 18.2500554, 121.9111023 18.2500378)",,H. De Gracia Street,,,
163822049,residential,False,True,202.936,"LINESTRING (121.9098792 18.2501805, 121.9088595 18.250222, 121.9082603 18.2502482, 121.9079601 18.2502719)",,H. De Gracia Street,,,
844295416,residential,False,False,214.45,"LINESTRING (121.9098792 18.2501805, 121.9099295 18.2511421, 121.909959 18.2521075)",,Enrile Street,,,
844285268,residential,False,True,34.617,"LINESTRING (121.9079601 18.2502719, 121.9079323 18.2499617)",,Varilla Street,,,
163822049,residential,False,False,202.936,"LINESTRING (121.9079601 18.2502719, 121.9082603 18.2502482, 121.9088595 18.250222, 121.9098792 18.2501805)",,H. De Gracia Street,,,
163822049,residential,False,True,209.31500000000003,"LINESTRING (121.9079601 18.2502719, 121.9079175 18.2502795, 121.9077053 18.2503269, 121.9070475 18.2504785, 121.9064561 18.2506288, 121.9062502 18.2506938, 121.9060494 18.250766)",,H. De Gracia Street,,,
163822049,residential,False,False,209.31500000000003,"LINESTRING (121.9060494 18.250766, 121.9062502 18.2506938, 121.9064561 18.2506288, 121.9070475 18.2504785, 121.9077053 18.2503269, 121.9079175 18.2502795, 121.9079601 18.2502719)",,H. De Gracia Street,,,
"[1193441538, 844285267, 844285266]",residential,False,False,348.619,"LINESTRING (121.9060494 18.250766, 121.9060048 18.2506543, 121.9059605 18.2505364, 121.9059151 18.2504145, 121.9058653 18.2501965, 121.9058593 18.2500251, 121.9058512 18.2495666, 121.9058727 18.2492864, 121.9059182 18.2489623, 121.9060805 18.2484687, 121.9062334 18.2480388, 121.9062931 18.2478656, 121.9063253 18.2477217)",,Reyno Street,yes,1,
1193441538,residential,False,True,100.055,"LINESTRING (121.9060494 18.250766, 121.9060604 18.2508205, 121.9060789 18.2509262, 121.9060946 18.2513599, 121.9060978 18.2516631)",,Reyno Street,,,
163822056,residential,False,False,406.251,"LINESTRING (121.909959 18.2521075, 121.9097357 18.2521193, 121.9089297 18.252203, 121.9080237 18.2523055, 121.9071954 18.252413, 121.9065982 18.252489, 121.9061385 18.2525294)",,Madrid Street,,,
844295416,residential,False,True,214.45,"LINESTRING (121.909959 18.2521075, 121.9099295 18.2511421, 121.9098792 18.2501805)",,Enrile Street,,,
1193441821,residential,False,False,101.002,"LINESTRING (121.9061385 18.2525294, 121.9051878 18.2526289)",,Madrid Street,,,
163822056,residential,False,True,406.251,"LINESTRING (121.9061385 18.2525294, 121.9065982 18.252489, 121.9071954 18.252413, 121.9080237 18.2523055, 121.9089297 18.252203, 121.9097357 18.2521193, 121.909959 18.2521075)",,Madrid Street,,,
1193441538,residential,False,False,96.461,"LINESTRING (121.9061385 18.2525294, 121.9061268 18.2524157, 121.9061007 18.2519343, 121.9060978 18.2516631)",,Reyno Street,,,
163822065,unclassified,False,True,7.047,"LINESTRING (121.9088498 18.2499259, 121.9089164 18.2499219)",,Bonifacio Street,,,permissive
844285269,unclassified,True,False,68.582,"LINESTRING (121.9088498 18.2499259, 121.9088272 18.2493095)",,F. Florentino Street,,,
"[163822065, 1193441548]",unclassified,False,False,96.971,"LINESTRING (121.9088498 18.2499259, 121.9079757 18.24996, 121.9079323 18.2499617)",,Bonifacio Street,,,permissive
163822047,residential,False,False,5.418,"LINESTRING (121.9088272 18.2493095, 121.9088785 18.2493091)",,Sevilleja Street,,,
844285269,unclassified,True,False,7.157,"LINESTRING (121.9088272 18.2493095, 121.9088482 18.2492483)",,F. Florentino Street,,,
"[1193441549, 163822047]",residential,False,True,158.30800000000002,"LINESTRING (121.9088272 18.2493095, 121.9083309 18.2493362, 121.9080868 18.2493494, 121.9079668 18.2493762, 121.9079306 18.2494131, 121.9079098 18.2494806, 121.9079323 18.2499617)",,"['Sevilleja Street', 'Varilla Street']",,,
844295416,residential,False,False,36.128,"LINESTRING (121.9098776 18.2498556, 121.9098792 18.2501805)",,Enrile Street,,,
844295416,residential,False,True,67.235,"LINESTRING (121.9098776 18.2498556, 121.9098617 18.2496612, 121.9098442 18.2493145, 121.909841 18.249252)",,Enrile Street,,,
844299472,unclassified,False,True,101.773,"LINESTRING (121.9098776 18.2498556, 121.9093662 18.2498888, 121.9089164 18.2499219)",,Bonifacio Street,,,permissive
245245789,primary,False,False,378.303,"LINESTRING (121.9133413 18.2474007, 121.9097625 18.2475511)",102,Camalaniugan-Santa Ana Road,,,
844303817,residential,False,True,58.254000000000005,"LINESTRING (121.9066398 18.2515656, 121.9064453 18.2516012, 121.9062723 18.2516331, 121.9060978 18.2516631)",,,,,
844303817,residential,False,False,58.254000000000005,"LINESTRING (121.9060978 18.2516631, 121.9062723 18.2516331, 121.9064453 18.2516012, 121.9066398 18.2515656)",,,,,
1193441538,residential,False,False,100.05499999999999,"LINESTRING (121.9060978 18.2516631, 121.9060946 18.2513599, 121.9060789 18.2509262, 121.9060604 18.2508205, 121.9060494 18.250766)",,Reyno Street,,,
1193441538,residential,False,True,96.46100000000001,"LINESTRING (121.9060978 18.2516631, 121.9061007 18.2519343, 121.9061268 18.2524157, 121.9061385 18.2525294)",,Reyno Street,,,
1193441821,residential,False,True,101.002,"LINESTRING (121.9051878 18.2526289, 121.9061385 18.2525294)",,Madrid Street,,,
844285270,residential,False,True,80.547,"LINESTRING (121.9088482 18.2492483, 121.9088108 18.2485248)",,F. Florentino Street,,,
1193441552,unclassified,True,False,7.48,"LINESTRING (121.9088482 18.2492483, 121.9088785 18.2493091)",,F. Florentino Street,,,
