osmid,highway,oneway,reversed,length,lanes,geometry,name,maxspeed,width,ref
"[177519223, 149099279]",unclassified,False,False,238.08600000000004,2,"LINESTRING (124.8654972 8.3652528, 124.8649422 8.3652864, 124.8645323 8.3653127, 124.8645048 8.3653194, 124.864492 8.365334, 124.8644853 8.3653552, 124.8644847 8.3653937, 124.8644993 8.3655241, 124.8645425 8.3659098, 124.8645793 8.366178, 124.8646015 8.366358, 124.8646098 8.3663937, 124.8646194 8.3664279, 124.8646311 8.366459)",A. D. Ditona Street,,,
149099265,residential,False,False,60.711,,"LINESTRING (124.8691296 8.3657884, 124.8686161 8.3659884)",,,,
217934874,residential,False,True,29.088,,"LINESTRING (124.8691296 8.3657884, 124.8692792 8.3660041)",,,,
"[180362472, 217934874]",residential,False,"[False, True]",75.179,,"LINESTRING (124.8691296 8.3657884, 124.8690163 8.3656577, 124.8689985 8.3656385, 124.8689777 8.3656278, 124.8689555 8.3656255, 124.8689314 8.3656269, 124.8685481 8.3657793)",,,,
149099265,residential,False,True,60.711,,"LINESTRING (124.8686161 8.3659884, 124.8691296 8.3657884)",,,,
149099282,residential,False,False,27.979,,"LINESTRING (124.8686161 8.3659884, 124.8686947 8.3662277)",,,,
149099282,residential,False,True,24.425,,"LINESTRING (124.8686161 8.3659884, 124.8685481 8.3657793)",,,,
180362364,residential,False,False,98.519,,"LINESTRING (124.869932 8.3668234, 124.8695178 8.3670495, 124.8691263 8.3672066)",,,,
149099275,residential,False,True,143.756,,"LINESTRING (124.8627621 8.3665948, 124.8628702 8.3678832)",,,,
149099275,residential,False,False,133.519,,"LINESTRING (124.8627621 8.3665948, 124.8627218 8.3659316, 124.8626893 8.3653962)",,,,
1224771155,tertiary,False,True,135.81300000000002,2,"LINESTRING (124.8627621 8.3665948, 124.8631367 8.3665683, 124.8631705 8.3665659, 124.8639935 8.3665079)",,,,
177519205,residential,False,True,52.759,,"LINESTRING (124.8691263 8.3672066, 124.8690371 8.366958, 124.8690116 8.366897, 124.8689854 8.3668551, 124.8689499 8.366814, 124.868919 8.3667862)",,,,
180362364,residential,False,False,117.025,,"LINESTRING (124.8691263 8.3672066, 124.8687574 8.367307, 124.8684289 8.367364, 124.8680857 8.3674188)",,,,
180362364,residential,False,True,98.519,,"LINESTRING (124.8691263 8.3672066, 124.8695178 8.3670495, 124.869932 8.3668234)",,,,
149099272,residential,False,False,178.095,,"LINESTRING (124.8680857 8.3674188, 124.8677532 8.3658513)",,,,
149099272,residential,False,True,96.995,,"LINESTRING (124.8680857 8.3674188, 124.8682734 8.3682711)",,,,
180362364,residential,False,False,76.411,,"LINESTRING (124.8680857 8.3674188, 124.8673932 8.3674718)",,,,
180362364,residential,False,True,117.025,,"LINESTRING (124.8680857 8.3674188, 124.8684289 8.367364, 124.8687574 8.367307, 124.8691263 8.3672066)",,,,
149099275,residential,False,False,143.756,,"LINESTRING (124.8628702 8.3678832, 124.8627621 8.3665948)",,,,
178129241,trunk,False,False,213.622,4,"LINESTRING (124.8628702 8.3678832, 124.8632258 8.3678491, 124.8643202 8.3677443, 124.8648035 8.3677037)",Sayre Highway,50,14,10
177519198,unclassified,False,True,39.462,2,"LINESTRING (124.8656229 8.3687904, 124.8652652 8.3687638)",,,,
31954368,residential,False,False,128.644,,"LINESTRING (124.8656229 8.3687904, 124.8656153 8.3682387, 124.8656071 8.3679582, 124.8655897 8.3676341)",,,,
177519198,unclassified,False,False,74.68299999999999,2,"LINESTRING (124.8656229 8.3687904, 124.8660295 8.3688266, 124.8662992 8.3688487)",,,,
864936445,residential,False,False,48.382,,"LINESTRING (124.8676282 8.3641849, 124.8680542 8.3640768)",,,,
177519219,residential,False,False,151.114,,"LINESTRING (124.8676282 8.3641849, 124.8678485 8.3649724, 124.8679846 8.3654973)",,,,
149099282,residential,False,False,39.567,,"LINESTRING (124.8684502 8.3654369, 124.8685481 8.3657793)",,,,
149099282,residential,False,True,103.554,,"LINESTRING (124.8684502 8.3654369, 124.8681848 8.3645434)",,,,
1250950033,residential,False,False,38.211,,"LINESTRING (124.8684502 8.3654369, 124.8687816 8.365334)",,,,
912976340,secondary,False,False,22.686,4,"LINESTRING (124.8655002 8.3654568, 124.8654972 8.3652528)",Manolo Fortich-Libona Road,40,14,
177519217,residential,False,False,89.22500000000001,,"LINESTRING (124.8655002 8.3654568, 124.865701 8.3654348, 124.8660471 8.3653903, 124.8661946 8.3653684, 124.8663025 8.3653432)",,,,
912976340,secondary,False,True,73.71600000000001,4,"LINESTRING (124.8655002 8.3654568, 124.8655134 8.3658612, 124.8655218 8.3661194)",Manolo Fortich-Libona Road,40,14,
177519219,residential,False,True,151.114,,"LINESTRING (124.8679846 8.3654973, 124.8678485 8.3649724, 124.8676282 8.3641849)",,,,
149099272,residential,False,True,178.095,,"LINESTRING (124.8677532 8.3658513, 124.8680857 8.3674188)",,,,
177519224,residential,False,True,59.471,,"LINESTRING (124.8677532 8.3658513, 124.8672243 8.3659619)",,,,
149099272,residential,False,False,197.64800000000002,,"LINESTRING (124.8677532 8.3658513, 124.8676347 8.3653729, 124.8675402 8.3650107, 124.8672937 8.3641331)",,,,
177519206,residential,False,False,168.919,,"LINESTRING (124.8672243 8.3659619, 124.8673932 8.3674718)",,,,
177519224,residential,False,False,59.471,,"LINESTRING (124.8672243 8.3659619, 124.8677532 8.3658513)",,,,
177519224,residential,False,True,38.406,,"LINESTRING (124.8672243 8.3659619, 124.866878 8.3660056)",,,,
177519201,residential,False,False,101.708,,"LINESTRING (124.8664864 8.3660564, 124.8665747 8.3669669)",,,,
177519224,residential,False,False,43.449,,"LINESTRING (124.8664864 8.3660564, 124.866878 8.3660056)",,,,
177519224,residential,False,True,106.348,,"LINESTRING (124.8664864 8.3660564, 124.8655218 8.3661194)",,,,
177519224,residential,False,False,106.348,,"LINESTRING (124.8655218 8.3661194, 124.8664864 8.3660564)",,,,
912976340,secondary,False,True,31.107,4,"LINESTRING (124.8655218 8.3661194, 124.865531 8.366399)",Manolo Fortich-Libona Road,40,14,
912976340,secondary,False,False,73.71600000000001,4,"LINESTRING (124.8655218 8.3661194, 124.8655134 8.3658612, 124.8655002 8.3654568)",Manolo Fortich-Libona Road,40,14,
149099282,residential,False,False,25.919,,"LINESTRING (124.8686947 8.3662277, 124.8687702 8.3664485)",,,,
149099282,residential,False,True,27.979,,"LINESTRING (124.8686947 8.3662277, 124.8686161 8.3659884)",,,,
177519200,residential,False,True,68.941,,"LINESTRING (124.8686947 8.3662277, 124.8692792 8.3660041)",,,,
180362473,residential,False,False,37.297,,"LINESTRING (124.8689821 8.3663686, 124.8690994 8.3666833)",,,,
1250950032,residential,False,False,24.947,,"LINESTRING (124.8689821 8.3663686, 124.8687702 8.3664485)",,,,
1250950032,residential,False,True,25.812,,"LINESTRING (124.8689821 8.3663686, 124.8692013 8.3662858)",,,,
149099282,residential,False,True,25.919,,"LINESTRING (124.8687702 8.3664485, 124.8686947 8.3662277)",,,,
1250950032,residential,False,True,24.947,,"LINESTRING (124.8687702 8.3664485, 124.8689821 8.3663686)",,,,
149099282,residential,False,False,41.256,,"LINESTRING (124.8687702 8.3664485, 124.8688337 8.3666342, 124.8688607 8.3666966, 124.8688849 8.3667437, 124.868919 8.3667862)",,,,
1224771155,tertiary,False,False,70.354,2,"LINESTRING (124.8646311 8.366459, 124.8639935 8.3665079)",,,,
"[149099279, 177519223]",unclassified,False,True,238.08599999999998,2,"LINESTRING (124.8646311 8.366459, 124.8646194 8.3664279, 124.8646098 8.3663937, 124.8646015 8.366358, 124.8645793 8.366178, 124.8645425 8.3659098, 124.8644993 8.3655241, 124.8644847 8.3653937, 124.8644853 8.3653552, 124.864492 8.365334, 124.8645048 8.3653194, 124.8645323 8.3653127, 124.8649422 8.3652864, 124.8654972 8.3652528)",A. D. Ditona Street,,,
1224771155,tertiary,False,True,99.226,2,"LINESTRING (124.8646311 8.366459, 124.8649849 8.3664324, 124.865531 8.366399)",,,,
177519208,residential,False,False,104.837,,"LINESTRING (124.8639935 8.3665079, 124.8640631 8.3674482)",,,,
1224771155,tertiary,False,True,70.354,2,"LINESTRING (124.8639935 8.3665079, 124.8646311 8.366459)",,,,
1224771155,tertiary,False,False,135.813,2,"LINESTRING (124.8639935 8.3665079, 124.8631705 8.3665659, 124.8631367 8.3665683, 124.8627621 8.3665948)",,,,
177519201,residential,False,True,101.708,,"LINESTRING (124.8665747 8.3669669, 124.8664864 8.3660564)",,,,
177519206,residential,False,True,168.919,,"LINESTRING (124.8673932 8.3674718, 124.8672243 8.3659619)",,,,
180362364,residential,False,True,76.411,,"LINESTRING (124.8673932 8.3674718, 124.8680857 8.3674188)",,,,
180362364,residential,False,False,39.911,,"LINESTRING (124.8673932 8.3674718, 124.8671504 8.3674928, 124.8670318 8.3675031)",,,,
177519204,residential,False,True,167.372,,"LINESTRING (124.8670318 8.3675031, 124.866878 8.3660056)",,,,
180362364,residential,False,False,5.71,,"LINESTRING (124.8670318 8.3675031, 124.8669805 8.3675109)",,,,
180362364,residential,False,True,39.911,,"LINESTRING (124.8670318 8.3675031, 124.8671504 8.3674928, 124.8673932 8.3674718)",,,,
178129241,trunk,False,False,69.138,4,"LINESTRING (124.8649638 8.3676902, 124.8655897 8.3676341)",Sayre Highway,50,14,10
178129241,trunk,False,True,17.699,4,"LINESTRING (124.8649638 8.3676902, 124.8648035 8.3677037)",Sayre Highway,50,14,10
"[1224772008, 177519198]",unclassified,False,False,139.418,2,"LINESTRING (124.8649638 8.3676902, 124.8650325 8.3686577, 124.8650386 8.3686855, 124.865054 8.3687174, 124.8650828 8.3687426, 124.8651203 8.3687519, 124.8652652 8.3687638)",C. Asilan Street,,,
178129241,trunk,False,False,17.699,4,"LINESTRING (124.8648035 8.3677037, 124.8649638 8.3676902)",Sayre Highway,50,14,10
1185416821,unclassified,True,False,83.007,2,"LINESTRING (124.8648035 8.3677037, 124.8647096 8.366963)",A. D. Ditona Street,,,
178129241,trunk,False,True,213.622,4,"LINESTRING (124.8648035 8.3677037, 124.8643202 8.3677443, 124.8632258 8.3678491, 124.8628702 8.3678832)",Sayre Highway,50,14,10
177519221,residential,False,False,18.237,,"LINESTRING (124.8685939 8.3680413, 124.8686255 8.3682023)",,,,
177519218,residential,False,True,99.161,,"LINESTRING (124.8685939 8.3680413, 124.8688942 8.3679889, 124.8689345 8.3679903, 124.8689599 8.3680015, 124.868974 8.3680161, 124.8689821 8.3680433, 124.8689874 8.3681429, 124.8689787 8.3681608, 124.8689626 8.3681714, 124.8689398 8.368178, 124.8686255 8.3682023)",,,,
177519221,residential,False,True,84.88499999999999,,"LINESTRING (124.8685939 8.3680413, 124.8685375 8.3677541, 124.8685402 8.3677295, 124.8685623 8.367709, 124.8685945 8.3676977, 124.8689747 8.3676294)",,,,
177519218,residential,False,True,39.483,,"LINESTRING (124.8686255 8.3682023, 124.8682734 8.3682711)",,,,
177519221,residential,False,False,39.411,,"LINESTRING (124.8686255 8.3682023, 124.8687134 8.3685459)",,,,
177519221,residential,False,True,18.237,,"LINESTRING (124.8686255 8.3682023, 124.8685939 8.3680413)",,,,
177519218,residential,False,False,99.161,,"LINESTRING (124.8686255 8.3682023, 124.8689398 8.368178, 124.8689626 8.3681714, 124.8689787 8.3681608, 124.8689874 8.3681429, 124.8689821 8.3680433, 124.868974 8.3680161, 124.8689599 8.3680015, 124.8689345 8.3679903, 124.8688942 8.3679889, 124.8685939 8.3680413)",,,,
149099272,residential,False,False,96.995,,"LINESTRING (124.8682734 8.3682711, 124.8680857 8.3674188)",,,,
149099272,residential,False,True,11.15,,"LINESTRING (124.8682734 8.3682711, 124.8682939 8.3683693)",,,,
177519218,residential,False,False,39.483,,"LINESTRING (124.8682734 8.3682711, 124.8686255 8.3682023)",,,,
149099272,residential,False,False,11.15,,"LINESTRING (124.8682939 8.3683693, 124.8682734 8.3682711)",,,,
177519202,residential,False,True,99.679,,"LINESTRING (124.8682939 8.3683693, 124.8673954 8.368485)",,,,
"[149099272, 855268014]",residential,False,True,152.372,,"LINESTRING (124.8682939 8.3683693, 124.868392 8.3688683, 124.8683933 8.3688829, 124.8683896 8.3688991, 124.8683759 8.3689104, 124.8683608 8.3689144, 124.8678133 8.3689549, 124.8675562 8.3689591)",,,,
177519202,residential,False,False,99.679,,"LINESTRING (124.8673954 8.368485, 124.8682939 8.3683693)",,,,
1019667317,trunk,False,False,55.606,4,"LINESTRING (124.8673954 8.368485, 124.8675562 8.3689591)",Sayre Highway,50,14,10
1019667317,trunk,False,True,105.057,4,"LINESTRING (124.8673954 8.368485, 124.867326 8.3683228, 124.8672414 8.3681676, 124.8671304 8.3680273, 124.8669976 8.3678804, 124.8669011 8.3677956, 124.8668256 8.3677465)",Sayre Highway,50,14,10
177519215,residential,False,True,34.832,,"LINESTRING (124.86903 8.3685425, 124.8687134 8.3685459)",,,,
177519215,residential,False,False,34.832,,"LINESTRING (124.8687134 8.3685459, 124.86903 8.3685425)",,,,
177519221,residential,False,False,34.317,,"LINESTRING (124.8687134 8.3685459, 124.8687642 8.3688504)",,,,
177519221,residential,False,True,39.411,,"LINESTRING (124.8687134 8.3685459, 124.8686255 8.3682023)",,,,
177519221,residential,False,True,34.317,,"LINESTRING (124.8687642 8.3688504, 124.8687134 8.3685459)",,,,
865274427,residential,False,False,30.7,,"LINESTRING (124.8687642 8.3688504, 124.8690424 8.3688721)",,,,
"[865274427, 177519270]",residential,False,True,183.822,,"LINESTRING (124.8687642 8.3688504, 124.8688567 8.3695082, 124.8684798 8.3695466, 124.8684074 8.3695718, 124.8683202 8.3696289, 124.868158 8.3697589, 124.8679816 8.369906)",,,,
865274427,residential,False,True,30.7,,"LINESTRING (124.8690424 8.3688721, 124.8687642 8.3688504)",,,,
177519212,residential,False,False,76.51,,"LINESTRING (124.8668834 8.3703735, 124.8670661 8.3710374)",,,,
177519222,residential,False,True,180.90699999999998,,"LINESTRING (124.8686377 8.3705646, 124.8684829 8.3706354, 124.8670661 8.3710374)",,,,
1019667317,trunk,False,True,102.827,4,"LINESTRING (124.8686377 8.3705646, 124.8685808 8.3705083, 124.8684744 8.3703979, 124.8679816 8.369906)",Sayre Highway,50,14,10
177519212,residential,False,True,76.51,,"LINESTRING (124.8670661 8.3710374, 124.8668834 8.3703735)",,,,
177519222,residential,False,True,82.411,,"LINESTRING (124.8670661 8.3710374, 124.8663421 8.3712277)",,,,
177519222,residential,False,False,180.90699999999998,,"LINESTRING (124.8670661 8.3710374, 124.8684829 8.3706354, 124.8686377 8.3705646)",,,,
177519222,residential,False,False,82.411,,"LINESTRING (124.8663421 8.3712277, 124.8670661 8.3710374)",,,,
177519222,residential,False,True,98.932,,"LINESTRING (124.8663421 8.3712277, 124.8654885 8.3715077)",,,,
149099267,unclassified,False,False,141.947,,"LINESTRING (124.8663421 8.3712277, 124.8663515 8.3707647, 124.8663515 8.3702817, 124.8663448 8.3699513)",,,,
177519222,residential,False,False,98.932,,"LINESTRING (124.8654885 8.3715077, 124.8663421 8.3712277)",,,,
30270169,unclassified,False,False,306.111,,"LINESTRING (124.8654885 8.3715077, 124.8654629 8.3710897, 124.8653819 8.3700553, 124.8652652 8.3687638)",,,,
"[865274427, 177519270]",residential,False,False,183.822,,"LINESTRING (124.8679816 8.369906, 124.868158 8.3697589, 124.8683202 8.3696289, 124.8684074 8.3695718, 124.8684798 8.3695466, 124.8688567 8.3695082, 124.8687642 8.3688504)",,,,
1019667317,trunk,False,False,102.827,4,"LINESTRING (124.8679816 8.369906, 124.8684744 8.3703979, 124.8685808 8.3705083, 124.8686377 8.3705646)",Sayre Highway,50,14,10
1019667317,trunk,False,True,116.541,4,"LINESTRING (124.8679816 8.369906, 124.8679207 8.3698433, 124.8678595 8.3697665, 124.8677914 8.3696394, 124.8677397 8.3695207, 124.8675562 8.3689591)",Sayre Highway,50,14,10
177519198,unclassified,False,False,53.439,2,"LINESTRING (124.867073 8.3689098, 124.8675562 8.3689591)",,,,
177519198,unclassified,False,True,85.40899999999999,2,"LINESTRING (124.867073 8.3689098, 124.8669577 8.3688965, 124.8665419 8.3688686, 124.8662992 8.3688487)",,,,
178152333,residential,False,True,127.778,,"LINESTRING (124.867073 8.3689098, 124.8671511 8.3690129, 124.8672319 8.3691104, 124.8673466 8.3692441, 124.867474 8.3693914, 124.867541 8.3694829, 124.8675826 8.369546, 124.8675887 8.3695665, 124.8675866 8.3695838, 124.8675773 8.3696017, 124.867368 8.3697868)",,,,
177519200,residential,False,False,68.941,,"LINESTRING (124.8692792 8.3660041, 124.8686947 8.3662277)",,,,
217934874,residential,False,False,29.088,,"LINESTRING (124.8692792 8.3660041, 124.8691296 8.3657884)",,,,
217934874,residential,False,True,27.308,,"LINESTRING (124.8692792 8.3660041, 124.8694293 8.3661997)",,,,
217934874,residential,False,False,27.308,,"LINESTRING (124.8694293 8.3661997, 124.8692792 8.3660041)",,,,
1250950032,residential,False,False,26.848,,"LINESTRING (124.8694293 8.3661997, 124.8692013 8.3662858)",,,,
"[217934649, 217934874]",residential,False,True,64.964,,"LINESTRING (124.8694293 8.3661997, 124.8695631 8.3663907, 124.8695691 8.3664073, 124.8695705 8.3664246, 124.8695634 8.3664425, 124.8695493 8.3664545, 124.8692983 8.3665822)",,,,
180362473,residential,False,True,37.297,,"LINESTRING (124.8690994 8.3666833, 124.8689821 8.3663686)",,,,
217934649,residential,False,False,24.6,,"LINESTRING (124.8690994 8.3666833, 124.8692983 8.3665822)",,,,
217934649,residential,False,True,22.908,,"LINESTRING (124.8690994 8.3666833, 124.868919 8.3667862)",,,,
149099282,residential,False,False,24.425,,"LINESTRING (124.8685481 8.3657793, 124.8686161 8.3659884)",,,,
149099282,residential,False,True,39.567,,"LINESTRING (124.8685481 8.3657793, 124.8684502 8.3654369)",,,,
"[180362472, 217934874]",residential,False,"[False, True]",75.179,,"LINESTRING (124.8685481 8.3657793, 124.8689314 8.3656269, 124.8689555 8.3656255, 124.8689777 8.3656278, 124.8689985 8.3656385, 124.8690163 8.3656577, 124.8691296 8.3657884)",,,,
149099268,residential,False,False,46.345,,"LINESTRING (124.8690586 8.3642157, 124.8686691 8.3643745)",,,,
149099268,residential,False,True,45.307,,"LINESTRING (124.8690586 8.3642157, 124.8694377 8.3640565)",,,,
149099268,residential,False,True,48.741,,"LINESTRING (124.8698303 8.3638915, 124.8702345 8.363712)",,,,
149099268,residential,False,False,46.926,,"LINESTRING (124.8698303 8.3638915, 124.8697228 8.3639367, 124.8694377 8.3640565)",,,,
149099268,residential,False,False,48.741,,"LINESTRING (124.8702345 8.363712, 124.8698303 8.3638915)",,,,
149099275,residential,False,False,31.626,,"LINESTRING (124.8626366 8.3645631, 124.8626192 8.3642792)",,,,
180362687,residential,False,False,313.667,,"LINESTRING (124.8626366 8.3645631, 124.8654872 8.3645054)",,,,
149099275,residential,False,True,92.848,,"LINESTRING (124.8626366 8.3645631, 124.8626715 8.3649452, 124.8626893 8.3653962)",,,,
180362687,residential,False,True,313.667,,"LINESTRING (124.8654872 8.3645054, 124.8626366 8.3645631)",,,,
912976340,secondary,False,True,19.682,4,"LINESTRING (124.8654872 8.3645054, 124.8654887 8.3646824)",Manolo Fortich-Libona Road,40,14,
180362954,residential,False,False,51.722,,"LINESTRING (124.8626893 8.3653962, 124.8622199 8.3654225)",,,,
149099275,residential,False,False,92.848,,"LINESTRING (124.8626893 8.3653962, 124.8626715 8.3649452, 124.8626366 8.3645631)",,,,
149099275,residential,False,True,133.519,,"LINESTRING (124.8626893 8.3653962, 124.8627218 8.3659316, 124.8627621 8.3665948)",,,,
178152333,residential,False,False,127.77799999999999,,"LINESTRING (124.867368 8.3697868, 124.8675773 8.3696017, 124.8675866 8.3695838, 124.8675887 8.3695665, 124.8675826 8.369546, 124.867541 8.3694829, 124.867474 8.3693914, 124.8673466 8.3692441, 124.8672319 8.3691104, 124.8671511 8.3690129, 124.867073 8.3689098)",,,,
149099267,unclassified,False,False,122.706,,"LINESTRING (124.8663448 8.3699513, 124.8662992 8.3688487)",,,,
149099267,unclassified,False,True,141.947,,"LINESTRING (124.8663448 8.3699513, 124.8663515 8.3702817, 124.8663515 8.3707647, 124.8663421 8.3712277)",,,,
196945340,residential,False,True,37.483000000000004,,"LINESTRING (124.8663448 8.3699513, 124.8663763 8.3699508, 124.8666854 8.3699425)",,,,
196945340,residential,False,False,37.483000000000004,,"LINESTRING (124.8666854 8.3699425, 124.8663763 8.3699508, 124.8663448 8.3699513)",,,,
180363071,residential,False,False,31.262999999999998,,"LINESTRING (124.8668256 8.3677465, 124.8668799 8.3676572, 124.8669805 8.3675109)",,,,
1019667317,trunk,False,False,105.05700000000002,4,"LINESTRING (124.8668256 8.3677465, 124.8669011 8.3677956, 124.8669976 8.3678804, 124.8671304 8.3680273, 124.8672414 8.3681676, 124.867326 8.3683228, 124.8673954 8.368485)",Sayre Highway,50,14,10
1019667317,trunk,False,True,58.115,4,"LINESTRING (124.8668256 8.3677465, 124.8667266 8.3676949, 124.8666291 8.3676539, 124.8665241 8.3676155, 124.8663286 8.3675816)",Sayre Highway,50,14,10
177519204,residential,False,False,167.372,,"LINESTRING (124.866878 8.3660056, 124.8670318 8.3675031)",,,,
177519224,residential,False,False,38.406,,"LINESTRING (124.866878 8.3660056, 124.8672243 8.3659619)",,,,
177519224,residential,False,True,43.449,,"LINESTRING (124.866878 8.3660056, 124.8664864 8.3660564)",,,,
177519217,residential,False,True,89.225,,"LINESTRING (124.8663025 8.3653432, 124.8661946 8.3653684, 124.8660471 8.3653903, 124.865701 8.3654348, 124.8655002 8.3654568)",,,,
149099268,residential,False,False,45.307,,"LINESTRING (124.8694377 8.3640565, 124.8690586 8.3642157)",,,,
149099268,residential,False,True,46.926,,"LINESTRING (124.8694377 8.3640565, 124.8697228 8.3639367, 124.8698303 8.3638915)",,,,
149099268,residential,False,True,46.345,,"LINESTRING (124.8686691 8.3643745, 124.8690586 8.3642157)",,,,
149099268,residential,False,False,56.515,,"LINESTRING (124.8686691 8.3643745, 124.8684404 8.3644618, 124.8681848 8.3645434)",,,,
149099275,residential,False,True,31.626,,"LINESTRING (124.8626192 8.3642792, 124.8626366 8.3645631)",,,,
857149167,residential,False,True,53.896,,"LINESTRING (124.8626192 8.3642792, 124.8621296 8.3642964)",,,,
857149167,residential,False,False,53.896,,"LINESTRING (124.8621296 8.3642964, 124.8626192 8.3642792)",,,,
857149168,residential,False,True,125.637,,"LINESTRING (124.8621296 8.3642964, 124.8621444 8.3644397, 124.8621619 8.3646294, 124.8621686 8.3648205, 124.8622199 8.3654225)",,,,
180362954,residential,False,True,51.722,,"LINESTRING (124.8622199 8.3654225, 124.8626893 8.3653962)",,,,
857149168,residential,False,False,125.637,,"LINESTRING (124.8622199 8.3654225, 124.8621686 8.3648205, 124.8621619 8.3646294, 124.8621444 8.3644397, 124.8621296 8.3642964)",,,,
180362364,residential,False,False,72.146,,"LINESTRING (124.8669805 8.3675109, 124.8663286 8.3675816)",,,,
180362364,residential,False,True,5.71,,"LINESTRING (124.8669805 8.3675109, 124.8670318 8.3675031)",,,,
180363071,residential,False,True,31.262999999999998,,"LINESTRING (124.8669805 8.3675109, 124.8668799 8.3676572, 124.8668256 8.3677465)",,,,
217934649,residential,False,False,22.908,,"LINESTRING (124.868919 8.3667862, 124.8690994 8.3666833)",,,,
149099282,residential,False,True,41.256,,"LINESTRING (124.868919 8.3667862, 124.8688849 8.3667437, 124.8688607 8.3666966, 124.8688337 8.3666342, 124.8687702 8.3664485)",,,,
177519205,residential,False,False,52.759,,"LINESTRING (124.868919 8.3667862, 124.8689499 8.366814, 124.8689854 8.3668551, 124.8690116 8.366897, 124.8690371 8.366958, 124.8691263 8.3672066)",,,,
149099282,residential,False,False,53.836,,"LINESTRING (124.8680542 8.3640768, 124.8681848 8.3645434)",,,,
