osmid,oneway,lanes,highway,reversed,length,geometry,junction,maxspeed
725047251,False,,residential,False,77.82000000000001,"LINESTRING (-5.0709495 6.2679625, -5.0715343 6.2676527, -5.0715708 6.2676333)",,
725047252,False,,residential,True,165.942,"LINESTRING (-5.0725534 6.2635811, -5.0710702 6.26335)",,
725047252,False,,residential,False,80.767,"LINESTRING (-5.0703483 6.2632375, -5.0710702 6.26335)",,
531825503,False,2,tertiary,True,397.116,"LINESTRING (-5.0703483 6.2632375, -5.0703406 6.2633636, -5.0700054 6.2663817, -5.0699512 6.2667867)",,50
508440888,False,,unclassified,False,57.102999999999994,"LINESTRING (-5.0711828 6.2708156, -5.0712131 6.2705506, -5.0712486 6.2703063)",,
725047253,False,,unclassified,True,26.266000000000002,"LINESTRING (-5.0711828 6.2708156, -5.0712043 6.2707876, -5.0712359 6.2707611, -5.0712876 6.2707445, -5.0713405 6.2707379, -5.0713934 6.2707436)",,
484962727,False,,unclassified,True,51.235,"LINESTRING (-5.0713934 6.2707436, -5.0713559 6.2706542, -5.0713223 6.2705516, -5.0712834 6.2704223, -5.0712486 6.2703063)",,
725047253,False,,unclassified,False,26.266,"LINESTRING (-5.0713934 6.2707436, -5.0713405 6.2707379, -5.0712876 6.2707445, -5.0712359 6.2707611, -5.0712043 6.2707876, -5.0711828 6.2708156)",,
484962727,False,,unclassified,False,51.235,"LINESTRING (-5.0712486 6.2703063, -5.0712834 6.2704223, -5.0713223 6.2705516, -5.0713559 6.2706542, -5.0713934 6.2707436)",,
508440888,False,,unclassified,False,264.704,"LINESTRING (-5.0712486 6.2703063, -5.0712533 6.2700174, -5.0712526 6.2697837, -5.0712503 6.2694834, -5.0712418 6.269394, -5.0712042 6.2689961, -5.0711631 6.2686783, -5.0710836 6.2683493, -5.0710224 6.2681511, -5.0709495 6.2679625)",,
508440888,False,,unclassified,True,57.102999999999994,"LINESTRING (-5.0712486 6.2703063, -5.0712131 6.2705506, -5.0711828 6.2708156)",,
725049266,False,,residential,True,152.784,"LINESTRING (-5.0716464 6.2659855, -5.0714729 6.2654446, -5.0714248 6.2652964, -5.0714101 6.2652677, -5.0713915 6.2652421, -5.0713808 6.2652353, -5.0713715 6.265232, -5.0713052 6.2652194, -5.0708088 6.265158)",,
725047250,False,,residential,False,298.467,"LINESTRING (-5.0708088 6.265158, -5.0707297 6.2655917, -5.0707062 6.2658266, -5.070716 6.2659124, -5.0707297 6.2659699, -5.0707542 6.2660235, -5.070915 6.2663529, -5.071267 6.2670595, -5.0715708 6.2676333)",,
725047250,False,,residential,True,97.53999999999999,"LINESTRING (-5.0708088 6.265158, -5.0708581 6.2648871, -5.0709327 6.2643871, -5.0709461 6.2642916)",,
725049266,False,,residential,False,152.784,"LINESTRING (-5.0708088 6.265158, -5.0713052 6.2652194, -5.0713715 6.265232, -5.0713808 6.2652353, -5.0713915 6.2652421, -5.0714101 6.2652677, -5.0714248 6.2652964, -5.0714729 6.2654446, -5.0716464 6.2659855)",,
725049267,False,,residential,True,155.763,"LINESTRING (-5.0723436 6.2644719, -5.0709461 6.2642916)",,
725049267,False,,residential,False,155.763,"LINESTRING (-5.0709461 6.2642916, -5.0723436 6.2644719)",,
725047250,False,,residential,False,97.53999999999999,"LINESTRING (-5.0709461 6.2642916, -5.0709327 6.2643871, -5.0708581 6.2648871, -5.0708088 6.265158)",,
725047250,False,,residential,True,105.609,"LINESTRING (-5.0709461 6.2642916, -5.0710474 6.2635714, -5.0710702 6.26335)",,
