osmid,oneway,highway,reversed,length,ref,name,geometry,junction,bridge
131520728,True,primary,False,5.347,,,"LINESTRING (96.8494101 47.740718, 96.8493407 47.7407296)",roundabout,
131520728,True,primary,False,5.795,,,"LINESTRING (96.8493548 47.7403667, 96.8494287 47.7403824)",roundabout,
131520731,True,primary,False,32.433,,,"LINESTRING (96.8499618 47.7412839, 96.8499322 47.7409929)",,
131520737,True,primary,False,21.511,,,"LINESTRING (96.8499618 47.7412839, 96.8499944 47.7412521, 96.8500408 47.7412292, 96.8500959 47.741218, 96.8501534 47.7412195, 96.8502069 47.7412338)",roundabout,
48932763,False,primary,True,47.903,A1103,,"LINESTRING (96.8527187 47.7377612, 96.8524888 47.7381633)",,
131520727,False,primary,True,21.812,A1102,Uliastai - Tosontsengel,"LINESTRING (96.8527499 47.7455156, 96.852838 47.7457026)",,
131520727,False,primary,False,467.827,A1102,Uliastai - Tosontsengel,"LINESTRING (96.8527499 47.7455156, 96.8524118 47.7448693, 96.8516332 47.7433998, 96.850811 47.741856, 96.850514 47.741603)",,
832388304,False,residential,False,70.275,,,"LINESTRING (96.8527499 47.7455156, 96.8529555 47.7455353, 96.8535329 47.7457039, 96.8536211 47.7457393)",,
334417102,False,residential,False,27.906,,,"LINESTRING (96.849802 47.7457717, 96.8494362 47.7458215)",,
334417102,False,residential,True,31.942,,,"LINESTRING (96.849802 47.7457717, 96.8502286 47.7457565)",,
334417102,False,residential,False,31.942,,,"LINESTRING (96.8502286 47.7457565, 96.849802 47.7457717)",,
334417102,False,residential,True,34.762,,,"LINESTRING (96.8502286 47.7457565, 96.8506935 47.7457593)",,
334417102,False,residential,True,50.109,,,"LINESTRING (96.8521707 47.7457443, 96.852838 47.7457026)",,
334417102,False,residential,False,74.037,,,"LINESTRING (96.8521707 47.7457443, 96.8518897 47.7457656, 96.8516097 47.7457574, 96.851397 47.7457597, 96.8512872 47.7457608, 96.8511826 47.7457619)",,
334417186,False,residential,False,42.613,,,"LINESTRING (96.8521707 47.7457443, 96.8519815 47.7460536, 96.8519685 47.7461016)",,
832386617,False,residential,True,136.643,,,"LINESTRING (96.8521707 47.7457443, 96.8525573 47.7459087, 96.8527177 47.7461287, 96.8530138 47.7465418, 96.8531433 47.7466354, 96.8532769 47.746634)",,
334417102,False,residential,False,34.762,,,"LINESTRING (96.8506935 47.7457593, 96.8502286 47.7457565)",,
334417102,False,residential,True,36.571,,,"LINESTRING (96.8506935 47.7457593, 96.8511826 47.7457619)",,
334417102,False,residential,False,61.791,,,"LINESTRING (96.8494362 47.7458215, 96.8486924 47.7460637)",,
334417102,False,residential,True,27.906,,,"LINESTRING (96.8494362 47.7458215, 96.849802 47.7457717)",,
334417102,False,residential,True,61.791,,,"LINESTRING (96.8486924 47.7460637, 96.8494362 47.7458215)",,
832388304,False,residential,True,114.346,,,"LINESTRING (96.8549345 47.7462661, 96.8536211 47.7457393)",,
131520727,False,primary,False,108.642,A1102,Uliastai - Tosontsengel,"LINESTRING (96.8532769 47.746634, 96.852838 47.7457026)",,
832386617,False,residential,False,136.643,,,"LINESTRING (96.8532769 47.746634, 96.8531433 47.7466354, 96.8530138 47.7465418, 96.8527177 47.7461287, 96.8525573 47.7459087, 96.8521707 47.7457443)",,
334417186,False,residential,True,59.298,,,"LINESTRING (96.8520795 47.7465907, 96.851888 47.7463994, 96.8519685 47.7461016)",,
832386616,False,residential,True,120.54600000000002,,,"LINESTRING (96.8520795 47.7465907, 96.851998 47.7467112, 96.8519336 47.7467689, 96.8518424 47.7467815, 96.8517673 47.746731, 96.8517137 47.7466391, 96.8516225 47.7464587, 96.8516144 47.7463631, 96.8517163 47.7462369, 96.8519685 47.7461016)",,
334417135,False,residential,True,207.24199999999996,,,"LINESTRING (96.8607785 47.7383425, 96.860757 47.7381621, 96.8607349 47.7381237, 96.860517 47.7380144, 96.8603125 47.7380237, 96.8602702 47.7380362, 96.8602635 47.7380714, 96.8602702 47.7381793, 96.8602567 47.7382077, 96.8601942 47.7382305, 96.8599847 47.7382805, 96.8595474 47.7383659, 96.8586451 47.738453)",,
168319632,True,primary,False,38.131,,,"LINESTRING (96.8495816 47.7405651, 96.8498251 47.7408664)",,
131520728,True,primary,False,22.337,,,"LINESTRING (96.8495816 47.7405651, 96.8495643 47.7406139, 96.8495279 47.7406578, 96.8494752 47.7406934, 96.8494101 47.740718)",roundabout,
663306243,True,primary,False,19.853,A1103,,"LINESTRING (96.8497679 47.7404077, 96.8495822 47.7405353)",,
"[131520729, 48932763, 48932764]",False,primary,False,265.172,A1103,,"LINESTRING (96.8497679 47.7404077, 96.8498951 47.7403693, 96.8506595 47.740142, 96.851151 47.739952, 96.851561 47.73976, 96.851762 47.739543, 96.8521337 47.7388295)",,yes
131520728,True,primary,False,30.735000000000003,,,"LINESTRING (96.8491138 47.7406744, 96.8490665 47.7406292, 96.8490413 47.7405766, 96.8490407 47.7405213, 96.8490645 47.7404684, 96.8491108 47.7404227)",roundabout,
663306256,True,residential,False,13.39,,,"LINESTRING (96.8490788 47.7407925, 96.8491138 47.7406744)",,
334417186,False,residential,False,59.298,,,"LINESTRING (96.8519685 47.7461016, 96.851888 47.7463994, 96.8520795 47.7465907)",,
832386616,False,residential,False,120.546,,,"LINESTRING (96.8519685 47.7461016, 96.8517163 47.7462369, 96.8516144 47.7463631, 96.8516225 47.7464587, 96.8517137 47.7466391, 96.8517673 47.746731, 96.8518424 47.7467815, 96.8519336 47.7467689, 96.851998 47.7467112, 96.8520795 47.7465907)",,
334417186,False,residential,True,42.613,,,"LINESTRING (96.8519685 47.7461016, 96.8519815 47.7460536, 96.8521707 47.7457443)",,
131520727,False,primary,False,21.812,A1102,Uliastai - Tosontsengel,"LINESTRING (96.852838 47.7457026, 96.8527499 47.7455156)",,
131520727,False,primary,True,108.642,A1102,Uliastai - Tosontsengel,"LINESTRING (96.852838 47.7457026, 96.8532769 47.746634)",,
334417102,False,residential,False,50.109,,,"LINESTRING (96.852838 47.7457026, 96.8521707 47.7457443)",,
334417102,False,residential,False,36.571,,,"LINESTRING (96.8511826 47.7457619, 96.8506935 47.7457593)",,
334417102,False,residential,True,74.037,,,"LINESTRING (96.8511826 47.7457619, 96.8512872 47.7457608, 96.851397 47.7457597, 96.8516097 47.7457574, 96.8518897 47.7457656, 96.8521707 47.7457443)",,
832388304,False,residential,False,114.346,,,"LINESTRING (96.8536211 47.7457393, 96.8549345 47.7462661)",,
832388304,False,residential,True,70.275,,,"LINESTRING (96.8536211 47.7457393, 96.8535329 47.7457039, 96.8529555 47.7455353, 96.8527499 47.7455156)",,
168319624,False,residential,False,250.852,,,"LINESTRING (96.8546049 47.7389251, 96.8550342 47.7389556, 96.8553245 47.7389744, 96.8560562 47.7389707, 96.8567973 47.7388697, 96.8573991 47.7387678, 96.8579156 47.7387137)",,
168319624,False,residential,True,185.255,,,"LINESTRING (96.8546049 47.7389251, 96.8535808 47.7388522, 96.8527259 47.7388363, 96.8521337 47.7388295)",,
