osmid,name,highway,oneway,reversed,length,width,geometry,lanes,ref,maxspeed,junction,tunnel
47001690,Aia,living_street,False,True,233.50799999999998,,"LINESTRING (24.7507247 59.4402058, 24.7507466 59.4401652, 24.7507741 59.4400193, 24.7508705 59.4393924, 24.7508892 59.4392604, 24.7508971 59.4392293, 24.7509078 59.4391686, 24.7509982 59.439117, 24.7511351 59.439064, 24.7512075 59.4389808, 24.7512152 59.4389252, 24.7512387 59.4387547, 24.7512643 59.4385394, 24.7512841 59.4383725, 24.7513028 59.438172)",,,,,
49644334,Aia,living_street,True,False,45.401,,"LINESTRING (24.7504781 59.4405905, 24.7496751 59.4405958)",,,,,
47001690,Aia,living_street,False,True,46.388000000000005,,"LINESTRING (24.7504781 59.4405905, 24.7504925 59.4404054, 24.7506614 59.4402569, 24.7507247 59.4402058)",,,,,
4852862,Olevimägi,living_street,False,False,73.784,6,"LINESTRING (24.7496751 59.4405958, 24.7494977 59.4404811, 24.7494222 59.4404517, 24.7486706 59.4401793)",,,,,
4852866,Uus,living_street,False,False,142.782,,"LINESTRING (24.7496751 59.4405958, 24.749712 59.4403456, 24.7497705 59.4400343, 24.7497974 59.4398142, 24.7498411 59.439449, 24.7498571 59.4393152)",,,,,
4852862,Olevimägi,living_street,False,True,22.992,6,"LINESTRING (24.7482722 59.4401985, 24.7483769 59.4401846, 24.7484614 59.440173, 24.7485199 59.4401706, 24.7485753 59.4401705, 24.7486263 59.4401752, 24.7486706 59.4401793)",,,,,
8050816,Sulevimägi,living_street,False,False,48.052,,"LINESTRING (24.7482722 59.4401985, 24.7482854 59.4402447, 24.7483021 59.4402741, 24.7486692 59.4405759)",,,,,
4852576,Oleviste,living_street,False,False,76.606,,"LINESTRING (24.7483008 59.4409285, 24.7470659 59.4412121)",,,,,
60100469,Pikk,living_street,False,True,17.871,,"LINESTRING (24.7483008 59.4409285, 24.7481199 59.4407967)",,,,,
4852866,Uus,living_street,False,False,233.37699999999998,,"LINESTRING (24.7498571 59.4393152, 24.7498921 59.4391533, 24.7499212 59.438985, 24.7499291 59.4389377, 24.7499479 59.4387433, 24.749996 59.4384706, 24.7500747 59.4378465, 24.7500813 59.4378073, 24.7500963 59.4376239, 24.7501156 59.4374617, 24.7501271 59.4373654, 24.7502654 59.4372951, 24.7503191 59.4372601)",,,,,
4852866,Uus,living_street,False,True,142.782,,"LINESTRING (24.7498571 59.4393152, 24.7498411 59.439449, 24.7497974 59.4398142, 24.7497705 59.4400343, 24.749712 59.4403456, 24.7496751 59.4405958)",,,,,
239719324,Bremeni käik,living_street,False,False,44.728,,"LINESTRING (24.7498571 59.4393152, 24.7498017 59.4393123, 24.7490711 59.4392695)",,,,,
636824420,Vana-Viru,living_street,False,True,75.84800000000001,,"LINESTRING (24.7501159 59.4365862, 24.7501309 59.4366637, 24.7501705 59.4368136, 24.7502407 59.4370449, 24.7502998 59.4371911, 24.7503191 59.4372601)",,,,,
4852934,Pärnu mnt,secondary,True,False,115.60200000000002,,"LINESTRING (24.7493011 59.4354089, 24.7485019 59.4351176, 24.7481485 59.4349493, 24.7479636 59.4348487, 24.7479023 59.4348165, 24.7477509 59.4347367)",2,4,50,,
"[60100468, 633370814]",Valli,"['residential', 'living_street']",False,True,60.518,,"LINESTRING (24.7493011 59.4354089, 24.7492665 59.4354405, 24.7492639 59.4354868, 24.7492936 59.4355483, 24.7493807 59.4356467, 24.7494598 59.4357307, 24.7496288 59.4359084)",,,,,
49923010,Sakala,residential,True,False,50.48,,"LINESTRING (24.7505058 59.4335139, 24.7504658 59.4336944, 24.7504325 59.4338442, 24.7504252 59.4338757, 24.7504126 59.4339175, 24.7503629 59.4339578)",2,,30,,
722501461,Sakala,residential,False,True,33.561,,"LINESTRING (24.7505058 59.4335139, 24.7505538 59.4333189, 24.7505814 59.43327, 24.750616 59.4332185)",2,,30,,
49305130,Laboratooriumi,living_street,False,False,93.432,,"LINESTRING (24.7454253 59.4411027, 24.7447564 59.440741, 24.744576 59.440679, 24.7441519 59.4405905)",,,,,
129226663,Suurtüki,living_street,False,False,73.117,,"LINESTRING (24.7454253 59.4411027, 24.7457798 59.440947, 24.7461653 59.4407777, 24.7464041 59.4406729)",,,,,
25156339,Lai,living_street,False,False,71.001,,"LINESTRING (24.7464041 59.4406729, 24.7464812 59.4407224, 24.7467348 59.4408851, 24.7470659 59.4412121)",,,,,
25156339,Lai,living_street,False,True,111.958,,"LINESTRING (24.7464041 59.4406729, 24.7460796 59.440445, 24.746031 59.4404085, 24.7459836 59.4403758, 24.7458937 59.4403002, 24.7457807 59.4401633, 24.7454731 59.4397908)",,,,,
129226663,Suurtüki,living_street,False,True,73.11699999999999,,"LINESTRING (24.7464041 59.4406729, 24.7461653 59.4407777, 24.7457798 59.440947, 24.7454253 59.4411027)",,,,,
4852576,Oleviste,living_street,False,True,76.606,,"LINESTRING (24.7470659 59.4412121, 24.7483008 59.4409285)",,,,,
25156339,Lai,living_street,False,True,71.001,,"LINESTRING (24.7470659 59.4412121, 24.7467348 59.4408851, 24.7464812 59.4407224, 24.7464041 59.4406729)",,,,,
1228702310,Aida,living_street,False,False,42.574,,"LINESTRING (24.7454731 59.4397908, 24.7447541 59.4399046)",,,,,
25156339,Lai,living_street,False,False,111.95799999999998,,"LINESTRING (24.7454731 59.4397908, 24.7457807 59.4401633, 24.7458937 59.4403002, 24.7459836 59.4403758, 24.746031 59.4404085, 24.7460796 59.440445, 24.7464041 59.4406729)",,,,,
25156339,Lai,living_street,False,True,55.082,,"LINESTRING (24.7454731 59.4397908, 24.7451755 59.4393757, 24.7451394 59.4393254)",,,,,
"[25156337, 489313225]",Suur-Kloostri,living_street,True,False,152.87199999999999,,"LINESTRING (24.7451394 59.4393254, 24.7448197 59.4393625, 24.7444093 59.4394027, 24.744168 59.4394185, 24.7437597 59.4394195, 24.7436117 59.4394127, 24.7430719 59.439388, 24.7425659 59.4393648, 24.7424582 59.4393622)",,,,,
25156339,Lai,living_street,False,False,55.082,,"LINESTRING (24.7451394 59.4393254, 24.7451755 59.4393757, 24.7454731 59.4397908)",,,,,
4852550,Lai,living_street,True,False,185.921,,"LINESTRING (24.7430083 59.4381198, 24.7432432 59.4381277, 24.7437604 59.4383903, 24.7438837 59.4384524, 24.7439517 59.4384875, 24.7440634 59.4385442, 24.7442169 59.438621, 24.7442629 59.4386453, 24.7443842 59.4387094, 24.7446114 59.4388295, 24.7450877 59.4392674, 24.7451394 59.4393254)",,,,,
"[839806068, 4853850, 587750748, 826135295]","['Dunkri', 'Rataskaevu', 'Pikk', 'Nunne']",living_street,False,"[False, True]",205.57799999999997,,"LINESTRING (24.7430083 59.4381198, 24.7429921 59.4379031, 24.7429797 59.4377371, 24.7431246 59.4377182, 24.7431282 59.4375706, 24.7431088 59.4374717, 24.7430877 59.4374033, 24.7429703 59.4372353, 24.7428623 59.4371155, 24.7427939 59.4370357, 24.7427479 59.4369896, 24.7426033 59.4368475, 24.7424719 59.4367359, 24.7425703 59.4367515, 24.7426956 59.436769, 24.742819 59.4367925, 24.7429067 59.4368074, 24.7430948 59.4368432)",,,,,
489313225,Suur-Kloostri,living_street,True,False,7.614,,"LINESTRING (24.7424582 59.4393622, 24.7423238 59.4393578)",,,,,
"[78315721, 4852578]","['Kooli', 'Gümnaasiumi']",living_street,False,True,186.414,,"LINESTRING (24.7424582 59.4393622, 24.7424608 59.4394937, 24.7427883 59.4401147, 24.7428268 59.4401698, 24.7431559 59.4402384, 24.7432466 59.4403409, 24.7433324 59.4404378, 24.7435683 59.4404889, 24.7440315 59.4405713, 24.7441519 59.4405905)",,,,,
60100469,Pikk,living_street,False,False,29.173,,"LINESTRING (24.7478239 59.4405818, 24.7481199 59.4407967)",,,,,
60100469,Pikk,living_street,False,False,17.871,,"LINESTRING (24.7481199 59.4407967, 24.7483008 59.4409285)",,,,,
60100469,Pikk,living_street,False,True,29.173,,"LINESTRING (24.7481199 59.4407967, 24.7478239 59.4405818)",,,,,
1228702310,Aida,living_street,False,True,42.574,,"LINESTRING (24.7447541 59.4399046, 24.7454731 59.4397908)",,,,,
1228702311,Aida,living_street,False,False,28.342,,"LINESTRING (24.7441174 59.4403379, 24.7441049 59.4403699, 24.7441041 59.4404078, 24.7441295 59.4405193, 24.7441519 59.4405905)",,,,,
"[78315721, 4852578]","['Kooli', 'Gümnaasiumi']",living_street,False,False,186.414,,"LINESTRING (24.7441519 59.4405905, 24.7440315 59.4405713, 24.7435683 59.4404889, 24.7433324 59.4404378, 24.7432466 59.4403409, 24.7431559 59.4402384, 24.7428268 59.4401698, 24.7427883 59.4401147, 24.7424608 59.4394937, 24.7424582 59.4393622)",,,,,
49305130,Laboratooriumi,living_street,False,True,93.432,,"LINESTRING (24.7441519 59.4405905, 24.744576 59.440679, 24.7447564 59.440741, 24.7454253 59.4411027)",,,,,
1228702311,Aida,living_street,False,True,28.342000000000002,,"LINESTRING (24.7441519 59.4405905, 24.7441295 59.4405193, 24.7441041 59.4404078, 24.7441049 59.4403699, 24.7441174 59.4403379)",,,,,
4852862,Olevimägi,living_street,False,False,22.992000000000004,6,"LINESTRING (24.7486706 59.4401793, 24.7486263 59.4401752, 24.7485753 59.4401705, 24.7485199 59.4401706, 24.7484614 59.440173, 24.7483769 59.4401846, 24.7482722 59.4401985)",,,,,
4852862,Olevimägi,living_street,False,True,73.78399999999999,6,"LINESTRING (24.7486706 59.4401793, 24.7494222 59.4404517, 24.7494977 59.4404811, 24.7496751 59.4405958)",,,,,
4852865,Vene,living_street,False,False,102.929,,"LINESTRING (24.7486706 59.4401793, 24.7487142 59.4401458, 24.7487597 59.4401132, 24.7487954 59.4400637, 24.7488063 59.4399315, 24.7488038 59.4397711, 24.7487851 59.4395858, 24.7487151 59.4392733)",,,,,
8050813,,living_street,True,False,39.588,,"LINESTRING (24.7486692 59.4405759, 24.7481199 59.4407967)",,,,,
8050816,Sulevimägi,living_street,False,True,48.052,,"LINESTRING (24.7486692 59.4405759, 24.7483021 59.4402741, 24.7482854 59.4402447, 24.7482722 59.4401985)",,,,,
807312936,Sulevimägi,living_street,False,False,44.146,,"LINESTRING (24.7486692 59.4405759, 24.7487099 59.4406139, 24.7488801 59.4407724, 24.7489353 59.4408517, 24.7489707 59.4409389)",,,,,
343250197,Mere pst,tertiary,True,False,111.186,,"LINESTRING (24.7539565 59.4371836, 24.7538245 59.4372274, 24.7536137 59.4372791, 24.7535446 59.4373094, 24.7535032 59.4373354, 24.7534931 59.4373417, 24.7534655 59.4373749, 24.7534594 59.4374102, 24.7534893 59.4374781, 24.7537799 59.4378635, 24.7538721 59.4380154)",1,,50,,
"[4852929, 501150631]",Viru väljak,secondary,True,False,55.73400000000001,,"LINESTRING (24.7539565 59.4371836, 24.7534602 59.4372365, 24.7533653 59.4372348, 24.753309 59.4372241, 24.7532078 59.4372037, 24.7531252 59.4371631, 24.7530677 59.4371216)",2,,50,roundabout,
156068685,Viru väljak,secondary,True,False,8.273,,"LINESTRING (24.7541008 59.4371713, 24.7539565 59.4371836)",3,,50,roundabout,
236464281,Viru väljak,secondary,True,False,38.708999999999996,,"LINESTRING (24.7541819 59.4368904, 24.7543095 59.436977, 24.7543221 59.437005, 24.7543246 59.4370378, 24.7543065 59.4370668, 24.7542426 59.4371026, 24.7541008 59.4371713)",2,,50,roundabout,
4852934,Pärnu mnt,secondary,True,False,43.634,,"LINESTRING (24.7530656 59.4370761, 24.7529992 59.4369615, 24.7529679 59.4368552, 24.7529411 59.4367928, 24.75292 59.4367438, 24.7528887 59.4366949)",2,4,50,,
156068674,Viru väljak,secondary,True,False,60.856,,"LINESTRING (24.7530656 59.4370761, 24.7531597 59.4369551, 24.7531972 59.4368957, 24.7532452 59.4368358, 24.7533139 59.4367856, 24.7533408 59.4367707, 24.7533766 59.4367544, 24.7534389 59.4367398, 24.753517 59.4367347, 24.7537319 59.4367391)",2,,50,roundabout,
"[424913897, 987191892, 132105052]",Pärnu mnt,secondary,True,False,400.024,,"LINESTRING (24.747915 59.4347012, 24.7480898 59.4347784, 24.7483475 59.4349039, 24.7486179 59.4350271, 24.7487331 59.4350676, 24.7493189 59.4352746, 24.7496962 59.4353951, 24.749751 59.4354132, 24.7509295 59.4358017, 24.7520826 59.436185, 24.7525545 59.436338, 24.752652 59.4363704, 24.7537319 59.4367391)",2,4,50,,
679465296,Pärnu mnt,residential,True,False,10.087,,"LINESTRING (24.747915 59.4347012, 24.7478795 59.4347099, 24.7478137 59.4347233, 24.7477509 59.4347367)",,,,,
4852933,Pärnu mnt,secondary,True,False,84.161,,"LINESTRING (24.7469024 59.4341465, 24.7469953 59.4341976, 24.7475219 59.434487, 24.7478343 59.4346587, 24.747915 59.4347012)",2,4,40,,
"[4853850, 826135295, 839806068, 587750748]","['Dunkri', 'Rataskaevu', 'Pikk', 'Nunne']",living_street,False,"[False, True]",205.57800000000003,,"LINESTRING (24.7430948 59.4368432, 24.7429067 59.4368074, 24.742819 59.4367925, 24.7426956 59.436769, 24.7425703 59.4367515, 24.7424719 59.4367359, 24.7426033 59.4368475, 24.7427479 59.4369896, 24.7427939 59.4370357, 24.7428623 59.4371155, 24.7429703 59.4372353, 24.7430877 59.4374033, 24.7431088 59.4374717, 24.7431282 59.4375706, 24.7431246 59.4377182, 24.7429797 59.4377371, 24.7429921 59.4379031, 24.7430083 59.4381198)",,,,,
60100467,Müürivahe,living_street,False,True,73.96700000000001,,"LINESTRING (24.7491777 59.4388914, 24.7493329 59.4386396, 24.7494562 59.4384402, 24.7494879 59.4383566, 24.7495061 59.4383383, 24.7495283 59.4383213, 24.749562 59.4382573)",,,,,
60100467,Müürivahe,living_street,False,False,182.7,,"LINESTRING (24.7494452 59.4366275, 24.7495175 59.4368696, 24.7495388 59.4369407, 24.7495603 59.4370364, 24.7496092 59.4372543, 24.7496529 59.4374489, 24.7496194 59.4375074, 24.7496183 59.4375703, 24.749593 59.4380449, 24.749603 59.4380697, 24.7496153 59.4380874, 24.7496031 59.4381333, 24.749562 59.4382573)",,,,,
85234998,Vabaduse väljak,secondary,True,False,48.437,,"LINESTRING (24.7436078 59.4328093, 24.7444532 59.4328794)",3,8,30,,
28487767,,secondary_link,False,True,40.755,,"LINESTRING (24.7436078 59.4328093, 24.7436115 59.4329158, 24.7436149 59.4331758)",2,,,,
382364737,Vabaduse väljak,secondary,True,False,41.474,,"LINESTRING (24.7444532 59.4328794, 24.7451835 59.4329138)",4,8,30,,
8099820,,secondary_link,True,False,34.821000000000005,,"LINESTRING (24.7444532 59.4328794, 24.7446019 59.43293, 24.7446786 59.4329635, 24.7447054 59.4329989, 24.7447067 59.4330229, 24.7446854 59.4330575, 24.7446469 59.433082, 24.7445805 59.4331056)",1,,30,,
28487767,,secondary_link,False,False,40.755,,"LINESTRING (24.7436149 59.4331758, 24.7436115 59.4329158, 24.7436078 59.4328093)",2,,,,
382134605,Viru väljak,secondary,True,False,5.061,,"LINESTRING (24.7530677 59.4371216, 24.7530656 59.4370761)",3,,50,roundabout,
"[4852865, 1222011474, 47061949]","['Munga', 'Vene']",living_street,False,"[False, True]",180.94400000000002,,"LINESTRING (24.7487151 59.4392733, 24.7486325 59.438919, 24.748614 59.4388123, 24.7485417 59.4386974, 24.7483725 59.4385565, 24.7482028 59.4384181, 24.748441 59.438367, 24.7485506 59.4383462, 24.7486946 59.4383236, 24.7488858 59.4382987, 24.7491694 59.4382739, 24.749562 59.4382573)",,,,,
4852865,Vene,living_street,False,True,102.92899999999999,,"LINESTRING (24.7487151 59.4392733, 24.7487851 59.4395858, 24.7488038 59.4397711, 24.7488063 59.4399315, 24.7487954 59.4400637, 24.7487597 59.4401132, 24.7487142 59.4401458, 24.7486706 59.4401793)",,,,,
8065287,Bremeni käik,living_street,False,True,17.652,,"LINESTRING (24.7487151 59.4392733, 24.7488452 59.4392687, 24.749027 59.4392677)",,,,,
"[4853848, 60100464, 4853851, 4853852]","['Müürivahe', 'Niguliste', 'Suur-Karja', 'Rüütli']",living_street,False,False,602.1129999999999,8,"LINESTRING (24.7446309 59.4363417, 24.7445217 59.4363424, 24.744264 59.436344, 24.7436901 59.4363475, 24.7432928 59.4363499, 24.7426259 59.436354, 24.7422582 59.4363563, 24.74223 59.4361538, 24.7421937 59.4360419, 24.7421748 59.4359837, 24.742136 59.4357739, 24.7421137 59.4356658, 24.7420955 59.4356204, 24.7420387 59.4352595, 24.7420242 59.43487, 24.7420389 59.4348173, 24.7420683 59.4347118, 24.7422496 59.4346363, 24.7423278 59.4346262, 24.7426086 59.434632, 24.7434612 59.4347106, 24.7436858 59.4347296, 24.7439624 59.4347729, 24.744902 59.4348984, 24.7456802 59.4350168, 24.7462324 59.4351008, 24.7463105 59.4351153, 24.7464483 59.4351469, 24.7464686 59.4350666, 24.7465349 59.4349821, 24.7465896 59.4349314)",,,,,
"[25527562, 947827323, 1210827618]",,secondary_link,True,False,79.52300000000001,,"LINESTRING (24.7460281 59.433589, 24.7459364 59.4335383, 24.7456538 59.4332405, 24.7456269 59.4332087, 24.7455442 59.4331455, 24.7454195 59.4331073, 24.7453978 59.4331007, 24.7451761 59.4330652)",1,8,,,
156068679,Pärnu mnt,secondary,True,False,64.474,,"LINESTRING (24.7460281 59.433589, 24.7460178 59.4335298, 24.7458437 59.4331724, 24.7458233 59.4331278, 24.7458066 59.4330841, 24.7457849 59.4330232)",2,4,50,,
382364736,Vabaduse väljak,secondary,True,False,33.977999999999994,,"LINESTRING (24.7451761 59.4330652, 24.7447926 59.4330921, 24.7445805 59.4331056)",2,8,30,,
343250207,Mere pst,tertiary,True,False,259.236,,"LINESTRING (24.7536067 59.4403539, 24.7536662 59.4402227, 24.753729 59.4399068, 24.7538116 59.4392698, 24.753843 59.4389606, 24.7538442 59.438824, 24.7538292 59.4386934, 24.7538128 59.4385824, 24.7537818 59.4384594, 24.7537461 59.4383481, 24.7536433 59.4381321, 24.7535819 59.438044)",1,,50,,
"[956393160, 4852893]",Kanuti,living_street,False,True,168.655,"['10', '8']","LINESTRING (24.7536067 59.4403539, 24.7535145 59.4403304, 24.7534385 59.440311, 24.753083 59.4402221, 24.7528414 59.440172, 24.7526787 59.44016, 24.7526443 59.4401575, 24.7524266 59.4401637, 24.7518969 59.4402216, 24.7517138 59.4402416, 24.7511872 59.4402219, 24.7507247 59.4402058)",,,,,
4852894,Inseneri,living_street,False,True,129.769,,"LINESTRING (24.7535819 59.438044, 24.7534657 59.4380621, 24.7529555 59.4380872, 24.7526157 59.4381046, 24.7519656 59.4381388, 24.7513028 59.438172)",,,,,
"[250692260, 343250207]",Mere pst,tertiary,True,False,107.724,,"LINESTRING (24.7535819 59.438044, 24.7535265 59.4379643, 24.7534923 59.4379135, 24.7532907 59.4376746, 24.7532192 59.4375734, 24.7531799 59.4375083, 24.7531236 59.4374019, 24.7531007 59.4373557, 24.7530764 59.437303, 24.7530589 59.4372509, 24.7530569 59.4372404, 24.7530489 59.437199, 24.7530677 59.4371216)","['1', '2']",,"['40', '50']",,
"[4852865, 1222011474, 47061949]","['Munga', 'Vene']",living_street,False,"[False, True]",180.944,,"LINESTRING (24.749562 59.4382573, 24.7491694 59.4382739, 24.7488858 59.4382987, 24.7486946 59.4383236, 24.7485506 59.4383462, 24.748441 59.438367, 24.7482028 59.4384181, 24.7483725 59.4385565, 24.7485417 59.4386974, 24.748614 59.4388123, 24.7486325 59.438919, 24.7487151 59.4392733)",,,,,
60100467,Müürivahe,living_street,False,False,73.967,,"LINESTRING (24.749562 59.4382573, 24.7495283 59.4383213, 24.7495061 59.4383383, 24.7494879 59.4383566, 24.7494562 59.4384402, 24.7493329 59.4386396, 24.7491777 59.4388914)",,,,,
60100467,Müürivahe,living_street,False,True,182.7,,"LINESTRING (24.749562 59.4382573, 24.7496031 59.4381333, 24.7496153 59.4380874, 24.749603 59.4380697, 24.749593 59.4380449, 24.7496183 59.4375703, 24.7496194 59.4375074, 24.7496529 59.4374489, 24.7496092 59.4372543, 24.7495603 59.4370364, 24.7495388 59.4369407, 24.7495175 59.4368696, 24.7494452 59.4366275)",,,,,
239719323,Bremeni käik,living_street,True,False,2.501,,"LINESTRING (24.7490711 59.4392695, 24.749027 59.4392677)",,,,,building_passage
239719324,Bremeni käik,living_street,False,True,44.728,,"LINESTRING (24.7490711 59.4392695, 24.7498017 59.4393123, 24.7498571 59.4393152)",,,,,
"[28487768, 49923006]",Estonia pst,secondary,True,False,108.57700000000001,,"LINESTRING (24.7463232 59.4329062, 24.747161 59.4328563, 24.7473831 59.43284, 24.7476208 59.4328265, 24.7478064 59.4328162, 24.7479559 59.4328157, 24.7482174 59.4328618)","['2', '3']",,30,,
